BookId,Type,Text
5025,1,奥伦和导游不是好人，他们在用人体和魔物进行打开古城的试验，奥伦把我们引向魔物，通过战斗使我们力竭，趁大家精疲力尽之际把人打晕带走……下一个或许就是我了……希望这只地龙能把消息带出去……
5026,4,"……\r\n……\r\n……\r\n……\r\n……\r\n克特森林有令人惊喜的收获，来看看吧年轻人\r\n                         ——彷徨者"
5027,4,"嘿~上次一别十分想念，最近<color=$$Yellow$$>勇士尤利卡</color>正在伊斯鲁得接受民众挑战，所以特地来信告知你，并邀请你到<color=$$Yellow$$>伊斯鲁得酒吧</color>聚聚，聊聊近况，我在伊斯鲁得酒吧等你。\r\n                    你的朋友：拉特"
5028,4,"上次一别十分想念，最近<color=$$Yellow$$>勇士柏得</color>正在伊斯鲁得接受挑战，但我得出趟远门去探望我生病的姑妈，不能陪你一同前往，实在可惜，只能在远方祝你好运。\r\n                    你的朋友：拉特"
5029,4,"嘿，最近好吗？前天我已回到了伊斯鲁得，真凑巧，这就传来了<color=$$Yellow$$>勇士卡洛</color>接受挑战的消息，我的朋友，要是有空就来伊斯鲁得酒吧老地方聚聚。\r\n                    你的朋友：拉特"
6000,1,"朋友，我们的目的是一致的。我也在调查吉芬旷野近期出现的魔物狂暴化事件并且发现了一些线索：和一个叫E大人的有关联。听我的劝告吧，不要轻易前往飞龙巢穴。\r\n在吉芬旷野的中段山路上和我见面，到了之后吹响这只口哨作为联络暗号，我会在那里等你。"
6001,1,7月9日 艾力克告诉我他和巴勃罗合伙诈骗到普隆德拉宫廷的治安拨款以后巴勃罗就没有价值了，现在他需要通过我除掉巴勃罗引诱一个冒险者来吉芬旷野好进入他的圈套。嗯，不错的交易，他会帮我获得林场所有权的，而且贝拉和我也终于能光明正大的在一起了。
6002,4,"\r\n我准备好开始解开第二部分的封印了,来贤者之间找我。\r\n                                     巴雷蒙德\r\n"
6003,4,"\r\n\r\n图片显示巴雷蒙德的圣痕迹样，等待美术资源对接\r\n"
6004,1,"\r\n梦洛克城内出现了一些新的离奇事件，我们刺客公会分析以后觉得可能与巴雷蒙德的魔化事件有关联，来刺客公会找我商量下对策吧 霖\r\n"
6005,4,梦罗克城中近来盐化事件减少，儿童失踪事件增多，有目击者看到黑衣人出没。结合黑衣人、古娜与巴雷蒙德的魔化之间的联系，我们可以以此为线索展开调查
6006,1,白衣女子的图片UI，等待美术资源对接
6007,4,"    我发现的一份手稿提到了关于解除圣痕诅咒的内容，不过可能需要花上一番功夫，你如果有空的话尽快来贤者之间和我碰头吧\r\n                                              宝妮"
6008,1,死海古卷：灾厄的前兆，因为太邪恶被所罗门王封印，只有恶魔才能开启封印
6009,4,黑白修士的图像，等待美术资源对接
6010,4,"To 白衣修士：\r\n   可否在金字塔3F一见？有事情需要和你商议。"
6011,4,"    冒险者，贤者之间来了一帮不速之客。说要找巴雷蒙德，身份很奇怪，你还是来看看吧。\r\n                                            --宝妮"
6012,4,"    兹授权学者福金专许调研卢恩王国施密特王失踪疑案一事，王国境内诸机构宜当配合福金考察团之研究，不得已私由阻碍学者考察工作之推进。\r\n                                  普隆德拉.宫廷议会"
6013,4,    由佩雷斯彼女，所罗门之……（后面的字迹模糊不清）
6014,4,"    由佩雷斯遗迹研究第六天…（省略）…结果意外又发现了很像人类的女性！\r\n    简直与人类一模一样.. 散发出隐隐魔力的这生物是.. 甚至怀疑她是不是神呢?\r\n    不过她并没有灵魂…! 就像埋藏在这里的许多石巨人一样，只剩空壳而已。”"
6015,4,    由佩雷斯彼女的照片，等待美术资源对接
6016,4,    露希尔，7名印记刺客之一，所罗门之钥拥有者，于AW462年加入
6017,4,"    尊敬的领主大人，此人协助我调查最近城中乱像，需要求见您一面，望批准\r\n                                         ---发兑斯"
6018,4,"    冒险者，梦罗克城主终于返回城里了。他请求我们来城堡一趟，我觉得他应该有什么事情在瞒着我们。这次我叫上了宝妮，你也一起来吧！我们需要强有力的帮手。\r\n                                             --霖"
6019,4,    ……召唤魔王不仅需要6场献祭纯洁血液的仪式，还需要一个强大神器，以及一具强大身躯的献祭，最后，则是一把沾染着混合了皇室的血裔和龙血的匕首……
6020,4,"To 基德：\r\n    我们得知了白女巫一行抓走领主女儿的目的是为了复活梦罗克，他们需要龙血，而吉芬旷野则是离这儿最近的有龙血的地方，带一些刺客去那边埋伏吧，我们在那边见！"
6021,4,"目标：暗杀瑞安摩尔\r\n目标信息：瑞安摩尔，学者。专门研究梦罗克历史和所罗门之钥，是我们伟大计划中的绊脚石。 \r\n                                  ——发布人白女巫"
6022,4,"    冒险者，瑞安.摩尔的位置我们已经确定了，来沙漠之桥和我会和吧。\r\n                                          ——基德"
6023,4,……所罗门大法师利用冥界的黑暗力量制造出所罗门之钥，若想要毁掉它，也得用同样的冥界之力。而这世界上，只有吉芬地下的那座散发着黑暗能量的神秘教堂处才存在这种力量……
6024,4,"等待美术资源对接\r\n解剖报告：露克希\r\n内容：解剖失败，生理机构异常\r\n旁边有一副打开棺材的图片，是空的"
6025,4,"图片，等待资源对接：\r\n巴雷蒙德被封印着，身上布满了圣痕，非常痛苦的神情"
6026,4,我们在贤者之间碰面，但不要叫刺客公会的人前来
6027,4,"等待美术资源对接：\r\n露克希和她奶奶两个人的合照"
