Id,Level,Name,Skill_Text,SkillID,SkillEffectNum,SkillScriptPrefix,SkillScriptPostfix,DamageScript,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,ConfirmScript,CostScript,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,,,,,,
30001704,4,光耀之堂召唤兽,服事,300017,1,Player_Acolyte/Player_Acolyte_GuangYaoZhiTang_effect,,Holycure,7|7,102501=10000|102501=10000,4000|4000,0|0,0,0,0,0,0,4000|4000,0|0,0,0,0,0,0,0,0,100,,,,,,0,0,0,,0,,,,,,0.75,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_effect|0|0|0,,,,,,,
30001705,5,光耀之堂召唤兽,服事,300017,1,Player_Acolyte/Player_Acolyte_GuangYaoZhiTang_effect,,Holycure,8|8,102501=10000|102501=10000,5000|5000,0|0,0,0,0,0,0,5000|5000,0|0,0,0,0,0,0,0,0,100,,,,,,0,0,0,,0,,,,,,0.75,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_effect|0|0|0,,,,,,,
30001706,6,光耀之堂召唤兽,服事,300017,1,Player_Acolyte/Player_Acolyte_GuangYaoZhiTang_effect,,Holycure,9|9,102501=10000|102501=10000,6000|6000,0|0,0,0,0,0,0,6000|6000,0|0,0,0,0,0,0,0,0,100,,,,,,0,0,0,,0,,,,,,0.75,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_effect|0|0|0,,,,,,,
30001707,7,光耀之堂召唤兽,服事,300017,1,Player_Acolyte/Player_Acolyte_GuangYaoZhiTang_effect,,Holycure,10|10,102501=10000|102501=10000,7000|7000,0|0,0,0,0,0,0,7000|7000,0|0,0,0,0,0,0,0,0,100,,,,,,0,0,0,,0,,,,,,0.75,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_effect|0|0|0,,,,,,,
30001708,8,光耀之堂召唤兽,服事,300017,1,Player_Acolyte/Player_Acolyte_GuangYaoZhiTang_effect,,Holycure,11|11,102501=10000|102501=10000,8000|8000,0|0,0,0,0,0,0,8000|8000,0|0,0,0,0,0,0,0,0,100,,,,,,0,0,0,,0,,,,,,0.75,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_effect|0|0|0,,,,,,,
30001709,9,光耀之堂召唤兽,服事,300017,1,Player_Acolyte/Player_Acolyte_GuangYaoZhiTang_effect,,Holycure,12|12,102501=10000|102501=10000,9000|9000,0|0,0,0,0,0,0,9000|9000,0|0,0,0,0,0,0,0,0,100,,,,,,0,0,0,,0,,,,,,0.75,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_effect|0|0|0,,,,,,,
30001710,10,光耀之堂召唤兽,服事,300017,1,Player_Acolyte/Player_Acolyte_GuangYaoZhiTang_effect,,Holycure,13|13,102501=10000|102501=10000,10000|10000,0|0,0,0,0,0,0,10000|10000,0|0,0,0,0,0,0,0,0,100,,,,,,0,0,0,,0,,,,,,0.75,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_effect|0|0|0,,,,,,,
30001801,1,审判,新手副本（服事1）,300018,1,Player_Acolyte_ShenPan_01,,MagicSkillCalc,999,,80000,0,0,0.5,0.5,1,1,80000,0,0,0.5,0.5,1,1,0,7,1,,,,,,0,0,0,,0,,,,300,,,,,,Player_Acolyte|Player_Acolyte_ShenPan_01|0|0|0,,,,,,,
30001901,1,十字驱魔,新手副本（服事1）,300019,1,Player_Acolyte_ShiZiQuMo_01,,DamageNil,1,,0,,0,3.5,15,1,1,0,,0,3.5,15,1,1,0,7,1,,,,,,0,1,4,,0,,,,500|14,,,,,,Player_Acolyte|Player_Acolyte_ShiZiQuMo_01|0|0|0,,,,,,,
30002001,1,十字驱魔召唤兽,新手副本（服事1）,300020,1,Player_Acolyte/Player_Acolyte_ShiZiQuMo_effect,,MagicSkillCalc,999,,10000,,0,0,0,0,0,10000,,0,0,0,0,0,0,1,1,,,,,,0,0,0,,0,,,,,,,,,,Player_Acolyte|Player_Acolyte_ShiZiQuMo_effect|0|0|0,,,,,,,
30002101,1,群体霸邪,新手副本（服事1）,300021,1,Player_Acolyte_QunTiBaXie,,DamageNil,999,100610=10000,0,,0,0,20,1,1,0,,0,0,20,1,1,0,7,1,,,,,,0,0,0,,0,,,,14|10,,,,,,Player_Acolyte|Player_Acolyte_QunTiBaXie|0|0|0,,,,,,,
30002201,1,治愈术,新手副本（服事1）,300022,1,Player_Acolyte_ZhiYuShu,,CureFushi,1,,300000,0,0,0,1,1,1,300000,0,0,0,1,1,1,0,7,1,,,,,,0,0,0,,0,,,,,,,,,,Player_Acolyte|Player_Acolyte_ZhiYuShu|0|0|0,,,,,,,
30002301,1,光耀之堂,新手副本（服事1）,300023,1,Player_Acolyte_GuangYaoZhiTang_XSFB,,DamageNil,1,,10000,,0,2,5,1,1,10000,,0,2,10,1,1,0,7,1,,,,,,0,1,3,,0,,,,40|40|13|12,,,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_XSFB|0|0|0,,,,,,,
30002401,1,天使之赐福,新手副本（服事10）,300024,1,Player_Acolyte_TianShiZhiCiFu,,DamageNil,999|999,100110=10000|101801=10000|101901=10000,0|0,0|0,0,0,1,1,1,0|0,0|0,0,0,1,1,1,0,7,100,,,,,,0,0,0,,0,,,,10|10|10|240,,,,,,Player_Acolyte|Player_Acolyte_TianShiZhiCiFu|0|0|0,,,,,,,
30002601,1,光耀之堂召唤兽,新手副本（服事10）,300026,1,Player_Acolyte/Player_Acolyte_GuangYaoZhiTang_effect,,Holycure,999|999,,25000|25000,,0,0,0,0,0,25000|25000,,0,0,0,0,0,0,1,100,,,,,,0,0,0,,0,,,,,,,,,,Player_Acolyte|Player_Acolyte_GuangYaoZhiTang_effect|0|0|0,,,,,,,
30002701,1,装死起身,法师,300027,1,Player_Acolyte_ZhuangSiQiShen,,DamageNil,1,900201=10000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,0,0,0,,0,,,,,,,,,,Player_Acolyte|Player_Acolyte_ZhuangSiQiShen|0|0|0,,,,,,,
30002801,1,卡普拉的祝福,卡普拉加移速,300028,1,Npc_Kapula/Npc_Kapula_KaPuLaDeZhuFu,,DamageNil,999,926401=10000,0,0,0,0,1.5,0,0,0,0,0,0,1.5,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Npc_Kapula|Npc_Kapula_KaPuLaDeZhuFu|0|0|0,,,,,,,
31010101,1,普通攻击,牧师,310101,1,Player_Priest_GongJi,0=1|8=1|9=1|10=1,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Player_Priest|Player_Priest_GongJi|0|0|0,,,,,,,
31010201,1,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105001=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,30,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010202,2,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105002=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,45,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010203,3,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105003=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,60,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010204,4,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105004=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,75,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010205,5,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105005=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,90,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010206,6,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105006=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,105,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010207,7,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105007=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,120,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010208,8,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105008=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,135,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010209,9,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105009=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,150,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010210,10,圣母之颂歌,牧师,310102,1,Player_Priest_ShengMuZhiSongGe,,DamageNil,999,105010=10000,0,0,3.2,0.8,0,1,1,0,0,3.2,0.8,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,165,,,,,,Player_Priest|Player_Priest_ShengMuZhiSongGe|0|0|0,,,,,,,
31010301,1,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105101=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=13,,0,0,0,,0,,,,5,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010302,2,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105102=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=16,,0,0,0,,0,,,,10,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010303,3,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105103=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=19,,0,0,0,,0,,,,15,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010304,4,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105104=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=22,,0,0,0,,0,,,,20,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010305,5,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105105=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=25,,0,0,0,,0,,,,25,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010306,6,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105106=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=28,,0,0,0,,0,,,,30,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010307,7,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105107=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=31,,0,0,0,,0,,,,35,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010308,8,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105108=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=34,,0,0,0,,0,,,,40,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010309,9,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999,105109=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=37,,0,0,0,,0,,,,45,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010310,10,神威祈福,牧师,310103,1,Player_Priest_ShenWeiQiFu,,DamageNil,999|1,105110=10000|107701=10000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,100,,,,7=40,,0,0,0,,0,,,,50,,,,,,Player_Priest|Player_Priest_ShenWeiQiFu|0|0|0,,,,,,,
31010401,1,幸运之颂歌,牧师,310104,1,Player_Priest_XingYunZhiSongGe,,DamageNil,999,105201=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,7,100,,,,7=30,,0,0,0,,0,,,,30,,,,,,Player_Priest|Player_Priest_XingYunZhiSongGe|0|0|0,,,,,,,
31010402,2,幸运之颂歌,牧师,310104,1,Player_Priest_XingYunZhiSongGe,,DamageNil,999,105202=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,7,100,,,,7=30,,0,0,0,,0,,,,36,,,,,,Player_Priest|Player_Priest_XingYunZhiSongGe|0|0|0,,,,,,,
31010403,3,幸运之颂歌,牧师,310104,1,Player_Priest_XingYunZhiSongGe,,DamageNil,999,105203=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,7,100,,,,7=30,,0,0,0,,0,,,,42,,,,,,Player_Priest|Player_Priest_XingYunZhiSongGe|0|0|0,,,,,,,
31010404,4,幸运之颂歌,牧师,310104,1,Player_Priest_XingYunZhiSongGe,,DamageNil,999,105204=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,7,100,,,,7=30,,0,0,0,,0,,,,48,,,,,,Player_Priest|Player_Priest_XingYunZhiSongGe|0|0|0,,,,,,,
31010405,5,幸运之颂歌,牧师,310104,1,Player_Priest_XingYunZhiSongGe,,DamageNil,999,105205=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,7,100,,,,7=30,,0,0,0,,0,,,,60,,,,,,Player_Priest|Player_Priest_XingYunZhiSongGe|0|0|0,,,,,,,
31010601,1,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=10,,0,0,0,,1,ZhuanShengShuJudge,,,2,,,,,,Player_Priest|Player_Priest_ZhuanShengShu|0|0|0,,,,,,,
31010602,2,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=12,,0,0,0,,1,ZhuanShengShuJudge,,,4,,,,,,Player_Priest|Player_Priest_ZhuanShengShu|0|0|0,,,,,,,
31010603,3,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=14,,0,0,0,,1,ZhuanShengShuJudge,,,6,,,,,,Player_Priest|Player_Priest_ZhuanShengShu|0|0|0,,,,,,,
31010604,4,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=16,,0,0,0,,1,ZhuanShengShuJudge,,,8,,,,,,Player_Priest|Player_Priest_ZhuanShengShu|0|0|0,,,,,,,
31010605,5,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu_high,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=18,,0,0,0,,1,ZhuanShengShuJudge,,,10,,,,,,Player_Priest|Player_Priest_ZhuanShengShu_high|0|0|0,,,,,,,
31010606,6,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu_high,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=20,,0,0,0,,1,ZhuanShengShuJudge,,,12,,,,,,Player_Priest|Player_Priest_ZhuanShengShu_high|0|0|0,,,,,,,
31010607,7,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu_high,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=22,,0,0,0,,1,ZhuanShengShuJudge,,,14,,,,,,Player_Priest|Player_Priest_ZhuanShengShu_high|0|0|0,,,,,,,
31010608,8,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu_high,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=24,,0,0,0,,1,ZhuanShengShuJudge,,,16,,,,,,Player_Priest|Player_Priest_ZhuanShengShu_high|0|0|0,,,,,,,
31010609,9,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu_high,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=26,,0,0,0,,1,ZhuanShengShuJudge,,,18,,,,,,Player_Priest|Player_Priest_ZhuanShengShu_high|0|0|0,,,,,,,
31010610,10,转生术,牧师,310106,1,Player_Priest_ZhuanShengShu_high,,ZhuanShengShu,1,,5000,0,0.8,0.2,0,1,2,5000,0,0.8,0.2,0,1,2,0,7,100,,,,7=28,,0,0,0,,1,ZhuanShengShuJudge,,,20,,,,,,Player_Priest|Player_Priest_ZhuanShengShu_high|0|0|0,,,,,,,
31010701,1,痊愈术,牧师,310107,1,Player_Priest_QuanYuShu,,DamageNil,1,106201=10000,0,0,0,0,7,1,1,0,0,0,0,7,1,1,0,7,100,,,,7=10,,0,0,0,,0,,,,,,,,,,Player_Priest|Player_Priest_QuanYuShu|0|0|0,,,,,,,
31010702,2,痊愈术,牧师,310107,2,Player_Priest_QuanYuShu,,DamageNil,1,106202=10000,0,0,0,0,7,1,1,0,0,0,0,7,1,1,0,7,100,,,,7=15,,0,0,0,,0,,,,,,,,,,Player_Priest|Player_Priest_QuanYuShu|0|0|0,,,,,,,
31010703,3,痊愈术,牧师,310107,3,Player_Priest_QuanYuShu,,DamageNil,1,106203=10000,0,0,0,0,7,1,1,0,0,0,0,7,1,1,0,7,100,,,,7=20,,0,0,0,,0,,,,,,,,,,Player_Priest|Player_Priest_QuanYuShu|0|0|0,,,,,,,
31010801,1,撒水祈福,牧师,310108,1,Player_Priest_SaShuiQiFu,,DamageNil,1|1,105801=10000|6505401=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,7,100,,,,7=10,,0,0,0,,1,ItemCostCondition|ItemID1=2020004|Num1=1,CostItemSkill|ItemID1=2020004|Num1=1,圣水*1,60,,,,,,Player_Priest|Player_Priest_SaShuiQiFu|0|0|0,,,,,,,
31010802,2,撒水祈福,牧师,310108,1,Player_Priest_SaShuiQiFu,,DamageNil,1|1,105802=10000|6505401=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,7,100,,,,7=20,,0,0,0,,1,ItemCostCondition|ItemID1=2020004|Num1=1,CostItemSkill|ItemID1=2020004|Num1=1,圣水*1,300,,,,,,Player_Priest|Player_Priest_SaShuiQiFu|0|0|0,,,,,,,
31010803,3,撒水祈福,牧师,310108,1,Player_Priest_SaShuiQiFu,,DamageNil,1|1,105803=10000|6505401=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,7,100,,,,7=16,,0,0,0,,1,ItemCostCondition|ItemID1=2020004|Num1=1,CostItemSkill|ItemID1=2020004|Num1=1,圣水*1,120,,,,,,Player_Priest|Player_Priest_SaShuiQiFu|0|0|0,,,,,,,
31010804,4,撒水祈福,牧师,310108,1,Player_Priest_SaShuiQiFu,,DamageNil,1|1,105804=10000|6505401=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,7,100,,,,7=18,,0,0,0,,1,ItemCostCondition|ItemID1=2020004|Num1=1,CostItemSkill|ItemID1=2020004|Num1=1,圣水*1,150,,,,,,Player_Priest|Player_Priest_SaShuiQiFu|0|0|0,,,,,,,
31010805,5,撒水祈福,牧师,310108,1,Player_Priest_SaShuiQiFu,,DamageNil,1|1,105805=10000|6505401=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,7,100,,,,7=20,,0,0,0,,1,ItemCostCondition|ItemID1=2020004|Num1=1,CostItemSkill|ItemID1=2020004|Num1=1,圣水*1,180,,,,,,Player_Priest|Player_Priest_SaShuiQiFu|0|0|0,,,,,,,
31010901,1,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_01,,DamageNil,1,,10000,0,1,2.5,5,1,2,10000,,1,2.5,5,1,2,0,7,1,,,,7=80,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,67|5,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_01|0|0|0,,,,,,,
31010902,2,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_02,,DamageNil,1,,10000,,2,2.5,5,1,2,10000,,2,2.5,5,1,2,0,7,1,,,,7=85,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,167|6,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_02|0|0|0,,,,,,,
31010903,3,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_03,,DamageNil,1,,10000,,3,2.5,5,1,2,10000,,3,2.5,5,1,2,0,7,1,,,,7=90,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,200|7,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_03|0|0|0,,,,,,,
31010904,4,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_04,,DamageNil,1,,10000,,4,2.5,5,1,2,10000,,4,2.5,5,1,2,0,7,1,,,,7=95,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,311|8,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_04|0|0|0,,,,,,,
31010905,5,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_05,,DamageNil,1,,10000,,5,2.5,5,1,2,10000,,5,2.5,5,1,2,0,7,1,,,,7=100,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,444|9,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_05|0|0|0,,,,,,,
31010906,6,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_06,,DamageNil,1,,10000,,6,2.5,5,1,2,10000,,6,2.5,5,1,2,0,7,1,,,,7=105,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,450|10,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_06|0|0|0,,,,,,,
31010907,7,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_07,,DamageNil,1,,10000,,7,2.5,5,1,2,10000,,7,2.5,5,1,2,0,7,1,,,,7=110,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,583|11,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_07|0|0|0,,,,,,,
31010908,8,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_08,,DamageNil,1,,10000,,8,2.5,5,1,2,10000,,8,2.5,5,1,2,0,7,1,,,,7=115,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,733|12,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_08|0|0|0,,,,,,,
31010909,9,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_09,,DamageNil,1,,10000,,9,2.5,5,1,2,10000,,9,2.5,5,1,2,0,7,1,,,,7=120,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,750|13,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_09|0|0|0,,,,,,,
31010910,10,十字驱魔,牧师,310109,1,Player_Priest_ShiZiQuMo_10,,DamageNil,1,,10000,,10,2.5,5,1,2,10000,,10,2.5,5,1,2,0,7,1,,,,7=125,,0,1,4,,1,ItemCostCondition|ItemID1=2020002|Num1=1,CostItemSkill|ItemID1=2020002|Num1=1,蓝色魔力矿石*1,867|14,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_10|0|0|0,,,,,,,
31011001,1,十字驱魔召唤兽,牧师,310110,1,Player_Priest/Player_Priest_ShiZiQuMo_effect_01,,ShiZiQuMo,10|10|10,,6667|6667|6667,0|0|0,0,0,1,0,0,6667|6667|6667,0|0|0,0,0,1,0,0,0,1,1,,,,,,0,0,0,,0,,,,,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_effect_01|0|0|0,,,,,,,
31011002,2,十字驱魔召唤兽,牧师,310110,1,Player_Priest/Player_Priest_ShiZiQuMo_effect_02,,ShiZiQuMo,10|10|10,,16667|16667|16667,0|0|0,0,0,1,0,0,16667|16667|16667,0|0|0,0,0,1,0,0,0,1,1,,,,,,0,0,0,,0,,,,,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_effect_02|0|0|0,,,,,,,
31011003,3,十字驱魔召唤兽,牧师,310110,1,Player_Priest/Player_Priest_ShiZiQuMo_effect_03,,ShiZiQuMo,10|10|10|10,,20000|20000|20000|20000,0|0|0|0,0,0,1,0,0,20000|20000|20000|20000,0|0|0|0,0,0,1,0,0,0,1,1,,,,,,0,0,0,,0,,,,,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_effect_03|0|0|0,,,,,,,
31011004,4,十字驱魔召唤兽,牧师,310110,1,Player_Priest/Player_Priest_ShiZiQuMo_effect_04,,ShiZiQuMo,10|10|10|10,,31111|31111|31111|31111,0|0|0|0,0,0,1,0,0,31111|31111|31111|31111,0|0|0|0,0,0,1,0,0,0,1,1,,,,,,0,0,0,,0,,,,,,,,,,Player_Priest|Player_Priest_ShiZiQuMo_effect_04|0|0|0,,,,,,,
