Id,Name,IsIP,InGameName,Description,BuffId,Level,IsDebuff,Type,ReplaceRule,AddCondition,BuffEffect,EffectGroup,DestroyTiming,DestroyLua,BeHitLua,Fx,FxWarningTime,ScaleFac,FxPoint,FxPointHightPercent,BeginFx,BeginFxPoint,BeginFxPointHightPercent,DestroyFx,DestroyFxPoint,DestroyFxPointHightPercent,BeginAudio,Audio,DestroyAudio,IsDeathClear,IsOffLineClear,IsChangeMapClear,TimePass,ConfigData,TipsForEquip,IsVisible,TransfigureDeleteType,IconAtlas,Icon,ReplaceBuffId,CouldCancel,IsChangeByNumber,MobCanInherit,IsRelateBuff,RelateBuffId,BuffPriority,IsRemovableGain,LocalizationArea
455002,傀儡师的把戏减属性,,傀儡师的把戏,"降低自己属性,提升其他队友属性",4550,2,1,,2=0,,,4117302,1=90,,,,,,,,,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_KuiLeiShiDeBaXi.png,,,,,,,,,
455003,傀儡师的把戏减属性,,傀儡师的把戏,"降低自己属性,提升其他队友属性",4550,3,1,,2=0,,,4117303,1=120,,,,,,,,,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_KuiLeiShiDeBaXi.png,,,,,,,,,
455004,傀儡师的把戏减属性,,傀儡师的把戏,"降低自己属性,提升其他队友属性",4550,4,1,,2=0,,,4117304,1=150,,,,,,,,,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_KuiLeiShiDeBaXi.png,,,,,,,,,
455005,傀儡师的把戏减属性,,傀儡师的把戏,"降低自己属性,提升其他队友属性",4550,5,1,,2=0,,,4117305,1=180,,,,,,,,,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_KuiLeiShiDeBaXi.png,,,,,,,,,
455101,操控乐器更换武器,,,,4551,1,0,,2=0,,,4117401,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
455201,操控乐器初学,,,,4552,1,0,,2=0,,,4117501,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
455301,练习舞蹈更换武器,,,,4553,1,0,,2=0,,,4117601,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
455401,练习舞蹈初学,,,,4554,1,0,,2=0,,,4117701,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
455501,洛奇的悲鸣自己上buff(一级）,,,,4555,1,0,150,6=0,,8,4117801|4107501|4117901|4107801|4124901|4125201|4108101|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,455601,,1,
455601,洛奇的悲鸣对面上buff(一级）,,,,4556,1,0,,6=0,,8,4107501|4117901|4107801|4124901|4125201|4108101|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,455501,,1,
455701,洛奇的悲鸣特效,,,,4557,1,0,,6=0,,,,1=20,,,72023,,,,0.1,,,,,,,,7009,,0,0,,,,,0,0,,,,,,,,,,,
455801,洛奇的悲鸣区域内不可释放技能,,,,4558,1,1,,1=0,,,4118201|4118301,1=1,ChenMo|Time=1|MinTime=1,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
455901,洛奇的悲鸣区域内不可使用道具,,,,4559,1,1,,1=0,,,4118301,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
456001,洛奇的悲鸣效果,,洛奇的悲鸣,无法使用技能和道具,4560,1,1,,1=0,,,4118101,1=20,,,,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_LuoQiDeBeiMing.png,,,,,,,,,
456301,永远的混沌自己上buff,,,,4563,1,0,150,6=0,,8,4118401|4107501|4118501|4107801|4124901|4125201|4108101|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,456401,,1,
456401,永远的混沌对面上buff,,,,4564,1,0,,6=0,,8,4107501|4118501|4107801|4124901|4125201|4108101|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,456301,,1,
456501,永远的混沌特效,,,,4565,1,0,,6=0,,,,1=20,,,72025,,,,0.1,,,,,,,,7010,,0,0,,,,,0,1,,,,,,,,,,,
456601,永远的混沌(1级）,,永远的混沌,降低防御数值,4566,1,1,,2=0,,,4118901,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_YongYuanDeHunDun.png,,,,,,,,,
456602,永远的混沌(2级）,,永远的混沌,降低防御数值,4566,1,1,,2=0,,,4119101,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_YongYuanDeHunDun.png,,,,,,,,,
456603,永远的混沌(3级）,,永远的混沌,降低防御数值,4566,1,1,,2=0,,,4119201,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_YongYuanDeHunDun.png,,,,,,,,,
456901,永远的混沌光环(1级）,,,,4569,1,0,,1=0,,,4118601,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
457001,永远的混沌光环(2级）,,,,4570,1,0,,1=0,,,4118701,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
457101,永远的混沌光环(3级）,,,,4571,1,0,,1=0,,,4118801,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
457201,永远的混沌自己上buff(二级）,,,,4572,1,0,150,6=0,,8,4119301|4107501|4118501|4107801|4124901|4125201|4108101|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,457301,,1,
457301,永远的混沌对面上buff(二级）,,,,4573,1,0,,6=0,,8,4107501|4118501|4107801|4124901|4125201|4108101|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,457201,,1,
457401,永远的混沌自己上buff(三级）,,,,4574,1,0,150,6=0,,8,4119401|4107501|4118501|4107801|4124901|4125201|4108101|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,457501,,1,
457501,永远的混沌对面上buff(三级）,,,,4575,1,0,,6=0,,8,4107501|4118501|4107801|4124901|4125201|4108101|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,457401,,1,
457801,不死神齐格弗里德自己上buff,,,,4578,1,0,150,6=0,,8,4119501|4107501|4119601|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,457901,,1,
457901,不死神齐格弗里德对面上buff,,,,4579,1,0,,6=0,,8,4107501|4119601|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,457801,,1,
458001,不死神齐格弗里德特效,,,,4580,1,0,,6=0,,,,1=20,,,72026,,,,0.1,,,,,,,,7012,,0,0,,,,,0,1,,,,,,,,,,,
458101,不死神齐格弗里德(1级）,,不死神齐格弗里德,提升异常状态抗性,4581,1,0,,2=0,,,4120101,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_BuSiShenQiGeFuLiDe.png,,,,,,,,,
458102,不死神齐格弗里德(2级）,,不死神齐格弗里德,提升异常状态抗性,4581,1,0,,2=0,,,4120201,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_BuSiShenQiGeFuLiDe.png,,,,,,,,,
458103,不死神齐格弗里德(3级）,,不死神齐格弗里德,提升异常状态抗性,4581,1,0,,2=0,,,4120301,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_BuSiShenQiGeFuLiDe.png,,,,,,,,,
458401,不死神齐格弗里德光环(1级）,,,,4584,1,0,,1=0,,,4119701,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
458501,不死神齐格弗里德光环(2级）,,,,4585,1,0,,1=0,,,4119801,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
458601,不死神齐格弗里德光环(3级）,,,,4586,1,0,,1=0,,,4119901,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
458701,不死神齐格弗里德自己上buff(二级）,,,,4587,1,0,150,6=0,,8,4120401|4107501|4119601|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,458801,,1,
458801,不死神齐格弗里德对面上buff(二级）,,,,4588,1,0,,6=0,,8,4107501|4119601|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,458701,,1,
458901,不死神齐格弗里德自己上buff(三级）,,,,4589,1,0,150,6=0,,8,4120501|4107501|4119601|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,459001,,1,
459001,不死神齐格弗里德对面上buff(三级）,,,,4590,1,0,,6=0,,8,4107501|4119601|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,458901,,1,
460101,吹口哨,,吹口哨,素质物理防御+50%,4601,1,0,152,4=0,,,4200101,1=240,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460102,吹口哨,,吹口哨,素质物理防御+55%,4601,2,0,152,4=0,,,4200201,1=280,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460103,吹口哨,,吹口哨,素质物理防御+60%,4601,3,0,152,4=0,,,4200301,1=320,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460104,吹口哨,,吹口哨,素质物理防御+65%,4601,4,0,152,4=0,,,4200401,1=360,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460105,吹口哨,,吹口哨,素质物理防御+70%,4601,5,0,152,4=0,,,4200501,1=400,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460106,吹口哨,,吹口哨,素质物理防御+75%,4601,6,0,152,4=0,,,4200601,1=440,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460107,吹口哨,,吹口哨,素质物理防御+80%,4601,7,0,152,4=0,,,4200701,1=480,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460108,吹口哨,,吹口哨,素质物理防御+85%,4601,8,0,152,4=0,,,4200801,1=520,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460109,吹口哨,,吹口哨,素质物理防御+90%,4601,9,0,152,4=0,,,4200901,1=560,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460110,吹口哨,,吹口哨,素质物理防御+95%,4601,10,0,152,4=0,,,4201001,1=600,,,,,,,,72008,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_ChuiKouShao.png,,1,,,,,,1,
460201,不和谐音,,不和谐音,持续对周围造成物理伤害,4602,1,1,,2=0,,,4201101,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460202,不和谐音,,不和谐音,持续对周围造成物理伤害,4602,2,1,,2=0,,,4201201,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460203,不和谐音,,不和谐音,持续对周围造成物理伤害,4602,3,1,,2=0,,,4201301,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460204,不和谐音,,不和谐音,持续对周围造成物理伤害,4602,4,1,,2=0,,,4201401,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460205,不和谐音,,不和谐音,持续对周围造成物理伤害,4602,5,1,,2=0,,,4201501,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460301,刺客的黄昏,,刺客的黄昏,提升攻击速度,4603,1,0,,2=0,,,4201601,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_CiKeDeHuangHun.png,,,,,,,,,
460302,刺客的黄昏,,刺客的黄昏,提升攻击速度,4603,2,0,,2=0,,,4201701,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_CiKeDeHuangHun.png,,,,,,,,,
460303,刺客的黄昏,,刺客的黄昏,提升攻击速度,4603,3,0,,2=0,,,4201801,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_CiKeDeHuangHun.png,,,,,,,,,
460304,刺客的黄昏,,刺客的黄昏,提升攻击速度,4603,4,0,,2=0,,,4201901,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_CiKeDeHuangHun.png,,,,,,,,,
460305,刺客的黄昏,,刺客的黄昏,提升攻击速度,4603,5,0,,2=0,,,4202001,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_CiKeDeHuangHun.png,,,,,,,,,
460401,布莱奇之诗,,布莱奇之诗,降低公共延迟,4604,1,0,,2=0,,,4202101,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_bulaiqizhishi.png,,,,,,,,,
460402,布莱奇之诗,,布莱奇之诗,降低公共延迟,4604,2,0,,2=0,,,4202201,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_bulaiqizhishi.png,,,,,,,,,
460403,布莱奇之诗,,布莱奇之诗,降低公共延迟,4604,3,0,,2=0,,,4202301,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_bulaiqizhishi.png,,,,,,,,,
460404,布莱奇之诗,,布莱奇之诗,降低公共延迟,4604,4,0,,2=0,,,4202401,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_bulaiqizhishi.png,,,,,,,,,
460405,布莱奇之诗,,布莱奇之诗,降低公共延迟,4604,5,0,,2=0,,,4202501,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_bulaiqizhishi.png,,,,,,,,,
460501,伊登的苹果,,,,4605,1,0,,2=0,,,4110001,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460502,伊登的苹果,,,,4605,2,0,,2=0,,,4110002,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460503,伊登的苹果,,,,4605,3,0,,2=0,,,4110003,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460504,伊登的苹果,,,,4605,4,0,,2=0,,,4110004,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460505,伊登的苹果,,,,4605,5,0,,2=0,,,4110005,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460506,伊登的苹果,,,,4605,6,0,,2=0,,,4110006,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460507,伊登的苹果,,,,4605,7,0,,2=0,,,4110007,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460508,伊登的苹果,,,,4605,8,0,,2=0,,,4110008,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460509,伊登的苹果,,,,4605,9,0,,2=0,,,4110009,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460510,伊登的苹果,,,,4605,10,0,,2=0,,,4110010,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
460601,勿忘我,,勿忘我,移动速度减少,4606,1,1,,2=0,,,4202601,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_WuWangWo.png,,,,,,,,,
460602,勿忘我,,勿忘我,移动速度减少,4606,2,1,,2=0,,,4202701,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_WuWangWo.png,,,,,,,,,
460603,勿忘我,,勿忘我,移动速度减少,4606,3,1,,2=0,,,4202801,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_WuWangWo.png,,,,,,,,,
460604,勿忘我,,勿忘我,移动速度减少,4606,4,1,,2=0,,,4202901,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_WuWangWo.png,,,,,,,,,
460605,勿忘我,,勿忘我,移动速度减少,4606,5,1,,2=0,,,4203001,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_WuWangWo.png,,,,,,,,,
460701,女神之吻,,女神之吻,提升暴击率，暴击伤害,4607,1,0,,2=0,,,4203101,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_nvshenzhiwen.png,,,,,,,,,
460702,女神之吻,,女神之吻,提升暴击率，暴击伤害,4607,2,0,,2=0,,,4203201,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_nvshenzhiwen.png,,,,,,,,,
460703,女神之吻,,女神之吻,提升暴击率，暴击伤害,4607,3,0,,2=0,,,4203301,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_nvshenzhiwen.png,,,,,,,,,
460704,女神之吻,,女神之吻,提升暴击率，暴击伤害,4607,4,0,,2=0,,,4203401,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_nvshenzhiwen.png,,,,,,,,,
460705,女神之吻,,女神之吻,提升暴击率，暴击伤害,4607,5,0,,2=0,,,4203501,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_nvshenzhiwen.png,,,,,,,,,
460801,哼唱之音,,哼唱之音,素质物理防御+50%,4608,1,0,152,4=0,,,4200101,1=240,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460802,哼唱之音,,哼唱之音,素质物理防御+55%,4608,2,0,152,4=0,,,4200201,1=280,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460803,哼唱之音,,哼唱之音,素质物理防御+60%,4608,3,0,152,4=0,,,4200301,1=320,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460804,哼唱之音,,哼唱之音,素质物理防御+65%,4608,4,0,152,4=0,,,4200401,1=360,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460805,哼唱之音,,哼唱之音,素质物理防御+70%,4608,5,0,152,4=0,,,4200501,1=400,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460806,哼唱之音,,哼唱之音,素质物理防御+75%,4608,6,0,152,4=0,,,4200601,1=440,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460807,哼唱之音,,哼唱之音,素质物理防御+80%,4608,7,0,152,4=0,,,4200701,1=480,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460808,哼唱之音,,哼唱之音,素质物理防御+85%,4608,8,0,152,4=0,,,4200801,1=520,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460809,哼唱之音,,哼唱之音,素质物理防御+90%,4608,9,0,152,4=0,,,4200901,1=560,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460810,哼唱之音,,哼唱之音,素质物理防御+95%,4608,10,0,152,4=0,,,4201001,1=600,,,,,,,,72033,,,,,,,,,1,0,0,,,,1,1,Buffbox,UI_Icon_Buff_BardandDancer_HenChangZhiYin.png,,1,,,,,,1,
460901,丑陋之舞,,丑陋之舞,持续对周围造成物理伤害,4609,1,1,,2=0,,,4201101,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460902,丑陋之舞,,丑陋之舞,持续对周围造成物理伤害,4609,2,1,,2=0,,,4201201,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460903,丑陋之舞,,丑陋之舞,持续对周围造成物理伤害,4609,3,1,,2=0,,,4201301,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460904,丑陋之舞,,丑陋之舞,持续对周围造成物理伤害,4609,4,1,,2=0,,,4201401,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
460905,丑陋之舞,,丑陋之舞,持续对周围造成物理伤害,4609,5,1,,2=0,,,4201501,,,,,,,,,,,,,,,,,,0,0,1,,,,1,1,Buffbox,UI_Icon_Buff_Acolyte_TianShiZhiZhangBi.png,,,,,,,,,
461001,为你服务,,,,4610,1,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461002,为你服务,,,,4610,2,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461003,为你服务,,,,4610,3,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461004,为你服务,,,,4610,4,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461005,为你服务,,,,4610,5,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461006,为你服务,,,,4610,6,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461007,为你服务,,,,4610,7,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461008,为你服务,,,,4610,8,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461009,为你服务,,,,4610,9,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
461010,为你服务,,,,4610,10,0,,2=0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
464001,尼贝龙根的戒指自己上buff,,,,4640,1,0,150,6=0,,8,4120801|4107501|4120901|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,464101,,1,
464101,尼贝龙根的戒指对面上buff,,,,4641,1,0,,6=0,,8,4107501|4120901|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,464001,,1,
464201,尼贝龙根的戒指特效,,,,4642,1,0,,6=0,,,,1=20,,,72024,,,,0.1,,,,,,,,7011,,0,0,,,,,0,1,,,,,,,,,,,
464301,尼贝龙根的戒指(1级）,,尼贝龙根的戒指,提升四元素的属性伤害,4643,1,0,,2=0,,,4121301,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_NiBeiLongGenDeJieZhi.png,,,,,,,,,
464302,尼贝龙根的戒指(2级）,,尼贝龙根的戒指,提升四元素的属性伤害,4643,1,0,,2=0,,,4121401,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_NiBeiLongGenDeJieZhi.png,,,,,,,,,
464303,尼贝龙根的戒指(3级）,,尼贝龙根的戒指,提升四元素的属性伤害,4643,1,0,,2=0,,,4121501,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_BardandDancer_NiBeiLongGenDeJieZhi.png,,,,,,,,,
464601,尼贝龙根的戒指光环(1级）,,,,4646,1,0,,1=0,,,4121001,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
464701,尼贝龙根的戒指光环(2级）,,,,4647,1,0,,1=0,,,4121101,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
464801,尼贝龙根的戒指光环(3级）,,,,4648,1,0,,1=0,,,4121201,1=20,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
464901,尼贝龙根的戒指自己上buff(二级）,,,,4649,1,0,150,6=0,,8,4121601|4107501|4120901|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,465001,,1,
465001,尼贝龙根的戒指对面上buff(二级）,,,,4650,1,0,,6=0,,8,4107501|4120901|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,464901,,1,
465101,尼贝龙根的戒指自己上buff(三级）,,,,4651,1,0,150,6=0,,8,4121701|4107501|4120901|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,465201,,1,
465201,尼贝龙根的戒指对面上buff(三级）,,,,4652,1,0,,6=0,,8,4107501|4120901|4107801|4124901|4125201|4108201|4108701|7060633,1=20,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,1,465101,,1,
