origion_id,replaced_id
1000136409,1000136409
1000136410,1000136410
1000136411,1000136411
1000136412,1000136412
1000136413,1000136413
1000136414,1000136414
1000136415,1000136415
1000136416,1000136416
1000136417,1000136417
1000136418,1000136418
1000136419,1000136419
1000136420,1000136420
1000136421,1000136421
1000136501,1000136501
1000136502,1000136502
1000136503,1000136503
1000136504,1000136504
1000136505,1000136505
1000136506,1000136506
1000136507,1000136507
1000136508,1000136508
1000136509,1000136509
1000136510,1000136510
1000136511,1000136511
1000136512,1000136512
1000136513,1000136513
1000136514,1000136514
1000136515,1000136515
1000136516,1000136516
1000136517,1000136517
1000136601,1000136601
1000136602,1000136602
1000136603,1000136603
1000136604,1000136604
1000136605,1000136605
1000136606,1000136606
1000136607,1000136607
1000136608,1000136608
1000136609,1000136609
1000136610,1000136610
1000136611,1000136611
1000136612,1000136612
1000136613,1000136613
1000136614,1000136614
1000136615,1000136615
1000150201,1000150201
1000150202,1000150202
1000150203,1000150203
1000150301,1000150301
1000150302,1000150302
1000150303,1000150303
1000150401,1000150401
1000150402,1000150402
1000150403,1000150403
1000150404,1000150404
1000150501,1000150501
1000150601,1000150601
1000150602,1000150602
1000150603,1000150603
1000150701,1000150701
1000150702,1000150702
1000150703,1000150703
1000150801,1000150801
1000150802,1000150802
1000150803,1000150803
1000150804,1000150804
1000150805,1000150805
1000150901,1000150901
1000150902,1000150902
1000150903,1000150903
1000151001,1000151001
1000151002,1000151002
1000151003,1000151003
1000151004,1000151004
1000151101,1000151101
1000151102,1000151102
1000151103,1000151103
1000151104,1000151104
1000151201,1000151201
1000151202,1000151202
1000151203,1000151203
1000151301,1000151301
1000151302,1000151302
1000151303,1000151303
1000151304,1000151304
1000151401,1000151401
1000151402,1000151402
1000151403,1000151403
1000151501,1000151501
1000151502,1000151502
1000151503,1000151503
1000151601,1000151601
1000151602,1000151602
1000151603,1000151603
1000151701,1000151701
1000151702,1000151702
1000151703,1000151703
1000151801,1000151801
1000151802,1000151802
1000151803,1000151803
1000151901,1000151901
1000151902,1000151902
1000151903,1000151903
1000152001,1000152001
1000152002,1000152002
1000152003,1000152003
1000152004,1000152004
1000152101,1000152101
1000152102,1000152102
1000152103,1000152103
1000152201,1000152201
1000152202,1000152202
1000152203,1000152203
1000152301,1000152301
1000152302,1000152302
1000152303,1000152303
1000152401,1000152401
1000152403,1000152403
1000152501,1000152501
1000152502,1000152502
1000152503,1000152503
1000152504,1000152504
1000152505,1000152505
1000152506,1000152506
1000152508,1000152508
1000152509,1000152509
1000152510,1000152510
1000152601,1000152601
1000152602,1000152602
1000152603,1000152603
1000152604,1000152604
1000152605,1000152605
1000152606,1000152606
1000152607,1000152607
1000152701,1000152701
1000152702,1000152702
1000152703,1000152703
1000152704,1000152704
1000152705,1000152705
1000152801,1000152801
1000152802,1000152802
1000152803,1000152803
1000152804,1000152804
1000152805,1000152805
1000152806,1000152806
1000153101,1000153101
1000153102,1000153102
1000153103,1000153103
1000153104,1000153104
1000154001,1000154001
1000154002,1000154002
1000154003,1000154003
1000154004,1000154004
1000154005,1000154005
1000154006,1000154006
1000154007,1000154007
1000154008,1000154008
1000154009,1000154009
1000154010,1000154010
1000154011,1000154011
1000154012,1000154012
1000154013,1000154013
1000154101,1000154101
1000154102,1000154102
1000154103,1000154103
1000154104,1000154104
1000154105,1000154105
1000154106,1000154106
1000154107,1000154107
1000154108,1000154108
1000154109,1000154109
1000154110,1000154110
1000154111,1000154111
1000154112,1000154112
1000154113,1000154113
1000154114,1000154114
1000154115,1000154115
1000154116,1000154116
1000154117,1000154117
1000154118,1000154118
1000154119,1000154119
1000154120,1000154120
1000154121,1000154121
1000154122,1000154122
1000154201,1000154201
1000154202,1000154202
1000154203,1000154203
1000154204,1000154204
1000154205,1000154205
1000154206,1000154206
1000154207,1000154207
1000154208,1000154208
1000154209,1000154209
1000154210,1000154210
1000154211,1000154211
1000154212,1000154212
1000154213,1000154213
1000154214,1000154214
1000154215,1000154215
1000154216,1000154216
1000154217,1000154217
1000154218,1000154218
1000154219,1000154219
1000154220,1000154220
1000154221,1000154221
1000154222,1000154222
1000154223,1000154223
1000154401,1000154401
1000154501,1000154501
1000154801,1000154801
1000154901,1000154901
1000160201,1000160201
1000160202,1000160202
1000160203,1000160203
1000160204,1000160204
1000160401,1000160401
1000160402,1000160402
1000160403,1000160403
1000160404,1000160404
1000160501,1000160501
1000160502,1000160502
1000160503,1000160503
1000160601,1000160601
1000160602,1000160602
1000160603,1000160603
1000160604,1000160604
1000160701,1000160701
1000160702,1000160702
1000160703,1000160703
1000160704,1000160704
1000160801,1000160801
1000160802,1000160802
1000160803,1000160803
1000165801,1000165801
1000163001,1000163001
1000163002,1000163002
1000163003,1000163003
1000163004,1000163004
1000163005,1000163005
1000163006,1000163006
1000163007,1000163007
1000163008,1000163008
1000163009,1000163009
1000163010,1000163010
1000163011,1000163011
1000163012,1000163012
1000163013,1000163013
1000163014,1000163014
1000163015,1000163015
1000163016,1000163016
1000165001,1000165001
1000165101,1000165101
1000165301,1000165301
1000165501,1000165501
1000161501,1000161501
1000161502,1000161502
1000161503,1000161503
1000161504,1000161504
1000161505,1000161505
1000161506,1000161506
1000161507,1000161507
1000161508,1000161508
1000161509,1000161509
1000166101,1000166101
1000166201,1000166201
1000161601,1000161601
1000161602,1000161602
1000161603,1000161603
1000161604,1000161604
1000161605,1000161605
1000161606,1000161606
1000161607,1000161607
1000161608,1000161608
1000161609,1000161609
1000165901,1000165901
1000160301,1000160301
1000160302,1000160302
1000160303,1000160303
1000161301,1000161301
1000161302,1000161302
1000161303,1000161303
1000161304,1000161304
1000161305,1000161305
1000160901,1000160901
1000160902,1000160902
1000160903,1000160903
1000161001,1000161001
1000161002,1000161002
1000161003,1000161003
1000161101,1000161101
1000161102,1000161102
1000161103,1000161103
1000161201,1000161201
1000161202,1000161202
1000161203,1000161203
1000163101,1000163101
1000163102,1000163102
1000163103,1000163103
1000163104,1000163104
1000163105,1000163105
1000163106,1000163106
1000163107,1000163107
1000163108,1000163108
1000163109,1000163109
1000163110,1000163110
1000163111,1000163111
1000163112,1000163112
1000163113,1000163113
1000163114,1000163114
1000163115,1000163115
1000163116,1000163116
1000163117,1000163117
1000163118,1000163118
1000163119,1000163119
1000163120,1000163120
1000161401,1000161401
1000161402,1000161402
1000161403,1000161403
1000161404,1000161404
1000161405,1000161405
1000161406,1000161406
1000161407,1000161407
1000161408,1000161408
1000180201,1000180201
1000180202,1000180202
1000180203,1000180203
1000182101,1000182101
1000180301,1000180301
1000180302,1000180302
1000180303,1000180303
1000180401,1000180401
1000180402,1000180402
1000180403,1000180403
1000180504,1000180504
1000180501,1000180501
1000180502,1000180502
1000180503,1000180503
1000180601,1000180601
1000180602,1000180602
1000182001,1000182001
1000180603,1000180603
1000180701,1000122202
1000180702,1000180702
1000180703,1000180703
1000180801,1000180801
1000180802,1000180802
1000180803,1000180803
1000180804,1000180804
1000180901,1000180901
1000180902,1000180902
1000180903,1000180903
1000181001,1000181001
1000181002,1000181002
1000181003,1000181003
1000181101,1000181101
1000181102,1000181102
1000181103,1000181103
1000181201,1000181201
1000181202,1000181202
1000181203,1000181203
1000181204,1000181204
1000181205,1000181205
1000181206,1000181206
1000181207,1000181207
1000181208,1000181208
1000181209,1000181209
1000181301,1000181301
1000181302,1000181302
1000181303,1000181303
1000181304,1000181304
1000181305,1000181305
1000181306,1000181306
1000181307,1000181307
1000181308,1000181308
1000181601,1000181601
1000181602,1000181602
1000181603,1000181603
1000181604,1000181604
1000181605,1000181605
1000181606,1000181606
1000181607,1000181607
1000181608,1000181608
1000181609,1000181609
1000181610,1000181610
1000181611,1000181611
1000181612,1000181612
1000181613,1000181613
1000181614,1000181614
1000181615,1000181615
1000181616,1000181616
1000181617,1000181617
1000181618,1000181618
1000181619,1000181619
1000181620,1000181620
1000181801,1000181801
1000181701,1000181701
1000181702,1000181702
1000181703,1000181703
1000181704,1000181704
1000181705,1000181705
1000181706,1000181706
1000181707,1000181707
1000181708,1000181708
1000181709,1000181709
1000181710,1000181710
1000181711,1000181711
1000181712,1000181712
1000181713,1000181713
1000181714,1000181714
1000181715,1000181715
1000181716,1000181716
1000181717,1000181717
1000181718,1000181718
1000181719,1000181719
1000181720,1000181720
1000181721,1000181721
1000300101,1000300101
1000300102,1000300102
1000300103,1000300103
1000300104,1000300104
1000300105,1000300105
1000300106,1000300106
1000300107,1000300107
1000300108,1000300108
1000300109,1000300109
1000300110,1000300110
1000300111,1000300111
1000500101,1000500101
1000500102,1000102601
1000500202,1000500202
1000500203,1000500203
1000500204,1000500204
1000500205,1000102601
1000500206,1000500206
1000500301,1000500301
1000500401,1000500401
1000500402,1000500402
1000500403,1000500403
1000500501,1000500501
1000500502,1000500502
1000500601,1000500601
1000500602,1000500602
1000500603,1000500603
1000500604,1000500604
1000500605,1000500605
1000500606,1000500606
1000500607,1000500607
1000500608,1000500608
1000500609,1000500609
1000500610,1000500610
1000500611,1000500611
1000500612,1000500612
1000500613,1000500613
1000500614,1000500614
1000500615,1000500615
1000500801,1000500801
1000500802,1000500802
1000500803,1000500803
1000500804,1000500803
1000509601,1000509601
1000501001,1000501001
1000501002,1000501002
1000501003,1000501003
1000501004,1000501004
1000501005,1000501005
1000501006,1000501006
1000501007,1000501007
1000501008,1000501008
1000501009,1000501009
1000501101,1000501101
1000501102,1000501102
1000501103,1000501103
1000501104,1000501104
1000501105,1000501105
1000501106,1000501106
1000501107,1000501107
1000501108,1000501108
1000501109,1000501109
1000501110,1000501110
1000501111,1000501111
1000501201,1000501201
1000501202,1000501202
1000501203,1000501203
1000501204,1000501204
1000501205,1000501205
1000501206,1000501206
1000501207,1000501207
1000501208,1000501208
1000501209,1000501209
1000501210,1000501210
1000501211,1000501211
1000501212,1000501212
1000501213,1000501213
1000501214,1000501214
1000503101,1000503101
1000503201,1000503201
1000503401,1000503401
1000504301,1000504301
1000505201,1000505201
1000505401,1000505401
1000505501,1000505501
1000507401,1000507401
1000507402,1000507402
1000507403,1000507403
1000507404,1000507404
1000507405,1000507405
1000507601,1000507601
1000507602,1000507602
1000509101,1000509101
1000509102,1000509102
1000509201,1000509201
1000509202,1000509202
1000509301,1000509301
1000509302,1000509302
1000509401,1000509401
1000509402,1000509402
1000509403,1000509403
1000506101,1000506101
1000506102,1000506102
1000506103,1000506103
1000506104,1000506104
1000506105,1000506105
1000506106,1000506106
1000506107,1000506107
1000506108,1000506108
1000506109,1000506109
1000506110,1000506110
1000506111,1000506111
1000506112,1000506112
1000506113,1000506113
1000506114,1000506114
1000516601,1000516601
1000516602,1000516602
1000516603,1000516603
1000516604,1000516604
1000516605,1000516605
1000516701,1000516701
1000516702,1000516702
1000516703,1000516703
1000518602,1000518602
1000518801,1000518801
1000518901,1000518901
1000519001,1000519001
1000520101,1000520101
1000520102,1000520102
1000520103,1000520103
1000520104,1000520104
1000520105,1000520105
1000520106,1000520106
1000520107,1000520107
1000520108,1000520108
1000520110,1000520110
1000520112,1000520112
1000520113,1000520113
1000520114,1000520114
1000520115,1000520115
1000520116,1000520116
1000520117,1000520117
1000520118,1000520118
1000520119,1000520119
1000520120,1000520120
1000520121,1000520121
1000520123,1000520123
1000520124,1000520124
1000520125,1000520125
1000520126,1000520126
1000520127,1000520127
1000520601,1000520601
1000520602,1000520602
1000520603,1000520603
1000520701,1000520701
1000520702,1000520702
1000520703,1000520703
1000520704,1000520704
1000520705,1000520705
1000520801,1000520801
1000520802,1000520802
1000520803,1000520803
1000520901,1000520901
1000520902,1000520902
1000520903,1000520903
1000521001,1000521001
1000521002,1000521002
1000521003,1000521003
1000521004,1000521004
1000521005,1000521005
1000521006,1000521006
1000521101,1000521101
1000521102,1000521102
1000521103,1000521103
1000521201,1000521201
1000521301,1000521301
1000525101,1000525101
1000525102,1000525102
1000525103,1000525103
1000525201,1000525201
1000525202,1000525202
1000525301,1000525301
1000525302,1000525302
1000525303,1000525303
1000525304,1000525304
1000525401,1000525401
1000525402,1000525402
1000525403,1000525403
1000525501,1000525501
1000525502,1000525502
1000525503,1000525503
1000525504,1000525504
1000525601,1000525601
1000525602,1000525602
1000525603,1000525603
1000525604,1000525604
1000525605,1000525605
1000525606,1000525606
1000525607,1000525607
1000525608,1000525608
1000525609,1000525609
1000525610,1000525610
1000525611,1000525611
1000525612,1000525612
1000525613,1000525613
1000525614,1000525614
1000525615,1000525615
1000525701,1000525701
1000525801,1000525801
1000525802,1000525802
1000525803,1000525803
1000529101,1000529101
1000529102,1000529102
1000529103,1000529103
1000529201,1000529201
1000529202,1000529202
1000529203,1000529203
1000535101,1000535101
1000535102,1000535102
1000535103,1000535103
1000535104,1000535104
1000535105,1000535105
1000535201,1000535201
1000535202,1000535202
1000535203,1000535203
1000535204,1000535204
1000535205,1000535205
1000535301,1000535301
1000535302,1000535302
1000535303,1000535303
1000535304,1000535304
1000535305,1000535305
1000535401,1000535401
1000535402,1000535402
1000535403,1000535403
1000535404,1000535404
1000535405,1000535405
1000535406,1000535406
1000535501,1000535501
1000535502,1000535502
1000535503,1000535503
1000535504,1000535504
1000540101,1000540101
1000540102,1000540102
1000540103,1000540103
1000540104,1000540104
1000540105,1000540105
1000540106,1000540106
1000540107,1000540107
1000540108,1000540108
1000540109,1000540109
1000540110,1000540110
1000540111,1000540111
1000540112,1000540112
1000540113,1000540113
1000540114,1000540114
1000540115,1000540115
1000540116,1000540116
1000540117,1000540117
1000540118,1000540118
1000540119,1000540119
1000540120,1000540120
1000540121,1000540121
1000540122,1000540122
1000540123,1000540123
1000540124,1000540124
1000540125,1000540125
1000540301,1000540301
1000540302,1000540302
1000540401,1000540401
1000540501,1000540501
1000540502,1000540502
1000540601,1000540601
1000540602,1000540602
1000540603,1000540603
1000540701,1000540701
1000540702,1000540702
1000540801,1000540801
1000540802,1000540802
1000540803,1000540803
1000540804,1000540804
1000540805,1000540805
1000541201,1000541201
1000541301,1000541301
1000541401,1000541401
1000541501,1000541501
1000543701,1000543701
1000543801,1000543801
1000541601,1000541601
1000541701,1000541701
1000541801,1000541801
1000542001,1000542001
1000542301,1000542301
1000542401,1000542401
1000542501,1000542501
1000542601,1000542601
1000542701,1000542701
1000542702,1000542702
1000542703,1000542703
1000542801,1000542801
1000542901,1000542901
1000543201,1000543201
1000543401,1000543401
1000543501,1000543501
1000543601,1000543601
1000783401,1000783401
1000780301,1000780301
1000545201,1000545201
1000545202,1000545202
1000545203,1000545203
1000545204,1000545204
1000545205,1000545205
1000545206,1000545206
1000545301,1000545301
1000545302,1000545302
1000545303,1000545303
1000545304,1000545304
1000545305,1000545305
1000545306,1000545306
1000545307,1000545307
1000545401,1000545401
1000545402,1000545402
1000545403,1000545403
1000545404,1000545404
1000545405,1000545405
1000545406,1000545406
1000545407,1000545407
1000545408,1000545408
1000545501,1000545501
1000545601,1000545601
1000545602,1000545602
1000545801,1000545801
1000545802,1000545802
1000545901,1000545901
1000545902,1000545902
1000546001,1000546001
1000546002,1000546002
1000546101,1000546101
1000546201,1000546201
1000546202,1000546202
1000546301,1000546301
1000546302,1000546302
1000546303,1000546303
1000546401,1000546401
1000546402,1000546402
1000546403,1000546403
1000546404,1000546404
1000546405,1000546405
1000548301,1000548301
1000549101,1000549101
1000549201,1000549201
1000555101,1000555101
1000555102,1000555102
1000555103,1000555103
1000555601,1000555601
1000555602,1000555602
1000555603,1000555603
1000555701,1000555701
1000555702,1000555702
1000555703,1000555703
1000556201,1000556201
1000556501,1000556501
1000556502,1000556502
1000559601,1000559601
1000560501,1000560501
1000560502,1000560502
1000560503,1000560503
1000560801,1000560801
1000560802,1000560802
1000560803,1000560803
1000560901,1000560901
1000562101,1000562101
1000562102,1000562102
1000562401,1000562401
1000562301,1000562301
1000563701,1000563701
1000563702,1000563702
1000563801,1000563801
1000563802,1000563802
1000564101,1000564101
1000564301,1000564301
1000564501,1000564501
1000564701,1000564701
1000565101,1000565101
1000565102,1000565102
1000568101,1000568101
1000568102,1000568102
1000568201,1000568201
1000569201,1000569201
1000569301,1000569301
1000569401,1000569401
1000569402,1000569402
1000569403,1000569403
1000598203,1000598203
1000598401,1000598401
1000598609,1000598609
1000598705,1000598705
1000598706,1000598706
1000598708,1000598708
1000598709,1000598709
1000598804,1000598804
1000598811,1000598811
1000610101,1000610101
1000610102,1000610102
1000610103,1000610103
1000610104,1000610104
1000612801,1000612801
1000612802,1000612802
1000612803,1000612803
1000612804,1000612804
1000612805,1000612805
1000612806,1000612806
1000612201,1000612201
1000612202,1000612202
1000612203,1000612203
1000612204,1000612204
1000612205,1000612205
1000650101,1000650101
1000650301,1000650301
1000650501,1000650501
1000650701,1000650701
1000650702,1000650702
1000651601,1000651601
1000652201,1000652201
1000652301,1000652301
1000652302,1000652302
1000652401,1000652401
1000653601,1000653601
1000653602,1000653602
1000654101,1000654101
1000654201,1000654201
1000654301,1000654301
1000654401,1000654401
1000654801,1000654801
1000655001,1000655001
1000655101,1000655101
1000655601,1000655601
1000655602,1000655602
1000655801,1000655801
1000655901,1000655901
1000655902,1000655902
1000656001,1000656001
1000659101,1000659101
1000659102,1000659102
1000659103,1000659103
1000661101,1000661101
1000661301,1000661301
1000661302,1000661302
1000661401,1000661401
1000661501,1000661501
1000663101,1000663101
1000663102,1000663102
1000663201,1000663201
1000663401,1000663401
1000663601,1000663601
1000663602,1000663602
1000663603,1000663603
1000663604,1000663604
1000664201,1000664201
1000665101,1000665101
1000665102,1000665102
1000665301,1000665301
1000665401,1000665401
1000665501,1000665501
1000665502,1000665502
1000657101,1000657101
1000657102,1000657102
1000657301,1000657301
1000657501,1000657501
1000657502,1000657502
1000657701,1000657701
1000668001,1000668001
1000668002,1000668002
1000668003,1000668003
1000668004,1000668004
1000668005,1000668005
1000660001,1000660001
1000660002,1000660002
1000660003,1000660003
1000660004,1000660004
1000660005,1000660005
1000660006,1000660006
1000660007,1000660007
1000660008,1000660008
1000660009,1000660009
1000660010,1000660010
1000660011,1000660011
1000660012,1000660012
1000660013,1000660013
1000660014,1000660014
1000660015,1000660015
1000680501,1000680501
1000680502,1000680502
1000680503,1000680503
1000680504,1000680504
1000680505,1000680505
1000680506,1000680506
1000680507,1000680507
1000680508,1000680508
1000680509,1000680509
1000680510,1000680510
1000680801,1000680801
1000682001,1000682001
1000682002,1000682002
1000682003,1000682003
1000682004,1000682004
1000682101,1000682101
1000682201,1000682201
1000690101,1000690101
1000690201,1000690201
1000690301,1000690301
1000690401,1000690401
1000690601,1000690601
1000690701,1000690701
1000690801,1000690801
1000691101,1000691101
1000691102,1000691102
1000690102,1000690102
1000694101,1000694101
1000694102,1000694102
1000694103,1000694103
1000694104,1000694104
1000694105,1000694105
1000694106,1000694106
1000694201,1000694201
1000694202,1000694202
1000694203,1000694203
1000696101,1000696101
1000696102,1000696102
1000696103,1000696103
1000696901,1000696901
1000696201,1000696201
1000696202,1000696202
1000696301,1000696301
1000696401,1000696401
1000696402,1000696402
1000698101,1000698101
1000698102,1000698102
1000698103,1000698103
1000698301,1000698301
1000698302,1000698302
1000698303,1000698303
1000700201,1000700201
1000700501,1000700501
1000700601,1000700601
1000701001,1000701001
1000701101,1000701101
1000701501,1000701501
1000701601,1000701601
1000702101,1000702101
1000702102,1000702102
1000702103,1000702103
1000702104,1000702104
1000702105,1000702105
1000702106,1000702106
1000702601,1000702601
1000704101,1000704101
1000704102,1000704102
1000704103,1000704103
1000704104,1000704104
1000704201,1000704201
1000704202,1000704202
1000704203,1000704203
1000704301,1000704301
1000704302,1000704302
1000704303,1000704303
1000704304,1000704304
1000704305,1000704305
1000704401,1000704401
1000704402,1000704402
1000704403,1000704403
1000704404,1000704404
1000704405,1000704405
1000704501,1000704501
1000704502,1000704502
1000704503,1000704503
1000704504,1000704504
1000704601,1000704601
1000704602,1000704602
1000704603,1000704603
1000706101,1000706101
1000706102,1000706102
1000706103,1000706103
1000706201,1000706201
1000706202,1000706202
1000706203,1000706203
1000706301,1000706301
1000706302,1000706302
1000706303,50001001
1000706401,1000706401
1000706402,1000706402
1000706403,1000706403
1000706404,1000706404
1000706405,1000706405
1000706406,1000706406
1000706407,1000706407
1000706408,1000706408
1000706409,1000706409
1000706410,1000706410
1000706411,1000706411
1000706412,1000706412
1000706413,1000706413
1000708901,1000708901
1000712701,1000712701
1000711801,1000711801
1000711901,1000711901
1000712001,1000712001
1000712101,1000712101
1000712201,1000712201
1000712301,1000712301
1000712601,1000712601
1000712901,1000712901
1000714101,1000714101
1000714102,1000714102
1000714103,1000714103
1000714104,1000714104
1000714105,1000714105
1000714106,1000714106
1000714107,1000714107
1000714108,1000714108
1000714109,1000714109
1000714110,1000714110
1000714901,1000714901
1000715101,1000715101
1000715102,1000715102
1000715103,1000715103
1000715104,1000715104
1000715105,1000715105
1000715106,1000715106
1000715107,1000715107
1000715108,1000715108
1000715201,1000715201
1000716101,1000716101
1000716102,1000716102
1000716103,1000716103
1000716104,1000716104
1000716105,1000716105
1000716401,1000716401
1000716402,1000716402
1000717101,1000717101
1000717102,1000717102
1000717103,1000717103
1000717104,1000717104
1000717105,1000717105
1000717106,1000717106
1000717301,1000717301
1000717107,1000717107
1000718101,1000718101
1000718102,1000718102
1000718103,1000718103
1000718104,1000718104
1000718105,1000718105
1000718106,1000718106
1000718107,1000718107
1000718601,1000718601
1000718801,1000718801
1000719101,1000719101
1000719102,1000719102
1000719103,1000719103
1000719104,1000719104
1000719105,1000719105
1000719106,1000719106
1000719107,1000719107
1000719301,1000719301
1000719806,1000719806
1000720101,1000720101
1000720401,1000720401
1000720601,1000720601
1000720901,1000720901
1000731401,1000731401
1000740901,1000740901
1000741201,1000741201
1000741501,1000741501
1000741301,1000741301
1000741302,1000741302
1000741401,1000741401
1000741601,1000741601
1000741602,1000741602
1000741603,1000741603
1000741701,1000741701
1000741801,1000741801
1000741901,1000741901
1000745201,1000745201
1000745401,1000745401
1000752101,1000752101
1000752102,1000752102
1000752103,1000752103
1000752104,1000752104
1000752105,1000752105
1000752106,1000752106
1000752107,1000752107
1000752201,1000752201
1000752202,1000752202
1000752203,1000752203
1000752301,1000752301
1000752302,1000752302
1000752401,1000752401
1000752402,1000752402
1000752403,1000752403
1000752404,1000752404
1000755101,1000755101
1000755102,1000755102
1000755103,1000755103
1000755104,1000755104
1000755105,1000755105
1000755106,1000755106
1000755107,1000755107
1000755201,1000755201
1000755202,1000755202
1000755203,1000755203
1000755204,1000755204
1000755205,1000755205
1000755206,1000755206
1000755601,1000755601
1000753901,1000753901
1000754001,1000754001
1000754101,1000754101
1000754102,1000754102
1000754103,1000754103
1000754104,1000754104
1000754105,1000754105
1000754106,1000754106
1000754107,1000754107
10007542,1000754201
1000754301,1000754301
1000754901,1000754901
1000754902,1000754902
1000755001,1000755001
1000760101,1000760101
1000760201,1000760201
1000760301,1000760301
1000760401,1000760401
1000760402,1000760402
1000760501,1000760501
1000761001,1000761001
1000761101,1000761101
1000761201,1000761201
1000761301,1000761301
1000761401,1000761401
1000761501,1000761501
1000761601,1000761601
1000761701,1000761701
1000761801,1000761801
1000761901,1000761901
1000762001,1000762001
1000762101,1000762101
1000762201,1000762201
1000762301,1000762301
1000762401,1000762401
1000762501,1000762501
1000762601,1000762601
1000762701,1000762701
1000762801,1000762801
1000762901,1000762901
1000770101,1000770101
1000770102,1000770102
1000770501,1000770501
1000770502,1000770502
1000770503,1000770503
1000772601,1000772601
1000772602,1000772602
1000773001,1000773001
1000773002,1000773002
1000773003,1000773003
1000785601,1000785601
1000785602,1000785602
1000785603,1000785603
1000785604,1000785604
1000785801,1000785801
1000786001,1000786001
1000805201,1000805201
1000805301,1000805301
1000805501,1000805501
1000805502,1000805502
1000805701,1000805701
1000805802,1000805802
1000805803,1000805803
1000805804,1000805804
1000805805,1000805805
1000805806,1000805806
1000806201,1000806201
1000806202,1000806202
1000806203,1000806203
1000806204,1000806204
1000806301,1000806301
1000806302,1000806302
1000806501,1000806501
1000806502,1000806502
1000806503,1000806503
1000806504,1000806504
1000806601,1000806601
1000806602,1000806602
1000807401,1000807401
1000807402,1000807402
1000807403,1000807403
1000807404,1000807404
1000807405,1000807405
1000807406,1000807406
1000807407,1000807407
1000807408,1000807408
1000807409,1000807409
1000807410,1000807410
1000807411,1000807411
1000807412,1000807412
1000807413,1000807413
1000807414,1000807414
1000807416,1000807416
1000807415,1000807415
1000807417,1000807417
1000807418,1000807418
1000807419,1000807419
1000807501,1000807501
1000813301,1000813301
1000813401,1000813401
1000813501,1000813501
1000813601,1000813601
1000806701,1000806701
1000806702,1000806702
1000806703,1000806703
1000806704,1000806704
1000806705,1000806705
1000806706,1000806706
1000806707,1000806707
1000806708,1000806708
1000806709,1000806709
1000806710,1000806710
1000806711,1000806711
1000806712,1000806712
1000806713,1000806713
1000806714,1000806714
1000806715,1000806715
1000806716,1000806716
1000806717,1000806717
1000809901,1000809901
1000809902,1000809902
1000809903,1000809903
1000809904,1000809904
1000810001,1000810001
1000810002,1000810002
1000810003,1000810003
1000810004,1000810004
1000810101,1000810101
1000810102,1000810102
1000810103,1000810103
1000810104,1000810104
1000815001,1000815001
1000815002,1000815002
1000815101,1000815101
1000815102,1000815102
1000815401,1000815401
1000815402,1000815402
1000815403,1000815403
1000815601,1000815601
1000815701,1000815701
1000815801,1000815801
1000815901,1000815901
1000816001,1000816001
1000816101,1000816101
1000816201,1000816201
1000816301,1000816301
1000808401,1000808401
1000808501,1000808501
1000808601,1000808601
1000810501,1000810501
1000811001,1000811001
1000811101,1000811101
1000811201,1000811201
1000811301,1000811301
1000812101,1000812101
1000812102,1000812102
1000812103,1000812103
1000812104,1000812104
1000812105,1000812105
1000812106,1000812106
1000812107,1000812107
1000812108,1000812108
1000813101,1000813101
1000830601,1000830601
1000831101,1000831101
1000831201,1000831201
1000831301,1000831301
1000831302,1000831302
1000832101,1000832101
1000832102,1000832102
1000832103,1000832103
1000832501,1000832501
1000833001,1000833001
1000834001,1000834001
1000835001,1000835001
1000836001,1000836001
1000837001,1000837001
1000838001,1000838001
1000839001,1000839001
1000840001,1000840001
1000841001,1000841001
1000835101,1000835101
1000835102,1000835102
1000835301,1000835301
1000835302,1000835302
1000835303,1000835303
1000840601,1000840601
1000840602,1000840602
1000840801,1000840801
1000841002,1000841001
1000846701,1000846701
1000846702,1000846702
1000847106,1000847106
1000847107,1000847107
1000847601,1000847601
1000847701,1000847701
1000848001,1000848001
1000848101,1000848101
1000850401,1000850401
1000850402,1000850402
1000850901,1000850901
1000850902,1000850902
1000850903,1000850903
1000850904,1000850904
1000851501,1000851501
1000851502,1000851502
1000852101,1000852101
1000852701,1000852701
1000853301,1000853301
1000859101,1000859101
1000851301,1000851301
1000851302,1000851302
1000851303,1000851303
1000851304,1000851304
1000851305,1000851305
1000853701,1000853701
1000853702,1000853702
1000853703,1000853703
1000853704,1000853704
1000863401,1000863401
1000863402,1000863402
1000863403,1000863403
1000863404,1000863404
1000863405,1000863405
1000863406,1000863406
1000863601,1000863601
1000863602,1000863602
1000863603,1000863603
1000863604,1000863604
1000863801,1000863801
1000863802,1000863802
1000863803,1000863803
1000863901,1000863901
1000863902,1000863902
1000863903,1000863903
1000864001,1000864001
1000864002,1000864002
1000864003,1000864003
1000864004,1000864004
1000870101,1000870101
1000870102,1000870102
1000870103,1000870103
1000870104,1000870104
1000870105,1000870105
1000870106,1000870106
1000870107,1000870107
1000870108,1000870108
1000870109,1000870109
1000870110,1000870110
1000870111,1000870111
1000870112,1000870112
1000870113,1000870113
1000870114,1000870114
1000870115,1000870115
1000870116,1000870116
1000870117,1000870117
1000870118,1000870118
1000870201,1000870201
1000870202,1000870202
1000870203,1000870203
1000870204,1000870204
1000870205,1000870205
1000870206,1000870206
1000870207,1000870207
1000870208,1000870208
1000870209,1000870209
1000870301,1000870301
1000870302,1000870302
1000870303,1000870303
