AuctionID,ItemID,,AuctionType,MoneyType,Enable,Overlap,AuctionPrice,BaseRaisePrice,SellPrice,InventoryUpperLimit,PriceBaseFloat,PriceFloatLimit,ServerLevelLimit,TimeLimit,Weight,Group,Recommend,ShowIndex,SortID,LocalizationArea
100211,5030019,封印的兽人酋长卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,60,,10,4001,1,203,203002,
100212,5040003,封印的恶魔波利卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,45,,10,4001,1,204,204001,
100213,5050009,封印的虎王卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,65,,10,4001,1,205,205001,
100214,5050011,封印的月夜猫卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,75,,10,4001,1,205,205002,
100215,5060019,封印的俄塞里斯卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,70,,10,4001,1,206,206001,
100216,5070007,封印的蜂后卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,70,,10,4001,1,207,207001,
100217,5070009,封印的法老王卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,85,,10,4001,1,207,207002,
100218,5070012,封印的兽人英雄卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,55,,10,4001,1,207,207003,
100219,5060020,封印的鹗枭男爵卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,85,,10,4001,1,206,206003,11
100220,5020005,封印的凯美拉卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,85,,10,4001,1,203,203003,11
100221,5050012,封印的黑暗之王卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,85,,10,4001,1,205,205003,11
100222,5010060,封印的血腥骑士卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,90,,10,4001,1,201,201006,11
100223,5010061,封印的时间管理人卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,115,,10,4001,1,201,201007,9
100224,5030008,封印的卡伦卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,115,,10,4001,1,203,203004,9
100225,5010062,封印的冰暴骑士卡片,2,2,1,1,102=200000,102=3000,0=0,2,0,0,115,,10,4001,1,201,201008,9
100226,5030009,封印的塔奥群卡卡片,1,2,1,1,102=200000,102=3000,102=700000,1,20000,200000,0,,0,0,1,203,203005,9
100227,5010063,封印的半龙人卡片,1,2,1,1,102=200000,102=3000,102=700000,1,20000,200000,0,,0,0,1,201,201009,9
100228,4010087,流氓头头卡片,1,2,1,1,102=120000,102=2000,102=400000,3,10000,120000,0,,0,0,0,101,101024,9
100229,4030040,米杜沙女王卡片,1,2,1,1,102=120000,102=2000,102=400000,3,10000,120000,0,,0,0,0,103,103011,9
100230,4070025,愤怒钟乳巨石怪卡片,1,2,1,1,102=120000,102=2000,102=400000,3,10000,120000,0,,0,0,0,107,107010,9
100231,4010087,流氓头头卡片,2,2,1,1,102=120000,102=2000,0=0,10,0,0,100,,20,1001,0,101,101027,9
100232,4030040,米杜沙女王卡片,2,2,1,1,102=120000,102=2000,0=0,10,0,0,100,,20,1001,0,103,103013,9
100233,4070025,愤怒钟乳巨石怪卡片,2,2,1,1,102=120000,102=2000,0=0,10,0,0,100,,20,1001,0,107,107012,9
100234,4010086,奈利虫卡片,2,2,1,1,102=150000,102=2000,0=0,10,0,0,100,,15,1001,0,101,101026,9
100235,4010086,奈利虫卡片,1,2,1,1,102=150000,102=2000,102=200000,3,5000,150000,0,,0,0,0,101,101029,9
100236,4010083,贝壳魔灵卡片,2,2,1,1,102=120000,102=2000,0=0,10,0,0,100,,20,1001,0,101,101025,9
100237,4010083,贝壳魔灵卡片,1,2,1,1,102=120000,102=2000,102=400000,3,10000,120000,0,,0,0,0,101,101028,9
100238,1200080,塔奥群卡图纸,1,2,1,1,102=80000,102=2000,102=400000,5,10000,80000,0,,0,0,0,301,301034,9
100239,1200081,半龙人图纸,1,2,1,1,102=80000,102=2000,102=400000,5,10000,80000,0,,0,0,0,304,301035,9
100240,1200080,塔奥群卡图纸,2,2,1,1,102=80000,102=2000,0=0,5,0,0,100,,20,3001,0,301,301034,9
100241,1200081,半龙人图纸,2,2,1,1,102=80000,102=2000,0=0,5,0,0,100,,30,3001,0,304,301035,9
100242,1200082,流氓头头图纸,1,2,0,1,102=80000,102=2000,102=400000,5,10000,80000,0,,0,0,0,302,301031,9
100243,1200083,愤怒钟乳巨石怪纸,1,2,0,1,102=80000,102=2000,102=400000,5,10000,80000,0,,0,0,0,301,301032,9
100244,1200084,米杜沙女王图纸,1,2,0,1,102=80000,102=2000,102=400000,5,10000,80000,0,,0,0,0,301,301033,9
100245,1200082,流氓头头图纸,2,2,0,1,102=80000,102=2000,0=0,5,0,0,95,,15,3001,0,302,301031,9
100246,1200083,愤怒钟乳巨石怪纸,2,2,0,1,102=80000,102=2000,0=0,5,0,0,95,,20,3001,0,301,301032,9
100247,1200084,米杜沙女王图纸,2,2,0,1,102=80000,102=2000,0=0,5,0,0,95,,30,3001,0,301,301033,9
100248,1200086,伊芙利特面具图纸,1,2,1,1,102=80000,102=2000,102=400000,5,10000,80000,0,,0,0,0,302,301034,9
100249,1200086,伊芙利特面具图纸,2,2,1,1,102=80000,102=2000,0=0,10,0,0,70,,20,3001,0,302,301034,9
100250,1200087,阿特罗斯巨刃图纸,1,2,1,1,102=80000,102=2000,102=400000,5,10000,80000,0,,0,0,0,304,301035,9
100251,1200087,阿特罗斯巨刃图纸,2,2,1,1,102=80000,102=2000,0=0,10,0,0,70,,20,3001,0,304,301035,9
100252,5060043,封印的伊夫利特卡片,1,2,1,1,102=200000,102=3000,102=700000,1,20000,200000,0,,0,0,1,206,206004,9
100253,5010093,封印的阿特罗斯卡片,1,2,1,1,102=200000,102=3000,102=700000,1,20000,200000,0,,0,0,1,201,201010,9
100254,4010089,矿工魔卡片,1,2,1,1,102=150000,102=2000,102=200000,3,5000,150000,0,,0,0,0,101,101030,9
100255,4010089,矿工魔卡片,2,2,1,1,102=150000,102=2000,0=0,10,0,0,105,,15,2001,0,101,101028,9
100256,4010090,金属波利卡片,1,2,1,1,102=150000,102=2000,102=200000,3,5000,150000,0,,0,0,0,101,101031,9
100257,4010090,金属波利卡片,2,2,1,1,102=150000,102=2000,0=0,10,0,0,105,,15,2001,0,101,101029,9
100258,4060042,火焰妖卡片,1,2,1,1,102=150000,102=2000,102=200000,3,5000,150000,0,,0,0,0,106,106003,9
100259,4060042,火焰妖卡片,2,2,1,1,102=150000,102=2000,0=0,10,0,0,108,,15,2001,0,106,106003,9
100260,4050022,爆炎蝙蝠卡片,1,2,1,1,102=150000,102=2000,102=200000,3,5000,150000,0,,0,0,0,105,105004,9
100261,4050022,爆炎蝙蝠卡片,2,2,1,1,102=150000,102=2000,0=0,10,0,0,108,,15,2001,0,105,105006,9
100262,4010091,沙漠毒蝎卡片,1,2,1,1,102=150000,102=2000,102=200000,3,5000,150000,0,,0,0,0,101,101032,9
100263,4010091,沙漠毒蝎卡片,2,2,1,1,102=150000,102=2000,0=0,10,0,0,108,,15,2001,0,101,101030,9
100264,4010092,卡浩卡片,1,2,1,1,102=120000,102=2000,102=400000,3,10000,120000,0,,0,0,0,101,101033,9
100265,4010092,卡浩卡片,2,2,1,1,102=120000,102=2000,0=0,10,0,0,100,,20,1001,0,101,101031,9
100266,4040029,六翼哈比卡片,1,2,1,1,102=120000,102=2000,102=400000,3,10000,120000,0,,0,0,0,104,104010,9
100267,4040029,六翼哈比卡片,2,2,1,1,102=120000,102=2000,0=0,10,0,0,100,,20,1001,0,104,104012,9
