Id,ProfessionId,SkillLibId,Type,SkillName,SkillQuality,BuffId,Attrdec,ClassId,ClassLevel,Weight,TimesLimit,profession,comment
Id,职业Id,库id,类型：1初级：2高级,技能名称,技能品质,属性Id,属性描述(无需维护),互斥Id,技能等级,权重,门槛次数,职业字段，多个用竖线隔开,技能名称字段注释
1962,5000,5000202,2,锯齿切割Lv4,2,6504304,释放深红切割有16%几率附加一次额外的切割,65043,4,0,0,5000,已废弃
1963,5000,5000202,2,锯齿切割Lv5,2,6504305,释放深红切割有18%几率附加一次额外的切割,65043,5,0,0,5000,已废弃
1964,5000,5000202,2,锯齿切割Lv6,3,6504306,释放深红切割有20%几率附加一次额外的切割,65043,6,0,0,5000,已废弃
1965,5000,5000202,2,锯齿切割Lv7,3,6504307,释放深红切割有22%几率附加一次额外的切割,65043,7,0,0,5000,已废弃
1966,5000,5000302,2,锯齿切割Lv7,3,6504307,释放深红切割有22%几率附加一次额外的切割,65043,7,0,0,5000,已废弃
1967,5000,5000302,2,锯齿切割Lv8,3,6504308,释放深红切割有24%几率附加一次额外的切割,65043,8,0,0,5000,已废弃
1968,5000,5000302,2,锯齿切割Lv9,4,6504309,释放深红切割有26%几率附加一次额外的切割,65043,9,0,0,5000,已废弃
1969,5000,5000402,2,锯齿切割Lv10,4,6504310,释放深红切割有30%几率附加一次额外的切割,65043,10,0,0,5000,已废弃
1970,5000,5000102,2,毒素增幅Lv.1,1,6504401,武器涂毒获得30%攻击加成,65044,1,0,0,5000,已废弃
1971,5000,5000102,2,毒素增幅Lv.2,1,6504402,武器涂毒获得40%攻击加成,65044,2,0,0,5000,已废弃
1972,5000,5000102,2,毒素增幅Lv.3,2,6504403,武器涂毒获得50%攻击加成,65044,3,0,0,5000,已废弃
1973,5000,5000102,2,毒素增幅Lv4,2,6504404,武器涂毒获得60%攻击加成,65044,4,0,0,5000,已废弃
1974,5000,5000202,2,毒素增幅Lv4,2,6504404,武器涂毒获得60%攻击加成,65044,4,0,0,5000,已废弃
1975,5000,5000202,2,毒素增幅Lv5,2,6504405,武器涂毒获得70%攻击加成,65044,5,0,0,5000,已废弃
1976,5000,5000202,2,毒素增幅Lv6,3,6504406,武器涂毒获得80%攻击加成,65044,6,0,0,5000,已废弃
1977,5000,5000202,2,毒素增幅Lv7,3,6504407,武器涂毒获得90%攻击加成,65044,7,0,0,5000,已废弃
1978,5000,5000302,2,毒素增幅Lv7,3,6504407,武器涂毒获得90%攻击加成,65044,7,0,0,5000,已废弃
1979,5000,5000302,2,毒素增幅Lv8,3,6504408,武器涂毒获得100%攻击加成,65044,8,0,0,5000,已废弃
1980,5000,5000302,2,毒素增幅Lv9,4,6504409,武器涂毒获得110%攻击加成,65044,9,0,0,5000,已废弃
1981,5000,5000402,2,毒素增幅Lv10,4,6504410,武器涂毒获得120%攻击加成,65044,10,0,0,5000,已废弃
1982,7000,7000102,2,精神集中Lv.1,1,6004301,心神凝聚效果加强10%,60043,1,0,0,7000,已废弃
1983,7000,7000102,2,精神集中Lv.2,1,6004302,心神凝聚效果加强12%,60043,2,0,0,7000,已废弃
1984,7000,7000102,2,精神集中Lv.3,2,6004303,心神凝聚效果加强14%,60043,3,0,0,7000,已废弃
1985,7000,7000102,2,精神集中Lv4,2,6004304,心神凝聚效果加强16%,60043,4,0,0,7000,已废弃
1986,7000,7000202,2,精神集中Lv4,2,6004304,心神凝聚效果加强16%,60043,4,0,0,7000,已废弃
1987,7000,7000202,2,精神集中Lv5,2,6004305,心神凝聚效果加强18%,60043,5,0,0,7000,已废弃
1988,7000,7000202,2,精神集中Lv6,3,6004306,心神凝聚效果加强20%,60043,6,0,0,7000,已废弃
1989,7000,7000202,2,精神集中Lv7,3,6004307,心神凝聚效果加强22%,60043,7,0,0,7000,已废弃
1990,7000,7000302,2,精神集中Lv7,3,6004307,心神凝聚效果加强22%,60043,7,0,0,7000,已废弃
1991,7000,7000302,2,精神集中Lv8,3,6004308,心神凝聚效果加强24%,60043,8,0,0,7000,已废弃
1992,7000,7000302,2,精神集中Lv9,4,6004309,心神凝聚效果加强26%,60043,9,0,0,7000,已废弃
1993,7000,7000402,2,精神集中Lv10,4,6004310,心神凝聚效果加强30%,60043,10,0,0,7000,已废弃
1994,7000,7000102,2,鹰眼Lv.1,1,6004401,冲锋箭CD-1S,60044,1,0,0,7000,已废弃
1995,7000,7000102,2,鹰眼Lv.2,1,6004402,冲锋箭CD-1.5S,60044,2,0,0,7000,已废弃
1996,7000,7000102,2,鹰眼Lv.3,2,6004403,冲锋箭CD-2S,60044,3,0,0,7000,已废弃
1997,7000,7000102,2,冲锋Lv4,2,6004404,冲锋箭CD-2.5S,60044,4,0,0,7000,已废弃
1998,7000,7000202,2,冲锋Lv4,2,6004404,冲锋箭CD-2.5S,60044,4,0,0,7000,已废弃
1999,7000,7000202,2,冲锋Lv5,2,6004405,冲锋箭CD-3S,60044,5,0,0,7000,已废弃
2000,7000,7000202,2,冲锋Lv6,3,6004406,冲锋箭CD-3.5S,60044,6,0,0,7000,已废弃
2001,7000,7000202,2,冲锋Lv7,3,6004407,冲锋箭CD-4S,60044,7,0,0,7000,已废弃
2002,7000,7000302,2,冲锋Lv7,3,6004407,冲锋箭CD-4S,60044,7,0,0,7000,已废弃
2003,7000,7000302,2,冲锋Lv8,3,6004408,冲锋箭CD-4.5S,60044,8,0,0,7000,已废弃
2004,7000,7000302,2,冲锋Lv9,4,6004409,冲锋箭CD-5S,60044,9,0,0,7000,已废弃
2005,7000,7000402,2,冲锋Lv10,4,6004410,冲锋箭CD-6S,60044,10,0,0,7000,已废弃
2006,7000,7000102,2,二连矢增幅Lv.1,1,6250501,二连矢伤害提升5%，并且无视5%防御,62505,1,0,0,7000,已废弃
2007,7000,7000102,2,二连矢增幅Lv.2,1,6250502,二连矢伤害提升6%，并且无视6%防御,62505,2,0,0,7000,已废弃
2008,7000,7000102,2,二连矢增幅Lv.3,2,6250503,二连矢伤害提升7%，并且无视7%防御,62505,3,0,0,7000,已废弃
2009,7000,7000102,2,双生切割Lv4,2,6250504,二连矢伤害提升8%，并且无视8%防御,62505,4,0,0,7000,已废弃
2010,7000,7000202,2,双生切割Lv4,2,6250504,二连矢伤害提升8%，并且无视8%防御,62505,4,0,0,7000,已废弃
2011,7000,7000202,2,双生切割Lv5,2,6250505,二连矢伤害提升9%，并且无视9%防御,62505,5,0,0,7000,已废弃
2012,7000,7000202,2,双生切割Lv6,3,6250506,二连矢伤害提升10%，并且无视10%防御,62505,6,0,0,7000,已废弃
2013,7000,7000202,2,双生切割Lv7,3,6250507,二连矢伤害提升11%，并且无视11%防御,62505,7,0,0,7000,已废弃
2014,7000,7000302,2,双生切割Lv7,3,6250507,二连矢伤害提升11%，并且无视11%防御,62505,7,0,0,7000,已废弃
2015,7000,7000302,2,双生切割Lv8,3,6250508,二连矢伤害提升12%，并且无视12%防御,62505,8,0,0,7000,已废弃
2016,7000,7000302,2,双生切割Lv9,4,6250509,二连矢伤害提升13%，并且无视13%防御,62505,9,0,0,7000,已废弃
2017,7000,7000402,2,双生切割Lv10,4,6250510,二连矢伤害提升15%，并且无视15%防御,62505,10,0,0,7000,已废弃
2018,7000,7000202,2,鹗枭之眼Lv.1,2,6004501,每2点灵巧额外增加1点物理攻击,60045,1,0,0,7000,已废弃
2019,7000,7000202,2,鹗枭之眼Lv.2,2,6004502,每点灵巧额外增加1点物理攻击,60045,2,0,0,7000,已废弃
2020,7000,7000202,2,鹗枭之眼Lv.3,2,6004503,每2点灵巧额外增加3点物理攻击,60045,3,0,0,7000,已废弃
2021,7000,7000302,2,鹗枭之眼Lv.3,3,6004503,每2点灵巧额外增加3点物理攻击,60045,3,0,0,7000,已废弃
2022,7000,7000302,2,鹗枭之眼Lv4,3,6004504,每点灵巧额外增加2点物理攻击,60045,4,0,0,7000,已废弃
2023,7000,7000302,2,鹗枭之眼Lv5,3,6004505,每2点灵巧额外增加5点物理攻击,60045,5,0,0,7000,已废弃
2024,7000,7000402,2,鹗枭之眼Lv6,4,6004506,每点灵巧额外增加3点物理攻击,60045,6,0,0,7000,已废弃
2025,7000,7000202,2,苍鹰专注Lv.1,2,6004601,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过5%,60046,1,0,0,7000,已废弃
2026,7000,7000202,2,苍鹰专注Lv.2,2,6004602,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过6%,60046,2,0,0,7000,已废弃
2027,7000,7000202,2,苍鹰专注Lv.3,2,6004603,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过7%,60046,3,0,0,7000,已废弃
2028,7000,7000202,2,苍鹰专注Lv4,2,6004604,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过8%,60046,4,0,0,7000,已废弃
2029,7000,7000202,2,苍鹰专注Lv5,3,6004605,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过9%,60046,5,0,0,7000,已废弃
2030,7000,7000302,2,苍鹰专注Lv5,3,6004605,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过9%,60046,5,0,0,7000,已废弃
2031,7000,7000302,2,苍鹰专注Lv6,3,6004606,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过10%,60046,6,0,0,7000,已废弃
2032,7000,7000302,2,苍鹰专注Lv7,3,6004607,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过11%,60046,7,0,0,7000,已废弃
2033,7000,7000302,2,苍鹰专注Lv8,3,6004608,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过12%,60046,8,0,0,7000,已废弃
2034,7000,7000302,2,苍鹰专注Lv9,4,6004609,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过13%,60046,9,0,0,7000,已废弃
2035,7000,7000402,2,苍鹰专注Lv10,4,6004610,远程物理攻击随着距离提升，距离越远伤害越高 最高不超过15%,60046,10,0,0,7000,已废弃
2036,7000,7000102,2,猎手法则Lv.1,1,6250801,动物杀手效果提升对动物和昆虫伤害10%,62508,1,0,0,7000,已废弃
2037,7000,7000102,2,猎手法则Lv.2,1,6250802,动物杀手效果提升对动物和昆虫伤害12%,62508,2,0,0,7000,已废弃
2038,7000,7000102,2,猎手法则Lv.3,2,6250803,动物杀手效果提升对动物和昆虫伤害14%,62508,3,0,0,7000,已废弃
2039,7000,7000102,2,猎手法则Lv4,2,6250804,动物杀手效果提升对动物和昆虫伤害16%,62508,4,0,0,7000,已废弃
2040,7000,7000202,2,猎手法则Lv4,2,6250804,动物杀手效果提升对动物和昆虫伤害16%,62508,4,0,0,7000,已废弃
2041,7000,7000202,2,猎手法则Lv5,2,6250805,动物杀手效果提升对动物和昆虫伤害18%,62508,5,0,0,7000,已废弃
2042,7000,7000202,2,猎手法则Lv6,3,6250806,动物杀手效果提升对动物和昆虫伤害20%,62508,6,0,0,7000,已废弃
2043,7000,7000202,2,猎手法则Lv7,3,6250807,动物杀手效果提升对动物和昆虫伤害22%,62508,7,0,0,7000,已废弃
2044,7000,7000302,2,猎手法则Lv7,3,6250807,动物杀手效果提升对动物和昆虫伤害22%,62508,7,0,0,7000,已废弃
2045,7000,7000302,2,猎手法则Lv8,3,6250808,动物杀手效果提升对动物和昆虫伤害24%,62508,8,0,0,7000,已废弃
2046,7000,7000302,2,猎手法则Lv9,4,6250809,动物杀手效果提升对动物和昆虫伤害26%,62508,9,0,0,7000,已废弃
2047,7000,7000402,2,猎手法则Lv10,4,6250810,动物杀手效果提升对动物和昆虫伤害30%,62508,10,0,0,7000,已废弃
2048,7000,7000102,2,陷阱增幅Lv.1,1,6004801,陷阱伤害提升(int/20)%,60048,1,0,0,7000,已废弃
2049,7000,7000102,2,陷阱增幅Lv.2,1,6004802,陷阱伤害提升(int/19)%,60048,2,0,0,7000,已废弃
2050,7000,7000102,2,陷阱增幅Lv.3,2,6004803,陷阱伤害提升(int/18)%,60048,3,0,0,7000,已废弃
2051,7000,7000102,2,陷阱增幅Lv4,2,6004804,陷阱伤害提升(int/17)%,60048,4,0,0,7000,已废弃
2052,7000,7000202,2,陷阱增幅Lv4,2,6004804,陷阱伤害提升(int/17)%,60048,4,0,0,7000,已废弃
2053,7000,7000202,2,陷阱增幅Lv5,2,6004805,陷阱伤害提升(int/16)%,60048,5,0,0,7000,已废弃
2054,7000,7000202,2,陷阱增幅Lv6,3,6004806,陷阱伤害提升(int/15)%,60048,6,0,0,7000,已废弃
2055,7000,7000202,2,陷阱增幅Lv7,3,6004807,陷阱伤害提升(int/14)%,60048,7,0,0,7000,已废弃
2056,7000,7000302,2,陷阱增幅Lv7,3,6004807,陷阱伤害提升(int/14)%,60048,7,0,0,7000,已废弃
2057,7000,7000302,2,陷阱增幅Lv8,3,6004808,陷阱伤害提升(int/13)%,60048,8,0,0,7000,已废弃
2058,7000,7000302,2,陷阱增幅Lv9,4,6004809,陷阱伤害提升(int/12)%,60048,9,0,0,7000,已废弃
2059,7000,7000402,2,陷阱增幅Lv10,4,6004810,陷阱伤害提升(int/10)%,60048,10,0,0,7000,已废弃
2060,7000,7000302,2,猎鹰亲和Lv.1,3,6004901,你的猎鹰攻击会附加你10%atk的伤害,60049,1,0,0,7000,已废弃
2061,7000,7000302,2,猎鹰亲和Lv.2,3,6004902,你的猎鹰攻击会附加你12%atk的伤害,60049,2,0,0,7000,已废弃
2062,7000,7000302,2,猎鹰亲和Lv.3,3,6004903,你的猎鹰攻击会附加你14%atk的伤害,60049,3,0,0,7000,已废弃
2063,7000,7000302,2,猎鹰亲和Lv4,3,6004904,你的猎鹰攻击会附加你16%atk的伤害,60049,4,0,0,7000,已废弃
2064,7000,7000302,2,猎鹰亲和Lv5,3,6004905,你的猎鹰攻击会附加你18%atk的伤害,60049,5,0,0,7000,已废弃
2065,7000,7000402,2,猎鹰亲和Lv6,4,6004906,你的猎鹰攻击会附加你20%atk的伤害,60049,6,0,0,7000,已废弃
2066,7000,7000202,2,猎鹰标记Lv.1,1,6005001,"每次猎鹰攻击，会提升你远程物理伤害2% 最多叠加3层,持续5s",60050,1,0,0,7000,已废弃
2067,7000,7000202,2,猎鹰标记Lv.2,1,6005002,"每次猎鹰攻击，会提升你远程物理伤害3% 最多叠加3层,持续5s",60050,2,0,0,7000,已废弃
2068,7000,7000202,2,猎鹰标记Lv.3,2,6005003,"每次猎鹰攻击，会提升你远程物理伤害3% 最多叠加4层,持续5s",60050,3,0,0,7000,已废弃
2069,7000,7000302,2,猎鹰标记Lv.3,2,6005003,"每次猎鹰攻击，会提升你远程物理伤害3% 最多叠加4层,持续5s",60050,3,0,0,7000,已废弃
2070,7000,7000302,2,猎鹰标记Lv4,2,6005004,"每次猎鹰攻击，会提升你远程物理伤害4% 最多叠加4层,持续5s",60050,4,0,0,7000,已废弃
2071,7000,7000302,2,猎鹰标记Lv5,3,6005005,"每次猎鹰攻击，会提升你远程物理伤害4% 最多叠加5层,持续5s",60050,5,0,0,7000,已废弃
2072,7000,7000402,2,猎鹰标记Lv6,3,6005006,"每次猎鹰攻击，会提升你远程物理伤害5% 最多叠加5层,持续5s",60050,6,0,0,7000,已废弃
2073,7000,7000102,2,猎鹰激素注入Lv.1,1,6005201,提升闪电冲击被动触发几率1%,60052,1,0,0,7000,已废弃
2074,7000,7000102,2,猎鹰激素注入Lv.2,1,6005202,提升闪电冲击被动触发几率2%,60052,2,0,0,7000,已废弃
2075,7000,7000102,2,猎鹰激素注入Lv.3,2,6005203,提升闪电冲击被动触发几率3%,60052,3,0,0,7000,已废弃
2076,7000,7000102,2,猎鹰激素注入Lv.4,2,6005204,提升闪电冲击被动触发几率4%,60052,4,0,0,7000,已废弃
2077,7000,7000202,2,猎鹰激素注入Lv.4,2,6005204,提升闪电冲击被动触发几率4%,60052,4,0,0,7000,已废弃
2078,7000,7000202,2,猎鹰激素注入Lv.5,2,6005205,提升闪电冲击被动触发几率5%,60052,5,0,0,7000,已废弃
2079,7000,7000202,2,猎鹰激素注入Lv.6,3,6005206,提升闪电冲击被动触发几率6%,60052,6,0,0,7000,已废弃
2080,7000,7000202,2,猎鹰激素注入Lv.7,3,6005207,提升闪电冲击被动触发几率7%,60052,7,0,0,7000,已废弃
2081,7000,7000302,2,猎鹰激素注入Lv.7,3,6005207,提升闪电冲击被动触发几率7%,60052,7,0,0,7000,已废弃
2082,7000,7000302,2,猎鹰激素注入Lv.8,3,6005208,提升闪电冲击被动触发几率8%,60052,8,0,0,7000,已废弃
2083,7000,7000302,2,猎鹰激素注入Lv.9,4,6005209,提升闪电冲击被动触发几率9%,60052,9,0,0,7000,已废弃
2084,7000,7000402,2,猎鹰激素注入Lv.10,4,6005210,提升闪电冲击被动触发几率10%,60052,10,0,0,7000,已废弃
2085,6000,6000102,2,精准投掷模块Lv.1,1,6005301,金钱攻击的金钱消耗-10%,60053,1,0,0,6000,已废弃
2086,6000,6000102,2,精准投掷模块Lv.2,1,6005302,金钱攻击的金钱消耗-20%,60053,2,0,0,6000,已废弃
2087,6000,6000102,2,精准投掷模块Lv.3,2,6005303,金钱攻击的金钱消耗-30%,60053,3,0,0,6000,已废弃
2088,6000,6000102,2,精准投掷模块Lv.4,2,6005304,金钱攻击的金钱消耗-40%,60053,4,0,0,6000,已废弃
2089,6000,6000202,2,精准投掷模块Lv.4,2,6005304,金钱攻击的金钱消耗-40%,60053,4,0,0,6000,已废弃
2090,6000,6000202,2,精准投掷模块Lv.5,2,6005305,金钱攻击的金钱消耗-50%,60053,5,0,0,6000,已废弃
2091,6000,6000202,2,精准投掷模块Lv.6,3,6005306,金钱攻击的金钱消耗-60%,60053,6,0,0,6000,已废弃
2092,6000,6000202,2,精准投掷模块Lv.7,3,6005307,金钱攻击的金钱消耗-70%,60053,7,0,0,6000,已废弃
2093,6000,6000302,2,精准投掷模块Lv.7,3,6005307,金钱攻击的金钱消耗-70%,60053,7,0,0,6000,已废弃
2094,6000,6000302,2,精准投掷模块Lv.8,3,6005308,金钱攻击的金钱消耗-80%,60053,8,0,0,6000,已废弃
2095,6000,6000302,2,精准投掷模块Lv.9,4,6005309,金钱攻击的金钱消耗-90%,60053,9,0,0,6000,已废弃
2096,6000,6000402,2,精准投掷模块Lv.10,4,6005310,金钱攻击的金钱消耗-100%,60053,10,0,0,6000,已废弃
2097,6000,6000102,2,手推车改良Lv.1,1,6260201,手推车攻击伤害+5%,62602,1,0,0,6000,已废弃
2098,6000,6000102,2,手推车改良Lv.2,1,6260202,手推车攻击伤害+6%,62602,2,0,0,6000,已废弃
2099,6000,6000102,2,手推车改良Lv.3,2,6260203,手推车攻击伤害+7%,62602,3,0,0,6000,已废弃
2100,6000,6000102,2,手推车改良Lv4,2,6260204,手推车攻击伤害+8%,62602,4,0,0,6000,已废弃
2101,6000,6000202,2,手推车改良Lv4,2,6260204,手推车攻击伤害+8%,62602,4,0,0,6000,已废弃
2102,6000,6000202,2,手推车改良Lv5,2,6260205,手推车攻击伤害+10%,62602,5,0,0,6000,已废弃
2103,6000,6000202,2,手推车改良Lv6,3,6260206,手推车攻击伤害+12%,62602,6,0,0,6000,已废弃
2104,6000,6000202,2,手推车改良Lv7,3,6260207,手推车攻击伤害+14%,62602,7,0,0,6000,已废弃
2105,6000,6000302,2,手推车改良Lv7,3,6260207,手推车攻击伤害+14%,62602,7,0,0,6000,已废弃
2106,6000,6000302,2,手推车改良Lv8,3,6260208,手推车攻击伤害+16%,62602,8,0,0,6000,已废弃
2107,6000,6000302,2,手推车改良Lv9,4,6260209,手推车攻击伤害+18%,62602,9,0,0,6000,已废弃
2108,6000,6000402,2,手推车改良Lv10,4,6260210,手推车攻击伤害+20%,62602,10,0,0,6000,已废弃
2109,6000,6000102,2,手推车增幅Lv.1,1,6005401,使用手推车相关技能，额外造成(手推车负重/1600)%的伤害,60054,1,0,0,6000,已废弃
2110,6000,6000102,2,手推车增幅Lv2,1,6005402,使用手推车相关技能，额外造成(手推车负重/1500)%的伤害,60054,2,0,0,6000,已废弃
2111,6000,6000102,2,手推车增幅Lv3,2,6005403,使用手推车相关技能，额外造成(手推车负重/1400)%的伤害,60054,3,0,0,6000,已废弃
2112,6000,6000102,2,手推车增幅Lv4,2,6005404,使用手推车相关技能，额外造成(手推车负重/1300)%的伤害,60054,4,0,0,6000,已废弃
2113,6000,6000202,2,手推车增幅Lv4,2,6005404,使用手推车相关技能，额外造成(手推车负重/1300)%的伤害,60054,4,0,0,6000,已废弃
2114,6000,6000202,2,手推车增幅Lv5,2,6005405,使用手推车相关技能，额外造成(手推车负重/1200)%的伤害,60054,5,0,0,6000,已废弃
2115,6000,6000202,2,手推车增幅Lv6,3,6005406,使用手推车相关技能，额外造成(手推车负重/1100)%的伤害,60054,6,0,0,6000,已废弃
2116,6000,6000202,2,手推车增幅Lv7,3,6005407,使用手推车相关技能，额外造成(手推车负重/1000)%的伤害,60054,7,0,0,6000,已废弃
2117,6000,6000302,2,手推车增幅Lv7,3,6005407,使用手推车相关技能，额外造成(手推车负重/1000)%的伤害,60054,7,0,0,6000,已废弃
2118,6000,6000302,2,手推车增幅Lv8,3,6005408,使用手推车相关技能，额外造成(手推车负重/900)%的伤害,60054,8,0,0,6000,已废弃
2119,6000,6000302,2,手推车增幅Lv9,4,6005409,使用手推车相关技能，额外造成(手推车负重/800)%的伤害,60054,9,0,0,6000,已废弃
2120,6000,6000402,2,手推车增幅Lv10,4,6005410,使用手推车相关技能，额外造成(手推车负重/700)%的伤害,60054,10,0,0,6000,已废弃
2121,6000,6000102,2,冲击波Lv.1,1,6005501,全力挥击攻击到目标后，会在目标处产生一次50%ATK的范围伤害,60055,1,0,0,6000,已废弃
2122,6000,6000102,2,冲击波Lv2,1,6005502,全力挥击攻击到目标后，会在目标处产生一次60%ATK的范围伤害,60055,2,0,0,6000,已废弃
2123,6000,6000102,2,冲击波Lv3,2,6005503,全力挥击攻击到目标后，会在目标处产生一次70%ATK的范围伤害,60055,3,0,0,6000,已废弃
2124,6000,6000102,2,冲击波Lv4,2,6005504,全力挥击攻击到目标后，会在目标处产生一次80%ATK的范围伤害,60055,4,0,0,6000,已废弃
2125,6000,6000202,2,冲击波Lv4,2,6005504,全力挥击攻击到目标后，会在目标处产生一次80%ATK的范围伤害,60055,4,0,0,6000,已废弃
2126,6000,6000202,2,冲击波Lv5,2,6005505,全力挥击攻击到目标后，会在目标处产生一次100%ATK的范围伤害,60055,5,0,0,6000,已废弃
2127,6000,6000202,2,冲击波Lv6,3,6005506,全力挥击攻击到目标后，会在目标处产生一次120%ATK的范围伤害,60055,6,0,0,6000,已废弃
2128,6000,6000202,2,冲击波Lv7,3,6005507,全力挥击攻击到目标后，会在目标处产生一次140%ATK的范围伤害,60055,7,0,0,6000,已废弃
2129,6000,6000302,2,冲击波Lv7,3,6005507,全力挥击攻击到目标后，会在目标处产生一次140%ATK的范围伤害,60055,7,0,0,6000,已废弃
2130,6000,6000302,2,冲击波Lv8,3,6005508,全力挥击攻击到目标后，会在目标处产生一次170%ATK的范围伤害,60055,8,0,0,6000,已废弃
2131,6000,6000302,2,冲击波Lv9,4,6005509,全力挥击攻击到目标后，会在目标处产生一次200%ATK的范围伤害,60055,9,0,0,6000,已废弃
2132,6000,6000402,2,冲击波Lv10,4,6005510,全力挥击攻击到目标后，会在目标处产生一次250%ATK的范围伤害,60055,10,0,0,6000,已废弃
2133,6000,6000102,2,炽热武器Lv.1,1,6261201,铁匠造成火属性伤害提升5%,62612,1,0,0,6000,已废弃
2134,6000,6000102,2,炽热武器Lv.2,1,6261202,铁匠造成火属性伤害提升6%,62612,2,0,0,6000,已废弃
2135,6000,6000102,2,炽热武器Lv.3,2,6261203,铁匠造成火属性伤害提升7%,62612,3,0,0,6000,已废弃
2136,6000,6000102,2,炽热武器Lv.4,2,6261204,铁匠造成火属性伤害提升8%,62612,4,0,0,6000,已废弃
2137,6000,6000202,2,炽热武器Lv.4,2,6261204,铁匠造成火属性伤害提升8%,62612,4,0,0,6000,已废弃
2138,6000,6000202,2,炽热武器Lv.5,2,6261205,铁匠造成火属性伤害提升10%,62612,5,0,0,6000,已废弃
2139,6000,6000202,2,炽热武器Lv.6,3,6261206,铁匠造成火属性伤害提升12%,62612,6,0,0,6000,已废弃
2140,6000,6000202,2,炽热武器Lv.7,3,6261207,铁匠造成火属性伤害提升14%,62612,7,0,0,6000,已废弃
2141,6000,6000302,2,炽热武器Lv.7,3,6261207,铁匠造成火属性伤害提升14%,62612,7,0,0,6000,已废弃
2142,6000,6000302,2,炽热武器Lv.8,3,6261208,铁匠造成火属性伤害提升16%,62612,8,0,0,6000,已废弃
2143,6000,6000302,2,炽热武器Lv.9,4,6261209,铁匠造成火属性伤害提升18%,62612,9,0,0,6000,已废弃
2144,6000,6000402,2,炽热武器Lv.10,4,6261210,铁匠造成火属性伤害提升20%,62612,10,0,0,6000,已废弃
2145,5000,5000302,2,连环把戏Lv7,3,6503407,诡诈把戏冷却-2.2s,65034,7,0,0,5000,已废弃
2146,5000,5000302,2,连环把戏Lv8,3,6503408,诡诈把戏冷却-2.4s,65034,8,0,0,5000,已废弃
2147,5000,5000302,2,连环把戏Lv9,3,6503409,诡诈把戏冷却-2.6s,65034,9,0,0,5000,已废弃
2148,5000,5000402,2,连环把戏Lv10,4,6503410,诡诈把戏冷却-3s,65034,10,0,0,5000,已废弃
2149,5000,5000102,2,闪避愈合Lv.1,1,6503501,闪避护盾期间，每次闪避都会恢复最大生命5%生命,65035,1,0,0,5000,已废弃
2150,5000,5000102,2,闪避愈合Lv.2,1,6503502,闪避护盾期间，每次闪避都会恢复最大生命6%生命,65035,2,0,0,5000,已废弃
2151,5000,5000102,2,闪避愈合Lv.3,2,6503503,闪避护盾期间，每次闪避都会恢复最大生命7%生命,65035,3,0,0,5000,已废弃
2152,5000,5000102,2,闪避愈合Lv4,2,6503504,闪避护盾期间，每次闪避都会恢复最大生命8%生命,65035,4,0,0,5000,已废弃
2153,5000,5000202,2,闪避愈合Lv4,2,6503504,闪避护盾期间，每次闪避都会恢复最大生命8%生命,65035,4,0,0,5000,已废弃
2154,5000,5000202,2,闪避愈合Lv5,2,6503505,闪避护盾期间，每次闪避都会恢复最大生命9%生命,65035,5,0,0,5000,已废弃
2155,5000,5000202,2,闪避愈合Lv6,3,6503506,闪避护盾期间，每次闪避都会恢复最大生命10%生命,65035,6,0,0,5000,已废弃
2156,5000,5000202,2,闪避愈合Lv7,3,6503507,闪避护盾期间，每次闪避都会恢复最大生命11%生命,65035,7,0,0,5000,已废弃
2157,5000,5000302,2,闪避愈合Lv7,3,6503507,闪避护盾期间，每次闪避都会恢复最大生命11%生命,65035,7,0,0,5000,已废弃
2158,5000,5000302,2,闪避愈合Lv8,3,6503508,闪避护盾期间，每次闪避都会恢复最大生命12%生命,65035,8,0,0,5000,已废弃
2159,5000,5000302,2,闪避愈合Lv9,4,6503509,闪避护盾期间，每次闪避都会恢复最大生命13%生命,65035,9,0,0,5000,已废弃
2160,5000,5000402,2,闪避愈合Lv10,4,6503510,闪避护盾期间，每次闪避都会恢复最大生命15%生命,65035,10,0,0,5000,已废弃
2161,5000,5000102,2,闪避增幅Lv.1,1,6503601,闪避护盾期间，残影的属性提升50%,65036,1,0,0,5000,已废弃
2162,5000,5000202,2,闪避增幅Lv.2,2,6503602,闪避护盾期间，残影的属性提升60%,65036,2,0,0,5000,已废弃
2163,5000,5000302,2,闪避增幅Lv.3,3,6503603,闪避护盾期间，残影的属性提升70%,65036,3,0,0,5000,已废弃
2164,5000,5000402,2,闪避增幅Lv.3,4,6503603,闪避护盾期间，残影的属性提升70%,65036,3,0,0,5000,已废弃
2165,5000,5000102,2,闪避增幅Lv4,1,6503604,闪避护盾期间，残影的属性提升80%,65036,4,0,0,5000,已废弃
2166,5000,5000202,2,闪避增幅Lv4,2,6503604,闪避护盾期间，残影的属性提升80%,65036,4,0,0,5000,已废弃
