Id,Title,Desc,TypeTab,SystemPlace,SortID,ParentID,FatherID,HasSwitch,SystemAtlas,SystemIcon,Systembutton,FunctionOrder,NpcJudgeFunction,CanOpenFx,FunctionPreviewOpen,BaseLevel,JobLevel,TaskId,OpenCloseTime,ServerOpenTime,ServerDescLv,NoticeDescLv,NoticeDescTask,NoticeDescTask2,CanNotice,NoticeBaseLevel,NoticeTitleText1,NoticeTitleText2,NoticeTitleAtlas,NoticeTitleImg,NoticeTitlePhoto,NoticeAtlas,NoticePhoto,NoticeReward,IsOpen,ProfessionLimit,LoginDays,AchievementLevel,IsOpenInCrossServer,IsCrossOpen
5260,精英怪,boss级别的怪物,2,,,109,5260,0,Icon01,UI_Icon_Mvp.png,,,,,20,30,,,,,,,,,,20,,,,,,,,,1,,,,1,0
3070,协同商店,贵重品商人,2,,,,3070,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|120,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
5140,极限挑战,一个高难度组队PVE玩法，挑战各种Boss魔物。,3,,,,5140,1,Icon01,UI_Icon_Yingxiongtiaozhan.png,,OnHeroChallengeClick,,,20,40,,,,,40,40,,,,25,,,,,,FunctionBG04,UI_functionOpen_Pic19.png,,1,,,,1,1
5141,玩法介绍,极限挑战玩法介绍,3,,,,5141,0,Icon01,UI_Icon_Yingxiongtiaozhan.png,,OnHeroIntroduceClick,,,,40,,,,,40,,,,,,,,,,,,,,1,,,,1,0
5142,挑战记录,极限挑战排行榜,3,,,,5142,1,Icon01,UI_Icon_Yingxiongtiaozhan.png,,ActiveNewRank|100,,,,40,,,,,40,,,,,,,,,,,,,,1,,,,1,0
150,观战,观战,1,3,3,,150,1,Icon02,UI_Icon_Guanzhan02.png,,OpenWatchWarUI,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
6000,生活职业,生活职业，采摘、钓鱼、烹饪之类的,1,4,4,,6000,1,Icon01,UI_Icon_Shenghuo.png,,LifeSkillEvent,,,,41,,,,,,,,,,,,,,,,,,,1,,,,1,0
6010,采摘,（41级开启）,2,,,6000,6000,1,Icon01,UI_Icon_caizhai.png,,GardenSkillEvent,,,,0,,6000800,,,,,,,,,,,,,,,,,1,,,,1,0
6020,挖矿,（41级开启）,2,,,6000,6000,1,Icon01,UI_Icon_Caikuang.png,,MiningSkillEvent,,,,0,,6000800,,,,,,,,,,,,,,,,,0,,,,0,0
6030,钓鱼,（41级开启）,2,,,6000,6000,1,Icon01,UI_Icon_Diaoyu.png,,,,,,0,,6000800,,,,,,,,,,,,,,,,,1,,,,1,0
6040,烹饪,（41级开启）,2,,,6000,6000,1,Icon01,UI_Icon_Pengren.png,,FoodSkillEvent,,,,0,,6000800,,,,,,,,,,,,,,,,,1,,,,1,0
6050,制药,日式游戏中的炼金，放入材料生成道具（32级开启）,2,,,6000,6000,1,Icon01,UI_Icon_Zhiyao.png,,MedicineSkillEvent,,,,0,,6000800,,,,,,,,,,,,,,,,,1,,,,1,0
5070,迷雾之森,组队的roguelike玩法,2|3,,,117,117,1,Icon01,UI_Icon_Migongfuben.png,,EnterMazeDungeon,,,,30,,,,,,,,,,,,,,,,FunctionBG04,UI_functionOpen_Pic23.png,,1,,,,1,1
5071,,迷雾之森进入,3,,,,5071,1,,,,,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
5072,导航轮盘,迷雾之森转盘,3,,,,5072,0,,,,OpenMazeDungeonWheel,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
10802,精炼,给装备加基础属性，比如ATK+100,2|3,,,,10802,1,Icon02,UI_Icon_Zhuangbeijinglian.png,,RefineEvent,,1,30,35,,,,,,35,,,7,30,zbjl_prefunction_title1,zbjl_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_06.png,UI_FunctionPreview_jinglian_08,FunctionBG03,UI_functionOpen_Pic13.png,,1,,,,1,0
10815,配饰精炼,配饰精炼,3,,,,10815,1,Icon02,UI_Icon_Zhuangbeijinglian.png,,RefineOrnamentEvent,,0,0,85,,6002510,,,,,,,,,,,,,,,,,1,,,,1,0
10811,精炼转移,将一件装备上的精炼值转到另一件装备上,2|3,,,108,10811,1,Icon01,UI_Icon_Fumo.png,,RefineTransfer,,,,35,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
10812,精炼解封,获得精炼转移的装备，有一定的等级被封印住了，需要消耗其他资源来解封。比如装备A是精炼+15，转移到装备B后只有精炼+13，还有2级需要解封。,2|3,,,108,10812,1,Icon01,UI_Icon_Fumo.png,,RefineUnseal,,,,35,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
10818,精炼助手,将精炼属性转移到新装备上,3,,,,10818,1,Icon01,UI_Icon_Fumo.png,,OpenRefineAssist,,,,35,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
9005,职业二转,（40级开启）,3,,,,9005,0,Icon01,UI_Icon_Jineng.png,,,,,35,0,,3000080|3001040|3002080|3003070|3005060|3004060|3007050|3008050|3012070,,,,40,Function7_task_name,,8,35,zyez_prefunction_title1,zyez_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_03.png,UI_FunctionPreview_erjie_02,FunctionBG01,UI_functionOpen_Pic01.png,,1,,,,1,0
5150,角斗场,自定义PVP玩法，玩家创建房间后其他玩家可以加入，然后两边队伍进行PK战斗。,2,,,109,5150,1,Icon01,UI_Icon_Jingjichang.png,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3091,卡片抽取,在魔力卡片机抽取卡片,3,,,,3091,1,Icon01,UI_Icon_Molikapianji.png,,ExtractCardEvent,,,,40,,,,,,,,,,,,,,,,,,,0,,,,0,0
3093,头饰抽取,在魔力头饰机抽取头饰。,3,,,,3093,1,Icon01,UI_Icon_Molitoushiji.png,,ExtractHeadWearEvent,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3098,装备抽取,在魔力装备机抽取装备。,3,,,,3098,1,Icon01,UI_Icon_Molikapianji.png,,ExtractEquipEvent,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3099,装备属性转换,一键装备属性转换,2,,,,3099,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3092,头饰分解,,3,,,,3092,1,Icon01,UI_Icon_Molitoushiji.png,,RecoveHeadWearEvent,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3097,装备分解,,3,,,,3097,1,Icon01,UI_Icon_Molikapianji.png,,RecoveEquipEvent,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15010,时尚评分,一个玩法。玩家找一个时尚杂志主编NPC，让他给自己的外型评个分，分数高的可以上杂志并获取奖励,,,,,15010,1,,,,,,,20,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15013,查看宣传海报,查看宣传海报按钮，显示时尚街拍宣传海报,3,,,,15010,0,,,,FashionOut,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15012,往期《卢恩视觉》,查看往期《卢恩视觉》,3,,,,15010,1,,,,FashionMagazine,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15003,勇气商店,擂台和战场会获取“勇气徽章”，可以在勇气商店购买道具,2,,,,15003,1,Icon01,UI_Icon_Leitai.png,,PropertyShopEvent|112,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
5110,魔物驱逐,就是野外挂机，玩家开自动战斗刷怪，击杀跟自己等级差不多的魔物，获得经验值和掉落物。（18级开启）,2,,,109,5110,1,Icon01,UI_Icon_Guaji.png,,,,1,35,40,,,,,,40,,,9,35,mwqz_prefunction_title1,mwqz_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_10.png,UI_FunctionPreview_mowuquzu_09,FunctionBG01,UI_functionOpen_Pic05.png,,1,,,,1,0
5200,魔王之痕,玩家可以在单人材料副本中获得魔物驱逐时获得的相关材料,2|3,,,,5200,1,Icon01,UI_Icon_Guaji.png,,OpenMonsterHunter,,,,40,,,,,,40,,,,,,,,,,,,,0,,,,1,0
5160,天地树,单人塔防,2|3,,,109,5160,1,Icon02,UI_Icon_Tiandishushouwei.png,,OpenTowerDefense,,1,40,42,,,,,40,42,,,10,40,tdsswz_prefunction_title1,tdsswz_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_14.png,UI_FunctionPreview_tiandishu_014,FunctionBG03,UI_functionOpen_Pic16.png,,1,,,,1,0
5161,天地树,双人塔防,3,,,,5160,1,Icon02,UI_Icon_Tiandishushouwei.png,,OpenTowerDefense,,,20,42,,,,,55,42,,,,,,,,,,FunctionBG01,UI_functionOpen_Pic01.png,,1,,,,1,0
5162,单人守卫荣耀榜,单人塔防排行榜,3,,,,5160,1,,,,ActiveNewRank|200,,,,42,,,,,,,,,,,,,,,,,,,1,,,,1,0
5163,双人守卫荣耀榜,双人塔防排行榜,3,,,,5160,1,,,,ActiveNewRank|210,,,,42,,,,,,,,,,,,,,,,,,,1,,,,1,0
5164,玩法介绍,详细介绍塔防玩法,3,,,,5160,1,Icon02,UI_Icon_Tiandishushouwei.png,,ShowTowerDefenseEntranceInfo,,,,42,,,,,,,,,,,,,,,,,,,1,,,,1,0
5170,心之道场,单人PVE心之道场,2|3,,,109,5170,1,Icon02,UI_Icon_Huodong.png,,StartHearDojoEvent,,,40,42,,,,,40,42,,,10,40,xzdc_prefunction_title1,xzdc_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_14.png,UI_FunctionPreview_xinzhidaoc_10,,,,1,,,,1,0
5171,玩法介绍,单人PVE玩法介绍,3,,,,5170,1,,,,HeartDojoIntroduction|30,,,,42,,,,,,,,,,,,,,,,,,,1,,,,1,0
5172,排行榜,单人PVE排行榜,3,,,,5170,1,,,,HeartDojoLeaderboard,,,,42,,,,,,,,,,,,,,,,,,,1,,,,1,0
5173,更换祝福,单人PVE更换祝福,3,,,,5170,1,,,,HeartDojoChangeBuff,,,,42,,,,,,,,,,,,,,,,,,,1,,,,1,0
5174,进入下层,单人PVE进入下层,3,,,,5170,1,,,,HeartDojoEnterNextFloor,,,,42,,,,,,,,,,,,,,,,,,,1,,,,1,0
5175,道馆商店,道馆商店,3,,,,5170,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|174,,,,42,,,,,,,,,,,,,,,,,,,1,,,,1,0
115,勋章,消耗声望，提升勋章等级，获得额外的角色数值。,1,4,2,,115,1,Icon01,UI_Icon_Xunzhang.png,,OpenMedal,,1,42,45,,,,,,45,,,11,42,xz_prefunction_title1,xz_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_05.png,UI_FunctionPreview_xunzhang_013,FunctionBG03,UI_functionOpen_Pic16.png,,1,,,,1,0
5131,猫手商队,给猫手商队提供它们需要的素材，换取声望值,3,,,117,117,1,Icon01,UI_Icon_Maoshoushanghui.png,,OpenCatCaravan,,,,45,,,,,,,,,,,,,,,,FunctionBG03,UI_functionOpen_Pic16.png,,1,,,,1,0
5132,玩法说明,猫手商队玩法说明,3,,,,5132,0,,,,OpenGameTips|16,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
5022,赫尔海姆挑战,挑战模式玩法开启功能预告,,,,109,5022,0,Icon01,UI_Icon_jiyisuipian.png,,ThemeDungeonEvent,,,,45,,,,,45,45,,,12,42,hehmtz_prefunction_title1,hehmtz_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_07.png,UI_FunctionPreview_xianzhe_04,FunctionBG01,UI_functionOpen_Pic04.png,,1,,,,1,1
5130,时空调查团,多人的PVE玩法，触发的时间和地点随机，有一定的剧情。（原世界奇闻）,2,,,109,5130,1,Icon01,UI_Icon_Suijishijian.png,,OpenWorldEvent,,,48,50,,,,,60,50,,,,,,,,,,FunctionBG03,UI_functionOpen_Pic14.png,,1,,,,1,0
5135,玩法说明,详细介绍奇闻玩法说明,3,,,,5135,0,Icon01,UI_Icon_Suijishijian.png,,ShowWorldPveIntroduce,,,,50,,,,,60,50,,,,,,,,,,FunctionBG03,UI_functionOpen_Pic14.png,,1,,,,1,0
5300,饰品获取引导,饰品获取引导,,,,,5300,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
15001,战场,,3,,,,15001,1,Icon01,UI_Icon_Zhanchang.png,,JoinBattle,,,20,45,,,,,,,,,,,,,,,,FunctionBG04,UI_functionOpen_Pic20.png,,1,,,,1,0
15002,擂台,,3,,,,15002,1,Icon01,UI_Icon_Leitai.png,,JoinArena,,,20,40,,,,,,,,,,40,,,,,,FunctionBG04,UI_functionOpen_Pic21.png,,1,,,,1,0
15004,玩法介绍,详细介绍擂台玩法,3,,,,15002,0,Icon01,UI_Icon_Leitai.png,,ShowArenaPlayMethod,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15005,玩法介绍,详细介绍战场玩法,3,,,,15001,0,Icon01,UI_Icon_Zhanchang.png,,OnBattleIntroduce,,,20,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
15006,,战场商店(未使用),3,,,,15006,0,Icon01,UI_Icon_Zhanchang.png,,PropertyShopEvent|119,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
15007,,IDIP玩法禁入-战场进入,3,,,,15001,0,,,,,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
15008,,IDIP玩法禁入-擂台进入,3,,,,15002,0,,,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15011,擂台历程,擂台排行榜,3,,,,15002,1,,,,ActiveNewRank|400,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15100,玩法介绍,公会匹配赛-玩法介绍,3,,,,15101,0,Icon01,UI_Icon_Zhanchang.png,,ShowGuildMatchInfo,,,20,50,,,,,,,,,,,,,,,,,,,1,,,,1,0
15101,申请出战,公会匹配赛-参战报名。以这个为总功能ID,3,,,,15101,1,Icon01,UI_Icon_Zhanchang.png,,GuildMatchApply,,,20,50,,,,,50,,,,,,,,,,,,,,1,,,,1,0
15102,拉拉队报名,公会匹配赛-拉拉队报名,3,,,,15101,1,Icon01,UI_Icon_Zhanchang.png,,GuildMatchCheerApply,,,20,50,,,,,,,,,,,,,,,,,,,1,,,,1,0
15103,队伍管理,公会匹配赛-队伍管理,3,,,,15101,1,Icon01,UI_Icon_Zhanchang.png,,GuildMatchTeamMgr,CheckGuildMatchMgr,,20,50,,,,,,,,,,,,,,,,,,,1,,,,1,0
15104,进入等候区,公会匹配赛-进入等候区,3,,,,15101,1,Icon01,UI_Icon_Zhanchang.png,,GuildMatchEnter,,,20,50,,,,,,,,,,,,,,,,,,,1,,,,1,0
15201,攻城战,GVG总开关,4,,,,15201,1,Icon01,UI_Icon_Zhanchang.png,,GvgDetailPage,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15202,GVG普隆德拉地区城池总开关,GVG普隆德拉地区城池总开关,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15203,GVG吉芬地区城池总开关,GVG吉芬地区城池总开关,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15204,GVG斐扬地区城池总开关,GVG斐扬地区城池总开关,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15205,GVG艾尔帕蓝地区城池总开关,GVG艾尔帕蓝地区城池总开关,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15206,GVG物资开关,GVG物资开关,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15207,GVG备战任务开关,GVG备战任务开关,3,,,,15201,1,,,,GotoGvgPrepareTaskNpc,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15208,GVG公会圣火开关,GVG公会圣火开关,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15209,进入城主房间,GVG城主房间宝箱,3,,,,15201,1,,,,TryEnterMasterRoom,GuildHasCastle,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15210,公会地城,GVG公会地城,3,,,,15201,1,,,,OpenGuildCastleDungeon,GuildHasOwnCastle,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15211,GVG战时个人任务开关,GVG战时个人任务开关,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15212,GVG攻城攻略（未接入）,GVG攻城攻略（未接入）,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15220,普隆德拉城堡1,普隆德拉城池1,3,,,,15202,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15221,普隆德拉城堡2,普隆德拉城池2,3,,,,15202,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15222,普隆德拉城堡3,普隆德拉城池3,3,,,,15202,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15223,普隆德拉城堡4,普隆德拉城池4,3,,,,15202,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15224,,普隆德拉城池5（未配置）,,,,,15202,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15225,吉芬城堡1,吉芬城池1,3,,,,15203,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15226,吉芬城堡2,吉芬城池2,3,,,,15203,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15227,吉芬城堡3,吉芬城池3,3,,,,15203,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15228,吉芬城堡4,吉芬城池4,3,,,,15203,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15229,,吉芬城池5（未配置）,,,,,15203,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15230,斐扬城堡1,斐扬城池1,3,,,,15204,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15231,斐扬城堡2,斐扬城池2,3,,,,15204,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15232,斐扬城堡3,斐扬城池3,3,,,,15204,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15233,斐扬城堡4,斐扬城池4,3,,,,15204,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15234,,斐扬城池5（未配置）,,,,,15204,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15235,传回公会,从城主房间或公会地城回到公会,3,,,,15201,1,,,,GotoGuildScene,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15236,攻城战介绍,GVG玩法说明,3,,,,15201,1,,,,OpenGvgInfo,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15237,攻城战排行榜,GVG排行榜,3,,,,15201,1,,,,ActiveNewRank|3000,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
15238,攻城战结盟,GVG结盟,,,,,15201,1,,,,,,,,60,,,,,60,,,,,,,,,,,,,,1,,,,1,0
145,双天赋,技能双天赋,5,,,,145,1,Icon01,UI_Icon_Jineng.png,,,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
146,,加点双天赋,5,,,,146,1,,,,,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
7009,公会狩猎,,3,,,,7009,1,Icon02,UI_Icon_Gonghuishoulie.png,,OpenGuildHuntInfoEvent,,,45,50,,,,,50,50,,,,45,,,,,,,,,1,,,,1,0
5030,无尽之塔,,2|3,,,109,5030,1,Icon01,UI_Icon_Wuxianta.png,,InfiniteTowerEvent,,1,45,55,,,,,,55,,,13,45,wjzt_prefunction_title1,wjzt_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_04.png,UI_FunctionPreview_wujinzhita_03,FunctionBG01,UI_functionOpen_Pic06.png,,1,,,,1,0
5031,无尽之塔,进入无尽之塔,3,,,,5031,0,Icon01,UI_Icon_Wuxianta.png,,GotoTowerEntrance,,,45,55,,,,,,,,,,45,,,,,,FunctionBG01,UI_functionOpen_Pic06.png,,1,,,,1,0
5032,离开迷雾岛,无尽之塔入口在迷雾岛上。离开迷雾岛可以回到伊斯鲁得。,3,,,,5032,0,,,,LeaveTowerEntrance,,,,50,,,,,,,,,,,,,,,,,,,1,,,,1,0
5033,玩法介绍,无尽之塔的玩法介绍,3,,,,5033,0,,,,InfiniteTowerInfoEvent,,,,50,,,,,,,,,,,,,,,,,,,1,,,,1,0
5034,首通奖励,无尽之塔首通奖励,,,,,5034,1,,,,,,,,50,,,,,,,,,,,,,,,,,,,1,,,,1,0
5035,跳层机制,无尽之塔跳层开启,,,,,5035,1,,,,,,,,50,,,,,,50,,,,,,,,,,,,,1,,,,1,0
10803,附魔,给装备加不同的词条，比如HP+10%,2|3,,,,10803,1,Icon01,UI_Icon_Fumo.png,,OpenEnchantEvent,,1,55,75,,,,,,75,,,16,55,zbfm_prefunction_title1,zbfm_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_02.png,UI_FunctionPreview_fumo_11,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
10810,附魔提炼,和精炼不同，附魔在换装备的时候是没法转移到新装备上的，只能通过附魔提炼来以一定比例返还附魔消耗的资源，同时当前装备上的附魔消失,2|3,,,108,10810,1,Icon01,UI_Icon_Fumo.png,,OpenEnchantmentExtractEvent,,,,75,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
10817,附魔继承,将封魔石上的属性转移到新装备上,2|3,,,108,10817,1,Icon01,UI_Icon_Fumo.png,,,,,,75,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
10819,附魔助手,将附魔属性转移到新装备上,3,,,,10819,1,Icon01,UI_Icon_Fumo.png,,OpenEnchantAssist,,,,75,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
10820,装备改造,改造装备的基础属性和流派属性,3,,,,10820,1,Icon01,UI_Icon_Yelian_Wuqi.png,,OnEquipReform,,,,90,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
10821,贝鲁兹核心,贝鲁兹核心,4,3,,,10821,1,IconMain,UI_Icon_Beiluz.png,,OpenBeiluzEvent,,1,50,55,,,,,,55,,,14,50,blz_prefunction_title1,blz_prefunction_title2,,,UI_FunctionPreview_beiluzi_015,,,,1,,,,1,0
10822,齿轮合成,齿轮合成,2,,,,10821,1,,,,,,,,55,,,,,,55,,,,,,,,,,,,,1,,,,1,0
10823,齿轮重置,齿轮重置,2,,,,10821,1,,,,,,,,55,,,,,,55,,,,,,,,,,,,,1,,,,1,0
10824,齿轮保养,齿轮保养,2,,,,10821,1,,,,,,,,55,,,,,,55,,,,,,,,,,,,,1,,,,1,0
10825,核心负重,核心负重,2,,,,10821,1,,,,,,,,55,,,,,,55,,,,,,,,,,,,,1,,,,1,0
10826,代金券,代金券,2,,,,10826,1,,,,,,,,75,,,,,,75,,,,,,,,,,,,,1,,,,1,0
10827,附魔锁定词条,词条锁定,2,,,,10803,1,,,,,,,,75,,,,,,75,,,,,,,,,,,,,1,,,,1,0
10828,改造清除,清除改造属性,3,,,,10820,1,,,,OpenReformCleanUpPanel,,,,90,,,,,,90,,,,,,,,,,,,,1,,,,1,0
10829,精炼保底机制,更高级的精炼方式,2|3,,,,10802,1,,,,,,,,35,,,,,,35,,,,,,,,,,,,,1,,,,1,0
10830,精炼套装,更高级的精炼方式,2|3,,,,10802,1,,,,,,,,35,,6002610,,,,35,,,,,,,,,,,,,1,,,,1,0
10831,精炼上限前置任务开关,,,,,,10802,1,,,,,,,,90,,6002730,,,,90,,,,,,,,,,,,,1,,,,1,0
10832,进阶精炼,更高级的精炼方式,2|3,,,,10802,1,,,,,,,,35,,,,,,35,,,,,,,,,,,,,1,,,,1,0
10833,器灵之心商店,器灵之心商店,3,,,,10802,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|146,,,,90,,,,,,90,,,,,,,,,,,,,1,,,,1,0
10834,光武特效,光武特效,4,,,,10830,1,,,,,,,,35,,,,,,35,,,,,,,,,,,,,1,,,,1,0
10835,齿轮拆解,齿轮拆解,2,,,,10821,1,Icon_ItemMaterial05,UI_icon_item_beiluzhexin.png,,BeiluzRecycle,,,,55,,,,,,55,,,,,,,,,,,,,1,,,,1,0
10836,异化金属商店,异化金属商店,3,,,,10821,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|160,,,,55,,,,,,55,,,,,,,,,,,,,1,,,,1,0
10837,卷轴制作,卷轴制作,2,,,108,108,1,Icon01,UI_Icon_Shangdian.png,,OpenScrollMake,,,,28,,,,,,28,,,,,,,,,,,,,1,,,,1,0
9006,载具,载具,1,4,3,,9006,1,Icon02,UI_Icon_Zaiju.png,,OpenVehicleEvent,,1,60,65,,,,,,65,,,15,60,zj_prefunction_title1,zj_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_01.png,UI_FunctionPreview_zaiju_06,FunctionBG02,UI_functionOpen_Pic08.png,,1,,,,1,0
90007,载具特色等级,载具特色等级,,,,,9006,1,,,,,,,,65,,,,,,65,,,,,,,,,,,,,1,,,,1,0
1081,载具兑换,用一些道具来换特色载具,3,,,,1081,1,Icon01,UI_Icon_Zhuangban02.png,,OpenVehicleBarterEvent,,,,65,,,,,,,,,,,,,,,,,,,1,,,,1,0
147,双装备,装备双天赋,5,,,,147,1,Icon01,UI_Icon_Yelian_Wuqi.png,,,,,,60,,,,,,,,,,,,,,,,,,,1,,,,1,0
9009,载具性格,载具性格,2,,,,9009,1,Icon_Vehicles01,UI_icon_item_qiqiushu.png,,OpenVehicleEvent,,,,65,,,,,,,,,,,,,,,,,,,1,,,,1,0
9011,载具护符,载具护符,,,,,9011,1,,,,,,,,65,,,,,,,,,,,,,,,,,,,1,,,,1,0
9010,载具技能,载具技能,,,,,9010,1,,,,,,,,65,,,,,,,,,,,,,,,,,,,1,,,,1,0
9012,卡片解封,卡片解封,3,,,,9012,1,Icon01,UI_Icon_Zhuangban02.png,,OpenCardUnsealEvent,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
161,进阶二转,用于功能预告（实际开启不通过表控制）,,,,,161,0,Icon01,UI_Icon_Jineng.png,,,,,60,0,,3006041|3006042|3006043|3006044|3006045|3006046|3006047|3006048|3006049|3006101|3006102,,,,70,Function8_task_name,,16,80,jjez_prefunction_title1,jjez_prefunction_title2,FunctionPreview,UI_FunctionPreview_Text_03.png,UI_FunctionPreview_erjie_02,FunctionBG01,UI_functionOpen_Pic01.png,,1,,,,1,0
103,,,3,,,,103,0,Icon01,UI_Icon_Maoxian.png,Icon_Activity,ActivityEvent,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
9003,,飞行载具,3,,,,9003,0,Icon_Vehicles01,UI_icon_item_qiqiushu.png,,,,,,28,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic08.png,,1,,,,1,0
6070,武器冶炼,当前没有入口,2,,,6000,6000,1,Icon01,UI_Icon_Yelian_Wuqi.png,,SmeltWepSkillEvent,,,,0,,6000800,,,,,,,,,,,,,,,,,0,,,,0,0
6080,防具冶炼,当前没有入口,2,,,6000,6000,1,Icon01,UI_Icon_Yelian_Fangju.png,,SmeltArmorSkillEvent,,,,0,,6000800,,,,,,,,,,,,,,,,,0,,,,0,0
6090,饰品冶炼,当前没有入口,2,,,6000,6000,1,Icon01,UI_Icon_Yelian_Shipin.png,,SmeltAccsSkillEvent,,,,0,,6000800,,,,,,,,,,,,,,,,,0,,,,0,0
