CommoditID,SortID,CommoditName,OfClassList,InitialPrice,SellTax,NormalTax,PriceLimit,Enable,InitialStock,isPreviewed,PerPurchaseLimit,PerSellLimit,IsPublicity,DefaultState,InventoryRefreshType,NeedChangeState,ChangeStateDay,ChangeStateInventory1,ChangeStateInventory2,ShowUpperLimit,OpenSystemLev,PriceType,PublicityPriceType,DayPurchaseLimitDisplay,Fliter,LocalizationArea
4040008,204018,小巴风特卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4050001,205001,苍蝇卡片,205,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4050005,205002,腐尸卡片,205,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4050006,205003,玛勒盗虫卡片,205,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4050002,205004,木乃伊犬卡片,205,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050007,205005,转转蛋卡片,205,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4050004,205006,黑狐卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050003,205007,人鱼士兵卡片,205,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4050008,205008,鬼女卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050012,205009,狂暴野猫卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060007,206001,森灵卡片,206,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060004,206002,魔菇卡片,206,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060001,206003,克瑞米卡片,206,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060003,206004,白鼠卡片,206,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060002,206005,溜溜猴卡片,206,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060006,206006,波波利卡片,206,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060012,206007,毒魔菇卡片,206,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060011,206009,狸猫卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060014,206010,黑蚁卡片,206,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060008,206011,邪骸海盗卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060013,206012,摩卡卡片,206,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060009,206013,气泡虫卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060010,206014,人鱼卡片,206,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060020,206015,妖道卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060026,206016,恶灵卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060015,206017,螳螂卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060017,206018,邪恶箱卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060022,206019,鬼火卡片,206,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060018,206020,杰洛米卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060024,206021,灰森灵卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060027,206022,风魔巫师卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060029,206023,愤怒波波利卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4060030,206024,迅捷螳螂卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4070001,207001,树精卡片,207,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4070004,207002,松鼠卡片,207,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4070011,207003,长老树精卡片,207,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070003,207004,土拨鼠卡片,207,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4070010,207005,绿腐尸卡片,207,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070014,207006,蓝鼠卡片,207,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010032,207007,木乃伊卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010052,207008,赤苍蝇卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060021,207009,将军魔碑卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060023,207010,兽人弓箭手卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060025,207011,犬妖卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070015,207012,狂暴大脚熊卡片,207,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4070019,207013,飞行魔书卡片,207,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4030028,203017,镜妖卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4070020,207014,卡拉特小丑卡片,207,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4010070,201033,贤者虫卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4010071,201034,邪骸浪人卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4030029,203018,邪骸战俘卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4030032,203019,瑞比欧卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4010072,201035,阿修罗狂战士卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4050015,205010,腐尸战俘卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4060032,206025,邪恶使者卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4020021,202013,卷甲虫卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4060033,206026,蝙蝠弓箭手卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4030030,203020,虎蜥人卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4020022,202014,史汀卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4030031,203021,狂暴米诺斯卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4020023,202015,卡利斯格卡片,202,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4060034,206027,幽灵弓箭手卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4050016,205013,XMAS甜饼人卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4070021,207014,邪恶礼盒卡片,207,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4060036,206029,绿饼人卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4010073,201036,魔灵娃娃卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4060005,206030,冰波利卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4040025,204019,朽魔卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4060038,206031,裘卡卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4010075,201037,邪灵魔导士卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4050018,205011,时间守护者卡片,205,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4050019,205012,受到诅咒的箱子卡片,205,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4010076,201038,大古钟卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4010078,201039,猪笼草卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4030035,203023,邪恶向日葵卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4070023,207015,狂暴蜂兵卡片,207,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4010082,206032,卡拉蟹卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4050020,201040,奈吉鸟卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4010084,206030,海星卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4010085,204020,流氓卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4020024,206033,米杜沙卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4050021,201041,邪恶摩艾卡片,205,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4030038,205012,钟乳巨石怪卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4040027,205013,鳄鱼人卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4060040,201038,绿变色龙卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4070026,207016,七彩大嘴鸟,207,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4040028,204021,鸟人哈比卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4060041,206034,沙妖卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4030041,203024,魔羌卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
4030042,203025,七彩飞龙卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,9
140010,702001,初级物理抗性,702,8000,9000,9000,4000=12000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140020,702002,初级魔法抗性,702,8000,9000,9000,4000=12000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140030,702003,初级灵心,702,8000,9000,9000,4000=12000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140040,702004,闪避增强,702,8000,9000,9000,4000=12000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140050,702005,初级生命增强,702,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140340,702051,物理攻击同心,702,800000,9000,9000,500000=1000000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140350,702052,魔法攻击同心,702,800000,9000,9000,500000=1000000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140080,702006,初级暴击增强,702,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140090,702007,初级大体型增伤,702,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140100,702008,初级小体型增伤,702,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140140,702014,初级暴击伤害增强,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140160,702015,异常抵抗,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140170,702016,初级物理伤害增强,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140180,702017,初级魔法伤害增强,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141210,702018,低级攻速连携,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141310,702019,低级伤害浮动,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140360,702020,初级额外生命,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140380,702021,初级伤害减免,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140210,702022,高级大体型增伤,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140220,702023,高级小体型增伤,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140230,702024,高级灵心,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140240,702025,高级物理抗性,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140250,702026,高级魔法抗性,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140270,702028,高级生命增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140370,702053,高级额外生命,702,800000,9000,9000,500000=1000000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140390,702054,高级伤害减免,702,800000,9000,9000,500000=1000000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140300,702031,高级暴击伤害增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140310,702032,高级物理伤害增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140320,702033,高级魔法伤害增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140330,702034,高级暴击增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141250,702035,高级攻速连携,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141320,702036,高级伤害浮动,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
140410,703007,强化闪避,703,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141010,703001,治疗光环,703,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141110,703002,不稳定元素,703,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141120,703003,出场恐吓,703,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141260,703004,迷雾陷阱,703,60000,9000,9000,30000=90000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141280,703005,快速愈合,703,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141130,703008,出场助威,703,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141140,703009,群体治愈,703,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141020,703012,忍耐光环,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141030,703013,冰脉光环,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141040,703014,物理强击光环,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141050,703015,魔法强击光环,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141060,703016,献祭光环,703,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141150,703017,寒冰领域,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141160,703018,火焰领域,703,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141220,703019,力量连携,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141230,703020,敏捷连携,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141240,703021,智力连携,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141270,703022,黑反甲,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141330,703023,复生,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141400,703006,死契恐吓,703,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141410,703010,死契助威,703,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141420,703011,死契疗愈,703,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
141430,703024,死契寒冰领域,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
130140,703056,预留随机宠物蛋（占坑用临时道具，等技能图鉴完成后删除）,703,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142100,704000,暗物质攻击,704,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142020,704001,火箭术,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142030,704002,雷击术,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142150,704003,寒冰脉冲,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142040,704004,地震术,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142070,704005,狂击,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142080,704006,连刺攻击,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142010,704007,力量冲击,704,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142120,704008,智力冲击,704,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142110,704009,敏捷冲击,704,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142050,704011,火球术,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142060,704012,雷爆术,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142090,704013,音速投掷,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142130,704014,战斗祝福,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142140,704015,防御祝福,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142160,704016,念力静默,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142170,704010,巫毒喷雾,704,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142180,704017,怒吼,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
142210,704018,强酸,704,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143140,705001,神圣净化,705,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143030,705002,极致输出,705,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143020,705003,石化术:迟缓,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143100,705004,石化术:禁言,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143120,705005,魅惑,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143130,705006,撕咬,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143040,705008,极致输出Ⅱ,705,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143070,705009,暴风雪,705,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143080,705010,怒雷强击,705,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143090,705011,陨石术,705,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143160,705007,过载,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
143170,705012,调式转换,705,800000,9000,9000,500000=1000000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
90120,701002,疯兔奶糖,701,5000,9000,9000,5000=5000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,9
90100,701003,波利果,701,15000,9000,9000,14250=16500,1,50000,0,5,5,1,2,2,0,7,50,5,99,40,2,101,1,,25
90110,701004,大嘴鸟公仔,701,35000,9000,9000,30000=40000,1,50000,0,2,2,1,2,2,0,7,50,5,99,40,2,101,1,,25
90610,701005,碎裂罗盘I,701,2000,9000,9000,2000=2000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
90620,701006,碎裂罗盘II,701,3000,9000,9000,3000=3000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
90630,701007,碎裂罗盘III,701,5000,9000,9000,5000=5000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
90640,701008,碎裂罗盘IV,701,10000,9000,9000,10000=10000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,25
