MonsterID,ProfessionId,Content
1192,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,将军魔碑:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1193,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,鬼火:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1194,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,鬼女:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1195,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,梦魇:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1197,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,黑蛇:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1199,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,九尾狐:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1210,1000|2000|2101|2201|3000|3101|3201|4000|4101|5000|5101|7000|7101|6000|6101|7201|7211|4201,僵尸:初心者|剑士|骑士|十字军|服事|牧师|武僧|魔法师|巫师|盗贼|刺客|弓箭手|猎人|商人|铁匠|诗人|舞娘|贤者
1220,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,傀儡娃娃:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1222,1000|2000|2101|2201|3000|3101|3201|4000|4101|5000|5101|7000|7101|6000|6101|7201|7211|4201,米洛斯:初心者|剑士|骑士|十字军|服事|牧师|武僧|魔法师|巫师|盗贼|刺客|弓箭手|猎人|商人|铁匠|诗人|舞娘|贤者
1223,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,马尔杜克:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1226,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,毕帝特地龙:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1227,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,灰森灵:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1228,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,毕帝特飞龙:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1229,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,大斧犬妖:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1230,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,榔头犬妖:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1231,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,刺锤犬妖:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1232,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,犬妖弓箭手:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1233,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,狂暴野猫:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1236,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,帕莎纳:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1212,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,恶灵:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1258,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,伞蜥:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1259,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,爆钻伞蜥:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1260,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,梅纳海葵:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1261,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,蓝鼠:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1262,1000|2000|2101|2201|3000|3101|3201|4000|4101|5000|5101|7000|7101|6000|6101|7201|7211|4201,邪骸食人鱼:初心者|剑士|骑士|十字军|服事|牧师|武僧|魔法师|巫师|盗贼|刺客|弓箭手|猎人|商人|铁匠|诗人|舞娘|贤者
1272,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,深海电鳗:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1273,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,酱缸章鱼:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1274,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,赛杜拉:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1275,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,狄奥斯:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1276,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,雪熊:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1277,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,狂暴大脚熊:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1278,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,愤怒波波利:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1279,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,狂暴螳螂:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1280,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,迅捷螳螂:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1282,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,狂暴克瑞米:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1302,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,暗神官:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1303,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,飞行魔书:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1305,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,卡拉特小丑:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1306,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,爱丽丝女仆:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1307,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|5101|5102|7201|7202|7211|7212|4201|4202,贤者虫:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|刺客|十字刺客|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1308,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,邪骸浪人:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1309,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,邪骸战俘:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1310,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,瑞比欧:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1311,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,阿修罗狂战士:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1312,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,腐尸战俘:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1314,2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|7000|7101|7102|6101|6102|7201|7202|7211|7212|4201|4202,卷甲虫:剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|弓箭手|猎人|神射手|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1315,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,蝙蝠弓箭手:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1316,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,虎蜥人:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1317,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,史汀:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1318,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,狂暴米洛斯:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1319,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|7201|7202|7211|7212|4201|4202,卡利斯格:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1502,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,绿饼人:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1503,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,邪恶礼盒:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1504,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,冰波利:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1505,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,玩具士兵:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1510,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,邪灵魔导士:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1511,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,时间守护者:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1512,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,大古钟:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1513,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,裘卡:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
1514,1000|2000|2101|2102|2201|2202|3000|3101|3102|3201|3202|4000|4101|4102|5000|5101|5102|7000|7101|7102|6000|6101|6102|6201|6202|7201|7202|7211|7212|4201|4202,狂暴雪熊:初心者|剑士|骑士|骑士领主|十字军|圣殿十字军|服事|牧师|神官|武僧|武术宗师|魔法师|巫师|超魔导士|盗贼|刺客|十字刺客|弓箭手|猎人|神射手|商人|铁匠|神工匠|炼金术士|创造者|诗人|搞笑艺人|舞娘|冷艳舞姬|贤者|智者
