Id,Name,IsConcealName,Desc,Function,NpcFunctionId,NpcFunctionIdBackup,FunctionIcon,FunctionName,NpcMapIcon,MapIconControl,MapIconWeight,DefaultEquipID,PresentID,Scale,Sex,Icon,Voice,ShowUp,ShowUpInterval,DialogAnim,Prefab,ReNpcId,IsInitialize,NpcType,NPCShowScript,NpcShowTime,NPCScript,NPCRangeCheckScript,NPCRangeCheckCV,NPCAtlas,NPCIcon,IsDynamicNpc,IsSqure,IsDanceNpc,UmbrellaInRain,EntityID,FaceToPlayer,ShowModel,TalkRTOffset,ElfID,AppearBuffs,DisappearBuffs,DisappearTime,NeedTransparent,AppearCommandScript,DisappearCommandScript,,NPCSelectHide,IsFAQImport,IsPathFinding,LocalizationArea
3128,凯玫琳,0,艾尔贝塔码头浇花,花艺爱好者,,,,,,,,0=100233,0=100110,1,1,,123,0=100101,0=2=1,,NPC_F_MeiZiShangRen\Preview\NPC_F_MeiZiShangRen_bandpose,234,1,1,,,0=50=ARBT_yuanding,,,,,,,,,,0,1,0=0.35=0,,,,,,,,,,1,,
3129,园丁,0,艾尔贝塔码头浇花,,,,,,,,,0=100233,0=100110,1,1,,123,0=100101,0=2=1,,NPC_F_MeiZiShangRen\Preview\NPC_F_MeiZiShangRen_bandpose,221,1,1,,,0=50=ARBT_yuanding,,,,,,,,,,0,1,0=0.35=0,,,,,,,,,,,,
3130,园丁,0,艾尔贝塔码头浇花,,,,,,,,,0=100233,0=100110,1,1,,123,0=100101,0=2=1,,NPC_F_MeiZiShangRen\Preview\NPC_F_MeiZiShangRen_bandpose,221,1,1,,,0=50=ARBT_yuanding,,,,,,,,,,0,1,0=0.35=0,,,,,,,,,,,,
3131,园丁,1,出生地花园园丁男,,,,,,,,,0=100235,0=100210,1,0,,123,0=100008,0=2=1,,NPC_M_FeiYangTanZhu\Preview\NPC_M_FeiYangTanZhu_bandpose,240,1,1,,,0=50=ARBT_yuandingnan,,,,,,,,,,0,1,,,,,,,,,,,,,
3132,园丁,1,出生地花园园丁男,,,,,,,,,0=100235,0=100210,1,0,,123,0=100008,0=2=1,,NPC_M_FeiYangTanZhu\Preview\NPC_M_FeiYangTanZhu_bandpose,240,1,1,,,0=50=ARBT_yuandingnan,,,,,,,,,,0,1,,,,,,,,,,,,,
3133,兰德,0,塔乐猫商人,冰激凌商人,,,,,,,,0=100228,0=500017,1,0,,123,,,,NPC_M_TaLeMaoShangRen\Preview\NPC_M_TaLeMaoShangRen_bandpose,225,1,1,,,0=50=ARBT_lande,,,,,,,,,,0,1,,,,,,,,,,,1,,
3134,朗达,0,塔乐猫商人,特产商人,,,,,,,,0=100228,0=500017,1,0,,123,,,,NPC_M_TaLeMaoShangRen\Preview\NPC_M_TaLeMaoShangRen_bandpose,225,1,1,,,0=50=ARBT_katuo,,,,,,,,,,0,1,,,,,,,,,,,1,,
3135,甘希尔德,0,道具商人-Gunnhild,,,,,,,,,0=100003,0=100003,1,1,,123,,,,NPC_F_DaoJuShangRen\Preview\NPC_F_DaoJuShangRen_bandpose,4,1,1,,,0=50=ARBT_ganxierde,,,NpcIcon01,NPC_Daojushangren.png,,,,,,1,1,,,,,,,,,,,1,,
3136,魔力装备机,1,魔力装备机,,3097|3098,,UI_NPC_Bubble_Zhuangbei.png,魔力装备机,UI_map_identification_npc_zhuangbei.png,1,,0=0,0=400011,0.7,1,,,,,,NPC_M_ChouKaJi_04\Preview\NPC_M_ChouKaJi_04_bandpose,,1,1,,,0=1=FunctionNPCmolizhuangbeiji,,,,,,,,,,0,0,,,,,,,,,,,,,
3137,罗布托,0,精炼房罗布托,装备大师,3094,,UI_NPC_Bubble_Duanzao.png,武器锻造,UI_map_identification_npc_duanzao.png,1,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC1046,,,,,,,,,,1,1,,,,,,,,,,,,,
3138,罗必托,0,精炼房罗必托,装备大师,3095,,UI_NPC_Bubble_Duanzao.png,防具锻造,UI_map_identification_npc_duanzao.png,1,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC1047,,,,,,,,,,1,1,,,,,,,,,,,,,
3139,装备助手,0,精炼房装备助手,装备大师,10818|10819,,UI_NPC_Bubble_Duanzao.png,装备助手,UI_map_identification_npc_duanzao.png,1,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC1043,,,,,,,,,,1,1,,,,,,,,,,,,,
3140,斯特朗,0,装备商店门口,防具商人,3020|3021,,UI_NPC_Bubble_Zhuangbeishangren.png,防具商人,UI_map_identification_npc_zhuangbeishangdian.png,,,0=100021,0=100021,1,0,,123,,,,NPC_M_ZhuangBeiShangRen\Preview\NPC_M_ZhuangBeiShangRen_bandpose,21,1,1,,,0=50=ARBT_sitela,,,,,,,,,,1,1,,,,,,,,,,,,,
3141,克乐纳,0,坐骑兑换,,,,UI_NPC_Bubble_Zaiju.png,,,,,0=0,0=100024,1,0,,123,,,,NPC_M_ShanSi\Preview\NPC_M_ShanSi_bandpose,24,1,1,,,0=1=FunctionNPC1081,,,,,,,,,,,,,,,,,,,,,,,,
3142,塞班卡,0,画画的人,艺术家,,,,,,,,0=0,0=800099,1,0,,123,,,,NPC_M_HuaHuaDeRen\Preview\NPC_M_HuaHuaDeRen_bandpose,,1,1,,,0=50=ARBT_saibo,,,NpcIcon01,NPC_M_HuaHuaDeRen.png,,,,,,0,1,0=0.5=0,,,,,,,,,,1,,
3143,猫小友,0,艾尔贝塔附魔,附魔大师,10803|10814,,UI_NPC_Bubble_Fumo.png,装备附魔,UI_map_identification_npc_duanzao.png,1,,0=0,0=100079,1,1,,123,,,,NPC_M_FuMo\Preview\NPC_M_FuMo_bandpose,79,1,1,,,0=1=FunctionNPC1044,,,,,,,,,,1,1,,,,,,,,,,,,,
3144,克里斯,0,艾尔贝塔打洞/插卡,装备大师,10805|10804,,UI_NPC_Bubble_Duanzao.png,打洞/插卡,UI_map_identification_npc_duanzao.png,1,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC1048,,,,,,,,,,1,1,,,,,,,,,,,1,,
3145,克瑞斯,0,艾尔贝塔装备改造,装备改造师,10820|10828,,UI_NPC_Bubble_Duanzao.png,装备改造,UI_map_identification_npc_duanzao.png,1,,0=100172,0=100172,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC_3692,,,,,,,,,,0,1,,,,,,,,,,,,,
3200,梅泰武司,0,朱诺学院NPC,书库守护贤者,,,,,,,,0=100019,0=100210,1,0,,123,,,,NPC_M_LiuMangGongHuiQingBaoRenYuan\Preview\NPC_M_LiuMangGongHuiQingBaoRenYuan_bandpose,97,1,1,,,0=62=mtws,,,,,,,,,,1,1,,,,,,,,,,,,,
3201,豪斯帕沃,0,教堂常态npc,动力室管理员,,,,,,,,0=100286,0=100210,1,0,,123,,,,NPC_M_LiuMangGongHuiQingBaoRenYuan\Preview\NPC_M_LiuMangGongHuiQingBaoRenYuan_bandpose,97,1,1,,,0=62=xiaoma,,,,,,,,,,1,1,,,,,,,,,,,,,
3202,骑士领主,0,剑士进阶二转导师,,,,,,,,,0=100281,0=100021,1,0,,123,,,,NPC_F_XiaoDianShangRen\Preview\NPC_F_XiaoDianShangRen_bandpose,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3203,超魔导士,0,法师进阶二转导师,,,,,,,,,0=2041,0=1041,1,1,,123,,,,NPC_F_XiaoDianShangRen\Preview\NPC_F_XiaoDianShangRen_bandpose,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3204,神官,0,服事进阶二转导师,,,,,,,,,0=2031,0=1031,1,1,,123,,,,NPC_F_XiaoDianShangRen\Preview\NPC_F_XiaoDianShangRen_bandpose,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3205,十字刺客,0,盗贼进阶二转导师,,,,,,,,,0=2050,0=1050,1,0,,123,,,,NPC_F_XiaoDianShangRen\Preview\NPC_F_XiaoDianShangRen_bandpose,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3206,神射手,0,弓手进阶二转导师,,,,,,,,,0=2060,0=100005,1,1,,123,,,,NPC_F_XiaoDianShangRen\Preview\NPC_F_XiaoDianShangRen_bandpose,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3207,神工匠,0,商人进阶二转导师,,,,,,,,,0=100286,0=100021,1,0,,123,,,,NPC_F_XiaoDianShangRen\Preview\NPC_F_XiaoDianShangRen_bandpose,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3208,亚尔薇特,0,乐园团主线,全知女神,,,,,,,,0=0,0=10236,1.6,1,,123,,,,NPC_F_WaErJiLi\Preview\NPC_F_WaErJiLi_bandpose,227,1,1,,,0=62=waerjili,,,,,,,,,,1,1,0=-0.5=-0.99,,,,,,,,,,,,
3209,希格德莉法,0,乐园团主线,胜利女神,,,,,,,,0=0,0=10236,1.4,1,,123,,,,NPC_F_WaErJiLi\Preview\NPC_F_WaErJiLi_bandpose,227,1,1,,,0=62=waerjili,,,,,,,,,,1,1,0=-0.5=-0.99,,,,,,,,,,,,
3210,萝塔,0,乐园团主线,守护女神,,,,,,,,0=0,0=10236,1.4,1,,123,,,,NPC_F_WaErJiLi\Preview\NPC_F_WaErJiLi_bandpose,227,1,1,,,0=62=waerjili,,,,,,,,,,1,1,0=-0.5=-0.99,,,,,,,,,,,,
3211,洁萝露尔,0,乐园团主线,接引女神,,,,,,,,0=0,0=10236,1.4,1,,123,,,,NPC_F_WaErJiLi\Preview\NPC_F_WaErJiLi_bandpose,227,1,1,,,0=62=waerjili,,,,,,,,,,1,1,0=-0.5=-0.99,,,,,,,,,,,,
3212,马赛厄斯,0,巴雷蒙德信徒男白色衣服,,,,,,,,,0=810004,0=810004,1,0,,123,,,,NPC_M_BaLeiMengDeXinTu\Preview\NPC_M_BaLeiMengDeXinTu_bandpose,,1,1,,,0=62=xintu,,,,,,,,,,1,1,,,,,,,,,,,,,
3213,武术宗师,0,武僧进阶二转导师,,,,,,,,,0=1002111,0=610006,1,0,,123,,,,,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3214,圣殿十字军,0,十字军进阶二转,,,,,,,,,0=1100052,0=610017,1,0,,123,,,,NPC_M_LiuMangGongHuiQingBaoRenYuan\Preview\NPC_M_LiuMangGongHuiQingBaoRenYuan_bandpose,538,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3215,创造者,0,炼金术士二转导师,,,,,,,,,0=1120014,0=100021,1,0,,123,,,,NPC_F_XiaoDianShangRen\Preview\NPC_F_XiaoDianShangRen_bandpose,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3216,搞笑艺人,0,诗人进阶二转导师,,,,,,,,,0=1190036,0=690019,1,0,,123,,,,,,1,1,,,0=15=LYT_kaoheguan_shiren,,,,,,,,,,1,1,,,,,,,,,,,,,
3217,冷艳舞姬,0,舞娘进阶二转导师,,,,,,,,,0=1190037,0=690020,1,1,,123,,,,,17603,1,1,,,0=15=LYT_kaoheguan_wuniang,,,,,,,,,,1,1,,,,,,,,,,,,,
3218,智者,0,贤者进阶二转导师,,,,,,,,,0=1190070,0=690032,1,0,,123,,,,NPC_F_XiaoDianShangRen\Preview\NPC_F_XiaoDianShangRen_bandpose,,1,1,,,0=62=waerjili,,,,,,,,,,1,1,,,,,,,,,,,,,
3400,,0,委托面板,,,,,,,,,0=1031,0=1031,1,0,,123,,,,NPC_M_Blackboard\Preview\NPC_M_Blackboard_bandpose,11,1,2,,,0=1104=npc1104,,,,,,,,,,0,1,,,,,,,,,,,,,
3401,剑士工会,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3402,服事工会,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3403,盗贼工会,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3404,弓箭手工会,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3405,远东商会,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3406,骑士团团长,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3407,圣歌教会,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3408,魔法师工会,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3409,商人工会,0,伊甸园任务显示虚拟npc?无任何作用,,,,,,,,,0=0,0=0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
3410,主题副本书本,1,主题副本,,5020|5023,,,,,,,0=0,0=100143,1,0,,123,,,,,20,1,2,,,0=1=FunctionNPC1079,,,,,,,,,,0,1,,,,,,,,,,1,,,
3411,杜丽莎,0,乐园团,乐园团登记官,,,,,,,,0=100029,0=100029,1,1,,123,,,,NPC_F_YouLuo\Preview\NPC_F_YouLuo_bandpose,29,1,1,,,0=15=LYT_dengjiguan,,,,,,,,,,1,1,,,,,,,,,,,1,,
3480,斯特朗,0,装备商店门口,防具商人,3020|3021,,UI_NPC_Bubble_Zhuangbeishangren.png,防具商人,UI_map_identification_npc_zhuangbeishangdian.png,,,0=100021,0=100021,1,0,,123,,,,NPC_M_ZhuangBeiShangRen\Preview\NPC_M_ZhuangBeiShangRen_bandpose,21,1,1,,,0=1=FunctionNPC1036,,,,,,,,,,1,1,,,,,,,,,,,,,
3481,忽克连,0,精炼房忽克连,装备精炼师,10802,,UI_NPC_Bubble_Duanzao.png,装备精炼,UI_map_identification_npc_duanzao.png,1,,0=100172,0=100172,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,0=1001=TESTNPC_hukelian,,0=1=FunctionNPC_3481,,,,,,,,,,0,1,,,,,,,,,,,,,
3482,猫小友,0,精炼房NPC,附魔大师,10803|10814,,UI_NPC_Bubble_Fumo.png,装备附魔,UI_map_identification_npc_duanzao.png,1,,0=0,0=100079,1,1,,123,,,,NPC_M_FuMo\Preview\NPC_M_FuMo_bandpose,79,1,1,,,0=1=FunctionNPC1044,,,,,,,,,,1,1,,,,,,,,,,,,,
3483,克里斯,0,精炼房克里斯,装备大师,10805|10804,,UI_NPC_Bubble_Duanzao.png,打洞/插卡,UI_map_identification_npc_duanzao.png,1,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC1048,,,,,,,,,,1,1,,,,,,,,,,,1,,
3484,罗布托,0,精炼房罗布托,装备大师,3094,,UI_NPC_Bubble_Duanzao.png,武器锻造,UI_map_identification_npc_duanzao.png,1,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC1046,,,,,,,,,,1,1,,,,,,,,,,,,,
3485,罗必托,0,精炼房罗必托,装备大师,3095,,UI_NPC_Bubble_Duanzao.png,防具锻造,UI_map_identification_npc_duanzao.png,1,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC1047,,,,,,,,,,1,1,,,,,,,,,,,,,
3486,装备助手,0,精炼房装备助手,装备大师,10818|10819,,UI_NPC_Bubble_Duanzao.png,装备助手,UI_map_identification_npc_duanzao.png,1,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,1,1,,,0=1=FunctionNPC1043,,,,,,,,,,1,1,,,,,,,,,,,,,
3487,德弗里,1,精炼房配饰精炼,装备大师,,,,,,,,0=100013,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,13,0,1,,,0=1=FunctionNPC1049,,,,,,,,,,1,1,,,,,,,,,,,,,
3510,毕斯库司,0,教堂常态npc,,,,,,,,,0=100232,0=100210,1,0,,123,,,,NPC_M_LiuMangGongHuiQingBaoRenYuan\Preview\NPC_M_LiuMangGongHuiQingBaoRenYuan_bandpose,97,1,1,,,0=41=DJT_bisikusi,,,,,,,,,,1,1,,,,,,,,,,,,,
3511,班波,0,教堂常态npc,神父,,,,,,,,0=0,0=600004,1,0,,123,,,,NPC_M_BanBo\Preview\NPC_M_BanBo_bandpose,320,1,1,,,0=2=npcTEST_wenzhong,,,,,,,,,,1,1,,,,,,,,,,,,,
3512,大主教,0,教堂大主教/找不到该npc,,,,,,,,,0=100069,0=100069,1,1,,123,,,,NPC_F_NaMi\Preview\NPC_F_NaMi_bandpose,64,1,1,,,0=2=npcTEST,,,,,,,,,,1,1,,,,,,,,,,,,,
3513,牧师,0,模板/找不到该npc,,,,,,,,,0=100048,0=100048,1,0,,123,,,,NPC_M_LiuMangGongHuiQingBaoRenYuan\Preview\NPC_M_LiuMangGongHuiQingBaoRenYuan_bandpose,66,1,1,,,0=2=npcTEST_nanfushi,,,,,,,,,,1,1,,,,,,,,,,,,,
3540,帕弥拉,0,服事房服事导师,服事导师,,,,,,,,0=2031,0=2031,1,0,,123,,,,NPC_M_LiuMangGongHuiQingBaoRenYuan\Preview\NPC_M_LiuMangGongHuiQingBaoRenYuan_bandpose,15,1,1,,,0=2=npcTEST_3540,,,,,,,,,,1,1,,,,,,,,,,,,,
3541,席拉,0,服事1转任务用,驱魔神官,,,,,,,,0=2031,0=2031,1,0,,123,,,,NPC_M_LiuMangGongHuiQingBaoRenYuan\Preview\NPC_M_LiuMangGongHuiQingBaoRenYuan_bandpose,15,1,1,,,0=41=DJT_xila,,,,,,,,,,1,1,,,,,,,,,,,1,,
3542,伊欧娜,0,服事1转任务用,大祭司,,,,,,,,0=2031,0=2031,1,0,,123,,,,NPC_M_LiuMangGongHuiQingBaoRenYuan\Preview\NPC_M_LiuMangGongHuiQingBaoRenYuan_bandpose,15,1,1,,,0=41=DJT_yiouna,,,,,,,,,,1,1,,,,,,,,,,,,,
3544,欣诗,0,二转任务服事房服事修女欣诗,修女,,,,,,,,0=100097,0=1031,1,1,,123,,,,NPC_F_XiuNv\Preview\NPC_F_XiuNv_bandpose,54,1,1,,,0=41=DJT_xinshi,,,,,,,,,,1,1,,,,,,,,,,,1,,
3545,汤马斯,0,二转任务服事房服事主教,主教,,,,,,,,0=0,0=100105,1,0,,123,,,,NPC_M_JiSi\Preview\NPC_M_JiSi_bandpose,46,1,1,,,0=41=DJT_tangmasi,,,,,,,,,,1,1,,,,,,,,,,,,,
3546,玛狄妲,0,二转任务服事房服事修女玛狄妲,修女,,,,,,,,0=1031,0=1031,1,1,,123,,,,NPC_F_NaMi\Preview\NPC_F_NaMi_bandpose,54,1,1,,,0=2=npcTEST,,,,,,,,,,1,1,,,,,,,,,,,1,,
3547,鲁帕卡法拉,0,二转任务服事房服事鲁帕卡法拉神父,主教,,,,,,,,0=1030,0=1030,1,0,,123,,,,NPC_F_NaMi\Preview\NPC_F_NaMi_bandpose,46,1,1,,,0=41=DJT_lupaka,,,,,,,,,,1,1,,,,,,,,,,,1,,
3548,攸晤斯克,0,二转任务服事房服事攸晤斯克神父,神父,,,,,,,,0=100098,0=1030,1,0,,123,,,,NPC_F_NaMi\Preview\NPC_F_NaMi_bandpose,46,1,1,0=1041=DJT_sike,,0=41=DJT_sike,,,,,,,,,,1,1,,,,,,,,,,,1,,
3549,拉斯达,0,模板,,,,,,,,,0=1002072,0=600022,1,0,,123,0=110017,0=8=2,,NPC_M_ShanSi\Preview\NPC_M_ShanSi_bandpose,24,1,1,,,0=41=DJT_lasida,,,,,,,,,,1,1,0=0.2=0,,,,,,,,,,1,,
3550,雕像,0,主题副本/找不到该NPC,,5026|5027,,UI_NPC_Bubble_helheim.png,赫尔海姆扰动,,,,0=0,0=100148,1,0,,123,,,,,20,1,1,,,0=1=FunctionNPC3550,,,,,,,,,,0,1,,,,,,,,,,,,,
3551,卡普拉职员,0,打铁房卡普拉职员,,1030|120,,UI_NPC_Bubble_Kapula.png,卡普拉服务,UI_map_identification_npc_kapula.png,1,,0=100001,0=100001,1,1,,123,0=100085,0=8=1,,NPC_F_KaPuLa\Preview\NPC_F_KaPuLa_bandpose,2,1,1,,,0=1=FunctionNPCkapula_pldl,,,,,,,,1,16,,,,,,,,,,,,,,,
3552,卡普拉职员,0,贤者之间卡普拉职员,,1030|120,,UI_NPC_Bubble_Kapula.png,卡普拉服务,UI_map_identification_npc_kapula.png,1,,0=100001,0=100001,1,1,,123,0=100085,0=8=1,,NPC_F_KaPuLa\Preview\NPC_F_KaPuLa_bandpose,2,1,1,,,0=1=FunctionNPCkapula_pldl,,,,,,,,1,16,,,,,,,,,,,,,,,
3570,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3571,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3572,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3573,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3574,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3575,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3576,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3577,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3578,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3579,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3580,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3581,卫兵,0,皇宫装饰NPC,,,,,,,,,0=100002,0=100002,1,0,,123,,,,NPC_M_MenWei\Preview\NPC_M_MenWei_bandpose,1,1,1,0=1001=TESTNPC_huanggong,,0=2=npcTEST_huanggongweibing,,,,,,,,,,1,1,,,,,,,,,,,,,
3600,舞娘,0,主题派对领舞/找不到该npc,领舞者,,,,,,,,0=100200,0=100226,1,1,,123,,,,NPC_F_WuNiang\Preview\NPC_F_WuNiang_bandpose,196,1,1,,,0=2=npcTEST_WN,,,,,,,1,,30541,,,,,,,,,,,,,,,
3601,奥尔,0,纹章兑换npc,纹章收藏家,,2005,UI_NPC_Bubble_Wenzhang.png,纹章兑换,UI_map_identification_npc_wenzhang.png,1,,0=100152,0=100006,1,0,,123,,,,NPC_M_Ailiusi\Preview\NPC_M_Ailiusi_bandpose,129,1,1,,,0=1=FunctionNpcZwdh,,,,,,,,,,0,1,,,,,,,,,,,,,
3602,托海姆,0,普隆德拉酒吧装饰服务生黄色头发,服务生,,,,,,,,0=200009,0=100020,1,0,,123,,,,NPC_M_YanJiuXueZhe\Preview\NPC_M_YanJiuXueZhe_bandpose,265,1,1,0=1059=ZTJB_haituomu,,0=59=ZTJB_chuanchangjiubao,0=10=1003=fuwusheng3,,,,,,,,,1,1,,,,,,,,,,,,,
3603,服务生,1,普隆德拉酒吧装饰服务生金色飞机头,,,,,,,,,0=200010,0=100013,1,0,,123,,,,NPC_M_HuKeLian\Preview\NPC_M_HuKeLian_bandpose,266,1,0,,,0=59=ZTJB_bataijiubao,,,,,,,,,,0,1,,,,,,,,,,,,,
3604,杜生,0,普隆德拉酒吧装饰npc吧台酒保,酒保,,,,,,,,0=0,0=500028,1,0,,123,0=100075,,,NPC_M_JiuBao\Preview\NPC_M_JiuBao_bandpose,232,1,1,,,0=59=ZTJB_jiubao,,,,,,,,,,0,,,,,,,,,,,,,,
3605,兰德娜朵,1,普隆德拉酒吧喝酒路人,,,,,,,,,0=900031,0=500134,1,1,,123,,,,NPC_F_NaMi\Preview\NPC_F_NaMi_bandpose,208,1,1,0=1059=59ZTJB_luren1,,0=59=ZTJB_luren1,,,,,,,,,,0,1,0=0.7=0,,,,,,,,,,,,
3606,西托雷,1,普隆德拉酒吧喝酒路人,,,,,,,,,0=900032,0=500134,1,0,,123,,,,NPC_M_Ailiusi\Preview\NPC_M_Ailiusi_bandpose,209,1,1,0=1002=59ZTJB_luren2,,0=59=ZTJB_luren2,,,,,,,,,,0,1,0=0.7=0,,,,,,,,,,,,
