Id,Title,Sender,SendName,Content,AwardId,MailGroupContent,ExpireTime,IsTemplate,MinBaseLevel,ItemChangeReason,Payment,ImportantMail
1534,超时空争霸赛奖励,22001,,很遗憾，你所在的战队未能在本赛季跨时空争霸赛中有很好的表现，特此鼓励，希望您继续加油,,1500001=4,15,1,,,,
1551,战队群发邮件,0,{0},{0},,,7,1,,,,
1552,天下第一勇者大会晋级资格,22001,,亲爱的冒险者，由于您在本赛季时空模拟战中的优异表现，恭喜你获得了天下第一勇者大会的晋级资格。请在{0}之前创建战队或加入战队积极备战！比赛开始前不足5人的战队及选手将视为弃赛！,,,3,1,,,,
1553,加入战队提醒,22001,,亲爱的冒险者，您已获得天下第一勇者大会的晋级资格，请在{0}之前选择创建战队或加入战队，比赛开始前不足5人的战队及选手将视为弃赛！,,,3,1,,,,
1554,恭喜晋升战队队长,22001,,亲爱的冒险者，由于您在战队中的优异表现，恭喜你被任命为战队队长！,,,3,1,,,,
1555,离开战队通知,22001,,亲爱的冒险者，很遗憾，您被请离了战队！,,,3,1,,,,
1556,天下第一勇者大会晋级资格,22001,,亲爱的冒险者，由于您在本赛季时空决胜赛中的优异表现，恭喜你获得了天下第一勇者大会的晋级资格。祝您在后续比赛中取得更辉煌的成绩！,,,3,1,,,,
2001,时空模拟战本周登陆一次游戏,22001,,"你没有领取""时空模拟战本周登陆一次游戏""的奖励，通过邮件发给你",,1500000=50|1500010=2,7,1,,,,
2002,参与1场时空模拟战,22001,,"你没有领取""参与1场时空模拟战""的奖励，通过邮件发给你",,1500000=100|3024002=2,7,1,,,,
2003,参与5场时空模拟战,22001,,"你没有领取""参与5场时空模拟战""的奖励，通过邮件发给你",,1500000=200|3010133=1,7,1,,,,
2004,获得1场时空模拟战胜利,22001,,"你没有领取""获得1场时空模拟战胜利""的奖励，通过邮件发给你",,1500000=200|3021001=10,7,1,,,,
2005,获得3场时空模拟战胜利,22001,,"你没有领取""获得3场时空模拟战胜利""的奖励，通过邮件发给你",,1500000=300|60660020=1,7,1,,,,
2006,时空模拟战赛季参与总场数到达5场,22001,,"你没有领取""时空模拟战赛季参与总场数到达5场""的奖励，通过邮件发给你",,1500000=50|102=2000,7,1,,,,
2007,时空模拟战赛季参与总场数到达10场,22001,,"你没有领取""时空模拟战赛季参与总场数到达10场""的奖励，通过邮件发给你",,1500000=100|102=4000,7,1,,,,
2008,时空模拟战赛季参与总场数到达25场,22001,,"你没有领取""时空模拟战赛季参与总场数到达25场""的奖励，通过邮件发给你",,1500000=200|3021001=10,7,1,,,,
2009,时空模拟战赛季参与总场数到达50场,22001,,"你没有领取""时空模拟战赛季参与总场数到达50场""的奖励，通过邮件发给你",,1500000=400|3010133=2,7,1,,,,
2010,时空模拟战赛季参与总场数到达80场,22001,,"你没有领取""时空模拟战赛季参与总场数到达80场""的奖励，通过邮件发给你",,1500000=600|3020022=1|1040026=1,7,1,,,,
2011,时空模拟战赛季总胜场到达5场,22001,,"你没有领取""时空模拟战赛季总胜场到达5场""的奖励，通过邮件发给你",,1500000=150|102=6000,7,1,,,,
2012,时空模拟战赛季总胜场到达10场,22001,,"你没有领取""时空模拟战赛季总胜场到达10场""的奖励，通过邮件发给你",,1500000=300|102=10000,7,1,,,,
2013,时空模拟战赛季总胜场到达20场,22001,,"你没有领取""时空模拟战赛季总胜场到达20场""的奖励，通过邮件发给你",,1500000=400|2091166=2,7,1,,,,
2014,时空模拟战赛季总胜场到达40场,22001,,"你没有领取""时空模拟战赛季总胜场到达40场""的奖励，通过邮件发给你",,1500000=600|3024024=1|1041028=1,7,1,,,,
4001,{0}的礼物,0,{0},玩家<color=$$Blue$$>{0}</color>向你赠送了礼物，请查收附件。,,,3,1,,,,
4002,Base经验说明,1022,,冒险家，你的<color=$$Yellow$$>Base等级已达当前服务器等级上限</color>，但你在游戏中继续获得的所有经验仍然会全部积累，<color=$$Yellow$$>等服务器等级上限</color>开放后就能提升等级啦。\n\n点击<a href=ShowServerLevelInfo>【服务器等级】</a>可查看相关介绍和你的“真实等级”。你也可以放慢升级步伐，探索大世界每一个角落的彩蛋，体验解锁<a href=OpenSystem|11405>【魔物图鉴】</a> 、<a href=OpenSystem|11403>【波利观察手册】</a>的乐趣哦！,,,3,1,,,,1
4003,竞拍失败,1022,,你对{0}×{1}的竞价失败，花费的{3}{2}已全额返还。,,,30,1,,,,
4004,竞拍成功,1022,,你对{0}×{1}的竞价成功，总计花费{3}{2}，请在30天内领取邮件附件。,,,30,1,,,,
4005,商会预购,1022,,{0}月{1}日预购的{2}×{3}已经结算完成，很遗憾你预购失败，预购花费的{4}Zeny币已全额返还。,,,30,1,,,,
4006,商会预购,1022,,{0}月{1}日预购的{2}×{3}已经结算完成，恭喜你预购成功，总计花费{4}Zeny币，请在30天内领取邮件附件。,,,30,1,,,,
4007,商会预购,1022,,{0}月{1}日预购的{2}×{3}已经结算完成，恭喜你成功获得{4}×{5}，总计花费{6}Zeny币，余下的{7}Zeny币已全额返还，请在30天内领取邮件附件。,,,30,1,,,,
4008,竞拍成功,1022,,你对{0}×{1}的竞价成功，总计花费{3}{2}，剩余{4}{2}已全额返还，请在30天内领取邮件附件。,,,30,1,,,,
4009,取消竞拍,1022,,你取消了对{0}×{1}的自动出价，花费的{3}{2}已经直接返还到角色账户。,,,30,1,,,,
4010,Job经验满级说明,1022,,亲爱的冒险者，恭喜你晋升到进阶二转Job40级，已达到当前阶段Job上限等级，敬请期待新的上限或新的进阶职业开放！,,,3,1,,,,
20,物品掉落,1021,,背包已经满了，获得的道具暂时存放在邮箱里，请尽快领取！,,,30,1,,,,
21,物品掉落,1021,,背包负重已达上限，获得的道具暂时存放在邮箱里，请尽快领取！,,,30,1,,,,
22,最新一期《卢恩视觉》,1600,,最新一期《卢恩视觉》已经发布！卢恩王国的冒险家们，每天都要光彩照人！,,2040007=1,7,1,35,,,
23,时尚杂志主编出现了！,1023,,时尚杂志主编在{0}出现了！快去找他给你的时尚度打个分吧！,,,1,1,35,,,
5000,时尚评分排名奖励,1600,,恭喜你在本期时尚评分中取得了第{0}名的绝佳成绩！请领取你的奖励！,,2034003=25|2035002=5|101=500000,30,1,35,,,
5001,时尚评分排名奖励,1600,,恭喜你在本期时尚评分中取得了第{0}名的优异成绩！请领取你的奖励！,,2034003=20|2035002=4|101=400000,30,1,35,,,
5002,时尚评分排名奖励,1600,,恭喜你在本期时尚评分中取得了第{0}名的好成绩！请领取你的奖励！,,2034003=15|2035002=3|101=300000,30,1,35,,,
5003,时尚评分排名奖励,1600,,恭喜你在本期时尚评分中取得了第{0}名的好成绩！请领取你的奖励！,,2034003=15|2035002=2|101=200000,30,1,35,,,
5004,时尚评分排名奖励,1600,,恭喜你在本期时尚评分中取得了第{0}名的好成绩！请领取你的奖励！,,2034003=10|2035002=1|101=100000,30,1,35,,,
5101,主题派对获奖,10212,,恭喜您获得主题派对{0}，由于你临时下线，奖励发放至邮件，请您查收。,,,7,1,,,,
5102,烹饪比赛称号奖励,1600,,恭喜您在本次烹饪比赛中取得了第{0}的好成绩，获得了“{1}”荣誉称号！由于您临时下线，称号奖励通过邮件发放，请您查收。,,,7,1,,,,
5103,组织手册个人奖励,6001,,公会组织手册在上周解锁了{0}个目标，您获得以下奖励未及时领取，请查收,,,7,1,,,,
5104,回归活跃奖励领取,1600,,昨天您有部分回归奖励未领取，现在都在这里，请收下~,,,3,1,,,,
5105,回归登录奖励领取,1600,,回归活动期间您有部分回归登录奖励未领取，请收下~,,,3,1,,,,
5106,{0}的回归礼物,0,{0},嗨，最近还好吗，这是送给你的小小心意， 快来找我玩吧。,,,3,1,,,,
5107,回归招募皇室号召奖励,1600,,以下是你未领取的回归招募活动的皇室号召奖励，请收下,,,7,1,,,,
5108,回归招募奖励领取,1600,,以下是招募活动期间您未领取的奖励，请查收,,,7,1,,,,
5109,回归招募奖励领取,1600,,以下是招募活动期间您未领取的奖励，请查收,,,7,1,,,,
5110,彩虹之约道具,1600,,恭喜你和{0}成功缔结了彩虹之约，获得道具{1}*1，您的背包已满，请注意查收,,,7,1,,,,
5111,彩虹之约奖励领取,1600,,以下是您未领取的彩虹之约奖励，请查收,,,7,1,,,,
5112,记忆碎片奖励领取,1600,,以下是记忆碎片期间您未领取的奖励，请查收,,,7,1,,,,
5201,天地树守卫战奖励,1600,,冒险家，感谢你从众多魔物的手中守护了天地树！请领取你忘了领取的奖励！,,,15,1,,,,
6001,公会红包剩余,6001,,你发出的红包没有被大家瓜分完，请领取剩余的{0}铜币。,,,15,1,,,,
1111,公会纪念币奖励未领取邮件,6001,,昨日未领取的纪念币奖励，请及时领取哦！,,2050011=1,15,1,,,,
1112,公会纪念币奖励未领取邮件,6001,,昨日未领取的精致的纪念币奖励，请及时领取哦！,,2050012=1|2050003=1,15,1,,,,
1113,纪念晶石发送,6001,,{0}送了你一份纪念晶石，记得领取哦！,,2050013=1,15,1,,,,
7001,卡普拉贵宾特权开通,1600,,恭喜开通卡普拉贵宾特权！可享有30天贵宾服务！详细特权请在卡普拉贵宾界面查看！贵宾服务可在背包中使用贵宾卡！,,,30,1,,,,
5010,时尚度排行榜排名奖励,1600,,恭喜你在本期时尚度排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于下周四0点结算时刷新，请尽快领取）,,1059004=1,7,1,,,,
5011,时尚度排行榜排名奖励,1600,,恭喜你在本期时尚度排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于下周四0点结算时刷新，请尽快领取）,,1059005=1,7,1,,,,
5012,时尚度排行榜排名奖励,1600,,恭喜你在本期时尚度排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于下周四0点结算时刷新，请尽快领取）,,1059006=1,7,1,,,,
5013,时尚度排行榜排名奖励,1600,,恭喜你在本期时尚度排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于下周四0点结算时刷新，请尽快领取）,,1059007=1,7,1,,,,
5014,载具特色度排行榜排名奖励,1600,,恭喜你在本期载具特色度排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于下周四0点结算时刷新，请尽快领取）,,1059031=1,7,1,,,,
5015,载具特色度排行榜排名奖励,1600,,恭喜你在本期载具特色度排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于下周四0点结算时刷新，请尽快领取）,,1059032=1,7,1,,,,
5016,载具特色度排行榜排名奖励,1600,,恭喜你在本期载具特色度排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于下周四0点结算时刷新，请尽快领取）,,1059033=1,7,1,,,,
5017,载具特色度排行榜排名奖励,1600,,恭喜你在本期载具特色度排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于下周四0点结算时刷新，请尽快领取）,,1059034=1,7,1,,,,
7002,普通返利月卡开通,1600,,恭喜开通普通返利月卡！可享有30天特惠返利！每日刷新后，您可通过邮件领取每日返利，详情请查看返利月卡界面！,,,30,1,,,,
7003,普通返利月卡每日返利,1600,,您的月卡还剩余{0}天，以下是您今日的月卡补给奖励,3800730,,30,1,,,,
7004,超级返利月卡开通,1600,,恭喜开通超级返利月卡！可享有30天特惠返利！每日刷新后，您可通过邮件领取每日返利，详情请查看返利月卡界面！,,,30,1,,,,
7005,超级返利月卡每日返利,1600,,您的月卡还剩余{0}天，以下是您今日的月卡补给奖励,3800740,,30,1,,,,
5020,魔物研究等级排行榜排名奖励,1600,,恭喜你在本期魔物研究等级排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于每日0点结算时刷新，请尽快领取）,,1059011=1,1,1,,,,
5021,魔物研究等级排行榜排名奖励,1600,,恭喜你在本期魔物研究等级排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于每日0点结算时刷新，请尽快领取）,,1059012=1,1,1,,,,
5022,魔物研究等级排行榜排名奖励,1600,,恭喜你在本期魔物研究等级排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于每日0点结算时刷新，请尽快领取）,,1059013=1,1,1,,,,
5023,魔物研究等级排行榜排名奖励,1600,,恭喜你在本期魔物研究等级排行榜中获得了第{0}名，我们为你准备了专属称号奖励！（称号将于每日0点结算时刷新，请尽快领取）,,1059014=1,1,1,,,,
8001,喵喵果实兑换zeny,1600,,冒险家，您消耗了{0}个喵喵果实兑换zeny成功！,,,30,1,,,1,
8002,喵喵果实兑换铜币,1600,,冒险家，您消耗了{0}个喵喵果实兑换铜币成功！,,,30,1,,,1,
7006,卖场购买的道具到货啦！,1600,,您在卖场消费{0}{1}购买的{2}个{3}已经到货啦，请在365天内查收！,,,365,1,,,1,
7007,卖场购买的道具到货啦！,1600,,您在卖场消费{0}{1}购买的{2}个{3}已经到货啦，请在30天内查收！,,,30,1,,,,
7008,购买的道具到货啦！,1600,,您在回归特惠商店消费{0}{1}购买的{2}个{3}已经到货啦，请在365天内查收！,,,365,1,,,1,
7010,购买的商品到货啦！,1600,,您充值的喵果已经到账，请在365天内查收！,,,365,1,,,1,
7011,积分返利未领取奖励,1600,,您在上一期的积分返利活动中还有未领取的返利奖励，请在365天内查收！,,,365,1,,,,
9001,喵喵丰收限时充值返利,1600,,您在喵喵来了限时返利活动中充值的{0}，获得返利{1}喵喵果实，请注意查收，祝您游戏愉快！,,,365,1,,,1,
8000,冒险者欢迎你,1600,,欢迎来到米德加兹大陆开启冒险！以下2个冒险须知，可以帮助你更得心应手哦！\n<color=$$Yellow$$>经验成长加速，</color>经验会根据服务器等级动态调整，不用担心成长会落后哦，详情可查看角色信息界面！\n<color=$$Yellow$$>日常副本加成：</color>日常副本能力动态加成，更轻松的与其他冒险者们一同挑战！\n另外，我们精心为你准备了小礼物，请查收~,,2035002=5|102=3000|101=300000,7,1,,,,
8800,购买的道具到货啦！,1600,,您在萌新特惠商店消费{0}{1}购买的{2}个{3}已经到货啦，请在365天内查收！,,,365,1,,,1,
5301,猫手商队声望奖励,12007,,猫手商队的杰克船长帮您收取了完成全部商船委托的声望奖励，请注意查收~,,,30,1,,,,
5401,博仁斯攻略战排行榜排名奖励,1600,,本期博仁斯攻略战排行榜中，您的名次在1-5名，我们为你准备了专属奖励！,,1059026=1|1040013=1,3,1,,,,
5402,博仁斯攻略战排行榜排名奖励,1600,,本期博仁斯攻略战排行榜中，您的名次在6-50名，我们为你准备了专属奖励！,,1059027=1|1040013=1,3,1,,,,
5403,博仁斯攻略战排行榜排名奖励,1600,,本期博仁斯攻略战排行榜中，您的名次在51-150名，我们为你准备了专属奖励！,,1059028=1|1040013=1,3,1,,,,
5404,博仁斯攻略战排行榜排名奖励,1600,,本期博仁斯攻略战排行榜中，您的名次在151-500名，我们为你准备了专属奖励！,,1059029=1|1040013=1,3,1,,,,
7020,特别版通行证,1600,,恭喜您开通特别版通行证！奖励已发送至您的背包，请注意查收！,,,30,1,,,1,
7021,特别版王牌通行证,1600,,恭喜您开通特别版王牌通行证！奖励已发送至您的背包，请注意查收！,,,30,1,,,1,
7022,特别版通行证,1600,,您购买的特别版通行证，超出限购范围，故无法再次激活。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7023,特别版王牌通行证,1600,,您购买的特别版王牌通行证，超出限购范围，故无法再次激活。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7024,嘉年华补给站,1600,,您在嘉年华补给站购买的礼包已到账，请在365天内查收！,,,365,1,,,1,
7025,嘉年华补给站,1600,,您在嘉年华补给站购买的礼包，超出限购范围，故无法再次获得。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7026,通行证,1600,,您有部分通行证任务已完成但未领取，现已将任务奖励发送，请注意查收，祝您游戏愉快~,,,365,1,,,,
7027,通行证,1600,,您的背包超过上限，有部分通行证任务奖励未领取，请收下奖励，祝您游戏愉快~,,,365,1,,,,
7100,特权签到,1600,,您购买的特权签到，超出限购范围，故无法再次激活。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7101,特权签到开通,1600,,恭喜开通特权签到！活动期间可享有15日特权签到礼！详情请查看15日签到界面！,,,3,1,,,,
7102,特权签到,1600,,特权签到活动已结束，您有部分奖励未领取，请注意查收，祝您游戏愉快~,,,30,1,,,,
7103,特权签到,1600,,您的背包超过上限，有部分特权签到奖励未领取，请收下奖励，祝您游戏愉快~,,,30,1,,,,
5501,万圣尖叫夜【魔物观察】游戏获胜！,60513,,太厉害了！3道题都答对了，收下这份奖励吧！,,,3,1,,,,
5502,万圣尖叫夜【魔物观察】遗憾落败,60513,,非常遗憾，就差一点点。,,,3,1,,,,
5503,万圣尖叫夜【淘气之泉】游戏获胜！,60513,,太厉害了！你完美的躲过了水花的冲击，收下这份奖励吧！,,,3,1,,,,
5504,万圣尖叫夜【淘气之泉】遗憾落败,60513,,非常遗憾，就差一点点。,,,3,1,,,,
5505,万圣尖叫夜【抉择游戏】游戏获胜！,60513,,太厉害了！恭喜你在【抉择游戏】中站到最后，收下这份奖励吧！,,,3,1,,,,
5506,万圣尖叫夜【抉择游戏】遗憾落败,60513,,非常遗憾，就差一点点。,,,3,1,,,,
5507,万圣尖叫夜【幽灵冒险】游戏获胜！,60513,,太厉害了！成功避开了幽灵的追击，收下这份奖励吧！,,,3,1,,,,
5508,万圣尖叫夜【幽灵冒险】遗憾落败,60513,,非常遗憾，就差一点点。,,,3,1,,,,
5509,万圣尖叫夜庆典圆满结束！,60513,,感谢大家的参与！,,,3,1,,,,
5601,雪仗原激战排名奖励,60901,,雪仗原激战排名中，您的名次在1-10名，我们为你准备了专属奖励！,,1041047=1|1040032=1|1059105=1|2091904=12,365,1,,,,
5602,雪仗原激战排名奖励,60901,,雪仗原激战排名中，您的名次在11-50名，我们为你准备了专属奖励！,,1041047=1|1040032=1|1059104=1|2091904=10,365,1,,,,
5603,雪仗原激战排名奖励,60901,,雪仗原激战排名中，您的名次在51-200名，我们为你准备了专属奖励！,,1041047=1|1040032=1|1059104=1|2091904=9,365,1,,,,
5604,雪仗原激战排名奖励,60901,,雪仗原激战排名中，您的名次在201-500名，我们为你准备了专属奖励！,,1041047=1|1040032=1|1059104=1|2091903=8,365,1,,,,
5605,雪仗原激战排名奖励,60901,,雪仗原激战排名中，您的名次在501-998名，我们为你准备了专属奖励！,,1041047=1|1059103=1|2091903=8,365,1,,,,
5606,雪仗原激战排名奖励,60901,,雪仗原激战排名中，您的名次在999-5000名，我们为你准备了专属奖励！,,1041047=1|1059103=1|2091902=8,365,1,,,,
5607,雪波利阶段奖励,60935,,经过冒险家和阿尔什的努力！雪波利终于完成了第1阶段！空闲的时候去看看吧！,,1080115=1|2040028=30,365,1,,,,
5608,雪波利阶段奖励,60935,,经过冒险家和阿尔什的努力！雪波利终于完成了第2阶段！空闲的时候去看看吧！,,1059106=1|2040028=30,365,1,,,,
5609,雪波利阶段奖励,60935,,经过冒险家和阿尔什的努力！雪波利终于完成了第3阶段！空闲的时候去看看吧！,,1030041=1|2040028=30,365,1,,,,
5610,雪波利阶段奖励,60935,,经过冒险家和阿尔什的努力！雪波利终于完成了第4阶段！空闲的时候去看看吧！,,1030042=1|60640050=1,365,1,,,,
5611,雪波利阶段奖励,60935,,经过冒险家和阿尔什的努力！雪波利终于完成了第5阶段！空闲的时候去看看吧！,,1070322=1|60640050=1,365,1,,,,
5621,奶油狂欢节积分榜-森林,61700,,冒险家，您在奶油狂欢节的静谧森林竞技排名中，勇夺第一，我们为你准备了专属奖励！,,1059079=1|90212=2|90050=30,14,1,,,,
5622,奶油狂欢节积分榜-森林,61700,,冒险家，您在奶油狂欢节的静谧森林竞技排名中，勇夺第二，我们为你准备了专属奖励！,,1059079=1|90212=2|90050=25,14,1,,,,
5623,奶油狂欢节积分榜-森林,61700,,冒险家，您在奶油狂欢节的静谧森林竞技排名中，勇夺第三，我们为你准备了专属奖励！,,1059079=1|90212=2|90050=20,14,1,,,,
5624,奶油狂欢节积分榜-森林,61700,,冒险家，在奶油狂欢节的静谧森林竞技排名中，您的名次在4-10名，我们为你准备了专属奖励！,,1059079=1|90212=1|90050=15,14,1,,,,
5625,奶油狂欢节积分榜-森林,61700,,冒险家，在奶油狂欢节的静谧森林竞技排名中，您的名次在11-50名，我们为你准备了专属奖励！,,90210=8|90050=15,14,1,,,,
5626,奶油狂欢节积分榜-森林,61700,,冒险家，在奶油狂欢节的静谧森林竞技排名中，您的名次在51-100名，我们为你准备了专属奖励！,,90210=4|90050=10,14,1,,,,
5627,奶油狂欢节积分榜-森林,61700,,冒险家，在奶油狂欢节的静谧森林竞技排名中，您的名次在101-500名，我们为你准备了专属奖励！,,90210=4|90050=5,14,1,,,,
5628,奶油狂欢节积分榜-森林,61700,,冒险家，在奶油狂欢节的静谧森林竞技排名中，您的名次在501-5000名，我们为你准备了专属奖励！,,90210=1|90050=3,14,1,,,,
5631,奶油狂欢节积分榜-海底,61700,,冒险家，您在奶油狂欢节的海底世界竞技排名中，勇夺第一，我们为你准备了专属奖励！,,1059080=1|90212=2|90050=30,14,1,,,,
5632,奶油狂欢节积分榜-海底,61700,,冒险家，您在奶油狂欢节的海底世界竞技排名中，勇夺第二，我们为你准备了专属奖励！,,1059080=1|90212=2|90050=25,14,1,,,,
5633,奶油狂欢节积分榜-海底,61700,,冒险家，您在奶油狂欢节的海底世界竞技排名中，勇夺第三，我们为你准备了专属奖励！,,1059080=1|90212=2|90050=20,14,1,,,,
5634,奶油狂欢节积分榜-海底,61700,,冒险家，在奶油狂欢节的海底世界竞技排名中，您的名次在4-10名，我们为你准备了专属奖励！,,1059080=1|90212=1|90050=15,14,1,,,,
5635,奶油狂欢节积分榜-海底,61700,,冒险家，在奶油狂欢节的海底世界竞技排名中，您的名次在11-50名，我们为你准备了专属奖励！,,90210=8|90050=15,14,1,,,,
5636,奶油狂欢节积分榜-海底,61700,,冒险家，在奶油狂欢节的海底世界竞技排名中，您的名次在51-100名，我们为你准备了专属奖励！,,90210=4|90050=10,14,1,,,,
5637,奶油狂欢节积分榜-海底,61700,,冒险家，在奶油狂欢节的海底世界竞技排名中，您的名次在101-500名，我们为你准备了专属奖励！,,90210=4|90050=5,14,1,,,,
5638,奶油狂欢节积分榜-海底,61700,,冒险家，在奶油狂欢节的海底世界竞技排名中，您的名次在501-5000名，我们为你准备了专属奖励！,,90210=1|90050=3,14,1,,,,
5641,奶油狂欢节积分榜-工厂,61700,,冒险家，您在奶油狂欢节的玩具工厂竞技排名中，勇夺第一，我们为你准备了专属奖励！,,1059081=1|90212=2|90050=30,14,1,,,,
5642,奶油狂欢节积分榜-工厂,61700,,冒险家，您在奶油狂欢节的玩具工厂竞技排名中，勇夺第二，我们为你准备了专属奖励！,,1059081=1|90212=2|90050=25,14,1,,,,
5643,奶油狂欢节积分榜-工厂,61700,,冒险家，您在奶油狂欢节的玩具工厂竞技排名中，勇夺第三，我们为你准备了专属奖励！,,1059081=1|90212=2|90050=20,14,1,,,,
5644,奶油狂欢节积分榜-工厂,61700,,冒险家，在奶油狂欢节的玩具工厂竞技排名中，您的名次在4-10名，我们为你准备了专属奖励！,,1059081=1|90212=1|90050=15,14,1,,,,
5645,奶油狂欢节积分榜-工厂,61700,,冒险家，在奶油狂欢节的玩具工厂竞技排名中，您的名次在11-50名，我们为你准备了专属奖励！,,90210=8|90050=15,14,1,,,,
5646,奶油狂欢节积分榜-工厂,61700,,冒险家，在奶油狂欢节的玩具工厂竞技排名中，您的名次在51-100名，我们为你准备了专属奖励！,,90210=4|90050=10,14,1,,,,
5647,奶油狂欢节积分榜-工厂,61700,,冒险家，在奶油狂欢节的玩具工厂竞技排名中，您的名次在101-500名，我们为你准备了专属奖励！,,90210=4|90050=5,14,1,,,,
5648,奶油狂欢节积分榜-工厂,61700,,冒险家，在奶油狂欢节的玩具工厂竞技排名中，您的名次在501-5000名，我们为你准备了专属奖励！,,90210=1|90050=3,14,1,,,,
5901,精炼行动排名奖励,1600,,精炼行动排名中，您的名次为第1名，我们为你准备了专属奖励！,,1041033=1|1030024=1|1030025=1|1059082=1,365,1,,,,
5902,精炼行动排名奖励,1600,,精炼行动排名中，您的名次在2-5名，我们为你准备了专属奖励！,,1041032=1|1030022=1|1030023=1|1059082=1,365,1,,,,
5903,精炼行动排名奖励,1600,,精炼行动排名中，您的名次在6-20名，我们为你准备了专属奖励！,,1041031=1|1030020=1|1030021=1|1059082=1,365,1,,,,
5904,精炼行动排名奖励,1600,,精炼行动排名中，您的名次在21-50名，我们为你准备了专属奖励！,,1059082=1,365,1,,,,
7028,卡普拉贵宾特权开通,1600,,您在卡普拉贵宾卡特权开通中，超出限购范围，故无法再次开通。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7029,普通返利月卡开通,1600,,您在普通返利月卡开通中，超出限购范围，故无法再次开通。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7030,超级返利月卡开通,1600,,您在超级返利月卡开通中，超出限购范围，故无法再次开通。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7031,初夏特惠礼,1600,,您在初夏特惠礼购买的礼包已到账，请在365天内查收！,,,365,1,,,1,
7032,初夏特惠礼,1600,,您在初夏特惠礼购买的礼包，超出限购范围，故无法再次获得。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7033,圣诞抽奖,1600,,您在圣诞抽奖购买的礼包已到账，请在365天内查收！,,,365,1,,,1,
3000,新职业福利,1600,,您在新职业福利中有未领取的礼包，现通过邮件发送给您，请您查收,,,30,1,,,,
5701,赫尔海姆挑战竞速奖励,1600,,您在赫尔海姆挑战竞速玩法中获得第1名，真是太厉害了，请收下您的奖励！,,1059043=1|805=1200|102=6000,30,1,,,,
5702,赫尔海姆挑战竞速奖励,1600,,您在赫尔海姆挑战竞速玩法中获得第2-3名，真是太厉害了，请收下您的奖励！,,1059044=1|805=1000|102=5000,30,1,,,,
5703,赫尔海姆挑战竞速奖励,1600,,您在赫尔海姆挑战竞速玩法中获得第4-8名，真是太厉害了，请收下您的奖励！,,1059044=1|805=800|102=4000,30,1,,,,
5704,赫尔海姆挑战竞速奖励,1600,,您在赫尔海姆挑战竞速玩法中获得第9-20名，请再接再厉，请收下您的奖励！,,1059045=1|805=600|102=3000,30,1,,,,
5705,赫尔海姆挑战竞速奖励,1600,,您在赫尔海姆挑战竞速玩法中获得第21-50名，请再接再厉，请收下您的奖励！,,1059045=1|805=500|102=2500,30,1,,,,
7034,春日补给站,1600,,您在春日补给站购买的礼包已到账，请在365天内查收！,,,365,1,,,1,
7035,春日补给站,1600,,您在春日补给站购买的礼包，超出限购范围，故无法再次获得。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7036,爱意抽奖祭小商店,1600,,您在爱意抽奖祭小商店购买的礼包已到账，请在365天内查收！,,,365,1,,,1,
7037,限时礼包,1600,,您在限时礼包购买的物品已到账，请在365天内查收！,,,365,1,,,1,
7038,限时礼包,1600,,您在显示礼包购买的物品，超出限购范围，故无法再次获得。您可以选择领取等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
7039,爱意抽奖祭,1600,,您在爱意抽奖祭购买的礼包已到账，请在365天内查收！,,,365,1,,,1,
7050,超出限购提示,1600,,您购买的{0}，超出限购范围。请联系客服补发等额喵喵果实，或者申诉退款，祝您游戏愉快~,,,365,1,,,1,
60,周年回顾邮件奖励,61670,,冒险者，一周年快乐！感谢您这一年的支持与陪伴，请收下属于您的专属回忆礼包！未来让我们继续携手向前吧！,,2080121=1,30,1,,,,
10001,邪能入侵防守成功,61710,,冒险者，感谢您在邪能入侵活动中的英勇表现，防守成功！请收下您的奖励！,,2091813=1|102=3000,30,1,,,,
