ID,TalkLanguage,AudioPath,TalkTime,Pos,Scale,IsDistinguishSex,LocalizationArea,Area
10182,呵呵……原来你也发现了，这里价值最大的东西并不是什么自然资源，而是这些生物体内的能量元素…… ,event:/CV/Cutscene/CS_100072_04,,,,,,8
10183,你想想，如果这些能量元素提炼出来被人类使用，那就是重要的战略资源……谁？！ ,event:/CV/Cutscene/CS_100072_05,,,,,,8
10184,喔……看来，你的帮手来了，那就一起死吧！ ,event:/CV/Cutscene/CS_100072_06,,,,,,8
10185,你……你原来是个巫师！亚度尼斯是你害死的！ ,event:/CV/Cutscene/CS_100072_07,,,,,,8
10186,不！我可不是普通的巫师！ ,event:/CV/Cutscene/CS_100072_08,,,,,,8
10187,诸神黄昏之时，神庭陷入混战，邪神洛基被奥丁杀死,,,,,,,
10188,洛基立下了灭世的诅咒：奥丁建立的米德加尔德大陆终将被他的后代摧毁,,,,,,,
10189,无数年后，邪神的后代逐渐苏醒……,,,,,,,
10190,暗地里也有人在开始收集神秘力量，危机席卷了米德加兹大陆……,,,,,,,
10191,面对未知的危机，以培养优秀冒险者为宗旨的初心者学院在卢恩王国应运而生,,,,,,,
10192,立志成为冒险者的人们纷纷前往初心者学院，一场全新的冒险之旅，就此拉开了序幕……,,,,,,,
10193,这……哎！这两个家伙果然出事了……,,4,,,,,
10194,他似乎只是昏迷了……,,4,,,,,
10195,啊……尼尔…你没事吧……你是谁？,,4,,,,,
10196,啊，又是这些魔物，快帮我消灭他们,,4,,,,,
10197,可恶的魔物，又来了……啊……,,4,,,,,
10198,我记得尼尔就在前面，请跟我来！,,4,,,,,
10199,魔物……啊……魔物……艾德文……是你们……,,4,,,,,
12900,好险，多亏了你，我们继续往前走吧,,4,,,,,
12901,三角相连，取其中心？,,4,,,,,
12902,嗯？这是什么意思？,,4,,,,,
10200,漂亮的一箭！,,3,,,,,
10201,好久不见啊，小家伙,,3,,,,,
10202,现在得手了，快离开吧！,,3,,,,,
10203,我好像没见过你？过来一下。,,3,,,,,
10204,漂亮的一箭！,,3,,,,,
10205,救救我……,,3,,,,,
10206,谢谢你救了我，现在我要吃了你！,,3,,,,,
10207,真是愚蠢的选择,,3,,,,,
10208,哈哈哈哈！看看我是谁！,,3,,,,,
10209,居然是虎王！溜了溜了……,,3,,,,,
10210,真是滑稽的样子，你的试炼结束了，回去找狩猎之灵吧,,3,,,,,
10211,有趣的家伙……,,3,,,,,
10212,莫拉比：你做的很棒！现在去找公会长吧！,,3,,,,,
10213,过来，事情不是你想的那样……,,3,,,,,
10214,帮帮我，狼要吃了我,,3,0=-0.4=0,,,,
10215,你这么做只是愚蠢……我来告诉你一些自然法则,,3,,,,,
10216,你好狠心！我要吃了你……,,3,,,,,
10217,年轻人，你怎么填火的？,,3,,,,,
10218,可恶的人类，又来挖矿！戳死你！,,3,,,,,
10219,不错，历练得差不多了，是时候开始真正的冒险了！……,,3,,,,,
10220,咦？你不是刚转职的新人吗？在这里傻乎乎的干嘛呢？,,3,,,,,
10221,我已经把你传送到普隆德拉附近，在这里历练吧。你体内的梦魇…我会再找你的！,,3,,,,,
10222,戴上念力手套后，你能感觉到房间内的念力了吧！,,3,,,,,
10223,现在来学习怎么操纵念力，向后退一步，用念力击碎这些花瓶。,,3,,,,,
10224,人类……你怎么又来打扰我们休息……,,3,,,,,
10225,很不幸……拿到另一块伊米尔之心碎片的露克希已经死亡了……,,3,,,,,
10226,你看到的白衣女人……是残影显示的这个女人吗？,,3,,,,,
10227,蚂蚁地狱里非常凶恶，我亲自和你一起去吧！,,3,,,,,
10228,古娜队长被内奸杀害了！大家快来抓住这个罪大恶极的家伙！,,3,,,,,
10229,还记得照片角落里的那个白衣女人吗？,,3,,,,,
10230,真是重大的线索，还是先和巴雷蒙德商议一下对策吧。,,3,,,,,
10231,我的天……这卷发……看起来像死去的古娜？？！！可她不是死了吗?,,4,,,,,
10232,不好……我得赶紧离开这里。,,3,,,,,
10233,拿着这个传送石，捏碎它你就安全了！这里我帮你挡着。,,3,,,,,
10234,这简直是颠倒黑白！气死我了！卢恩王国的高层一定有内鬼！,,3,,,,,
10235,这封信很蹊跷…但拉乐西斯是为我挡刀而死的…还是先去看看。,,5,,,,,
10236,啊……印象中，露克希的遗物也是这样的吊坠。,,4,,,,,
10237,天呐……居然真的是个陷阱，我要赶紧走了。,,3,,,,,
10238,哼哼……还有点本事……我来亲自会会你们！,,3,,,,,
10239,就是这个人！通缉令上的叛国犯！,,3,,,,,
10240,好了……不会有人再伤害你了，拉乐西斯。我们回家。,,4,,,,,
10241,是谁打扰了我的长眠……,,3,,,,,
10242,呀比呀比，要是你答应不当服事了，这东西就归你！,,3,,,,,
10243,真是愚蠢的家伙呢，哈哈哈哈哈哈。,,3,,,,,
10244,凡人，放弃服事的身份，这东西就是你的了……,,3,,,,,
10245,愚蠢的选择……,,3,,,,,
10246,简直是愚不可及,,3,,,,,
10247,这书上写的是对的吗？……还是去实践一下吧。,,3,,,,,
10248,嗯……这就修改完成了，试试给导师看看,,3,,,,,
10249,这论文，写的还有点意思……,,4,,,,,
10250,是谁召唤了我……,,4,0=0.7=0,,,,
10251,兽魂试炼已经开始了，愿你找到属于自己的狩猎之魂……,,4,0=0.7=0,,,,
10252,哈哈哈哈，本王很开心，不打算吃你了，拿着这个苍蝇翅膀逃吧,,4,,,,,
10253,我从暗影中来……为追求自由而生,,3,,,,,
10254,拉乐西斯的声音戛然而止，脸上痛苦的表情浮现出莫名的安详,event:/CV/Cutscene/CS_100028_01,4,,,,,26
10255,仿佛……对他而言，这反而是一种解脱,event:/CV/Cutscene/CS_100028_02,4,,,,,26
10256,稀有的蓝色药水！超强精力恢复！冒险必备！,,4,,,,,
10257,站住，想进普隆德拉大圣堂，得到本大爷的允许了吗？,,4,,,,,
10258,这里就是乐园团了吗？先找人进行登记吧。,,4,,,,,
10259,还好白面具找回来了，先去教堂交给班波吧,,4,,,,,
10260,这件事背后恐怕隐藏着难以想象的内幕……回去问问班波吧。,,4,,,,,
10261,这件事卡努知道！,,3,,,,,
10262,班波看起来遮遮掩掩的，去询问别的圣职看看这红色魔力矿石的用处吧。,,3,,,,,
10263,为了证明诚意，我会公开我所知道的真相……跟我来。,,3,,,,,
10264,跟着我进来吧……,,3,,,,,
10265,礼毕，现在允许检视王子遗体,,3,,,,,
10266,送物资的吗？放这儿吧。等等，你看着面生啊。,,3,,,,,
10267,糟了……你看你背后……复制人跟过来了……,,3,,,,,
10268,别以为你们人多就我就怕了，忘记这拳刃的威力了吗！,event:/CV/Cutscene/CS_100032_01,3,,,,,26
10269,小丫头，好大的口气，给我死！,event:/CV/Cutscene/CS_100032_02,3,,,,,8
10270,…痛…可恶，居然背后伤人！,event:/CV/Cutscene/CS_100032_03,3,,,,,26
10271,得快点解决这帮家伙了！,event:/CV/Cutscene/CS_100032_04,3,,,,,8
10272,………………………………………,,3,,,,,
10273,哼……一帮废物。,event:/CV/Cutscene/CS_100032_06,3,,,,,8
10274,动弹不了了吧！我亲自来了结你！,event:/CV/Cutscene/CS_100032_07,3,,,,,26
10275,卡努，不可以胡闹……快停下。,event:/CV/Cutscene/CS_100033_01,3,,,,,26
10276,啊啊啊……法杖的力量消失了？,event:/CV/Cutscene/CS_100033_02,3,,,,,8
10277,臭小子，你把我们坑惨了，看我教训教训你！,event:/CV/Cutscene/CS_100033_03,3,,,,,26
10278,别忘记你骑士的身份，怎么和小孩子一般计较。,event:/CV/Cutscene/CS_100033_04,3,,,,,8
10279,可是，队长！他把忠实骑士……,event:/CV/Cutscene/CS_100033_05,3,,,,,8
10280,算了……我现在没事了。,event:/CV/Cutscene/CS_100033_06,3,,,,,8
10281,真不好意思……各位骑士大人,event:/CV/Cutscene/CS_100033_07,3,,,,,26
10282,哼！！！都是坏叔叔！,event:/CV/Cutscene/CS_100033_08,3,,,,,26
10283,不过……骑士团接到命令……,event:/CV/Cutscene/CS_100033_09,3,,,,,26
10284,……知道了，我们这就离开,event:/CV/Cutscene/CS_100033_10,3,,,,,26
10285,哼，卡努长大了要把你们统统抓起来。,event:/CV/Cutscene/CS_100033_11,3,,,,,8
10286,当时，希德和蒂奥多在伊米尔之心碎片旁边研究。,event:/CV/Cutscene/CS_100035_01,3,,,,,26
10287,我们3个人正在讨论巴雷蒙德大人关于点亮伊米尔之心的传奇成就……,event:/CV/Cutscene/CS_100035_02,3,,,,,26
10288,突然我感觉附近空气有异样，刚想抬头就听到一声尖锐的爆裂声，接着耀眼的白光瞬间涨满了我的眼睛。,event:/CV/Cutscene/CS_100035_03,3,,,,,26
10289,我们三个本能的用手挡住剧烈白光，那白光释放出巨大的爆炸能量……周围顿时一片狼藉,event:/CV/Cutscene/CS_100035_04,3,,,,,26
10290,蒂奥多和希德两人离白光太近，根本来不及躲闪……完全失去了意识……,event:/CV/Cutscene/CS_100035_05,3,,,,,26
10291,而我在恍惚中看到一个白袍女巫走进来……冷笑着夺走了伊米尔之心碎片！,event:/CV/Cutscene/CS_100035_06,3,,,,,26
10292,哼哼……多管闲事的家伙，死在这里吧！,,3,,,,,
10293,危险！！！,,3,,,,,
10294,（痛苦）啊……,,3,,,,,
10295,古娜，你没事吧！,,3,,,,,
10296,真是不堪一击……小狗们，点心时间到了。,,3,,,,,
10297,可恶！不会让你再伤害古娜队长了！,,3,,,,,
10298,没时间陪你们玩儿了，我还有更重要的事情……,,3,,,,,
10299,站住！,,3,,,,,
10300,天呐……原来古娜只是白女巫的复制人……,event:/CV/Cutscene/CS_100039_01,3,,,,,26
10302,糟了，我们得躲起来,event:/CV/Cutscene/CS_100039_03,3,,,,,26
10303,是谁！敢闯入这里，好大的胆子！,event:/CV/Cutscene/CS_100039_04,3,,,,,26
10304,怎么回事，好像桌子被动过……,event:/CV/Cutscene/CS_100039_05,3,,,,,26
10305,预留,,3,,,,,
10306,糟了，魔力波动太大，引来了魔物，得赶紧消灭掉！,,3,,,,,
10307,我刚才看到骑兵团的人走了，古娜好像还受伤了？怎么回事？,,2.5,,,,,
10308,住手！你们把古娜队长怎么了？,,2.5,,,,,
10309,来人啊！白女巫的帮凶杀掉了古娜队长！,,2.5,,,,,
10310,哇哦，原来你这么会跳舞……这首曲子我也非常喜欢,,2.5,,,,,
10311,我发现了蹊跷的事情……,,3,,,,,
10312,看来海底洞窟有些线索，得先把这个告诉巴雷蒙德……,,3,,,,,
10313,啊！这酒真不错！,,3,,,,,
10314,星泪石怎么同步？去贤者之间打听一下吧……,,3,,,,,
10315,捐赠已经收到，这是，请小心阅读伊米尔之书,,3,,,,,
10316,这里……就是荣誉殿堂，传说中的英灵殿，瓦尔哈拉吗？,,3,,,,,
10317,冒险者，终于又见到你了……,,3,,,,,
10318,我发誓效忠于奥丁，众神之王！,,3,,,,,
10319,嘿，生面孔。需要喝点什么？,event:/CV/Cutscene/CS_100040_01,3,,,,,26
10320,呃……嗯……听说有个厉害的刺客叫……麻略加娜？,event:/CV/Cutscene/CS_100040_02,3,,,1,,24
10321,（口哨）嘿，黎泰伦，这里有人找麻略老大哟~,event:/CV/Cutscene/CS_100040_03,3,,,,,26
10322,预留,,3,,,,,
10323,定下契约吧！在光与暗，念与无的交集中……,,3,,,,,
10324,痛啊……感觉眼睛被点燃了……,,3,0=0.4=0,0.7,,,
10325,感觉到了强烈的瘴气在涌出！,,3,,,,,
10326,已经被转化成了亡灵了……可怜的城主,,3,,,,,
10327,胆大的人类！停止你愚蠢的行径！,,3,,,,,
10328,人类……魔神大人复活需要你的血液……,,3,,,,,
10329,冒险者，我在古城受伤了，可以帮帮我吗？,,4,0=0.4=0,,,,
10330,善良的冒险者啊，再次感谢你的帮助！,,3,,,,,
10331,真的，白骑士很危险，你小心啊，我会去帮你搬救兵的！,,3,,,,,
10332,就是这里了，那里面有我隐藏起来的残破画卷，你打开看看吧,,4,,,,,
10333,就是现在，赶紧启动阵法枢纽！,,3,,,,,
10334,就是这里，那个奇怪的白骑士就在这附近……诶，冒险者，你也在这里,,4,,,,,
10335,诶，前方那个人似乎就是白骑士……,,4,,,,,
10336,走吧，跟我来,,4,,,,,
10337,谁？是谁让我提前出现的？啊……圣光……,,3,,,,,
10338,你……,,2,,,,,
10339,它要逃走，快别让它跑了,,3,,,,,
10400,噫？这里有些人类的脚印？跟过去看看…,,3,,,,,
10401,我的天这么多怪物！,,3,,,,,
10402,小偷站住，别跑！把我的东西放下！,,3,,,,,
10403,救命啊！好多魔物啊！谁来救救我！,,3,,,,,
10404,这里兽人有点多啊。先把兽人赶走，才好使用时光机啊！,,4,,,,,
10405,去村子那边拍点照给科学家研究吧！那边好像风景更好！,,5,,,,,
10406,这里的兽人明显是受到了感染！曾经兽人到底发生了什么？回过去再看看！,,6,,,,,
10407,爸比！快来救你女儿！有大肥凉要次我！！！！,,4,,,,,
10408,哦！天呐！魔物来到村子里了！快来人啊！,,4,,,,,
10409,咦！那不是那本恶魔书？怎么会在这里？！,,3,,,,,
10410,臭狸猫！不要跑！,,3,,,,,
10411,奥瑟尔，快跟我一起逃！,,3,,,,,
10412,不在这里……去那边看看！,,2.5,,,,,
10413,这里也没有……,,2.5,,,,,
10414,啊！找到了！是个亮闪闪的金币吧！,,2.5,,,,,
10415,谢谢你救了我，我现在感觉好多了…,,2.5,,,,,
10416,这竟然是一封萨满给我的邀请函？回到过去问问她有什么事吧！,,6,,,,,
10417,……总觉得你哪里有些古怪？,,3,,,,,
10418,你是冒充的！好大的胆子！,,3,,,,,
10419,现在该去找基德了,,3,,,,,
10420,帮我取回地窖里的恶臭蘑菇，我就帮你把这个宝盒恢复成没打开的样子。,,3,,,,,
10421,你遵守了信条，没有打开盒子，很好！取回地窖的恶臭蘑菇就是你的最终试炼！,,3,,,,,
10422,这里乱糟糟的，先找一个人对暗号试试吧,,3,,,,,
10423,被当成傻子了……那边有个酒鬼，去问问他吧,,3,,,,,
10424,这种酒鬼真的靠谱吗？,,3,,,,,
10425,我们先去安全的地方商量吧,,3,,,,,
10426,拉乐西斯，你的赌债什么时候还？,,3,,,,,
10427,别想跑，兄弟们给我打！,,3,,,,,
10428,看来你还有点能力……我都计划好了，找个安全的地方商量一下对策吧！,,3,,,,,
10429,这些人不对劲！把他们赶走！,,3,,,,,
10430,谢天谢地，你们总算平安把他救出来了,,3,,,,,
10431,好慢，怎么才来？,,3,,,,,
10432,我看到国王向右转弯了,,3,,,,,
10433,照片上居然是舞娘？！不管了，先离开这里再说！,,3,,,,,
10434,你看着眼生啊？小子，过来对个暗号！,,3,,,,,
10435,我们分头逃跑吧，在艾尔贝塔见（暂时不用了会和NPC对话）,,3,,,,,
10436,这不是特修斯家的舞女荔么，她好像在花坛一带卖艺的！（暂时不用了会和NPC对话）,,3,,,,,
10437,我听说有个巫女在斐扬树林里面隐居，她能治疗失忆症！,,3,,,,,
10438,咱们分头行动，海底洞窟见！,,3,,,,,
10439,这里好像隐藏着什么魔法波动，帮我收集一点仪式素材!我来解开这里的秘密,,3,,,,,
10440,骄傲的老鹰在海上筑巢……,,3,,,,,
10441,撑住！我去为你找疗伤的药剂,,3,,,,,
10442,谢谢你……我觉得自己可能快不行了……可不可以陪我说一会话。,,3,,,,,
10443,拉乐西斯？拉乐西斯？你怎么不说话了…,,3,,,,,
10444,目标捕获，目标捕获！准备歼灭目标！,,3,,,,,
10445,你这个卑劣的教国间谍！为了卢恩，为了拉乐西斯！,,3,,,,,
10446,这是……一个吊坠？拉乐西斯…安息吧…,,3,,,,,
10447,启动咒文难道是……那首诗歌？,,3,,,,,
10448,奥瑟尔不是去了密林深处吗？他会不会撞见哥布灵之神呢？,,3,,,,,
10449,请稍等片刻，我这就给你制作面具。,,3,,,,,
10450,一切都跟那个岛有关，看来得去岛上看看了,,3,,,,,
10451,既然库瑞是人类，还是去岸上找当地人打听一下好了！,,3,,,,,
10452,她收到你的花了，安息吧，库瑞,,3,,,,,
10453,那么，我们现在就出发吧！,,3,,,,,
10454,大家都有些累了，在此处扎营休息吧！,,3,,,,,
10455,咦，这是什么？一个笔记本？,,3,,,,,
10456,原来是一个没落贵族爱上牧羊女的故事。继续干活吧！,,3,,,,,
10457,咦，那是谁的衣服？上面有血！,,3,,,,,
10458,这似乎是管家先生的衣服，糟了,,3,,,,,
10459,前面还有血迹，继续跟着血迹走,,3,,,,,
10460,脚印一直进了金字塔，看来管家在金字塔中,,3,,,,,
10461,你们终于来了！快来帮忙除掉这些魔物！,,3,,,,,
10462,啊！我在这里！我被黑狐捉住了！,,3,,,,,
10463,啊！！！救我！！！,,3,,,,,
10464,嘘，先不要惊动木乃伊看看他要干什么...,,3,,,,,
10465,哈哈哈，黑狐给我抓的食物还没到，竟然已经有新鲜的活人送上门来~,,3,,,,,
10466,接下来，请帮我打通墙壁，让月光照进来吧！,,3,,,,,
10467,一群蝼蚁，真好玩！哈哈哈！,,3,,,,,
10468,赫尔女神万岁！人类永远别想阻隔我们与冥界的连接。,,4,,,,,
10469,大家别浪费时间了，我们任务还要进行下去呢！,,3,,,,,
10470,这里有一块破碎的石碑，上面记录着什么呢？,,3,,,,,
10471,这石碑上扭扭曲曲的刻着……葛帔尼亚之痛，到底是什么意思？去问问巫师吧！,,5,,,,,
10472,咦，刚刚没发现那里有个箱子？,,3,,,,,
10473,你在干什么，赶紧回来！,,3,,,,,
10474,什么人！离恶魔之泪远一点！,,3,,,,,
10475,集市这么大，找位摊主打听一下吧！,,3,,,,,
10476,有个很浅的脚印往那边去了！,,3,,,,,
10477,前面有一只躺着的猫咪！似乎是晕了过去！,,3,,,,,
10478,等等，那里有条鱼！,,3,,,,,
10479,好多的小猫咪！,,3,,,,,
10480,这小鱼！似乎是洛里菲摊位的……,,3,,,,,
10481,住手！不要伤害它！,,3,,,,,
10482,他们第一次在海边见面，那天的海风格外柔软,event:/CV/Cutscene/CS_20_01,3,,,,,26
10483,他们一起在夕阳下奔跑，海浪都在为他们而欣喜跳跃,event:/CV/Cutscene/CS_20_02,3,,,,,26
10484,渐渐的他们互生情愫，相约这一生都要在一起,event:/CV/Cutscene/CS_20_03,3,,,,,26
10485,有一天人鱼说要回海底休息，他们只好依依不舍的分离,event:/CV/Cutscene/CS_20_04,3,,,,,26
10486,库瑞寻来了永不凋零的玫瑰，想送给人鱼公主，在岸洞等了好很久很久。,event:/CV/Cutscene/CS_20_05,3,,,,,26
10487,他的目光永远遥望着大海的远方，期待着人鱼公主的归来……,event:/CV/Cutscene/CS_20_06,3,,,,,26
10488,这一等就是一生……他守住了他们的诺言……,event:/CV/Cutscene/CS_20_07,3,,,,,26
10489,可恶！我好不容易积攒的宝贝，就被你这个人类抢去了！,,3,,,,,
10490,这土被翻动过，看来坟被挖了！,,3,,,,,
10491,啊！那是被抓到的魔物学者！,,3,,,,,
10492,我们快去找塞尔特吧！,,3,,,,,
10493,这似乎是过去的淘金者留下的日记，里面记载的内容会和曾经发生的灾难有关吗？,,5,,,,,
10500,根据教会的记录以及守卫的描述，闹鬼地点应该就在中央喷泉的某条小巷中。,,5,,,,,
10501,传闻中的地点应该就是此处，使用相机拍照试一下吧。,,3,,,,,
10502,救……救命啊！！,,2.5,,,,,
10503,快来！你们要找的恶灵就在这里啊！！,,2.5,,,,,
10504,玛……玛丽……啊！快……唔……走！,,5,,,,,
10505,啊啊啊！！好痛！！！,,3,,,,,
10506,玛丽，不……,,2,,,,,
10507,对……不……起……,,2,,,,,
10508,这个南瓜灯有些异常，恶灵可能就藏身在这里！,,3,,,,,
10509,这些烦人的鬼魂，谁来帮帮我……,,3,,,,,
10510,哈哈哈，又有人中陷阱了！,,3,,,,,
10511,计划有变，撤退！,,2,,,,,
10512,我只是想再……见女儿……一面……,,3,,,,,
10513,你在看什么……,,3,,,,,
10514,唔……我这是怎么了？,,3,,,,,
10515,是谁打扰我？！,,3,,,,,
10516,冒险者，我这里有个紧急委托需要你的协助！,,3,,,,,
10517,你们……该死！！,,3,,,,,
10518,你们不要过来啊！！,,3,,,,,
10519,怎么样？调查进展如何？,,3,,,,,
10520,那边的冒险者，能否请你帮一下忙？,,3,,,,,
10521,包围他们！,,2,,,,,
10522,墓穴中的气氛不太对……,,3,,,,,
10523,下面发生了什么事？,,3,,,,,
10524,古城教会近来不太安分，如果有人能深入教会调查的话……,,3,,,,,
10525,住……住手唔……是冒险者……,,3,,,,,
10526,多谢你冒险者，我们要赶快回去向教会汇报了！,,3,,,,,
10527,这……这可怎么办？有谁来帮帮我……,,4,,,,,
10528,根据大家所说的，礼物应该是被周围的魔物捡走了，先去树林中看看吧！,,2,,,,,
10529,你是谁？不要过来啊！！,,2,,,,,
10530,爷爷救命啊！！,,2,,,,,
10531,那边的冒险者，你似乎对我的表演很不满意啊！,,3,,,,,
10532,呜呜呜……好可怕……爷爷你在哪里……,,3,,,,,
10533,冒险者，请住手！,,2,,,,,
10534,听说你在调查教国的行踪？,,3,,,,,
10535,都是些捕风捉影的信息，教国真正的基地究竟在什么地方……,,3,,,,,
10536,冒险者你太不小心了，如果我是敌人，你就再次陷入包围了！,,3,,,,,
10537,那是……露希尔！,,2,,,,,
10538,宝妮邀请我们，那我和奶奶先过去了！,,2,,,,,
10539,这位冒险者，骑士团有个委托需要你的帮助！,,3,,,,,
10540,我们这次成功阻止了教国，拉乐西斯……,,3,,,,,
10541,密林中的营地，应该就是这里！,,3,,,,,
10542,冒险者请等一下，这个孩子快撑不住了！,,4,,,,,
10543,太好了，米雅的状态稳定了！,,3,,,,,
10544,那就是思念草么……不过得先打败这头魔物才行！,,4,,,,,
10545,接下来是黄金叶，根据手记的记载，是在……吉芬旷野！,,4,,,,,
10546,素材已经顺利采集，回炼金术士工会吧。,,4,,,,,
10547,丽芙型贤者之石已经完成，请谨慎使用。,,4,,,,,
10548,前方就有一位杜兰族商人，他或许知道些什么。,,4,,,,,
10549,莱阿娜特在海边等我们，快走吧。,,2,,,,,
10550,救命啊！魔物吃人啦！,,2,,,,,
10551,坚持住，我来了！,,2,,,,,
10552,这里似乎是……克魔岛？,,2,,,,,
10553,小心！周围的魔物涌过来了！,,2,,,,,
10554,这里的地形诡异，我们要尽快找到出路！,,2,,,,,
10555,依诗柯……,,2,,,,,
10556,趁现在，我们快出去！,,2,,,,,
10557,区区海鲜也敢袭击本大爷！统统做成烤串！,,3,,,,,
10558,依诗柯快来，我们在这里！,,2,,,,,
10559,时间差不多了，我们先去舞台做准备吧。,,2,,,,,
10560,精彩的演出，依诗柯你……依诗柯？,,2.5,,,,,
10561,这是……什么地方？先四处调查一下吧。,,3,,,,,
10562,这是遇难者的日记！,,3,,,,,
10563,前方有一头恶灵！,,3,,,,,
10564,终于见到其他人了，你也是被困在这里的？,,3,,,,,
10565,身手还算不赖。,,3,,,,,
10566,你竟敢打我的狗！,,3,,,,,
10567,我们走了这么久，现在这里休息一下吧。,,3.5,,,,,
10568,嘿！我这里有本小说你想看一下吗？,,3.5,,,,,
10569,喂！喂！！你听得到我说话吗？,,3,,,,,
10570,已发现任务目标，动手！,,3,,,,,
10571,没受伤吧？奥利弗你现在的处境很危险，快跟我走！,,5,,,,,
10572,把奥利弗交出来！,,2,,,,,
10573,他们携带的武器是……,,3,,,,,
10574,把这位“朋友”带去林赛那里！,,3,,,,,
10575,林赛先生，还请手下留情！,,3,,,,,
10576,嗯？乌鸦呢？那边是一堆旧报纸？,,3,,,,,
10577,这里就是那间研究所的地址了吧？,,3,,,,,
10578,书中研究所逃出来的人向这个方向离开了，周围会有什么线索吗？,,5,,,,,
10579,默瑟叔叔快住手，这位冒险者不是敌人！,,3,,,,,
10580,菲罗德斯现在不在，四处调查看看吧,,3.5,,,,,
10581,冒险者你在干什么？,,3,,,,,
10582,就是这座小镇，我们去找那个镇民！,,3.5,,,,,
10583,把东西交出来！,,3,,,,,
10584,把出口守住，别让叛徒跑了！,,3.5,,,,,
10585,朱诺城中情况不对，我们先各自返回！,,4,,,,,
10586,大贤者我们来了！,,3,,,,,
10587,企业给大总统留了一份大礼，祝你们好运！,,5,,,,,
10588,搜查一下，看看这些人是什么来历。,,4,,,,,
10589,多谢你带我们找到了这里！,,4,,,,,
10590,污染区就在前方，先把周围的波利清理了！,,3,,,,,
10591,北门那边的波利全都发狂了，据说好多骑士团士兵都受伤了！,,3,,,,,
10592,别打了！我不敢了！,,2,,,,,
10593,就是这些了，你快搬过去吧！,,2.5,,,,,
10594,冒险者你来得正好，快来帮忙！,,2,,,,,
10595,另一边还有一处污染区域需要净化。,,2.5,,,,,
10596,据点暴露了，干掉他！,,2.5,,,,,
10597,把这封密信交给骑士团就行了吧。,,2,,,,,
10598,失落的物资就在前方！,,2,,,,,
10599,救命啊！有没有人来救救我！,,2.5,,,,,
10600,前面好多人啊，发生什么事了？,,2.5,,,,,
10601,请你……不要去打扰她……,,2.5,,,,,
10602,快来啊！快来追我啊~,,3,,,,,
10603,可恶，跑到哪里去了？,,3,,,,,
10604,哈哈哈哈，在这呢在这呢！,,3,,,,,
10605,到底应该怎么做呢……,,3,,,,,
10606,欢迎你回来！冒险家！,,3,,,,,
10607,这附近没有死人遗骨呢，回去问问吧,,3,,,,,
10608,应该就是前面那个人了吧。,,3,,,,,
10609,冒险者你好，很抱歉打扰你工作了，能帮我个忙吗？,,3,,,,,
10610,鬼女消失了……不知道还会不会回来,,3,,,,,
10611,安雅，你已经死了，你都忘记了吗？,event:/CV/Cutscene/CS_15_01,3,,,1,,24
10612,不，我不信！你在胡说！,event:/CV/Cutscene/CS_15_02,3,,,,,26
10613,小雅，你不要这样！,event:/CV/Cutscene/CS_15_03,3,,,,,8
10614,韩信浩！快回来！,event:/CV/Cutscene/CS_15_04,3,,,1,,8
10615,唔……感谢你冒险者，我感觉好多了……,,3,,,,,
10616,嘿！我在这里！,,2,,,,,
10617,坚持住，把这些变异的波利拦下来！,,3,,,,,
10618,冒险者你快回去将这里的情况通知教会！,,3,,,,,
10619,这是……十五年前的新闻！,,3,,,,,
10620,诸位贤者还请不要惊慌，卢恩王室会尊重诸位的意愿。,,3,,,,,
10621,修发兹共和国虽然与卢恩王国比邻，但两者关系并不和睦。,event:/CV/Cutscene/CS_100148_01,5,,,,,8
10622,修发兹共和国以高超的科技水平闻名，其首都朱诺就是一座悬浮在天空之上的城市。,event:/CV/Cutscene/CS_100148_02,5,,,,,8
10623,修发兹虽然名义上由大总统所领导，但是实际上整个国家的权力大部分都被一个名为【雷根贝勒】的企业所掌控。,event:/CV/Cutscene/CS_100148_03,5,,,,,8
10624,其权力之大甚至能左右总统选举，不过近年来新任大总统试图摆脱雷根贝勒控制。,event:/CV/Cutscene/CS_100148_04,5,,,,,8
10625,没有人能逃过企业的眼睛，也没有人能违抗企业的命令！哈哈哈哈……,event:/CV/Cutscene/CS_100149_01,5,,,,,8
10626,啊——救命……,event:/CV/Cutscene/CS_100149_02,5,,,,,8
10627,糟糕！快跟我走！,event:/CV/Cutscene/CS_100149_03,5,,,,,8
10628,阿曼达！！不——！！,event:/CV/Cutscene/CS_100149_04,5,,,,,8
10629,严惩林赛，总统请罪！,event:/CV/Cutscene/CS_100150_01,5,,,,,8
10630,母亲，欢迎回家。,event:/CV/Cutscene/CS_100151_01,5,,,,,8
10631,唔……奥利弗？,event:/CV/Cutscene/CS_100151_02,5,,,,,8
10632,机械竟敢违抗主人的命令！叛徒！全是叛徒！,event:/CV/Cutscene/CS_100151_03,5,,,,,8
10633,母亲，看来我果然还是无法……反、抗、命……运……,event:/CV/Cutscene/CS_100151_04,5,,,,,8
10634,不，奥利弗！是我害了……,event:/CV/Cutscene/CS_100151_05,5,,,,,8
10800,咦？前面好像有什么吵闹声……,,4,,,,,
10801,嘿！冒险者，有什么需要帮忙的吗？,,3,,,,,
10802,冒险者生涯……要开始了,,4,,,,,
10803,乐园团在哪呢？先问问士兵先生吧。,,3,,,,,
10804,站住，把我的包还给我！,,3,,,,,
