ID,BuffId,Concatenate_1,5,10,15,20,25,30,35,40,45,50,55
序号,BuffId,实际使用的配置，玩家加成(世界奇闻),相差5级以内,相差6-10级,相差11-15级,相差16-20级,相差21-25级,相差26-30级,相差31-35级,相差36-40级,相差4145级,相差46-50级,相差51-55级
36,400043001,5=48=3653=65=1983=66=1983|10=48=6866=65=4225=66=4225|15=48=10206=65=6725=66=6725|20=48=18403=65=9483=66=9483|25=48=23419=65=12500=66=12500|30=48=28072=65=15775=66=15775|35=48=43775=65=19308=66=19308|40=48=49682=65=23099=66=23099|45=48=55918=65=27149=66=27149|50=48=61858=65=31458=66=31458|55=48=70212=65=36024=66=36024,5=48=3653=65=1983=66=1983|,10=48=6866=65=4225=66=4225|,15=48=10206=65=6725=66=6725|,20=48=18403=65=9483=66=9483|,25=48=23419=65=12500=66=12500|,30=48=28072=65=15775=66=15775|,35=48=43775=65=19308=66=19308|,40=48=49682=65=23099=66=23099|,45=48=55918=65=27149=66=27149|,50=48=61858=65=31458=66=31458|,55=48=70212=65=36024=66=36024
37,400043001,5=48=3758=65=1915=66=1915|10=48=6900=65=4073=66=4073|15=48=10179=65=6474=66=6474|20=48=18269=65=9118=66=9118|25=48=23016=65=12006=66=12006|30=48=27647=65=15136=66=15136|35=48=43158=65=18510=66=18510|40=48=48847=65=22126=66=22126|45=48=55045=65=25986=66=25986|50=48=60942=65=30088=66=30088|55=48=68925=65=34434=66=34434,5=48=3758=65=1915=66=1915|,10=48=6900=65=4073=66=4073|,15=48=10179=65=6474=66=6474|,20=48=18269=65=9118=66=9118|,25=48=23016=65=12006=66=12006|,30=48=27647=65=15136=66=15136|,35=48=43158=65=18510=66=18510|,40=48=48847=65=22126=66=22126|,45=48=55045=65=25986=66=25986|,50=48=60942=65=30088=66=30088|,55=48=68925=65=34434=66=34434
38,400043001,5=48=3858=65=1851=66=1851|10=48=7145=65=3932=66=3932|15=48=10043=65=6242=66=6242|20=48=19361=65=8781=66=8781|25=48=22634=65=11549=66=11549|30=48=27242=65=14546=66=14546|35=48=42478=65=17773=66=17773|40=48=48805=65=21229=66=21229|45=48=54305=65=24914=66=24914|50=48=61602=65=28828=66=28828|55=48=67976=65=32971=66=32971,5=48=3858=65=1851=66=1851|,10=48=7145=65=3932=66=3932|,15=48=10043=65=6242=66=6242|,20=48=19361=65=8781=66=8781|,25=48=22634=65=11549=66=11549|,30=48=27242=65=14546=66=14546|,35=48=42478=65=17773=66=17773|,40=48=48805=65=21229=66=21229|,45=48=54305=65=24914=66=24914|,50=48=61602=65=28828=66=28828|,55=48=67976=65=32971=66=32971
39,400043001,5=48=3761=65=1792=66=1792|10=48=7239=65=3800=66=3800|15=48=9767=65=6026=66=6026|20=48=19031=65=8467=66=8467|25=48=21901=65=11125=66=11125|30=48=26311=65=14000=66=14000|35=48=41174=65=17091=66=17091|40=48=47174=65=20399=66=20399|45=48=52363=65=23923=66=23923|50=48=59466=65=27663=66=27663|55=48=65573=65=31620=66=31620,5=48=3761=65=1792=66=1792|,10=48=7239=65=3800=66=3800|,15=48=9767=65=6026=66=6026|,20=48=19031=65=8467=66=8467|,25=48=21901=65=11125=66=11125|,30=48=26311=65=14000=66=14000|,35=48=41174=65=17091=66=17091|,40=48=47174=65=20399=66=20399|,45=48=52363=65=23923=66=23923|,50=48=59466=65=27663=66=27663|,55=48=65573=65=31620=66=31620
40,400043001,5=48=1932=65=1736=66=1736|10=48=3984=65=3678=66=3678|15=48=9259=65=5824=66=5824|20=48=12764=65=8176=66=8176|25=48=15703=65=10732=66=10732|30=48=25767=65=13493=66=13493|35=48=29070=65=16458=66=16458|40=48=33571=65=19629=66=19629|45=48=37333=65=23005=66=23005|50=48=42642=65=26585=66=26585|55=48=47076=65=30370=66=30370,5=48=1932=65=1736=66=1736|,10=48=3984=65=3678=66=3678|,15=48=9259=65=5824=66=5824|,20=48=12764=65=8176=66=8176|,25=48=15703=65=10732=66=10732|,30=48=25767=65=13493=66=13493|,35=48=29070=65=16458=66=16458|,40=48=33571=65=19629=66=19629|,45=48=37333=65=23005=66=23005|,50=48=42642=65=26585=66=26585|,55=48=47076=65=30370=66=30370
41,400043001,5=48=1997=65=1684=66=1684|10=48=4072=65=3563=66=3563|15=48=9167=65=5636=66=5636|20=48=12284=65=7903=66=7903|25=48=15176=65=10365=66=10365|30=48=24936=65=13020=66=13020|35=48=28607=65=15870=66=15870|40=48=32483=65=18913=66=18913|45=48=36174=65=22151=66=22151|50=48=41367=65=25583=66=25583|55=48=45702=65=29209=66=29209,5=48=1997=65=1684=66=1684|,10=48=4072=65=3563=66=3563|,15=48=9167=65=5636=66=5636|,20=48=12284=65=7903=66=7903|,25=48=15176=65=10365=66=10365|,30=48=24936=65=13020=66=13020|,35=48=28607=65=15870=66=15870|,40=48=32483=65=18913=66=18913|,45=48=36174=65=22151=66=22151|,50=48=41367=65=25583=66=25583|,55=48=45702=65=29209=66=29209
42,400043001,5=48=1931=65=1635=66=1635|10=48=3947=65=3456=66=3456|15=48=8921=65=5460=66=5460|20=48=11840=65=7649=66=7649|25=48=14687=65=10022=66=10022|30=48=24223=65=12579=66=12579|35=48=27721=65=15321=66=15321|40=48=31532=65=18247=66=18247|45=48=35157=65=21357=66=21357|50=48=40065=65=24651=66=24651|55=48=44249=65=28129=66=28129,5=48=1931=65=1635=66=1635|,10=48=3947=65=3456=66=3456|,15=48=8921=65=5460=66=5460|,20=48=11840=65=7649=66=7649|,25=48=14687=65=10022=66=10022|,30=48=24223=65=12579=66=12579|,35=48=27721=65=15321=66=15321|,40=48=31532=65=18247=66=18247|,45=48=35157=65=21357=66=21357|,50=48=40065=65=24651=66=24651|,55=48=44249=65=28129=66=28129
43,400043001,5=48=2000=65=1590=66=1590|10=48=3764=65=3355=66=3355|15=48=9435=65=5295=66=5295|20=48=11427=65=7410=66=7410|25=48=14231=65=9701=66=9701|30=48=23504=65=12167=66=12167|35=48=27355=65=14808=66=14808|40=48=30702=65=17624=66=17624|45=48=35144=65=20615=66=20615|50=48=39022=65=23781=66=23781|55=48=43010=65=27122=66=27122,5=48=2000=65=1590=66=1590|,10=48=3764=65=3355=66=3355|,15=48=9435=65=5295=66=5295|,20=48=11427=65=7410=66=7410|,25=48=14231=65=9701=66=9701|,30=48=23504=65=12167=66=12167|,35=48=27355=65=14808=66=14808|,40=48=30702=65=17624=66=17624|,45=48=35144=65=20615=66=20615|,50=48=39022=65=23781=66=23781|,55=48=43010=65=27122=66=27122
44,400043001,5=48=2137=65=1546=66=1546|10=48=3691=65=3260=66=3260|15=48=9385=65=5140=66=5140|20=48=11149=65=7186=66=7186|25=48=13860=65=9400=66=9400|30=48=22996=65=11780=66=11780|35=48=26684=65=14327=66=14327|40=48=29874=65=17040=66=17040|45=48=34240=65=19921=66=19921|50=48=37994=65=22968=66=22968|55=48=41798=65=26181=66=26181,5=48=2137=65=1546=66=1546|,10=48=3691=65=3260=66=3260|,15=48=9385=65=5140=66=5140|,20=48=11149=65=7186=66=7186|,25=48=13860=65=9400=66=9400|,30=48=22996=65=11780=66=11780|,35=48=26684=65=14327=66=14327|,40=48=29874=65=17040=66=17040|,45=48=34240=65=19921=66=19921|,50=48=37994=65=22968=66=22968|,55=48=41798=65=26181=66=26181
45,400043001,5=48=1552=65=1505=66=1505|10=48=5541=65=3170=66=3170|15=48=8193=65=4993=66=4993|20=48=10416=65=6976=66=6976|25=48=18028=65=9117=66=9117|30=48=20526=65=11417=66=11417|35=48=23931=65=13876=66=13876|40=48=26776=65=16493=66=16493|45=48=30792=65=19270=66=19270|50=48=34145=65=22205=66=22205|55=48=37689=65=25300=66=25300,5=48=1552=65=1505=66=1505|,10=48=5541=65=3170=66=3170|,15=48=8193=65=4993=66=4993|,20=48=10416=65=6976=66=6976|,25=48=18028=65=9117=66=9117|,30=48=20526=65=11417=66=11417|,35=48=23931=65=13876=66=13876|,40=48=26776=65=16493=66=16493|,45=48=30792=65=19270=66=19270|,50=48=34145=65=22205=66=22205|,55=48=37689=65=25300=66=25300
46,400043001,5=48=1557=65=1466=66=1466|10=48=5379=65=3085=66=3085|15=48=7718=65=4855=66=4855|20=48=9888=65=6777=66=6777|25=48=17210=65=8850=66=8850|30=48=19965=65=11075=66=11075|35=48=22873=65=13451=66=13451|40=48=25642=65=15979=66=15979|45=48=29538=65=18659=66=18659|50=48=32791=65=21490=66=21490|55=48=0=65=0=66=0,5=48=1557=65=1466=66=1466|,10=48=5379=65=3085=66=3085|,15=48=7718=65=4855=66=4855|,20=48=9888=65=6777=66=6777|,25=48=17210=65=8850=66=8850|,30=48=19965=65=11075=66=11075|,35=48=22873=65=13451=66=13451|,40=48=25642=65=15979=66=15979|,45=48=29538=65=18659=66=18659|,50=48=32791=65=21490=66=21490|,55=48=0=65=0=66=0
47,400043001,5=48=1525=65=1430=66=1430|10=48=5287=65=3005=66=3005|15=48=7495=65=4725=66=4725|20=48=9649=65=6589=66=6589|25=48=16863=65=8599=66=8599|30=48=19509=65=10753=66=10753|35=48=22391=65=13052=66=13052|40=48=25134=65=15495=66=15495|45=48=28847=65=18084=66=18084|50=48=32012=65=20817=66=20817|55=48=0=65=0=66=0,5=48=1525=65=1430=66=1430|,10=48=5287=65=3005=66=3005|,15=48=7495=65=4725=66=4725|,20=48=9649=65=6589=66=6589|,25=48=16863=65=8599=66=8599|,30=48=19509=65=10753=66=10753|,35=48=22391=65=13052=66=13052|,40=48=25134=65=15495=66=15495|,45=48=28847=65=18084=66=18084|,50=48=32012=65=20817=66=20817|,55=48=0=65=0=66=0
48,400043001,5=48=1322=65=1395=66=1395|10=48=5575=65=2929=66=2929|15=48=7069=65=4601=66=4601|20=48=9172=65=6412=66=6412|25=48=16126=65=8361=66=8361|30=48=19014=65=10449=66=10449|35=48=21524=65=12675=66=12675|40=48=24855=65=15039=66=15039|45=48=27764=65=17542=66=17542|50=48=30754=65=20184=66=20184|55=48=0=65=0=66=0,5=48=1322=65=1395=66=1395|,10=48=5575=65=2929=66=2929|,15=48=7069=65=4601=66=4601|,20=48=9172=65=6412=66=6412|,25=48=16126=65=8361=66=8361|,30=48=19014=65=10449=66=10449|,35=48=21524=65=12675=66=12675|,40=48=24855=65=15039=66=15039|,45=48=27764=65=17542=66=17542|,50=48=30754=65=20184=66=20184|,55=48=0=65=0=66=0
49,400043001,5=48=1145=65=1362=66=1362|10=48=5344=65=2856=66=2856|15=48=6644=65=4484=66=4484|20=48=8643=65=6244=66=6244|25=48=15379=65=8136=66=8136|30=48=18098=65=10161=66=10161|35=48=20450=65=12318=66=12318|40=48=23669=65=14608=66=14608|45=48=26437=65=17031=66=17031|50=48=29242=65=19586=66=19586|55=48=0=65=0=66=0,5=48=1145=65=1362=66=1362|,10=48=5344=65=2856=66=2856|,15=48=6644=65=4484=66=4484|,20=48=8643=65=6244=66=6244|,25=48=15379=65=8136=66=8136|,30=48=18098=65=10161=66=10161|,35=48=20450=65=12318=66=12318|,40=48=23669=65=14608=66=14608|,45=48=26437=65=17031=66=17031|,50=48=29242=65=19586=66=19586|,55=48=0=65=0=66=0
50,400043001,5=48=3169=65=1330=66=1330|10=48=5276=65=2788=66=2788|15=48=7042=65=4372=66=4372|20=48=13090=65=6084=66=6084|25=48=15075=65=7923=66=7923|30=48=17779=65=9888=66=9888|35=48=20040=65=11981=66=11981|40=48=23230=65=14200=66=14200|45=48=25895=65=16547=66=16547|50=48=28710=65=19021=66=19021|55=48=0=65=0=66=0,5=48=3169=65=1330=66=1330|,10=48=5276=65=2788=66=2788|,15=48=7042=65=4372=66=4372|,20=48=13090=65=6084=66=6084|,25=48=15075=65=7923=66=7923|,30=48=17779=65=9888=66=9888|,35=48=20040=65=11981=66=11981|,40=48=23230=65=14200=66=14200|,45=48=25895=65=16547=66=16547|,50=48=28710=65=19021=66=19021|,55=48=0=65=0=66=0
51,400043001,5=48=3034=65=1300=66=1300|10=48=4891=65=2722=66=2722|15=48=6614=65=4267=66=4267|20=48=12427=65=5933=66=5933|25=48=14614=65=7720=66=7720|30=48=16923=65=9630=66=9630|35=48=19122=65=11661=66=11661|40=48=22215=65=13814=66=13814|45=48=24797=65=16089=66=16089|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=3034=65=1300=66=1300|,10=48=4891=65=2722=66=2722|,15=48=6614=65=4267=66=4267|,20=48=12427=65=5933=66=5933|,25=48=14614=65=7720=66=7720|,30=48=16923=65=9630=66=9630|,35=48=19122=65=11661=66=11661|,40=48=22215=65=13814=66=13814|,45=48=24797=65=16089=66=16089|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
52,400043001,5=48=3000=65=1271=66=1271|10=48=4760=65=2660=66=2660|15=48=6477=65=4166=66=4166|20=48=12229=65=5788=66=5788|25=48=14339=65=7528=66=7528|30=48=16638=65=9384=66=9384|35=48=18824=65=11358=66=11358|40=48=21785=65=13448=66=13448|45=48=24309=65=15655=66=15655|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=3000=65=1271=66=1271|,10=48=4760=65=2660=66=2660|,15=48=6477=65=4166=66=4166|,20=48=12229=65=5788=66=5788|,25=48=14339=65=7528=66=7528|,30=48=16638=65=9384=66=9384|,35=48=18824=65=11358=66=11358|,40=48=21785=65=13448=66=13448|,45=48=24309=65=15655=66=15655|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
53,400043001,5=48=3484=65=1244=66=1244|10=48=4708=65=2601=66=2601|15=48=6432=65=4070=66=4070|20=48=12130=65=5651=66=5651|25=48=14496=65=7345=66=7345|30=48=16553=65=9151=66=9151|35=48=19282=65=11069=66=11069|40=48=21665=65=13100=66=13100|45=48=24115=65=15243=66=15243|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=3484=65=1244=66=1244|,10=48=4708=65=2601=66=2601|,15=48=6432=65=4070=66=4070|,20=48=12130=65=5651=66=5651|,25=48=14496=65=7345=66=7345|,30=48=16553=65=9151=66=9151|,35=48=19282=65=11069=66=11069|,40=48=21665=65=13100=66=13100|,45=48=24115=65=15243=66=15243|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
54,400043001,5=48=3525=65=1218=66=1218|10=48=4617=65=2544=66=2544|15=48=6295=65=3978=66=3978|20=48=11951=65=5520=66=5520|25=48=14234=65=7170=66=7170|30=48=16208=65=8929=66=8929|35=48=18911=65=10795=66=10795|40=48=21235=65=12769=66=12769|45=48=23590=65=14851=66=14851|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=3525=65=1218=66=1218|,10=48=4617=65=2544=66=2544|,15=48=6295=65=3978=66=3978|,20=48=11951=65=5520=66=5520|,25=48=14234=65=7170=66=7170|,30=48=16208=65=8929=66=8929|,35=48=18911=65=10795=66=10795|,40=48=21235=65=12769=66=12769|,45=48=23590=65=14851=66=14851|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
55,400043001,5=48=1378=65=1193=66=1193|10=48=2533=65=2490=66=2490|15=48=6491=65=3890=66=3890|20=48=7789=65=5395=66=5395|25=48=9559=65=7004=66=7004|30=48=11038=65=8717=66=8717|35=48=13126=65=10534=66=10534|40=48=14869=65=12454=66=12454|45=48=16711=65=14479=66=14479|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=1378=65=1193=66=1193|,10=48=2533=65=2490=66=2490|,15=48=6491=65=3890=66=3890|,20=48=7789=65=5395=66=5395|,25=48=9559=65=7004=66=7004|,30=48=11038=65=8717=66=8717|,35=48=13126=65=10534=66=10534|,40=48=14869=65=12454=66=12454|,45=48=16711=65=14479=66=14479|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
56,400043001,5=48=1233=65=1168=66=1168|10=48=2377=65=2438=66=2438|15=48=6237=65=3807=66=3807|20=48=7690=65=5276=66=5276|25=48=9223=65=6845=66=6845|30=48=10683=65=8515=66=8515|35=48=12737=65=10284=66=10284|40=48=14452=65=12154=66=12154|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=1233=65=1168=66=1168|,10=48=2377=65=2438=66=2438|,15=48=6237=65=3807=66=3807|,20=48=7690=65=5276=66=5276|,25=48=9223=65=6845=66=6845|,30=48=10683=65=8515=66=8515|,35=48=12737=65=10284=66=10284|,40=48=14452=65=12154=66=12154|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
57,400043001,5=48=1173=65=1145=66=1145|10=48=2318=65=2388=66=2388|15=48=6153=65=3727=66=3727|20=48=7559=65=5162=66=5162|25=48=9091=65=6694=66=6694|30=48=10549=65=8322=66=8322|35=48=12523=65=10046=66=10046|40=48=14205=65=11868=66=11868|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=1173=65=1145=66=1145|,10=48=2318=65=2388=66=2388|,15=48=6153=65=3727=66=3727|,20=48=7559=65=5162=66=5162|,25=48=9091=65=6694=66=6694|,30=48=10549=65=8322=66=8322|,35=48=12523=65=10046=66=10046|,40=48=14205=65=11868=66=11868|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
58,400043001,5=48=774=65=1123=66=1123|10=48=1864=65=2340=66=2340|15=48=5468=65=3650=66=3650|20=48=6965=65=5052=66=5052|25=48=8266=65=6548=66=6548|30=48=9993=65=8137=66=8137|35=48=11501=65=9819=66=9819|40=48=13050=65=11594=66=11594|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=774=65=1123=66=1123|,10=48=1864=65=2340=66=2340|,15=48=5468=65=3650=66=3650|,20=48=6965=65=5052=66=5052|,25=48=8266=65=6548=66=6548|,30=48=9993=65=8137=66=8137|,35=48=11501=65=9819=66=9819|,40=48=13050=65=11594=66=11594|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
59,400043001,5=48=687=65=1102=66=1102|10=48=1744=65=2294=66=2294|15=48=5307=65=3576=66=3576|20=48=6745=65=4948=66=4948|25=48=7989=65=6409=66=6409|30=48=9692=65=7960=66=7960|35=48=11156=65=9601=66=9601|40=48=12639=65=11332=66=11332|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=687=65=1102=66=1102|,10=48=1744=65=2294=66=2294|,15=48=5307=65=3576=66=3576|,20=48=6745=65=4948=66=4948|,25=48=7989=65=6409=66=6409|,30=48=9692=65=7960=66=7960|,35=48=11156=65=9601=66=9601|,40=48=12639=65=11332=66=11332|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
60,400043001,5=48=939=65=1081=66=1081|10=48=4157=65=2250=66=2250|15=48=5213=65=3505=66=3505|20=48=6653=65=4847=66=4847|25=48=7855=65=6276=66=6276|30=48=9553=65=7791=66=7791|35=48=10970=65=9393=66=9393|40=48=12468=65=11082=66=11082|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=939=65=1081=66=1081|,10=48=4157=65=2250=66=2250|,15=48=5213=65=3505=66=3505|,20=48=6653=65=4847=66=4847|,25=48=7855=65=6276=66=6276|,30=48=9553=65=7791=66=7791|,35=48=10970=65=9393=66=9393|,40=48=12468=65=11082=66=11082|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
61,400043001,5=48=948=65=1062=66=1062|10=48=4151=65=2208=66=2208|15=48=5356=65=3437=66=3437|20=48=6627=65=4751=66=4751|25=48=7839=65=6148=66=6148|30=48=9543=65=7629=66=7629|35=48=10965=65=9194=66=9194|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=948=65=1062=66=1062|,10=48=4151=65=2208=66=2208|,15=48=5356=65=3437=66=3437|,20=48=6627=65=4751=66=4751|,25=48=7839=65=6148=66=6148|,30=48=9543=65=7629=66=7629|,35=48=10965=65=9194=66=9194|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
62,400043001,5=48=957=65=1043=66=1043|10=48=4164=65=2167=66=2167|15=48=5341=65=3372=66=3372|20=48=6622=65=4658=66=4658|25=48=7842=65=6025=66=6025|30=48=9492=65=7473=66=7473|35=48=10900=65=9002=66=9002|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=957=65=1043=66=1043|,10=48=4164=65=2167=66=2167|,15=48=5341=65=3372=66=3372|,20=48=6622=65=4658=66=4658|,25=48=7842=65=6025=66=6025|,30=48=9492=65=7473=66=7473|,35=48=10900=65=9002=66=9002|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
63,400043001,5=48=965=65=1024=66=1024|10=48=4158=65=2127=66=2127|15=48=5483=65=3309=66=3309|20=48=6636=65=4569=66=4569|25=48=8165=65=5907=66=5907|30=48=9501=65=7324=66=7324|35=48=10873=65=8819=66=8819|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=965=65=1024=66=1024|,10=48=4158=65=2127=66=2127|,15=48=5483=65=3309=66=3309|,20=48=6636=65=4569=66=4569|,25=48=8165=65=5907=66=5907|,30=48=9501=65=7324=66=7324|,35=48=10873=65=8819=66=8819|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
64,400043001,5=48=948=65=1007=66=1007|10=48=4144=65=2090=66=2090|15=48=5434=65=3248=66=3248|20=48=6550=65=4483=66=4483|25=48=8078=65=5794=66=5794|30=48=9391=65=7180=66=7180|35=48=10722=65=8642=66=8642|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=948=65=1007=66=1007|,10=48=4144=65=2090=66=2090|,15=48=5434=65=3248=66=3248|,20=48=6550=65=4483=66=4483|,25=48=8078=65=5794=66=5794|,30=48=9391=65=7180=66=7180|,35=48=10722=65=8642=66=8642|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
65,400043001,5=48=2782=65=990=66=990|10=48=3695=65=2053=66=2053|15=48=4939=65=3190=66=3190|20=48=5979=65=4400=66=4400|25=48=7447=65=5684=66=5684|30=48=8672=65=7042=66=7042|35=48=9968=65=8472=66=8472|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=2782=65=990=66=990|,10=48=3695=65=2053=66=2053|,15=48=4939=65=3190=66=3190|,20=48=5979=65=4400=66=4400|,25=48=7447=65=5684=66=5684|,30=48=8672=65=7042=66=7042|,35=48=9968=65=8472=66=8472|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
66,400043001,5=48=2765=65=973=66=973|10=48=3805=65=2018=66=2018|15=48=4903=65=3134=66=3134|20=48=5949=65=4321=66=4321|25=48=7420=65=5579=66=5579|30=48=8648=65=6909=66=6909|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=2765=65=973=66=973|,10=48=3805=65=2018=66=2018|,15=48=4903=65=3134=66=3134|,20=48=5949=65=4321=66=4321|,25=48=7420=65=5579=66=5579|,30=48=8648=65=6909=66=6909|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
67,400043001,5=48=2765=65=957=66=957|10=48=3780=65=1984=66=1984|15=48=4885=65=3079=66=3079|20=48=5937=65=4244=66=4244|25=48=7360=65=5478=66=5478|30=48=8574=65=6780=66=6780|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=2765=65=957=66=957|,10=48=3780=65=1984=66=1984|,15=48=4885=65=3079=66=3079|,20=48=5937=65=4244=66=4244|,25=48=7360=65=5478=66=5478|,30=48=8574=65=6780=66=6780|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
68,400043001,5=48=2750=65=942=66=942|10=48=3891=65=1951=66=1951|15=48=4884=65=3027=66=3027|20=48=6201=65=4170=66=4170|25=48=7352=65=5380=66=5380|30=48=8534=65=6657=66=6657|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=2750=65=942=66=942|,10=48=3891=65=1951=66=1951|,15=48=4884=65=3027=66=3027|,20=48=6201=65=4170=66=4170|,25=48=7352=65=5380=66=5380|,30=48=8534=65=6657=66=6657|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
69,400043001,5=48=2760=65=927=66=927|10=48=3874=65=1919=66=1919|15=48=4837=65=2976=66=2976|20=48=6156=65=4098=66=4098|25=48=7290=65=5285=66=5285|30=48=8440=65=6538=66=6538|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=2760=65=927=66=927|,10=48=3874=65=1919=66=1919|,15=48=4837=65=2976=66=2976|,20=48=6156=65=4098=66=4098|,25=48=7290=65=5285=66=5285|,30=48=8440=65=6538=66=6538|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
70,400043001,5=48=623=65=912=66=912|10=48=1473=65=1888=66=1888|15=48=2184=65=2927=66=2927|20=48=3187=65=4029=66=4029|25=48=4024=65=5194=66=5194|30=48=4909=65=6422=66=6422|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=623=65=912=66=912|,10=48=1473=65=1888=66=1888|,15=48=2184=65=2927=66=2927|,20=48=3187=65=4029=66=4029|,25=48=4024=65=5194=66=5194|,30=48=4909=65=6422=66=6422|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
71,400043001,5=48=712=65=898=66=898|10=48=1463=65=1859=66=1859|15=48=2179=65=2880=66=2880|20=48=3186=65=3962=66=3962|25=48=4027=65=5106=66=5106|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=712=65=898=66=898|,10=48=1463=65=1859=66=1859|,15=48=2179=65=2880=66=2880|,20=48=3186=65=3962=66=3962|,25=48=4027=65=5106=66=5106|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
72,400043001,5=48=694=65=885=66=885|10=48=1450=65=1830=66=1830|15=48=2170=65=2834=66=2834|20=48=3145=65=3898=66=3898|25=48=3975=65=5021=66=5021|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=694=65=885=66=885|,10=48=1450=65=1830=66=1830|,15=48=2170=65=2834=66=2834|,20=48=3145=65=3898=66=3898|,25=48=3975=65=5021=66=5021|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
