Id,MedalId,level,BaseAtttibuteSwordman,BaseAtttibuteAcolyte,BaseAtttibuteMagician,BaseAtttibuteThief,BaseAtttibuteMerchant,BaseAtttibuteArcher,dec,TEXT
ID,勋章Id,等级,剑士（2000）基础属性，每级对应的属性全部枚举,服事（3000）基础属性，每级对应的属性全部枚举,魔法师（4000）基础属性，每级对应的属性全部枚举,刺客（5000）基础属性，每级对应的属性全部枚举,商人（6000）基础属性，每级对应的属性全部枚举,弓箭手（7000）基础属性，每级对应的属性全部枚举,前端专用,策划备注
116,3,36,0=47=0=760|0=66=0=1140,0=47=0=760|0=66=0=1140,0=47=0=760|0=66=0=1140,0=47=0=760|0=66=0=1140,0=47=0=760|0=66=0=1140,0=47=0=760|0=66=0=1140,,生命上限，魔伤加成%
117,3,37,0=47=0=785|0=66=0=1180,0=47=0=785|0=66=0=1180,0=47=0=785|0=66=0=1180,0=47=0=785|0=66=0=1180,0=47=0=785|0=66=0=1180,0=47=0=785|0=66=0=1180,,生命上限，魔伤加成%
118,3,38,0=47=0=810|0=66=0=1220,0=47=0=810|0=66=0=1220,0=47=0=810|0=66=0=1220,0=47=0=810|0=66=0=1220,0=47=0=810|0=66=0=1220,0=47=0=810|0=66=0=1220,,生命上限，魔伤加成%
119,3,39,0=47=0=835|0=66=0=1260,0=47=0=835|0=66=0=1260,0=47=0=835|0=66=0=1260,0=47=0=835|0=66=0=1260,0=47=0=835|0=66=0=1260,0=47=0=835|0=66=0=1260,,生命上限，魔伤加成%
120,3,40,0=47=0=860|0=66=0=1300,0=47=0=860|0=66=0=1300,0=47=0=860|0=66=0=1300,0=47=0=860|0=66=0=1300,0=47=0=860|0=66=0=1300,0=47=0=860|0=66=0=1300,,生命上限，魔伤加成%
121,4,1,0=27=0=5|0=36=0=5,0=27=0=5|0=36=0=5,0=27=0=5|0=36=0=5,0=27=0=5|0=36=0=5,0=27=0=5|0=36=0=5,0=27=0=5|0=36=0=5,,佣兵物理攻击、魔法攻击
122,4,2,0=27=0=10|0=36=0=10,0=27=0=10|0=36=0=10,0=27=0=10|0=36=0=10,0=27=0=10|0=36=0=10,0=27=0=10|0=36=0=10,0=27=0=10|0=36=0=10,,佣兵物理攻击、魔法攻击
123,4,3,0=27=0=15|0=36=0=15,0=27=0=15|0=36=0=15,0=27=0=15|0=36=0=15,0=27=0=15|0=36=0=15,0=27=0=15|0=36=0=15,0=27=0=15|0=36=0=15,,佣兵物理攻击、魔法攻击
124,4,4,0=27=0=20|0=36=0=20,0=27=0=20|0=36=0=20,0=27=0=20|0=36=0=20,0=27=0=20|0=36=0=20,0=27=0=20|0=36=0=20,0=27=0=20|0=36=0=20,,佣兵物理攻击、魔法攻击
125,4,5,0=27=0=25|0=36=0=25,0=27=0=25|0=36=0=25,0=27=0=25|0=36=0=25,0=27=0=25|0=36=0=25,0=27=0=25|0=36=0=25,0=27=0=25|0=36=0=25,,佣兵物理攻击、魔法攻击
126,4,6,0=27=0=30|0=36=0=30,0=27=0=30|0=36=0=30,0=27=0=30|0=36=0=30,0=27=0=30|0=36=0=30,0=27=0=30|0=36=0=30,0=27=0=30|0=36=0=30,,佣兵物理攻击、魔法攻击
127,4,7,0=27=0=35|0=36=0=35,0=27=0=35|0=36=0=35,0=27=0=35|0=36=0=35,0=27=0=35|0=36=0=35,0=27=0=35|0=36=0=35,0=27=0=35|0=36=0=35,,佣兵物理攻击、魔法攻击
128,4,8,0=27=0=40|0=36=0=40,0=27=0=40|0=36=0=40,0=27=0=40|0=36=0=40,0=27=0=40|0=36=0=40,0=27=0=40|0=36=0=40,0=27=0=40|0=36=0=40,,佣兵物理攻击、魔法攻击
129,4,9,0=27=0=45|0=36=0=45,0=27=0=45|0=36=0=45,0=27=0=45|0=36=0=45,0=27=0=45|0=36=0=45,0=27=0=45|0=36=0=45,0=27=0=45|0=36=0=45,,佣兵物理攻击、魔法攻击
130,4,10,0=27=0=50|0=36=0=50,0=27=0=50|0=36=0=50,0=27=0=50|0=36=0=50,0=27=0=50|0=36=0=50,0=27=0=50|0=36=0=50,0=27=0=50|0=36=0=50,,佣兵物理攻击、魔法攻击
131,4,11,0=27=0=55|0=36=0=55,0=27=0=55|0=36=0=55,0=27=0=55|0=36=0=55,0=27=0=55|0=36=0=55,0=27=0=55|0=36=0=55,0=27=0=55|0=36=0=55,,佣兵物理攻击、魔法攻击
132,4,12,0=27=0=60|0=36=0=60,0=27=0=60|0=36=0=60,0=27=0=60|0=36=0=60,0=27=0=60|0=36=0=60,0=27=0=60|0=36=0=60,0=27=0=60|0=36=0=60,,佣兵物理攻击、魔法攻击
133,4,13,0=27=0=65|0=36=0=65,0=27=0=65|0=36=0=65,0=27=0=65|0=36=0=65,0=27=0=65|0=36=0=65,0=27=0=65|0=36=0=65,0=27=0=65|0=36=0=65,,佣兵物理攻击、魔法攻击
134,4,14,0=27=0=70|0=36=0=70,0=27=0=70|0=36=0=70,0=27=0=70|0=36=0=70,0=27=0=70|0=36=0=70,0=27=0=70|0=36=0=70,0=27=0=70|0=36=0=70,,佣兵物理攻击、魔法攻击
135,4,15,0=27=0=75|0=36=0=75,0=27=0=75|0=36=0=75,0=27=0=75|0=36=0=75,0=27=0=75|0=36=0=75,0=27=0=75|0=36=0=75,0=27=0=75|0=36=0=75,,佣兵物理攻击、魔法攻击
136,4,16,0=27=0=80|0=36=0=80,0=27=0=80|0=36=0=80,0=27=0=80|0=36=0=80,0=27=0=80|0=36=0=80,0=27=0=80|0=36=0=80,0=27=0=80|0=36=0=80,,佣兵物理攻击、魔法攻击
137,4,17,0=27=0=85|0=36=0=85,0=27=0=85|0=36=0=85,0=27=0=85|0=36=0=85,0=27=0=85|0=36=0=85,0=27=0=85|0=36=0=85,0=27=0=85|0=36=0=85,,佣兵物理攻击、魔法攻击
138,4,18,0=27=0=90|0=36=0=90,0=27=0=90|0=36=0=90,0=27=0=90|0=36=0=90,0=27=0=90|0=36=0=90,0=27=0=90|0=36=0=90,0=27=0=90|0=36=0=90,,佣兵物理攻击、魔法攻击
139,4,19,0=27=0=95|0=36=0=95,0=27=0=95|0=36=0=95,0=27=0=95|0=36=0=95,0=27=0=95|0=36=0=95,0=27=0=95|0=36=0=95,0=27=0=95|0=36=0=95,,佣兵物理攻击、魔法攻击
140,4,20,0=27=0=100|0=36=0=100,0=27=0=100|0=36=0=100,0=27=0=100|0=36=0=100,0=27=0=100|0=36=0=100,0=27=0=100|0=36=0=100,0=27=0=100|0=36=0=100,,佣兵物理攻击、魔法攻击
141,4,21,0=27=0=107|0=36=0=107,0=27=0=107|0=36=0=107,0=27=0=107|0=36=0=107,0=27=0=107|0=36=0=107,0=27=0=107|0=36=0=107,0=27=0=107|0=36=0=107,,佣兵物理攻击、魔法攻击
142,4,22,0=27=0=114|0=36=0=114,0=27=0=114|0=36=0=114,0=27=0=114|0=36=0=114,0=27=0=114|0=36=0=114,0=27=0=114|0=36=0=114,0=27=0=114|0=36=0=114,,佣兵物理攻击、魔法攻击
143,4,23,0=27=0=121|0=36=0=121,0=27=0=121|0=36=0=121,0=27=0=121|0=36=0=121,0=27=0=121|0=36=0=121,0=27=0=121|0=36=0=121,0=27=0=121|0=36=0=121,,佣兵物理攻击、魔法攻击
144,4,24,0=27=0=128|0=36=0=128,0=27=0=128|0=36=0=128,0=27=0=128|0=36=0=128,0=27=0=128|0=36=0=128,0=27=0=128|0=36=0=128,0=27=0=128|0=36=0=128,,佣兵物理攻击、魔法攻击
145,4,25,0=27=0=135|0=36=0=135,0=27=0=135|0=36=0=135,0=27=0=135|0=36=0=135,0=27=0=135|0=36=0=135,0=27=0=135|0=36=0=135,0=27=0=135|0=36=0=135,,佣兵物理攻击、魔法攻击
146,4,26,0=27=0=142|0=36=0=142,0=27=0=142|0=36=0=142,0=27=0=142|0=36=0=142,0=27=0=142|0=36=0=142,0=27=0=142|0=36=0=142,0=27=0=142|0=36=0=142,,佣兵物理攻击、魔法攻击
147,4,27,0=27=0=149|0=36=0=149,0=27=0=149|0=36=0=149,0=27=0=149|0=36=0=149,0=27=0=149|0=36=0=149,0=27=0=149|0=36=0=149,0=27=0=149|0=36=0=149,,佣兵物理攻击、魔法攻击
148,4,28,0=27=0=156|0=36=0=156,0=27=0=156|0=36=0=156,0=27=0=156|0=36=0=156,0=27=0=156|0=36=0=156,0=27=0=156|0=36=0=156,0=27=0=156|0=36=0=156,,佣兵物理攻击、魔法攻击
149,4,29,0=27=0=163|0=36=0=163,0=27=0=163|0=36=0=163,0=27=0=163|0=36=0=163,0=27=0=163|0=36=0=163,0=27=0=163|0=36=0=163,0=27=0=163|0=36=0=163,,佣兵物理攻击、魔法攻击
150,4,30,0=27=0=170|0=36=0=170,0=27=0=170|0=36=0=170,0=27=0=170|0=36=0=170,0=27=0=170|0=36=0=170,0=27=0=170|0=36=0=170,0=27=0=170|0=36=0=170,,佣兵物理攻击、魔法攻击
151,4,31,0=27=0=177|0=36=0=177,0=27=0=177|0=36=0=177,0=27=0=177|0=36=0=177,0=27=0=177|0=36=0=177,0=27=0=177|0=36=0=177,0=27=0=177|0=36=0=177,,佣兵物理攻击、魔法攻击
152,4,32,0=27=0=184|0=36=0=184,0=27=0=184|0=36=0=184,0=27=0=184|0=36=0=184,0=27=0=184|0=36=0=184,0=27=0=184|0=36=0=184,0=27=0=184|0=36=0=184,,佣兵物理攻击、魔法攻击
153,4,33,0=27=0=191|0=36=0=191,0=27=0=191|0=36=0=191,0=27=0=191|0=36=0=191,0=27=0=191|0=36=0=191,0=27=0=191|0=36=0=191,0=27=0=191|0=36=0=191,,佣兵物理攻击、魔法攻击
154,4,34,0=27=0=198|0=36=0=198,0=27=0=198|0=36=0=198,0=27=0=198|0=36=0=198,0=27=0=198|0=36=0=198,0=27=0=198|0=36=0=198,0=27=0=198|0=36=0=198,,佣兵物理攻击、魔法攻击
155,4,35,0=27=0=205|0=36=0=205,0=27=0=205|0=36=0=205,0=27=0=205|0=36=0=205,0=27=0=205|0=36=0=205,0=27=0=205|0=36=0=205,0=27=0=205|0=36=0=205,,佣兵物理攻击、魔法攻击
156,4,36,0=27=0=212|0=36=0=212,0=27=0=212|0=36=0=212,0=27=0=212|0=36=0=212,0=27=0=212|0=36=0=212,0=27=0=212|0=36=0=212,0=27=0=212|0=36=0=212,,佣兵物理攻击、魔法攻击
157,4,37,0=27=0=219|0=36=0=219,0=27=0=219|0=36=0=219,0=27=0=219|0=36=0=219,0=27=0=219|0=36=0=219,0=27=0=219|0=36=0=219,0=27=0=219|0=36=0=219,,佣兵物理攻击、魔法攻击
158,4,38,0=27=0=226|0=36=0=226,0=27=0=226|0=36=0=226,0=27=0=226|0=36=0=226,0=27=0=226|0=36=0=226,0=27=0=226|0=36=0=226,0=27=0=226|0=36=0=226,,佣兵物理攻击、魔法攻击
159,4,39,0=27=0=233|0=36=0=233,0=27=0=233|0=36=0=233,0=27=0=233|0=36=0=233,0=27=0=233|0=36=0=233,0=27=0=233|0=36=0=233,0=27=0=233|0=36=0=233,,佣兵物理攻击、魔法攻击
160,4,40,0=27=0=240|0=36=0=240,0=27=0=240|0=36=0=240,0=27=0=240|0=36=0=240,0=27=0=240|0=36=0=240,0=27=0=240|0=36=0=240,0=27=0=240|0=36=0=240,,佣兵物理攻击、魔法攻击
161,5,1,0=47=0=50|0=77=0=2,0=47=0=50|0=77=0=2,0=47=0=50|0=77=0=2,0=47=0=50|0=77=0=2,0=47=0=50|0=77=0=2,0=47=0=50|0=77=0=2,,佣兵生命上限、魔法恢复
162,5,2,0=47=0=100|0=77=0=4,0=47=0=100|0=77=0=4,0=47=0=100|0=77=0=4,0=47=0=100|0=77=0=4,0=47=0=100|0=77=0=4,0=47=0=100|0=77=0=4,,佣兵生命上限、魔法恢复
163,5,3,0=47=0=150|0=77=0=6,0=47=0=150|0=77=0=6,0=47=0=150|0=77=0=6,0=47=0=150|0=77=0=6,0=47=0=150|0=77=0=6,0=47=0=150|0=77=0=6,,佣兵生命上限、魔法恢复
164,5,4,0=47=0=200|0=77=0=8,0=47=0=200|0=77=0=8,0=47=0=200|0=77=0=8,0=47=0=200|0=77=0=8,0=47=0=200|0=77=0=8,0=47=0=200|0=77=0=8,,佣兵生命上限、魔法恢复
165,5,5,0=47=0=250|0=77=0=10,0=47=0=250|0=77=0=10,0=47=0=250|0=77=0=10,0=47=0=250|0=77=0=10,0=47=0=250|0=77=0=10,0=47=0=250|0=77=0=10,,佣兵生命上限、魔法恢复
166,5,6,0=47=0=300|0=77=0=12,0=47=0=300|0=77=0=12,0=47=0=300|0=77=0=12,0=47=0=300|0=77=0=12,0=47=0=300|0=77=0=12,0=47=0=300|0=77=0=12,,佣兵生命上限、魔法恢复
167,5,7,0=47=0=350|0=77=0=14,0=47=0=350|0=77=0=14,0=47=0=350|0=77=0=14,0=47=0=350|0=77=0=14,0=47=0=350|0=77=0=14,0=47=0=350|0=77=0=14,,佣兵生命上限、魔法恢复
168,5,8,0=47=0=400|0=77=0=16,0=47=0=400|0=77=0=16,0=47=0=400|0=77=0=16,0=47=0=400|0=77=0=16,0=47=0=400|0=77=0=16,0=47=0=400|0=77=0=16,,佣兵生命上限、魔法恢复
169,5,9,0=47=0=450|0=77=0=18,0=47=0=450|0=77=0=18,0=47=0=450|0=77=0=18,0=47=0=450|0=77=0=18,0=47=0=450|0=77=0=18,0=47=0=450|0=77=0=18,,佣兵生命上限、魔法恢复
170,5,10,0=47=0=500|0=77=0=20,0=47=0=500|0=77=0=20,0=47=0=500|0=77=0=20,0=47=0=500|0=77=0=20,0=47=0=500|0=77=0=20,0=47=0=500|0=77=0=20,,佣兵生命上限、魔法恢复
171,5,11,0=47=0=550|0=77=0=22,0=47=0=550|0=77=0=22,0=47=0=550|0=77=0=22,0=47=0=550|0=77=0=22,0=47=0=550|0=77=0=22,0=47=0=550|0=77=0=22,,佣兵生命上限、魔法恢复
172,5,12,0=47=0=600|0=77=0=24,0=47=0=600|0=77=0=24,0=47=0=600|0=77=0=24,0=47=0=600|0=77=0=24,0=47=0=600|0=77=0=24,0=47=0=600|0=77=0=24,,佣兵生命上限、魔法恢复
173,5,13,0=47=0=650|0=77=0=26,0=47=0=650|0=77=0=26,0=47=0=650|0=77=0=26,0=47=0=650|0=77=0=26,0=47=0=650|0=77=0=26,0=47=0=650|0=77=0=26,,佣兵生命上限、魔法恢复
174,5,14,0=47=0=700|0=77=0=28,0=47=0=700|0=77=0=28,0=47=0=700|0=77=0=28,0=47=0=700|0=77=0=28,0=47=0=700|0=77=0=28,0=47=0=700|0=77=0=28,,佣兵生命上限、魔法恢复
175,5,15,0=47=0=750|0=77=0=30,0=47=0=750|0=77=0=30,0=47=0=750|0=77=0=30,0=47=0=750|0=77=0=30,0=47=0=750|0=77=0=30,0=47=0=750|0=77=0=30,,佣兵生命上限、魔法恢复
176,5,16,0=47=0=800|0=77=0=32,0=47=0=800|0=77=0=32,0=47=0=800|0=77=0=32,0=47=0=800|0=77=0=32,0=47=0=800|0=77=0=32,0=47=0=800|0=77=0=32,,佣兵生命上限、魔法恢复
177,5,17,0=47=0=850|0=77=0=34,0=47=0=850|0=77=0=34,0=47=0=850|0=77=0=34,0=47=0=850|0=77=0=34,0=47=0=850|0=77=0=34,0=47=0=850|0=77=0=34,,佣兵生命上限、魔法恢复
178,5,18,0=47=0=900|0=77=0=36,0=47=0=900|0=77=0=36,0=47=0=900|0=77=0=36,0=47=0=900|0=77=0=36,0=47=0=900|0=77=0=36,0=47=0=900|0=77=0=36,,佣兵生命上限、魔法恢复
179,5,19,0=47=0=950|0=77=0=38,0=47=0=950|0=77=0=38,0=47=0=950|0=77=0=38,0=47=0=950|0=77=0=38,0=47=0=950|0=77=0=38,0=47=0=950|0=77=0=38,,佣兵生命上限、魔法恢复
180,5,20,0=47=0=1000|0=77=0=40,0=47=0=1000|0=77=0=40,0=47=0=1000|0=77=0=40,0=47=0=1000|0=77=0=40,0=47=0=1000|0=77=0=40,0=47=0=1000|0=77=0=40,,佣兵生命上限、魔法恢复
181,5,21,0=47=0=1070|0=77=0=44,0=47=0=1070|0=77=0=44,0=47=0=1070|0=77=0=44,0=47=0=1070|0=77=0=44,0=47=0=1070|0=77=0=44,0=47=0=1070|0=77=0=44,,佣兵生命上限、魔法恢复
182,5,22,0=47=0=1140|0=77=0=48,0=47=0=1140|0=77=0=48,0=47=0=1140|0=77=0=48,0=47=0=1140|0=77=0=48,0=47=0=1140|0=77=0=48,0=47=0=1140|0=77=0=48,,佣兵生命上限、魔法恢复
183,5,23,0=47=0=1210|0=77=0=52,0=47=0=1210|0=77=0=52,0=47=0=1210|0=77=0=52,0=47=0=1210|0=77=0=52,0=47=0=1210|0=77=0=52,0=47=0=1210|0=77=0=52,,佣兵生命上限、魔法恢复
184,5,24,0=47=0=1280|0=77=0=56,0=47=0=1280|0=77=0=56,0=47=0=1280|0=77=0=56,0=47=0=1280|0=77=0=56,0=47=0=1280|0=77=0=56,0=47=0=1280|0=77=0=56,,佣兵生命上限、魔法恢复
185,5,25,0=47=0=1350|0=77=0=60,0=47=0=1350|0=77=0=60,0=47=0=1350|0=77=0=60,0=47=0=1350|0=77=0=60,0=47=0=1350|0=77=0=60,0=47=0=1350|0=77=0=60,,佣兵生命上限、魔法恢复
186,5,26,0=47=0=1420|0=77=0=64,0=47=0=1420|0=77=0=64,0=47=0=1420|0=77=0=64,0=47=0=1420|0=77=0=64,0=47=0=1420|0=77=0=64,0=47=0=1420|0=77=0=64,,佣兵生命上限、魔法恢复
187,5,27,0=47=0=1490|0=77=0=68,0=47=0=1490|0=77=0=68,0=47=0=1490|0=77=0=68,0=47=0=1490|0=77=0=68,0=47=0=1490|0=77=0=68,0=47=0=1490|0=77=0=68,,佣兵生命上限、魔法恢复
188,5,28,0=47=0=1560|0=77=0=72,0=47=0=1560|0=77=0=72,0=47=0=1560|0=77=0=72,0=47=0=1560|0=77=0=72,0=47=0=1560|0=77=0=72,0=47=0=1560|0=77=0=72,,佣兵生命上限、魔法恢复
189,5,29,0=47=0=1630|0=77=0=76,0=47=0=1630|0=77=0=76,0=47=0=1630|0=77=0=76,0=47=0=1630|0=77=0=76,0=47=0=1630|0=77=0=76,0=47=0=1630|0=77=0=76,,佣兵生命上限、魔法恢复
190,5,30,0=47=0=1700|0=77=0=80,0=47=0=1700|0=77=0=80,0=47=0=1700|0=77=0=80,0=47=0=1700|0=77=0=80,0=47=0=1700|0=77=0=80,0=47=0=1700|0=77=0=80,,佣兵生命上限、魔法恢复
191,5,31,0=47=0=1770|0=77=0=84,0=47=0=1770|0=77=0=84,0=47=0=1770|0=77=0=84,0=47=0=1770|0=77=0=84,0=47=0=1770|0=77=0=84,0=47=0=1770|0=77=0=84,,佣兵生命上限、魔法恢复
192,5,32,0=47=0=1840|0=77=0=88,0=47=0=1840|0=77=0=88,0=47=0=1840|0=77=0=88,0=47=0=1840|0=77=0=88,0=47=0=1840|0=77=0=88,0=47=0=1840|0=77=0=88,,佣兵生命上限、魔法恢复
193,5,33,0=47=0=1910|0=77=0=92,0=47=0=1910|0=77=0=92,0=47=0=1910|0=77=0=92,0=47=0=1910|0=77=0=92,0=47=0=1910|0=77=0=92,0=47=0=1910|0=77=0=92,,佣兵生命上限、魔法恢复
194,5,34,0=47=0=1980|0=77=0=96,0=47=0=1980|0=77=0=96,0=47=0=1980|0=77=0=96,0=47=0=1980|0=77=0=96,0=47=0=1980|0=77=0=96,0=47=0=1980|0=77=0=96,,佣兵生命上限、魔法恢复
195,5,35,0=47=0=2050|0=77=0=100,0=47=0=2050|0=77=0=100,0=47=0=2050|0=77=0=100,0=47=0=2050|0=77=0=100,0=47=0=2050|0=77=0=100,0=47=0=2050|0=77=0=100,,佣兵生命上限、魔法恢复
196,5,36,0=47=0=2120|0=77=0=104,0=47=0=2120|0=77=0=104,0=47=0=2120|0=77=0=104,0=47=0=2120|0=77=0=104,0=47=0=2120|0=77=0=104,0=47=0=2120|0=77=0=104,,佣兵生命上限、魔法恢复
197,5,37,0=47=0=2190|0=77=0=108,0=47=0=2190|0=77=0=108,0=47=0=2190|0=77=0=108,0=47=0=2190|0=77=0=108,0=47=0=2190|0=77=0=108,0=47=0=2190|0=77=0=108,,佣兵生命上限、魔法恢复
198,5,38,0=47=0=2260|0=77=0=112,0=47=0=2260|0=77=0=112,0=47=0=2260|0=77=0=112,0=47=0=2260|0=77=0=112,0=47=0=2260|0=77=0=112,0=47=0=2260|0=77=0=112,,佣兵生命上限、魔法恢复
199,5,39,0=47=0=2330|0=77=0=116,0=47=0=2330|0=77=0=116,0=47=0=2330|0=77=0=116,0=47=0=2330|0=77=0=116,0=47=0=2330|0=77=0=116,0=47=0=2330|0=77=0=116,,佣兵生命上限、魔法恢复
200,5,40,0=47=0=2400|0=77=0=120,0=47=0=2400|0=77=0=120,0=47=0=2400|0=77=0=120,0=47=0=2400|0=77=0=120,0=47=0=2400|0=77=0=120,0=47=0=2400|0=77=0=120,,佣兵生命上限、魔法恢复
201,6,1,0=67=0=25,0=67=0=25,0=67=0=25,0=67=0=25,0=67=0=25,0=67=0=25,,物伤减免%
202,6,2,0=67=0=50,0=67=0=50,0=67=0=50,0=67=0=50,0=67=0=50,0=67=0=50,,物伤减免%
203,6,3,0=67=0=75,0=67=0=75,0=67=0=75,0=67=0=75,0=67=0=75,0=67=0=75,,物伤减免%
204,6,4,0=67=0=100,0=67=0=100,0=67=0=100,0=67=0=100,0=67=0=100,0=67=0=100,,物伤减免%
205,6,5,0=67=0=125,0=67=0=125,0=67=0=125,0=67=0=125,0=67=0=125,0=67=0=125,,物伤减免%
206,6,6,0=67=0=150,0=67=0=150,0=67=0=150,0=67=0=150,0=67=0=150,0=67=0=150,,物伤减免%
207,6,7,0=67=0=175,0=67=0=175,0=67=0=175,0=67=0=175,0=67=0=175,0=67=0=175,,物伤减免%
208,6,8,0=67=0=200,0=67=0=200,0=67=0=200,0=67=0=200,0=67=0=200,0=67=0=200,,物伤减免%
209,6,9,0=67=0=225,0=67=0=225,0=67=0=225,0=67=0=225,0=67=0=225,0=67=0=225,,物伤减免%
210,6,10,0=67=0=250,0=67=0=250,0=67=0=250,0=67=0=250,0=67=0=250,0=67=0=250,,物伤减免%
211,6,11,0=67=0=275,0=67=0=275,0=67=0=275,0=67=0=275,0=67=0=275,0=67=0=275,,物伤减免%
212,6,12,0=67=0=300,0=67=0=300,0=67=0=300,0=67=0=300,0=67=0=300,0=67=0=300,,物伤减免%
213,6,13,0=67=0=325,0=67=0=325,0=67=0=325,0=67=0=325,0=67=0=325,0=67=0=325,,物伤减免%
214,6,14,0=67=0=350,0=67=0=350,0=67=0=350,0=67=0=350,0=67=0=350,0=67=0=350,,物伤减免%
215,6,15,0=67=0=375,0=67=0=375,0=67=0=375,0=67=0=375,0=67=0=375,0=67=0=375,,物伤减免%
216,6,16,0=67=0=400,0=67=0=400,0=67=0=400,0=67=0=400,0=67=0=400,0=67=0=400,,物伤减免%
217,6,17,0=67=0=425,0=67=0=425,0=67=0=425,0=67=0=425,0=67=0=425,0=67=0=425,,物伤减免%
218,6,18,0=67=0=450,0=67=0=450,0=67=0=450,0=67=0=450,0=67=0=450,0=67=0=450,,物伤减免%
219,6,19,0=67=0=475,0=67=0=475,0=67=0=475,0=67=0=475,0=67=0=475,0=67=0=475,,物伤减免%
220,6,20,0=67=0=500,0=67=0=500,0=67=0=500,0=67=0=500,0=67=0=500,0=67=0=500,,物伤减免%
221,6,21,0=67=0=540,0=67=0=540,0=67=0=540,0=67=0=540,0=67=0=540,0=67=0=540,,物伤减免%
222,6,22,0=67=0=580,0=67=0=580,0=67=0=580,0=67=0=580,0=67=0=580,0=67=0=580,,物伤减免%
223,6,23,0=67=0=620,0=67=0=620,0=67=0=620,0=67=0=620,0=67=0=620,0=67=0=620,,物伤减免%
224,6,24,0=67=0=660,0=67=0=660,0=67=0=660,0=67=0=660,0=67=0=660,0=67=0=660,,物伤减免%
225,6,25,0=67=0=700,0=67=0=700,0=67=0=700,0=67=0=700,0=67=0=700,0=67=0=700,,物伤减免%
226,6,26,0=67=0=740,0=67=0=740,0=67=0=740,0=67=0=740,0=67=0=740,0=67=0=740,,物伤减免%
227,6,27,0=67=0=780,0=67=0=780,0=67=0=780,0=67=0=780,0=67=0=780,0=67=0=780,,物伤减免%
228,6,28,0=67=0=820,0=67=0=820,0=67=0=820,0=67=0=820,0=67=0=820,0=67=0=820,,物伤减免%
229,6,29,0=67=0=860,0=67=0=860,0=67=0=860,0=67=0=860,0=67=0=860,0=67=0=860,,物伤减免%
230,6,30,0=67=0=900,0=67=0=900,0=67=0=900,0=67=0=900,0=67=0=900,0=67=0=900,,物伤减免%
231,6,31,0=67=0=940,0=67=0=940,0=67=0=940,0=67=0=940,0=67=0=940,0=67=0=940,,物伤减免%
232,6,32,0=67=0=980,0=67=0=980,0=67=0=980,0=67=0=980,0=67=0=980,0=67=0=980,,物伤减免%
233,6,33,0=67=0=1020,0=67=0=1020,0=67=0=1020,0=67=0=1020,0=67=0=1020,0=67=0=1020,,物伤减免%
234,6,34,0=67=0=1060,0=67=0=1060,0=67=0=1060,0=67=0=1060,0=67=0=1060,0=67=0=1060,,物伤减免%
235,6,35,0=67=0=1100,0=67=0=1100,0=67=0=1100,0=67=0=1100,0=67=0=1100,0=67=0=1100,,物伤减免%
236,6,36,0=67=0=1140,0=67=0=1140,0=67=0=1140,0=67=0=1140,0=67=0=1140,0=67=0=1140,,物伤减免%
237,6,37,0=67=0=1180,0=67=0=1180,0=67=0=1180,0=67=0=1180,0=67=0=1180,0=67=0=1180,,物伤减免%
238,6,38,0=67=0=1220,0=67=0=1220,0=67=0=1220,0=67=0=1220,0=67=0=1220,0=67=0=1220,,物伤减免%
239,6,39,0=67=0=1260,0=67=0=1260,0=67=0=1260,0=67=0=1260,0=67=0=1260,0=67=0=1260,,物伤减免%
240,6,40,0=67=0=1300,0=67=0=1300,0=67=0=1300,0=67=0=1300,0=67=0=1300,0=67=0=1300,,物伤减免%
241,7,1,0=68=0=25,0=68=0=25,0=68=0=25,0=68=0=25,0=68=0=25,0=68=0=25,,魔伤减免%
242,7,2,0=68=0=50,0=68=0=50,0=68=0=50,0=68=0=50,0=68=0=50,0=68=0=50,,魔伤减免%
243,7,3,0=68=0=75,0=68=0=75,0=68=0=75,0=68=0=75,0=68=0=75,0=68=0=75,,魔伤减免%
244,7,4,0=68=0=100,0=68=0=100,0=68=0=100,0=68=0=100,0=68=0=100,0=68=0=100,,魔伤减免%
245,7,5,0=68=0=125,0=68=0=125,0=68=0=125,0=68=0=125,0=68=0=125,0=68=0=125,,魔伤减免%
246,7,6,0=68=0=150,0=68=0=150,0=68=0=150,0=68=0=150,0=68=0=150,0=68=0=150,,魔伤减免%
247,7,7,0=68=0=175,0=68=0=175,0=68=0=175,0=68=0=175,0=68=0=175,0=68=0=175,,魔伤减免%
248,7,8,0=68=0=200,0=68=0=200,0=68=0=200,0=68=0=200,0=68=0=200,0=68=0=200,,魔伤减免%
249,7,9,0=68=0=225,0=68=0=225,0=68=0=225,0=68=0=225,0=68=0=225,0=68=0=225,,魔伤减免%
250,7,10,0=68=0=250,0=68=0=250,0=68=0=250,0=68=0=250,0=68=0=250,0=68=0=250,,魔伤减免%
251,7,11,0=68=0=275,0=68=0=275,0=68=0=275,0=68=0=275,0=68=0=275,0=68=0=275,,魔伤减免%
252,7,12,0=68=0=300,0=68=0=300,0=68=0=300,0=68=0=300,0=68=0=300,0=68=0=300,,魔伤减免%
253,7,13,0=68=0=325,0=68=0=325,0=68=0=325,0=68=0=325,0=68=0=325,0=68=0=325,,魔伤减免%
254,7,14,0=68=0=350,0=68=0=350,0=68=0=350,0=68=0=350,0=68=0=350,0=68=0=350,,魔伤减免%
