ID,,NextStepId,NextIndexId,MarkIndex,CheckMgrName,CheckMgrMethodName,dragData,NpcShowModel,Type,ValueId,ButtonUIComName,TaskStatus,arrowType,UIOffset,EffectData,AttrTip,CountDownData,UIText,UIAudio
181001,剑士一转小试牛刀引导,,,181,,,0=0=0=0=0,1,0,1001110,,1,6,5=130=38,0=0=0=0=0=1,0,0=0,点击可前往设置挂机技能、状态及范围哦！,
182001,法师一转小试牛刀引导,,,182,,,0=0=0=0=0,1,0,1002110,,1,6,5=130=38,0=0=0=0=0=1,0,0=0,点击可前往设置挂机技能、状态及范围哦！,
183001,服事一转小试牛刀引导,,,183,,,0=0=0=0=0,1,0,1001610,,1,6,5=130=38,0=0=0=0=0=1,0,0=0,点击可前往设置挂机技能、状态及范围哦！,
184001,弓手一转小试牛刀引导,,,184,,,0=0=0=0=0,1,0,1003100,,1,6,5=130=38,0=0=0=0=0=1,0,0=0,点击可前往设置挂机技能、状态及范围哦！,
185001,商人一转小试牛刀引导,,,185,,,0=0=0=0=0,1,0,1002590,,1,6,5=130=38,0=0=0=0=0=1,0,0=0,点击可前往设置挂机技能、状态及范围哦！,
186001,盗贼一转小试牛刀引导,,,186,,,0=0=0=0=0,1,0,1003580,,1,6,5=130=38,0=0=0=0=0=1,0,0=0,点击可前往设置挂机技能、状态及范围哦！,
187001,预注册第一次任务引导,,,187,,,0=0=0=0=0,-1,2,1000000,,0|1,0,5=0=0,5=0=0=-1=-1=1,0,0=0,,
188001,主界面奖励入口引导（针对萌新）,,,188,,,0=0=0=0=0,1,7,112,,,6,6=-315=-122,0=0=0=0=0=1,0,0=0,萌新专属奖励已开启，快去领取吧！,
189001,服务器等级提升后单人天地树每周次数上限增加,,,189,,,0=0=0=0=0,1,0,0,,,6,5=34=-58,0=0=0=0=0=1,0,0=0,单人守卫战的每周次数增加啦！,
190001,首次进入战场等候室的引导,,,190,,,0=0=0=0=0,1,0,0,,,6,5=52=119,0=0=0=0=0=1,0,0=0,点击玩法说明按钮可以查看战场具体玩法！,
191001,首次进入战场说明界面的引导,,,191,,,0=0=0=0=0,1,0,0,,,4,5=-277=-130,0=0=0=0=0=1,0,0=0,点击教学动画按钮可以查看更加详细的战场玩法教学视频！,
192001,战斗加速糖使用后引导,,,192,,,0=0=0=0=0,1,0,0,,,1,5=-85=179,0=0=0=0=0=1,0,0=0,使用战斗加速糖后加速倍数显示在这里，点击可以查看详细说明,
193001,战斗加速糖使用后战斗时间界面引导,,,193,,,0=0=0=0=0,1,0,0,,,4,5=-96=89,0=0=0=0=0=1,0,0=0,使用加速糖后会大幅提高健康挂机效率，可以节省很多时间,
194001,佣兵技能页面首次打开引导,194002,,194,,,0=0=0=0=0,1,0,0,,,6,5=-114=18,0=0=0=0=0=1,0,0=0,每个佣兵都拥有被动技能料理共享，可以共享玩家使用的蒸蟹螯的回血回蓝效果,
194002,佣兵技能页面首次打开引导,,,,,,0=0=0=0=0,1,0,0,,,4,5=-253=-80,0=0=0=0=0=1,0,0=0,不同的佣兵主动技能也各不相同，勾选后可以让佣兵自动施放该技能，取消勾选则不会施放,
195001,日本版本进入游戏摇杆引导,195002,,129,,,0=0=0=0=0,0,0,0,,,3,7=521.8=287.6,3=180=150=155=150=1.3,0,0=0,可以使用摇杆进行移动,
195002,日本版本进入游戏任务引导,,,,,,0=0=0=0=0,0,2,1000010,,0,2,5=348=0,5=-346.8=0=-1=-1=1,0,0=0,可以点击任务栏进行任务，现在快去登记名字吧,
195003,首次获得宠物蛋后引导,,,195,,,0=0=0=0=0,1,7,101,,,6,3=-327=-136,3=302=98=95=95=1,0,0=0,恭喜您获得宠物蛋，快去看看吧，孵化宠物蛋后就可以获得宠物哦,
196001,首次打开宠物界面引导点击“助战设置”按钮,,,196,,,0=0=0=0=0,2,13,0,BtnAssist,,3,5=298.2=174.7,3=-297.6=-173=280=110=0.7,0,0=0,恭喜您获得新宠物，首先进行助战设置吧,
199001,助战设置界面引导,,,199,,,0=0=0=0=0,2,0,0,,,1,5=157.5=29.5,0=0=0=0=0=1,0,0=0,拖动宠物到对应栏位就能出战或助战了哦,
197001,首次打开宠物装备界面引导,197002,,,,,0=0=0=0=0,2,13,0,Armor,,1,5=293.4=-130.4,3=-292.5=132.4=140.8=140.8=0.7,0,0=0,点击装备栏位打开装备列表,
198001,首次打开宠物技能界面引导,198002,,198,,,0=0=0=0=0,1,0,0,,,5,6=-748.1=29.85,0=0=0=0=0=1,0,0=0,不同的宠物有不同的技能，点击技能图标可以查看技能效果,
198002,首次打开宠物技能界面引导,,,,,,0=0=0=0=0,1,0,0,,,4,6=-603.4=-82,0=0=0=0=0=1,0,0=0,点击添加按钮可以选择技能书学习新技能,
200001,首次打开勋章界面引导,200002,,,,,0=0=0=0=0,1,0,0,,,1,5=190=-40,0=0=0=0=0=1,0,0=0,点击勋章可以查看解锁条件,
200002,首次打开勋章界面引导,,,200,,,0=0=0=0=0,-1,14,1,,,0,5=0=0,3=0=0=180=200=1,0,0=0,,
201001,首次打开勋章解锁Tips引导,,,201,,,0=0=0=0=0,1,0,0,,,4,5=-180=-18,0=0=0=0=0=1,0,0=0,完成解锁条件，即可解锁勋章哦~,
202001,非首次且未解锁勋章常态化引导,,,202,MedalMgr,HasMedalActive,0=0=0=0=0,1,0,0,,,1,5=190=-40,0=0=0=0=0=1,0,0=0,点击勋章可以查看解锁条件哦~,
203001,勋章养成引导,203002,,,,,0=0=0=0=0,1,0,0,,,6,5=48=168,0=0=0=0=0=1,0,0=0,参与委托任务“猫手商队”可以获得声望提升勋章等级~,
203002,勋章养成引导,203003,,203,,,0=0=0=0=0,1,0,0,,,1,5=190=-40,0=0=0=0=0=1,0,0=0,点开勋章可以打开升级界面~,
203003,勋章养成引导,,,,,,0=0=0=0=0,-1,14,1,,,0,5=0=0,3=0=0=180=200=1,0,0=0,,
204001,首次打开勋章升级Tips引导,,,204,,,0=0=0=0=0,1,0,0,,,4,5=-200=-76,0=0=0=0=0=1,0,0=0,"消耗声望可以提升勋章等级，声望可以从委托任务""猫手商队""获得~",
205001,首次打开佣兵界面任务引导,,,205,,,0=0=0=0=0,1,0,0,,,4,6=-441.7=-136,0=0=0=0=0=1,,0=0,可以招募佣兵了，点击前往按钮，去结识佣兵伙伴吧~,
206001,宠物饱食度引导,,,206,,,0=0=0=0=0,1,0,0,,,4,6=-736.1=-82,0=0=0=0=0=1,,0=0,饱食度过低会影响宠物属性，有多余的食物记得喂给它哦,
197002,引导点击装备栏位装备,,,197,,,0=0=0=0=0,1,0,0,,,6,5=-161.9=-62.7,3=148.5=47.2=131=131=0.7,,0=0,点击装备查看详情吧,
209001,引导点击强化按钮,209002,,,,,0=0=0=0=0,2,13,0,btnTip2,,3,1=390=113,3=-321.8=-137.7=228.8=98=0.7,,0=0,前往了解装备强化,
209002,引导介绍强化属性,209003,,,,,0=0=0=0=0,2,0,0,,,2,5=218.9=6,0=0=0=0=0=1,,0=0,每提升3级，可额外获得新的附加属性,
209003,引导强化界面预览按钮,,,209,,,0=0=0=0=0,1,13,0,PreviewBtn,,4,5=-318=142.5,3=318.4=-144.7=120=120=0.7,,0=0,查看可获得的附加属性,
207001,首次打开宠物资质界面引导,207002,,,,,0=0=0=0=0,1,0,0,,,5,6=-768.3=71.7,0=0=0=0=0=1,,0=0,不同的宠物拥有不同的资质,
207002,资质界面评分说明引导,207003,,,,,0=0=0=0=0,1,0,0,,,4,6=-588.2=-97.4,0=0=0=0=0=1,,0=0,根据资质值获得对应的评分,
207003,引导点击培养按钮,,,207,,,0=0=0=0=0,1,13,0,BtnDevelop,,4,5=-376.2=141.2,3=377.5=-139.3=289=111.9=0.7,,0=0,前往资质培养界面看看吧,
208001,打开培养界面引导（第一次有足够材料）,,,208,,,0=0=0=0=0,1,13,0,BtnPreview,,4,5=-310.7=117.3,3=310.5=-119.9=115=112=0.7,,0=0,查看这只宠物可获得的特殊词条,
214001,引导点击培养按钮,214002,,214,,,0=0=0=0=0,1,13,0,BtnDevelop,,4,5=-316.7=135.6,3=318.1=-134.2=289=111.9=0.7,,0=0,点击培养获得新资质，有可能获得特殊词条哦,
214002,引导点击对比按钮,,,,,,0=0=0=0=0,1,13,0,BtnCompare,,4,5=-311.7=122.8,3=312=-126.6=118=115=0.7,,0=0,培养成功啦！查看新旧资质带来的属性变化吧,
210001,装备饰品获取引导1-1（左）,,,210,,,0=0=0=0=0,1,0,6009020,,,3,5=-124.5=-54.7,3=-452.4=-159.6=97.68=97.68=1,,0=0,点击饰品栏，随后请允许跳转到装备图鉴，我们一起来查看获取途径哦,
211001,装备饰品获取引导3,,,211,,,0=0=0=0=0,1,0,6009020,,,4,5=-16.2=-174.6,3=340.1=-265=202.7=84.47=1,,0=0,点击这里，我们一起来查看获取途径哦,
212001,穿戴饰品引导,,,212,,,0=0=0=0=0,-1,8,6009020,,,0,5=0=0,3=0=0=200=100=1,0,0=0,哇哦！你获得了新的饰品耶，赶快穿戴试试吧！,
213001,装备饰品获取引导1-2（右）,,,213,,,0=0=0=0=0,1,0,6009020,,,3,5=188=-54.7,3=-116.1=-159.6=97.68=97.68=1,,0=0,点击饰品栏，随后请允许跳转到装备图鉴，我们一起来查看获取途径哦,
215001,成长贴士引导,,,215,,,0=0=0=0=0,1,7,170,,,6,7=-260.37=-51.09,3=295.8=100.5=85=85=1,0,0=0,天呐！成长贴士按钮打开了耶，点击这里可了解到推荐你当前最需要提升的内容哦！,
