ID,Name,Description,,IconAtlas,Icon,Buff,Cost,Sign
400402,锐利,<color=#51BE91FF>暴击伤害+6%</color>\n下一级：暴击伤害+9%,2级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=59=600,3027004=5,
400403,锐利,<color=#51BE91FF>暴击伤害+9%</color>\n下一级：暴击伤害+12%,3级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=59=900,3027004=12,
400404,锐利,<color=#51BE91FF>暴击伤害+12%</color>\n强化效果：暴击伤害+15%,4级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=59=1200,3027004=38,1
400405,锐利,<color=#51BE91FF>强化中：暴击伤害+15%</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=59=1500,3027004=2,2
400501,箭术专精,<color=#51BE91FF>远程物理伤害+2%</color>\n下一级：远程物理伤害+4%,1级,Skill_Archer,UI_Icon_Skill_Archer_ChongFengJian.png,0=249=200,3027004=1,
400502,箭术专精,<color=#51BE91FF>远程物理伤害+4%</color>\n下一级：远程物理伤害+6%,2级,Skill_Archer,UI_Icon_Skill_Archer_ChongFengJian.png,0=249=400,3027004=5,
400503,箭术专精,<color=#51BE91FF>远程物理伤害+6%</color>\n下一级：远程物理伤害+8%,3级,Skill_Archer,UI_Icon_Skill_Archer_ChongFengJian.png,0=249=600,3027004=12,
400504,箭术专精,<color=#51BE91FF>远程物理伤害+8%</color>\n强化效果：远程物理伤害+10%,4级,Skill_Archer,UI_Icon_Skill_Archer_ChongFengJian.png,0=249=800,3027004=38,1
400505,箭术专精,<color=#51BE91FF>强化中：远程物理伤害+10%</color>,5级,Skill_Archer,UI_Icon_Skill_Archer_ChongFengJian.png,0=249=1000,3027004=2,2
400601,锐利II,<color=#51BE91FF>暴击+5</color>\n下一级：暴击+10,1级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=5,3027004=1,
400602,锐利II,<color=#51BE91FF>暴击+10</color>\n下一级：暴击+15,2级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=10,3027004=5,
400603,锐利II,<color=#51BE91FF>暴击+15</color>\n下一级：暴击+20,3级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=15,3027004=12,
400604,锐利II,<color=#51BE91FF>暴击+20</color>\n强化效果：暴击+25,4级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=20,3027004=38,1
400605,锐利II,<color=#51BE91FF>强化中：暴击+25</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=25,3027004=2,2
400701,激发,<color=#51BE91FF>攻击时有3%几率使攻击速度增加50%，持续2s</color>\n下一级：攻击时有3%几率使攻击速度增加100%，持续2s,1级,Skill_Archer,UI_Icon_Skill_Archer_JiFengLuanWu.png,1=410049001=0,3027004=1,
400702,激发,<color=#51BE91FF>攻击时有3%几率使攻击速度增加100%，持续2s</color>\n下一级：攻击时有3%几率使攻击速度增加150%，持续2s,2级,Skill_Archer,UI_Icon_Skill_Archer_JiFengLuanWu.png,1=410050001=0,3027004=5,
400703,激发,<color=#51BE91FF>攻击时有3%几率使攻击速度增加150%，持续2s</color>\n下一级：攻击时有3%几率使攻击速度增加200%，持续2s,3级,Skill_Archer,UI_Icon_Skill_Archer_JiFengLuanWu.png,1=410051001=0,3027004=12,
400704,激发,<color=#51BE91FF>攻击时有3%几率使攻击速度增加200%，持续2s</color>\n强化效果：攻击时有3%几率使攻击速度增加250%，持续2s,4级,Skill_Archer,UI_Icon_Skill_Archer_JiFengLuanWu.png,1=410052001=0,3027004=38,1
400705,激发,<color=#51BE91FF>强化中：攻击时有3%几率使攻击速度增加250%，持续2s</color>,5级,Skill_Archer,UI_Icon_Skill_Archer_JiFengLuanWu.png,1=410053001=0,3027004=2,2
400801,二连专精,<color=#51BE91FF>二连矢伤害+3%</color>\n下一级：二连矢伤害+6%,1级,Skill_Archer,UI_Icon_Skill_Archer_ErLianShi.png,1=410033001=0,3027004=1,
400802,二连专精,<color=#51BE91FF>二连矢伤害+6%</color>\n下一级：二连矢伤害+9%,2级,Skill_Archer,UI_Icon_Skill_Archer_ErLianShi.png,1=410034001=0,3027004=5,
400803,二连专精,<color=#51BE91FF>二连矢伤害+9%</color>\n下一级：二连矢伤害+12%,3级,Skill_Archer,UI_Icon_Skill_Archer_ErLianShi.png,1=410035001=0,3027004=12,
400804,二连专精,<color=#51BE91FF>二连矢伤害+12%</color>\n强化效果：二连矢伤害+15%,4级,Skill_Archer,UI_Icon_Skill_Archer_ErLianShi.png,1=410036001=0,3027004=38,1
400805,二连专精,<color=#51BE91FF>强化中：二连矢伤害+15%</color>,5级,Skill_Archer,UI_Icon_Skill_Archer_ErLianShi.png,1=410037001=0,3027004=2,2
500101,敏捷,<color=#51BE91FF>敏捷+2</color>\n下一级：敏捷+4,1级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=2,3027004=1,
500102,敏捷,<color=#51BE91FF>敏捷+4</color>\n下一级：敏捷+6,2级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=4,3027004=5,
500103,敏捷,<color=#51BE91FF>敏捷+6</color>\n下一级：敏捷+8,3级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=6,3027004=12,
500104,敏捷,<color=#51BE91FF>敏捷+8</color>\n强化效果：敏捷+10,4级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=8,3027004=38,1
500105,敏捷,<color=#51BE91FF>强化中：敏捷+10</color>,5级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=10,3027004=2,2
500201,力量,<color=#51BE91FF>力量+2</color>\n下一级：力量+4,1级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=2,3027004=1,
500202,力量,<color=#51BE91FF>力量+4</color>\n下一级：力量+6,2级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=4,3027004=5,
500203,力量,<color=#51BE91FF>力量+6</color>\n下一级：力量+8,3级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=6,3027004=12,
500204,力量,<color=#51BE91FF>力量+8</color>\n强化效果：力量+10,4级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=8,3027004=38,1
500205,力量,<color=#51BE91FF>强化中：力量+10</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=10,3027004=2,2
500301,小体型增伤,<color=#51BE91FF>对小体型魔物伤害+4%</color>\n下一级：对小体型魔物伤害+8%,1级,Skill_Archer,UI_Icon_Skill_Archer_XinShenNingJu.png,0=222=400,3027004=1,
500302,小体型增伤,<color=#51BE91FF>对小体型魔物伤害+8%</color>\n下一级：对小体型魔物伤害+12%,2级,Skill_Archer,UI_Icon_Skill_Archer_XinShenNingJu.png,0=222=800,3027004=5,
500303,小体型增伤,<color=#51BE91FF>对小体型魔物伤害+12%</color>\n下一级：对小体型魔物伤害+16%,3级,Skill_Archer,UI_Icon_Skill_Archer_XinShenNingJu.png,0=222=1200,3027004=12,
500304,小体型增伤,<color=#51BE91FF>对小体型魔物伤害+16%</color>\n强化效果：对小体型魔物伤害+20%,4级,Skill_Archer,UI_Icon_Skill_Archer_XinShenNingJu.png,0=222=1600,3027004=38,1
500305,小体型增伤,<color=#51BE91FF>强化中：对小体型魔物伤害+20%</color>,5级,Skill_Archer,UI_Icon_Skill_Archer_XinShenNingJu.png,0=222=2000,3027004=2,2
500401,无属性增伤,<color=#51BE91FF>对无属性魔物伤害+2%</color>\n下一级：对无属性魔物伤害+4%,1级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=200,3027004=1,
500402,无属性增伤,<color=#51BE91FF>对无属性魔物伤害+4%</color>\n下一级：对无属性魔物伤害+6%,2级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=400,3027004=5,
500403,无属性增伤,<color=#51BE91FF>对无属性魔物伤害+6%</color>\n下一级：对无属性魔物伤害+8%,3级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=600,3027004=12,
500404,无属性增伤,<color=#51BE91FF>对无属性魔物伤害+8%</color>\n强化效果：对无属性魔物伤害+10%,4级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=800,3027004=38,1
500405,无属性增伤,<color=#51BE91FF>强化中：对无属性魔物伤害+10%</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=1000,3027004=2,2
500501,极速II,<color=#51BE91FF>攻击速度+4%</color>\n下一级：攻击速度+8%,1级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=400,3027004=1,
500502,极速II,<color=#51BE91FF>攻击速度+8%</color>\n下一级：攻击速度+12%,2级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=800,3027004=5,
500503,极速II,<color=#51BE91FF>攻击速度+12%</color>\n下一级：攻击速度+16%,3级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=1200,3027004=12,
500504,极速II,<color=#51BE91FF>攻击速度+16%</color>\n强化效果：攻击速度+20%,4级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=1600,3027004=38,1
500505,极速II,<color=#51BE91FF>强化中：攻击速度+20%</color>,5级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=2000,3027004=2,2
500601,物伤增幅,<color=#51BE91FF>物理伤害+2%</color>\n下一级：物理伤害+4%,1级,Skill_Swordman,UI_Icon_Skill_Swordman_LingQiJian.png,0=65=200,3027004=1,
500602,物伤增幅,<color=#51BE91FF>物理伤害+4%</color>\n下一级：物理伤害+6%,2级,Skill_Swordman,UI_Icon_Skill_Swordman_LingQiJian.png,0=65=400,3027004=5,
500603,物伤增幅,<color=#51BE91FF>物理伤害+6%</color>\n下一级：物理伤害+8%,3级,Skill_Swordman,UI_Icon_Skill_Swordman_LingQiJian.png,0=65=600,3027004=12,
500604,物伤增幅,<color=#51BE91FF>物理伤害+8%</color>\n强化效果：物理伤害+10%,4级,Skill_Swordman,UI_Icon_Skill_Swordman_LingQiJian.png,0=65=800,3027004=38,1
500605,物伤增幅,<color=#51BE91FF>强化中：物理伤害+10%</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_LingQiJian.png,0=65=1000,3027004=2,2
500701,血刃,<color=#51BE91FF>攻击时有5%几率回复自身200点生命值</color>\n下一级：攻击时有5%几率回复自身400点生命值,1级,Skill_Thief,UI_Icon_Skill_Thief_JieDu.png,1=410044001=0,3027004=1,
500702,血刃,<color=#51BE91FF>攻击时有5%几率回复自身400点生命值</color>\n下一级：攻击时有5%几率回复自身600点生命值,2级,Skill_Thief,UI_Icon_Skill_Thief_JieDu.png,1=410045001=0,3027004=5,
500703,血刃,<color=#51BE91FF>攻击时有5%几率回复自身600点生命值</color>\n下一级：攻击时有5%几率回复自身800点生命值,3级,Skill_Thief,UI_Icon_Skill_Thief_JieDu.png,1=410046001=0,3027004=12,
500704,血刃,<color=#51BE91FF>攻击时有5%几率回复自身800点生命值</color>\n强化效果：攻击时有5%几率回复自身1000点生命值,4级,Skill_Thief,UI_Icon_Skill_Thief_JieDu.png,1=410047001=0,3027004=38,1
500705,血刃,<color=#51BE91FF>强化中：攻击时有5%几率回复自身1000点生命值</color>,5级,Skill_Thief,UI_Icon_Skill_Thief_JieDu.png,1=410048001=0,3027004=2,2
500801,闪躲,<color=#51BE91FF>有3%几率躲避伤害</color>\n下一级：有6%几率躲避伤害,1级,Skill_Archer,UI_Icon_Skill_Archer_FengZhiBu.png,1=410038001=0,3027004=1,
500802,闪躲,<color=#51BE91FF>有6%几率躲避伤害</color>\n下一级：有9%几率躲避伤害,2级,Skill_Archer,UI_Icon_Skill_Archer_FengZhiBu.png,1=410039001=0,3027004=5,
500803,闪躲,<color=#51BE91FF>有9%几率躲避伤害</color>\n下一级：有12%几率躲避伤害,3级,Skill_Archer,UI_Icon_Skill_Archer_FengZhiBu.png,1=410040001=0,3027004=12,
500804,闪躲,<color=#51BE91FF>有12%几率躲避伤害</color>\n强化效果：有15%几率躲避伤害,4级,Skill_Archer,UI_Icon_Skill_Archer_FengZhiBu.png,1=410041001=0,3027004=38,1
500805,闪躲,<color=#51BE91FF>强化中：有15%几率躲避伤害</color>,5级,Skill_Archer,UI_Icon_Skill_Archer_FengZhiBu.png,1=410042001=0,3027004=2,2
600101,力量II,<color=#51BE91FF>力量+2，灵巧+2</color>\n下一级：力量+4，灵巧+4,1级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=2|0=20=2,3027004=1,
600102,力量II,<color=#51BE91FF>力量+4，灵巧+4</color>\n下一级：力量+6，灵巧+6,2级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=4|0=20=4,3027004=5,
600103,力量II,<color=#51BE91FF>力量+6，灵巧+6</color>\n下一级：力量+8，灵巧+8,3级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=6|0=20=6,3027004=12,
600104,力量II,<color=#51BE91FF>力量+8，灵巧+8</color>\n强化效果：力量+10，灵巧+10,4级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=8|0=20=8,3027004=38,1
600105,力量II,<color=#51BE91FF>强化中：力量+10，灵巧+10</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,0=14=10|0=20=10,3027004=2,2
600201,敏捷II,<color=#51BE91FF>敏捷+2，幸运+2</color>\n下一级：敏捷+4，幸运+4,1级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=2|0=22=2,3027004=1,
600202,敏捷II,<color=#51BE91FF>敏捷+4，幸运+4</color>\n下一级：敏捷+6，幸运+6,2级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=4|0=22=4,3027004=5,
600203,敏捷II,<color=#51BE91FF>敏捷+6，幸运+6</color>\n下一级：敏捷+8，幸运+8,3级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=6|0=22=6,3027004=12,
600204,敏捷II,<color=#51BE91FF>敏捷+8，幸运+8</color>\n强化效果：敏捷+10，幸运+10,4级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=8|0=22=8,3027004=38,1
600205,敏捷II,<color=#51BE91FF>强化中：敏捷+10，幸运+10</color>,5级,Skill_Thief,UI_Icon_Skill_Thief_HouTuiHuiBi.png,0=18=10|0=22=10,3027004=2,2
600301,大体型增伤,<color=#51BE91FF>对大体型魔物伤害+4%</color>\n下一级：对大体型魔物伤害+8%,1级,Skill_Magician,UI_Icon_Skill_Magician_YuanSuDiKang.png,0=224=400,3027004=1,
600302,大体型增伤,<color=#51BE91FF>对大体型魔物伤害+8%</color>\n下一级：对大体型魔物伤害+12%,2级,Skill_Magician,UI_Icon_Skill_Magician_YuanSuDiKang.png,0=224=800,3027004=5,
600303,大体型增伤,<color=#51BE91FF>对大体型魔物伤害+12%</color>\n下一级：对大体型魔物伤害+16%,3级,Skill_Magician,UI_Icon_Skill_Magician_YuanSuDiKang.png,0=224=1200,3027004=12,
600304,大体型增伤,<color=#51BE91FF>对大体型魔物伤害+16%</color>\n强化效果：对大体型魔物伤害+20%,4级,Skill_Magician,UI_Icon_Skill_Magician_YuanSuDiKang.png,0=224=1600,3027004=38,1
600305,大体型增伤,<color=#51BE91FF>强化中：对大体型魔物伤害+20%</color>,5级,Skill_Magician,UI_Icon_Skill_Magician_YuanSuDiKang.png,0=224=2000,3027004=2,2
600401,无属性增伤,<color=#51BE91FF>对无属性魔物伤害+2%</color>\n下一级：对无属性魔物伤害+4%,1级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=200,3027004=1,
600402,无属性增伤,<color=#51BE91FF>对无属性魔物伤害+4%</color>\n下一级：对无属性魔物伤害+6%,2级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=400,3027004=5,
600403,无属性增伤,<color=#51BE91FF>对无属性魔物伤害+6%</color>\n下一级：对无属性魔物伤害+8%,3级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=600,3027004=12,
600404,无属性增伤,<color=#51BE91FF>对无属性魔物伤害+8%</color>\n强化效果：对无属性魔物伤害+10%,4级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=800,3027004=38,1
600405,无属性增伤,<color=#51BE91FF>强化中：对无属性魔物伤害+10%</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_KuangNuZhiQiang.png,0=176=1000,3027004=2,2
600501,近距离伤害减免,<color=#51BE91FF>受到近距离物理伤害减免+3%</color>\n下一级：受到近距离物理伤害减免+6%,1级,Skill_Swordman,UI_Icon_Skill_Swordman_BaTi.png,0=311=300,3027004=1,
600502,近距离伤害减免,<color=#51BE91FF>受到近距离物理伤害减免+6%</color>\n下一级：受到近距离物理伤害减免+9%,2级,Skill_Swordman,UI_Icon_Skill_Swordman_BaTi.png,0=311=600,3027004=5,
600503,近距离伤害减免,<color=#51BE91FF>受到近距离物理伤害减免+9%</color>\n下一级：受到近距离物理伤害减免+12%,3级,Skill_Swordman,UI_Icon_Skill_Swordman_BaTi.png,0=311=900,3027004=12,
600504,近距离伤害减免,<color=#51BE91FF>受到近距离物理伤害减免+12%</color>\n强化效果：受到近距离物理伤害减免+15%,4级,Skill_Swordman,UI_Icon_Skill_Swordman_BaTi.png,0=311=1200,3027004=38,1
600505,近距离伤害减免,<color=#51BE91FF>强化中：受到近距离物理伤害减免+15%</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_BaTi.png,0=311=1500,3027004=2,2
600601,远程伤害减免II,<color=#51BE91FF>受到远程物理伤害减免+6%</color>\n下一级：受到远程物理伤害减免+12%,1级,Skill_Thief,UI_Icon_Skill_Thief_ShanBiHuDun.png,0=256=600,3027004=1,
600602,远程伤害减免II,<color=#51BE91FF>受到远程物理伤害减免+12%</color>\n下一级：受到远程物理伤害减免+18%,2级,Skill_Thief,UI_Icon_Skill_Thief_ShanBiHuDun.png,0=256=1200,3027004=5,
600603,远程伤害减免II,<color=#51BE91FF>受到远程物理伤害减免+18%</color>\n下一级：受到远程物理伤害减免+24%,3级,Skill_Thief,UI_Icon_Skill_Thief_ShanBiHuDun.png,0=256=1800,3027004=12,
600604,远程伤害减免II,<color=#51BE91FF>受到远程物理伤害减免+24%</color>\n强化效果：受到远程物理伤害减免+30%,4级,Skill_Thief,UI_Icon_Skill_Thief_ShanBiHuDun.png,0=256=2400,3027004=38,1
600605,远程伤害减免II,<color=#51BE91FF>强化中：受到远程物理伤害减免+30%</color>,5级,Skill_Thief,UI_Icon_Skill_Thief_ShanBiHuDun.png,0=256=3000,3027004=2,2
600701,极速,<color=#51BE91FF>攻击速度+2%</color>\n下一级：攻击速度+4%,1级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=200,3027004=1,
600702,极速,<color=#51BE91FF>攻击速度+4%</color>\n下一级：攻击速度+6%,2级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=400,3027004=5,
600703,极速,<color=#51BE91FF>攻击速度+6%</color>\n下一级：攻击速度+8%,3级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=600,3027004=12,
600704,极速,<color=#51BE91FF>攻击速度+8%</color>\n强化效果：攻击速度+10%,4级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=800,3027004=38,1
600705,极速,<color=#51BE91FF>强化中：攻击速度+10%</color>,5级,Skill_Merchant,UI_Icon_Skill_Merchant_SuDuJiFa.png,0=71=1000,3027004=2,2
600801,锐利II,<color=#51BE91FF>暴击+5</color>\n下一级：暴击+10,1级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=5,3027004=1,
600802,锐利II,<color=#51BE91FF>暴击+10</color>\n下一级：暴击+15,2级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=10,3027004=5,
600803,锐利II,<color=#51BE91FF>暴击+15</color>\n下一级：暴击+20,3级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=15,3027004=12,
600804,锐利II,<color=#51BE91FF>暴击+20</color>\n强化效果：暴击+25,4级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=20,3027004=38,1
600805,锐利II,<color=#51BE91FF>强化中：暴击+25</color>,5级,Skill_Swordman,UI_Icon_Skill_Swordman_LuoXuanJiCi.png,0=55=25,3027004=2,2
