FashionID,FashionName,FashionModel,IsHikaru,SortID,FashionFrame,Coloration,ItemGrade,IdleAnim,RunAnim,AttrLuxury,AttrMaturity,AttrElegancy,AttrRomance,AttrDarkTone,IsHide,LocalizationArea,ConnetWing,BackGroundName,BackGroundAnim,AudioPath,ShowTimeRules,ShowTimeRulesPara,PresentModel
1010113,时空恋旅人,Fashion_M_ZhengQiPengKe_Body,1,113,0,0,1,Fashion_M_ZhengQiPengKe_Idle|Fashion_M_ZhengQiPengKe_Idle_Show_01,Fashion_M_ZhengQiPengKe_Run,80,50,90,80,-100,,9,,,,,1,20211123=050000|20301231=045959,
1010114,时空恋旅人,Fashion_F_ZhengQiPengKe_Body,1,114,0,0,1,Fashion_F_ZhengQiPengKe_Idle|Fashion_F_ZhengQiPengKe_Idle_Show_01,Fashion_F_ZhengQiPengKe_Run,80,50,90,80,-100,,9,,,,,1,20211123=050000|20301231=045959,
1010115,雪花绒装,Fashion_M_DongRiShiZhuang_Body,1,115,0,0,1,Fashion_M_DongRiShiZhuang_Idle|Fashion_M_DongRiShiZhuang_Idle_Show_01,Fashion_M_DongRiShiZhuang_Run,80,-50,-100,100,-80,1,2,,,,,,,
1010116,雪花绒装,Fashion_F_DongRiShiZhuang_Body,1,116,0,0,1,Fashion_F_DongRiShiZhuang_Idle|Fashion_F_DongRiShiZhuang_Idle_Show_01,Fashion_F_DongRiShiZhuang_Run,80,-50,-100,100,-80,1,2,,,,,,,
1010117,雨中漫步,Fashion_M_YuYiJiDan_Body,1,117,0,0,1,Fashion_M_YuYiJiDan_Idle|Fashion_M_YuYiJiDan_Idle_Show_01,Fashion_M_YuYiJiDan_Run,80,80,-100,-50,100,,2,,,,,,,
1010118,雨中漫步,Fashion_F_YuYiJiDan_Body,1,118,0,0,1,Fashion_F_YuYiJiDan_Idle|Fashion_F_YuYiJiDan_Idle_Show_01,Fashion_F_YuYiJiDan_Run,80,80,-100,-50,100,,2,,,,,,,
1010121,篮球服,Fashion_M_LanQiu_Body,1,121,0,0,1,Fashion_M_LanQiu_Idle|Fashion_M_LanQiu_Idle_Show_01,Fashion_M_LanQiu_Run,-65,80,100,50,100,,16,,,,,1,20211124=050000|20301231=045959,
1010122,啦啦队服,Fashion_F_LanQiu_Body,1,122,0,0,1,Fashion_F_LanQiu_Idle|Fashion_F_LanQiu_Idle_Show_01,Fashion_F_LanQiu_Run,-65,80,100,50,100,,16,,,,,1,20211124=050000|20301231=045959,
1010119,圣诞森林麋鹿物语,Fashion_M_NewShengDan_Body,1,119,0,0,1,Fashion_M_NewShengDan_Idle|Fashion_M_NewShengDan_Idle_Show_01,Fashion_M_NewShengDan_Run,80,80,-100,-50,100,,11,,,,,1,20211211=000000|20301231=045959,
1010120,圣诞森林麋鹿物语,Fashion_F_NewShengDan_Body,1,120,0,0,1,Fashion_F_NewShengDan_Idle|Fashion_F_NewShengDan_Idle_Show_01,Fashion_F_NewShengDan_Run,80,80,-100,-50,100,,11,,,,,1,20211211=000000|20301231=045959,
1010137,紫韵,Fashion_M_KrXinNian_Body,1,133,0,0,1,Fashion_M_KrXinNian_Idle|Fashion_M_KrXinNian_Idle_Show_01,Fashion_M_KrXinNian_Run,80,100,90,-50,-100,,9,,,,,1,20220101=000000|20301231=045959,
1010138,紫韵,Fashion_F_KrXinNian_Body,1,134,0,0,1,Fashion_F_KrXinNian_Idle|Fashion_F_KrXinNian_Idle_Show_01,Fashion_F_KrXinNian_Run,80,100,90,-50,-100,,9,,,,,1,20220101=000000|20301231=045959,
1010123,谨贺新年,Fashion_M_JinHeXinNian_Body,1,123,0,0,1,Fashion_M_JinHeXinNian_Idle|Fashion_M_JinHeXinNian_Idle_Show_01,Fashion_M_JinHeXinNian_Run,80,80,-100,-50,100,,2,,,,,1,20211231=050000|20301231=045959,
1010124,谨贺新年,Fashion_F_JinHeXinNian_Body,1,124,0,0,1,Fashion_F_JinHeXinNian_Idle|Fashion_F_JinHeXinNian_Idle_Show_01,Fashion_F_JinHeXinNian_Run,80,80,-100,-50,100,,2,,,,,1,20211231=050000|20301231=045959,
1010125,早餐时光,Fashion_M_XinNianZaoCan_Body,1,125,0,0,1,Fashion_M_XinNianZaoCan_Idle|Fashion_M_XinNianZaoCan_Idle_Show_01,Fashion_M_XinNianZaoCan_Run,80,80,-100,-50,100,,9,,,,,1,20220101=050000|20301231=045959,
1010126,早餐时光,Fashion_F_XinNianZaoCan_Body,1,126,0,0,1,Fashion_F_XinNianZaoCan_Idle|Fashion_F_XinNianZaoCan_Idle_Show_01,Fashion_F_XinNianZaoCan_Run,80,80,-100,-50,100,,9,,,,,1,20220101=050000|20301231=045959,
1010127,稻荷使者,Fashion_M_JiuWeiHu_Body,1,127,0,0,1,Fashion_M_JiuWeiHu_Idle|Fashion_M_JiuWeiHu_Idle_Show_01,Fashion_M_JiuWeiHu_Run,80,80,-100,-50,100,,2,,,,,1,20220103=050000|20301231=045959,690070
1010128,稻荷使者,Fashion_F_JiuWeiHu_Body,1,128,0,0,1,Fashion_F_JiuWeiHu_Idle|Fashion_F_JiuWeiHu_Idle_Show_01,Fashion_F_JiuWeiHu_Run,80,80,-100,-50,100,,2,,,,,1,20220103=050000|20301231=045959,690070
1010129,老虎玩偶时装,Fashion_M_YuanDanLaoHu_Body,1,129,0,0,1,Fashion_M_YuanDanLaoHu_Idle|Fashion_M_YuanDanLaoHu_Idle_Show_01,Fashion_M_YuanDanLaoHu_Run,80,80,-100,-50,100,,2,,,,,,,
1010130,老虎玩偶时装,Fashion_F_YuanDanLaoHu_Body,1,130,0,0,1,Fashion_F_YuanDanLaoHu_Idle|Fashion_F_YuanDanLaoHu_Idle_Show_01,Fashion_F_YuanDanLaoHu_Run,80,80,-100,-50,100,,2,,,,,,,
1010131,信使装,Fashion_M_XinShi_Body,1,131,0,0,1,Fashion_M_XinShi_Idle|Fashion_M_XinShi_Idle_Show_01,Fashion_M_XinShi_Run,-100,50,100,80,80,,2,,,,,,,
1010132,信使装,Fashion_F_XinShi_Body,1,132,0,0,1,Fashion_F_XinShi_Idle|Fashion_F_XinShi_Idle_Show_01,Fashion_F_XinShi_Run,-100,50,100,80,80,,2,,,,,,,
1010133,蛛丝人生,Fashion_M_ZhiZhu_Body,1,133,0,0,1,Fashion_M_ZhiZhu_Idle|Fashion_M_ZhiZhu_Idle_Show_01,Fashion_M_ZhiZhu_Run,80,80,-100,-50,100,,2,,,,,,,
1010134,蛛丝人生,Fashion_F_ZhiZhu_Body,1,134,0,0,1,Fashion_F_ZhiZhu_Idle|Fashion_F_ZhiZhu_Idle_Show_01,Fashion_F_ZhiZhu_Run,80,80,-100,-50,100,,2,,,,,,,
1010135,幸运草,Fashion_M_XiaoEMo_Body,1,135,0,0,1,Fashion_M_XiaoEMo_Idle,Fashion_M_XiaoEMo_Run,80,-100,90,-50,-80,1,2,,,,,,,
1010136,幸运草,Fashion_F_XiaoEMo_Body,1,136,0,0,1,Fashion_F_XiaoEMo_Idle,Fashion_F_XiaoEMo_Run,80,-100,90,-50,-80,1,2,,,,,,,
1010139,荒野探索,Fashion_M_YeWaiXunLian_Body,1,139,0,0,1,Fashion_M_YeWaiXunLian_Idle|Fashion_M_YeWaiXunLian_Idle_Show_01,Fashion_M_YeWaiXunLian_Run,-80,90,90,50,100,1,11,,,,,,,
1010140,荒野探索,Fashion_F_YeWaiXunLian_Body,1,140,0,0,1,Fashion_F_YeWaiXunLian_Idle|Fashion_F_YeWaiXunLian_Idle_Show_01,Fashion_F_YeWaiXunLian_Run,-80,90,90,50,100,1,11,,,,,,,
1010141,仙境茶会,Fashion_M_XiaoEMo_Body,1,141,0,0,1,Fashion_M_XiaoEMo_Idle,Fashion_M_XiaoEMo_Run,100,90,100,80,-90,1,2,,,,,,,
1010142,扑克骑士,Fashion_F_XiaoEMo_Body,1,142,0,0,1,Fashion_F_XiaoEMo_Idle,Fashion_F_XiaoEMo_Run,100,90,100,80,-90,1,2,,,,,,,
1010143,花之精灵,Fashion_M_XiaoEMo_Body,1,143,0,0,1,Fashion_M_XiaoEMo_Idle,Fashion_M_XiaoEMo_Run,-100,-80,90,-50,-100,1,2,,,,,,,
1010144,花之精灵,Fashion_F_XiaoEMo_Body,1,144,0,0,1,Fashion_F_XiaoEMo_Idle,Fashion_F_XiaoEMo_Run,-100,-80,90,-50,-100,1,2,,,,,,,
