ID,Position,RefineLevel,RefineAttr,ExtraAttr,AttrTips,SafeLevel,DropRate,CompensateRate,damagedRate,RateLimit,LuckyPro,RefineConsume,RestoreConsume,RollBack,ProRollBack,Beecham,CompensationId,ShowRate,SuccessRate,FailureResultRate,ProRate,ProRateShow,coefficient
98,7,13,0=61=54|0=62=54|0=64=20,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,12,500,100,200,1000,0,3020017=24|3020005=24|101=300000,101=100000,3020015=10,3020025=12,0,,1400,1400,80|0|20,300,300,2.5
99,7,14,0=61=60|0=62=60|0=64=25,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,12,500,100,200,1000,0,3020017=28|3020005=28|101=350000,101=100000,3020015=15,3020025=18,0,,1200,1200,80|0|20,300,300,2.5
100,7,15,0=61=66|0=62=66|0=64=25,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,0,0,0,0,0,3020017=36|3020005=36|101=400000,101=100000,3020015=0,3020025=10,0,,1100,1100,100|0|0,300,300,2.5
101,7,16,0=61=72|0=62=72|0=64=25,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=42|3020005=42|101=450000,101=100000,3020015=15,3020025=22,0,,1000,1000,88|0|12,300,300,2.5
102,7,17,0=61=79|0=62=79|0=64=30,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=48|3020005=48|101=500000,101=100000,3020015=20,3020025=28,0,,1000,1000,88|0|12,300,300,2.5
103,7,18,0=61=86|0=62=86|0=64=30,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=54|3020005=54|101=550000,101=100000,3020015=20,3020025=30,0,,1000,1000,88|0|12,300,300,2.5
104,7,19,0=61=93|0=62=93|0=64=30,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=60|3020005=60|101=600000,101=100000,3020015=20,3020025=32,0,,1000,1000,90|0|10,300,300,2.5
105,7,20,0=61=100|0=62=100|0=64=35,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=60|3020005=60|101=600000,101=100000,3020015=25,3020025=32,0,,1000,1000,90|0|10,300,300,2.5
106,8,0,0=64=0|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,0,0,0,0,0,3020016=2|3020004=2|101=16000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
107,8,1,0=64=2|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,0,0,0,0,0,3020016=3|3020004=3|101=20000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
108,8,2,0=64=4|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,0,0,0,0,0,3020016=4|3020004=4|101=24000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
109,8,3,0=64=6|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,3,0,0,0,0,0,3020016=4|3020004=4|101=28000,101=100000,3020015=1,3020025=0,0,,5500,5500,80|0|20,300,300,2.5
110,8,4,0=64=8|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,1000,200,500,2000,0,3020016=4|3020004=4|101=32000,101=100000,3020015=1,3020025=0,0,,5000,5000,80|0|20,300,300,2.5
111,8,5,0=64=10|0=65=50|0=66=50,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,1000,200,500,2000,0,3020016=6|3020004=6|101=40000,101=100000,3020015=2,3020025=0,0,,4500,4500,80|0|20,300,300,2.5
112,8,6,0=64=12|0=65=50|0=66=50,,精炼系统带来的魔法防御|物理伤害|魔法伤害,6,0,0,0,0,0,3020016=12|3020004=12|101=50000,101=100000,3020015=0,3020025=0,0,,4000,4000,100|0|0,300,300,2.5
113,8,7,0=64=14|0=65=50|0=66=50,,精炼系统带来的魔法防御|物理伤害|魔法伤害,6,1000,200,500,2000,0,3020016=20|3020004=20|101=60000,101=100000,3020015=3,3020025=0,0,,3000,3000,80|0|20,300,300,2.5
114,8,8,0=64=17|0=65=100|0=66=100,,精炼系统带来的魔法防御|物理伤害|魔法伤害,6,1000,200,500,2000,0,3020016=30|3020004=30|101=80000,101=100000,3020015=3,3020025=0,0,,2500,2500,80|0|20,300,300,2.5
115,8,9,0=64=20|0=65=100|0=66=100,,精炼系统带来的魔法防御|物理伤害|魔法伤害,9,0,0,0,0,0,3020016=40|3020004=40|101=120000,101=100000,3020015=0,3020025=0,0,,1000,1000,100|0|0,300,300,2.5
116,8,10,0=64=23|0=65=100|0=66=100,,精炼系统带来的魔法防御|物理伤害|魔法伤害,9,1000,200,500,2000,0,3020017=12|3020006=12|101=160000,101=100000,3020015=5,3020025=6,0,,2000,2000,80|0|20,300,300,2.5
117,8,11,0=64=26|0=65=150|0=66=150,,精炼系统带来的魔法防御|物理伤害|魔法伤害,9,1000,200,500,2000,0,3020017=16|3020006=16|101=200000,101=100000,3020015=5,3020025=7,0,,1800,1800,80|0|20,300,300,2.5
118,8,12,0=64=29|0=65=150|0=66=150,,精炼系统带来的魔法防御|物理伤害|魔法伤害,12,0,0,0,0,0,3020017=20|3020006=20|101=250000,101=100000,3020015=0,3020025=5,0,,1600,1600,100|0|0,300,300,2.5
119,8,13,0=64=32|0=65=150|0=66=150,,精炼系统带来的魔法防御|物理伤害|魔法伤害,12,500,100,200,1000,0,3020017=24|3020006=24|101=300000,101=100000,3020015=10,3020025=12,0,,1400,1400,80|0|20,300,300,2.5
120,8,14,0=64=35|0=65=200|0=66=200,,精炼系统带来的魔法防御|物理伤害|魔法伤害,12,500,100,200,1000,0,3020017=28|3020006=28|101=350000,101=100000,3020015=15,3020025=18,0,,1200,1200,80|0|20,300,300,2.5
121,8,15,0=64=38|0=65=200|0=66=200,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,0,0,0,0,0,3020017=36|3020006=36|101=400000,101=100000,3020015=0,3020025=10,0,,1100,1100,100|0|0,300,300,2.5
122,8,16,0=64=42|0=65=200|0=66=200,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=42|3020006=42|101=450000,101=100000,3020015=15,3020025=22,0,,1000,1000,88|0|12,300,300,2.5
123,8,17,0=64=46|0=65=250|0=66=250,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=48|3020006=48|101=500000,101=100000,3020015=20,3020025=28,0,,1000,1000,88|0|12,300,300,2.5
124,8,18,0=64=50|0=65=250|0=66=250,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=54|3020006=54|101=550000,101=100000,3020015=20,3020025=30,0,,1000,1000,88|0|12,300,300,2.5
125,8,19,0=64=54|0=65=250|0=66=250,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=60|3020006=60|101=600000,101=100000,3020015=20,3020025=32,0,,1000,1000,90|0|10,300,300,2.5
126,8,20,0=64=58|0=65=300|0=66=300,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=60|3020006=60|101=600000,101=100000,3020015=25,3020025=32,0,,1000,1000,90|0|10,300,300,2.5
127,9,0,0=64=0|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,0,0,0,0,0,3020016=2|3020004=2|101=16000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
128,9,1,0=64=2|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,0,0,0,0,0,3020016=3|3020004=3|101=20000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
129,9,2,0=64=4|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,0,0,0,0,0,3020016=4|3020004=4|101=24000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
130,9,3,0=64=6|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,3,0,0,0,0,0,3020016=4|3020004=4|101=28000,101=100000,3020015=1,3020025=0,0,,5500,5500,80|0|20,300,300,2.5
131,9,4,0=64=8|0=65=0|0=66=0,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,1000,200,500,2000,0,3020016=4|3020004=4|101=32000,101=100000,3020015=1,3020025=0,0,,5000,5000,80|0|20,300,300,2.5
132,9,5,0=64=10|0=65=50|0=66=50,,精炼系统带来的魔法防御|物理伤害|魔法伤害,0,1000,200,500,2000,0,3020016=6|3020004=6|101=40000,101=100000,3020015=2,3020025=0,0,,4500,4500,80|0|20,300,300,2.5
133,9,6,0=64=12|0=65=50|0=66=50,,精炼系统带来的魔法防御|物理伤害|魔法伤害,6,0,0,0,0,0,3020016=12|3020004=12|101=50000,101=100000,3020015=0,3020025=0,0,,4000,4000,100|0|0,300,300,2.5
134,9,7,0=64=14|0=65=50|0=66=50,,精炼系统带来的魔法防御|物理伤害|魔法伤害,6,1000,200,500,2000,0,3020016=20|3020004=20|101=60000,101=100000,3020015=3,3020025=0,0,,3000,3000,80|0|20,300,300,2.5
135,9,8,0=64=17|0=65=100|0=66=100,,精炼系统带来的魔法防御|物理伤害|魔法伤害,6,1000,200,500,2000,0,3020016=30|3020004=30|101=80000,101=100000,3020015=3,3020025=0,0,,2500,2500,80|0|20,300,300,2.5
136,9,9,0=64=20|0=65=100|0=66=100,,精炼系统带来的魔法防御|物理伤害|魔法伤害,9,0,0,0,0,0,3020016=40|3020004=40|101=120000,101=100000,3020015=0,3020025=0,0,,1000,1000,100|0|0,300,300,2.5
137,9,10,0=64=23|0=65=100|0=66=100,,精炼系统带来的魔法防御|物理伤害|魔法伤害,9,1000,200,500,2000,0,3020017=12|3020006=12|101=160000,101=100000,3020015=5,3020025=6,0,,2000,2000,80|0|20,300,300,2.5
138,9,11,0=64=26|0=65=150|0=66=150,,精炼系统带来的魔法防御|物理伤害|魔法伤害,9,1000,200,500,2000,0,3020017=16|3020006=16|101=200000,101=100000,3020015=5,3020025=7,0,,1800,1800,80|0|20,300,300,2.5
139,9,12,0=64=29|0=65=150|0=66=150,,精炼系统带来的魔法防御|物理伤害|魔法伤害,12,0,0,0,0,0,3020017=20|3020006=20|101=250000,101=100000,3020015=0,3020025=5,0,,1600,1600,100|0|0,300,300,2.5
140,9,13,0=64=32|0=65=150|0=66=150,,精炼系统带来的魔法防御|物理伤害|魔法伤害,12,500,100,200,1000,0,3020017=24|3020006=24|101=300000,101=100000,3020015=10,3020025=12,0,,1400,1400,80|0|20,300,300,2.5
141,9,14,0=64=35|0=65=200|0=66=200,,精炼系统带来的魔法防御|物理伤害|魔法伤害,12,500,100,200,1000,0,3020017=28|3020006=28|101=350000,101=100000,3020015=15,3020025=18,0,,1200,1200,80|0|20,300,300,2.5
142,9,15,0=64=38|0=65=200|0=66=200,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,0,0,0,0,0,3020017=36|3020006=36|101=400000,101=100000,3020015=0,3020025=10,0,,1100,1100,100|0|0,300,300,2.5
143,9,16,0=64=42|0=65=200|0=66=200,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=42|3020006=42|101=450000,101=100000,3020015=15,3020025=22,0,,1000,1000,88|0|12,300,300,2.5
144,9,17,0=64=46|0=65=250|0=66=250,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=48|3020006=48|101=500000,101=100000,3020015=20,3020025=28,0,,1000,1000,88|0|12,300,300,2.5
145,9,18,0=64=50|0=65=250|0=66=250,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=54|3020006=54|101=550000,101=100000,3020015=20,3020025=30,0,,1000,1000,88|0|12,300,300,2.5
146,9,19,0=64=54|0=65=250|0=66=250,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=60|3020006=60|101=600000,101=100000,3020015=20,3020025=32,0,,1000,1000,90|0|10,300,300,2.5
147,9,20,0=64=58|0=65=300|0=66=300,,精炼系统带来的魔法防御|物理伤害|魔法伤害,15,500,100,200,1000,0,3020017=60|3020006=60|101=600000,101=100000,3020015=25,3020025=32,0,,1000,1000,90|0|10,300,300,2.5
148,10,0,0=61=0|0=62=0|0=64=0,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,0,0,0,0,0,0,3020016=2|3020003=2|101=16000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
149,10,1,0=61=3|0=62=3|0=64=0,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,0,0,0,0,0,0,3020016=3|3020003=3|101=20000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
150,10,2,0=61=6|0=62=6|0=64=0,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,0,0,0,0,0,0,3020016=4|3020003=4|101=24000,101=100000,3020015=0,3020025=0,0,,10000,10000,100|0|0,300,300,2.5
151,10,3,0=61=9|0=62=9|0=64=0,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,3,0,0,0,0,0,3020016=4|3020003=4|101=28000,101=100000,3020015=1,3020025=0,0,,5500,5500,80|0|20,300,300,2.5
152,10,4,0=61=12|0=62=12|0=64=0,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,0,1000,200,500,2000,0,3020016=4|3020003=4|101=32000,101=100000,3020015=1,3020025=0,0,,5000,5000,80|0|20,300,300,2.5
153,10,5,0=61=16|0=62=16|0=64=10,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,0,1000,200,500,2000,0,3020016=6|3020003=6|101=40000,101=100000,3020015=2,3020025=0,0,,4500,4500,80|0|20,300,300,2.5
154,10,6,0=61=20|0=62=20|0=64=10,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,6,0,0,0,0,0,3020016=12|3020003=12|101=50000,101=100000,3020015=0,3020025=0,0,,4000,4000,100|0|0,300,300,2.5
155,10,7,0=61=24|0=62=24|0=64=10,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,6,1000,200,500,2000,0,3020016=20|3020003=20|101=60000,101=100000,3020015=3,3020025=0,0,,3000,3000,80|0|20,300,300,2.5
156,10,8,0=61=28|0=62=28|0=64=15,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,6,1000,200,500,2000,0,3020016=30|3020003=30|101=80000,101=100000,3020015=3,3020025=0,0,,2500,2500,80|0|20,300,300,2.5
157,10,9,0=61=33|0=62=33|0=64=15,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,9,0,0,0,0,0,3020016=40|3020003=40|101=120000,101=100000,3020015=0,3020025=0,0,,1000,1000,100|0|0,300,300,2.5
158,10,10,0=61=38|0=62=38|0=64=15,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,9,1000,200,500,2000,0,3020017=12|3020005=12|101=160000,101=100000,3020015=5,3020025=6,0,,2000,2000,80|0|20,300,300,2.5
159,10,11,0=61=43|0=62=43|0=64=20,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,9,1000,200,500,2000,0,3020017=16|3020005=16|101=200000,101=100000,3020015=5,3020025=7,0,,1800,1800,80|0|20,300,300,2.5
160,10,12,0=61=48|0=62=48|0=64=20,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,12,0,0,0,0,0,3020017=20|3020005=20|101=250000,101=100000,3020015=0,3020025=5,0,,1600,1600,100|0|0,300,300,2.5
161,10,13,0=61=54|0=62=54|0=64=20,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,12,500,100,200,1000,0,3020017=24|3020005=24|101=300000,101=100000,3020015=10,3020025=12,0,,1400,1400,80|0|20,300,300,2.5
162,10,14,0=61=60|0=62=60|0=64=25,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,12,500,100,200,1000,0,3020017=28|3020005=28|101=350000,101=100000,3020015=15,3020025=18,0,,1200,1200,80|0|20,300,300,2.5
163,10,15,0=61=66|0=62=66|0=64=25,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,0,0,0,0,0,3020017=36|3020005=36|101=400000,101=100000,3020015=0,3020025=10,0,,1100,1100,100|0|0,300,300,2.5
164,10,16,0=61=72|0=62=72|0=64=25,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=42|3020005=42|101=450000,101=100000,3020015=15,3020025=22,0,,1000,1000,88|0|12,300,300,2.5
165,10,17,0=61=79|0=62=79|0=64=30,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=48|3020005=48|101=500000,101=100000,3020015=20,3020025=28,0,,1000,1000,88|0|12,300,300,2.5
166,10,18,0=61=86|0=62=86|0=64=30,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=54|3020005=54|101=550000,101=100000,3020015=20,3020025=30,0,,1000,1000,88|0|12,300,300,2.5
167,10,19,0=61=93|0=62=93|0=64=30,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=60|3020005=60|101=600000,101=100000,3020015=20,3020025=32,0,,1000,1000,90|0|10,300,300,2.5
168,10,20,0=61=100|0=62=100|0=64=35,,精炼系统带来的物理攻击|精炼系统带来的魔法攻击|精炼系统带来的魔法防御,15,500,100,200,1000,0,3020017=60|3020005=60|101=600000,101=100000,3020015=25,3020025=32,0,,1000,1000,90|0|10,300,300,2.5
