ID,Comment,DungeonID,Wave,Level,MinionFactors,EliteFactors,BossFactors
439,单人5,2172,-9,95,145373=801,375396=3006,817040=4009
440,单人5,2172,-10,95,152641=841,394165=3156,857892=4209
441,单人5,2172,-11,96,160273=883,413873=3313,900786=4419
442,单人5,2172,-12,96,168286=927,434566=3478,945825=4639
443,单人5,2172,-13,96,176700=973,456294=3651,993116=4870
444,单人5,2172,-14,97,185535=1021,479108=3833,1042771=5113
445,单人5,2172,-15,97,194811=1072,503063=4024,1094909=5368
446,单人5,2172,-16,97,204551=1125,528216=4225,1149654=5636
447,单人5,2172,-17,97,214778=1181,554626=4436,1207136=5917
448,单人5,2172,-18,97,225516=1240,582357=4657,1267492=6212
449,单人5,2172,-19,98,236791=1302,611474=4889,1330866=6522
450,单人5,2172,-20,98,248630=1367,642047=5133,1397409=6848
451,单人5,2172,-21,98,261061=1435,674149=5389,1467279=7190
452,单人5,2172,-22,98,274114=1506,707856=5658,1540642=7549
453,单人5,2172,-23,98,287819=1581,743248=5940,1617674=7926
454,单人5,2172,-24,99,302209=1660,780410=6237,1698557=8322
455,单人5,2172,-25,99,317319=1743,819430=6548,1783484=8738
456,单人5,2172,-26,99,333184=1830,860401=6875,1872658=9174
457,单人5,2172,-27,99,349843=1921,903421=7218,1966290=9632
458,单人5,2172,-28,99,367335=2017,948592=7578,2064604=10113
459,单人5,2172,-29,100,385701=2117,996021=7956,2167834=10618
460,单人5,2172,-30,100,404986=2222,1045822=8353,2276225=11148
461,单人5,2172,-31,100,429285=2355,1108571=8854,2412798=11816
462,单人5,2172,-32,100,455042=2496,1175085=9385,2557565=12524
463,单人5,2172,-33,100,482344=2645,1245590=9948,2711018=13275
464,单人5,2172,-34,101,511284=2803,1320325=10544,2873679=14071
465,单人5,2172,-35,101,541961=2971,1399544=11176,3046099=14915
466,单人5,2172,-36,101,574478=3149,1483516=11846,3228864=15809
467,单人5,2172,-37,101,608946=3337,1572526=12556,3422595=16757
468,单人5,2172,-38,101,645482=3537,1666877=13309,3627950=17762
469,单人5,2172,-39,102,684210=3749,1766889=14107,3845627=18827
470,单人5,2172,-40,102,725262=3973,1872902=14953,4076364=19956
471,单人5,2172,-41,102,776030=4251,2004005=15999,4361709=21352
472,单人5,2172,-42,102,830352=4548,2144285=17118,4667028=22846
473,单人5,2172,-43,102,888476=4866,2294384=18316,4993719=24445
474,单人5,2172,-44,103,950669=5206,2454990=19598,5343279=26156
475,单人5,2172,-45,103,1017215=5570,2626839=20969,5717308=27986
476,单人5,2172,-46,103,1088420=5959,2810717=22436,6117519=29945
477,单人5,2172,-47,103,1164609=6376,3007467=24006,6545745=32041
478,单人5,2172,-48,103,1246131=6822,3217989=25686,7003947=34283
479,单人5,2172,-49,104,1333360=7299,3443248=27484,7494223=36682
480,单人5,2172,-50,104,1426695=7809,3684275=29407,8018818=39249
481,单人5,2172,-51,104,1569364=8433,4052702=31759,8820699=42388
482,单人5,2172,-52,104,1726300=9107,4457972=34299,9702768=45779
483,单人5,2172,-53,104,1898930=9835,4903769=37042,10673044=49441
484,单人5,2172,-54,105,2088823=10621,5394145=40005,11740348=53396
485,单人5,2172,-55,105,2297705=11470,5933559=43205,12914382=57667
486,单人5,2172,-56,105,2527475=12387,6526914=46661,14205820=62280
487,单人5,2172,-57,105,2780222=13377,7179605=50393,15626402=67262
488,单人5,2172,-58,105,3058244=14447,7897565=54424,17189042=72642
489,单人5,2172,-59,106,3364068=15602,8687321=58777,18907946=78453
490,单人5,2172,-60,106,3700474=16850,9556053=63479,20798740=84729
491,单人5,2172,-61,106,4810616=18872,12422868=71096,27038362=94896
492,单人5,2172,-62,106,6253800=21136,16149728=79627,35149870=106283
493,单人5,2172,-63,106,8129940=23672,20994646=89182,45694831=119036
494,单人5,2172,-64,107,10568922=26512,27293039=99883,59403280=133320
495,单人5,2172,-65,107,13739598=29693,35480950=111868,77224264=149318
496,单人5,2172,-66,107,17861477=33256,46125235=125292,100391543=167236
497,单人5,2172,-67,107,23219920=37246,59962805=140327,130509005=187304
498,单人5,2172,-68,107,30185896=41715,77951646=157166,169661706=209780
499,单人5,2172,-69,108,39241664=46720,101337139=176025,220560217=234953
500,单人5,2172,-70,108,51014163=52326,131738280=197148,286728282=263147
501,单人6,2173,1,90,12392=336,148708=1260,446126=1681
502,单人6,2173,2,90,19889=347,149171=1302,447515=1737
503,单人6,2173,3,91,27698=363,151081=1364,453243=1819
504,单人6,2173,4,91,35360=375,151544=1407,454632=1876
505,单人6,2173,5,92,40991=392,153716=1472,461150=1963
506,单人6,2173,6,92,46253=404,154179=1516,462539=2021
507,单人6,2173,7,93,51547=415,154642=1559,463928=2079
508,单人6,2173,8,93,57438=433,168213=1626,496434=2168
509,单人6,2173,9,94,60343=445,172802=1670,501949=2227
510,单人6,2173,10,94,63264=457,177414=1714,507487=2286
511,单人6,2173,11,95,65458=481,183839=1805,518094=2407
512,单人6,2173,12,95,67128=485,188799=1820,524442=2427
513,单人6,2173,13,96,68810=489,193793=1835,530826=2447
514,单人6,2173,14,96,71741=510,202310=1914,546670=2552
515,单人6,2173,15,96,73471=514,207448=1930,553197=2573
516,单人6,2173,16,97,75213=518,212621=1945,559758=2594
517,单人6,2173,17,97,76966=522,217828=1961,566354=2614
518,单人6,2173,18,97,79363=534,224864=2004,577593=2673
519,单人6,2173,19,98,82627=538,230176=2020,584294=2694
520,单人6,2173,20,98,85914=543,235523=2036,591029=2715
521,单人6,2173,21,98,90432=566,244167=2125,605898=2834
522,单人6,2173,22,99,93805=571,249644=2142,612763=2856
523,单人6,2173,23,99,97202=575,255155=2158,619663=2878
524,单人6,2173,24,99,101188=588,262171=2205,630131=2940
525,单人6,2173,25,100,104517=592,267442=2222,636328=2963
526,单人6,2173,26,100,107726=597,272394=2238,641743=2985
527,单人6,2173,27,101,117956=610,299044=2289,697770=3052
528,单人6,2173,28,101,119756=614,304381=2305,703570=3074
529,单人6,2173,29,102,121560=619,309730=2322,709382=3096
530,单人6,2173,30,102,129253=632,330120=2373,749321=3164
531,单人6,2173,-1,102,131144=637,335731=2390,755395=3186
532,单人6,2173,-2,103,133040=641,341353=2407,761480=3209
533,单人6,2173,-3,103,134939=646,346986=2424,767576=3232
534,单人6,2173,-4,103,136842=651,352631=2441,773684=3255
535,单人6,2173,-5,104,138748=655,358288=2458,779804=3277
536,单人6,2173,-6,104,145685=687,376202=2580,818794=3440
537,单人6,2173,-7,104,152969=721,395012=2709,859733=3612
538,单人6,2173,-8,105,160617=757,414762=2844,902719=3792
539,单人6,2173,-9,105,168647=794,435500=2986,947854=3981
540,单人6,2173,-10,105,177079=833,457275=3135,995246=4180
541,单人6,2173,-11,106,185932=874,480138=3291,1045008=4389
542,单人6,2173,-12,106,195228=917,504144=3455,1097258=4608
543,单人6,2173,-13,106,204989=962,529351=3627,1152120=4838
544,单人6,2173,-14,107,215238=1010,555818=3808,1209726=5079
545,单人6,2173,-15,107,225999=1060,583608=3998,1270212=5332
546,单人6,2173,-16,107,237298=1113,612788=4197,1333722=5598
547,单人6,2173,-17,107,249162=1168,643427=4406,1400408=5877
548,单人6,2173,-18,107,261620=1226,675598=4626,1470428=6170
549,单人6,2173,-19,108,274701=1287,709377=4857,1543949=6478
550,单人6,2173,-20,108,288436=1351,744845=5099,1621146=6801
551,单人6,2173,-21,108,302857=1418,782087=5353,1702203=7141
552,单人6,2173,-22,108,317999=1488,821191=5620,1787313=7498
553,单人6,2173,-23,108,333898=1562,862250=5901,1876678=7872
554,单人6,2173,-24,109,350592=1640,905362=6196,1970511=8265
555,单人6,2173,-25,109,368121=1722,950630=6505,2069036=8678
556,单人6,2173,-26,109,386527=1808,998161=6830,2172487=9111
557,单人6,2173,-27,109,405853=1898,1048069=7171,2281111=9566
558,单人6,2173,-28,109,426145=1992,1100472=7529,2395166=10044
559,单人6,2173,-29,110,447452=2091,1155495=7905,2514924=10546
560,单人6,2173,-30,110,469824=2195,1213269=8300,2640670=11073
561,单人6,2173,-31,110,498013=2326,1286065=8798,2799110=11737
562,单人6,2173,-32,110,527893=2465,1363228=9325,2967056=12441
563,单人6,2173,-33,110,559566=2612,1445021=9884,3145079=13187
564,单人6,2173,-34,111,593139=2768,1531722=10477,3333783=13978
565,单人6,2173,-35,111,628727=2934,1623625=11105,3533809=14816
566,单人6,2173,-36,111,666450=3110,1721042=11771,3745837=15704
567,单人6,2173,-37,111,706437=3296,1824304=12477,3970587=16646
568,单人6,2173,-38,111,748823=3493,1933762=13225,4208822=17644
569,单人6,2173,-39,112,793752=3702,2049787=14018,4461351=18702
570,单人6,2173,-40,112,841377=3924,2172774=14859,4729032=19824
571,单人6,2173,-41,112,900273=4198,2324868=15899,5060064=21211
572,单人6,2173,-42,112,963292=4491,2487608=17011,5414268=22695
573,单人6,2173,-43,112,1030722=4805,2661740=18201,5793266=24283
574,单人6,2173,-44,113,1102872=5141,2848061=19475,6198794=25982
575,单人6,2173,-45,113,1180073=5500,3047425=20838,6632709=27800
576,单人6,2173,-46,113,1262678=5885,3260744=22296,7096998=29746
577,单人6,2173,-47,113,1351065=6296,3488996=23856,7593787=31828
578,单人6,2173,-48,113,1445639=6736,3733225=25525,8125352=34055
579,单人6,2173,-49,114,1546833=7207,3994550=27311,8694126=36438
580,单人6,2173,-50,114,1655111=7711,4274168=29222,9302714=38988
581,单人6,2173,-51,114,1820622=8327,4701584=31559,10232985=42107
582,单人6,2173,-52,114,2002684=8993,5171742=34083,11256283=45475
583,单人6,2173,-53,114,2202952=9712,5688916=36809,12381911=49113
584,单人6,2173,-54,115,2423247=10488,6257807=39753,13620102=53042
585,单人6,2173,-55,115,2665571=11327,6883587=42933,14982112=57285
586,单人6,2173,-56,115,2932128=12233,7571945=46367,16480323=61867
587,单人6,2173,-57,115,3225340=13211,8329139=50076,18128355=66816
588,单人6,2173,-58,115,3547874=14267,9162052=54082,19941190=72161
589,单人6,2173,-59,116,3902661=15408,10078257=58408,21935309=77933
590,单人6,2173,-60,116,4292927=16640,11086082=63080,24128839=84167
591,单人6,2173,-61,116,5580805=18636,14411906=70649,31367490=94267
592,单人6,2173,-62,116,7255046=20872,18735477=79126,40777737=105579
593,单人6,2173,-63,116,9431559=23376,24356120=88621,53011058=118248
594,单人6,2173,-64,117,12261026=26181,31662956=99255,68914375=132437
595,单人6,2173,-65,117,15939333=29322,41161842=111165,89588687=148329
596,单人6,2173,-66,117,20721132=32840,53510394=124504,116465293=166128
597,单人6,2173,-67,117,26937471=36780,69563512=139444,151404880=186063
598,单人6,2173,-68,117,35018712=41193,90432565=156177,196826344=208390
599,单人6,2173,-69,118,45524325=46136,117562334=174918,255874247=233396
600,单人6,2173,-70,118,59181622=51672,152831034=195908,332636521=261403
601,双人1,2178,1,42,2887=14,39690=40,129147=87
602,双人1,2178,2,42,4620=17,39690=46,129147=101
603,双人1,2178,3,42,6557=20,40972=54,133327=118
604,双人1,2178,4,43,9230=22,44762=61,144697=133
605,双人1,2178,5,43,10780=25,45758=70,147938=152
606,双人1,2178,6,44,12127=28,45758=77,147938=167
607,双人1,2178,7,44,15341=31,51592=84,165910=183
608,双人1,2178,8,45,16108=33,54172=91,174206=199
609,双人1,2178,9,45,17301=37,58212=102,187257=222
610,双人1,2178,10,45,19540=75,65217=205,208844=445
611,双人1,2178,11,46,20339=44,67923=120,217582=261
612,双人1,2178,12,46,20772=46,69369=128,222211=277
613,双人1,2178,13,46,21709=51,72546=140,232476=305
614,双人1,2178,14,47,22152=54,74026=148,237220=322
615,双人1,2178,15,47,24205=91,80339=250,256461=543
616,双人1,2178,16,47,25146=61,83510=168,266669=365
617,双人1,2178,17,47,25630=64,85115=176,271797=382
618,双人1,2178,18,48,26113=67,86721=184,276925=400
619,双人1,2178,19,48,31026=78,103814=215,332913=465
620,双人1,2178,20,48,33966=118,113018=322,361289=698
621,双人1,2178,21,48,35138=85,116915=232,373748=504
622,双人1,2178,22,48,37270=90,124143=247,397097=535
623,双人1,2178,23,49,38472=94,128148=256,409906=555
624,双人1,2178,24,49,39674=97,132152=265,422716=575
625,双人1,2178,25,49,43357=130,143705=355,458383=771
626,双人1,2178,26,49,44632=103,147932=280,471864=608
627,双人1,2178,27,50,45691=108,151463=296,483171=642
628,双人1,2178,28,50,46334=112,153596=306,489976=663
629,双人1,2178,29,50,47463=118,157301=322,501728=699
630,双人1,2178,30,50,48113=121,159456=332,508601=720
631,双人1,2178,-1,51,51361=130,170220=355,542931=769
632,双人1,2178,-2,51,55811=141,184969=385,589977=835
633,双人1,2178,-3,51,63149=160,209286=436,667539=945
634,双人1,2178,-4,52,74095=187,245563=512,783245=1109
635,双人1,2178,-5,52,89371=226,296190=617,944726=1338
636,双人1,2178,-6,52,93839=237,310999=647,991962=1404
637,双人1,2178,-7,53,98530=248,326548=679,1041560=1474
638,双人1,2178,-8,53,103456=260,342875=712,1093638=1547
639,双人1,2178,-9,53,108628=273,360018=747,1148319=1624
640,双人1,2178,-10,54,114059=286,378018=784,1205734=1705
641,双人1,2178,-11,54,119761=300,396918=823,1266020=1790
642,双人1,2178,-12,54,125749=315,416763=864,1329321=1879
643,双人1,2178,-13,55,132036=330,437601=907,1395787=1972
644,双人1,2178,-14,55,138637=346,459481=952,1465576=2070
645,双人1,2178,-15,55,145568=363,482455=999,1538854=2173
646,双人1,2178,-16,55,152846=381,506577=1048,1615796=2281
647,双人1,2178,-17,55,160488=400,531905=1100,1696585=2395
648,双人1,2178,-18,56,168512=420,558500=1155,1781414=2514
649,双人1,2178,-19,56,176937=441,586425=1212,1870484=2639
650,双人1,2178,-20,56,185783=463,615746=1272,1964008=2770
651,双人1,2178,-21,56,195072=486,646533=1335,2062208=2908
652,双人1,2178,-22,56,204825=510,678859=1401,2165318=3053
653,双人1,2178,-23,57,215066=535,712801=1471,2273583=3205
654,双人1,2178,-24,57,225819=561,748441=1544,2387262=3365
655,双人1,2178,-25,57,237109=589,785863=1621,2506625=3533
656,双人1,2178,-26,57,248964=618,825156=1702,2631956=3709
657,双人1,2178,-27,57,261412=648,866413=1787,2763553=3894
658,双人1,2178,-28,58,274482=680,909733=1876,2901730=4088
659,双人1,2178,-29,58,288206=714,955219=1969,3046816=4292
660,双人1,2178,-30,58,302616=749,1002979=2067,3199156=4506
661,双人1,2178,-31,58,320772=793,1063157=2191,3391105=4776
662,双人1,2178,-32,58,340018=840,1126946=2322,3594571=5062
663,双人1,2178,-33,59,360419=890,1194562=2461,3810245=5365
664,双人1,2178,-34,59,382044=943,1266235=2608,4038859=5686
665,双人1,2178,-35,59,404966=999,1342209=2764,4281190=6027
666,双人1,2178,-36,59,429263=1058,1422741=2929,4538061=6388
667,双人1,2178,-37,59,455018=1121,1508105=3104,4810344=6771
668,双人1,2178,-38,60,482319=1188,1598591=3290,5098964=7177
669,双人1,2178,-39,60,511258=1259,1694506=3487,5404901=7607
670,双人1,2178,-40,60,541933=1334,1796176=3696,5729195=8063
671,双人1,2178,-41,60,579868=1427,1921908=3954,6130238=8627
672,双人1,2178,-42,60,620458=1526,2056441=4230,6559354=9230
673,双人1,2178,-43,61,663890=1632,2200391=4526,7018508=9876
674,双人1,2178,-44,61,710362=1746,2354418=4842,7509803=10567
675,双人1,2178,-45,61,760087=1868,2519227=5180,8035489=11306
676,双人1,2178,-46,61,813293=1998,2695572=5542,8597973=12097
677,双人1,2178,-47,61,870223=2137,2884262=5929,9199831=12943
678,双人1,2178,-48,62,931138=2286,3086160=6344,9843819=13849
679,双人1,2178,-49,62,996317=2446,3302191=6788,10532886=14818
680,双人1,2178,-50,62,1066059=2617,3533344=7263,11270188=15855
681,双人1,2178,-51,62,1172664=2826,3886678=7844,12397206=17123
682,双人1,2178,-52,62,1289930=3052,4275345=8471,13636926=18492
683,双人1,2178,-53,63,1418923=3296,4702879=9148,15000618=19971
684,双人1,2178,-54,63,1560815=3559,5173166=9879,16500679=21568
685,双人1,2178,-55,63,1716896=3843,5690482=10669,18150746=23293
686,双人1,2178,-56,63,1888585=4150,6259530=11522,19965820=25156
687,双人1,2178,-57,63,2077443=4482,6885483=12443,21962402=27168
688,双人1,2178,-58,64,2285187=4840,7574031=13438,24158642=29341
689,双人1,2178,-59,64,2513705=5227,8331434=14513,26574506=31688
690,双人1,2178,-60,64,2765075=5645,9164577=15674,29231956=34223
691,双人1,2178,-61,64,3594597=6322,11913950=17554,38001542=38329
692,双人1,2178,-62,64,4672976=7080,15488135=19660,49402004=42928
693,双人1,2178,-63,65,6074868=7929,20134575=22019,64222605=48079
694,双人1,2178,-64,65,7897328=8880,26174947=24661,83489386=53848
695,双人1,2178,-65,65,10266526=9945,34027431=27620,108536201=60309
696,双人1,2178,-66,65,13346483=11138,44235660=30934,141097061=67546
697,双人1,2178,-67,65,17350427=12474,57506358=34646,183426179=75651
698,双人1,2178,-68,66,22555555=13970,74758265=38803,238454032=84729
699,双人1,2178,-69,66,29322221=15646,97185744=43459,309990241=94896
700,双人1,2178,-70,66,38118887=17523,126341467=48674,402987313=106283
701,双人2,2179,1,50,4277=19,58993=53,192315=116
702,双人2,2179,2,50,6843=22,58993=62,192315=135
703,双人2,2179,3,51,9750=26,61142=73,199341=158
704,双人2,2179,4,51,13294=30,64932=82,210711=178
705,双人2,2179,5,52,15350=34,65582=93,212787=202
706,双人2,2179,6,52,17268=37,65582=103,212787=223
707,双人2,2179,7,53,20688=42,70171=114,226729=248
708,双人2,2179,8,53,21722=45,73680=124,238065=269
709,双人2,2179,9,54,23049=50,78136=136,252383=296
710,双人2,2179,10,54,25550=100,86046=273,276930=593
711,双人2,2179,11,55,27678=78,93418=212,301023=461
712,双人2,2179,12,55,28267=82,95406=226,307428=490
713,双人2,2179,13,56,29118=90,98270=247,316638=536
714,双人2,2179,14,56,29713=95,100276=261,323100=566
715,双人2,2179,15,57,31918=161,107113=440,344059=954
716,双人2,2179,16,57,32815=107,110112=294,353674=637
717,双人2,2179,17,58,33446=113,112230=308,360475=667
718,双人2,2179,18,58,34077=118,114348=322,367277=698
719,双人2,2179,19,58,35636=131,119569=359,384030=778
720,双人2,2179,20,59,38741=197,129335=538,414232=1167
721,双人2,2179,21,59,40076=142,133795=389,428516=843
722,双人2,2179,22,59,41940=153,140055=417,448634=905
723,双人2,2179,23,60,43293=158,144573=433,463106=938
724,双人2,2179,24,60,44646=164,149091=448,477578=972
725,双人2,2179,25,60,51705=227,172537=619,552458=1342
726,双人2,2179,26,61,53225=179,177612=489,568707=1059
727,双人2,2179,27,61,54353=188,181381=514,580786=1114
728,双人2,2179,28,61,55119=194,183936=530,588966=1150
729,双人2,2179,29,62,56301=204,187871=556,601547=1206
730,双人2,2179,30,62,57072=210,190444=573,609787=1243
731,双人2,2179,-1,62,60925=224,203299=612,650948=1327
732,双人2,2179,-2,63,66204=244,220915=665,707353=1442
733,双人2,2179,-3,63,74908=276,249958=753,800346=1631
734,双人2,2179,-4,63,87892=323,293285=883,939072=1914
735,双人2,2179,-5,64,106012=390,353751=1065,1132680=2309
736,双人2,2179,-6,64,111312=409,371438=1118,1189314=2424
737,双人2,2179,-7,64,116877=429,390009=1173,1248779=2545
738,双人2,2179,-8,65,122720=450,409509=1231,1311217=2672
739,双人2,2179,-9,65,128856=472,429984=1292,1376777=2805
740,双人2,2179,-10,65,135298=495,451483=1356,1445615=2945
741,双人2,2179,-11,66,142062=519,474057=1423,1517895=3092
742,双人2,2179,-12,66,149165=544,497759=1494,1593789=3246
743,双人2,2179,-13,66,156623=571,522646=1568,1673478=3408
744,双人2,2179,-14,67,164454=599,548778=1646,1757151=3578
745,双人2,2179,-15,67,172676=628,576216=1728,1845008=3756
746,双人2,2179,-16,67,181309=659,605026=1814,1937258=3943
747,双人2,2179,-17,67,190374=691,635277=1904,2034120=4140
748,双人2,2179,-18,67,199892=725,667040=1999,2135826=4347
749,双人2,2179,-19,68,209886=761,700392=2098,2242617=4564
750,双人2,2179,-20,68,220380=799,735411=2202,2354747=4792
751,双人2,2179,-21,68,231399=838,772181=2312,2472484=5031
752,双人2,2179,-22,68,242968=879,810790=2427,2596108=5282
753,双人2,2179,-23,68,255116=922,851329=2548,2725913=5546
754,双人2,2179,-24,69,267871=968,893895=2675,2862208=5823
755,双人2,2179,-25,69,281264=1016,938589=2808,3005318=6114
756,双人2,2179,-26,69,295327=1066,985518=2948,3155583=6419
757,双人2,2179,-27,69,310093=1119,1034793=3095,3313362=6739
758,双人2,2179,-28,69,325597=1174,1086532=3249,3479030=7075
759,双人2,2179,-29,70,341876=1232,1140858=3411,3652981=7428
760,双人2,2179,-30,70,358969=1293,1197900=3581,3835630=7799
761,双人2,2179,-31,70,380507=1370,1269774=3795,4065767=8266
762,双人2,2179,-32,70,403337=1452,1345960=4022,4309713=8761
763,双人2,2179,-33,70,427537=1539,1426717=4263,4568295=9286
764,双人2,2179,-34,71,453189=1631,1512320=4518,4842392=9843
765,双人2,2179,-35,71,480380=1728,1603059=4789,5132935=10433
766,双人2,2179,-36,71,509202=1831,1699242=5076,5440911=11058
767,双人2,2179,-37,71,539754=1940,1801196=5380,5767365=11721
768,双人2,2179,-38,71,572139=2056,1909267=5702,6113406=12424
769,双人2,2179,-39,72,606467=2179,2023823=6044,6480210=13169
770,双人2,2179,-40,72,642855=2309,2145252=6406,6869022=13959
771,双人2,2179,-41,72,687854=2470,2295419=6854,7349853=14936
772,双人2,2179,-42,72,736003=2642,2456098=7333,7864342=15981
773,双人2,2179,-43,72,787523=2826,2628024=7846,8414845=17099
774,双人2,2179,-44,73,842649=3023,2811985=8395,9003884=18295
775,双人2,2179,-45,73,901634=3234,3008823=8982,9634155=19575
776,双人2,2179,-46,73,964748=3460,3219440=9610,10308545=20945
777,双人2,2179,-47,73,1032280=3702,3444800=10282,11030143=22411
778,双人2,2179,-48,73,1104539=3961,3685936=11001,11802253=23979
779,双人2,2179,-49,74,1181856=4238,3943951=11771,12628410=25657
780,双人2,2179,-50,74,1264585=4534,4220027=12594,13512398=27452
781,双人2,2179,-51,74,1391043=4896,4642029=13601,14863637=29648
782,双人2,2179,-52,74,1530147=5287,5106231=14689,16350000=32019
783,双人2,2179,-53,74,1683161=5709,5616854=15864,17985000=34580
784,双人2,2179,-54,75,1851477=6165,6178539=17133,19783500=37346
785,双人2,2179,-55,75,2036624=6658,6796392=18503,21761850=40333
786,双人2,2179,-56,75,2240286=7190,7476031=19983,23938035=43559
787,双人2,2179,-57,75,2464314=7765,8223634=21581,26331838=47043
788,双人2,2179,-58,75,2710745=8386,9045997=23307,28965021=50806
789,双人2,2179,-59,76,2981819=9056,9950596=25171,31861523=54870
790,双人2,2179,-60,76,3280000=9780,10945655=27184,35047675=59259
791,双人2,2179,-61,76,4264000=10953,14229351=30446,45561977=66370
792,双人2,2179,-62,76,5543200=12267,18498156=34099,59230570=74334
793,双人2,2179,-63,76,7206160=13739,24047602=38190,76999741=83254
794,双人2,2179,-64,77,9368008=15387,31261882=42772,100099663=93244
795,双人2,2179,-65,77,12178410=17233,40640446=47904,130129561=104433
796,双人2,2179,-66,77,15831933=19300,52832579=53652,169168429=116964
797,双人2,2179,-67,77,20581512=21616,68682352=60090,219918957=130999
798,双人2,2179,-68,77,26755965=24209,89287057=67300,285894644=146718
799,双人2,2179,-69,78,34782754=27114,116073174=75376,371663037=164324
800,双人2,2179,-70,78,45217580=30367,150895126=84421,483161948=184042
801,双人3,2180,1,60,6350=133,76204=586,228612=668
802,双人3,2180,2,60,10222=140,76204=613,228612=698
803,双人3,2180,3,61,14249=146,76798=653,230394=728
804,双人3,2180,4,61,18243=153,81428=680,244284=759
805,双人3,2180,5,62,21207=170,82307=721,246922=841
806,双人3,2180,6,62,23997=177,82307=748,246922=873
807,双人3,2180,7,63,26818=183,86937=776,260812=906
808,双人3,2180,8,63,28614=203,89967=809,265514=1002
809,双人3,2180,9,64,30146=208,92162=826,267709=1023
810,双人3,2180,10,64,31694=210,99333=832,284140=1030
811,双人3,2180,11,65,32811=215,102337=853,288404=1055
812,双人3,2180,12,65,33787=217,104663=858,290730=1062
813,双人3,2180,13,66,34774=219,106988=864,293056=1070
814,双人3,2180,14,66,36654=228,111799=1045,302096=1110
815,双人3,2180,15,66,37683=230,119734=1052,319290=1117
816,双人3,2180,16,67,38723=232,122228=1059,321785=1125
817,双人3,2180,17,67,39774=235,124722=1066,324279=1132
818,双人3,2180,18,67,41128=241,128043=1141,328894=1159
819,双人3,2180,19,68,42976=243,130553=1148,331405=1167
820,双人3,2180,20,68,44846=245,139199=1156,349310=1174
821,双人3,2180,21,68,47351=256,143476=1181,356033=1226
822,双人3,2180,22,69,49288=258,146132=1188,358690=1234
823,双人3,2180,23,69,51249=261,148789=1196,361346=1241
824,双人3,2180,24,69,53587=267,152695=1225,367004=1271
825,双人3,2180,25,70,55473=269,162087=1232,385656=1279
826,双人3,2180,26,70,57240=272,164882=1248,388451=1295
827,双人3,2180,27,71,59293=280,170462=1282,397744=1333
828,双人3,2180,28,71,60267=284,173303=1298,400585=1349
829,双人3,2180,29,72,61245=287,176144=1313,403426=1365
830,双人3,2180,30,72,67521=381,192508=1450,436963=1834
831,双人3,2180,-1,72,70293=400,199953=1515,449896=1928
832,双人3,2180,-2,73,74147=418,210183=1584,468871=2018
833,双人3,2180,-3,73,77527=438,219218=1652,484938=2118
834,双人3,2180,-4,73,88406=458,247591=1724,543222=2213
835,双人3,2180,-5,74,93137=561,260183=1847,566282=2728
836,双人3,2180,-6,74,97793=589,273192=1939,594596=2864
837,双人3,2180,-7,74,102682=618,286851=2035,624325=3007
838,双人3,2180,-8,75,107816=648,301193=2136,655541=3157
839,双人3,2180,-9,75,113206=680,316252=2242,688318=3314
840,双人3,2180,-10,75,118866=714,332064=2354,722733=3479
841,双人3,2180,-11,76,124809=749,348667=2471,758869=3652
842,双人3,2180,-12,76,131049=786,366100=2594,796812=3834
843,双人3,2180,-13,76,137601=825,384405=2723,836652=4025
844,双人3,2180,-14,77,144481=866,403625=2859,878484=4226
845,双人3,2180,-15,77,151705=909,423806=3001,922408=4437
846,双人3,2180,-16,77,159290=954,444996=3151,968528=4658
847,双人3,2180,-17,77,167254=1001,467245=3308,1016954=4890
848,双人3,2180,-18,77,175616=1051,490607=3473,1067801=5134
849,双人3,2180,-19,78,184396=1103,515137=3646,1121191=5390
850,双人3,2180,-20,78,193615=1158,540893=3828,1177250=5659
851,双人3,2180,-21,78,203295=1215,567937=4019,1236112=5941
852,双人3,2180,-22,78,213459=1275,596333=4219,1297917=6238
853,双人3,2180,-23,78,224131=1338,626149=4429,1362812=6549
854,双人3,2180,-24,79,235337=1404,657456=4650,1430952=6876
855,双人3,2180,-25,79,247103=1474,690328=4882,1502499=7219
856,双人3,2180,-26,79,259458=1547,724844=5126,1577623=7579
857,双人3,2180,-27,79,272430=1624,761086=5382,1656504=7957
858,双人3,2180,-28,79,286051=1705,799140=5651,1739329=8354
859,双人3,2180,-29,80,300353=1790,839097=5933,1826295=8771
860,双人3,2180,-30,80,315370=1879,881051=6229,1917609=9209
861,双人3,2180,-31,80,334292=1991,933914=6602,2032665=9761
862,双人3,2180,-32,80,354349=2110,989948=6998,2154624=10346
863,双人3,2180,-33,80,375609=2236,1049344=7417,2283901=10966
864,双人3,2180,-34,81,398145=2370,1112304=7862,2420935=11623
865,双人3,2180,-35,81,422033=2512,1179042=8333,2566191=12320
866,双人3,2180,-36,81,447354=2662,1249784=8832,2720162=13059
867,双人3,2180,-37,81,474195=2821,1324771=9361,2883371=13842
868,双人3,2180,-38,81,502646=2990,1404257=9922,3056373=14672
869,双人3,2180,-39,82,532804=3169,1488512=10517,3239755=15552
870,双人3,2180,-40,82,564772=3359,1577822=11148,3434140=16485
871,双人3,2180,-41,82,604306=3594,1688269=11928,3674529=17638
872,双人3,2180,-42,82,646607=3845,1806447=12762,3931746=18872
