ID,AwardId,ItemIds
1892,3500110,3027001|3027002|101|201|202
1893,3500120,3027001|3027002|101|201|202
1894,3500130,3027001|3027002|101|201|202
1895,3500140,3027001|3027002|101|201|202
1896,3500150,3027001|3027002|101|201|202
1897,3500160,3027001|3027002|101|201|202
1898,3500170,3027001|3027002|101|201|202
1899,3500180,3027001|3027002|101|201|202
1900,3500190,3027001|3027002|101|201|202
1901,3500200,3027001|3027002|101|201|202
1902,3500210,3027001|3027002|101|201|202
1903,3500220,3027001|3027002|101|201|202
1904,3500230,3027001|3027002|101|201|202
1905,3500240,3027001|3027002|101|201|202
1906,3500250,3027001|3027002|101|201|202
1907,3500260,3027001|3027002|101|201|202
1908,3500270,3027001|3027002|101|201|202
1909,3500280,3027001|3027002|101|201|202
1910,3500290,3027001|3027002|101|201|202
1911,3500300,3027001|3027002|3027003|101|201|202|2035002
1912,3500310,3027001|3027002|3027003|101|201|202|2035002
1913,3500320,3027001|3027002|3027003|101|201|202|2035002
1914,3500330,3027001|3027002|3027003|101|201|202|2035002
1915,3500340,3027001|3027002|3027003|101|201|202|2035002
1916,3500350,3027001|3027002|3027003|101|201|202|2035002
1917,3500360,3027001|3027002|3027003|101|201|202
1918,3500370,3027001|3027002|3027003|101|201|202
1919,3500380,3027001|3027002|3027003|101|201|202
1920,3500390,3027001|3027002|3027003|101|201|202
1921,3500400,3027001|3027002|3027003|101|201|202
1922,3500410,3027001|3027002|3027003|101|201|202
1923,3500420,3027001|3027002|3027003|101|201|202
1924,3500430,3027001|3027002|3027003|101|201|202
1925,3500440,3027001|3027002|3027003|101|201|202
1926,3500450,3027001|3027002|3027003|101|201|202
1927,3510010,3027001|3027002|101|201|202|3024001
1928,3510020,3027001|3027002|101|201|202|3024001
1929,3510030,3027001|3027002|101|201|202|3024001
1930,3510040,3027001|3027002|101|201|202|3024001
1931,3510050,3027001|3027002|101|201|202|3024001
1932,3510060,3027001|3027002|101|201|202|3024001
1933,3510070,3027001|3027002|101|201|202|3024001
1934,3510080,3027001|3027002|101|201|202|3024001
1935,3510090,3027001|3027002|101|201|202|3024001
1936,3510100,3027001|3027002|101|201|202|3024001
1937,3510110,3027001|3027002|101|201|202|3024001
1938,3510120,3027001|3027002|101|201|202|3024001
1939,3510130,3027001|3027002|101|201|202|3024001
1940,3510140,3027001|3027002|101|201|202|3024001
1941,3510150,3027001|3027002|101|201|202|3024001
1942,3510160,3027001|3027002|101|201|202|3024001
1943,3510170,3027001|3027002|101|201|202|3024001
1944,3510180,3027001|3027002|101|201|202|3024001
1945,3510190,3027001|3027002|101|201|202|3024001
1946,3510200,3027001|3027002|101|201|202|3024001
1947,3510210,3027001|3027002|101|201|202|3024001
1948,3510220,3027001|3027002|101|201|202|3024001
1949,3510230,3027001|3027002|101|201|202|3024001
1950,3510240,3027001|3027002|101|201|202|3024001
1951,3510250,3027001|3027002|101|201|202|3024001
1952,3510260,3027001|3027002|101|201|202|3024001
1953,3510270,3027001|3027002|101|201|202|3024001
1954,3510280,3027001|3027002|101|201|202|3024001
1955,3510290,3027001|3027002|101|201|202|3024001
1956,3510300,3027001|3027002|3027003|101|201|202|3024001|2035002
1957,3510310,3027001|3027002|3027003|101|201|202|3024001|2035002
1958,3510320,3027001|3027002|3027003|101|201|202|3024001|2035002
1959,3510330,3027001|3027002|3027003|101|201|202|3024001|2035002
1960,3510340,3027001|3027002|3027003|101|201|202|3024001|2035002
1961,3510350,3027001|3027002|3027003|101|201|202|3024001|2035002
1962,3510360,3027001|3027002|3027003|101|201|202|3024001
1963,3510370,3027001|3027002|3027003|101|201|202|3024001
1964,3510380,3027001|3027002|3027003|101|201|202|3024001
1965,3510390,3027001|3027002|3027003|101|201|202|3024001
1966,3510400,3027001|3027002|3027003|101|201|202|3024001
1967,3510410,3027001|3027002|3027003|101|201|202|3024001
1968,3510420,3027001|3027002|3027003|101|201|202|3024001
1969,3510430,3027001|3027002|3027003|101|201|202|3024001
1970,3510440,3027001|3027002|3027003|101|201|202|3024001
1971,3510450,3027001|3027002|3027003|101|201|202|3024001
1972,3520010,3027001|3027002|101|201|202|3024001|3021009
1973,3520020,3027001|3027002|101|201|202|3024001|3021009
1974,3520030,3027001|3027002|101|201|202|3024001|3021009
1975,3520040,3027001|3027002|101|201|202|3024001|3021009
1976,3520050,3027001|3027002|101|201|202|3024001|3021009
1977,3520060,3027001|3027002|101|201|202|3024001|3021009
1978,3520070,3027001|3027002|101|201|202|3024001|3021009
1979,3520080,3027001|3027002|101|201|202|3024001|3021009
1980,3520090,3027001|3027002|101|201|202|3024001|3021009
1981,3520100,3027001|3027002|101|201|202|3024001|3021009
1982,3520110,3027001|3027002|101|201|202|3024001|3021009
1983,3520120,3027001|3027002|101|201|202|3024001|3021009
1984,3520130,3027001|3027002|101|201|202|3024001|3021009
1985,3520140,3027001|3027002|101|201|202|3024001|3021009
1986,3520150,3027001|3027002|101|201|202|3024001|3021009
1987,3520160,3027001|3027002|101|201|202|3024001|3021009
1988,3520170,3027001|3027002|101|201|202|3024001|3021009
1989,3520180,3027001|3027002|101|201|202|3024001|3021009
1990,3520190,3027001|3027002|101|201|202|3024001|3021009
1991,3520200,3027001|3027002|101|201|202|3024001|3021009
1992,3520210,3027001|3027002|101|201|202|3024001|3021009
1993,3520220,3027001|3027002|101|201|202|3024001|3021009
1994,3520230,3027001|3027002|101|201|202|3024001|3021009
1995,3520240,3027001|3027002|101|201|202|3024001|3021009
1996,3520250,3027001|3027002|101|201|202|3024001|3021009
1997,3520260,3027001|3027002|101|201|202|3024001|3021009
1998,3520270,3027001|3027002|101|201|202|3024001|3021009
1999,3520280,3027001|3027002|101|201|202|3024001|3021009
2000,3520290,3027001|3027002|101|201|202|3024001|3021009
2001,3520300,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2002,3520310,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2003,3520320,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2004,3520330,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2005,3520340,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2006,3520350,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2007,3520360,3027001|3027002|3027003|101|201|202|3024001|3021009
2008,3520370,3027001|3027002|3027003|101|201|202|3024001|3021009
2009,3520380,3027001|3027002|3027003|101|201|202|3024001|3021009
2010,3520390,3027001|3027002|3027003|101|201|202|3024001|3021009
2011,3520400,3027001|3027002|3027003|101|201|202|3024001|3021009
2012,3520410,3027001|3027002|3027003|101|201|202|3024001|3021009
2013,3520420,3027001|3027002|3027003|101|201|202|3024001|3021009
2014,3520430,3027001|3027002|3027003|101|201|202|3024001|3021009
2015,3520440,3027001|3027002|3027003|101|201|202|3024001|3021009
2016,3520450,3027001|3027002|3027003|101|201|202|3024001|3021009
2017,3530010,3027001|3027002|101|201|202|3024001|3021009
2018,3530020,3027001|3027002|101|201|202|3024001|3021009
2019,3530030,3027001|3027002|101|201|202|3024001|3021009
2020,3530040,3027001|3027002|101|201|202|3024001|3021009
2021,3530050,3027001|3027002|101|201|202|3024001|3021009
2022,3530060,3027001|3027002|101|201|202|3024001|3021009
2023,3530070,3027001|3027002|101|201|202|3024001|3021009
2024,3530080,3027001|3027002|101|201|202|3024001|3021009
2025,3530090,3027001|3027002|101|201|202|3024001|3021009
2026,3530100,3027001|3027002|101|201|202|3024001|3021009
2027,3530110,3027001|3027002|101|201|202|3024001|3021009
2028,3530120,3027001|3027002|101|201|202|3024001|3021009
2029,3530130,3027001|3027002|101|201|202|3024001|3021009
2030,3530140,3027001|3027002|101|201|202|3024001|3021009
2031,3530150,3027001|3027002|101|201|202|3024001|3021009
2032,3530160,3027001|3027002|101|201|202|3024001|3021009
2033,3530170,3027001|3027002|101|201|202|3024001|3021009
2034,3530180,3027001|3027002|101|201|202|3024001|3021009
2035,3530190,3027001|3027002|101|201|202|3024001|3021009
2036,3530200,3027001|3027002|101|201|202|3024001|3021009
2037,3530210,3027001|3027002|101|201|202|3024001|3021009
2038,3530220,3027001|3027002|101|201|202|3024001|3021009
2039,3530230,3027001|3027002|101|201|202|3024001|3021009
2040,3530240,3027001|3027002|101|201|202|3024001|3021009
2041,3530250,3027001|3027002|101|201|202|3024001|3021009
2042,3530260,3027001|3027002|101|201|202|3024001|3021009
2043,3530270,3027001|3027002|101|201|202|3024001|3021009
2044,3530280,3027001|3027002|101|201|202|3024001|3021009
2045,3530290,3027001|3027002|101|201|202|3024001|3021009
2046,3530300,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2047,3530310,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2048,3530320,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2049,3530330,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2050,3530340,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2051,3530350,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2052,3530360,3027001|3027002|3027003|101|201|202|3024001|3021009
2053,3530370,3027001|3027002|3027003|101|201|202|3024001|3021009
2054,3530380,3027001|3027002|3027003|101|201|202|3024001|3021009
2055,3530390,3027001|3027002|3027003|101|201|202|3024001|3021009
2056,3530400,3027001|3027002|3027003|101|201|202|3024001|3021009
2057,3530410,3027001|3027002|3027003|101|201|202|3024001|3021009
2058,3530420,3027001|3027002|3027003|101|201|202|3024001|3021009
2059,3530430,3027001|3027002|3027003|101|201|202|3024001|3021009
2060,3530440,3027001|3027002|3027003|101|201|202|3024001|3021009
2061,3530450,3027001|3027002|3027003|101|201|202|3024001|3021009
2062,3540010,3027001|3027002|101|201|202|3024001|3021009
2063,3540020,3027001|3027002|101|201|202|3024001|3021009
2064,3540030,3027001|3027002|101|201|202|3024001|3021009
2065,3540040,3027001|3027002|101|201|202|3024001|3021009
2066,3540050,3027001|3027002|101|201|202|3024001|3021009
2067,3540060,3027001|3027002|101|201|202|3024001|3021009
2068,3540070,3027001|3027002|101|201|202|3024001|3021009
2069,3540080,3027001|3027002|101|201|202|3024001|3021009
2070,3540090,3027001|3027002|101|201|202|3024001|3021009
2071,3540100,3027001|3027002|101|201|202|3024001|3021009
2072,3540110,3027001|3027002|101|201|202|3024001|3021009
2073,3540120,3027001|3027002|101|201|202|3024001|3021009
2074,3540130,3027001|3027002|101|201|202|3024001|3021009
2075,3540140,3027001|3027002|101|201|202|3024001|3021009
2076,3540150,3027001|3027002|101|201|202|3024001|3021009
2077,3540160,3027001|3027002|101|201|202|3024001|3021009
2078,3540170,3027001|3027002|101|201|202|3024001|3021009
2079,3540180,3027001|3027002|101|201|202|3024001|3021009
2080,3540190,3027001|3027002|101|201|202|3024001|3021009
2081,3540200,3027001|3027002|101|201|202|3024001|3021009
2082,3540210,3027001|3027002|101|201|202|3024001|3021009
2083,3540220,3027001|3027002|101|201|202|3024001|3021009
2084,3540230,3027001|3027002|101|201|202|3024001|3021009
2085,3540240,3027001|3027002|101|201|202|3024001|3021009
2086,3540250,3027001|3027002|101|201|202|3024001|3021009
2087,3540260,3027001|3027002|101|201|202|3024001|3021009
2088,3540270,3027001|3027002|101|201|202|3024001|3021009
2089,3540280,3027001|3027002|101|201|202|3024001|3021009
2090,3540290,3027001|3027002|101|201|202|3024001|3021009
2091,3540300,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2092,3540310,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2093,3540320,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2094,3540330,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2095,3540340,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2096,3540350,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2097,3540360,3027001|3027002|3027003|101|201|202|3024001|3021009
2098,3540370,3027001|3027002|3027003|101|201|202|3024001|3021009
2099,3540380,3027001|3027002|3027003|101|201|202|3024001|3021009
2100,3540390,3027001|3027002|3027003|101|201|202|3024001|3021009
2101,3540400,3027001|3027002|3027003|101|201|202|3024001|3021009
2102,3540410,3027001|3027002|3027003|101|201|202|3024001|3021009
2103,3540420,3027001|3027002|3027003|101|201|202|3024001|3021009
2104,3540430,3027001|3027002|3027003|101|201|202|3024001|3021009
2105,3540440,3027001|3027002|3027003|101|201|202|3024001|3021009
2106,3540450,3027001|3027002|3027003|101|201|202|3024001|3021009
2107,3550010,3027001|101|201|202
2108,3550020,3027001|101|201|202
2109,3550030,3027001|101|201|202
2110,3550040,3027001|101|201|202
2111,3550050,3027001|101|201|202
2112,3550060,3027001|101|201|202
2113,3550070,3027001|101|201|202
2114,3550080,3027001|101|201|202
2115,3550090,3027001|101|201|202
2116,3550100,3027001|3027002|101|201|202
2117,3550110,3027001|3027002|101|201|202
2118,3550120,3027001|3027002|101|201|202
2119,3550130,3027001|3027002|101|201|202
2120,3550140,3027001|3027002|101|201|202
2121,3550150,3027001|3027002|101|201|202
2122,3550160,3027001|3027002|101|201|202
2123,3550170,3027001|3027002|101|201|202
2124,3550180,3027001|3027002|101|201|202
2125,3550190,3027001|3027002|101|201|202
2126,3550200,3027001|3027002|101|201|202
2127,3550210,3027001|3027002|101|201|202
2128,3550220,3027001|3027002|101|201|202
2129,3550230,3027001|3027002|101|201|202
2130,3550240,3027001|3027002|101|201|202
2131,3550250,3027001|3027002|101|201|202
2132,3550260,3027001|3027002|101|201|202
2133,3550270,3027001|3027002|101|201|202
2134,3550280,3027001|3027002|101|201|202
2135,3550290,3027001|3027002|101|201|202
2136,3550300,3027001|3027002|3027003|101|201|202|2035002
2137,3550310,3027001|3027002|3027003|101|201|202|2035002
2138,3550320,3027001|3027002|3027003|101|201|202|2035002
2139,3550330,3027001|3027002|3027003|101|201|202|2035002
2140,3550340,3027001|3027002|3027003|101|201|202|2035002
2141,3550350,3027001|3027002|3027003|101|201|202|2035002
2142,3550360,3027001|3027002|3027003|101|201|202
2143,3550370,3027001|3027002|3027003|101|201|202
2144,3550380,3027001|3027002|3027003|101|201|202
2145,3550390,3027001|3027002|3027003|101|201|202
2146,3550400,3027001|3027002|3027003|101|201|202
2147,3550410,3027001|3027002|3027003|101|201|202
2148,3550420,3027001|3027002|3027003|101|201|202
2149,3550430,3027001|3027002|3027003|101|201|202
2150,3550440,3027001|3027002|3027003|101|201|202
2151,3550450,3027001|3027002|3027003|101|201|202
2152,3560010,3027001|3027002|101|201|202|3024001
2153,3560020,3027001|3027002|101|201|202|3024001
2154,3560030,3027001|3027002|101|201|202|3024001
2155,3560040,3027001|3027002|101|201|202|3024001
2156,3560050,3027001|3027002|101|201|202|3024001
2157,3560060,3027001|3027002|101|201|202|3024001
2158,3560070,3027001|3027002|101|201|202|3024001
2159,3560080,3027001|3027002|101|201|202|3024001
2160,3560090,3027001|3027002|101|201|202|3024001
2161,3560100,3027001|3027002|101|201|202|3024001
2162,3560110,3027001|3027002|101|201|202|3024001
2163,3560120,3027001|3027002|101|201|202|3024001
2164,3560130,3027001|3027002|101|201|202|3024001
2165,3560140,3027001|3027002|101|201|202|3024001
2166,3560150,3027001|3027002|101|201|202|3024001
2167,3560160,3027001|3027002|101|201|202|3024001
2168,3560170,3027001|3027002|101|201|202|3024001
2169,3560180,3027001|3027002|101|201|202|3024001
2170,3560190,3027001|3027002|101|201|202|3024001
2171,3560200,3027001|3027002|101|201|202|3024001
2172,3560210,3027001|3027002|101|201|202|3024001
2173,3560220,3027001|3027002|101|201|202|3024001
2174,3560230,3027001|3027002|101|201|202|3024001
2175,3560240,3027001|3027002|101|201|202|3024001
2176,3560250,3027001|3027002|101|201|202|3024001
2177,3560260,3027001|3027002|101|201|202|3024001
2178,3560270,3027001|3027002|101|201|202|3024001
2179,3560280,3027001|3027002|101|201|202|3024001
2180,3560290,3027001|3027002|101|201|202|3024001
2181,3560300,3027001|3027002|3027003|101|201|202|3024001|2035002
2182,3560310,3027001|3027002|3027003|101|201|202|3024001|2035002
2183,3560320,3027001|3027002|3027003|101|201|202|3024001|2035002
2184,3560330,3027001|3027002|3027003|101|201|202|3024001|2035002
2185,3560340,3027001|3027002|3027003|101|201|202|3024001|2035002
2186,3560350,3027001|3027002|3027003|101|201|202|3024001|2035002
2187,3560360,3027001|3027002|3027003|101|201|202|3024001
2188,3560370,3027001|3027002|3027003|101|201|202|3024001
2189,3560380,3027001|3027002|3027003|101|201|202|3024001
2190,3560390,3027001|3027002|3027003|101|201|202|3024001
2191,3560400,3027001|3027002|3027003|101|201|202|3024001
2192,3560410,3027001|3027002|3027003|101|201|202|3024001
2193,3560420,3027001|3027002|3027003|101|201|202|3024001
2194,3560430,3027001|3027002|3027003|101|201|202|3024001
2195,3560440,3027001|3027002|3027003|101|201|202|3024001
2196,3560450,3027001|3027002|3027003|101|201|202|3024001
2197,3570010,3027001|3027002|101|201|202|3024001|3021009
2198,3570020,3027001|3027002|101|201|202|3024001|3021009
2199,3570030,3027001|3027002|101|201|202|3024001|3021009
2200,3570040,3027001|3027002|101|201|202|3024001|3021009
2201,3570050,3027001|3027002|101|201|202|3024001|3021009
2202,3570060,3027001|3027002|101|201|202|3024001|3021009
2203,3570070,3027001|3027002|101|201|202|3024001|3021009
2204,3570080,3027001|3027002|101|201|202|3024001|3021009
2205,3570090,3027001|3027002|101|201|202|3024001|3021009
2206,3570100,3027001|3027002|101|201|202|3024001|3021009
2207,3570110,3027001|3027002|101|201|202|3024001|3021009
2208,3570120,3027001|3027002|101|201|202|3024001|3021009
2209,3570130,3027001|3027002|101|201|202|3024001|3021009
2210,3570140,3027001|3027002|101|201|202|3024001|3021009
2211,3570150,3027001|3027002|101|201|202|3024001|3021009
2212,3570160,3027001|3027002|101|201|202|3024001|3021009
2213,3570170,3027001|3027002|101|201|202|3024001|3021009
2214,3570180,3027001|3027002|101|201|202|3024001|3021009
2215,3570190,3027001|3027002|101|201|202|3024001|3021009
2216,3570200,3027001|3027002|101|201|202|3024001|3021009
2217,3570210,3027001|3027002|101|201|202|3024001|3021009
2218,3570220,3027001|3027002|101|201|202|3024001|3021009
2219,3570230,3027001|3027002|101|201|202|3024001|3021009
2220,3570240,3027001|3027002|101|201|202|3024001|3021009
2221,3570250,3027001|3027002|101|201|202|3024001|3021009
2222,3570260,3027001|3027002|101|201|202|3024001|3021009
2223,3570270,3027001|3027002|101|201|202|3024001|3021009
2224,3570280,3027001|3027002|101|201|202|3024001|3021009
2225,3570290,3027001|3027002|101|201|202|3024001|3021009
2226,3570300,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2227,3570310,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2228,3570320,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2229,3570330,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2230,3570340,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2231,3570350,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2232,3570360,3027001|3027002|3027003|101|201|202|3024001|3021009
2233,3570370,3027001|3027002|3027003|101|201|202|3024001|3021009
2234,3570380,3027001|3027002|3027003|101|201|202|3024001|3021009
2235,3570390,3027001|3027002|3027003|101|201|202|3024001|3021009
2236,3570400,3027001|3027002|3027003|101|201|202|3024001|3021009
2237,3570410,3027001|3027002|3027003|101|201|202|3024001|3021009
2238,3570420,3027001|3027002|3027003|101|201|202|3024001|3021009
2239,3570430,3027001|3027002|3027003|101|201|202|3024001|3021009
2240,3570440,3027001|3027002|3027003|101|201|202|3024001|3021009
2241,3570450,3027001|3027002|3027003|101|201|202|3024001|3021009
2242,3580010,3027001|3027002|101|201|202|3024001|3021009
2243,3580020,3027001|3027002|101|201|202|3024001|3021009
2244,3580030,3027001|3027002|101|201|202|3024001|3021009
2245,3580040,3027001|3027002|101|201|202|3024001|3021009
2246,3580050,3027001|3027002|101|201|202|3024001|3021009
2247,3580060,3027001|3027002|101|201|202|3024001|3021009
2248,3580070,3027001|3027002|101|201|202|3024001|3021009
2249,3580080,3027001|3027002|101|201|202|3024001|3021009
2250,3580090,3027001|3027002|101|201|202|3024001|3021009
2251,3580100,3027001|3027002|101|201|202|3024001|3021009
2252,3580110,3027001|3027002|101|201|202|3024001|3021009
2253,3580120,3027001|3027002|101|201|202|3024001|3021009
2254,3580130,3027001|3027002|101|201|202|3024001|3021009
2255,3580140,3027001|3027002|101|201|202|3024001|3021009
2256,3580150,3027001|3027002|101|201|202|3024001|3021009
2257,3580160,3027001|3027002|101|201|202|3024001|3021009
2258,3580170,3027001|3027002|101|201|202|3024001|3021009
2259,3580180,3027001|3027002|101|201|202|3024001|3021009
2260,3580190,3027001|3027002|101|201|202|3024001|3021009
2261,3580200,3027001|3027002|101|201|202|3024001|3021009
2262,3580210,3027001|3027002|101|201|202|3024001|3021009
2263,3580220,3027001|3027002|101|201|202|3024001|3021009
2264,3580230,3027001|3027002|101|201|202|3024001|3021009
2265,3580240,3027001|3027002|101|201|202|3024001|3021009
2266,3580250,3027001|3027002|101|201|202|3024001|3021009
2267,3580260,3027001|3027002|101|201|202|3024001|3021009
2268,3580270,3027001|3027002|101|201|202|3024001|3021009
2269,3580280,3027001|3027002|101|201|202|3024001|3021009
2270,3580290,3027001|3027002|101|201|202|3024001|3021009
2271,3580300,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2272,3580310,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2273,3580320,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2274,3580330,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2275,3580340,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2276,3580350,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2277,3580360,3027001|3027002|3027003|101|201|202|3024001|3021009
2278,3580370,3027001|3027002|3027003|101|201|202|3024001|3021009
2279,3580380,3027001|3027002|3027003|101|201|202|3024001|3021009
2280,3580390,3027001|3027002|3027003|101|201|202|3024001|3021009
2281,3580400,3027001|3027002|3027003|101|201|202|3024001|3021009
2282,3580410,3027001|3027002|3027003|101|201|202|3024001|3021009
2283,3580420,3027001|3027002|3027003|101|201|202|3024001|3021009
2284,3580430,3027001|3027002|3027003|101|201|202|3024001|3021009
2285,3580440,3027001|3027002|3027003|101|201|202|3024001|3021009
2286,3580450,3027001|3027002|3027003|101|201|202|3024001|3021009
2287,3590010,3027001|3027002|101|201|202|3024001|3021009
2288,3590020,3027001|3027002|101|201|202|3024001|3021009
2289,3590030,3027001|3027002|101|201|202|3024001|3021009
2290,3590040,3027001|3027002|101|201|202|3024001|3021009
2291,3590050,3027001|3027002|101|201|202|3024001|3021009
2292,3590060,3027001|3027002|101|201|202|3024001|3021009
2293,3590070,3027001|3027002|101|201|202|3024001|3021009
2294,3590080,3027001|3027002|101|201|202|3024001|3021009
2295,3590090,3027001|3027002|101|201|202|3024001|3021009
2296,3590100,3027001|3027002|101|201|202|3024001|3021009
2297,3590110,3027001|3027002|101|201|202|3024001|3021009
2298,3590120,3027001|3027002|101|201|202|3024001|3021009
2299,3590130,3027001|3027002|101|201|202|3024001|3021009
2300,3590140,3027001|3027002|101|201|202|3024001|3021009
2301,3590150,3027001|3027002|101|201|202|3024001|3021009
2302,3590160,3027001|3027002|101|201|202|3024001|3021009
2303,3590170,3027001|3027002|101|201|202|3024001|3021009
2304,3590180,3027001|3027002|101|201|202|3024001|3021009
2305,3590190,3027001|3027002|101|201|202|3024001|3021009
2306,3590200,3027001|3027002|101|201|202|3024001|3021009
2307,3590210,3027001|3027002|101|201|202|3024001|3021009
2308,3590220,3027001|3027002|101|201|202|3024001|3021009
2309,3590230,3027001|3027002|101|201|202|3024001|3021009
2310,3590240,3027001|3027002|101|201|202|3024001|3021009
2311,3590250,3027001|3027002|101|201|202|3024001|3021009
2312,3590260,3027001|3027002|101|201|202|3024001|3021009
2313,3590270,3027001|3027002|101|201|202|3024001|3021009
2314,3590280,3027001|3027002|101|201|202|3024001|3021009
2315,3590290,3027001|3027002|101|201|202|3024001|3021009
2316,3590300,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2317,3590310,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2318,3590320,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2319,3590330,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2320,3590340,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2321,3590350,3027001|3027002|3027003|101|201|202|3024001|3021009|2035002
2322,3590360,3027001|3027002|3027003|101|201|202|3024001|3021009
2323,3590370,3027001|3027002|3027003|101|201|202|3024001|3021009
2324,3590380,3027001|3027002|3027003|101|201|202|3024001|3021009
2325,3590390,3027001|3027002|3027003|101|201|202|3024001|3021009
2326,3590400,3027001|3027002|3027003|101|201|202|3024001|3021009
2327,3590410,3027001|3027002|3027003|101|201|202|3024001|3021009
2328,3590420,3027001|3027002|3027003|101|201|202|3024001|3021009
2329,3590430,3027001|3027002|3027003|101|201|202|3024001|3021009
2330,3590440,3027001|3027002|3027003|101|201|202|3024001|3021009
2331,3590450,3027001|3027002|3027003|101|201|202|3024001|3021009
2332,3599010,101|3027002|2010008
2333,3599020,101|3027002|2010008
2334,3599030,101|3027003|2010008
2335,3599040,101|2090051|2010008
2336,3599050,101|3027003|3027002
2337,3599060,101|3027003|3027002
2338,3600010,3024029|1200021|1200022|3020010|1270010|3020008|3020009|3020005|3020006|1270006|3024032|3027004|3021002|3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|3023001|2035002|1290055|3024031|1029010|1029011|3024004|3024022|3024023|3021005|3021006
2339,3600020,3024029|1200021|1200022|3020010|1270010|3020008|3020009|3020005|3020006|1270006|3024032|3027004|3021002|3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|3023001|2035002|1290055|3024031|1029010|1029011|3024004|3024022|3024023|3021005|3021006
2340,3600030,3024029|1200021|1200022|3020010|1270010|3020008|3020009|3020005|3020006|1270006|3024032|3027004|3021002|3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|3023001|2035002|1290055|3024031|1029010|1029011|3024004|3024022|3024023|3021005|3021006
2341,3600040,3024029|1200021|1200022|3020010|1270010|3020008|3020009|3020005|3020006|1270006|3024032|3027004|3021002|3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|3023001|2035002|1290055|3024031|1029010|1029011|3024004|3024022|3024023|3021005|3021006
2342,3600050,3024029|1200021|1200022|3020010|1270010|3020008|3020009|3020005|3020006|1270006|3024032|3027004|3021002|3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|3023001|2035002|1290055|3024031|1029010|1029011|3024004|3024022|3024023|3021005|3021006
2343,3600060,3024029|1200021|1200022|3020010|1270010|3020008|3020009|3020005|3020006|1270006|3024032|3027004|3021002|3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|3023001|2035002|1290055|3024031|1029010|1029011|3024004|3024022|3024023|3021005|3021006
2344,3610010,2091111|1200021|1200022|3020010|1270010|3020008|3020009|3020005|3020006|1270006|3024032|3027004|3021002|3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|3023001|2035002|3024030|3024029|3024031|1029010|1029011|1029012|3024004|3024005|3024022|3024023|3021005|3021006
2345,3610020,2091111|1200021|1200022|3020010|1270010|3020008|3020009|3020005|3020006|1270006|3024032|3027004|3021002|3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|3023001|2035002|3024030|3024029|3024031|1029010|1029011|1029012|3024004|3024005|3024022|3024023|3021005|3021006
