Id,EquipSecondId,SecondId,TypeId,Name,Tips,Model,ModelPath,ModelMaps,EquipId,WeaponId,IsBind,Refine,RefineMaxLv,RefineInit,EnchantingId,EnchantingSkill,WeaponRangeAttr,BaseAttributes,EntryAttributeOne,EntryAttributeTwo,ExtraAttribute,EquipText,AttrLib,SkillLib,HoleNum,HoleId,RecommendSchool,RefineBaseAttributes,IsShowInHandBook,AttrType,ReformSkill,level,LocalizationArea,isConnect,Coloration
13131406,13131400,6,2,长角之矛Ⅲ,单手·免疫中毒,Lance_007_Weapon,,,1,4,1,0,13,0,1,,30000,0=312=241=1,0=200=1500=1|0=204=1500=1|1=400001001=attrtype=0=159=elenum=0=6|1=510021172=0=0|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=200=value1=0=100,,,208,,,3,1100,200002,1,0,0,,,,,
13131407,13131400,7,2,长角之矛Ⅳ,单手·免疫中毒,Lance_007_Weapon,,,1,4,1,0,15,0,2,,30000,0=312=285=1,0=200=1500=1|0=204=1500=1|1=400001001=attrtype=0=159=elenum=0=6|1=510021172=0=0|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=200=value1=0=100,,,209,,,3,1100,200002,1,0,0,,,,,
13131408,13131400,8,2,长角之矛Ⅴ,单手·免疫中毒,Lance_007_Weapon,,,1,4,1,0,15,0,3,,30000,0=312=360=1,0=200=1500=1|0=204=1500=1|1=400001001=attrtype=0=159=elenum=0=6|1=510021172=0=0|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=200=value1=0=100,,,210,,,3,1100,200002,1,0,0,,,,,
13131409,13131400,9,2,长角之矛Ⅵ,单手·免疫中毒,Lance_007_Weapon,,,1,4,1,0,20,0,4,,30000,0=312=414=1,0=200=1500=1|0=204=1500=1|1=400001001=attrtype=0=159=elenum=0=6|1=510021172=0=0|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=200=value1=0=100,,,211,,,3,1100,200002,1,0,1,,,,,
13131410,13131400,10,2,长角之矛Ⅶ,单手·免疫中毒,Lance_007_Weapon,,,1,4,1,0,20,0,5,,30000,0=312=462=1,0=200=1500=1|0=204=1500=1|1=400001001=attrtype=0=159=elenum=0=6|1=510021172=0=0|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=200=value1=0=100,,,212,,,3,1100,200002,1,0,0,,,,,
13111503,13111500,3,2,柱枪,双手·技能增强,LanceEx_006_Weapon,,,1,5,1,0,10,0,0,,,0=312=240=1,0=22=2=0,,,213,,,1,1100,200002,1,0,0,,,,,
13131504,13131500,4,2,柱枪Ⅰ,双手·技能增强,LanceEx_006_Weapon,,,1,5,1,0,10,0,0,,,0=312=300=1,0=22=2=0|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=22=value1=0=1,,,214,,,3,1100,200002,1,0,0,,,,,
13131505,13131500,5,2,柱枪Ⅱ,双手·技能增强,LanceEx_006_Weapon,,,1,5,1,0,10,0,1,,,0=312=259=1,0=71=-500=0|1=400011001=pro=0=10000=skill=0=210205=attr1=0=283=value1=1=2000|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=22=value1=0=1,,,215,,,3,1100,200002,1,0,0,,,,,
13131506,13131500,6,2,柱枪Ⅲ,双手·技能增强,LanceEx_006_Weapon,,,1,5,1,0,13,0,1,,,0=312=321=1,0=71=-500=0|1=400011001=pro=0=10000=skill=0=210205=attr1=0=283=value1=1=2000|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=22=value1=0=1,,,216,,,3,1100,200002,1,0,0,,,,,
13131507,13131500,7,2,柱枪Ⅳ,双手·技能增强,LanceEx_006_Weapon,,,1,5,1,0,15,0,2,,,0=312=380=1,0=71=-500=0|1=400011001=pro=0=10000=skill=0=210205=attr1=0=283=value1=1=2000|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=22=value1=0=1,,,217,,,3,1100,200002,1,0,0,,,,,
13131508,13131500,8,2,柱枪Ⅴ,双手·技能增强,LanceEx_006_Weapon,,,1,5,1,0,15,0,3,,,0=312=480=1,0=71=-500=0|1=400011001=pro=0=10000=skill=0=210205=attr1=0=283=value1=1=2000|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=22=value1=0=1,,,218,,,3,1100,200002,1,0,0,,,,,
13131509,13131500,9,2,柱枪Ⅵ,双手·技能增强,LanceEx_006_Weapon,,,1,5,1,0,20,0,4,,,0=312=552=1,0=71=-500=0|1=400011001=pro=0=10000=skill=0=210205=attr1=0=283=value1=1=2000|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=22=value1=0=1,,,219,,,3,1100,200002,1,0,1,,,,,
13131510,13131500,10,2,柱枪Ⅶ,双手·技能增强,LanceEx_006_Weapon,,,1,5,1,0,20,0,5,,,0=312=616=1,0=71=-500=0|1=400011001=pro=0=10000=skill=0=210205=attr1=0=283=value1=1=2000|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=22=value1=0=1,,,220,,,3,1100,200002,1,0,0,,,,,
13111603,13111600,3,2,圣光之戟,双手·极致输出,LanceEx_002_Weapon,,,1,5,1,0,10,0,0,,,0=312=240=1,1=400001001=attrtype=0=159=elenum=0=6,,,221,,,1,1100,200002|200003,1,0,0,,,,,
13131604,13131600,4,2,圣光之戟Ⅰ,双手·极致输出,LanceEx_002_Weapon,,,1,5,1,0,10,0,0,,,0=312=300=1,1=400001001=attrtype=0=159=elenum=0=6,,,222,,,3,1100,200002|200003,1,0,0,,,,,
13131605,13131600,5,2,圣光之戟Ⅱ,双手·极致输出,LanceEx_002_Weapon,,,1,5,1,0,10,0,1,,,0=312=259=1,0=224=1000=1|1=400001001=attrtype=0=159=elenum=0=6,,,223,,,3,1100,200002|200003,1,0,0,,,,,
13131606,13131600,6,2,圣光之戟Ⅲ,双手·极致输出,LanceEx_002_Weapon,,,1,5,1,0,13,0,1,,,0=312=321=1,0=224=1000=1|1=400001001=attrtype=0=159=elenum=0=6|1=400007001=jinglian=0=9=attr1=0=224=value1=1=300,,,224,,,3,1100,200002|200003,1,0,0,,,,,
13131607,13131600,7,2,圣光之戟Ⅳ,双手·极致输出,LanceEx_002_Weapon,,,1,5,1,0,15,0,2,,,0=312=380=1,0=224=1000=1|1=400001001=attrtype=0=159=elenum=0=6|1=400007001=jinglian=0=9=attr1=0=224=value1=1=300,,,225,,,3,1100,200002|200003,1,0,0,,,,,
13131608,13131600,8,2,圣光之戟Ⅴ,双手·极致输出,LanceEx_002_Weapon,,,1,5,1,0,15,0,3,,,0=312=480=1,0=224=1000=1|1=400001001=attrtype=0=159=elenum=0=6|1=400007001=jinglian=0=9=attr1=0=224=value1=1=300,,,226,,,3,1100,200002|200003,1,0,0,,,,,
13131609,13131600,9,2,圣光之戟Ⅵ,双手·极致输出,LanceEx_002_Weapon,,,1,5,1,0,20,0,4,,,0=312=552=1,0=224=1000=1|1=400001001=attrtype=0=159=elenum=0=6|1=400007001=jinglian=0=9=attr1=0=224=value1=1=300,,,227,,,3,1100,200002|200003,1,0,1,,,,,
13131610,13131600,10,2,圣光之戟Ⅶ,双手·极致输出,LanceEx_002_Weapon,,,1,5,1,0,20,0,5,,,0=312=616=1,0=224=1000=1|1=400001001=attrtype=0=159=elenum=0=6|1=400007001=jinglian=0=9=attr1=0=224=value1=1=300,,,228,,,3,1100,200002|200003,1,0,0,,,,,
13111703,13111700,3,2,风灵长矛,双手·极致输出,Lance_010_Weapon,,,1,5,1,0,10,0,0,,,0=312=240=1,1=400001001=attrtype=0=159=elenum=0=1,,,229,,,1,1100,200002,1,0,0,,,,,
13131704,13131700,4,2,风灵长矛Ⅰ,双手·极致输出,Lance_010_Weapon,,,1,5,1,0,10,0,0,,,0=312=300=1,1=400001001=attrtype=0=159=elenum=0=1,,,230,,,3,1100,200002,1,0,0,,,,,
13131705,13131700,5,2,风灵长矛Ⅱ,双手·极致输出,Lance_010_Weapon,,,1,5,1,0,10,0,1,,,0=312=259=1,1=400001001=attrtype=0=159=elenum=0=1|1=400013001=pro=1=1000=skillcast=0=400004=skilllv=0=5|1=400004001=pro=1=2000=buffid=0=901101,,,231,,,3,1100,200002,1,0,0,,,,,
13131706,13131700,6,2,风灵长矛Ⅲ,双手·极致输出,Lance_010_Weapon,,,1,5,1,0,13,0,1,,,0=312=321=1,1=400001001=attrtype=0=159=elenum=0=1|1=400013001=pro=1=1000=skillcast=0=400004=skilllv=0=5|1=400004001=pro=1=2000=buffid=0=901101|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=36=value1=1=15,,,232,,,3,1100,200002,1,0,0,,,,,
13131707,13131700,7,2,风灵长矛Ⅳ,双手·极致输出,Lance_010_Weapon,,,1,5,1,0,15,0,2,,,0=312=380=1,1=400001001=attrtype=0=159=elenum=0=1|1=400013001=pro=1=1000=skillcast=0=400004=skilllv=0=5|1=400004001=pro=1=2000=buffid=0=901101|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=36=value1=1=20,,,233,,,3,1100,200002,1,0,0,,,,,
13131708,13131700,8,2,风灵长矛Ⅴ,双手·极致输出,Lance_010_Weapon,,,1,5,1,0,15,0,3,,,0=312=480=1,1=400001001=attrtype=0=159=elenum=0=1|1=400013001=pro=1=1000=skillcast=0=400004=skilllv=0=5|1=400004001=pro=1=2000=buffid=0=901101|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=36=value1=1=30,,,234,,,3,1100,200002,1,0,0,,,,,
13131709,13131700,9,2,风灵长矛Ⅵ,双手·极致输出,Lance_010_Weapon,,,1,5,1,0,20,0,4,,,0=312=552=1,1=400001001=attrtype=0=159=elenum=0=1|1=400013001=pro=1=1000=skillcast=0=400004=skilllv=0=5|1=400004001=pro=1=2000=buffid=0=901101|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=36=value1=1=40,,,235,,,3,1100,200002,1,0,1,,,,,
13131710,13131700,10,2,风灵长矛Ⅶ,双手·极致输出,Lance_010_Weapon,,,1,5,1,0,20,0,5,,,0=312=616=1,1=400001001=attrtype=0=159=elenum=0=1|1=400013001=pro=1=1000=skillcast=0=400004=skilllv=0=5|1=400004001=pro=1=2000=buffid=0=901101|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=36=value1=1=50,,,236,,,3,1100,200002,1,0,0,,,,,
13111803,13111800,3,2,绯红色骑士长矛,双手·极致输出,Lance_003_Weapon,,,1,5,1,0,10,0,0,,,0=312=240=1,0=14=2=0,,,237,,,1,1100,200002,1,0,0,,,,,
13131804,13131800,4,2,绯红色骑士长矛Ⅰ,双手·极致输出,Lance_003_Weapon,,,1,5,1,0,10,0,0,,,0=312=300=1,0=14=4=0,,,238,,,3,1100,200002,1,0,0,,,,,
13131805,13131800,5,2,绯红色骑士长矛Ⅱ,双手·极致输出,Lance_003_Weapon,,,1,5,1,0,10,0,1,,,0=312=259=1,1=410003001=attr1=0=27=value1=0=2,,,239,,,3,1100,200002,1,0,0,,,,,
13131806,13131800,6,2,绯红色骑士长矛Ⅲ,双手·极致输出,Lance_003_Weapon,,,1,5,1,0,13,0,1,,,0=312=321=1,1=410003001=attr1=0=27=value1=0=2,,,240,,,3,1100,200002,1,0,0,,,,,
13131807,13131800,7,2,绯红色骑士长矛Ⅳ,双手·极致输出,Lance_003_Weapon,,,1,5,1,0,15,0,2,,,0=312=380=1,1=410003001=attr1=0=27=value1=0=2,,,241,,,3,1100,200002,1,0,0,,,,,
13131808,13131800,8,2,绯红色骑士长矛Ⅴ,双手·极致输出,Lance_003_Weapon,,,1,5,1,0,15,0,3,,,0=312=480=1,1=410003001=attr1=0=27=value1=0=2,,,242,,,3,1100,200002,1,0,0,,,,,
13131809,13131800,9,2,绯红色骑士长矛Ⅵ,双手·极致输出,Lance_003_Weapon,,,1,5,1,0,20,0,4,,,0=312=552=1,1=410003001=attr1=0=27=value1=0=2,,,243,,,3,1100,200002,1,0,1,,,,,
13131810,13131800,10,2,绯红色骑士长矛Ⅶ,双手·极致输出,Lance_003_Weapon,,,1,5,1,0,20,0,5,,,0=312=616=1,1=410003001=attr1=0=27=value1=0=2,,,244,,,3,1100,200002,1,0,0,,,,,
1111901,1111900,1,2,铁锤Ⅰ,单手·极致攻速,Hammer_006_Weapon,,,1,8,1,0,5,0,0,,,0=312=29=0,,,,,,,1,1500,600001|600002|300003,1,1,0,,,,,
1111903,1111900,3,2,黄金之锤,单手·极致攻速,Hammer_001_Weapon,,,1,8,1,0,10,0,0,,,0=312=140=1,0=18=2=0,,,246,,,1,1500,600001|600002|300003,1,0,0,,,,,
1131904,1131900,4,2,黄金之锤Ⅰ,单手·极致攻速,Hammer_001_Weapon,,,1,8,1,0,10,0,0,,,0=312=174=1,0=18=2=0|0=71=500=0,,,247,,,3,1500,600001|600002|300003,1,0,0,,,,,
1131905,1131900,5,2,黄金之锤Ⅱ,单手·极致攻速,Hammer_001_Weapon,,,1,8,1,0,10,0,1,,,0=312=151=1,0=71=1000=1|0=200=1000=1,,,248,,,3,1500,600001|600002|300003,1,0,0,,,,,
1131906,1131900,6,2,黄金之锤Ⅲ,单手·极致攻速,Hammer_001_Weapon,,,1,8,1,0,13,0,1,,,0=312=187=1,0=71=1000=1|0=200=1000=1|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=55=value1=0=1,,,249,,,3,1500,600001|600002|300003,1,0,0,,,,,
1131907,1131900,7,2,黄金之锤Ⅳ,单手·极致攻速,Hammer_001_Weapon,,,1,8,1,0,15,0,2,,,0=312=222=1,0=71=1000=1|0=200=1000=1|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=55=value1=0=1,,,250,,,3,1500,600001|600002|300003,1,0,0,,,,,
1131908,1131900,8,2,黄金之锤Ⅴ,单手·极致攻速,Hammer_001_Weapon,,,1,8,1,0,15,0,3,,,0=312=280=1,0=71=1000=1|0=200=1000=1|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=55=value1=0=1,,,251,,,3,1500,600001|600002|300003,1,0,0,,,,,
1131909,1131900,9,2,黄金之锤Ⅵ,单手·极致攻速,Hammer_001_Weapon,,,1,8,1,0,20,0,4,,,0=312=322=1,0=71=1000=1|0=200=1000=1|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=55=value1=0=1,,,252,,,3,1500,600001|600002|300003,1,0,1,,,,,
1131910,1131900,10,2,黄金之锤Ⅶ,单手·极致攻速,Hammer_001_Weapon,,,1,8,1,0,20,0,5,,,0=312=359=1,0=71=1000=1|0=200=1000=1|1=400006001=jinglian=0=0=jlper=0=2=attr1=0=55=value1=0=1,,,253,,,3,1500,600001|600002|300003,1,0,0,,,,,
1112003,1112000,3,2,秘锤冷月,单手·极致输出,Hammer_014_Weapon,,,1,8,1,0,10,0,0,,,0=312=140=1,0=14=2=0,,,254,,,1,1500,600001|600002|300003,1,0,0,,,,,
1132004,1132000,4,2,秘锤冷月Ⅰ,单手·极致输出,Hammer_014_Weapon,,,1,8,1,0,10,0,0,,,0=312=174=1,0=14=4=0,,,255,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132005,1132000,5,2,秘锤冷月Ⅱ,单手·极致输出,Hammer_014_Weapon,,,1,8,1,0,10,0,1,,,0=312=151=1,0=200=1500=1|0=203=1500=1,,,256,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132006,1132000,6,2,秘锤冷月Ⅲ,单手·极致输出,Hammer_014_Weapon,,,1,8,1,0,13,0,1,,,0=312=187=1,0=200=1500=1|0=203=1500=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,257,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132007,1132000,7,2,秘锤冷月Ⅳ,单手·极致输出,Hammer_014_Weapon,,,1,8,1,0,15,0,2,,,0=312=222=1,0=200=1500=1|0=203=1500=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,258,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132008,1132000,8,2,秘锤冷月Ⅴ,单手·极致输出,Hammer_014_Weapon,,,1,8,1,0,15,0,3,,,0=312=280=1,0=200=1500=1|0=203=1500=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,259,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132009,1132000,9,2,秘锤冷月Ⅵ,单手·极致输出,Hammer_014_Weapon,,,1,8,1,0,20,0,4,,,0=312=322=1,0=200=1500=1|0=203=1500=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,260,,,3,1500,600001|600002|300003,1,0,1,,,,,
1132010,1132000,10,2,秘锤冷月Ⅶ,单手·极致输出,Hammer_014_Weapon,,,1,8,1,0,20,0,5,,,0=312=359=1,0=200=1500=1|0=203=1500=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,261,,,3,1500,600001|600002|300003,1,0,0,,,,,
1112103,1112100,3,2,昏迷之锤,单手·疯狂眩晕,Hammer_004_Weapon,,,1,8,1,0,10,0,0,,,0=312=140=1,0=18=2=0,,,262,,,1,1500,600001|600002|300003,1,0,0,,,,,
1132104,1132100,4,2,昏迷之锤Ⅰ,单手·疯狂眩晕,Hammer_004_Weapon,,,1,8,1,0,10,0,0,,,0=312=174=1,0=18=4=0,,,263,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132105,1132100,5,2,昏迷之锤Ⅱ,单手·疯狂眩晕,Hammer_004_Weapon,,,1,8,1,0,10,0,1,,,0=312=151=1,1=400004001=pro=1=1000=buffid=0=901401|1=400035001=Buff=0=401=attr1=0=65=value1=1=5000,,,264,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132106,1132100,6,2,昏迷之锤Ⅲ,单手·疯狂眩晕,Hammer_004_Weapon,,,1,8,1,0,13,0,1,,,0=312=187=1,1=400004001=pro=1=1000=buffid=0=901401|1=400035001=Buff=0=401=attr1=0=65=value1=1=5000|1=400007001=jinglian=0=9=attr1=0=18=value1=0=3,,,265,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132107,1132100,7,2,昏迷之锤Ⅳ,单手·疯狂眩晕,Hammer_004_Weapon,,,1,8,1,0,15,0,2,,,0=312=222=1,1=400004001=pro=1=1000=buffid=0=901401|1=400035001=Buff=0=401=attr1=0=65=value1=1=5000|1=400007001=jinglian=0=9=attr1=0=18=value1=0=3,,,266,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132108,1132100,8,2,昏迷之锤Ⅴ,单手·疯狂眩晕,Hammer_004_Weapon,,,1,8,1,0,15,0,3,,,0=312=280=1,1=400004001=pro=1=1000=buffid=0=901401|1=400035001=Buff=0=401=attr1=0=65=value1=1=5000|1=400007001=jinglian=0=9=attr1=0=18=value1=0=3,,,267,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132109,1132100,9,2,昏迷之锤Ⅵ,单手·疯狂眩晕,Hammer_004_Weapon,,,1,8,1,0,20,0,4,,,0=312=322=1,1=400004001=pro=1=1000=buffid=0=901401|1=400035001=Buff=0=401=attr1=0=65=value1=1=5000|1=400007001=jinglian=0=9=attr1=0=18=value1=0=3,,,268,,,3,1500,600001|600002|300003,1,0,1,,,,,
1132110,1132100,10,2,昏迷之锤Ⅶ,单手·疯狂眩晕,Hammer_004_Weapon,,,1,8,1,0,20,0,5,,,0=312=359=1,1=400004001=pro=1=1000=buffid=0=901401|1=400035001=Buff=0=401=attr1=0=65=value1=1=5000|1=400007001=jinglian=0=9=attr1=0=18=value1=0=3,,,269,,,3,1500,600001|600002|300003,1,0,0,,,,,
1112203,1112200,3,2,圣锤十字星,单手·攻击特效,Hammer_003_Weapon,,,1,8,1,0,10,0,0,,,0=312=140=1,1=400001001=attrtype=0=159=elenum=0=6,,,270,,,1,1500,600001|600002|300003,1,0,0,,,,,
1132204,1132200,4,2,圣锤十字星Ⅰ,单手·攻击特效,Hammer_003_Weapon,,,1,8,1,0,10,0,0,,,0=312=174=1,1=400001001=attrtype=0=159=elenum=0=6,,,271,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132205,1132200,5,2,圣锤十字星Ⅱ,单手·攻击特效,Hammer_003_Weapon,,,1,8,1,0,10,0,1,,,0=312=151=1,1=400001001=attrtype=0=159=elenum=0=6|1=400013001=pro=0=1200=skillcast=0=310106=skilllv=1=10,,,272,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132206,1132200,6,2,圣锤十字星Ⅲ,单手·攻击特效,Hammer_003_Weapon,,,1,8,1,0,13,0,1,,,0=312=187=1,1=400001001=attrtype=0=159=elenum=0=6|1=400013001=pro=0=1200=skillcast=0=310106=skilllv=1=10|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,273,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132207,1132200,7,2,圣锤十字星Ⅳ,单手·攻击特效,Hammer_003_Weapon,,,1,8,1,0,15,0,2,,,0=312=222=1,1=400001001=attrtype=0=159=elenum=0=6|1=400013001=pro=0=1200=skillcast=0=310106=skilllv=1=10|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,274,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132208,1132200,8,2,圣锤十字星Ⅴ,单手·攻击特效,Hammer_003_Weapon,,,1,8,1,0,15,0,3,,,0=312=280=1,1=400001001=attrtype=0=159=elenum=0=6|1=400013001=pro=0=1200=skillcast=0=310106=skilllv=1=10|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,275,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132209,1132200,9,2,圣锤十字星Ⅵ,单手·攻击特效,Hammer_003_Weapon,,,1,8,1,0,20,0,4,,,0=312=322=1,1=400001001=attrtype=0=159=elenum=0=6|1=400013001=pro=0=1200=skillcast=0=310106=skilllv=1=10|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,276,,,3,1500,600001|600002|300003,1,0,1,,,,,
1132210,1132200,10,2,圣锤十字星Ⅶ,单手·攻击特效,Hammer_003_Weapon,,,1,8,1,0,20,0,5,,,0=312=359=1,1=400001001=attrtype=0=159=elenum=0=6|1=400013001=pro=0=1200=skillcast=0=310106=skilllv=1=10|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=71=value1=0=100,,,277,,,3,1500,600001|600002|300003,1,0,0,,,,,
1112303,1112300,3,2,魔锤安魂曲,单手·攻击特效,Hammer_015_Weapon,,,1,8,1,0,10,0,0,,,0=312=140=1,0=24=2=0,,,278,,,1,1500,600001|600002|300003,1,0,0,,,,,
1132304,1132300,4,2,魔锤安魂曲Ⅰ,单手·攻击特效,Hammer_015_Weapon,,,1,8,1,0,10,0,0,,,0=312=174=1,0=24=4=0,,,279,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132305,1132300,5,2,魔锤安魂曲Ⅱ,单手·攻击特效,Hammer_015_Weapon,,,1,8,1,0,10,0,1,,,0=312=151=1,1=400039001=pro=1=500=type=0=0=race=0=1,,,280,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132306,1132300,6,2,魔锤安魂曲Ⅲ,单手·攻击特效,Hammer_015_Weapon,,,1,8,1,0,13,0,1,,,0=312=187=1,0=200=1500=1|1=400039001=pro=1=500=type=0=0=race=0=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=55=value1=0=1,,,281,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132307,1132300,7,2,魔锤安魂曲Ⅳ,单手·攻击特效,Hammer_015_Weapon,,,1,8,1,0,15,0,2,,,0=312=222=1,0=200=1500=1|1=400039001=pro=1=500=type=0=0=race=0=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=55=value1=0=1,,,282,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132308,1132300,8,2,魔锤安魂曲Ⅴ,单手·攻击特效,Hammer_015_Weapon,,,1,8,1,0,15,0,3,,,0=312=280=1,0=200=1500=1|1=400039001=pro=1=500=type=0=0=race=0=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=55=value1=0=1,,,283,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132309,1132300,9,2,魔锤安魂曲Ⅵ,单手·攻击特效,Hammer_015_Weapon,,,1,8,1,0,20,0,4,,,0=312=322=1,0=200=1500=1|1=400039001=pro=1=500=type=0=0=race=0=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=55=value1=0=1,,,284,,,3,1500,600001|600002|300003,1,0,1,,,,,
1132310,1132300,10,2,魔锤安魂曲Ⅶ,单手·攻击特效,Hammer_015_Weapon,,,1,8,1,0,20,0,5,,,0=312=359=1,0=200=1500=1|1=400039001=pro=1=500=type=0=0=race=0=1|1=400006001=jinglian=0=0=jlper=0=1=attr1=0=55=value1=0=1,,,285,,,3,1500,600001|600002|300003,1,0,0,,,,,
1112403,1112400,3,2,闇盲之锤,单手·疯狂暴击,Hammer_010_Weapon,,,1,8,1,0,10,0,0,,,0=312=140=1,0=14=2=0,,,286,,,1,1500,600001|600002|300003,1,0,0,,,,,
1132404,1132400,4,2,闇盲之锤Ⅰ,单手·疯狂暴击,Hammer_010_Weapon,,,1,8,1,0,10,0,0,,,0=312=174=1,0=14=4=0|0=55=20=0|0=33=-3000=0,,,287,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132405,1132400,5,2,闇盲之锤Ⅱ,单手·疯狂暴击,Hammer_010_Weapon,,,1,8,1,0,10,0,1,,,0=312=151=1,0=55=40=1|0=33=-1500=0,,,288,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132406,1132400,6,2,闇盲之锤Ⅲ,单手·疯狂暴击,Hammer_010_Weapon,,,1,8,1,0,13,0,1,,,0=312=187=1,0=55=40=1|0=33=-1500=0|1=400007001=jinglian=0=9=attr1=0=59=value1=1=400,,,289,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132407,1132400,7,2,闇盲之锤Ⅳ,单手·疯狂暴击,Hammer_010_Weapon,,,1,8,1,0,15,0,2,,,0=312=222=1,0=55=40=1|0=33=-1500=0|1=400007001=jinglian=0=9=attr1=0=59=value1=1=400,,,290,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132408,1132400,8,2,闇盲之锤Ⅴ,单手·疯狂暴击,Hammer_010_Weapon,,,1,8,1,0,15,0,3,,,0=312=280=1,0=55=40=1|0=33=-1500=0|1=400007001=jinglian=0=9=attr1=0=59=value1=1=400,,,291,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132409,1132400,9,2,闇盲之锤Ⅵ,单手·疯狂暴击,Hammer_010_Weapon,,,1,8,1,0,20,0,4,,,0=312=322=1,0=55=40=1|0=33=-1500=0|1=400007001=jinglian=0=9=attr1=0=59=value1=1=400,,,292,,,3,1500,600001|600002|300003,1,0,1,,,,,
1132410,1132400,10,2,闇盲之锤Ⅶ,单手·疯狂暴击,Hammer_010_Weapon,,,1,8,1,0,20,0,5,,,0=312=359=1,0=55=40=1|0=33=-1500=0|1=400007001=jinglian=0=9=attr1=0=59=value1=1=400,,,293,,,3,1500,600001|600002|300003,1,0,0,,,,,
1112503,1112500,3,2,秘银之锤,单手·范围增加,Hammer_008_Weapon,,,1,8,1,0,10,0,0,,,0=312=140=1,0=14=2=0,,,294,,,1,1500,600001|600002|300003,1,0,0,,,,,
1132504,1132500,4,2,秘银之锤Ⅰ,单手·范围增加,Hammer_008_Weapon,,,1,8,1,0,10,0,0,,,0=312=174=1,0=14=4=0|0=112=10000=0,,,295,,,3,1500,600001|600002|300003,1,0,0,,,,,
1132505,1132500,5,2,秘银之锤Ⅱ,单手·范围增加,Hammer_008_Weapon,,,1,8,1,0,10,0,1,,,0=312=151=1,0=112=30000=1|0=256=2000=1,,,296,,,3,1500,600001|600002|300003,1,0,0,,,,,
