Id,Desc,BarberStyleID,Hair,Head,Eyes,EyesColor,Eye,EyeColor,Adorment,Mouth,Body,Lower,IsHikaru,VehicleId,Weapon,WeaponEx,Helmet,Back,Tail,Cart,Mount,HeadPortrait
编号,描述,头发,头发,头部,眼睛,眼睛颜色,眼睛,颜色,脸饰,嘴饰,上身,下身,身体模型是否有高光,载具（坐骑）,主手武器,副手武器,头盔,后背,尾巴,手推车,坐骑,头像快照（旋转|位置|大小）
100208,特鲁伊,200804,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_LiuMangGongHuiQingBaoRenYuan_Body,,0,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100209,特鲁伊妻子（双马尾金色紫色蝴蝶结）,300204,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_YaoShuShiGongHuiChengYuan_Body,,0,,,,Helmet_ZiDieFaDai_01,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100210,拉乐西斯,200308,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,Adornment_YaoEr_01,,NPC_M_ShiShangZaoXingShi_Body,,0,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100211,出生地商人（女,300508,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030003,4,Adornment_HongYun_01,,NPC_F_XiaoDianShangRen01_Body,,0,,,,Helmet_KaPuLaFaQuan_01,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100212,出生地商人（女,300408,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_DaoJuShangRen_Body,,0,,,,Helmet_KaPuLaFaQuan_01,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100213,拉特,200604,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030003,4,,,NPC_M_LiuMangGongHuiQingBaoRenYuan_Body,,0,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100214,尤利卡,301607,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030002,4,,,NPC_F_MingMing_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100215,柏得,201014,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030003,4,,,NPC_M_LiuMangGongHuiQingBaoRenYuan_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100216,伊思鲁得观众女,301408,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_NaMi_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100217,伊思鲁得观众女,301208,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_YouLuo_Body,,0,,,,,Back_TieJiangBao_01,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100218,伊思鲁得观众男,200904,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_Ailiusi_Body,,0,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100219,伊思鲁得观众男,200801,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_HuKeLian_Body,,0,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100220,伊思鲁得观众男,200703,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_LiuMangGongHuiQingBaoRenYuan_Body,,0,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100221,斐扬商人女,,Common_F_FeiYangShangRen_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_FeiYangShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100222,露克希蓝,,Common_F_LuKeXi01_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031002,8,,,NPC_F_LuKeXi01_Body,,0,,Blade_004_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100223,新引导员,,Common_F_YinDaoYuan_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6033004,7,,,NPC_F_YinDaoYuan_Body,,1,,,,Helmet_TuErDuo_01,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100224,露克希红,,Common_F_LuKeXi02_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031002,3,,,NPC_F_LuKeXi02_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100225,梦罗克商人女2,,Common_F_MengLuoKeShangRen02_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_MengLuoKeShangRen02_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100226,梦罗克诗人,,Common_M_MengLuoKeShiRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_MengLuoKeShiRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100227,沙漠商人,,Common_M_ShaMoShangRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_ShaMoShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100228,他了毛商人,,Common_M_TaLeMaoShangRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_TaLeMaoShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100229,嘴笨诗人,,Common_M_ZuiBengShiRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_ZuiBengShiRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100230,蒲公英团,,Common_M_PuGongYingTuan_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030002,1,,,NPC_M_PuGongYingTuan_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100231,梦罗克商人女,,Common_F_MengLuoKeShangRen_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031007,5,,,NPC_F_MengLuoKeShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100232,毕斯库斯,,Common_M_BiSiKuSi_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030004,1,,,NPC_M_BiSiKuSi_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100233,妹子商人,,Common_F_MeiZiShangRen_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_MeiZiShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100234,不务正业的诗人,,Common_M_BuWuZhengYeShiRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,1,,,NPC_M_BuWuZhengYeShiRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100235,斐扬商人男,,Common_M_FeiYangTanZhu_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_FeiYangTanZhu_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100236,梦罗克商人男,,Common_M_MengLuoKeShangRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030004,4,,,NPC_M_MengLuoKeShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100237,瑞安,,Common_M_RuiAn_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030003,4,,,NPC_M_RuiAn_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100238,圣职人员黑,,Common_M_ShengZhiRenYuan01_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030002,1,,,NPC_M_ShengZhiRenYuan01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100239,圣职人员白,,Common_M_ShengZhiRenYuan02_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_ShengZhiRenYuan02_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100240,巴雷蒙德,,Common_M_Varmunt_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030002,1,,,NPC_M_Varmunt_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100241,巫师（女）,300216,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Wizard_F_ErJieTaoZhuang01_Body,,1,,Stick_005_Weapon,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
100242,拉乐西斯,,Common_M_LaLeXiSi_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_LaLeXiSi_Body,,0,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
100243,旅行商人,,Common_M_LvXingShangRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_LvXingShangRen_Body,,0,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
100244,英灵男剑士褐色头发一级,200110,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Swordman_M_YiJieTaoZhuang_Body,,1,,Sword_001_Weapon,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100245,英灵男剑士浅褐色头发二级,200104,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Swordman_M_YiJieTaoZhuang_Body,,1,,Sword_002_Weapon,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100246,英灵男剑士黄头发三级,200101,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Swordman_M_YiJieTaoZhuang_Body,,1,,Sword_003_Weapon,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100247,二转牧师npc女褐色头发一级,301510,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Priest_F_ErJieTaoZhuang01_Body,,0,,Stick_002_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100248,二转牧师npc女褐色头发二级,301504,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Priest_F_ErJieTaoZhuang01_Body,,0,,Stick_002_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100249,二转牧师npc女黄头发三级,301501,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Priest_F_ErJieTaoZhuang01_Body,,0,,Stick_002_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100250,法师（男）褐色头发一级,200410,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_ZhuTa_Body,,0,,Stick_001_Weapon,,,,,,,-5=22=0|-0.01=1.55=0|0.27=0.27=1
100251,法师（男）褐色头发二级,200404,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_ZhuTa_Body,,0,,Stick_001_Weapon,,,,,,,-5=22=0|-0.01=1.55=0|0.27=0.27=1
100252,法师（男）黄头发三级,200401,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_ZhuTa_Body,,0,,Stick_001_Weapon,,,,,,,-5=22=0|-0.01=1.55=0|0.27=0.27=1
100253,尼德霍格投影,300204,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_MengLuoKeShangRen02_Body,,0,,,,Helmet_HongDieFaDai_01,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100254,神官-玛嘉雷特·索林（赛依连小队）,303401,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031004,2,,,HighPriest_F_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100255,女超魔导师（赛依连小队）-凯特琳娜·凯伦,204901,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031006,10,,,Wizard_F_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100256,女弓手（赛依连小队）-迪文,304201,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031006,11,,,Sniper_F_SanJieTaoZhuang01_Body,,0,,Bow_008_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100257,男刺客（赛依连小队）-艾勒梅斯,205016,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030002,3,,,AssassinCross_M_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100258,男工匠（赛依连小队）-哈沃德,200302,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030006,11,,,Blacksmith_M_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100259,沙漠商人（拿刀）,,Common_M_ShaMoShangRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,10,,,NPC_M_ShaMoShangRen_Body,,0,,Sword_003_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100260,变身小恶魔装（男）,,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Fashion_M_EMo_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100261,变身小恶魔装（女）,,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Fashion_F_EMo_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100262,梦罗克男金色短发,200904,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030004,4,,,NPC_M_MengLuoKeShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100263,塔乐猫金色短发,200208,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_TaLeMaoShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100264,蒲公英团蒙面,201410,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030003,4,,,NPC_M_RuiAn_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100265,沙漠商人黑色短发,200510,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_ShaMoShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100266,衬衫马甲男金色短发,201408,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_DaKongShi_Body,,0,,prop_001_BanShou_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100267,最笨诗人围巾金色短发,200304,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_ZuiBengShiRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100268,工装金色黑色男子,200710,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_ZhuangBeiShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100269,斐扬男长垂发黑色,201110,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_FeiYangTanZhu_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100270,斐扬男中短黑色,201510,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_FeiYangTanZhu_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100271,胖胖旅行商人金色短发,201401,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_LvXingShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100272,服事男NPC黑色短发,201210,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,Acolyte_M_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100273,弓手男NPC金色短发,200908,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,Archer_M_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100274,弓手男NPC金色短发,200908,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,Archer_M_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100275,盗贼NPC白色头发,201315,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,Assassin_M_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100276,铁匠男紫色短发,201614,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,Blacksmith_M_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100277,商人男金色短发,201308,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,Blacksmith_M_YongBingErJie_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100278,神官男白色短发,200315,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,HighPriest_M_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100279,猎人白色头发,200315,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Hunter_M_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100280,骑士短发男,201404,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Knight_M_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100281,骑士领主,200404,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,LordKnight_M_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100282,魔法师男褐色头发,200310,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Magician_M_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100283,商人男褐色头发,200810,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Merchant_M_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100284,剑士一转男金色短发,201304,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Swordman_M_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100285,巫师男金色短发二转,201404,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Wizard_M_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100286,神工匠紫色短发进阶二转,200314,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,WhiteSmith_M_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100287,神射手男进阶二转,200804,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Sniper_M_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100288,牧师二转,200615,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Priest_M_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100289,斐扬紫色衣服金色长发,201104,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_GuanLiYuanMiHeEr_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100290,斐扬紫色衣服金色长发,201104,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_GuanLiYuanMiHeEr_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100291,服事一转,301910,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Acolyte_F_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100292,弓箭手一转,302115,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Archer_F_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100293,十字刺客,301614,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,AssasinCross_F_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100294,铁匠女二转,301604,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Blacksmith_F_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100295,猎人女二转,302504,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Hunter_F_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100296,塞尔露露,303904,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Knight_F_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100297,魔法师一转,302110,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Magician_F_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100298,魔法师一转,301408,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,HighWizard_F_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100299,斐扬商人女褐色双马尾,302110,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_FeiYangShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100300,斐扬商人女褐色低马尾,301910,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_FeiYangShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100301,斐扬商人女金色高马尾,302004,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_FeiYangShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100302,妹子商人褐色中长发,302510,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_MeiZiShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100303,妹子商人俏皮短发金色,301404,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_MeiZiShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100304,沙漠背袋商人褐色短发,301610,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_MengLuoKeShangRen02_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100305,沙漠背袋商人金色双低马尾,302104,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_MengLuoKeShangRen02_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100306,沙漠商人女褐色高马尾,301610,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031007,5,,,NPC_F_MengLuoKeShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100307,沙漠商人女金色中长直,302204,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031007,5,,,NPC_F_MengLuoKeShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100308,沙漠商人女金色短发,300804,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031007,5,,,NPC_F_MengLuoKeShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100309,神工匠女进阶二转,302201,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,WhiteSmith_F_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100310,女剑士一转,302510,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Swordman_F_YiJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100311,神射手女进阶二转,302215,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Sniper_F_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100312,牧师女二转,302504,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Priest_F_ErJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100313,教堂工作人员女褐色头发,302510,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_XiuNv_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100314,教堂工作人员女金色头发,302204,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_XiuNv_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100315,教堂工作人员女黄色短发,301701,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_XiuNv_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100316,舞娘中短金发,302504,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_WuNiang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100317,舞娘褐色低双马尾,302110,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_WuNiang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100318,海军制服女褐色中短发,302510,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_TouShiShangRen01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100319,海军制服女金色蘑菇头,302304,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_TouShiShangRen01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100320,发兑斯,,Common_M_FaDuiSi_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6032004,4,,,NPC_M_FaDuiSi_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100321,赛依连,,Common_M_SaiYiLian_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6032004,3,,,NPC_M_SaiYiLian_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100322,落魄宝妮,,Common_F_LuoPoBaoNi_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_LuoPoBaoNi_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
