ID,Comment,SceneType,GatheringNav,EventID,StageType,PublicSceneID,SceneCfgFile,SceneUnityFile,ViewType,ViewGridLen,SceneGridFile,SceneAIFile,LoadingTips,LoadingPic,SyncMode,LineRoleCount,RelationMode,SpecialRelation,BGM,EnvironmentSound,MapName,MapSize,MapSizeChange,MapOffset,MapEntryName,MiniMap,MiniMapName,MiniMapSize,CamDis,CamConfig,SceneEnterType,StartPos,StartFace,StartCamFace,IsStaticScene,ReviveType,IsUseItemRevive,ReviveCost,ReviveScenePosition,ReviveSceneFace,ReviveSceneCamera,LandPos,LandFace,LandCamFace,LineWarningRoleNum,LineThresholdRoleNum,LineRecycleRoleNum,Campmatching,IsNeedStore,Vehicle,VehicleFly,BattleVehicle,IsHudWordMask,FirstInCutscene,SceneUiId,CanAutoPath,RecommendLevel,EventTriggerPoint,TeamSyncInterval,MemberConfirm,ForceFollow,Forbid3D,CanMnMapNav,NotReconnect,MerceneryNotAllow,PetNotAllow,EnterCutSceneId,IsFAQImport,DynamicAttrType,HidingFriendlyCanSee,LocalizationArea,ParamKeys,ParamValues
525,北森迷宫3层,2,1,0,4,,RO_Beisenmigong3,sc_beisenmigong2f_001/sc_beisenmigong2f_001,2,7,sc_beisenmigong2f_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Labyrinth_BeiSenMiGong,Ambience_Forest,sc_beisenmigong2f_001,350,0.82=1,0=0,北森迷宫3层,北森迷宫3层,3F,512,15,,,143.71=4.5=64,45,180,1,4,1,,143.71=4.5=64,,,143.71=4.5=64,0,0,50,80,40,,1,1,0,1,,,1,0,60,,,,,,1,,,,,,,,,,
526,古城城堡1F,2,1,0,4,,RO_Gcchengbao1,sc_gcchengbao_001/sc_gcchengbao_001,2,7,sc_gcchengbao_001,Common_SceneAI_Default,1,2,1,,0,,BGM_MorningGloomy_Castle,,sc_gcchengbao_001,550,0.72=1,41=2,古城城堡1层,古城城堡1层,古城城堡1F,512,15,,,235.5=32.3=53.3,270,180,1,4,1,,235.5=32.3=53.3,,,235.5=32.3=53.3,0,0,50,80,40,,1,1,0,1,,,1,1,59,,,,,,,,,,,,,,11,,
527,古城城堡2F,2,1,0,4,,RO_Gcchengbao2,sc_gcchengbao_002/sc_gcchengbao_002,2,7,sc_gcchengbao_002,Common_SceneAI_Default,1,2,1,,0,,BGM_MorningGloomy_Castle,,sc_gcchengbao_002,360,0.8=1,1=2,古城城堡2层,古城城堡2层,古城城堡2F,512,15,,,183.67=97.25=300,270,180,1,4,1,,183.67=97.25=300,,,183.67=97.25=300,0,0,50,80,40,,1,1,0,1,,,1,1,59,,,,,,,,,,,,,,11,,
528,地下监狱,2,1,0,4,,RO_Gcdixiajianyu,sc_gcjianyu_001/sc_gcjianyu_001,2,7,sc_gcjianyu_001,Common_SceneAI_Default,1,2,1,,0,,BGM_HelpYourself_ShouRenDongXue,,sc_gcjianyu_001,280,0.8=1,20=-4,地下监狱,地下监狱,地下监狱,512,15,,,122.52=29.12=53.00,270,180,1,4,1,,122.52=29.12=53.00,,,122.52=29.12=53.00,0,0,50,80,40,,1,1,0,1,,,1,1,59,,,,,,,,,,,,,,11,,
529,地下墓地,2,1,0,4,,RO_Gcdixiamudi,sc_gcgm_001/sc_gcgm_001,2,7,sc_gcgm_001,Common_SceneAI_Default,1,2,1,,0,,BGM_HelpYourself_ShouRenDongXue,,sc_gcgm_001,370,0.8=1,0=-3,地下墓地,地下墓地,地下墓地,512,15,,,184.8=26=74.3,270,180,1,4,1,,184.8=26=74.3,,,184.8=26=74.3,0,0,50,80,40,,1,1,0,1,,,1,1,59,,,,,,,,,,,,,,11,,
530,修道院,2,1,0,4,,RO_Gcxiudaoyuan,sc_guchengxiudaoyuan_001/sc_guchengxiudaoyuan_001,2,7,sc_guchengxiudaoyuan_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Fear,,sc_guchengxiudaoyuan_001,350,0.72=1,7=1,修道院,修道院,修道院,512,15,,,170.84=44.02=71.50,270,180,1,4,1,,170.84=44.02=71.50,,,170.84=44.02=71.50,0,0,50,80,40,,1,1,0,1,,,1,1,59,,,,,,,,,,,,,,11,,
531,古城下水道1F,2,1,0,4,,RO_Gcxiashuidao1,sc_gcxiashuidao_001/sc_gcxiashuidao_001,2,7,sc_gcxiashuidao_001,Common_SceneAI_Default,1,2,1,,0,,BGM_HelpYourself_ShouRenDongXue,,sc_gcxiashuidao_001,330,0.8=1,0=0,古城下水道,古城下水道,古城下水道,512,15,,,181=44.43=147.84,270,180,1,4,1,,181=44.43=147.84,,,181=44.43=147.84,0,0,50,80,40,,1,1,0,1,,,1,1,59,,,,,,,,,,,,,,11,,
532,古城骑士团1F,2,1,0,4,,RO_Gcqishituan1,sc_gcqst_001/sc_gcqst_001,2,7,sc_gcqst_001,Common_SceneAI_Default,1,2,1,,0,,BGM_TeMPItUp,,sc_gcqst_001,420,0.8=1,13=-4,古城骑士团,古城骑士团,古城骑士团,512,15,,,192.17=44.59=64.05,270,180,1,4,1,,192.17=44.59=64.05,,,192.17=44.59=64.05,0,0,50,80,40,,1,1,0,1,,,1,1,59,,,,,,,,,,,,,,11,,
533,古城骑士团2F,2,1,0,4,,RO_Gcqishituan2,sc_gcqst_002/sc_gcqst_002,2,7,sc_gcqst_002,Common_SceneAI_Default,1,2,1,,0,,BGM_TeMPItUp,,sc_gcqst_002,340,0.7=1,8=7,古城骑士团2F,古城骑士团2F,古城骑士团2F,512,15,,,162=30=39.4,270,180,1,4,1,,162=30=39.4,,,162=30=39.4,0,0,50,80,40,,1,1,0,1,,,1,1,59,,,,,,,,,,,,,,11,,
534,钟楼地下1F,2,1,0,4,,RO_zhongloudixia_001,sc_zhongloudixia_001/sc_zhongloudixia_001,2,7,sc_zhongloudixia_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Zhongloudixia,,sc_zhongloudixia_001,250,0.9=1,0=0,钟楼地下1F,钟楼地下1F,钟楼地下1F,512,15,,,187.97=4.16=55.7,270,180,1,4,1,,187.97=4.16=55.7,,,187.97=4.16=55.7,270,90,50,80,40,,1,1,0,1,,,1,1,60,,,,,,,,,,,,,,9,,
535,钟楼地下2F,2,1,0,4,,RO_zhongloudixia_002,sc_zhongloudixia_002/sc_zhongloudixia_002,2,7,sc_zhongloudixia_002,Common_SceneAI_Default,1,2,1,,0,,BGM_Zhongloudixia,,sc_zhongloudixia_002,310,0.80=1,0=0,钟楼地下2F,钟楼地下2F,钟楼地下2F,512,15,,,173.51=71.44=138,0,0,1,4,1,,173.51=71.44=138,,,173.51=71.44=138,0,180,60,100,50,,1,1,0,1,,,1,1,60,,,,,,,,,,,,,,9,,
536,钟楼地上1F,2,1,0,4,,RO_zhongloudishang_001,sc_zhongloudishang_001/sc_zhongloudishang_001,2,7,sc_zhongloudishang_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Zhongloudishang_1F,,sc_zhongloudishang_001,353,0.8=1,22=6,钟楼地上1F,钟楼地上1F,钟楼地上1F,512,15,,,149.18=41.29=152.31,0,0,1,4,1,,149.18=41.29=152.31,,,149.18=41.29=152.31,0,180,60,100,50,,1,1,0,1,,,1,1,60,,,,,,,,,,,,,,9,,
537,钟楼地上2F,2,1,0,4,,RO_zhongloudishang_002,sc_zhongloudishang_002/sc_zhongloudishang_002,2,7,sc_zhongloudishang_002,Common_SceneAI_Default,1,2,1,,0,,BGM_Zhongloudishang_2F,,sc_zhongloudishang_002,350,0.75=1,0=0,钟楼地上2F,钟楼地上2F,钟楼地上2F,512,15,,,46=32.66=130,0,0,1,4,1,,46=32.66=130,,,46=32.66=130,0,180,60,100,50,,1,1,0,1,,,1,1,60,,,,,,,,,,,,,,9,,
538,玩具工厂1F,2,1,0,4,,RO_Wanjugongchang_001,sc_wjgc_001/sc_wjgc_001,2,7,sc_wjgc_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Wanjugongchang,,sc_wjgc_001,270,0.7=1,1=2,玩具工厂1F,玩具工厂1F,玩具工厂1F,512,15,,,195.17=35.30=44.90,0,0,1,4,1,,195.17=35.30=44.90,,,195.17=35.30=44.90,0,180,60,100,50,,1,1,0,1,,,1,1,60,,,,,,,,,,,,,,9,,
539,玩具工厂2F,2,1,0,4,,RO_Wanjugongchang_002,sc_wjgc_002/sc_wjgc_002,2,7,sc_wjgc_002,Common_SceneAI_Default,1,2,1,,0,,BGM_Wanjugongchang,,sc_wjgc_002,330,0.7=1,1=2,玩具工厂2F,玩具工厂2F,玩具工厂2F,512,15,,,162.1=22=162.1,0,0,1,4,1,,162.1=22=162.1,,,162.1=22=162.1,0,180,60,100,50,,1,1,0,1,,,1,1,60,,,,,,,,,,,,,,9,,
540,时间扭曲的梦魇钟楼,2,1,0,4,,RO_zhongloumengyan,sc_zhongloudishang_002/sc_zhongloudishang_002,2,7,sc_zhongloudishang_002,Common_SceneAI_Default,1,2,1,,0,,BGM_TeMPoison_ShouRenCunLuo,,sc_zhongloudishang_002,350,0.8=1,0=0,时间扭曲的梦魇钟楼,时间扭曲的梦魇钟楼,梦魇钟楼,512,15,,,46=32.66=130,0,0,1,4,1,,46=32.66=130,,,46=32.66=130,0,180,60,100,50,,1,1,0,1,,,1,1,60,,,,,,,,,,,,,,9,,
541,北部洞穴卢安达,2,1,0,4,,RO_Luanda,sc_bbdongxueluanda_001/sc_bbdongxueluanda_001,2,7,sc_bbdongxueluanda_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Dongxue_luanda,Ambience_SeaCave,sc_bbdongxueluanda_001,300,0.7=0.7,0=0,北部洞穴卢安达,北部洞穴卢安达,北部洞穴卢安达,512,15,,,163.78=17.42=47.86,0,0,1,4,1,,163.78=17.42=47.86,,,163.78=17.42=47.86,0,180,60,100,50,,1,1,0,1,,,1,1,113,,,,,,,,,,,,,,9,,
542,东部洞穴马吾,2,1,0,4,,RO_Mawu,sc_dbdongxuemawu_001/sc_dbdongxuemawu_001,2,7,sc_dbdongxuemawu_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Dongxue_mawu,Ambience_SeaCave,sc_dbdongxuemawu_001,300,0.72=0.72,0=0,东部洞穴马吾,东部洞穴马吾,东部洞穴马吾,512,15,,,252.69=9.74=59.66,315,180,1,4,1,,252.69=9.74=59.66,,,252.69=9.74=59.66,315,180,60,100,50,,1,1,0,1,,,1,1,110,,,,,,,,,,,,,,9,,
543,西部洞穴加露,2,1,0,4,,RO_Jialu,sc_xbdongxuejialu_001/sc_xbdongxuejialu_001,2,7,sc_xbdongxuejialu_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Dongxue_jialu,Ambience_SeaCave,sc_xbdongxuejialu_001,310,0.65=0.65,9.4=-8.5,西部洞穴加露,西部洞穴加露,西部洞穴加露,512,15,,,80.23=68.66=85.22,90,0,1,4,1,,80.23=68.66=85.22,,,80.23=68.66=85.22,90,180,60,100,50,,1,1,0,1,,,1,1,112,,,,,,,,,,,,,,9,,
544,巴不其卡森林,2,1,0,4,,RO_Babuqika,sc_babukaqi_001/sc_babukaqi_001,2,7,sc_babukaqi_001,Common_SceneAI_Default,1,2,1,,0,,BGM_MuchoGusto,Ambience_Forest,sc_babukaqi_001,270,0.8=0.8,0=0,巴不其卡森林,巴不其卡森林,巴不其卡森林,512,15,,,140.31=13.77=48.64,0,0,1,4,1,,140.31=13.77=48.64,,,140.31=13.77=48.64,0,180,60,100,50,,1,1,0,1,,,1,1,115,,,,,,,,,,,,,,9,,
545,诺克罗德溶洞,2,1,0,4,,RO_NuoKeLuoDe,sc_zn_nkldrongdong_001/sc_zn_nkldrongdong_001,2,7,sc_zn_nkldrongdong_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Labyrinth_BeiSenMiGong,AMB_zhunuorongdong,sc_zn_nkldrongdong_001,305,0.8=0.8,10=0,诺克罗德溶洞,诺克罗德溶洞,诺克罗德溶洞,512,15,,,216.17=49.26=250.78,180,436,1,4,1,,216.17=49.26=250.78,180,436,216.17=49.26=250.78,180,436,60,100,50,,1,1,0,1,,,1,1,115,,,,,,,,,,,,,,9,,
901,极限挑战难度1_场景1,3,0,0,5,,RO_BossRush_Star1_Stage01,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,恶魔波利挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
314,5v5冠军赛比赛大厅,2,0,7,3,,RO_5V5_Bisaidating,sc_ssdating_001/sc_ssdating_001,1,,sc_ssdating_001,Common_SceneAI_Default,1,2,1,200,0,,BGM_Lobby_Of_Championships,,sc_ssdating_001,160,1=1,75=-8,,赛事大厅,,512,15,5,,56.70=6.65=63.71,0,180,1,1,0,,89.01=44.78=34.14|35.46=44.78=87.83,90,180,,0,0,200,300,150,,1,1,0,1,,,1,0,,,,,,,,,0,,,,,,,,
902,极限挑战难度1_场景2,3,0,0,5,,RO_BossRush_Star1_Stage02,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,蚁后挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
903,极限挑战难度1_场景3,3,0,0,5,,RO_BossRush_Star1_Stage03,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,哥布灵首领挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
904,极限挑战难度1_场景4,3,0,0,5,,RO_BossRush_Star1_Stage04,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,海盗之王挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
905,极限挑战难度1_场景5,3,0,0,5,,RO_BossRush_Star1_Stage05,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,皮里恩挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
906,极限挑战难度1_场景6,3,0,0,5,,RO_BossRush_Star1_Stage06,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,兽人酋长挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
907,极限挑战难度1_场景7,3,0,0,5,,RO_BossRush_Star1_Stage07,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,俄赛里斯挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
908,极限挑战难度1_场景8,3,0,0,5,,RO_BossRush_Star1_Stage08,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,虎王挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
909,极限挑战难度1_场景9,3,0,0,5,,RO_BossRush_Star1_Stage09,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,巴风特挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
910,极限挑战难度1_场景9,3,0,0,5,,RO_BossRush_Star1_Stage10,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,德古拉男爵挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
911,极限挑战难度1_场景9,3,0,0,5,,RO_BossRush_Star1_Stage11,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,法老王挑战★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,0,,,,,,,,
931,极限挑战难度2_场景1,3,0,0,5,,RO_BossRush_Star2_Stage01,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,恶魔波利挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
932,极限挑战难度2_场景2,3,0,0,5,,RO_BossRush_Star2_Stage02,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,蚁后挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
933,极限挑战难度2_场景3,3,0,0,5,,RO_BossRush_Star2_Stage03,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,哥布灵首领挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
934,极限挑战难度2_场景4,3,0,0,5,,RO_BossRush_Star2_Stage04,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,海盗之王挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
935,极限挑战难度2_场景5,3,0,0,5,,RO_BossRush_Star2_Stage05,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,皮里恩挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
936,极限挑战难度2_场景6,3,0,0,5,,RO_BossRush_Star2_Stage06,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,兽人酋长挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
937,极限挑战难度2_场景7,3,0,0,5,,RO_BossRush_Star2_Stage07,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,俄赛里斯挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
938,极限挑战难度2_场景8,3,0,0,5,,RO_BossRush_Star2_Stage08,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,虎王挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
939,极限挑战难度2_场景9,3,0,0,5,,RO_BossRush_Star2_Stage09,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,巴风特挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
940,极限挑战难度2_场景9,3,0,0,5,,RO_BossRush_Star2_Stage10,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,德古拉男爵挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
941,极限挑战难度2_场景9,3,0,0,5,,RO_BossRush_Star2_Stage11,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_FaLaoWang02_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,法老王挑战★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
961,极限挑战难度3_场景1,3,0,0,5,,RO_BossRush_Star3_Stage01,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,恶魔波利挑战★★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
962,极限挑战难度3_场景2,3,0,0,5,,RO_BossRush_Star3_Stage02,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,蚁后挑战★★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
963,极限挑战难度3_场景3,3,0,0,5,,RO_BossRush_Star3_Stage03,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,哥布灵首领挑战★★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
964,极限挑战难度3_场景4,3,0,0,5,,RO_BossRush_Star3_Stage04,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,海盗之王挑战★★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
965,极限挑战难度3_场景5,3,0,0,5,,RO_BossRush_Star3_Stage05,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,皮里恩挑战★★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
966,极限挑战难度3_场景6,3,0,0,5,,RO_BossRush_Star3_Stage06,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,兽人酋长挑战★★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
967,极限挑战难度3_场景7,3,0,0,5,,RO_BossRush_Star3_Stage07,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,俄赛里斯挑战★★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
968,极限挑战难度3_场景8,3,0,0,5,,RO_BossRush_Star3_Stage08,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Dungeons_BossRush_SceneAI,2,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,虎王挑战★★★,,512,15,4,,92.46=13.1=40.84,180,180,0,2,0,,92.46=13.1=40.84,180,0,,0,0,0,0,0,,1,0,0,1,,,14,0,,,,1,,,,,1,,,,,,,,
