SkillEffectId,UUID
编号,唯一Id，程序用
72110303,Player_Dancer|Player_Dancer_WuWangWo|0|0|0
72110304,Player_Dancer|Player_Dancer_WuWangWo|0|0|0
72110305,Player_Dancer|Player_Dancer_WuWangWo|0|0|0
72110401,Player_Dancer|Player_Dancer_NvShenZhiWu|0|0|0
72110402,Player_Dancer|Player_Dancer_NvShenZhiWu|0|0|0
72110403,Player_Dancer|Player_Dancer_NvShenZhiWu|0|0|0
72110404,Player_Dancer|Player_Dancer_NvShenZhiWu|0|0|0
72110405,Player_Dancer|Player_Dancer_NvShenZhiWu|0|0|0
72110501,Player_Dancer|Player_Dancer_JingShengJianJiao|0|0|0
72110502,Player_Dancer|Player_Dancer_JingShengJianJiao|0|0|0
72110503,Player_Dancer|Player_Dancer_JingShengJianJiao|0|0|0
72110504,Player_Dancer|Player_Dancer_JingShengJianJiao|0|0|0
72110505,Player_Dancer|Player_Dancer_JingShengJianJiao|0|0|0
72110601,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110602,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110603,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110604,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110605,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110606,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110607,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110608,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110609,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110610,Player_Dancer|Player_Dancer_WeiNiFuWu|0|0|0
72110701,Player_Dancer|Player_Dancer_YaoLanQu|0|0|0
72110702,Player_Dancer|Player_Dancer_YaoLanQu|0|0|0
72110703,Player_Dancer|Player_Dancer_YaoLanQu|0|0|0
72110704,Player_Dancer|Player_Dancer_YaoLanQu|0|0|0
72110705,Player_Dancer|Player_Dancer_YaoLanQu|0|0|0
72110801,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110802,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110803,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110804,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110805,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110806,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110807,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110808,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110809,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110810,Player_Dancer|Player_Dancer_HengChangZhiYin|0|0|0
72110901,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110902,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110903,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110904,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110905,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110906,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110907,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110908,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110909,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72110910,Player_Dancer|Player_Dancer_ChanJianTouZhi|0|0|0
72111801,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72111802,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72111803,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72111804,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72111805,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72111901,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111902,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111903,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111904,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111905,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111906,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111907,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111908,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111909,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72111910,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72112001,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72112002,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72112003,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72112004,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72112005,Player_Dancer|Player_Dancer_ChouLouZhiWu_Effect|0|0|0
72112101,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72112102,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72112103,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72112104,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72112105,Player_Dancer|Player_Dancer_WeiNiFuWu_Effect|0|0|0
72112201,Player_Dancer|Player_Dancer_ZhongJi|0|0|0
72120101,Player_Gypsy|Player_Gypsy_GongJi|0|0|0
72120201,Player_Gypsy|Player_Gypsy_HuiGuiZhiGe|0|0|0
72120301,Player_Gypsy|Player_Gypsy_KuiLeiShiDeBaXi|0|0|0
72120302,Player_Gypsy|Player_Gypsy_KuiLeiShiDeBaXi|0|0|0
72120303,Player_Gypsy|Player_Gypsy_KuiLeiShiDeBaXi|0|0|0
72120304,Player_Gypsy|Player_Gypsy_KuiLeiShiDeBaXi|0|0|0
72120305,Player_Gypsy|Player_Gypsy_KuiLeiShiDeBaXi|0|0|0
72120401,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_01|0|0|0
72120402,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_02|0|0|0
72120403,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_03|0|0|0
72120404,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_04|0|0|0
72120405,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_05|0|0|0
72120501,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu|0|0|0
72120502,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_02|0|0|0
72120503,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_03|0|0|0
72120504,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_04|0|0|0
72120505,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_05|0|0|0
72120506,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_06|0|0|0
72120507,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_07|0|0|0
72120508,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_08|0|0|0
72120509,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_09|0|0|0
72120510,Player_Gypsy|Player_Gypsy_AoYiJianLuanWu_10|0|0|0
72120601,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120602,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120603,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120604,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120605,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120606,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120607,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120608,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120609,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120610,Player_Gypsy|Player_Gypsy_ZhanGuZhenTian|0|0|0
72120701,Player_Gypsy|Player_Gypsy_LuoQiDeBeiMing|0|0|0
72120801,Player_Gypsy|Player_Gypsy_YongYuanDeHunDun|0|0|0
72120802,Player_Gypsy|Player_Gypsy_YongYuanDeHunDun|0|0|0
72120803,Player_Gypsy|Player_Gypsy_YongYuanDeHunDun|0|0|0
72120901,Player_Gypsy|Player_Gypsy_NiBeiLongGenDeJieZhi|0|0|0
72120902,Player_Gypsy|Player_Gypsy_NiBeiLongGenDeJieZhi|0|0|0
72120903,Player_Gypsy|Player_Gypsy_NiBeiLongGenDeJieZhi|0|0|0
72121001,Player_Gypsy|Player_Gypsy_BuSiShenQiGeFuLiDe|0|0|0
72121002,Player_Gypsy|Player_Gypsy_BuSiShenQiGeFuLiDe|0|0|0
72121003,Player_Gypsy|Player_Gypsy_BuSiShenQiGeFuLiDe|0|0|0
72121101,Player_Gypsy|Player_Gypsy_JingYanZhiBeiZeng|0|0|0
72121102,Player_Gypsy|Player_Gypsy_JingYanZhiBeiZeng|0|0|0
72121103,Player_Gypsy|Player_Gypsy_JingYanZhiBeiZeng|0|0|0
72121201,Player_Gypsy|Player_Gypsy_HuanXiangKuangWuQu|0|0|0
72121202,Player_Gypsy|Player_Gypsy_HuanXiangKuangWuQu|0|0|0
72121203,Player_Gypsy|Player_Gypsy_HuanXiangKuangWuQu|0|0|0
72121204,Player_Gypsy|Player_Gypsy_HuanXiangKuangWuQu|0|0|0
72121205,Player_Gypsy|Player_Gypsy_HuanXiangKuangWuQu|0|0|0
72121501,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack|0|0|0
72121502,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_02|0|0|0
72121503,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_03|0|0|0
72121504,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_04|0|0|0
72121505,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_05|0|0|0
72121506,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_06|0|0|0
72121507,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_07|0|0|0
72121508,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_08|0|0|0
72121509,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_09|0|0|0
72121510,Player_Minstrel|Player_Minstrel_KuiLeiZhiWu_Attack_10|0|0|0
72121601,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack|0|0|0
72121602,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_02|0|0|0
72121603,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_03|0|0|0
72121604,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_04|0|0|0
72121605,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_05|0|0|0
72121606,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_06|0|0|0
72121607,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_07|0|0|0
72121608,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_08|0|0|0
72121609,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_09|0|0|0
72121610,Player_Gypsy|Player_Gypsy_KuiLeiZhiWu_Attack_10|0|0|0
72121701,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121702,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121703,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121704,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121705,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121706,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121707,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121708,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121709,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121710,Player_Gypsy|Player_Gypsy_ShiJie|0|0|0
72121801,Player_Gypsy|Player_Gypsy_ZhanBu|0|0|0
72121802,Player_Gypsy|Player_Gypsy_ZhanBu|0|0|0
72121803,Player_Gypsy|Player_Gypsy_ZhanBu|0|0|0
72121804,Player_Gypsy|Player_Gypsy_ZhanBu|0|0|0
72121805,Player_Gypsy|Player_Gypsy_ZhanBu|0|0|0
60000101,Player_Merchant|Player_Merchant_GongJi_1|0|0|0
60000201,Player_Merchant|Player_Merchant_JinJiZhiLiao|0|0|0
60000301,Player_Merchant|Player_Merchant_ZhuangSi|0|0|0
60000401,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000402,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000403,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000404,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000405,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000406,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000407,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000408,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000409,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000410,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60000501,Player_Merchant|Player_Merchant_ShouTuiCheGongJi|0|0|0
60000601,Player_Merchant|Player_Merchant_ZhongJi|0|0|0
60000701,Player_Merchant|Player_Merchant_ZhuangSiQiShen|0|0|0
60001701,Player_Merchant|Player_Merchant_JinQianGongJi|0|0|0
60001801,Player_Merchant|Player_Merchant_ShouTuiCheGongJi|0|0|0
60001901,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001902,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001903,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001904,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001905,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001906,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001907,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001908,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001909,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
60001910,Player_Merchant|Player_Merchant_ShouTuiCheChongZhuang|0|0|0
61010101,Player_Blacksmith|Player_Blacksmith_GongJi|0|0|0
61010201,Player_Blacksmith|Player_Blacksmith_DaDiZhiJi|0|0|0
61010202,Player_Blacksmith|Player_Blacksmith_DaDiZhiJi|0|0|0
61010203,Player_Blacksmith|Player_Blacksmith_DaDiZhiJi|0|0|0
61010204,Player_Blacksmith|Player_Blacksmith_DaDiZhiJi|0|0|0
61010205,Player_Blacksmith|Player_Blacksmith_DaDiZhiJi|0|0|0
61010301,Player_Blacksmith|Player_Blacksmith_SuDuJiFa|0|0|0
61010302,Player_Blacksmith|Player_Blacksmith_SuDuJiFa|0|0|0
61010303,Player_Blacksmith|Player_Blacksmith_SuDuJiFa|0|0|0
61010304,Player_Blacksmith|Player_Blacksmith_SuDuJiFa|0|0|0
61010305,Player_Blacksmith|Player_Blacksmith_SuDuJiFa|0|0|0
61010401,Player_Blacksmith|Player_Blacksmith_WuQiZhiZuiDaHua|0|0|0
61010402,Player_Blacksmith|Player_Blacksmith_WuQiZhiZuiDaHua|0|0|0
61010403,Player_Blacksmith|Player_Blacksmith_WuQiZhiZuiDaHua|0|0|0
61010404,Player_Blacksmith|Player_Blacksmith_WuQiZhiZuiDaHua|0|0|0
61010405,Player_Blacksmith|Player_Blacksmith_WuQiZhiZuiDaHua|0|0|0
61010501,Player_Blacksmith|Player_Blacksmith_XiongKan|0|0|0
61010502,Player_Blacksmith|Player_Blacksmith_XiongKan|0|0|0
61010503,Player_Blacksmith|Player_Blacksmith_XiongKan|0|0|0
61010504,Player_Blacksmith|Player_Blacksmith_XiongKan|0|0|0
61010505,Player_Blacksmith|Player_Blacksmith_XiongKan|0|0|0
61010601,Player_Blacksmith|Player_Blacksmith_WuShiTiXingGongJi|0|0|0
61010602,Player_Blacksmith|Player_Blacksmith_WuShiTiXingGongJi|0|0|0
61010603,Player_Blacksmith|Player_Blacksmith_WuShiTiXingGongJi|0|0|0
61010604,Player_Blacksmith|Player_Blacksmith_WuShiTiXingGongJi|0|0|0
61010605,Player_Blacksmith|Player_Blacksmith_WuShiTiXingGongJi|0|0|0
61010901,Player_Blacksmith|Player_Blacksmith_JieChuWuQiZhiZuiDaHua|0|0|0
61010902,Player_Blacksmith|Player_Blacksmith_JieChuWuQiZhiZuiDaHua|0|0|0
61010903,Player_Blacksmith|Player_Blacksmith_JieChuWuQiZhiZuiDaHua|0|0|0
61010904,Player_Blacksmith|Player_Blacksmith_JieChuWuQiZhiZuiDaHua|0|0|0
61010905,Player_Blacksmith|Player_Blacksmith_JieChuWuQiZhiZuiDaHua|0|0|0
61012201,Player_Blacksmith|Player_Blacksmith_QuanLiHuiJi|0|0|0
61012202,Player_Blacksmith|Player_Blacksmith_QuanLiHuiJi|0|0|0
61012203,Player_Blacksmith|Player_Blacksmith_QuanLiHuiJi|0|0|0
61012204,Player_Blacksmith|Player_Blacksmith_QuanLiHuiJi|0|0|0
61012205,Player_Blacksmith|Player_Blacksmith_QuanLiHuiJi|0|0|0
61020101,Player_WhiteSmith|Player_WhiteSmith_GongJi|0|0|0
61020201,Player_WhiteSmith|Player_WhiteSmith_XiongKanZuiDaZhi|0|0|0
61020202,Player_WhiteSmith|Player_WhiteSmith_XiongKanZuiDaZhi|0|0|0
61020203,Player_WhiteSmith|Player_WhiteSmith_XiongKanZuiDaZhi|0|0|0
61020204,Player_WhiteSmith|Player_WhiteSmith_XiongKanZuiDaZhi|0|0|0
61020205,Player_WhiteSmith|Player_WhiteSmith_XiongKanZuiDaZhi|0|0|0
61020301,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020302,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020303,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020304,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020305,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020306,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020307,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020308,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020309,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020310,Player_WhiteSmith|Player_WhiteSmith_YeManXiongKan|0|0|0
61020401,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheJiaSu|0|0|0
61020501,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020502,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020503,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020504,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020505,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020506,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020507,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020508,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020509,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020510,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0
61020601,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020602,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020603,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020604,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020605,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020606,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020607,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020608,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020609,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020610,Player_WhiteSmith|Player_WhiteSmith_HuiXuanZhiRen|0|0|0
61020801,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_01|0|0|0
61020802,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_02|0|0|0
61020803,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_03|0|0|0
61020804,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_04|0|0|0
61020805,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_05|0|0|0
61020806,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_06|0|0|0
61020807,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_07|0|0|0
61020808,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_08|0|0|0
61020809,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_09|0|0|0
61020810,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_10|0|0|0
61020901,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020902,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020903,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020904,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020905,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020906,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020907,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020908,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020909,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61020910,Player_WhiteSmith|Player_WhiteSmith_AASTuJiPao_Attack|0|0|0
61021101,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021102,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021103,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021104,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021105,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021106,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021107,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021108,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021109,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021110,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai|0|0|0
61021201,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021202,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021203,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021204,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021205,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021206,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021207,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021208,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021209,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021210,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0
61021401,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021402,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021403,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021404,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021405,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021406,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021407,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021408,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021409,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021410,Player_WhiteSmith|Player_WhiteSmith_AASChaoZaiXingTai_Pao|0|0|0
61021501,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021502,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021503,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021504,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021505,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021506,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021507,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021508,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021509,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021510,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai_Pao|0|0|0
61021701,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021702,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021703,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021704,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021705,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021706,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021707,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021708,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021709,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021710,Player_WhiteSmith|Player_WhiteSmith_ZhanFuJuFeng|0|0|0
61021901,Player_WhiteSmith|Player_WhiteSmith_ZhanFuShouLiJian|0|0|0
61021902,Player_WhiteSmith|Player_WhiteSmith_ZhanFuShouLiJian|0|0|0
61021903,Player_WhiteSmith|Player_WhiteSmith_ZhanFuShouLiJian|0|0|0
61021904,Player_WhiteSmith|Player_WhiteSmith_ZhanFuShouLiJian|0|0|0
61021905,Player_WhiteSmith|Player_WhiteSmith_ZhanFuShouLiJian|0|0|0
61021906,Player_WhiteSmith|Player_WhiteSmith_ZhanFuShouLiJian|0|0|0
61021907,Player_WhiteSmith|Player_WhiteSmith_ZhanFuShouLiJian|0|0|0
