Id,Name,Desc1,Desc,Desc2,DefaultEquipID,PresentID,PresentRatio,UnitSkillID,BornBuff,AI,IsCopyHatredList,AIStartTime,AIHeartInterval,AIHeartIntervalCombat,UnitTypeLevel,MonsterID,HatredBuildType,HatredDeleteType,ScreenLimit,SelfLimit,LimitType,LimitRadius,MobPVECoexistencelimit,MobPVPCoexistencelimit,FightTargetOffsetDegree,MiniMapIcon,BuffCanCall,UnitRace,UnitAttrType,UnitSize,MoveSpeed,ASPD,IsInitiative,HatredAway,HatredAwayStateDuration,Sight,HatredBuildAngle,HatredDetectionInterval,IgnoreDead,IgnoreHide,BodyDisappearTime,UnitLevel,DynamicAttr,AtkDef,STR,INT,AGI,VIT,DEX,LUK,BaseHP,BaseSP,BaseATK,BaseMATK,BaseDEF,BaseMDEF,HIT,FLEE,CRI,CRI_RES,WEAPON_ATK,WEAPON_MATK,DEF,MDEF,DEF_IGNORE,SheildIgnore,MDEF_IGNORE,BaseExp,JobExp,Award,StealAward,DropDoodad,BloodLineNum,MonsterDesc,IsCountData,DeadEffcet,IsDummy,CanChangeColor,HugeMonsterColliders,IsDynamicGroup,DefaultGroup,EntityShowScript,AlwaysShowOnMap,NotShowOnMap,IsShowInHandBook,IsFieldMonster,FeaturesDesc,OutViewMove,HatredAllience,EVO,CanFeelSkill,ElfId,AlwaysShowHud,IsFAQImport,DynamicAtk,DynamicHp,,,,,,
3071,精英弓箭哥布灵,野外精英,弓箭哥布灵,弓箭哥布灵,,10018,1.3,1000101801=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,1,,,,,,,,,,6,1,1,5,2,3.93,141,0,2=30,1500,6,,1000,0,0,2,62,,,40,15,34,20,53,20,132334,0,0,0,0,0,145,-2,0,0,443,316,69,0,0,0,,,,5300220,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3072,精英艾吉欧蜈蚣,野外精英,艾吉欧蜈蚣,艾吉欧蜈蚣,,10019,1.3,1000101901=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,5,1,3.1,110,1,2=30,1500,6,,1000,0,0,2,75,,,60,30,23,40,24,30,240483,0,0,0,0,0,175,-7,0,0,708,819,88,32,0,0,,,,5300230,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3073,精英森灵,野外精英,森灵,森灵,,10027,1.3,1000102701=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,3,2,0,3.93,147,0,2=30,1500,6,,1000,0,0,2,18,,,10,5,6,14,12,35,5293,0,0,0,0,0,75,-2,0,0,-19,-3,16,0,0,0,,,,5300240,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3075,精英土拨鼠,野外精英,土拨鼠,土拨鼠,,10033,1.3,1000103301=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,2,2,3.1,126,0,2=30,1500,6,,1000,0,0,2,60,,,25,15,29,28,30,10,131431,0,0,0,0,0,138,-3,0,0,418,296,58,19,0,0,,,,5300250,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3076,精英狼,野外精英,狼,狼,,10034,1.3,1000103401=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,2,0,3.93,147,0,2=30,1500,6,,1000,0,0,2,50,,,27,15,24,30,33,5,65165,0,0,0,0,0,116,1,0,0,310,176,55,3,0,0,,,,5300260,,,1,,1,130008,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3077,精英野猪,野外精英,野猪,野猪,,10035,1,1000103501=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,2,1,5.05,102,0,2=30,1500,6,,1000,0,0,2,66,,,56,10,21,54,52,15,161485,0,0,0,0,0,152,-5,0,0,320,400,126,3,0,0,,,,5300270,,,1,,1,130009,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3078,精英艾斯蜘蛛,野外精英,艾斯蜘蛛,艾斯蜘蛛,,10037,1.3,1000103701=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,0,8,5,1,3.1,126,1,2=30,1500,6,,1000,0,0,2,70,,,38,5,17,25,26,15,156517,0,0,0,0,0,160,-7,0,0,723,624,58,8,0,0,,,,5300100,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3079,精英喷射哥布灵,野外精英,喷射哥布灵,喷射哥布灵,,10039,1.3,1000103901=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,1,,,,,,,,,,6,1,1,1,0,3.93,149,0,2=30,1500,6,,1000,0,0,2,63,,,52,15,61,32,90,25,156967,0,0,0,0,0,149,-2,0,0,484,341,85,5,0,0,,,,5300280,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3080,精英直升机哥布灵,野外精英,直升机哥布灵,直升机哥布灵,,10040,1.3,1000104001=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,1,,,,,,,,,,6,0,5,1,1,4.9,79,0,2=30,1500,6,,1000,0,0,2,55,,,29,26,70,45,61,5,74826,0,0,0,0,0,126,-2,0,0,210,217,57,34,0,0,,,,5300070,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3081,精英白鼠,野外精英,白鼠,白鼠,,10047,1.3,1000104701=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,7,2,5.05,112,0,2=30,1500,6,,1000,0,0,2,25,,,21,0,6,12,10,1,9102,0,0,0,0,0,79,-13,0,0,-18,26,23,5,0,0,,,,5300290,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3082,精英猎蝇,野外精英,猎蝇,猎蝇,,10048,1.3,1000104801=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,1,2,5.5,146,0,2=30,1500,6,,1000,0,0,2,65,,,37,15,44,30,44,15,156253,0,0,0,0,0,150,-5,0,0,579,382,57,28,0,0,,,,5300300,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3083,精英青蛇,野外精英,青蛇,青蛇,,10049,1.3,1000104901=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,2,0,3.93,121,0,2=30,1500,6,,1000,0,0,2,38,,,10,10,8,18,14,15,27088,0,0,0,0,0,96,-16,0,0,36,46,9,8,0,0,,,,5300050,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3084,精英吸血蝙蝠,野外精英,吸血蝙蝠,吸血蝙蝠,,10050,1.3,1000105001=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,7,2,5.05,136,0,2=30,1500,6,,1000,0,0,2,26,,,15,5,19,20,20,1,10400,0,0,0,0,0,67,-13,0,0,-5,19,26,5,0,0,,,,5300030,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3085,精英蝎子,野外精英,蝎子,蝎子,,10051,1.3,1000105103=1=1=2000|1000105101=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,3,2,3.93,121,0,2=30,1500,6,,1000,0,0,2,30,,,12,5,15,10,19,5,12314,0,0,0,0,0,76,-14,0,0,12,37,16,5,0,0,,,,5300040,,,1,,1,130006,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3087,精英冰波利,野外精英,冰波利,冰波利,,10053,1.3,1000105301=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,3,4,0,3.1,106,0,2=30,1500,6,,1000,0,0,2,37,,,24,5,5,10,30,15,20992,0,0,0,0,0,94,-16,0,0,-5,48,32,8,0,0,,,,5300310,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3088,精英蛋壳小鸡,野外精英,蛋壳小鸡,蛋壳小鸡,,10070,1.3,1000107001=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,3,2,3.93,150,0,2=30,1500,6,,1000,0,0,2,11,,,15,5,8,8,9,3,1132,0,0,0,0,0,69,-5,0,0,-24,-3,48,10,0,0,,,,5300320,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3089,精英秃鹰,野外精英,秃鹰,秃鹰,,10075,1.3,1000107201=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,1,0,5.05,142,0,2=30,1500,6,,1000,0,0,2,13,,,14,0,7,6,13,5,1918,0,0,0,0,0,71,-6,0,0,-23,7,7,5,0,0,,,,5300330,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3090,精英沙漠幼狼,野外精英,沙漠幼狼,沙漠幼狼,,10076,1.3,1000107101=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,3,2,5.05,120,0,2=30,1500,6,,1000,0,0,2,28,,,10,5,12,8,17,7,12061,0,0,0,0,0,73,-13,0,0,2,20,13,0,0,0,,,,5300340,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3091,精英水母,野外精英,水母,水母,,10092,1.3,1000109201=1=0=10000|1000109202=1=1=500|1000109203=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,3,4,2,2.8,86,0,2=30,1500,6,,1000,0,0,2,48,,,24,22,27,18,29,15,53132,0,0,0,0,0,116,4,0,0,138,141,20,19,0,0,,,,5300350,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3092,精英剑鱼,野外精英,剑鱼,剑鱼,,10093,1.3,1000109301=1=0=10000|1000109302=1=1=500|1000109303=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,6,4,0,5.04,72,0,2=30,1500,6,,1000,0,0,2,72,,,54,15,15,35,28,15,223667,0,0,0,0,0,164,-8,0,0,456,649,44,11,0,0,,,,5300360,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3093,精英邪骸海盗,野外精英,邪骸海盗,邪骸海盗,,10094,1.3,1000109402=1=1=500|1000109401=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,4,9,0,3.93,112,0,2=30,1500,6,,1000,0,0,2,43,,,35,15,25,25,30,10,38013,0,0,0,0,0,104,5,0,0,105,117,53,20,0,0,,,,5300370,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3094,精英马克,野外精英,马克,马克,,10095,1.3,1000109501=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,6,4,0,5.04,136,1,2=30,1500,6,,1000,0,0,2,74,,,50,15,24,22,53,20,263364,0,0,0,0,0,169,-8,0,0,830,684,55,24,0,0,,,,5300380,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3095,精英螃蟹,野外精英,螃蟹,螃蟹,,10096,1.3,1000109601=1=0=10000|1000109602=1=1=2000|1000109603=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,6,4,2,3.1,118,0,2=30,1500,6,,1000,0,0,2,45,,,35,20,21,28,33,15,43224,0,0,0,0,0,110,5,0,0,106,122,54,21,0,0,,,,5300390,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3096,精英乌贼,野外精英,乌贼,乌贼,,10097,1.3,1000109701=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,6,4,2,3.1,102,0,2=30,1500,6,,1000,0,0,2,56,,,33,10,17,25,33,10,85878,0,0,0,0,0,130,-1,0,0,243,254,38,18,0,0,,,,5300400,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3097,精英大嘴鸟,野外精英,大嘴鸟,大嘴鸟,,10098,1.3,1000109801=1=0=10000|1000109802=1=1=500|1000109803=1=1=500|1000109804=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,3,1,3.93,121,0,2=30,1500,6,,1000,0,0,2,50,,,21,5,10,13,28,5,65975,0,0,0,0,0,116,1,0,0,254,192,48,0,0,0,,,,5300410,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3098,精英人鱼,野外精英,人鱼,人鱼,,10099,1.3,1000109901=1=0=10000|1000109902=1=1=500|1000109903=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,0,6,4,0,3.93,106,1,2=30,1500,6,,1000,0,0,2,53,,,54,40,47,21,40,25,71104,0,0,0,0,0,129,3,0,0,151,153,48,26,0,0,,,,5300150,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3099,精英人鱼士兵,野外精英,人鱼士兵,人鱼士兵,,10100,1.3,1000110001=1=0=10000|1000110003=1=1=500|1000110004=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,1,4,0,3.63,154,0,2=30,1500,6,,1000,0,0,2,78,,,45,19,29,30,55,10,376639,0,0,0,0,0,174,-12,0,0,1562,952,62,8,0,0,,,,5300420,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3100,精英基尔瑟,野外精英,基尔瑟,基尔瑟,,10101,1.3,1000110101=1=0=10000|1000110102=1=1=500|1000110103=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,2,2,2,3.93,107,0,2=30,1500,6,,1000,0,0,2,43,,,27,10,19,30,28,15,38665,0,0,0,0,0,106,6,0,0,117,123,52,16,0,0,,,,5300430,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3101,精英黑狐,野外精英,黑狐,黑狐,,10102,1.3,1000110201=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,7,0,5.04,178,1,2=30,1500,6,,1000,0,0,2,60,,,48,17,20,21,47,10,116733,0,0,0,0,0,138,-3,0,0,939,290,63,5,0,0,,,,5300440,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3102,精英白幽灵,野外精英,白幽灵,白幽灵,,10104,1.3,1000110402=1=1=2000|1000110401=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,0,2,8,2,5.04,102,0,2=30,1500,6,,1000,0,0,2,46,,,32,35,48,20,52,20,27416,0,0,0,0,0,113,6,0,0,112,177,20,40,0,0,,,,5300170,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3103,精英木乃伊,野外精英,木乃伊,木乃伊,,10105,1.3,1000110501=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,4,9,0,3.1,111,1,2=30,1500,6,,1000,0,0,2,55,,,54,1,4,14,68,0,78930,0,0,0,0,0,125,-3,0,0,192,255,95,3,0,0,,,,5300450,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3104,精英黑蚁,野外精英,黑蚁,黑蚁,,10108,1.3,1000110801=1=0=10000|1000110802=1=1=2000|1000110803=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,2,2,3.1,111,0,2=30,1500,6,,1000,0,0,2,40,,,20,20,11,24,21,5,29275,0,0,0,0,0,96,6,0,0,117,77,44,12,0,0,,,,5300460,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3105,精英白蚁,野外精英,白蚁,白蚁,,10109,1.3,1000110901=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,2,2,3.1,135,0,2=30,1500,6,,1000,0,0,2,38,,,11,10,20,40,24,10,26009,0,0,0,0,0,94,-17,0,0,42,46,55,16,0,0,,,,5300470,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3106,精英工蚁,野外精英,工蚁,工蚁,,10110,1.3,1000111001=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,2,2,3.93,135,0,2=30,1500,6,,1000,0,0,2,32,,,19,8,19,36,27,15,13058,0,0,0,0,0,84,-13,0,0,3,32,57,16,0,0,,,,5300480,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3107,精英兵蚁,野外精英,兵蚁,兵蚁,,10111,1.3,1000111101=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,0,8,2,2,5.04,135,0,2=30,1500,6,,1000,0,0,2,31,,,15,10,16,30,23,15,12181,0,0,0,0,0,82,-13,0,0,10,27,52,16,0,0,,,,5300160,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3108,精英海神,野外精英,海神,海神,,10112,1.3,1000111201=1=0=10000|1000111202=1=1=500|1000111203=1=1=500|1000111204=1=1=500|1000111205=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,6,4,1,5.04,106,1,2=30,1500,6,,1000,0,0,2,82,,,49,20,16,31,36,20,459516,0,0,0,0,0,185,-12,0,0,1081,1139,67,21,0,0,,,,5300490,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3109,精英杰洛米,野外精英,杰洛米,杰洛米,,10114,1.3,1000111401=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,1,3,0,3.93,111,0,2=30,1500,6,,1000,0,0,2,70,,,57,15,49,30,62,20,171213,0,0,0,0,0,161,-6,0,0,536,600,93,15,0,0,,,,5300500,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3110,精英诺可伊,野外精英,诺可伊,诺可伊,,10115,1.3,1000111501=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,1,7,0,3.1,124,0,2=30,1500,6,,1000,0,0,2,71,,,58,12,34,35,50,10,169017,0,0,0,0,0,160,-9,0,0,640,631,88,20,0,0,,,,5300510,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3111,精英风魔巫师,野外精英,风魔巫师,风魔巫师,,10118,1.3,1000111801=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,2,1,0,5.04,147,0,2=30,1500,6,,1000,0,0,2,88,,,62,55,27,25,102,20,477350,0,0,0,0,0,197,-15,0,0,1872,1276,64,51,0,0,,,,5300520,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3112,精英卡那多斯,野外精英,卡那多斯,卡那多斯,,10119,1.3,1000111901=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,6,4,2,3.93,137,0,2=30,1500,6,,1000,0,0,2,54,,,32,26,27,45,27,15,74881,0,0,0,0,0,128,1,0,0,291,188,42,28,0,0,,,,5300530,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3113,精英蛇女伊丝,野外精英,蛇女伊丝,蛇女伊丝,,10120,1.3,1000112001=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,2,7,1,3.93,130,1,2=30,1500,6,,1000,0,0,2,65,,,58,5,43,22,43,15,142334,0,0,0,0,0,150,-5,0,0,402,397,83,5,0,0,,,,5300540,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3114,精英卡那多斯,野外精英,卡那多斯,卡那多斯,,10119,1.3,1000111901=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,0,6,4,2,3.93,137,0,2=30,1500,6,,1000,0,0,2,54,,,32,26,27,45,27,15,74881,0,0,0,0,0,128,1,0,0,291,188,42,28,0,0,,,,5300530,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3115,精英摩卡,野外精英,摩卡,摩卡,,10124,1.3,1000112401=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,0,3,2,1,3.1,102,0,2=30,1500,6,,1000,0,0,2,48,,,18,5,9,28,43,5,56478,0,0,0,0,0,112,2,0,0,167,167,28,0,0,0,,,,5300110,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3116,精英绿苍蝇,野外精英,绿苍蝇,绿苍蝇,,10126,1.3,1000112601=1=0=10000|1000112602=1=1=500,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,1,2,5.04,146,0,2=30,1500,6,,1000,0,0,2,45,,,30,10,62,20,56,10,43398,0,0,0,0,0,108,4,0,0,160,134,57,20,0,0,,,,5300140,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3117,精英绿腐尸,野外精英,绿腐尸,绿腐尸,,10127,1.3,1000112701=1=0=10000|1000112702=1=1=500,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,4,9,0,3.27,77,1,2=30,1500,6,,1000,0,0,2,78,,,56,11,12,19,30,10,367926,0,0,0,0,0,174,-12,0,0,660,969,78,5,0,0,,,,5300550,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3118,精英腐尸,野外精英,腐尸,腐尸,,10128,1.3,1000112801=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,4,9,0,3.1,69,1,2=30,1500,6,,1000,0,0,2,30,,,15,0,8,17,15,0,12293,0,0,0,0,0,75,-15,0,0,-2,47,20,3,0,0,,,,5300560,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3119,精英赤苍蝇,野外精英,赤苍蝇,赤苍蝇,,10129,1.3,1000112901=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,1,2,5.04,166,1,2=30,1500,6,,1000,0,0,2,73,,,32,25,72,22,100,15,229670,0,0,0,0,0,166,-9,0,0,1541,641,46,20,0,0,,,,5300570,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3120,精英兽人婴儿,野外精英,兽人婴儿,兽人婴儿,,10134,1.3,1000113402=1=1=10000|1000113401=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,1,2,2,3.93,166,1,2=30,1500,6,,1000,0,0,2,51,,,25,20,1,32,31,35,70448,0,0,0,0,0,128,6,0,0,340,166,49,3,0,0,,,,5300580,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3121,精英兽人弓箭手,野外精英,兽人弓箭手,兽人弓箭手,,10132,1.3,1000113202=1=1=2000|1000113201=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,1,2,0,3.1,102,1,2=30,1500,6,,1000,0,0,2,75,,,55,30,32,24,119,15,281673,0,0,0,0,0,170,-10,0,0,1286,805,67,31,0,0,,,,5300590,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3122,精英魔锅蛋,野外精英,魔锅蛋,魔锅蛋,,10137,1.3,1000113701=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,2,4,2,3.93,147,0,2=30,1500,6,,1000,0,1,2,53,,,49,50,25,21,31,85,75798,0,0,0,0,0,149,15,0,0,255,120,51,8,0,0,,,,5300600,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3123,精英黑蛇,野外精英,黑蛇,黑蛇,,10191,1.3,1000119702=1=1=500|1000119701=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,5,0,3.93,121,1,2=30,1500,6,,1000,0,0,2,75,,,52,20,32,35,73,15,248780,0,0,0,0,0,170,-10,0,0,1321,829,101,12,0,0,,,,5300610,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3124,精英灰森灵,野外精英,灰森灵,灰森灵,,10239,1.3,1000123401=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,3,1,0,3.27,125,1,2=30,1500,6,,1000,0,0,2,77,,,55,47,37,25,84,30,303652,0,0,0,0,0,179,-8,0,0,1390,871,73,50,0,0,,,,5300620,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3125,精英梅纳海葵,野外精英,梅纳海葵,梅纳海葵,,10260,1.3,1000125701=1=0=10000|1000125702=1=1=3500,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,3,5,0,0,126,1,2=30,1500,6,,1000,0,0,2,90,,,52,105,79,28,86,20,485132,0,0,0,0,0,198,-18,0,0,2293,1359,35,24,0,0,,,,5300630,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3126,精英大脚熊,野外精英,大脚熊,大脚熊,,10170,1.3,1000117602=1=1=5000|1000117601=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,2,1,2.82,137,0,2=30,1500,6,,1000,0,0,2,40,,,18,0,4,7,12,0,29206,0,0,0,0,0,95,5,0,0,192,110,55,7,0,0,,,,5300640,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3127,精英九尾狐,野外精英,九尾狐,九尾狐,,10193,1.3,1000121902=1=1=300|1000121901=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,3,0,5.04,158,1,2=30,1500,6,,1000,0,0,2,72,,,61,20,38,30,106,50,192294,0,0,0,0,0,175,-1,0,0,915,614,95,40,0,0,,,,5300650,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3128,精英狂暴野猫,野外精英,狂暴野猫,狂暴野猫,,10245,1.3,1000124001=1=0=10000|1000124002=1=1=2000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,0,1,2,6.6,151,0,2=30,1500,6,,1000,0,0,2,83,,,44,35,87,31,69,80,483351,0,0,0,0,0,207,-1,0,0,1866,1118,75,15,0,0,,,,5300660,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3129,精英小恶魔,野外精英,小恶魔,小恶魔,,10078,1.3,1000107801=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,2,7,2,5.04,151,0,2=30,1500,6,,1000,1,0,2,91,,,1,55,69,40,70,30,507728,0,0,0,0,0,207,-15,0,0,3257,1349,10,25,0,0,,,,5300670,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
3130,精英重金属蝗虫,野外精英,重金属蝗虫,重金属蝗虫,,10179,1.3,1000118502=1=1=2000|1000118501=1=0=10000,902601=10000,Common_Monster_Wild,,1,1.7,0.4,1,,,,,,,,,,,6,1,8,3,0,3.93,114,0,2=30,1500,6,,1000,0,0,2,57,,,52,0,24,10,52,31,91096,0,0,0,0,0,139,2,0,0,352,267,72,12,0,0,,,,5300680,,,1,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,
