AwardId,PackIds,PackRates,BindInfo,Name,AwardType,PreviewType,PreviewItem,PreviewNum,PreviewCount,PreviewLuaFunction,LuckyPointPara,VipDouble,DropJudge,DropAllocation
1801340,1801341,1,1,韩国615版本奇遇任务奖励--喵的报恩,0,2,201=170784|202=136628|2063001=20|2034003=3|101=79000,0,10,,,,,
1801350,1801351,1,1,韩国615版本奇遇任务奖励--青春之匣,0,2,201=174816|202=139853|2063001=20|2034003=3|101=79000,0,10,,,,,
1801360,1801361,1,1,韩国615版本奇遇任务奖励--青春之匣,0,2,201=174816|202=139853|2063001=20|2034003=3|101=79000,0,10,,,,,
1801370,1801371,1,1,韩国615版本奇遇任务奖励--青春之匣,0,2,201=174816|202=139853|2063001=20|2034003=3|101=79000,0,10,,,,,
1801380,1801381,1,1,韩国615版本奇遇任务奖励--青春之匣,0,2,201=174816|202=139853|2063001=20|2034003=3|101=79000,0,10,,,,,
1801390,1801391,1,1,韩国615版本奇遇任务奖励--青春之匣,0,2,201=174816|202=139853|2063001=20|2034003=3|101=79000,0,10,,,,,
1801400,1801401,1,1,韩国615版本奇遇任务奖励--边境暴动,0,2,201=187200|202=149760|2063001=20|2034003=3|101=81000,0,10,,,,,
1801410,1801411,1,1,韩国615版本奇遇任务奖励--边境暴动,0,2,201=187200|202=149760|2063001=20|2034003=3|101=81000,0,10,,,,,
1801420,1801421,1,1,韩国615版本奇遇任务奖励--边境暴动,0,2,201=187200|202=149760|2063001=20|2034003=3|101=81000,0,10,,,,,
1801430,1801431,1,1,韩国615版本奇遇任务奖励--边境暴动,0,2,201=187200|202=149760|2063001=20|2034003=3|101=81000,0,10,,,,,
1801440,1801441,1,1,韩国615版本奇遇任务奖励--边境暴动,0,2,201=187200|202=149760|2063001=20|2034003=3|101=81000,0,10,,,,,
1801450,1801451,1,1,韩国615版本奇遇任务奖励--遥远的故乡,0,2,201=191424|202=153140|2063001=20|2034003=3|101=82000,0,10,,,,,
1801460,1801461,1,1,韩国615版本奇遇任务奖励--遥远的故乡,0,2,201=191424|202=153140|2063001=20|2034003=3|101=82000,0,10,,,,,
1801470,1801471,1,1,韩国615版本奇遇任务奖励--遥远的故乡,0,2,201=191424|202=153140|2063001=20|2034003=3|101=82000,0,10,,,,,
1801480,1801481,1,1,韩国615版本奇遇任务奖励--遥远的故乡,0,2,201=191424|202=153140|2063001=20|2034003=3|101=82000,0,10,,,,,
1801490,1801491,1,1,韩国615版本奇遇任务奖励--最后的驱魔,0,2,201=166800|202=133440|2063001=20|2034003=3|101=78000,0,10,,,,,
1801500,1801501,1,1,韩国615版本奇遇任务奖励--最后的驱魔,0,2,201=166800|202=133440|2063001=20|2034003=3|101=78000,0,10,,,,,
1801510,1801511,1,1,韩国615版本奇遇任务奖励--最后的驱魔,0,2,201=166800|202=133440|2063001=20|2034003=3|101=78000,0,10,,,,,
1801520,1801521,1,1,韩国615版本奇遇任务奖励--最后的驱魔,0,2,201=166800|202=133440|2063001=20|2034003=3|101=78000,0,10,,,,,
1801530,1801531,1,1,韩国615版本奇遇任务奖励--最后的驱魔,0,2,201=166800|202=133440|2063001=20|2034003=3|101=78000,0,10,,,,,
1801540,1801541,1,1,韩国615版本奇遇任务奖励--最后的驱魔,0,2,201=166800|202=133440|2063001=20|2034003=3|101=78000,0,10,,,,,
1801550,1801551,1,1,韩国615版本奇遇任务奖励--写给思念的诗,0,2,201=166800|202=133440|2063002=10|2063001=20|2034003=3|101=78000,0,10,,,,,
1801560,1801561,1,1,韩国615版本奇遇任务奖励--写给思念的诗,0,2,201=166800|202=133440|2063002=10|2063001=20|2034003=3|101=78000,0,10,,,,,
1801570,1801571,1,1,韩国615版本奇遇任务奖励--写给思念的诗,0,2,201=166800|202=133440|2063002=10|2063001=20|2034003=3|101=78000,0,10,,,,,
1801580,1801581,1,1,韩国615版本奇遇任务奖励--写给思念的诗,0,2,201=166800|202=133440|2063002=10|2063001=20|2034003=3|101=78000,0,10,,,,,
1801590,1801591,1,1,韩国615版本奇遇任务奖励--远方的灯塔,0,2,201=166800|202=133440|2063002=10|2063001=20|2034003=3|101=78000,0,10,,,,,
1801600,1801601,1,1,韩国615版本奇遇任务奖励--远方的灯塔,0,2,201=166800|202=133440|2063002=10|2063001=20|2034003=3|101=78000,0,10,,,,,
1801610,1801611,1,1,韩国615版本奇遇任务奖励--远方的灯塔,0,2,201=166800|202=133440|2063002=10|2063001=20|2034003=3|101=78000,0,10,,,,,
1801620,1801621,1,1,韩国615版本奇遇任务奖励--远方的灯塔,0,2,201=166800|202=133440|2063002=10|2063001=20|2034003=3|101=78000,0,10,,,,,
1801630,1801631,1,1,韩国615版本奇遇任务奖励--传承的薪火,0,2,201=147600|202=118080|2063002=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801640,1801641,1,1,韩国615版本奇遇任务奖励--传承的薪火,0,2,201=147600|202=118080|2063002=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801650,1801651,1,1,韩国615版本奇遇任务奖励--传承的薪火,0,2,201=147600|202=118080|2063002=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801660,1801661,1,1,韩国615版本奇遇任务奖励--传统之辩,0,2,201=147600|202=118080|2063002=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801670,1801671,1,1,韩国615版本奇遇任务奖励--弓手的纠纷,0,2,201=147600|202=118080|2063002=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801680,1801681,1,1,韩国615版本奇遇任务奖励--弓手的纠纷,0,2,201=147600|202=118080|2063002=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801690,1801691,1,1,韩国615版本奇遇任务奖励--恶灵侦探,0,2,201=97200|202=77760|2063001=20|2034003=3|101=78000,0,10,,,,,
1801700,1801701,1,1,韩国615版本奇遇任务奖励--恶灵侦探,0,2,201=97200|202=77760|2063001=20|2034003=3|101=78000,0,10,,,,,
1801710,1801711,1,1,韩国615版本奇遇任务奖励--恶灵侦探,0,2,201=97200|202=77760|2063001=20|2034003=3|101=78000,0,10,,,,,
1801720,1801721,1,1,韩国615版本奇遇任务奖励--恶灵侦探,0,2,201=97200|202=77760|2063001=20|2034003=3|101=78000,0,10,,,,,
1801730,1801731,1,1,韩国615版本奇遇任务奖励--恶灵侦探,0,2,201=97200|202=77760|2063001=20|2034003=3|101=78000,0,10,,,,,
1801740,1801741,1,1,韩国615版本奇遇任务奖励--恶灵侦探,0,2,201=97200|202=77760|2063001=20|2034003=3|101=78000,0,10,,,,,
1801750,1801751,1,1,韩国615版本奇遇任务奖励--恶灵侦探|相信恶灵,0,2,201=97200|202=77760|2063001=20|2034003=3|101=78000,0,10,,,,,
1801760,1801761,1,1,韩国615版本奇遇任务奖励--恶灵侦探|相信玛格丽特母亲,0,2,201=97200|202=77760|2063001=20|2034003=3|101=78000,0,10,,,,,
1801770,1801771,1,1,韩国615版本奇遇任务奖励--万圣节漫游指南,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801780,1801781,1,1,韩国615版本奇遇任务奖励--万圣节漫游指南,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801790,1801791,1,1,韩国615版本奇遇任务奖励--万圣节漫游指南,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801800,1801801,1,1,韩国615版本奇遇任务奖励--万圣节漫游指南,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801810,1801811,1,1,韩国615版本奇遇任务奖励--紧急的订单,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801820,1801821,1,1,韩国615版本奇遇任务奖励--诡异烛光,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801830,1801831,1,1,韩国615版本奇遇任务奖励--万圣节问答,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801840,1801841,1,1,韩国615版本奇遇任务奖励--占卜者的忧虑,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801850,1801851,1,1,韩国615版本奇遇任务奖励--怪谈异闻录,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801860,1801861,1,1,韩国615版本奇遇任务奖励--怪谈异闻录,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801870,1801871,1,1,韩国615版本奇遇任务奖励--怪谈异闻录,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801880,1801881,1,1,韩国615版本奇遇任务奖励--怪谈异闻录,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801890,1801891,1,1,韩国615版本奇遇任务奖励--贪玩的孩子,0,2,201=147600|202=118080|2040026=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1801950,1801951,1,1,韩国615版本奇遇任务奖励--最后的王者,0,2,201=241056|202=192845|2063002=10|2063001=20|2034003=3|101=88000,0,10,,,,,
1801960,1801961,1,1,韩国615版本奇遇任务奖励--最后的王者,0,2,201=241056|202=192845|2063002=10|2063001=20|2034003=3|101=88000,0,10,,,,,
1801970,1801971,1,1,韩国615版本奇遇任务奖励--最后的王者,0,2,201=241056|202=192845|2063002=10|2063001=20|2034003=3|101=88000,0,10,,,,,
1801980,1801981,1,1,韩国615版本奇遇任务奖励--最后的王者,0,2,201=241056|202=192845|2063002=10|2063001=20|2034003=3|101=88000,0,10,,,,,
1801990,1801991,1,1,韩国615版本奇遇任务奖励--最后的王者,0,2,201=241056|202=192845|2063002=10|2063001=20|2034003=3|101=88000,0,10,,,,,
1802000,1802001,1,1,韩国615版本奇遇任务奖励--圣诞礼物,0,2,201=46800|202=37440|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802010,1802011,1,1,韩国615版本奇遇任务奖励--圣诞礼物,0,2,201=46800|202=37440|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802020,1802021,1,1,韩国615版本奇遇任务奖励--圣诞礼物,0,2,201=46800|202=37440|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802030,1802031,1,1,韩国615版本奇遇任务奖励--圣诞礼物,0,2,201=46800|202=37440|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802040,1802041,1,1,韩国615版本奇遇任务奖励--圣诞礼物,0,2,201=46800|202=37440|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802050,1802051,1,1,韩国615版本奇遇任务奖励--雪花节问答,0,2,201=37200|202=29760|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802060,1802061,1,1,韩国615版本奇遇任务奖励--遗落的松果-辅助任务,0,2,201=37200|202=29760|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802070,1802071,1,1,韩国615版本奇遇任务奖励--遗落的松果,0,2,201=37200|202=29760|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802080,1802081,1,1,韩国615版本奇遇任务奖励--被遗忘的孩子,0,2,201=46800|202=37440|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802090,1802091,1,1,韩国615版本奇遇任务奖励--被遗忘的孩子,0,2,201=46800|202=37440|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802100,1802101,1,1,韩国615版本奇遇任务奖励--被遗忘的孩子,0,2,201=46800|202=37440|2040028=10|2063001=20|2034003=3|101=75000,0,10,,,,,
1802110,1802111,1,1,韩国615版本奇遇任务奖励--夜光出没,0,2,201=82800|202=66240|2040021=10|2063001=20|2091615=10|101=90000,0,10,,,,,
1802120,1802121,1,1,韩国615版本奇遇任务奖励--夜光出没,0,2,201=82800|202=66240|2040021=10|2063001=20|2091615=10|101=90000,0,10,,,,,
1802130,1802131,1,1,韩国615版本奇遇任务奖励--夜光出没,0,2,201=82800|202=66240|2040021=10|2063001=20|2091615=10|101=90000,0,10,,,,,
1802140,1802141,1,1,韩国615版本奇遇任务奖励--斐扬的传统,0,2,201=82800|202=66240|2040021=10|2063001=20|2091617=10|101=90000,0,10,,,,,
1802150,1802151,1,1,韩国615版本奇遇任务奖励--一期一遇,0,2,201=82800|202=66240|2040021=10|2063001=20|2091616=10|101=90000,0,10,,,,,
1802160,1802161,1,1,韩国615版本奇遇任务奖励--新春阴云,0,2,201=82800|202=66240|2040021=10|2063001=20|2034003=5|101=90000,0,10,,,,,
1802170,1802171,1,1,韩国615版本奇遇任务奖励--新春阴云,0,2,201=82800|202=66240|2040021=10|2063001=20|2034003=5|101=90000,0,10,,,,,
1802180,1802181,1,1,韩国615版本奇遇任务奖励--新春阴云,0,2,201=82800|202=66240|2040021=10|2063001=20|2034003=5|101=90000,0,10,,,,,
1802190,1802191,1,1,韩国615版本奇遇任务奖励--新春阴云,0,2,201=82800|202=66240|2040021=10|2063001=20|2034003=5|101=90000,0,10,,,,,
1802200,1802201,1,1,韩国615版本奇遇任务奖励--新春阴云,0,2,201=82800|202=66240|2040021=10|2063001=20|2034003=5|101=90000,0,10,,,,,
1802210,1802211,1,1,天下第一勇者大会奇遇任务奖励--向日葵头饰,0,1,1070294=1,0,1,,,,,
1900010,1900011,1,1,二转JOB1,0,,,,,,,,,
1900020,1900021,1,1,进阶二转JOB,0,,,,,,,,,
1900030,1900031,1,1,二转JOB2,0,,,,,,,,,
1900040,1900041,1,1,生命体进阶预览,0,2,3027006=5,0,10,,,,,
1900050,1900051,1,1,生命体进阶,0,2,3027006=5,0,10,,,,,
1900060,1900061,1,1,诗人舞娘二转经验,0,,,,,,,,,
1900070,1900071,1,1,二转增强job1,0,,,,,,,,,
1900080,1900081,1,1,二转增强job2,0,,,,,,,,,
1900090,1900091,1,1,二转增强job3,0,,,,,,,,,
1910010,1910011,1,1,新王的号角,0,2,501=8|101=50000|201=1|202=1,0,10,,,,,
1910020,1910021,1,1,新王的号角父任务,0,2,501=8|101=50000|201=1|202=1,0,10,,,,,
1910030,1910031,1,1,新王的号角|选择加入吉永王子阵营子任务，副本1,0,2,501=8|101=50000|201=1|202=1,0,10,,,,,
1910040,1910041,1,1,新王的号角|选择加入克勒亚王子阵营子任务，副本1,0,2,501=8|101=50000|201=1|202=1,0,10,,,,,
1910050,1910051,1,1,新王的号角吉永王子线，副本2,0,2,501=8|101=53000|201=1|202=1,0,10,,,,,
1910060,1910061,1,1,新王的号角克勒亚王子线，副本2,0,2,501=8|101=53000|201=1|202=1,0,10,,,,,
1910070,1910071,1,1,新王的号角副本3,0,2,501=8|101=56000|201=1|202=1,0,10,,,,,
1910080,1910081,1,1,新王的号角副本4,0,2,501=8|101=59000|201=1|202=1,0,10,,,,,
1910090,1910091,1,1,新王的号角副本5,0,2,501=30|101=150000|201=1|202=1,0,10,,,,,
1910100,1910101,1,1,新王的号角副本6,0,2,501=10|101=65000|201=1|202=1,0,10,,,,,
1910110,1910111,1,1,新王的号角副本7,0,2,501=10|101=68000|201=1|202=1,0,10,,,,,
1910120,1910121,1,1,新王的号角副本8,0,2,501=10|101=71000|201=1|202=1,0,10,,,,,
1910130,1910131,1,1,新王的号角副本9,0,2,501=10|101=74000|201=1|202=1,0,10,,,,,
1910140,1910141,1,1,新王的号角副本10,0,2,1059023=1|501=40|101=180000|201=1|202=1,0,10,,,,,
1910150,1910151,1,1,新王的号角吉永王子线，副本11,0,2,501=12|101=79000|201=1|202=1,0,10,,,,,
1910160,1910161,1,1,新王的号角克勒亚王子线，副本11,0,2,501=12|101=79000|201=1|202=1,0,10,,,,,
1910170,1910171,1,1,新王的号角副本12,0,2,501=12|101=81000|201=1|202=1,0,10,,,,,
1910180,1910181,1,1,新王的号角副本13,0,2,501=12|101=83000|201=1|202=1,0,10,,,,,
1910190,1910191,1,1,新王的号角副本14,0,2,501=12|101=85000|201=1|202=1,0,10,,,,,
1910200,1910201,1,1,新王的号角吉永王子线，副本15,0,2,1059024=1|501=50|101=210000|201=1|202=1,0,10,,,,,
1910210,1910211,1,1,新王的号角克勒亚王子线，副本15,0,2,1059024=1|501=50|101=210000|201=1|202=1,0,10,,,,,
1920010,1920011,1,1,新王的号角全服奖励1,0,2,3026005=3|2090043=1|101=100000,0,10,,,,,
1920020,1920021,1,1,新王的号角全服奖励2,0,2,3024023=1|2090022=1|101=200000,0,10,,,,,
1920030,1920031,1,1,新王的号角全服奖励3,0,2,2091112=1|2090044=1|101=300000,0,10,,,,,
1920040,1920041,1,1,新王的号角全服奖励4,0,2,1059025=1|2034003=25|2090023=1|101=400000,0,10,,,,,
1930010,1930011,1,1,新王的号角全服奖励1,0,2,3026005=3|2090043=1|101=100000,0,10,,,,,
1930020,1930021,1,1,新王的号角全服奖励2,0,2,3024023=1|2090022=1|101=200000,0,10,,,,,
1930030,1930031,1,1,新王的号角全服奖励3,0,2,2091112=1|2090044=1|101=300000,0,10,,,,,
1930040,1930041,1,1,新王的号角全服奖励4,0,2,1059025=1|2034003=25|2090023=1|101=400000,0,10,,,,,
1940010,1940011,1,1,双人契约奖励,0,2,201=1|202=1|101=1,0,10,,,,,
2043010,2043011,1,1,上线纪念材料礼盒,5,1,,,,,,,,
2043020,2043021,1,1,色子活动任务奖励1,0,1,,,,,,,,
2043030,2043031,1,1,色子活动任务奖励2,0,1,,,,,,,,
2043040,2043041,1,1,色子活动任务奖励3,0,1,,,,,,,,
2043050,2043051,1,1,色子活动任务奖励4,0,1,,,,,,,,
2043060,2043061,1,1,色子活动任务奖励5,0,1,,,,,,,,
2043070,2043071,1,1,色子活动任务奖励6,0,1,,,,,,,,
2043080,2043081,1,1,色子活动任务奖励7,0,1,,,,,,,,
2043090,2043091,1,1,色子活动任务奖励8,0,1,,,,,,,,
2043100,2043101,1,1,色子活动任务奖励9,0,1,,,,,,,,
2043110,2043111,1,1,色子活动任务奖励10,0,1,,,,,,,,
2043120,2043121,1,1,色子活动任务奖励11,0,1,,,,,,,,
2043200,2043201,1,1,色子圈数奖励1,0,1,,,,,,,,
2043210,2043211,1,1,色子圈数奖励2,0,1,,,,,,,,
2043220,2043221,1,1,色子圈数奖励3,0,1,,,,,,,,
2043230,2043231,1,1,色子圈数奖励4,0,1,,,,,,,,
2043240,2043241,1,1,色子圈数奖励5,0,1,,,,,,,,
2043250,2043251,1,1,色子圈数奖励6,0,1,,,,,,,,
2043260,2043261,1,1,色子圈数奖励7(男）,0,1,,,,,,,,
2043270,2043271,1,1,色子圈数奖励7(女）,0,1,,,,,,,,
2043280,2043281,1,1,色子圈数奖励8,0,1,,,,,,,,
2043290,2043291,1,1,色子圈数奖励9,0,1,,,,,,,,
2043300,2043301,1,1,色子圈数奖励10,0,1,,,,,,,,
2043310,2043311,1,1,色子圈数奖励11,0,1,,,,,,,,
2043320,2043321,1,1,色子圈数奖励12,0,1,,,,,,,,
2043330,2043331,1,1,色子圈数奖励13,0,1,,,,,,,,
2043340,2043341,1,1,色子圈数奖励14,0,1,,,,,,,,
2043350,2043351,1,1,色子圈数奖励15,0,1,,,,,,,,
2043360,2043361,1,1,色子圈数奖励16,0,1,,,,,,,,
2043370,2043371,1,1,色子圈数奖励17,0,1,,,,,,,,
2043380,2043381,1,1,色子圈数奖励18,0,1,,,,,,,,
2043390,2043391,1,1,色子圈数奖励19,0,1,,,,,,,,
2043400,2043401,1,1,色子圈数奖励20,0,1,,,,,,,,
2043410,2043411,1,1,色子圈数奖励21,0,1,,,,,,,,
2043420,2043421,1,1,色子圈数奖励22,0,1,,,,,,,,
2043430,2043431,1,1,色子圈数奖励23,0,1,,,,,,,,
2043440,2043441,1,1,色子圈数奖励24,0,1,,,,,,,,
2043450,2043451,1,1,色子圈数奖励25,0,1,,,,,,,,
2043460,2043461,1,1,色子圈数奖励26,0,1,,,,,,,,
2043470,2043471,1,1,色子圈数奖励27,0,1,,,,,,,,
2043480,2043481,1,1,色子圈数奖励28,0,1,,,,,,,,
2043490,2043491,1,1,色子圈数奖励29,0,1,,,,,,,,
2043500,2043501,1,1,色子圈数奖励30,0,1,,,,,,,,
2043510,2043511,1,1,色子圈数奖励31,0,1,,,,,,,,
2043520,2043521,1,1,色子圈数奖励32,0,1,,,,,,,,
2043530,2043531,1,1,色子圈数奖励33,0,1,,,,,,,,
2043540,2043541,1,1,色子圈数奖励34,0,1,,,,,,,,
2043550,2043551,1,1,色子圈数奖励35,0,1,,,,,,,,
2043560,2043561,1,1,色子圈数奖励36,0,1,,,,,,,,
2043570,2043571,1,1,色子圈数奖励37,0,1,,,,,,,,
2043580,2043581,1,1,色子圈数奖励38,0,1,,,,,,,,
2043590,2043591,1,1,色子圈数奖励39,0,1,,,,,,,,
2043600,2043601,1,1,色子圈数奖励40,0,1,,,,,,,,
2043610,2043611,1,1,色子圈数奖励41,0,1,,,,,,,,
2043620,2043621,1,1,色子圈数奖励42,0,1,,,,,,,,
2043630,2043631,1,1,色子圈数奖励43,0,1,,,,,,,,
2043640,2043641,1,1,色子圈数奖励44,0,1,,,,,,,,
2043650,2043651,1,1,色子圈数奖励45,0,1,,,,,,,,
2043660,2043661,1,1,色子圈数奖励46,0,1,,,,,,,,
2043670,2043671,1,1,色子圈数奖励47,0,1,,,,,,,,
2043680,2043681,1,1,色子圈数奖励48,0,1,,,,,,,,
2043690,2043691,1,1,色子圈数奖励49,0,1,,,,,,,,
2043700,2043701,1,1,色子圈数奖励50,0,1,,,,,,,,
2043710,2043711,1,1,色子活动任务奖励1,0,1,,,,,,,,
2043720,2043721,1,1,色子活动任务奖励2,0,1,,,,,,,,
2043730,2043731,1,1,色子活动任务奖励3,0,1,,,,,,,,
2043740,2043741,1,1,色子活动任务奖励4,0,1,,,,,,,,
2043750,2043751,1,1,色子活动任务奖励5,0,1,,,,,,,,
2043760,2043761,1,1,色子活动任务奖励6,0,1,,,,,,,,
2043770,2043771,1,1,色子活动任务奖励7,0,1,,,,,,,,
2043780,2043781,1,1,色子活动任务奖励8,0,1,,,,,,,,
2043790,2043791,1,1,色子活动任务奖励9,0,1,,,,,,,,
2043800,2043801,1,1,色子圈数奖励1,0,1,,,,,,,,
2043810,2043811,1,1,色子圈数奖励2,0,1,,,,,,,,
2043820,2043821,1,1,色子圈数奖励3,0,1,,,,,,,,
2043830,2043831,1,1,色子圈数奖励4,0,1,,,,,,,,
2043840,2043841,1,1,色子圈数奖励5,0,1,,,,,,,,
2043850,2043851,1,1,色子圈数奖励6,0,1,,,,,,,,
2043860,2043861,1,1,色子圈数奖励7,0,1,,,,,,,,
2043870,2043871,1,1,色子圈数奖励8,0,1,,,,,,,,
2043880,2043881,1,1,色子圈数奖励9,0,1,,,,,,,,
2043890,2043891,1,1,色子圈数奖励10,0,1,,,,,,,,
2043900,2043901,1,1,色子圈数奖励11,0,1,,,,,,,,
2043910,2043911,1,1,色子圈数奖励12,0,1,,,,,,,,
2043920,2043921,1,1,色子圈数奖励13,0,1,,,,,,,,
2043930,2043931,1,1,色子圈数奖励14,0,1,,,,,,,,
2043940,2043941,1,1,色子圈数奖励15,0,1,,,,,,,,
2043950,2043951,1,1,色子圈数奖励16,0,1,,,,,,,,
2043960,2043961,1,1,色子圈数奖励17,0,1,,,,,,,,
2043970,2043971,1,1,色子圈数奖励18,0,1,,,,,,,,
2043980,2043981,1,1,色子圈数奖励19,0,1,,,,,,,,
2043990,2043991,1,1,色子圈数奖励20,0,1,,,,,,,,
2044000,2044001,1,1,色子圈数奖励21,0,1,,,,,,,,
2044910,2044911,1,1,色子圈数奖励22,0,1,,,,,,,,
2044020,2044021,1,1,色子圈数奖励23,0,1,,,,,,,,
2044030,2044031,1,1,色子圈数奖励24,0,1,,,,,,,,
2044040,2044041,1,1,色子圈数奖励25,0,1,,,,,,,,
2044050,2044051,1,1,色子圈数奖励26,0,1,,,,,,,,
2044060,2044061,1,1,色子圈数奖励27,0,1,,,,,,,,
2044070,2044071,1,1,色子圈数奖励28,0,1,,,,,,,,
2044080,2044081,1,1,色子圈数奖励29,0,1,,,,,,,,
2044090,2044091,1,1,色子圈数奖励30（男）,0,1,,,,,,,,
2044100,2044101,1,1,色子圈数奖励30（女）,0,1,,,,,,,,
2044110,2044111,1,1,色子圈数奖励31,0,1,,,,,,,,
2044120,2044121,1,1,色子圈数奖励32,0,1,,,,,,,,
2044130,2044131,1,1,色子圈数奖励33,0,1,,,,,,,,
2044140,2044141,1,1,色子圈数奖励34,0,1,,,,,,,,
2044150,2044151,1,1,色子圈数奖励35,0,1,,,,,,,,
2044160,2044161,1,1,色子圈数奖励36,0,1,,,,,,,,
2044170,2044171,1,1,色子圈数奖励37,0,1,,,,,,,,
2044180,2044181,1,1,色子圈数奖励38,0,1,,,,,,,,
2044190,2044191,1,1,色子圈数奖励39,0,1,,,,,,,,
2044200,2044201,1,1,色子圈数奖励40,0,1,,,,,,,,
2044210,2044211,1,1,色子圈数奖励41,0,1,,,,,,,,
2044220,2044221,1,1,色子圈数奖励42,0,1,,,,,,,,
2044230,2044231,1,1,色子圈数奖励43,0,1,,,,,,,,
2044240,2044241,1,1,色子圈数奖励44,0,1,,,,,,,,
2044250,2044251,1,1,色子圈数奖励45,0,1,,,,,,,,
2044260,2044261,1,1,色子圈数奖励46,0,1,,,,,,,,
2044270,2044271,1,1,色子圈数奖励47,0,1,,,,,,,,
2044280,2044281,1,1,色子圈数奖励48,0,1,,,,,,,,
2044290,2044291,1,1,色子圈数奖励49,0,1,,,,,,,,
2044300,2044301,1,1,色子圈数奖励50,0,1,,,,,,,,
2088010,2088011,1,1,感恩节小礼盒,0,,,,,,,,,
2088020,2088021|2088022,1|1,1|1,火鸡头套礼盒,0,,,,,,,,,
2088030,2088031|2088032,1|1,1|1,火鸡玩偶时装礼盒,0,,,,,,,,,
2088040,2088041|2088042,1|0.07,1|1,时空之恋小礼盒,0,1,,,,,,,,
2088050,2088051|2088052,1|1,1|1,时空恋旅人时装礼盒,0,1,,,,,,,,
2088060,2088061|2088062,1|0.07,1|1,新年小礼盒,0,1,,,,,,,,
2100010,2100011,1,0,职业经验心得,0,,,,,,,,,
2100020,2100021,1,0,角色经验心得,0,,,,,,,,,
2100030,2100031|2100032|2100033,1|1|1,0|0|0,公会狩猎礼盒,0,,,,,,,,,
2100040,2100041,1,0,封印碎片,0,,,,,,,,,
2100050,,,,武器锻造礼包1,0,,,,,,,,,
2100060,,,,武器锻造礼包2,0,,,,,,,,,
2100070,,,,乐园团新手礼包,0,,,,,,,,,
2100080,,,,乐园团期待礼包,0,,,,,,,,,
2100090,2100091|2100092,1|1,0|0,神秘箱子,0,,,,,,,,,
2100100,2100101|2100102,1|1,0|0,MVP参与礼包,0,,,,,,,,,
2100110,2100111,1,0,老旧卡册,0,,,,,,,,,
2100120,2100121,1,0,魔力卡册,0,,,,,,,,,
2100130,,,,头饰材料包,0,,,,,,,,,
2100140,,,,高级头饰材料包,0,,,,,,,,,
2100150,,,,生活技能道具包,5,1,,,,,,,,
2100160,,,,乐园团勇气礼包,0,,,,,,,,,
2100170,,,,乐园团成长礼包,0,,,,,,,,,
2100190,2100191|2100192,1|1,0|0,童话世界时装礼盒,0,,,,,,,,,
2100200,2100201|2100202,1|1,0|0,水手服时装礼盒,0,,,,,,,,,
2100210,2100211|2100212,1|1,0|0,执事女仆时装礼盒,0,,,,,,,,,
2100220,2100221,1,0,一箱铜币,0,1,,,,,,,,
2100230,2100231|2100232|2100233,1|1|1,0|0|0,发光的战场宝箱,0,,,,,,,,,
2100240,2100241|2100242|2100243,1|1|0.5,0|0|0,暗淡的战场宝箱,0,,,,,,,,,
2100250,,,,萌新材料随机礼包,0,,,,,,,,,
2100260,,,,初级材料随机礼包,0,,,,,,,,,
2100270,,,,高级材料随机礼包,0,,,,,,,,,
