Category,Name,Comment,Value
,G_BeautyBehavior_D1_3,公会团宠行为4角色3,27068=Dungeon_GongHuiMeiLi_D1_Role3
,G_BeautyBehavior_D1_4,公会团宠行为4角色4,27069=Dungeon_GongHuiMeiLi_D1_Role4
,G_Beauty_BornBuff,出生渐隐,3440601
GVG相关,GvgParticipationRewardPreview,GVG参加奖励预览（竖线分隔道具ID）,803|102|101|3021004|3023003|1029012|3020010|3020008|3020009|1270010|3020005|3020006|1270006|3023002|2090025|1270002|3020003|3020004
,GvgCommanderCount,指挥官数量上限,2
,GvgCastleTrafficMilestones,城池拥堵人数分界点。<=值1为流畅，值1<&&<=值2为火爆，>值2为拥堵,200|400
,GvgCastlePlayerLimit,城池人数上限,500
,GvgCastlePlayerPreLimit,城池内人数不低于该值时，只允许城堡内人数排名前GvgCastleFactionPreLimit阵营的公会的成员进入,400
,GvgCastleFactionPreLimit,城池内人数不低于GvgCastlePlayerPreLimit时，只允许城堡内人数排名前该值阵营的公会的成员进入,4
,GvgTimeFrame,备战开始时间=备战结束时间=Gvg结束时间,500=2000=2200
,GvgAllianceGuildCount,攻城战联盟的公会数量上限,3
,GvgAllianceCD,退出不小于2个公会的联盟后，要等待该时间（分钟）后才能再次创建或加入联盟,120
,GvgAllianceSingleCastleCapacity,单个城堡能容纳的同一联盟人数上限,200
,GvgAllianceQuitMsg,战时退出联盟发送的世界频道消息,67243
,GvgMissionNpc,备战任务NPC ID,1226
,GvgDungeonNpc,执事NPC ID,50111
,GvgMissionID,备战任务ID,22002250|22002252|22002260|22002270
,GvgMissionCompleteMsg,备战任务全部完成时发送的公会频道消息,67242
,GvgSwitchSidesData,阵营转换缓冲时间（秒）,10
,GvgEligibilityRanking,皇室竞赛排行榜上各组前多少名的公会可以参加？,100
,GvgEligibilityLevel,公会等级要达到多少级才能参加？,3
,GvgMembershipTimeMin,玩家加入公会多少个小时以后才能参加GVG？（小时）,72
,GvgGuildFireTimeFrame,公会圣火出现的时间段,2040=2048
,GvgGuildFireExpAward,公会圣火泡点奖励,15|GvgGuildFireExp
,GvgGuildFireNotification1,公会圣火出现前弹的MessageID,67211
,GvgGuildFireNotification2,公会圣火出现后弹的MessageID,67212
,GvgGuildFireNotification1Time,公会圣火出现前弹消息的时间点,2035|2038|2039|2040
,GvgGuildFireNotification2Time,公会圣火出现后弹消息的时间点,2041|2042|2043|2044|2045|2046|2047
,GvgGuildFireBuff,公会升火的buff id,5090001
,GvgGuildFireMilestones,导致公会圣火火焰等级变化的最低人数和效果id,0=2131|20=2132|50=2133|80=2134
,GvgEligibilityMailID,GVG参加资格通知邮件,1411
,GvgSuppliesMailWordLimit,GVG物资邮件附言的字数限制,200
,GvgStartMsgDefender,GVG开始通知-守方,67214|67226
,GvgStartMsgAttacker,GVG开始通知-攻方,67215|67227
,GvgStartMsgTimingDefender,GVG开始通知发送时机-守方,2050|2052|2054|2056|2058
,GvgStartMsgTimingAttacker,GVG开始通知发送时机-攻方,2055|2056|2057|2058|2059
,GvgAfkTime1,当城堡内的玩家角色持续该时间（单位：秒）没有任何活动时，会对该玩家显示一个警告弹窗,90
,GvgAfkTime2,接上条，弹窗出现后该时间（单位：秒）内，玩家如果点击弹窗上的“确定”按钮则关闭弹窗并重置GvgAfkTime1计时。如果达到了GvgAfkTime2的时间限制时玩家仍没有进行任何操作，则关闭弹窗并将该玩家直接传送到城堡外面。,10
,GvgAttackerReviveTime,攻方复活倒计时（秒）,10
,GvgDefenderReviveTime,守方复活倒计时（秒）,10
,GvgWorldMsgSwitch,攻防转换的世界频道MessageID,67217
,GvgWorldMsgWin,获胜占领城池的世界频道MessageID,67218
,GvgWorldMsgKills,连杀通告的世界频道MessageID,67225
,GvgWorldMsgKillsConditions,触发连杀通告的连杀人数,50|100|150
,GvgCommanderMsg,GVG指挥官发言的消息ID,67224
,GvgResultMsg1,同公会击杀数最多,67220
,GvgResultMsg2,同公会助攻数最多,67221
,GvgResultMsg3,同公会对水晶造成伤害最高,67222
,GvgResultMsg4,同公会对开关造成伤害最高,67223
,GvgWinnerTreasureRainMsg,GVG胜方在公会场景洒宝箱的MessageID,67216
,GvgWinnerTreasureRainMsgTime,GVG胜方在公会场景洒宝箱的消息推送时间,2205|2206|2207|2208|2209
,GvgWinnerTreasureRainTime,GVG胜方在公会场景洒宝箱的时间（2210表示22:10）,2210
,GvgWinnerTreasureRainCollectID,GVG胜方在公会场景洒宝箱的采集物ID,20022
,GvgWinnerTreasureRainAmount,GVG胜方在公会场景洒宝箱的数量,30
,GvgMinPointsForRankScore,要获得参与奖所需的会员任务点数总和,45
,GvgPerfectDefenseTime,达成完美防御所需的时间t2（秒）,720
,GvgPerfectDefenseTimeInitial,达成完美防御所需的时间t1（秒）。战斗时开始时，从t1开始倒计时，当倒计时>=t2时，水晶被摸到不会重置倒计时；当倒计时<t2时，水晶被摸到会重置倒计时到t2,1200
,GvgPerfectDefenseSemiCountDown,完美防御过半倒计时（秒）。该倒计时内，倒计时颜色显示为黄色。,300
,GvgPerfectDefenseFinalCountDown,完美防御最终倒计时（秒）。该倒计时内，倒计时颜色显示为红色，华丽水晶被攻击会触发破坏完美防御的消息,120
,GvgPerfectDefenseCanceledMsg,破坏完美防御的消息ID,67229
,GvgBufferTimeAfterWar,攻城战结束后的缓冲时间（秒），结束后踢人,300
,GvgQuestRewardMail,任务奖励邮件（有没领取的奖励才触发）,1412
,GvgQuestRewardMailTime,任务奖励邮件发放时间（有没领取的奖励才触发）,2210
,GvgPlayerRewardMail1,获得了城池的公会的参战玩家收到的奖励邮件,1413
,GvgPlayerRewardMail2,没获得城池的公会的参战玩家收到的奖励邮件,1414
,GvgPlayerAllianceRewardMail,联盟内其他公会占城后，未占城公会的参战玩家收到的奖励邮件,1417
,GvgGuildDungeonRefreshTime,公会地城刷新时间（500代表5:00）,500
,GvgGuildDungeonInvestmentStep,公会地城投资增加step,100000
,GvgGuildDungeonFreeRereshChances,公会地城免费刷新次数,5
,GvgGuildDungeonRefreshCost,公会地城付费刷新价格,102=1000
,GvgGuildDungeonPremiumRefreshChances,公会地城付费刷新次数上限,15
,GvgGuildDungeonMaintenancePeriod,公会地城维护时间（期间无法进入）,455=505
,GvgGuildDungeonLuckyMsg,公会地城刷怪中奖消息ID,67241
,GvgTreasureBoxesRefreshTime,城主房间宝箱刷新时间（900代表9:00）,1200
,GvgTreasureBoxesRefreshMsg,城主房间宝箱刷新消息ID,67219
,GvgTreasureBoxesRefreshMail,城主房间宝箱刷新邮件ID,1415
,GvgTreasureBoxPublicLimit,城主房间宝箱公共奖励的每日总份数,5
,GvgTreasureBoxElitePoints,城主房间宝箱精英奖励所需的任务分数,60
,GvgTreasureBoxLuckyMail,城主房间幸运宝箱中奖邮件ID,1416
,GvgTreasureBoxOpenMsg,城主房间幸运宝箱打开的MessageID,67230
,GvgGundamTransform,GVG变身机甲buffID,5091001|5097301|5097401|5098101
狩猎场,HuntingGroundSceneID,狩猎场场景ID,401
,HuntingGroundHint,狩猎场面板提示,HuntingHintZuDui|HuntingHintPingjun|HuntingHintHuoQuSuiPian=5411301|HuntingHintJiBaiShiBing=5411031|HuntingHintJiBaiJingYing=5411001|HuntingHintJiBaiJingYingBianLu=5411371|HuntingHintJiBaiWanJia=5411331|HuntingHintZhuGong=5411351|HuntingHintHuoQuNengLiangTi=5411321|HuntingHintHuoQuNengJingTi2=5411381|HuntingHintHuoQuNengJingTi=5411361|HuntingHintJiBaiCao=5411341|HuntingHintLimit
,AssistAward,助攻奖励（award id）,5411350
,AssistStayTime,助攻判定时间（秒）,10
,MultiplePointBuff,积分翻倍Buff(标志buff1=积分倍率1=需要翻倍的item1=标志buff2=积分倍率2=需要翻倍的item2),3629301=1.2=801|3629301=1.2=802|3629401=1.5=801|3629401=1.5=802|3629501=2=801|3629501=2=802|3629801=2=801|3629801=2=802
,BossKillBuff,击杀精英获得的buff(开始时间=生效时间时长（秒）=entity id1=buff1|entity id2=buff2),213500=214000=27625=3629501|215000=215500=27635=3629501|220500=221000=27626=3629501|222000=222500=27636=3629501|223500=224000=27625=3629501|225000=225500=27635=3629501|230500=231000=27626=3629501|232000=232500=27636=3629501|213500=214000=27625=3629601|215000=215500=27635=3629601|220500=221000=27626=3629601|222000=222500=27636=3629601|223500=224000=27625=3629601|225000=225500=27635=3629601|230500=231000=27626=3629601|232000=232500=27636=3629601
,TransfigureDungeonsID,三转副本的Id,2246|2247|2248|2249|2250|2251|2296|2297
雪仗原激战,SnowFightWaitingRoomID,雪仗原等待室场景ID,403
,SnowFightPvPSceneID,雪仗原激战场景ID,404
,SnowFightPvPDungeonID,雪仗原激战副本ID,404
,SnowFightEnterMaxTime,每日雪仗原的进入限制次数,3
,SnowFightOnceMaxPlayerNum,进入副本的人数上下限（最少人数=最大人数）,2=10
,SnowFightWaitingTime,每次等待多少时间后开启下一局（秒）,180
,SnowFightPointsDamageCalu,分数计算方式1（造成x点伤害=积分),10=1
,SnowFightPointsCollectCalu,分数计算方式2（采集物ID采集1次=积分),512094=100
,SnowFightSingleMinAward,单局内保底奖励ID（结算时领取）,8570070
,SnowFightSingleAddAward,单局内积分附加奖励ID（超过x积分=奖励ID，只可获取最高那档，结算时领取）,200=8570080|400=8570090
,SnowFightSingleWinnerAward,单局内第一名奖励ID,8570100
,SnowFightWinnerTimeChange,只剩一个玩家时，剩余每秒时间给玩家增加x点积分,10
,SnowFightStartPos,10个初始坐标点（不会有两名玩家同时在一个出生点）,192.9=26.08=128.7|203.03=26.08=124.44|232.02=26.08=125.83|225.95=26.08=141.62|209.37=26.08=157.72|218.08=26.08=162.26|196.08=26.08=159.16|187.39=26.08=148.86|216.3=26.08=131.55|206.34=26.08=144.3
炼金术士相关,SpecialSceneNotShowSlime,不显示生命体的场景,59
,SlimeName,,巴尼米乐斯
,SlimeEntityID,,207
,SlimeOffsetX  ,,1|1|-1|-1|0|1|1|-1|-1|0|1
,SlimeOffsetY  ,,0|0|0|0|0|0|0|0|0|0
,SlimeOffsetZ  ,,1|-1|1|-1|-2|-1|1|-1|-2|1
,SlimeDistance,,2|2|2|2|4|2|2|2|2|4
,SlimeCallCD,生命体召唤冷却技能id,62011201
宠物,PetSpecialSkillAIName,宠物释放特殊技能,AiDoCastSkillByPetSpecialSkill
,MaxPetSpecialSlot,客户端显示的特殊技按钮最大数量,1
,PetCancelInteractive,宠物的取消交互按钮,UI_main_Interactive_Release.png
,PetSwapCD,切换宠物CD（单位：秒）,30
,PetRebornItemCD,宠物用药复活CD（单位：秒）,120
,PetAutoRebornCD,宠物死亡后立即开始的复活倒计时时间（单位：秒）,180
,PetRebornItem,复活宠物时的消耗：道具id=数量,90070=1
,PetAutoTalkToOwner,宠物和其他玩家交互后自动发的聊天消息,哈喽，你真是太有魅力了，连我的宠物都被你吸引了，如有打扰，请勿介意！
,PetAutoTalkToPet,宠物和其他玩家的宠物交互后自动发的聊天消息,哈喽，你的宠物真是太有魅力了，连我的宠物都被你吸引了，如有打扰，请勿介意！
,PetInteractiveDistace,宠物交互距离（此距离内可交互）,3
,PetInteractivceLoveValue,宠物交互亲密度,20
贤者,SageSkillChoose,智者元素念咒顺序,420213|420214|420215|420216|420217
周年庆PVP,CakeFightWaitingRoomID,奶油狂欢节等待室场景ID,408
,CakeFightDungeonRandomID,奶油狂欢节副本随机权重（副本ID1=权重1|副本ID2=权重2….）,405=100|406=100|407=100
,CakeFightNumMax,每个副本可进入的最大人数,4
,CakeFightWaitingTime,每次等待多少时间后开启下一局（秒）,60
,CakeFightEventTime,发送事件的时间区间随机（副本ID=时间最小值=时间最大值|副本ID2=时间最小值=时间最大值|副本ID3=时间最小值=时间最大值（s)）,405=30=60|406=90=90|407=120=120
,CakeFightEventForest,森林要发送的事件名（副本ID|事件ID=权重|事件ID2=权重….,405|GhostApp01=100|GhostApp02=100
,CakeFightEventDeepSea,海底要发送的事件名（副本ID|事件ID=权重|事件ID2=权重….,406|OxApp=100
,CakeFightEventFactory,工厂要发送的事件名（副本ID|事件ID=权重|事件ID2=权重….,407|LuckyCake=100|BadCake=100
,CakeFightPointsDamCalu,对玩家造成伤害时增加积分（伤害数值=积分）,10=1
,CakeFightPointsEntityKill,击杀怪物时增加积分（EntityID=积分|EnityID2=积分...）,15120=50|15121=100
,CakeFightPointsBuffAdd,上buff增加积分（Buff发送事件=积分|Buff发送事件2=积分…）,50=50|10=10|100=100
,CakeFightPointsTimeChange,只剩1名玩家时，剩余每秒时间给玩家增加x点积分,4
,CakeFightUIShowDoodadID,用于显示奶瓶/面粉/糖果UI的格子数（doodadid1=拾取上限|doodadid2=拾取上限|doodadid3=拾取上限）,1001=4|1002=4|1003=4
,CakeFightSingleMinAward,单局内保底奖励ID（结算时领取）,3050220
,CakeFightSingleAddAward,单局内积分附加奖励ID（超过x积分=奖励ID，只可获取最高那档，结算时领取）,100=3050230|200=3050240|400=3050250
,CakeFightSingleWinnerAward,单局内第一名奖励ID,3050260
5V5玩法,DoodadGapSceneIds,5V5玩法中doodad响应时间,9000=0.5|9002=0.5|9003=0.5
邪能入侵活动,EvilInvadeDefenceItem,城防部署道具ID,2091810
,EvilInvadeInvestigateItem,邪能调查道具ID,2091811
,EvilInvadeFinalTime,邪能来袭最终时间,210000|225959
,EvilInvadeKillEvilBoli,击杀邪能波利数量及怪物ID,6000|15201=15203=15205
,EvilInvadeKillHeiYun,击杀黑云数量及怪物ID,2000|15202=15204=15206
,EvilInvadeKillBigEvilBoli,击杀巨型邪能数量及怪物ID,30|15226
,EvilInvadeHelpShenGuan,协助神官次数,100
,EvilInvadeEMoBoLi,恶魔波利,15211
,EvilInvadeFinalScene,最终场景,1
,EvilInvadeCity,结束后表现场景,7
,EvilInvadeTarget,最终阶段目标,EvilInvade_Target1|EvilInvade_Target2|EvilInvade_Target3|EvilInvade_Target4|EvilInvade_Target5
,EvilInvadeAwardMail,邪能入侵奖励邮件,10001|10002
,EvilInvadeNpcMutualActivityId,邪能来袭交互神官阶段活动id,155555
,EvilInvadeNpcMutualActivityType,邪能来袭交互神官阶段活动类型,155555
,EvilInvadeLastScene,邪能入侵最后一阶段场景,1|4|5
,EvilIActivityTime,邪能入侵实际活动时间（显示在活动界面）,20221101=000000|20221107=225959
,EvilIActivityPosition,邪能来袭位置（场景id|坐标|,1|160=7.4=127
,EvilIActivityWeather,邪能入侵西门与普隆德拉天气（scene id=EnvironmentWeatherTypeTable中id）,7=10004|1=10012
赫尔海姆单人开启,SingleHelheimIsOpen,赫尔海姆单人是否开启（0.否、1.是）,0
职业治愈技能,ProfessHealSkill,职业治愈技能,10006=220112=300008=300022
