ID,Comment,RecipeType,BaseRecipe,Stars,ResultID,FailureID,Stamina,Atlas,Icon,Name,DescShort,Desc,Ingredients,SkillLevelNeeded,QTE,AudioID
8021351,力量智力药剂2星,6120,8020951,2,7300890,7300890,50,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量智力药剂,力量+10;智力+5,力量+10;智力+5,3078012=1|3078015=1|101=40000,,1=2000,13|14|15|16
8021361,力量敏捷药剂2星,6120,8020961,2,7300900,7300900,50,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量敏捷药剂,力量+10;敏捷+5,力量+10;敏捷+5,3078012=1|3078018=1|101=40000,,1=2000,13|14|15|16
8021371,力量灵巧药剂2星,6120,8020971,2,7300910,7300910,50,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量灵巧药剂,力量+10;灵巧+5,力量+10;灵巧+5,3078012=1|3078021=1|101=40000,,1=2000,13|14|15|16
8021381,力量体质药剂2星,6120,8020981,2,7300920,7300920,50,Icon_ItemConsumables01,UI_icon_item_reniunai.png,力量体质药剂,力量+10;体质+5,力量+10;体质+5,3078012=1|3078024=1|101=40000,,1=2000,13|14|15|16
8021391,力量幸运药剂2星,6120,8020991,2,7300930,7300930,50,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量幸运药剂,力量+10;幸运+5,力量+10;幸运+5,3078012=1|3078027=1|101=40000,,1=2000,13|14|15|16
8021401,智力敏捷药剂2星,6120,8021001,2,7300940,7300940,50,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力敏捷药剂,智力+10;敏捷+5,智力+10;敏捷+5,3078015=1|3078018=1|101=40000,,1=2000,13|14|15|16
8021411,智力灵巧药剂2星,6120,8021011,2,7300950,7300950,50,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力灵巧药剂,智力+10;灵巧+5,智力+10;灵巧+5,3078015=1|3078021=1|101=40000,,1=2000,13|14|15|16
8021421,智力体质药剂2星,6120,8021021,2,7300960,7300960,50,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力体质药剂,智力+10;体质+5,智力+10;体质+5,3078015=1|3078024=1|101=40000,,1=2000,13|14|15|16
8021431,智力幸运药剂2星,6120,8021031,2,7300970,7300970,50,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力幸运药剂,智力+10;幸运+5,智力+10;幸运+5,3078015=1|3078027=1|101=40000,,1=2000,13|14|15|16
8021441,敏捷灵巧药剂2星,6120,8021041,2,7300980,7300980,50,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,敏捷灵巧药剂,敏捷+10;灵巧+5,敏捷+10;灵巧+5,3078018=1|3078021=1|101=40000,,1=2000,13|14|15|16
8021451,敏捷体质药剂2星,6120,8021051,2,7300990,7300990,50,Icon_ItemConsumables01,UI_icon_item_reniunai.png,敏捷体质药剂,敏捷+10;体质+5,敏捷+10;体质+5,3078018=1|3078024=1|101=40000,,1=2000,13|14|15|16
8021461,敏捷幸运药剂2星,6120,8021061,2,7301000,7301000,50,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,敏捷幸运药剂,敏捷+10;幸运+5,敏捷+10;幸运+5,3078018=1|3078027=1|101=40000,,1=2000,13|14|15|16
8021471,灵巧体质药剂2星,6120,8021071,2,7301010,7301010,50,Icon_ItemConsumables01,UI_icon_item_reniunai.png,灵巧体质药剂,灵巧+10;体质+5,灵巧+10;体质+5,3078021=1|3078024=1|101=40000,,1=2000,13|14|15|16
8021481,灵巧幸运药剂2星,6120,8021081,2,7301020,7301020,50,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,灵巧幸运药剂,灵巧+10;幸运+5,灵巧+10;幸运+5,3078021=1|3078027=1|101=40000,,1=2000,13|14|15|16
8021491,体质幸运药剂2星,6120,8021091,2,7301030,7301030,50,Icon_ItemConsumables01,UI_icon_item_reniunai.png,体质幸运药剂,幸运+10;体质+5,幸运+10;体质+5,3078024=1|3078027=1|101=40000,,1=2000,13|14|15|16
8021501,巨大包饭料理1星,6110,8020701,1,7301040,7301040,10,Icon_ItemConsumables02,UI_icon_item_JuDaDanBaoLiaoLi.png,巨大包饭料理,近战物理伤害+5%;生命上限+200,近战物理伤害+5%;生命上限+200,3054301=1|3054101=1|101=8000,,1=2000,13|14|15|16
8021511,明虾寿司1星,6110,8020711,1,7301050,7301050,10,Icon_ItemConsumables02,UI_icon_item_MingXiaShouSi.png,明虾寿司,攻速+5%;生命上限+200,攻速+5%;生命上限+200,3054301=1|3054201=1|101=8000,,1=2000,13|14|15|16
8021521,扇贝寿司1星,6110,8020721,1,7301060,7301060,10,Icon_ItemConsumables02,UI_icon_item_ShanBeiShouSi.png,扇贝寿司,远程物理伤害+5%;生命上限+200,远程物理伤害+5%;生命上限+200,3054301=1|3054401=1|101=8000,,1=2000,13|14|15|16
8021531,蟹肉寿司1星,6110,8020731,1,7301070,7301070,10,Icon_ItemConsumables02,UI_icon_item_XieRouShouSi.png,蟹肉寿司,魔法伤害+5%;生命上限+200,魔法伤害+5%;生命上限+200,3054301=1|3054501=1|101=8000,,1=2000,13|14|15|16
8021541,金枪鱼寿司1星,6110,8020741,1,7301080,7301080,10,Icon_ItemConsumables02,UI_icon_item_JinQiangYuShouSi.png,金枪鱼寿司,暴击+3，暴击伤害+4%;生命上限+200,暴击+3，暴击伤害+4%;生命上限+200,3054301=1|3054601=1|101=8000,,1=2000,13|14|15|16
8021551,鱼子酱寿司1星,6110,8020751,1,7301090,7301090,10,Icon_ItemConsumables02,UI_icon_item_YuZiJiangShouSi.png,鱼子酱寿司,命中+5，闪避+5;生命上限+200,命中+5，闪避+5;生命上限+200,3054301=1|3054701=1|101=8000,,1=2000,13|14|15|16
8021561,海鲜炒饭1星,6110,8020761,1,7301100,7301100,10,Icon_ItemConsumables01,UI_icon_item_shijincaofan.png,海鲜炒饭,可变吟唱-5%，固定吟唱-1%;生命上限+200,可变吟唱-5%，固定吟唱-1%;生命上限+200,3054301=1|3054801=1|101=8000,,1=2000,13|14|15|16
8021571,虾汁拌面1星,6110,8020771,1,7301110,7301110,10,Icon_ItemConsumables02,UI_icon_item_XiaZhiBanMian.png,虾汁拌面,近战物理伤害+5%;攻速+3%,近战物理伤害+5%;攻速+3%,3054101=1|3054201=1|101=8000,,1=2000,13|14|15|16
8021581,海鲜炒面1星,6110,8020781,1,7301120,7301120,10,Icon_ItemConsumables02,UI_icon_item_HaiXianChaoMian.png,海鲜炒面,近战物理伤害+5%;暴击+1，暴击伤害+2%,近战物理伤害+5%;暴击+1，暴击伤害+2%,3054101=1|3054601=1|101=8000,,1=2000,13|14|15|16
8021591,鱼子酱拌面1星,6110,8020791,1,7301130,7301130,10,Icon_ItemConsumables02,UI_icon_item_YuZiJiangBanMian.png,鱼子酱拌面,近战物理伤害+5%;命中+3，闪避+3,近战物理伤害+5%;命中+3，闪避+3,3054101=1|3054701=1|101=8000,,1=2000,13|14|15|16
8021601,扇贝海鲜面1星,6110,8020801,1,7301140,7301140,10,Icon_ItemConsumables02,UI_icon_item_ShanBeiHaiXianMian.png,扇贝海鲜面,近战物理伤害+5%;可变吟唱-2%，固定吟唱-1%,近战物理伤害+5%;可变吟唱-2%，固定吟唱-1%,3054101=1|3054801=1|101=8000,,1=2000,13|14|15|16
8021611,虾夷扇贝1星,6110,8020811,1,7301150,7301150,10,Icon_ItemConsumables02,UI_icon_item_xiayishanbei.png,虾夷扇贝,攻速+5%;远程物理伤害+3%,攻速+5%;远程物理伤害+3%,3054201=1|3054401=1|101=8000,,1=2000,13|14|15|16
8021621,虾汁蟹肉棒1星,6110,8020821,1,7301160,7301160,10,Icon_ItemConsumables02,UI_icon_item_xiazhixieroubang.png,虾汁蟹肉棒,攻速+5%;魔法伤害+3%,攻速+5%;魔法伤害+3%,3054201=1|3054501=1|101=8000,,1=2000,13|14|15|16
8021631,鲜虾金枪鱼拌饭1星,6110,8020831,1,7301170,7301170,10,Icon_ItemConsumables02,UI_icon_item_xianxiajinqiangyubanfan.png,鲜虾金枪鱼拌饭,攻速+5%;暴击+1，暴击伤害+2%,攻速+5%;暴击+1，暴击伤害+2%,3054201=1|3054601=1|101=8000,,1=2000,13|14|15|16
8021641,虾汁鱼子酱1星,6110,8020841,1,7301180,7301180,10,Icon_ItemConsumables02,UI_icon_item_xiazhiyuzijiang.png,虾汁鱼子酱,攻速+5%;命中+3，闪避+3,攻速+5%;命中+3，闪避+3,3054201=1|3054701=1|101=8000,,1=2000,13|14|15|16
8021651,虾酱鲜贝粥1星,6110,8020851,1,7301190,7301190,10,Icon_ItemConsumables02,UI_icon_item_xiajiangxianbeizhou.png,虾酱鲜贝粥,攻速+5%;可变吟唱-2%，固定吟唱-1%,攻速+5%;可变吟唱-2%，固定吟唱-1%,3054201=1|3054801=1|101=8000,,1=2000,13|14|15|16
8021661,海鲜料理1星,6110,8020861,1,7301200,7301200,10,Icon_ItemConsumables02,UI_icon_item_sanwenyusela.png,海鲜料理,远程物理伤害+5%;暴击+1，暴击伤害+2%,远程物理伤害+5%;暴击+1，暴击伤害+2%,3054401=1|3054601=1|101=8000,,1=2000,13|14|15|16
8021671,特制炒蛤蜊1星,6110,8020871,1,7301210,7301210,10,Icon_ItemConsumables02,UI_icon_item_tezhichaogeli.png,特制炒蛤蜊,远程物理伤害+5%;命中+3，闪避+3,远程物理伤害+5%;命中+3，闪避+3,3054401=1|3054701=1|101=8000,,1=2000,13|14|15|16
8021681,扇贝海鲜粥1星,6110,8020881,1,7301220,7301220,10,Icon_ItemConsumables02,UI_icon_item_zhangyuniangaotang.png,扇贝海鲜粥,远程物理伤害+5%;可变吟唱-2%，固定吟唱-1%,远程物理伤害+5%;可变吟唱-2%，固定吟唱-1%,3054401=1|3054801=1|101=8000,,1=2000,13|14|15|16
8021691,海鲜串烧1星,6110,8020891,1,7301230,7301230,10,Icon_ItemConsumables01,UI_icon_item_jinqiangyuchuanshao.png,海鲜串烧,魔法伤害+5%;暴击+1，暴击伤害+2%,魔法伤害+5%;暴击+1，暴击伤害+2%,3054501=1|3054601=1|101=8000,,1=2000,13|14|15|16
8021701,鱼子蟹肉卷1星,6110,8020901,1,7301240,7301240,10,Icon_ItemConsumables02,UI_icon_item_yuzixieroujuan.png,鱼子蟹肉卷,魔法伤害+5%;命中+3，闪避+3,魔法伤害+5%;命中+3，闪避+3,3054501=1|3054701=1|101=8000,,1=2000,13|14|15|16
8021711,干贝蟹肉粥1星,6110,8020911,1,7301250,7301250,10,Icon_ItemConsumables02,UI_icon_item_ganbeixierouzhou.png,干贝蟹肉粥,魔法伤害+5%;可变吟唱-2%，固定吟唱-1%,魔法伤害+5%;可变吟唱-2%，固定吟唱-1%,3054501=1|3054801=1|101=8000,,1=2000,13|14|15|16
8021721,特制金枪鱼串烧1星,6110,8020921,1,7301260,7301260,10,Icon_ItemConsumables02,UI_icon_item_tezhijinqiangyuchuanshao.png,特制金枪鱼串烧,暴击+3，暴击伤害+4%;命中+3，闪避+3,暴击+3，暴击伤害+4%;命中+3，闪避+3,3054601=1|3054701=1|101=8000,,1=2000,13|14|15|16
8021731,干贝金枪鱼粥1星,6110,8020931,1,7301270,7301270,10,Icon_ItemConsumables02,UI_icon_item_ganbeijinqiangyuzhou.png,干贝金枪鱼粥,暴击+3，暴击伤害+4%;可变吟唱-2%，固定吟唱-1%,暴击+3，暴击伤害+4%;可变吟唱-2%，固定吟唱-1%,3054601=1|3054801=1|101=8000,,1=2000,13|14|15|16
8021741,顶级鲜贝粥1星,6110,8020941,1,7301280,7301280,10,Icon_ItemConsumables02,UI_icon_item_dingjixianbeizhou.png,顶级鲜贝粥,命中+5，闪避+5;可变吟唱-2%，固定吟唱-1%,命中+5，闪避+5;可变吟唱-2%，固定吟唱-1%,3054701=1|3054801=1|101=8000,,1=2000,13|14|15|16
8021751,力量智力药剂1星,6120,8020951,1,7301290,7301290,10,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量智力药剂,力量+5;智力+3,力量+5;智力+3,3078011=1|3078014=1|101=8000,,1=2000,13|14|15|16
8021761,力量敏捷药剂1星,6120,8020961,1,7301300,7301300,10,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量敏捷药剂,力量+5;敏捷+3,力量+5;敏捷+3,3078011=1|3078017=1|101=8000,,1=2000,13|14|15|16
8021771,力量灵巧药剂1星,6120,8020971,1,7301310,7301310,10,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量灵巧药剂,力量+5;灵巧+3,力量+5;灵巧+3,3078011=1|3078020=1|101=8000,,1=2000,13|14|15|16
8021781,力量体质药剂1星,6120,8020981,1,7301320,7301320,10,Icon_ItemConsumables01,UI_icon_item_reniunai.png,力量体质药剂,力量+5;体质+3,力量+5;体质+3,3078011=1|3078023=1|101=8000,,1=2000,13|14|15|16
8021791,力量幸运药剂1星,6120,8020991,1,7301330,7301330,10,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量幸运药剂,力量+5;幸运+3,力量+5;幸运+3,3078011=1|3078026=1|101=8000,,1=2000,13|14|15|16
8021801,智力敏捷药剂1星,6120,8021001,1,7301340,7301340,10,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力敏捷药剂,智力+5;敏捷+3,智力+5;敏捷+3,3078014=1|3078017=1|101=8000,,1=2000,13|14|15|16
8021811,智力灵巧药剂1星,6120,8021011,1,7301350,7301350,10,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力灵巧药剂,智力+5;灵巧+3,智力+5;灵巧+3,3078014=1|3078020=1|101=8000,,1=2000,13|14|15|16
8021821,智力体质药剂1星,6120,8021021,1,7301360,7301360,10,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力体质药剂,智力+5;体质+3,智力+5;体质+3,3078014=1|3078023=1|101=8000,,1=2000,13|14|15|16
8021831,智力幸运药剂1星,6120,8021031,1,7301370,7301370,10,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力幸运药剂,智力+5;幸运+3,智力+5;幸运+3,3078014=1|3078026=1|101=8000,,1=2000,13|14|15|16
8021841,敏捷灵巧药剂1星,6120,8021041,1,7301380,7301380,10,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,敏捷灵巧药剂,敏捷+5;灵巧+3,敏捷+5;灵巧+3,3078017=1|3078020=1|101=8000,,1=2000,13|14|15|16
8021851,敏捷体质药剂1星,6120,8021051,1,7301390,7301390,10,Icon_ItemConsumables01,UI_icon_item_reniunai.png,敏捷体质药剂,敏捷+5;体质+3,敏捷+5;体质+3,3078017=1|3078023=1|101=8000,,1=2000,13|14|15|16
8021861,敏捷幸运药剂1星,6120,8021061,1,7301400,7301400,10,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,敏捷幸运药剂,敏捷+5;幸运+3,敏捷+5;幸运+3,3078017=1|3078026=1|101=8000,,1=2000,13|14|15|16
8021871,灵巧体质药剂1星,6120,8021071,1,7301410,7301410,10,Icon_ItemConsumables01,UI_icon_item_reniunai.png,灵巧体质药剂,灵巧+5;体质+3,灵巧+5;体质+3,3078020=1|3078023=1|101=8000,,1=2000,13|14|15|16
8021881,灵巧幸运药剂1星,6120,8021081,1,7301420,7301420,10,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,灵巧幸运药剂,灵巧+5;幸运+3,灵巧+5;幸运+3,3078020=1|3078026=1|101=8000,,1=2000,13|14|15|16
8021891,体质幸运药剂1星,6120,8021091,1,7301430,7301430,10,Icon_ItemConsumables01,UI_icon_item_reniunai.png,体质幸运药剂,幸运+5;体质+3,幸运+5;体质+3,3078023=1|3078026=1|101=8000,,1=2000,13|14|15|16
