Id,Name,Prefab,AudioPath,Atlas,Icon,BoundRadius,BoundHeight,IdleAnim,IdleFAnim,RunSpeed,RunPercent,IsLoopMoveAudio,BaseRunSpeed,RunAnim,RunFAnim,BeHitTime,BeHitAnim,BeHitRule,StunAnim,SingingAnim,DeadAnim,BornAnim,BornAnimTime,BeginFxID,BeginFxPoint,ClimbIdleAnim,ClimbUpAnim,ClimbDownAnim,ClimbLeftAnim,ClimbRightAnim,ClimbToIdleUpAnim,ClimbToIdleDownAnim,IdleToClimbUpAnim,IdleToClimbDownAnim,BornBuff,HugeMonsterColliders,OpenAnim,FreeStyleAnim,IdleComboAnim,AnimationFx
10033,土拨鼠,Monster_TuBoShu,Monster/Monster_TuBoShu,MonsterIcon001,Monster_TuBoShu.png,0.5,1,Monster_TuBoShu_Idle,0=Monster_TuBoShu_Idle,,0,0,,Monster_TuBoShu_Run,Monster_TuBoShu_Run,0.1,Monster_TuBoShu_BeHit,,Monster_TuBoShu_Idle,Monster_TuBoShu_Idle,Monster_TuBoShu_Death,,,,,,,,,,,,,,,,,,,
10034,狼,Monster_Wolf,Monster/Monster_Wolf,MonsterIcon001,Monster_Wolf.png,0.5,1,Monster_Wolf_Idle,0=Monster_Wolf_Idle,,0,0,,Monster_Wolf_Run,Monster_Wolf_Run,0.1,Monster_Wolf_BeHit,,Monster_Wolf_Idle,Monster_Wolf_Idle,Monster_Wolf_Death,,,,,,,,,,,,,,,,,,,
10035,野猪,Monster_YeZhu,Monster/Monster_YeZhu,MonsterIcon001,Monster_YeZhu.png,0.5,1,Monster_YeZhu_Idle,0=Monster_YeZhu_Idle,,0,0,,Monster_YeZhu_Run,Monster_YeZhu_Run,0.1,Monster_YeZhu_BeHit,,Monster_YeZhu_Idle,Monster_YeZhu_Idle,Monster_YeZhu_Death,,,,,,,,,,,,,,,,,,,
10036,幽灵波利,Monster_YouLingBoLi,Monster/Monster_YouLingBoLi,MonsterIcon_Boss001,Monster_YouLingBoLi.png,0.5,1,Monster_YouLingBoLi_Idle,0=Monster_YouLingBoLi_Idle,,0,0,,Monster_YouLingBoLi_Run,Monster_YouLingBoLi_Run,0.1,Monster_YouLingBoLi_BeHit,,Monster_YouLingBoLi_Idle,Monster_YouLingBoLi_Idle,Monster_YouLingBoLi_Death,,,,,,,,,,,,,,,,,,,
10037,蜘蛛,Monster_ZhiZhu,Monster/Monster_ZhiZhu,MonsterIcon001,Monster_ZhiZhu.png,0.5,1,Monster_ZhiZhu_Idle,0=Monster_ZhiZhu_Idle,,0,0,,Monster_ZhiZhu_Run,Monster_ZhiZhu_Run,0.1,Monster_ZhiZhu_BeHit,,Monster_ZhiZhu_Idle,Monster_ZhiZhu_Idle,Monster_ZhiZhu_Death,,,,,,,,,,,,,,,,,,,
10038,毒魔菇,Monster_MoGu02,Monster/Monster_MoGu,MonsterIcon001,Monster_MoGu02.png,0.5,1,Monster_MoGu_Idle,0=Monster_MoGu_Idle,,0,0,,Monster_MoGu_Run,Monster_MoGu_Run,0.1,Monster_MoGu_BeHit,,Monster_MoGu_Idle,Monster_MoGu_Idle,Monster_MoGu_Death,,,,,,,,,,,,,,,,,,,
10039,喷射哥布林,Monster_GeBuLin_07,Monster/Monster_GeBuLin_07,MonsterIcon001,Monster_GeBuLin_07.png,0.5,1,Monster_GeBuLin_07_Idle,0=Monster_GeBuLin_07_Idle,,0,0,,Monster_GeBuLin_07_Run,Monster_GeBuLin_07_Run,0.1,Monster_GeBuLin_07_BeHit,,Monster_GeBuLin_07_Idle,Monster_GeBuLin_07_Idle,Monster_GeBuLin_07_Death,,,,,,,,,,,,,,,,,,,
10040,直升机哥布林,Monster_GeBuLin_08,Monster/Monster_GeBuLin_08,MonsterIcon001,Monster_GeBuLin_08.png,0.5,1,Monster_GeBuLin_08_Idle,0=Monster_GeBuLin_08_Idle,,0,0,,Monster_GeBuLin_08_Run,Monster_GeBuLin_08_Run,0.1,Monster_GeBuLin_08_BeHit,,Monster_GeBuLin_08_Idle,Monster_GeBuLin_08_Idle,Monster_GeBuLin_08_Death,,,,,,,,,,,,,,,,,,,
10041,巴风特,Monster_DaBaFengTe,Monster/Monster_DaBaFengTe,MonsterIcon_Boss001,Monster_DaBaFengTe.png,0.5,1,Monster_DaBaFengTe_Idle,0=Monster_DaBaFengTe_Idle,,0,0,,Monster_DaBaFengTe_Run,Monster_DaBaFengTe_Run,0.1,Monster_DaBaFengTe_BeHit,,Monster_DaBaFengTe_Idle,Monster_DaBaFengTe_Idle,Monster_DaBaFengTe_Death,,,,,,,,,,,,,,,,,,,
10042,小巴风特,Monster_XiaoBaFengTe,Monster/Monster_XiaoBaFengTe,MonsterIcon002,Monster_XiaoBaFengTe.png,0.5,1,Monster_XiaoBaFengTe_Idle,0=Monster_XiaoBaFengTe_Idle,,0,0,,Monster_XiaoBaFengTe_Run,Monster_XiaoBaFengTe_Run,0.1,Monster_XiaoBaFengTe_BeHit,,Monster_XiaoBaFengTe_Idle,Monster_XiaoBaFengTe_Idle,Monster_XiaoBaFengTe_Death,,,,,,,,,,,,,,,,,,,
10045,波利（木桩）,Monster_BoLi,Monster/Monster_BoLi,MonsterIcon001,Monster_BoLi.png,0.5,1,Monster_BoLi_Idle,0=Monster_BoLi_Idle,,0,0,,Monster_BoLi_Run,Monster_BoLi_Run,0.1,Monster_BoLi_BeHit,,Monster_BoLi_Idle,Monster_BoLi_Idle,Monster_BoLi_Death,,,,,,,,,,,,,,,,,,,
10046,幽灵剑士,Monster_YouLingJianShi,Monster/Monster_YouLingJianShi,MonsterIcon002,Monster_YouLingJianShi.png,0.5,1,Monster_YouLingJianShi_Idle,0=Monster_YouLingJianShi_Idle,,0,0,,Monster_YouLingJianShi_Run,Monster_YouLingJianShi_Run,0.1,Monster_YouLingJianShi_BeHit,,Monster_YouLingJianShi_Idle,Monster_YouLingJianShi_Idle,Monster_YouLingJianShi_Death,Monster_YouLingJianShi_Open,1.567,150001,,,,,,,,,,,,,,,,
10047,白鼠,Monster_BaiShu,Monster/Monster_BaiShu,MonsterIcon001,Monster_BaiShu.png,0.5,1,Monster_BaiShu_Idle,0=Monster_BaiShu_Idle,,0,0,,Monster_BaiShu_Run,Monster_BaiShu_Run,0.1,Monster_BaiShu_BeHit,,Monster_BaiShu_Idle,Monster_BaiShu_Idle,Monster_BaiShu_Death,,,,,,,,,,,,,,,,,,,
10048,猎蝇,Monster_LieYing,Monster/Monster_LieYing,MonsterIcon002,Monster_LieYing.png,0.5,1,Monster_LieYing_Idle,0=Monster_LieYing_Idle,,0,0,,Monster_LieYing_Run,Monster_LieYing_Run,0.1,Monster_LieYing_BeHit,,Monster_LieYing_Idle,Monster_LieYing_Idle,Monster_LieYing_Death,,,,,,,,,,,,,,,,,,,
10049,青蛇,Monster_QingShe,Monster/Monster_QingShe,MonsterIcon002,Monster_QinShe.png,0.5,1,Monster_QingShe_Idle,0=Monster_QingShe_Idle,,0,0,,Monster_QingShe_Run,Monster_QingShe_Run,0.1,Monster_QingShe_BeHit,,Monster_QingShe_Idle,Monster_QingShe_Idle,Monster_QingShe_Death,,,,,,,,,,,,,,,,,,,
10050,吸血蝙蝠,Monster_XiXueBianFu,Monster/Monster_XiXueBianFu,MonsterIcon002,Monster_XiXueBianFu.png,0.5,1,Monster_XiXueBianFu_Idle,0=Monster_XiXueBianFu_Idle,,0,0,,Monster_XiXueBianFu_Run,Monster_XiXueBianFu_Run,0.1,Monster_XiXueBianFu_BeHit,,Monster_XiXueBianFu_Idle,Monster_XiXueBianFu_Idle,Monster_XiXueBianFu_Death,,,,,,,,,,,,,,,,,,,
10051,蝎子,Monster_XieZi,Monster/Monster_XieZi,MonsterIcon002,Monster_XieZi.png,0.5,1,Monster_XieZi_Idle,0=Monster_XieZi_Idle,,0,0,,Monster_XieZi_Run,Monster_XieZi_Run,0.1,Monster_XieZi_BeHit,,Monster_XieZi_Idle,Monster_XieZi_Idle,Monster_XieZi_Death,,,,,,,,,,,,,,,,,,,
10052,波波利,Monster_BoBoLi,Monster/Monster_BoLi,MonsterIcon001,Monster_BoBoLi.png,0.5,1,Monster_BoLi_Idle,0=Monster_BoLi_Idle,,0,0,2,Monster_BoLi_Run,Monster_BoLi_Run,0.1,Monster_BoLi_BeHit,,Monster_BoLi_Idle,Monster_BoLi_Idle,Monster_BoLi_Death,,,,,,,,,,,,,,,,,,,
10053,冰波利,Monster_BingBoLi,Monster/Monster_BoLi,MonsterIcon001,Monster_BingBoLi.png,0.5,1,Monster_BoLi_Idle,0=Monster_BoLi_Idle,,0,0,2,Monster_BoLi_Run,Monster_BoLi_Run,0.1,Monster_BoLi_BeHit,,Monster_BoLi_Idle,Monster_BoLi_Idle,Monster_BoLi_Death,,,,,,,,,,,,,,,,,,,
10054,土波利,Monster_TuBoLi,Monster/Monster_BoLi,MonsterIcon001,Monster_TuBoLi.png,0.5,1,Monster_BoLi_Idle,0=Monster_BoLi_Idle,,0,0,2,Monster_BoLi_Run,Monster_BoLi_Run,0.1,Monster_BoLi_BeHit,,Monster_BoLi_Idle,Monster_BoLi_Idle,Monster_BoLi_Death,,,,,,,,,,,,,,,,,,,
10055,巧克猴,Monster_QiaoKeHou,Monster/Monster_LiuLiuHou,MonsterIcon002,Monster_QiaoKeHou.png,0.5,1,Monster_LiuLiuHou_Idle,0=Monster_LiuLiuHou_Idle,,0,0,,Monster_LiuLiuHou_Run,Monster_LiuLiuHou_Run,0.1,Monster_LiuLiuHou_BeHit,,Monster_LiuLiuHou_Idle,Monster_LiuLiuHou_Idle,Monster_LiuLiuHou_Death,,,,,,,,,,,,,,,,,,,
10056,毒魔菇,Monster_MoGu02,Monster/Monster_MoGu,MonsterIcon001,Monster_MoGu02.png,0.5,1,Monster_MoGu_Idle,0=Monster_MoGu_Idle,,0,0,,Monster_MoGu_Run,Monster_MoGu_Run,0.1,Monster_MoGu_BeHit,,Monster_MoGu_Idle,Monster_MoGu_Idle,Monster_MoGu_Death,,,,,,,,,,,,,,,,,,,
10057,红菇,Monster_BaoZi01,Monster/Monster_BaoZi,MonsterIcon001,Monster_BaoZi.png,0.5,1,Monster_BaoZi_Idle,0=Monster_BaoZi_Idle,,0,0,,,,0.1,Monster_BaoZi_BeHit,,Monster_BaoZi_Idle,Monster_BaoZi_Idle,Monster_BaoZi_Death,,,,,,,,,,,,,,,,,,,
10058,黑菇,Monster_BaoZi02,Monster/Monster_BaoZi,MonsterIcon001,Monster_BaoZi02.png,0.5,1,Monster_BaoZi_Idle,0=Monster_BaoZi_Idle,,0,0,,,,0.1,Monster_BaoZi_BeHit,,Monster_BaoZi_Idle,Monster_BaoZi_Idle,Monster_BaoZi_Death,,,,,,,,,,,,,,,,,,,
10059,蓝疯兔,Monster_LanFengTu,Monster/Monster_LanFengTu,MonsterIcon_Boss001,Monster_FengTu02.png,0.5,1,Monster_LanFengTu_Idle,0=Monster_LanFengTu_Idle,,0,0,,Monster_LanFengTu_Run,Monster_LanFengTu_Run,0.1,Monster_LanFengTu_BeHit,,Monster_LanFengTu_Idle,Monster_LanFengTu_Idle,Monster_LanFengTu_Death,,,,,,,,,,,,,,,,,,,
10060,红草,Monster_HongCao,Monster/Monster_WuSeCao,MonsterIcon001,Monster_HongCao.png,0.5,1,Monster_WuSeCao_Idle,0=Monster_WuSeCao_Idle,,0,0,,,,0.1,Monster_WuSeCao_BeHit,,Monster_WuSeCao_Idle,Monster_WuSeCao_Idle,Monster_WuSeCao_Death,,,,,,,,,,,,,,,,,,,
10061,黄草,Monster_HuangCao,Monster/Monster_WuSeCao,MonsterIcon001,Monster_HuangCao.png,0.5,1,Monster_WuSeCao_Idle,0=Monster_WuSeCao_Idle,,0,0,,,,0.1,Monster_WuSeCao_BeHit,,Monster_WuSeCao_Idle,Monster_WuSeCao_Idle,Monster_WuSeCao_Death,,,,,,,,,,,,,,,,,,,
10062,蓝草,Monster_LanCao,Monster/Monster_WuSeCao,MonsterIcon001,Monster_LanCao.png,0.5,1,Monster_WuSeCao_Idle,0=Monster_WuSeCao_Idle,,0,0,,,,0.1,Monster_WuSeCao_BeHit,,Monster_WuSeCao_Idle,Monster_WuSeCao_Idle,Monster_WuSeCao_Death,,,,,,,,,,,,,,,,,,,
10063,绿草,Monster_LvCao,Monster/Monster_WuSeCao,MonsterIcon001,Monster_LvCao.png,0.5,1,Monster_WuSeCao_Idle,0=Monster_WuSeCao_Idle,,0,0,,,,0.1,Monster_WuSeCao_BeHit,,Monster_WuSeCao_Idle,Monster_WuSeCao_Idle,Monster_WuSeCao_Death,,,,,,,,,,,,,,,,,,,
10064,艾斯恩魔女,Monster_AiSiEnMoNv,Monster/Monster_AiSiEnMoNv,MonsterIcon002,Monster_Aisienmonv.png,0.5,1,Monster_AiSiEnMoNv_Idle,0=Monster_AiSiEnMoNv_Idle,,0,0,,Monster_AiSiEnMoNv_Run,Monster_AiSiEnMoNv_Run,0.1,Monster_AiSiEnMoNv_BeHit,,Monster_AiSiEnMoNv_Idle,Monster_AiSiEnMoNv_Idle,Monster_AiSiEnMoNv_Death,Monster_AiSiEnMoNv_Open,1.6,150001,,,,,,,,,,,,,,,,
10065,邪恶使者,Monster_XieEShiZhe,Monster/Monster_XieEShiZhe,MonsterIcon002,Monster_XieEShiZhe.png,0.5,1,Monster_XieEShiZhe_Idle,0=Monster_XieEShiZhe_Idle,,0,0,4.2,Monster_XieEShiZhe_Run,Monster_XieEShiZhe_Run,0.1,Monster_XieEShiZhe_BeHit,,Monster_XieEShiZhe_Idle,Monster_XieEShiZhe_Idle,Monster_XieEShiZhe_Death,Monster_XieEShiZhe_Open,1.567,150001,,,,,,,,,,,,,,,,
10066,卡利斯格,Monster_KaLiSiGe,Monster/Monster_KaLiSiGe,MonsterIcon002,Monster_KaLiSiGe.png,0.5,1,Monster_KaLiSiGe_Idle,0=Monster_KaLiSiGe_Idle,,0,0,,Monster_KaLiSiGe_Run,Monster_KaLiSiGe_Run,0.1,Monster_KaLiSiGe_BeHit,,Monster_KaLiSiGe_Idle,Monster_KaLiSiGe_Idle,Monster_KaLiSiGe_Death,Monster_KaLiSiGe_Open,1.567,150001,,,,,,,,,,,,,,,,
10067,大嘴鸟蛋,Monster_DaZuiNiaoDan,Monster/Monster_DaZuiNiaoDan,MonsterIcon002,Monster_DaZuiNiaoDan.png,0.5,1,Monster_DaZuiNiaoDan_Idle,0=Monster_DaZuiNiaoDan_Idle,,0,0,,,,0.1,Monster_DaZuiNiaoDan_BeHit,,Monster_DaZuiNiaoDan_Idle,Monster_DaZuiNiaoDan_Idle,Monster_DaZuiNiaoDan_Death,,,,,,,,,,,,,,,,,,,
10068,海鸥,Monster_HaiOu,Monster/Monster_HaiOu,,,0.5,1,,,,0,0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
10070,蛋壳小鸡,Monster_DanKeXiaoJi,Monster/Monster_DanKeXiaoJi,MonsterIcon001,Monster_DanKeXiaoJi.png,0.5,1,Monster_DanKeXiaoJi_Idle,0=Monster_DanKeXiaoJi_Idle,,0,0,,Monster_DanKeXiaoJi_Run,Monster_DanKeXiaoJi_Run,0.1,Monster_DanKeXiaoJi_BeHit,,Monster_DanKeXiaoJi_Idle,Monster_MaYiXianJing_Idle,Monster_DanKeXiaoJi_Death,,,,,,,,,,,,,,,,,,,
10071,盗虫卵,Monster_DaoChongLuan,Monster/Monster_DaoChongLuan,MonsterIcon002,Monster_DaoChongLuan.png,0.5,1,Monster_DaoChongLuan_Idle,0=Monster_DaoChongLuan_Idle,,0,0,,,,0.1,Monster_DaoChongLuan_BeHit,,Monster_DaoChongLuan_Idle,Monster_DaoChongLuan_Idle,Monster_DaoChongLuan_Death,,,,,,,,,,,,,,,,,,,
10072,深渊骑士,Monster_ShenYuanQiShi,Monster/Monster_ShenYuanQiShi,MonsterIcon_Boss001,Monster_ShenYuanQiShi.png,0.5,1,Monster_ShenYuanQiShi_Idle,0=Monster_ShenYuanQiShi_Idle,,0,0,,Monster_ShenYuanQiShi_Walk,Monster_ShenYuanQiShi_Walk,0.1,Monster_ShenYuanQiShi_BeHit,,Monster_ShenYuanQiShi_Idle,Monster_ShenYuanQiShi_Idle,Monster_ShenYuanQiShi_Death,,,,,,,,,,,,,,,,,,,
10073,梦罗克,Monster_MengLuoKe,Monster/Monster_MengLuoKe,MonsterIcon_Boss001,Monster_MengLuoKe.png,0.5,1,Monster_MengLuoKe_Idle,0=Monster_MengLuoKe_Idle,,0,0,,Monster_MengLuoKe_Walk,Monster_MengLuoKe_Walk,0.1,,,Monster_MengLuoKe_Idle,Monster_MengLuoKe_Idle,,,,,,,,,,,,,,,,0=-2=3=0,,,,
10074,黄金虫,Monster_HuangJinChong,Monster/Monster_HuangJinChong,MonsterIcon_Boss001,Monster_HuangJinChong.png,0.5,1,Monster_HuangJinChong_Idle,0=Monster_HuangJinChong_Idle,,0,0,,Monster_HuangJinChong_Run,Monster_HuangJinChong_Run,0.1,Monster_HuangJinChong_BeHit,,Monster_HuangJinChong_Idle,Monster_HuangJinChong_Idle,Monster_HuangJinChong_Death,,,,,,,,,,,,,,,,,,,
10075,秃鹰,Monster_TuYing,Monster/Monster_TuYing,MonsterIcon002,Monster_TuYing.png,0.5,1,Monster_TuYing_Idle,0=Monster_TuYing_Idle,,0,0,,Monster_TuYing_Run,Monster_TuYing_Run,0.1,Monster_TuYing_BeHit,,Monster_TuYing_Idle,Monster_TuYing_Idle,Monster_TuYing_Death,,,,,,,,,,,,,,,,,,,
10076,沙漠幼狼,Monster_ShaMoYouLang,Monster/Monster_ShaMoYouLang,MonsterIcon002,Monster_ShaMoYouLang.png,0.5,1,Monster_ShaMoYouLang_Idle,0=Monster_ShaMoYouLang_Idle,,0,0,,Monster_ShaMoYouLang_Run,Monster_ShaMoYouLang_Run,0.1,Monster_ShaMoYouLang_BeHit,,Monster_ShaMoYouLang_Idle,Monster_ShaMoYouLang_Idle,Monster_ShaMoYouLang_Death,,,,,,,,,,,,,,,,,,,
10077,巨大白幽灵,Monster_JuDaBaiYouLing,Monster/Monster_JuDaBaiYouLing,MonsterIcon002,Monster_JuDaBaiYouLing.png,0.5,1,Monster_JuDaBaiYouLing_Idle,0=Monster_JuDaBaiYouLing_Idle,,0,0,,Monster_JuDaBaiYouLing_Run,Monster_JuDaBaiYouLing_Run,0.1,Monster_JuDaBaiYouLing_BeHit,,Monster_JuDaBaiYouLing_Idle,Monster_JuDaBaiYouLing_Idle,Monster_JuDaBaiYouLing_Death,,,,,,,,,,,,,,,,,,,
10078,小恶魔,Monster_XiaoEMo,Monster/Monster_XiaoEMo,MonsterIcon003,Monster_XiaoEMo.png,0.5,1,Monster_XiaoEMo_Idle,0=Monster_XiaoEMo_Idle,,0,0,,Monster_XiaoEMo_Run,Monster_XiaoEMo_Run,0.1,Monster_XiaoEMo_BeHit,,Monster_XiaoEMo_Idle,Monster_XiaoEMo_Idle,Monster_XiaoEMo_Death,,,,,,,,,,,,,,,,,,,
10079,喷射机关,Monster_PenSheJiGuan,Monster/Monster_PenSheJiGuan,,,0.5,1,Monster_PenSheJiGuan_Idle,0=Monster_PenSheJiGuan_Idle,,0,0,,,,0.1,Monster_PenSheJiGuan_Idle,,Monster_PenSheJiGuan_Idle,Monster_PenSheJiGuan_Idle,Monster_PenSheJiGuan_Idle,,,,,,,,,,,,,,,,,,,
10091,海葵,Monster_HaiKui,Monster/Monster_HaiKui,MonsterIcon002,Monster_Haikui.png,0.5,1,Monster_HaiKui_Idle,0=Monster_HaiKui_Idle,,0,0,,,,0.1,Monster_HaiKui_BeHit,,Monster_HaiKui_Idle,Monster_HaiKui_Idle,Monster_HaiKui_Death,,,,,,,,,,,,,,,,,,,
10092,水母,Monster_ShuiMu,Monster/Monster_ShuiMu,MonsterIcon002,Monster_Shuimu.png,0.5,1,Monster_ShuiMu_Idle,0=Monster_ShuiMu_Idle,,0,0,,Monster_ShuiMu_Run,Monster_ShuiMu_Idle,0.1,Monster_ShuiMu_BeHit,,Monster_ShuiMu_Idle,Monster_ShuiMu_Idle,Monster_ShuiMu_Death,,,,,,,,,,,,,,,,,,,
10093,剑鱼,Monster_JianYu,Monster/Monster_JianYu,MonsterIcon002,Monster_Jianyu.png,0.5,1,Monster_JianYu_Idle,0=Monster_JianYu_Idle,,0,0,,Monster_JianYu_Run,Monster_JianYu_Run,0.1,Monster_JianYu_BeHit,,Monster_JianYu_Idle,Monster_JianYu_Idle,Monster_JianYu_Death,,,,,,,,,,,,,,,,,,,
10094,邪骸海盗,Monster_XieHaiHaiDao,Monster/Monster_XieHaiHaiDao,MonsterIcon002,Monster_Xiehehaidao.png,0.5,1,Monster_XieHaiHaiDao_Idle,0=Monster_XieHaiHaiDao_Idle,,0,0,,Monster_XieHaiHaiDao_Run,Monster_XieHaiHaiDao_Run,0.1,Monster_XieHaiHaiDao_BeHit,,Monster_XieHaiHaiDao_Idle,Monster_XieHaiHaiDao_Idle,Monster_XieHaiHaiDao_Death,,,,,,,,,,,,,,,,,,,
10095,马克,Monster_MaKe,Monster/Monster_MaKe,MonsterIcon002,Monster_Make.png,0.5,1,Monster_MaKe_Idle,0=Monster_MaKe_Idle,,0,0,,Monster_MaKe_Run,Monster_MaKe_Run,0.1,Monster_MaKe_BeHit,,Monster_MaKe_Idle,Monster_MaKe_Idle,Monster_MaKe_Death,,,,,,,,,,,,,,,,,,,
10096,螃蟹,Monster_PangXie,Monster/Monster_PangXie,MonsterIcon002,Monster_Pangxie.png,0.5,1,Monster_PangXie_Idle,0=Monster_PangXie_Idle,,0,0,,Monster_PangXie_Run,Monster_PangXie_Run,0.1,Monster_PangXie_BeHit,,Monster_PangXie_Idle,Monster_PangXie_Idle,Monster_PangXie_Death,,,,,,,,,,,,,,,,,,,
10097,乌贼,Monster_WuZei,Monster/Monster_WuZei,MonsterIcon002,Monster_Wuzei.png,0.5,1,Monster_WuZei_Idle,0=Monster_WuZei_Idle,,0,0,,Monster_WuZei_Run,Monster_WuZei_Run,0.1,Monster_WuZei_BeHit,,Monster_WuZei_Idle,Monster_WuZei_Idle,Monster_WuZei_Death,,,,,,,,,,,,,,,,,,,
10098,大嘴鸟,Monster_DaZuiNiao,Monster/Monster_DaZuiNiao,MonsterIcon003,Monster_DaZuiNiao.png,0.5,1,Monster_DaZuiNiao_Idle,0=Monster_DaZuiNiao_Idle,,0,0,,Monster_DaZuiNiao_Run,Monster_DaZuiNiao_Run,0.1,Monster_DaZuiNiao_BeHit,,Monster_DaZuiNiao_Idle,Monster_DaZuiNiao_Idle,Monster_DaZuiNiao_Death,,,,,,,,,,,,,,,,,,,
10099,人鱼,Monster_RenYu,Monster/Monster_RenYu,MonsterIcon002,Monster_Renyu.png,0.5,1,Monster_RenYu_Idle,0=Monster_RenYu_Idle,,0,0,,Monster_RenYu_Run,Monster_RenYu_Run,0.1,Monster_RenYu_BeHit,,Monster_RenYu_Idle,Monster_RenYu_Idle,Monster_RenYu_Death,,,,,,,,,,,,,,,,,,,
10100,人鱼士兵,Monster_RenYuShiBing,Monster/Monster_RenYuShiBing,MonsterIcon002,Monster_Renyushibing.png,0.5,1,Monster_RenYuShiBing_Idle,0=Monster_RenYuShiBing_Idle,,0,0,,Monster_RenYuShiBing_Run,Monster_RenYuShiBing_Run,0.1,Monster_RenYuShiBing_BeHit,,Monster_RenYuShiBing_Idle,Monster_RenYuShiBing_Idle,Monster_RenYuShiBing_Death,,,,,,,,,,,,,,,,,,,
10101,基尔瑟,Monster_JiErSe,Monster/Monster_JiErSe,MonsterIcon002,Monster_Jierse.png,0.5,1,Monster_JiErSe_Idle,0=Monster_JiErSe_Idle,,0,0,,Monster_JiErSe_Run,Monster_JiErSe_Run,0.1,Monster_JiErSe_BeHit,,Monster_JiErSe_Idle,Monster_JiErSe_Idle,Monster_JiErSe_Death,,,,,,,,,,,,,,,,,,,
10102,黑狐,Monster_HeiHu,Monster/Monster_HeiHu,MonsterIcon002,Monster_Heiku.png,0.5,1,Monster_HeiHu_Idle,0=Monster_HeiHu_Idle,,0,0,,Monster_HeiHu_Run,Monster_HeiHu_Run,0.1,Monster_HeiHu_BeHit,,Monster_HeiHu_Idle,Monster_HeiHu_Idle,Monster_HeiHu_Death,,,,,,,,,,,,,,,,,,,
10103,海盗之王,Monster_HaiDaoZhiWang,Monster/Monster_HaiDaoZhiWang,MonsterIcon_Boss001,Monster_Haidaozhiwang.png,0.5,1,Monster_HaiDaoZhiWang_Idle,0=Monster_HaiDaoZhiWang_Idle,,0,0,,Monster_HaiDaoZhiWang_Run,Monster_HaiDaoZhiWang_Run,0.1,Monster_HaiDaoZhiWang_BeHit,,Monster_HaiDaoZhiWang_Idle,Monster_HaiDaoZhiWang_Skill_Singing,Monster_HaiDaoZhiWang_Death,,,,,,,,,,,,,,,0=0=2=0,,,,
10104,白幽灵,Monster_BaiYouLing,Monster/Monster_BaiYouLing,MonsterIcon003,Monster_Baiyouling.png,0.5,1,Monster_BaiYouLing_Idle,0=Monster_BaiYouLing_Idle,,0,0,,Monster_BaiYouLing_Run,Monster_BaiYouLing_Run,0.1,Monster_BaiYouLing_BeHit,,Monster_BaiYouLing_Idle,Monster_BaiYouLing_Idle,Monster_BaiYouLing_Death,,,,,,,,,,,,,,,,,,,
10105,木乃伊,Monster_MuNaiYi,Monster/Monster_MuNaiYi,MonsterIcon002,Monster_Munaiyi.png,0.5,1,Monster_MuNaiYi_Idle,0=Monster_MuNaiYi_Idle,,0,0,,Monster_MuNaiYi_Run,Monster_MuNaiYi_Run,0.1,Monster_MuNaiYi_BeHit,,Monster_MuNaiYi_Idle,Monster_MuNaiYi_Idle,Monster_MuNaiYi_Death,,,,,,,,,,,,,,,,,,,
10106,狂暴木乃伊,Monster_KuangBaoMuNaiYi,Monster/Monster_KuangBaoMuNaiYi,MonsterIcon002,Monster_Kuangbaomunaiyi.png,0.5,1,Monster_KuangBaoMuNaiYi_Idle,0=Monster_KuangBaoMuNaiYi_Idle,,0,0,,Monster_KuangBaoMuNaiYi_Run,Monster_KuangBaoMuNaiYi_Run,0.1,Monster_KuangBaoMuNaiYi_BeHit,,Monster_KuangBaoMuNaiYi_Idle,Monster_KuangBaoMuNaiYi_Idle,Monster_KuangBaoMuNaiYi_Death,,,,,,,,,,,,,,,,,,,
10107,俄赛里斯,Monster_ESaiLiSi,Monster/Monster_ESaiLiSi,MonsterIcon_Boss001,Monster_Esailisi.png,0.5,1,Monster_ESaiLiSi_Idle,0=Monster_ESaiLiSi_Idle,,0,0,,Monster_ESaiLiSi_Run,Monster_ESaiLiSi_Run,0.1,Monster_ESaiLiSi_BeHit,,Monster_ESaiLiSi_Idle,Monster_ESaiLiSi_Idle,Monster_ESaiLiSi_Death,,,,,,,,,,,,,,,,,,,
10108,黑蚁,Monster_HeiYi,Monster/Monster_HeiYi,MonsterIcon002,Monster_Heiyi.png,0.5,1,Monster_HeiYi_Idle,0=Monster_HeiYi_Idle,,0,0,,Monster_HeiYi_Run,Monster_HeiYi_Run,0.1,Monster_HeiYi_BeHit,,Monster_HeiYi_Idle,Monster_HeiYi_Idle,Monster_HeiYi_Death,,,,,,,,,,,,,,,,,,,
10109,白蚁,Monster_BaiYi,Monster/Monster_BaiYi,MonsterIcon003,Monster_Baiyi.png,0.5,1,Monster_BaiYi_Idle,0=Monster_BaiYi_Idle,,0,0,,Monster_BaiYi_Run,Monster_BaiYi_Run,0.1,Monster_BaiYi_BeHit,,Monster_BaiYi_Idle,Monster_BaiYi_Idle,Monster_BaiYi_Death,,,,,,,,,,,,,,,,,,,
