Profession,STR,INT,AGI,DEX,VIT,LUK
流派,力量,智力,敏捷,灵巧,体力,幸运
16|300001,1,33,1,3,,1
17|300001,1,34,1,4,,1
18|300001,1,35,1,4,,1
19|300001,1,36,1,5,,1
20|300001,1,37,1,5,,1
21|300001,1,38,1,6,,1
22|300001,1,39,1,7,,1
23|300001,1,40,1,8,,1
24|300001,1,41,1,8,,1
25|300001,1,42,1,9,,1
26|300001,1,43,1,9,,1
27|300001,1,44,1,10,,1
28|300001,1,45,1,10,,1
29|300001,1,46,1,10,,1
30|300001,1,48,1,10,,1
31|300001,1,49,1,11,,1
32|300001,1,50,1,12,,1
33|300001,1,51,1,12,,1
34|300001,1,52,1,13,,1
35|300001,1,53,1,14,,1
36|300001,1,54,1,15,,1
37|300001,1,55,1,16,,1
38|300001,1,56,1,17,,1
39|300001,1,57,1,18,,1
40|300001,1,58,1,19,,1
41|300001,1,59,1,20,,1
42|300001,1,60,1,20,,1
43|300001,1,61,1,20,,1
44|300001,1,62,1,20,,1
45|300001,1,63,1,20,,1
46|300001,1,64,1,21,,1
47|300001,1,65,1,22,,1
48|300001,1,66,1,23,,1
49|300001,1,67,1,24,,1
50|300001,1,68,1,25,,1
51|300001,1,69,1,26,,1
52|300001,1,70,1,26,,1
53|300001,1,71,1,27,,1
54|300001,1,72,1,28,,1
55|300001,1,73,1,29,,1
56|300001,1,74,1,30,,1
57|300001,1,75,1,30,,1
58|300001,1,76,1,30,,1
59|300001,1,77,1,30,,1
60|300001,1,78,1,30,,1
61|300001,1,79,1,31,,1
62|300001,1,80,1,32,,1
63|300001,1,81,1,33,,1
64|300001,1,82,1,34,,1
65|300001,1,83,1,35,,1
66|300001,1,84,1,36,,1
67|300001,1,85,1,37,,1
68|300001,1,86,1,38,,1
69|300001,1,87,1,39,,1
70|300001,1,88,1,40,,1
71|300001,1,89,1,41,,1
72|300001,1,90,1,42,,1
73|300001,1,91,1,43,,1
74|300001,1,92,1,44,,1
75|300001,1,93,1,45,,1
76|300001,1,94,1,46,,1
77|300001,1,95,1,46,,1
78|300001,1,96,1,46,,1
79|300001,1,97,1,46,,1
80|300001,1,98,1,46,,1
81|300001,1,99,1,46,,1
82|300001,1,99,1,48,,1
83|300001,1,99,1,50,30,1
84|300001,1,99,1,52,31,1
85|300001,1,99,1,54,32,1
86|300001,1,99,1,56,33,1
87|300001,1,99,1,58,34,1
88|300001,1,99,1,60,35,1
89|300001,1,99,1,62,36,1
90|300001,1,99,1,64,37,1
91|300001,1,99,1,66,38,1
92|300001,1,99,1,68,39,1
93|300001,1,99,1,70,40,1
94|300001,1,99,1,72,40,1
95|300001,1,99,1,74,41,1
96|300001,1,99,1,76,41,1
97|300001,1,99,1,78,42,1
98|300001,1,99,1,80,42,1
99|300001,1,99,1,82,43,1
100|300001,1,99,1,84,43,1
101|300001,1,99,1,86,44,1
102|300001,1,99,1,88,44,1
103|300001,1,99,1,90,44,1
104|300001,1,99,1,92,45,1
105|300001,1,99,1,94,45,1
106|300001,1,99,1,96,45,1
107|300001,1,99,1,98,45,1
108|300001,1,99,1,99,47,1
109|300001,1,99,1,99,51,1
110|300001,1,99,1,99,54,1
111|300001,1,99,1,99,57,1
112|300001,1,99,1,99,60,1
113|300001,1,99,1,99,63,1
114|300001,1,99,1,99,66,1
115|300001,1,99,1,99,69,1
116|300001,1,99,1,99,72,1
117|300001,1,99,1,99,75,1
118|300001,1,99,1,99,77,1
119|300001,1,99,1,99,80,1
120|300001,1,99,1,99,82,1
121|300001,1,99,1,99,85,1
122|300001,1,99,1,99,87,1
123|300001,1,99,1,99,90,1
124|300001,1,99,1,99,92,1
125|300001,1,99,1,99,94,1
126|300001,1,99,1,99,96,1
127|300001,2,99,1,99,99,1
128|300001,12,99,1,99,99,1
129|300001,20,99,1,99,99,1
130|300001,26,99,1,99,99,1
131|300001,32,99,1,99,99,1
132|300001,37,99,1,99,99,1
133|300001,42,99,1,99,99,1
134|300001,46,99,1,99,99,1
135|300001,50,99,1,99,99,1
136|300001,54,99,1,99,99,1
137|300001,58,99,1,99,99,1
138|300001,61,99,1,99,99,1
139|300001,64,99,1,99,99,1
140|300001,67,99,1,99,99,1
141|300001,71,99,1,99,99,1
142|300001,74,99,1,99,99,1
143|300001,77,99,1,99,99,1
144|300001,79,99,1,99,99,1
145|300001,82,99,1,99,99,1
146|300001,85,99,1,99,99,1
147|300001,88,99,1,99,99,1
148|300001,90,99,1,99,99,1
149|300001,93,99,1,99,99,1
150|300001,95,99,1,99,99,1
151|300001,98,99,1,99,99,1
152|300001,99,99,1,99,99,1
153|300001,99,99,99,99,99,99
154|300001,99,99,99,99,99,99
155|300001,99,99,99,99,99,99
156|300001,99,99,99,99,99,99
157|300001,99,99,99,99,99,99
158|300001,99,99,99,99,99,99
159|300001,99,99,99,99,99,99
160|300001,99,99,99,99,99,99
161|300001,99,99,99,99,99,99
162|300001,99,99,99,99,99,99
163|300001,99,99,99,99,99,99
164|300001,99,99,99,99,99,99
165|300001,99,99,99,99,99,99
166|300001,99,99,99,99,99,99
167|300001,99,99,99,99,99,99
168|300001,99,99,99,99,99,99
169|300001,99,99,99,99,99,99
170|300001,99,99,99,99,99,99
171|300001,99,99,99,99,99,99
172|300001,99,99,99,99,99,99
173|300001,99,99,99,99,99,99
174|300001,99,99,99,99,99,99
175|300001,99,99,99,99,99,99
176|300001,99,99,99,99,99,99
177|300001,99,99,99,99,99,99
178|300001,99,99,99,99,99,99
179|300001,99,99,99,99,99,99
180|300001,99,99,99,99,99,99
181|300001,99,99,99,99,99,99
182|300001,99,99,99,99,99,99
183|300001,99,99,99,99,99,99
184|300001,99,99,99,99,99,99
185|300001,99,99,99,99,99,99
186|300001,99,99,99,99,99,99
187|300001,99,99,99,99,99,99
188|300001,99,99,99,99,99,99
189|300001,99,99,99,99,99,99
190|300001,99,99,99,99,99,99
191|300001,99,99,99,99,99,99
192|300001,99,99,99,99,99,99
193|300001,99,99,99,99,99,99
194|300001,99,99,99,99,99,99
195|300001,99,99,99,99,99,99
196|300001,99,99,99,99,99,99
197|300001,99,99,99,99,99,99
198|300001,99,99,99,99,99,99
199|300001,99,99,99,99,99,99
200|300001,99,99,99,99,99,99
1|300002,1,1,1,1,1,1
2|300002,1,2,1,1,1,1
3|300002,1,4,1,1,1,1
4|300002,1,4,1,1,2,1
5|300002,1,6,1,1,2,1
6|300002,1,8,1,1,2,1
7|300002,1,9,1,1,2,1
8|300002,1,11,1,1,2,1
9|300002,1,12,1,1,2,1
10|300002,1,13,1,1,2,1
11|300002,1,28,1,1,2,1
12|300002,1,29,1,1,3,1
13|300002,1,30,1,1,3,1
14|300002,1,31,1,1,3,1
15|300002,1,32,1,1,3,1
16|300002,1,33,1,1,3,1
17|300002,1,34,1,1,4,1
18|300002,1,35,1,1,4,1
19|300002,1,36,1,1,5,1
20|300002,1,37,1,1,5,1
21|300002,1,38,1,1,6,1
22|300002,1,39,1,1,7,1
23|300002,1,40,1,1,8,1
24|300002,1,41,1,1,8,1
25|300002,1,42,1,1,9,1
26|300002,1,43,1,1,9,1
27|300002,1,44,1,1,10,1
28|300002,1,45,1,1,10,1
29|300002,1,46,1,1,10,1
30|300002,1,48,1,1,10,1
31|300002,1,49,1,1,10,1
32|300002,1,50,1,1,10,1
33|300002,1,52,1,1,10,1
34|300002,1,53,1,1,10,1
35|300002,1,54,1,1,10,1
36|300002,1,56,1,1,10,1
37|300002,1,57,1,1,10,1
38|300002,1,59,1,1,10,1
39|300002,1,60,1,2,10,1
40|300002,1,61,1,3,10,1
41|300002,1,62,1,4,10,1
42|300002,1,63,1,6,10,1
43|300002,1,64,1,7,10,1
44|300002,1,65,1,9,10,1
45|300002,1,66,1,10,10,1
46|300002,1,67,1,11,10,1
47|300002,1,68,1,12,10,1
48|300002,1,69,1,14,10,1
49|300002,1,70,1,15,10,1
50|300002,1,71,1,16,10,1
51|300002,1,72,1,17,10,1
52|300002,1,73,1,18,10,1
53|300002,1,74,1,19,10,1
54|300002,1,75,1,20,10,1
55|300002,1,76,1,21,10,1
56|300002,1,77,1,23,10,1
57|300002,1,78,1,24,10,1
58|300002,1,79,1,25,10,1
59|300002,1,80,1,26,10,1
60|300002,1,80,1,29,11,1
61|300002,1,80,1,32,11,1
62|300002,1,80,1,35,11,1
63|300002,1,80,1,38,11,1
64|300002,1,80,1,40,12,1
65|300002,1,80,1,42,13,1
66|300002,1,80,1,45,13,1
67|300002,1,80,1,47,14,1
68|300002,1,80,1,49,15,1
69|300002,1,80,1,51,15,1
70|300002,1,80,1,53,15,1
71|300002,1,80,1,56,15,1
72|300002,1,80,1,58,15,1
73|300002,1,80,1,60,15,1
74|300002,1,80,1,63,15,1
75|300002,1,80,1,65,15,1
76|300002,1,80,1,67,15,1
77|300002,1,80,1,69,15,1
78|300002,1,80,1,71,15,1
79|300002,1,81,1,72,15,1
80|300002,1,82,1,73,15,1
81|300002,1,83,1,74,15,1
82|300002,1,84,1,75,15,1
83|300002,1,85,1,76,15,1
84|300002,1,86,1,77,15,1
85|300002,1,87,1,78,15,1
86|300002,1,88,1,79,15,1
87|300002,1,89,1,80,15,1
88|300002,1,90,1,81,15,1
89|300002,1,91,1,82,15,1
90|300002,1,92,1,83,15,1
91|300002,1,93,1,84,15,1
92|300002,1,94,1,85,15,1
93|300002,1,95,1,86,15,1
94|300002,1,96,1,87,15,1
95|300002,1,97,1,88,15,1
96|300002,1,98,1,89,15,1
97|300002,1,99,1,90,15,1
98|300002,1,99,1,92,15,1
99|300002,1,99,1,94,15,1
100|300002,1,99,1,96,15,1
101|300002,1,99,1,98,15,1
102|300002,1,99,1,99,19,1
103|300002,1,99,1,99,25,2
104|300002,1,99,1,99,30,3
105|300002,1,99,1,99,34,4
106|300002,1,99,1,99,38,6
107|300002,1,99,1,99,42,6
108|300002,1,99,1,99,45,6
109|300002,1,99,1,99,49,6
110|300002,1,99,1,99,52,6
111|300002,1,99,1,99,56,6
112|300002,1,99,1,99,59,6
113|300002,1,99,1,99,62,6
114|300002,1,99,1,99,65,6
115|300002,1,99,1,99,68,6
116|300002,1,99,1,99,71,6
117|300002,1,99,1,99,74,6
118|300002,1,99,1,99,76,6
119|300002,1,99,1,99,79,6
120|300002,1,99,1,99,81,6
121|300002,1,99,1,99,84,6
122|300002,1,99,1,99,86,6
123|300002,1,99,1,99,89,6
124|300002,1,99,1,99,91,6
125|300002,1,99,1,99,93,6
126|300002,1,99,1,99,96,6
127|300002,1,99,1,99,98,7
128|300002,1,99,1,99,99,12
129|300002,1,99,1,99,99,20
130|300002,1,99,1,99,99,26
131|300002,1,99,1,99,99,32
132|300002,1,99,1,99,99,37
133|300002,1,99,1,99,99,42
134|300002,1,99,1,99,99,46
135|300002,1,99,1,99,99,50
136|300002,1,99,1,99,99,54
137|300002,1,99,1,99,99,58
138|300002,1,99,1,99,99,61
139|300002,1,99,1,99,99,64
140|300002,1,99,1,99,99,67
141|300002,1,99,1,99,99,71
142|300002,1,99,1,99,99,74
143|300002,1,99,1,99,99,77
144|300002,1,99,1,99,99,79
145|300002,1,99,1,99,99,82
146|300002,1,99,1,99,99,85
147|300002,1,99,1,99,99,88
148|300002,1,99,1,99,99,90
149|300002,1,99,1,99,99,93
150|300002,1,99,1,99,99,95
151|300002,1,99,1,99,99,98
152|300002,99,99,99,99,99,99
153|300002,99,99,99,99,99,99
154|300002,99,99,99,99,99,99
155|300002,99,99,99,99,99,99
156|300002,99,99,99,99,99,99
157|300002,99,99,99,99,99,99
158|300002,99,99,99,99,99,99
159|300002,99,99,99,99,99,99
160|300002,99,99,99,99,99,99
161|300002,99,99,99,99,99,99
162|300002,99,99,99,99,99,99
163|300002,99,99,99,99,99,99
164|300002,99,99,99,99,99,99
165|300002,99,99,99,99,99,99
166|300002,99,99,99,99,99,99
167|300002,99,99,99,99,99,99
168|300002,99,99,99,99,99,99
169|300002,99,99,99,99,99,99
170|300002,99,99,99,99,99,99
171|300002,99,99,99,99,99,99
172|300002,99,99,99,99,99,99
173|300002,99,99,99,99,99,99
174|300002,99,99,99,99,99,99
175|300002,99,99,99,99,99,99
176|300002,99,99,99,99,99,99
177|300002,99,99,99,99,99,99
178|300002,99,99,99,99,99,99
179|300002,99,99,99,99,99,99
180|300002,99,99,99,99,99,99
181|300002,99,99,99,99,99,99
182|300002,99,99,99,99,99,99
183|300002,99,99,99,99,99,99
184|300002,99,99,99,99,99,99
185|300002,99,99,99,99,99,99
186|300002,99,99,99,99,99,99
187|300002,99,99,99,99,99,99
188|300002,99,99,99,99,99,99
189|300002,99,99,99,99,99,99
190|300002,99,99,99,99,99,99
191|300002,99,99,99,99,99,99
192|300002,99,99,99,99,99,99
193|300002,99,99,99,99,99,99
194|300002,99,99,99,99,99,99
195|300002,99,99,99,99,99,99
196|300002,99,99,99,99,99,99
197|300002,99,99,99,99,99,99
198|300002,99,99,99,99,99,99
199|300002,99,99,99,99,99,99
200|300002,99,99,99,99,99,99
1|300003,1,1,1,1,1,1
2|300003,2,1,1,1,1,1
3|300003,4,1,1,1,1,1
4|300003,4,1,2,1,1,1
5|300003,6,1,2,1,1,1
6|300003,8,1,2,1,1,1
7|300003,9,1,2,1,1,1
8|300003,11,1,2,1,1,1
9|300003,12,1,2,1,1,1
10|300003,13,1,2,1,1,1
11|300003,28,1,2,1,1,1
12|300003,29,1,3,1,1,1
13|300003,30,1,3,1,1,1
14|300003,31,1,3,1,1,1
15|300003,32,1,3,1,1,1
16|300003,33,1,3,1,1,1
17|300003,34,1,4,1,1,1
18|300003,34,1,6,2,1,1
19|300003,34,1,8,3,1,1
20|300003,34,1,10,3,1,1
21|300003,34,1,11,5,1,1
22|300003,35,1,12,5,1,1
23|300003,36,1,12,6,1,1
24|300003,37,1,12,7,1,1
25|300003,37,1,13,9,1,1
26|300003,38,1,13,10,1,1
27|300003,38,1,15,10,1,1
28|300003,38,1,18,10,1,1
29|300003,38,1,20,10,1,1
30|300003,38,1,22,10,1,1
31|300003,39,1,23,10,1,1
32|300003,40,1,24,10,1,1
33|300003,41,1,25,10,1,1
34|300003,42,1,25,11,1,1
35|300003,43,1,25,12,1,1
36|300003,44,1,25,13,1,1
37|300003,45,1,25,14,1,1
38|300003,46,1,25,15,1,2
39|300003,47,1,25,16,1,3
40|300003,47,1,26,17,1,4
41|300003,47,1,28,18,1,4
42|300003,48,1,29,18,1,4
43|300003,49,1,30,18,1,4
44|300003,50,1,31,18,1,4
45|300003,50,1,33,18,1,4
46|300003,50,1,35,18,1,5
47|300003,51,1,36,18,1,6
48|300003,52,1,37,18,1,6
49|300003,53,1,38,18,1,6
50|300003,54,1,39,18,1,6
51|300003,55,1,40,18,1,6
52|300003,56,1,41,18,1,6
53|300003,57,1,42,18,1,6
54|300003,58,1,43,18,1,6
55|300003,59,1,44,18,1,6
56|300003,60,1,45,18,1,6
57|300003,61,1,46,18,1,6
58|300003,62,1,47,18,1,6
59|300003,63,1,48,18,1,6
60|300003,64,1,49,18,1,6
61|300003,65,1,50,18,1,6
62|300003,66,1,51,18,1,6
63|300003,67,1,52,18,1,6
64|300003,68,1,53,18,1,6
65|300003,69,1,54,18,1,6
66|300003,70,1,55,18,1,6
67|300003,70,1,56,18,1,10
68|300003,70,1,57,18,1,13
69|300003,70,1,58,18,1,16
70|300003,70,1,59,18,1,19
71|300003,70,1,60,18,1,21
72|300003,70,1,61,18,1,23
73|300003,70,1,62,18,1,25
74|300003,70,1,63,18,1,28
75|300003,70,1,64,18,1,30
76|300003,70,1,65,18,1,32
77|300003,70,1,66,18,1,34
78|300003,70,1,67,18,1,36
79|300003,70,1,68,18,1,38
80|300003,70,1,69,18,1,39
81|300003,70,1,70,18,1,41
82|300003,70,1,71,18,1,43
83|300003,70,1,72,18,1,44
84|300003,70,1,73,18,1,46
85|300003,70,1,74,18,1,48
86|300003,70,1,75,18,1,49
87|300003,70,1,76,18,1,51
88|300003,70,1,77,18,1,53
89|300003,70,1,78,18,1,54
90|300003,70,1,79,18,1,56
91|300003,70,1,80,18,1,57
92|300003,71,1,80,18,1,59
93|300003,72,1,80,18,1,60
94|300003,73,1,80,18,1,62
95|300003,74,1,80,18,1,63
96|300003,75,1,80,18,1,65
97|300003,76,1,80,18,1,67
98|300003,77,1,80,18,1,68
99|300003,79,1,80,18,1,69
100|300003,80,1,80,19,1,70
101|300003,81,1,81,20,1,70
102|300003,82,1,82,20,1,70
103|300003,83,1,83,20,1,70
104|300003,84,1,85,20,1,70
105|300003,85,1,86,20,1,70
106|300003,86,1,87,20,1,70
107|300003,87,1,88,20,1,71
108|300003,88,1,89,20,1,71
109|300003,89,1,90,20,1,71
110|300003,90,1,91,21,1,71
111|300003,91,1,92,22,1,71
112|300003,92,1,93,22,1,71
113|300003,93,1,94,23,1,71
114|300003,94,1,95,23,1,71
115|300003,95,1,96,23,1,71
116|300003,96,1,97,24,1,71
117|300003,97,1,98,25,1,71
118|300003,98,1,99,25,1,71
119|300003,99,1,99,26,1,72
120|300003,99,1,99,28,1,74
121|300003,99,1,99,29,1,76
122|300003,99,1,99,30,1,78
123|300003,99,1,99,30,1,81
124|300003,99,1,99,31,1,83
125|300003,99,1,99,32,1,85
126|300003,99,1,99,33,1,87
127|300003,99,1,99,34,1,89
128|300003,99,1,99,34,1,91
129|300003,99,1,99,35,1,93
130|300003,99,1,99,35,3,95
131|300003,99,1,99,35,5,97
132|300003,99,1,99,35,7,99
133|300003,99,1,99,35,16,99
134|300003,99,1,99,35,23,99
135|300003,99,1,99,35,30,99
136|300003,99,1,99,35,35,99
137|300003,99,1,99,35,40,99
138|300003,99,1,99,35,44,99
139|300003,99,1,99,36,48,99
140|300003,99,1,99,37,51,99
141|300003,99,1,99,38,54,99
142|300003,99,1,99,39,57,99
143|300003,99,1,99,40,60,99
144|300003,99,1,99,40,63,99
145|300003,99,1,99,41,66,99
146|300003,99,1,99,41,69,99
147|300003,99,1,99,41,72,99
148|300003,99,1,99,41,75,99
149|300003,99,1,99,41,78,99
150|300003,99,1,99,43,80,99
151|300003,99,1,99,47,80,99
152|300003,99,1,99,52,80,99
153|300003,99,1,99,56,80,99
154|300003,99,1,99,59,80,99
155|300003,99,1,99,63,80,99
156|300003,99,1,99,66,80,99
157|300003,99,1,99,70,80,99
158|300003,99,1,99,73,80,99
159|300003,99,1,99,76,80,99
160|300003,99,1,99,79,80,99
161|300003,99,1,99,82,80,99
162|300003,99,1,99,85,80,99
163|300003,99,1,99,88,80,99
164|300003,99,1,99,90,80,99
165|300003,99,1,99,93,80,99
166|300003,99,1,99,96,80,99
167|300003,99,1,99,98,80,99
168|300003,99,1,99,99,82,99
169|300003,99,1,99,99,85,99
170|300003,99,1,99,99,88,99
171|300003,99,1,99,99,91,99
172|300003,99,1,99,99,94,99
173|300003,99,1,99,99,96,99
174|300003,99,99,99,99,99,99
175|300003,99,99,99,99,99,99
176|300003,99,99,99,99,99,99
177|300003,99,99,99,99,99,99
178|300003,99,99,99,99,99,99
179|300003,99,99,99,99,99,99
180|300003,99,99,99,99,99,99
181|300003,99,99,99,99,99,99
182|300003,99,99,99,99,99,99
183|300003,99,99,99,99,99,99
184|300003,99,99,99,99,99,99
185|300003,99,99,99,99,99,99
186|300003,99,99,99,99,99,99
187|300003,99,99,99,99,99,99
188|300003,99,99,99,99,99,99
189|300003,99,99,99,99,99,99
190|300003,99,99,99,99,99,99
191|300003,99,99,99,99,99,99
192|300003,99,99,99,99,99,99
193|300003,99,99,99,99,99,99
194|300003,99,99,99,99,99,99
195|300003,99,99,99,99,99,99
196|300003,99,99,99,99,99,99
197|300003,99,99,99,99,99,99
198|300003,99,99,99,99,99,99
199|300003,99,99,99,99,99,99
200|300003,99,99,99,99,99,99
1|300004,1,1,1,1,,1
2|300004,1,2,1,1,,1
3|300004,1,4,1,1,,1
4|300004,1,5,1,1,,1
5|300004,1,7,1,1,,1
6|300004,1,9,1,1,,1
7|300004,1,10,1,1,,1
8|300004,1,11,1,1,,1
9|300004,1,13,1,1,,1
10|300004,1,14,1,1,,1
11|300004,1,28,1,2,,1
12|300004,1,29,1,3,,1
13|300004,1,30,1,3,,1
14|300004,1,31,1,3,,1
15|300004,1,32,1,3,,1
16|300004,1,33,1,3,,1
17|300004,1,34,1,4,,1
18|300004,1,35,1,4,,1
19|300004,1,36,1,5,,1
20|300004,1,37,1,5,,1
21|300004,1,38,1,6,,1
22|300004,1,39,1,7,,1
23|300004,1,40,1,8,,1
24|300004,1,41,1,8,,1
25|300004,1,42,1,9,,1
26|300004,1,43,1,9,,1
27|300004,1,44,1,10,,1
28|300004,1,45,1,10,,1
29|300004,1,46,1,10,,1
30|300004,1,48,1,10,,1
31|300004,1,49,1,11,,1
32|300004,1,50,1,12,,1
33|300004,1,51,1,12,,1
34|300004,1,52,1,13,,1
35|300004,1,53,1,14,,1
36|300004,1,54,1,15,,1
37|300004,1,55,1,16,,1
38|300004,1,56,1,17,,1
39|300004,1,57,1,18,,1
40|300004,1,58,1,19,,1
41|300004,1,59,1,20,,1
42|300004,1,60,1,20,,1
43|300004,1,61,1,20,,1
44|300004,1,62,1,20,,1
45|300004,1,63,1,20,,1
46|300004,1,64,1,21,,1
47|300004,1,65,1,22,,1
48|300004,1,66,1,23,,1
49|300004,1,67,1,24,,1
50|300004,1,68,1,25,,1
51|300004,1,69,1,26,,1
52|300004,1,70,1,26,,1
53|300004,1,71,1,27,,1
54|300004,1,72,1,28,,1
55|300004,1,73,1,29,,1
56|300004,1,74,1,30,,1
57|300004,1,75,1,30,,1
58|300004,1,76,1,30,,1
59|300004,1,77,1,30,,1
60|300004,1,78,1,30,,1
61|300004,1,79,1,31,,1
62|300004,1,80,1,32,,1
63|300004,1,81,1,33,,1
64|300004,1,82,1,34,,1
65|300004,1,83,1,35,,1
66|300004,1,84,1,36,,1
67|300004,1,85,1,37,,1
68|300004,1,86,1,38,,1
69|300004,1,87,1,39,,1
70|300004,1,88,1,40,,1
71|300004,1,89,1,41,,1
72|300004,1,90,1,42,,1
73|300004,1,91,1,43,,1
74|300004,1,92,1,44,,1
75|300004,1,93,1,45,,1
76|300004,1,94,1,46,,1
77|300004,1,95,1,46,,1
78|300004,1,96,1,46,,1
79|300004,1,97,1,46,,1
80|300004,1,98,1,46,,1
81|300004,1,99,1,46,,1
82|300004,1,99,1,48,,1
83|300004,1,99,1,50,30,1
84|300004,1,99,1,52,31,1
85|300004,1,99,1,54,32,1
86|300004,1,99,1,56,33,1
87|300004,1,99,1,58,34,1
88|300004,1,99,1,60,35,1
89|300004,1,99,1,62,36,1
90|300004,1,99,1,64,37,1
91|300004,1,99,1,66,38,1
92|300004,1,99,1,68,39,1
93|300004,1,99,1,70,40,1
94|300004,1,99,1,72,40,1
95|300004,1,99,1,74,41,1
96|300004,1,99,1,76,41,1
97|300004,1,99,1,78,42,1
98|300004,1,99,1,80,42,1
99|300004,1,99,1,82,43,1
100|300004,1,99,1,84,43,1
101|300004,1,99,1,86,44,1
102|300004,1,99,1,88,44,1
103|300004,1,99,1,90,44,1
104|300004,1,99,1,92,45,1
105|300004,1,99,1,94,45,1
106|300004,1,99,1,96,45,1
107|300004,1,99,1,98,45,1
108|300004,1,99,1,99,47,1
109|300004,1,99,1,99,51,1
110|300004,1,99,1,99,54,1
111|300004,1,99,1,99,57,1
112|300004,1,99,1,99,60,1
113|300004,1,99,1,99,63,1
114|300004,1,99,1,99,66,1
115|300004,1,99,1,99,69,1
116|300004,1,99,1,99,72,1
117|300004,1,99,1,99,75,1
118|300004,1,99,1,99,77,1
119|300004,1,99,1,99,80,1
120|300004,1,99,1,99,82,1
121|300004,1,99,1,99,85,1
122|300004,1,99,1,99,87,1
123|300004,1,99,1,99,90,1
124|300004,1,99,1,99,92,1
125|300004,1,99,1,99,94,1
126|300004,1,99,1,99,96,1
127|300004,2,99,1,99,99,1
128|300004,12,99,1,99,99,1
129|300004,20,99,1,99,99,1
130|300004,26,99,1,99,99,1
131|300004,32,99,1,99,99,1
132|300004,37,99,1,99,99,1
133|300004,42,99,1,99,99,1
134|300004,46,99,1,99,99,1
135|300004,50,99,1,99,99,1
136|300004,54,99,1,99,99,1
137|300004,58,99,1,99,99,1
138|300004,61,99,1,99,99,1
139|300004,64,99,1,99,99,1
140|300004,67,99,1,99,99,1
141|300004,71,99,1,99,99,1
142|300004,74,99,1,99,99,1
143|300004,77,99,1,99,99,1
144|300004,79,99,1,99,99,1
145|300004,82,99,1,99,99,1
146|300004,85,99,1,99,99,1
147|300004,88,99,1,99,99,1
148|300004,90,99,1,99,99,1
149|300004,93,99,1,99,99,1
150|300004,95,99,1,99,99,1
151|300004,98,99,1,99,99,1
152|300004,99,99,1,99,99,1
153|300004,99,99,99,99,99,99
154|300004,99,99,99,99,99,99
155|300004,99,99,99,99,99,99
156|300004,99,99,99,99,99,99
157|300004,99,99,99,99,99,99
158|300004,99,99,99,99,99,99
159|300004,99,99,99,99,99,99
160|300004,99,99,99,99,99,99
161|300004,99,99,99,99,99,99
162|300004,99,99,99,99,99,99
163|300004,99,99,99,99,99,99
164|300004,99,99,99,99,99,99
165|300004,99,99,99,99,99,99
166|300004,99,99,99,99,99,99
167|300004,99,99,99,99,99,99
168|300004,99,99,99,99,99,99
169|300004,99,99,99,99,99,99
170|300004,99,99,99,99,99,99
171|300004,99,99,99,99,99,99
172|300004,99,99,99,99,99,99
173|300004,99,99,99,99,99,99
174|300004,99,99,99,99,99,99
175|300004,99,99,99,99,99,99
176|300004,99,99,99,99,99,99
177|300004,99,99,99,99,99,99
178|300004,99,99,99,99,99,99
179|300004,99,99,99,99,99,99
180|300004,99,99,99,99,99,99
181|300004,99,99,99,99,99,99
182|300004,99,99,99,99,99,99
183|300004,99,99,99,99,99,99
184|300004,99,99,99,99,99,99
185|300004,99,99,99,99,99,99
186|300004,99,99,99,99,99,99
187|300004,99,99,99,99,99,99
188|300004,99,99,99,99,99,99
189|300004,99,99,99,99,99,99
190|300004,99,99,99,99,99,99
191|300004,99,99,99,99,99,99
192|300004,99,99,99,99,99,99
193|300004,99,99,99,99,99,99
194|300004,99,99,99,99,99,99
195|300004,99,99,99,99,99,99
196|300004,99,99,99,99,99,99
197|300004,99,99,99,99,99,99
198|300004,99,99,99,99,99,99
199|300004,99,99,99,99,99,99
200|300004,99,99,99,99,99,99
1|300005,1,1,1,1,1,1
2|300005,1,2,1,1,1,1
3|300005,1,4,1,1,1,1
4|300005,1,4,1,1,2,1
5|300005,1,6,1,1,2,1
6|300005,1,8,1,1,2,1
7|300005,1,9,1,1,2,1
8|300005,1,11,1,1,2,1
9|300005,1,12,1,1,2,1
10|300005,1,13,1,1,2,1
11|300005,1,28,1,1,2,1
12|300005,1,29,1,1,3,1
13|300005,1,30,1,1,3,1
14|300005,1,31,1,1,3,1
15|300005,1,32,1,1,3,1
16|300005,1,33,1,1,3,1
17|300005,1,34,1,1,4,1
18|300005,1,35,1,1,4,1
19|300005,1,36,1,1,5,1
20|300005,1,37,1,1,5,1
21|300005,1,38,1,1,6,1
22|300005,1,39,1,1,7,1
23|300005,1,40,1,1,8,1
24|300005,1,41,1,1,8,1
25|300005,1,42,1,1,9,1
26|300005,1,43,1,1,9,1
27|300005,1,44,1,1,10,1
28|300005,1,45,1,1,10,1
29|300005,1,46,1,1,10,1
30|300005,1,48,1,1,10,1
31|300005,1,49,1,1,10,1
32|300005,1,50,1,1,10,1
33|300005,1,52,1,1,10,1
34|300005,1,53,1,1,10,1
35|300005,1,54,1,1,10,1
36|300005,1,56,1,1,10,1
37|300005,1,57,1,1,10,1
38|300005,1,59,1,1,10,1
39|300005,1,60,1,2,10,1
40|300005,1,61,1,3,10,1
41|300005,1,62,1,4,10,1
42|300005,1,63,1,6,10,1
43|300005,1,64,1,7,10,1
44|300005,1,65,1,9,10,1
