Id,WheelId,ProfessionId,Level,SkillOne,SkillTwo,Weight,Life,BornWeight,BorntimesLimit,ComposeWeight,ComposetimesLimit
435,3024023,5101,4,5101201,5101202,4,30,7000,0,7000,0
436,3024023,5101,5,5101202,5101202,5,30,1,10000,1,10000
437,3024024,5101,1,5101301,0,6,30,499999,0,499999,0
438,3024024,5101,2,5101302,0,6,30,434000,0,434000,0
439,3024024,5101,3,5101301,5101302,6,30,60000,0,60000,0
440,3024024,5101,4,5101301,5101302,5,30,6000,0,6000,0
441,3024024,5101,5,5101302,5101302,6,30,1,10000,1,10000
442,3024025,5101,1,5101401,0,7,30,499999,0,499999,0
443,3024025,5101,2,5101402,0,7,30,434000,0,437000,0
444,3024025,5101,3,5101401,5101402,7,30,60000,0,60000,0
445,3024025,5101,4,5101401,5101402,5,30,6000,0,3000,0
446,3024025,5101,5,5101402,5101402,7,30,1,10000,1,10000
447,3024022,6101,1,6101101,0,4,30,499999,0,499999,0
448,3024022,6101,2,6101102,0,4,30,434000,0,434000,0
449,3024022,6101,3,6101101,6101102,4,30,59000,0,59000,0
450,3024022,6101,4,6101101,6101102,3,30,7000,0,7000,0
451,3024022,6101,5,6101102,6101102,4,30,1,10000,1,10000
452,3024023,6101,1,6101201,0,5,30,499999,0,499999,0
453,3024023,6101,2,6101202,0,5,30,434000,0,434000,0
454,3024023,6101,3,6101201,6101202,5,30,59000,0,59000,0
455,3024023,6101,4,6101201,6101202,4,30,7000,0,7000,0
456,3024023,6101,5,6101202,6101202,5,30,1,10000,1,10000
457,3024024,6101,1,6101301,0,6,30,499999,0,499999,0
458,3024024,6101,2,6101302,0,6,30,434000,0,434000,0
459,3024024,6101,3,6101301,6101302,6,30,60000,0,60000,0
460,3024024,6101,4,6101301,6101302,5,30,6000,0,6000,0
461,3024024,6101,5,6101302,6101302,6,30,1,10000,1,10000
462,3024025,6101,1,6101401,0,7,30,499999,0,499999,0
463,3024025,6101,2,6101402,0,7,30,434000,0,437000,0
464,3024025,6101,3,6101401,6101402,7,30,60000,0,60000,0
465,3024025,6101,4,6101401,6101402,5,30,6000,0,3000,0
466,3024025,6101,5,6101402,6101402,7,30,1,10000,1,10000
467,3024022,7101,1,7101101,0,4,30,499999,0,499999,0
468,3024022,7101,2,7101102,0,4,30,434000,0,434000,0
469,3024022,7101,3,7101101,7101102,4,30,59000,0,59000,0
470,3024022,7101,4,7101101,7101102,3,30,7000,0,7000,0
471,3024022,7101,5,7101102,7101102,4,30,1,10000,1,10000
472,3024023,7101,1,7101201,0,5,30,499999,0,499999,0
473,3024023,7101,2,7101202,0,5,30,434000,0,434000,0
474,3024023,7101,3,7101201,7101202,5,30,59000,0,59000,0
475,3024023,7101,4,7101201,7101202,4,30,7000,0,7000,0
476,3024023,7101,5,7101202,7101202,5,30,1,10000,1,10000
477,3024024,7101,1,7101301,0,6,30,499999,0,499999,0
478,3024024,7101,2,7101302,0,6,30,434000,0,434000,0
479,3024024,7101,3,7101301,7101302,6,30,60000,0,60000,0
480,3024024,7101,4,7101301,7101302,5,30,6000,0,6000,0
481,3024024,7101,5,7101302,7101302,6,30,1,10000,1,10000
482,3024025,7101,1,7101401,0,7,30,499999,0,499999,0
483,3024025,7101,2,7101402,0,7,30,434000,0,437000,0
484,3024025,7101,3,7101401,7101402,7,30,60000,0,60000,0
485,3024025,7101,4,7101401,7101402,5,30,6000,0,3000,0
486,3024025,7101,5,7101402,7101402,7,30,1,10000,1,10000
487,3024022,7201,1,7201101,0,4,30,499999,0,499999,0
488,3024022,7201,2,7201102,0,4,30,434000,0,434000,0
489,3024022,7201,3,7201101,7201102,4,30,59000,0,59000,0
490,3024022,7201,4,7201101,7201102,3,30,7000,0,7000,0
491,3024022,7201,5,7201102,7201102,4,30,1,10000,1,10000
492,3024023,7201,1,7201201,0,5,30,499999,0,499999,0
493,3024023,7201,2,7201202,0,5,30,434000,0,434000,0
494,3024023,7201,3,7201201,7201202,5,30,59000,0,59000,0
495,3024023,7201,4,7201201,7201202,4,30,7000,0,7000,0
496,3024023,7201,5,7201202,7201202,5,30,1,10000,1,10000
497,3024024,7201,1,7201301,0,6,30,499999,0,499999,0
498,3024024,7201,2,7201302,0,6,30,434000,0,434000,0
499,3024024,7201,3,7201301,7201302,6,30,60000,0,60000,0
500,3024024,7201,4,7201301,7201302,5,30,6000,0,6000,0
501,3024024,7201,5,7201302,7201302,6,30,1,10000,1,10000
502,3024025,7201,1,7201401,0,7,30,499999,0,499999,0
503,3024025,7201,2,7201402,0,7,30,434000,0,437000,0
504,3024025,7201,3,7201401,7201402,7,30,60000,0,60000,0
505,3024025,7201,4,7201401,7201402,5,30,6000,0,3000,0
506,3024025,7201,5,7201402,7201402,7,30,1,10000,1,10000
507,3024022,7202,1,7202101,0,4,30,499999,0,499999,0
508,3024022,7202,2,7202102,0,4,30,434000,0,434000,0
509,3024022,7202,3,7202101,7202102,4,30,59000,0,59000,0
510,3024022,7202,4,7202101,7202102,3,30,7000,0,7000,0
511,3024022,7202,5,7202102,7202102,4,30,1,10000,1,10000
512,3024023,7202,1,7202201,0,5,30,499999,0,499999,0
513,3024023,7202,2,7202202,0,5,30,434000,0,434000,0
514,3024023,7202,3,7202201,7202202,5,30,59000,0,59000,0
515,3024023,7202,4,7202201,7202202,4,30,7000,0,7000,0
516,3024023,7202,5,7202202,7202202,5,30,1,10000,1,10000
517,3024024,7202,1,7202301,0,6,30,499999,0,499999,0
518,3024024,7202,2,7202302,0,6,30,434000,0,434000,0
519,3024024,7202,3,7202301,7202302,6,30,60000,0,60000,0
520,3024024,7202,4,7202301,7202302,5,30,6000,0,6000,0
521,3024024,7202,5,7202302,7202302,6,30,1,10000,1,10000
522,3024025,7202,1,7202401,0,7,30,499999,0,499999,0
523,3024025,7202,2,7202402,0,7,30,434000,0,437000,0
524,3024025,7202,3,7202401,7202402,7,30,60000,0,60000,0
525,3024025,7202,4,7202401,7202402,5,30,6000,0,3000,0
526,3024025,7202,5,7202402,7202402,7,30,1,10000,1,10000
527,3024022,7211,1,7211101,0,4,30,499999,0,499999,0
528,3024022,7211,2,7211102,0,4,30,434000,0,434000,0
529,3024022,7211,3,7211101,7211102,4,30,59000,0,59000,0
530,3024022,7211,4,7211101,7211102,3,30,7000,0,7000,0
531,3024022,7211,5,7211102,7211102,4,30,1,10000,1,10000
532,3024023,7211,1,7211201,0,5,30,499999,0,499999,0
533,3024023,7211,2,7211202,0,5,30,434000,0,434000,0
534,3024023,7211,3,7211201,7211202,5,30,59000,0,59000,0
535,3024023,7211,4,7211201,7211202,4,30,7000,0,7000,0
536,3024023,7211,5,7211202,7211202,5,30,1,10000,1,10000
537,3024024,7211,1,7211301,0,6,30,499999,0,499999,0
538,3024024,7211,2,7211302,0,6,30,434000,0,434000,0
539,3024024,7211,3,7211301,7211302,6,30,60000,0,60000,0
540,3024024,7211,4,7211301,7211302,5,30,6000,0,6000,0
541,3024024,7211,5,7211302,7211302,6,30,1,10000,1,10000
542,3024025,7211,1,7211401,0,7,30,499999,0,499999,0
543,3024025,7211,2,7211402,0,7,30,434000,0,437000,0
544,3024025,7211,3,7211401,7211402,7,30,60000,0,60000,0
545,3024025,7211,4,7211401,7211402,5,30,6000,0,3000,0
546,3024025,7211,5,7211402,7211402,7,30,1,10000,1,10000
547,3024022,7212,1,7212101,0,4,30,499999,0,499999,0
548,3024022,7212,2,7212102,0,4,30,434000,0,434000,0
549,3024022,7212,3,7212101,7212102,4,30,59000,0,59000,0
550,3024022,7212,4,7212101,7212102,3,30,7000,0,7000,0
551,3024022,7212,5,7212102,7212102,4,30,1,10000,1,10000
552,3024023,7212,1,7212201,0,5,30,499999,0,499999,0
553,3024023,7212,2,7212202,0,5,30,434000,0,434000,0
554,3024023,7212,3,7212201,7212202,5,30,59000,0,59000,0
555,3024023,7212,4,7212201,7212202,4,30,7000,0,7000,0
556,3024023,7212,5,7212202,7212202,5,30,1,10000,1,10000
557,3024024,7212,1,7212301,0,6,30,499999,0,499999,0
558,3024024,7212,2,7212302,0,6,30,434000,0,434000,0
559,3024024,7212,3,7212301,7212302,6,30,60000,0,60000,0
560,3024024,7212,4,7212301,7212302,5,30,6000,0,6000,0
561,3024024,7212,5,7212302,7212302,6,30,1,10000,1,10000
562,3024025,7212,1,7212401,0,7,30,499999,0,499999,0
563,3024025,7212,2,7212402,0,7,30,434000,0,437000,0
564,3024025,7212,3,7212401,7212402,7,30,60000,0,60000,0
565,3024025,7212,4,7212401,7212402,5,30,6000,0,3000,0
566,3024025,7212,5,7212402,7212402,7,30,1,10000,1,10000
567,3024022,4201,1,4201101,0,4,30,499999,0,499999,0
568,3024022,4201,2,4201102,0,4,30,434000,0,434000,0
569,3024022,4201,3,4201101,4201102,4,30,59000,0,59000,0
570,3024022,4201,4,4201101,4201102,3,30,7000,0,7000,0
571,3024022,4201,5,4201102,4201102,4,30,1,10000,1,10000
572,3024023,4201,1,4201201,0,5,30,499999,0,499999,0
573,3024023,4201,2,4201202,0,5,30,434000,0,434000,0
574,3024023,4201,3,4201201,4201202,5,30,59000,0,59000,0
575,3024023,4201,4,4201201,4201202,4,30,7000,0,7000,0
576,3024023,4201,5,4201202,4201202,5,30,1,10000,1,10000
577,3024024,4201,1,4201301,0,6,30,499999,0,499999,0
578,3024024,4201,2,4201302,0,6,30,434000,0,434000,0
579,3024024,4201,3,4201301,4201302,6,30,60000,0,60000,0
580,3024024,4201,4,4201301,4201302,5,30,6000,0,6000,0
581,3024024,4201,5,4201302,4201302,6,30,1,10000,1,10000
582,3024025,4201,1,4201401,0,7,30,499999,0,499999,0
583,3024025,4201,2,4201402,0,7,30,434000,0,437000,0
584,3024025,4201,3,4201401,4201402,7,30,60000,0,60000,0
585,3024025,4201,4,4201401,4201402,5,30,6000,0,3000,0
586,3024025,4201,5,4201402,4201402,7,30,1,10000,1,10000
587,3024022,4202,1,4202101,0,4,30,499999,0,499999,0
588,3024022,4202,2,4202102,0,4,30,434000,0,434000,0
589,3024022,4202,3,4202101,4202102,4,30,59000,0,59000,0
590,3024022,4202,4,4202101,4202102,3,30,7000,0,7000,0
591,3024022,4202,5,4202102,4202102,4,30,1,10000,1,10000
592,3024023,4202,1,4202201,0,5,30,499999,0,499999,0
593,3024023,4202,2,4202202,0,5,30,434000,0,434000,0
594,3024023,4202,3,4202201,4202202,5,30,59000,0,59000,0
595,3024023,4202,4,4202201,4202202,4,30,7000,0,7000,0
596,3024023,4202,5,4202202,4202202,5,30,1,10000,1,10000
597,3024024,4202,1,4202301,0,6,30,499999,0,499999,0
598,3024024,4202,2,4202302,0,6,30,434000,0,434000,0
599,3024024,4202,3,4202301,4202302,6,30,60000,0,60000,0
600,3024024,4202,4,4202301,4202302,5,30,6000,0,6000,0
601,3024024,4202,5,4202302,4202302,6,30,1,10000,1,10000
602,3024025,4202,1,4202401,0,7,30,499999,0,499999,0
603,3024025,4202,2,4202402,0,7,30,434000,0,437000,0
604,3024025,4202,3,4202401,4202402,7,30,60000,0,60000,0
605,3024025,4202,4,4202401,4202402,5,30,6000,0,3000,0
606,3024025,4202,5,4202402,4202402,7,30,1,10000,1,10000
