ID,Target,GuidePos,TargetDes,Des
目标ID,副本目标（1，对话；2，打怪，击杀特定怪物；3：采集；4，获得特定物品；5，进入区域；6：使用道具；7：特殊事件,引导坐标（不配置不会在小地图显示引导位置，配置则会显示引导位置）,目标描述,备注
929,2|9425|4,,击败劫狱的神秘人,古娜被劫狱
930,7|1|1,,对抗黑衣人！,古娜被劫狱
931,7|1|1,,消灭水之间所有魔物,元素掌控
932,7|1|1,,消灭地之间所有魔物,元素掌控
933,7|1|1,,消灭火之间所有魔物,元素掌控
934,7|1|1,,和庞帝古斯主教对话,圣职之路
935,7|1|1,,消灭罪恶化身的魔物,圣职之路
936,7|1|1,,再次和庞帝古斯主教对话,圣职之路
937,7|1|8,,击败逼近的波利军团,守护虎灵
938,2|9417|1,,击败主教化身的恶魔！,圣职之路
939,2|9373|2,,解决教国信徒,拯救巴雷蒙德
940,7|1|1,,消灭空间裂缝产生的怪物!,古卷揭示1
941,7|1|1,,消灭空间裂缝产生的怪物!,古卷揭示2
942,7|1|1,,进入巴雷蒙德的结界中,古卷揭示2
943,2|9923|1,,击败魔化的巴雷蒙德,魔化巴雷蒙德
944,2|9927|1,,击败黑衣修士！,联手白衣
945,7|1|1,,消灭空间裂缝产生的怪物,古卷揭示3
946,7|1|1,,击败魔化的巴雷蒙德,古卷揭示3
947,2|9931|1,,击败暗黑祭司,海利翁Boss
948,2|9933|1,,击败帕莎纳军长,击败帕莎纳
949,2|9935|1,,击败安毕斯,击败安毕斯
950,7|1|1,,消灭梦魇空间中的魔物,梦魇空间
951,2|9941|1,,击败噬魂兽,梦魇空间
952,7|1|1,,激活阵法,海利翁踩阵法
953,7|1|1,,迎战神秘女子,初战露希尔
954,2|27510|1,,和福金共同抓捕露希尔,抓捕露希尔
955,2|27509|1,,和露希尔共同击败福金,抓捕福金
956,2|27506|1,,借助四人之力，战胜露希尔,大战露希尔
957,2|27508|1,,击败瑞安,魔神初生
958,2|7538|1,,迎战魔神幼体,海利翁踩阵法
959,2|27521|1,,击败波萨卡,艾吉尔圣所
960,7|1|1,,对抗地龙,狂暴地龙
961,2|27527|1,,击败艾力克,狂暴地龙
962,2|27526|1,,击败变强的地龙,狂暴地龙
963,7|1|1,,击败复活的犬妖亡灵,犬妖亡灵之战
964,7|1|1,,击败巴雷蒙德记忆中怪物,贤者痛苦回忆
965,2|27540|1,,击退杀手,守护巴雷蒙德
966,2|27543|1,,击败法师,法师佣兵
967,2|27544|1,,击败盗贼,盗贼佣兵
968,7|1|1,,在黑暗之影的攻击下支撑过30秒！,黑暗之影
969,2|27550|1,,击败实体化的黑暗之影！,黑暗之影
970,7|1|8,,使用水灵之力，驱动8个火元素进入法阵,元素之道
971,2|27996|6,,击败6只泥人,
972,2|27997|6,,击败6只伞蜥,
973,2|27998|6,,击败6只蚯蚓,
974,2|27999|6,,击败6只巨石怪,
975,2|9369|1,,击败噬魂兽,打噬魂兽
1001,7|1|1,,消灭所有怪物,抢滩登陆
1002,7|1|1,,在限定时间内躲避攻击,灵巧试炼
1100,7|1|1,,清空地图内魔物,迷雾之森
1101,7|1|1,,消灭高级魔物,迷雾之森
1102,7|1|1,,在限定时间内躲避攻击,迷雾之森躲避球房间
1103,2|7400|1,,消灭虎王残影,迷雾之森mvp房间
1104,7|1|1,,转动轮盘获取位置信息,迷雾之森出生房间
1105,8|17,,消灭高级魔物,迷雾之森钥匙房间
1106,7|1|1,,与塔罗斯对话,
1201,2|8001|1,,消灭偷袭城市的人鱼,环任务镜像副本
1202,2|8004|1,,消灭偷袭斐扬的溜溜猴,环任务镜像副本
1203,2|8002|1,,消灭偷袭梦罗克的摩卡,环任务镜像副本
1301,7|1|1,,帮助冒险小队击败魔物,佣兵雷金
1302,2|27001|1,,击败邪恶炼金术士奥伦,71马车森林
1303,2|27010|1,,击败申智,佣兵弓箭手
1304,2|27011|1,,击败娜塔莉,佣兵商人
1305,7|1|1,,击败拦路的Z团成员,Z团巢穴
1306,2|27015|1,,击败狂暴的猫,Z团巢穴
1307,2|27018|1,,击败Z团神秘男,Z团巢穴
1308,2|27019|1,,击败Z团神秘女,Z团巢穴
1309,7|1|1,,与巴尔特政要理论,英魂列传
1310,7|1|1,,脱出重围,英魂列传
1311,7|1|1,,在梦境中保护凯特琳娜一家,凯特琳娜的梦境
1312,2|5671|1,,击败复仇心切的人鱼公主,发疯的人鱼
1313,2|5672|2,,击败人鱼公主的仆从守卫,发疯的人鱼
1314,7|1|1,,跟踪调查斐杨城妖道事件,尾行妖道
1315,7|1|1,,阻止白女巫的阴谋,白女巫上
1316,7|1|1,,击退梦罗克幼体,白女巫上
1317,7|1|9,,救助被转化的村民,
1318,2|9984|3,,击败梦罗克爪牙,
1319,7|1|1,,再基德的帮助下击败D团，夺回所罗门之钥,
1320,7|1|1,,与露克希交谈,
1321,7|1|1,,拾取所罗门之钥,
1322,2|7538|1,,击败血之白女巫,
1399,7|1|1,,于亚超号段结束,
1400,2|7538|1,,激活法阵中的每个点,副本：食材的信仰，陈辉字段开始，占100个
1401,2|7538|1,,组合出青色符文，到法阵中解锁实验室的门,奇遇第13号副本
1402,2|7538|1,,组合出黄色符文去解开狼王的记忆,奇遇第3号副本
1403,7|1|1,,用光线寻找并查看远古石碑,奇遇第7号副本
1404,2|28009|1,,给变异的波波利喂足够的奶油,奇遇第5号副本
1405,2|27622|1,,在限定时间内阻止怪物破坏水晶,挑战线副本
1406,2|27622|1,,限定时间内保护宝藏,挑战线副本
1407,3|300000|1,,击败哥布灵，夺取药草。,挑战线副本
1408,2|28022|1,,击败天使波利残影,挑战线副本
1409,7|1|1,,保护脆弱的水晶,挑战线副本
1410,2|7538|1,,守护丢失的物资,奇遇线副本2304
1411,2|28026|1,,击败马勒的勇者,
1412,2|28028|1,,击败隐秘的刺探者,
1413,2|28029|1,,击败虔诚的信仰者,
1414,2|28027|1,,击败忧伤的军士,
1415,7|1|1,,通过神匠·奥瑞特的考验,
1416,2|28031|1,,击败哈那尼的护卫,
1417,2|28033|1,,击败爱财的佣兵,
1418,2|28032|1,,击败沉默的复仇者,
1419,2|28034|1,,击败流浪剑客,
1420,7|1|1,,通过苦行者·哈那尼的考验,
1421,2|28036|1,,击败突袭的暗杀者,
1422,2|28037|1,,击败心魔·悲哀,
1423,2|28038|1,,击败心魔·憎恨,
1424,2|28039|1,,击败心魔·绝望,
1425,7|1|1,,通过剑圣·帝亚拉的考验,
1426,2|28061|1,,击败沉寂的刺杀者,
1427,2|7538|1,,解开禁地入口的封印,
1428,2|7538|1,,用光力量具现化冥界之门，然后克服困难破坏它,
1429,2|7538|1,,击败被赛特占据身体的法老王,
1430,2|7538|1,,和明顺比赛射波利,
1431,7|1|10,,把10只小野猪赶到指定区域内,
1432,7|1|90,,陪伴酿酒师，并收集90个美酒的灵魂,
1433,7|1|1,,守护少女之灵,
1434,2|7538|1,,击败黑羽瓦尔基里首领,
1435,2|7538|1,,向古城内部进发,
1436,2|7538|1,,击败异空间的恶魔,
1437,2|7538|1,,通过坎土尼汶的考验,
1440,2|7538|1,,击败狂热的信徒,
1441,7|1|1,,与光明瓦尔基里并肩战斗,
1442,7|1|1,,追上沙尔洛特,
1443,7|1|1,,跟上沙尔洛特,
1444,7|1|1,,击败刺客,
1445,7|1|1,,对话受伤的沙尔洛特,
1446,7|1|1,,护送施密特,
1447,7|1|1,,在限定时间内触碰伊米尔之心,
1448,7|1|1,,对抗女武神,
1449,7|1|1,,对抗伪神,
1450,7|1|1,,击败未知的生命体,
1451,7|1|1,,练习使用火烟瓶,
1452,7|1|1,,找到卡乐士阿罗,
1453,7|1|1,,利用火烟瓶和强酸瓶击退魔物,
1454,7|1|1,,同卡乐士阿罗一同击退魔物,
1455,7|1|1,,幻想花出现，前往采集,
1456,7|1|1,,练习使用强酸瓶,
1457,7|1|1,,学习气泡虫攻击,
1458,7|1|1,,借助神剑之力，击败希莫梅斯,
1459,2|7538|1,,将魔物击退,
1460,2|7538|1,,和飞里乐一起击败魔物,
1461,2|7538|1,,消灭富有攻击性的生命体,
1462,2|7538|1,,练习舞蹈技能,
1463,2|7538|1,,练习音乐技能,
1464,2|7538|1,,练习使用合奏,
1465,2|7538|1,,对抗克魔岛女巫,
1466,2|7538|1,,尽全力抵挡克魔岛女巫,
1467,7|1|1,,和善司赛跑,
1499,7|1|1,,陈辉号段结束,
1500,7|1|1,,朱天涯号段开始,
1501,7|1|1,,击败黑白双子,
1502,7|1|1,,击败白女巫,
1503,7|1|1,,击败梦罗克幼体,
1504,7|1|1,,击败瓦尔基里,
1599,7|1|1,,朱天涯号段结束,
1600,7|1|1,,蒲伯文号段开始,
1601,7|1|1,,击败发狂的噬魂之王,
1602,7|1|1,,驱逐所有魔物,
1603,7|1|1,,寻找通往前方的道路,
1604,7|1|1,,击败沿路阻挡的钟塔守护者,
1605,7|1|1,,与钟楼工人交谈并寻找线索,
1606,7|1|1,,在圆盘四周寻找齿轮工具,
1607,7|1|1,,再次去找钟楼工人对话,
1608,7|1|1,,使用位于圆盘的时空传送装置回到现实时空,
1609,7|1|1,,前往过去时空的实验室，击败沿路阻挡的守护者,
1610,7|1|1,,与小女孩对话,
1611,7|1|1,,击败疯狂的科学家和实验体魔物,
1612,7|1|1,,查看重要的记录文献,
1613,7|1|1,,击败时空恶魔的痛苦,
1614,7|1|1,,与小女孩对话，逃出实验室,
1615,7|1|1,,与时空调查团团员对话,
1616,7|1|1,,前往钟楼阁楼并击败时空乱流的魔物,
1617,7|1|1,,使用时空穿梭装置前往时空乱流,
1618,7|1|1,,穿越时空乱流,
1619,7|1|1,,击败时空恶魔的折磨,
1620,7|1|1,,前往Ⅳ点时刻的房间，击败最终的本体-时空恶魔,
1621,7|1|1,,击败时空恶魔,
1699,7|1|1,,蒲伯文号段结束,
1701,2|29402|1,,击败黑化的霍根,
2501,7|1|1,,徐孝成号段开始,
2502,7|1|1,,限定时间内击败所有魔物,
2503,7|1|1,,限定时间内击败所有魔物,
2504,7|1|1,,限定时间内击败所有魔物,
2505,2|27574|1,,辅圣殿骑士在限定时间内战胜敌人,
2506,7|1|1,,限定时间内击败所有魔物,
2507,7|1|1,,限定时间内击败所有魔物,
2508,7|1|1,,限定时间内击败所有魔物,
2509,7|1|1,,限定时间内击败所有魔物,
2510,2|27589|1,,限定时间内击败蛙王之影,
2511,2|27590|1,,限定时间内击败远古海神之影,
2512,2|27591|1,,限定时间内击败狂暴蚁后之影,
2513,2|27592|1,,限定时间内击败暗黑祭祀之影,
2514,2|27593|1,,限定时间内击败巧克猴之影,
2515,2|27594|1,,限定时间内击败蛙王之影,
2516,2|27595|1,,限定时间内击败钢鬃巨熊之影,
2517,2|27596|1,,限定时间内击败狂暴蚁后之影,
2518,2|27597|5,,击败黑暗执念,
2519,2|27598|1,,限定时间内击败蛙王之影,
2520,2|27599|1,,限定时间内击败远古海神之影,
2521,2|27600|1,,限定时间内击败狂暴蚁后之影,
2522,2|27601|1,,限定时间内击败暗黑祭祀之影,
2523,2|27602|1,,限定时间内击败巧克猴之影,
2524,2|27603|1,,限定时间内击败蛙王之影,
2525,2|27604|1,,限定时间内击败钢鬃巨熊之影,
2526,2|27605|1,,限定时间内击败狂暴蚁后之影,
2527,2|27606|1,,限定时间内击败蛙王之影,
2528,2|27607|1,,限定时间内击败远古海神之影,
2529,2|27608|1,,限定时间内击败狂暴蚁后之影,
2530,2|27609|1,,限定时间内击败暗黑祭祀之影,
2531,2|27610|1,,限定时间内击败巧克猴之影,
2532,2|27611|1,,限定时间内击败蛙王之影,
2533,2|27612|1,,限定时间内击败钢鬃巨熊之影,
2534,2|27613|1,,限定时间内击败狂暴蚁后之影,
2535,2|27621|1,,击败巨型黑暗执念,
2536,2|7538|1,,守护宝妮完成仪式,
2599,7|1|1,,徐孝成号段结束,
10101,2|100058|3,,击杀枯树枝召唤的魔物,
10201,2|140102|1,,击败操纵艾文的恶魔,
10202,2|140056|1,,击败野猪王,
10301,2|120044|1,,击败恶灵,
10302,2|120044|1,,击败裂隙恶魔,
10303,2|120044|1,,击败米勒,
10305,2|220002|10,,击败怨念实体,
10306,2|220006|1,,击败恶灵,
10307,2|220003|1,,击败国王的恶灵,
10308,2|220004|1,,击败女王的恶灵,
10309,2|220005|1,,击败人鱼的恶灵,
10310,2|220001|1,,击败魔狼,
10501,7|1|1,,将猫咪引到指定区域解开机关,
10502,2|170005|15,,消灭艾斯蜘蛛,
10503,2|170006|15,,消灭艾吉欧蜈蚣,
10504,2|170008|1,,击败野猫首领,
10505,2|170012|1,,完成骑士的回忆,
10506,2|170017|20,,狩猎到足够的小野猪,
10507,2|120004|1,,击败玛格丽特母亲,
10508,2|120003|1,,击败恶灵,
10510,2|120024|1,,保护朗希尔德释放技能,
10511,2|7538|1,,击败神秘小队,
10517,2|170025|5,,击退黑羽瓦尔基里,
10518,2|170035|10,,击退被引诱而来的魔物,
10401,7|1|1,,抵御哥布林的攻击,
10402,7|1|1,,协助魔道学者抵御攻击,
10403,7|1|1,,莫吉托正在解开葛佩尼亚的封印，阻止他！,
10404,7|1|1,,击败精灵剑士小队,
10405,7|1|1,,击败精灵弓箭手小队,
10406,7|1|1,,击败精灵首领和精灵法师小队,
10407,7|1|1,,协助哈因里西抵御敌人的攻击,
10408,7|1|1,,击败希莫梅斯的深渊骑士,
10409,7|1|1,,抵挡士兵的进攻，为哈因里西争取时间,
10410,7|1|1,,击败宝妮，阻止她对哈因里西出手,
10411,7|1|1,,击败黑化的白骑士,
10412,7|1|1,,尝试与水晶守护者战斗,
10413,7|1|1,,击败水晶守护者战斗,
10414,7|1|1,,击败狂暴的生命体,
10415,7|1|1,,回收狂暴的生命体,
10416,7|1|1,,回收狂暴的生命体,
10417,7|1|1,,击败疯狂的科学家和狂暴的生命体,
10601,7|1|10,,在限定时间内将10只黑蛇驱赶到笼子内,
10602,7|1|1,,实验新武器,
10701,2|120031|5,,击退狼群,
10702,2|120033|5,,击败保镖,
10703,2|120036|10,,击败教国士兵,
10704,2|120036|10,,击败教国士兵,
10705,7|1|1,,宝妮出场,
10706,2|120037|1,,击败教国首领,
10707,7|1|1,,福金出场,
10708,7|1|1,,与福金对话,
10709,7|1|1,,与宝妮对话,
10710,2|120038|1,,击败落魄巫师,
10711,2|120039|1,,击败米雅,
10712,2|120042|1,,打败戴护盾的巴尼米乐斯,
10713,2|120044|10,,击败袭击的魔物,
10714,2|120080|10,,击败北森外的邪能波利,
10715,2|120068|5,,击败雷根贝勒士兵,
10716,2|120069|1,,击败阿斯,
10717,2|120070|5,,击败雷根贝勒士兵,
10718,2|120068|5,,击败雷根贝勒士兵,
10719,2|120064|1,,击败默瑟,
10720,2|120065|5,,击败佣兵,
10721,2|120066|5,,击败共和国士兵,
10722,2|120067|5,,击败雷根贝勒士兵,
2402,2|29101|18,,消灭场景中的新月兔,
2422,2|29102|2,,消灭场景中的祖月兔灵,
2403,2|29101|20,,消灭场景中的新月兔,
2423,2|29102|2,,消灭场景中的祖月兔灵,
2404,2|29101|15,,消灭场景中的新月兔,
2424,2|29102|1,,消灭场景中的祖月兔灵,
2405,2|29101|10,,消灭场景中的新月兔,
2425,2|29102|1,,消灭场景中的祖月兔灵,
2406,2|29101|15,,消灭场景中的新月兔,
2426,2|29102|1,,消灭场景中的祖月兔灵,
2407,7|1|40,,收集40个胡萝卜,
2408,7|1|30,,收集30个胡萝卜,
2409,7|1|15,,收集15个胡萝卜,
2410,7|1|1,,解决小兔子难题,
2411,7|1|1,,完成吃货大考验,
2412,2|29103|1,,击败兔子首领,
2413,2|29103|1,,击败兔子首领,
2414,2|29103|1,,击败兔子首领,
3002,2|28107|1,,击败赤骑士,赤骑士副本
3100,,,,田安盛号段结束
10801,2|190005|1,,击败研究员,
10802,2|190006|5,,击败卫兵,
10803,2|190016|1,,击败小队长,
10804,2|190015|5,,击败士兵,
10901,2|210004|4,,消灭场景中的黑衣人,
11001,2|150098|1,,击败魔狼,
11200,7|1|1,,消灭变异的怪物,
11201,2|28250|11,,消灭突袭的魔物,
11202,2|28251|1,,击败突然出现的机器人,
11203,3|251102|6,,点亮火盆,
11204,7|1|1,,消灭邪骸1号分队,
11205,7|1|1,,消灭邪骸2号分队,
11206,7|1|1,,击败被召唤的毕尤,
11207,2|5357|1,,穿过走廊,
11208,2|28253|3,,击败守护宝藏的邪骸士兵,
11209,2|5357|1,,打开最后的宝箱,
2810,2|5072|1,,击败林赛,
2811,7|1|1,,打败拦路的学生，找到爱丽,
2812,2|190104|1,,躲避爱丽的攻击，击败黑衣人,
2813,7|1|1,,拯救爱丽,
2814,7|1|1,,跟随爱丽希雅逃出学院,
2815,7|1|1,,聆听导师教导,
2816,7|1|1,,躲避白幽灵的攻击，消灭魔物,
2817,7|1|1,,利用元素领域的力量击碎木桩,
