Id,Type,Data
10485,1,13352210=card=4010019=4010009=refine=14=enchant=126=120=124|7333210=card=4030005=refine=14=enchant=399=394=395|8333310=card=4040010=refine=14=enchant=530=526=527|11333410=card=4050004=refine=14=enchant=661=657=658|10342909=card=4060008=refine=14=enchant=266=262=264|10342909=card=4060008=refine=14=enchant=266=262=264
10486,1,13352210=card=4010019=4010009=refine=14=enchant=126=120=124|7333210=card=4030005=refine=14=enchant=399=394=395|8333310=card=4040010=refine=14=enchant=530=526=527|11333410=card=4050004=refine=14=enchant=661=657=658|10342909=card=4060008=refine=14=enchant=266=262=264|10342909=card=4060008=refine=14=enchant=266=262=264
10487,1,13352210=card=4010019=4010009=refine=15=enchant=126=120=124|7333210=card=4030005=refine=15=enchant=399=394=395|8333310=card=4040010=refine=15=enchant=530=526=527|11333410=card=4050004=refine=15=enchant=661=657=658|10342909=card=4060008=refine=15=enchant=266=262=264|10342909=card=4060008=refine=15=enchant=266=262=264
10488,1,13352210=card=4010019=4010009=refine=15=enchant=126=120=124|7333210=card=4030005=refine=15=enchant=399=394=395|8333310=card=4040010=refine=15=enchant=530=526=527|11333410=card=4050004=refine=15=enchant=661=657=658|10342909=card=4060008=refine=15=enchant=266=262=264|10342909=card=4060008=refine=15=enchant=266=262=264
10489,1,13352210=card=4010019=4010009=refine=15=enchant=126=120=124|7333210=card=4030005=refine=15=enchant=399=394=395|8333310=card=4040010=refine=15=enchant=530=526=527|11333410=card=4050004=refine=15=enchant=661=657=658|10342909=card=4060008=refine=15=enchant=266=262=264|10342909=card=4060008=refine=15=enchant=266=262=264
10490,1,13352210=card=4010019=4010009=refine=15=enchant=126=120=124|7333210=card=4030005=refine=15=enchant=399=394=395|8333310=card=4040010=refine=15=enchant=530=526=527|11333410=card=4050004=refine=15=enchant=661=657=658|10342909=card=4060008=refine=15=enchant=266=262=264|10342909=card=4060008=refine=15=enchant=266=262=264
10491,1,13352210=card=4010019=4010009=refine=15=enchant=126=120=124|7333210=card=4030005=refine=15=enchant=399=394=395|8333310=card=4040010=refine=15=enchant=530=526=527|11333410=card=4050004=refine=15=enchant=661=657=658|10342909=card=4060008=refine=15=enchant=266=262=264|10342909=card=4060008=refine=15=enchant=266=262=264
10492,1,13352210=card=4010019=4010009=refine=15=enchant=126=120=124|7333210=card=4030005=refine=15=enchant=399=394=395|8333310=card=4040010=refine=15=enchant=530=526=527|11333410=card=4050004=refine=15=enchant=661=657=658|10342909=card=4060008=refine=15=enchant=266=262=264|10342909=card=4060008=refine=15=enchant=266=262=264
10493,1,13352210=card=4010019=4010009=refine=15=enchant=126=120=124|7333210=card=4030005=refine=15=enchant=399=394=395|8333310=card=4040010=refine=15=enchant=530=526=527|11333410=card=4050004=refine=15=enchant=661=657=658|10342909=card=4060008=refine=15=enchant=266=262=264|10342909=card=4060008=refine=15=enchant=266=262=264
10494,1,13352210=card=4010019=4010009=refine=15=enchant=126=120=124|7333210=card=4030005=refine=15=enchant=399=394=395|8333310=card=4040010=refine=15=enchant=530=526=527|11333410=card=4050004=refine=15=enchant=661=657=658|10342909=card=4060008=refine=15=enchant=266=262=264|10342909=card=4060008=refine=15=enchant=266=262=264
10495,1,
10496,1,12110101=refine=0
10497,1,12110101=card=4010009=4010046=refine=0
10498,1,12110101=card=4010009=4010046=refine=0|10326102=card=4060008=refine=0|10326102=card=4060008=refine=0
10499,1,12110101=card=4010009=4010046=refine=0|7234803=card=4030007=refine=0|8235103=card=4040004=refine=0|11235403=card=4050009=refine=0|10326102=card=4060008=refine=0|10326102=card=4060008=refine=0
10500,1,12110101=card=4010009=4010046=refine=3|7234803=card=4030007=refine=3|8235103=card=4040004=refine=3|11235403=card=4050009=refine=3|10326102=card=4060008=refine=3|10326102=card=4060008=refine=3
10501,1,12110101=card=4010009=4010046=refine=5|7234804=card=4030007=refine=5|8235104=card=4040004=refine=5|11235404=card=4050009=refine=5|10326102=card=4060008=refine=5|10326102=card=4060008=refine=5
10502,1,12110101=card=4010009=4010046=refine=5|7234804=card=4030007=refine=5|8235104=card=4040004=refine=5|11235404=card=4050009=refine=5|10326706=card=4060008=refine=5|10326706=card=4060008=refine=5
10503,1,13351905=card=4010009=4010046=refine=7|7234805=card=4030007=refine=7|8235105=card=4040004=refine=7|11235405=card=4050009=refine=7|10326706=card=4060008=refine=7|10326706=card=4060008=refine=7
10504,1,13351905=card=4010009=4010046=refine=7|7234805=card=4030007=refine=7|8235105=card=4040004=refine=7|11331905=card=4050009=refine=7|10326706=card=4060008=refine=7|10326706=card=4060008=refine=7
10505,1,13351905=card=4010009=4010046=refine=8|7330305=card=4030007=refine=8|8331205=card=4040004=refine=8|11331905=card=4050009=refine=8|10336706=card=4060008=refine=8|10336706=card=4060008=refine=8
10506,1,13351905=card=4010009=4010046=refine=8|7330305=card=4030007=refine=8|8331205=card=4040004=refine=8|11331905=card=4050009=refine=8|10336706=card=4060008=refine=8|10336706=card=4060008=refine=8
10507,1,13351907=card=4010009=4010046=refine=9=enchant=16=10=20|7330307=card=4030007=refine=9=enchant=307=303=310|8331207=card=4040004=refine=9=enchant=438=435=441|11331907=card=4050009=refine=9=enchant=569=565=575|10336706=card=4060008=refine=9=enchant=168=164=173|10336706=card=4060008=refine=9=enchant=168=164=173
10508,1,13351907=card=4010009=4010046=refine=9=enchant=16=10=20|7330307=card=4030007=refine=9=enchant=307=303=310|8331207=card=4040004=refine=9=enchant=438=435=441|11331907=card=4050009=refine=9=enchant=569=565=575|10336706=card=4060008=refine=9=enchant=168=164=173|10336706=card=4060008=refine=9=enchant=168=164=173
10509,1,13352208=card=4010009=4010046=refine=10=enchant=51=45=55|7330308=card=4030007=refine=10=enchant=336=332=339|8331208=card=4040004=refine=10=enchant=467=464=470|11331908=card=4050009=refine=10=enchant=598=594=604|10336706=card=4060008=refine=10=enchant=199=195=204|10336706=card=4060008=refine=10=enchant=199=195=204
10510,1,13352208=card=4010009=4010046=refine=10=enchant=51=45=55|7333208=card=4030007=refine=10=enchant=336=332=339|8333308=card=4040004=refine=10=enchant=467=464=470|11333408=card=4050009=refine=10=enchant=598=594=604|10338208=card=4060008=refine=10=enchant=199=195=204|10338208=card=4060008=refine=10=enchant=199=195=204
10511,1,13352209=card=4010009=4010046=refine=11=enchant=86=80=90|7333209=card=4030007=refine=11=enchant=365=361=368|8333309=card=4040004=refine=11=enchant=496=493=499|11333409=card=4050009=refine=11=enchant=627=623=634|10338208=card=4060008=refine=11=enchant=230=226=235|10338208=card=4060008=refine=11=enchant=230=226=235
10512,1,13352209=card=4010009=4010046=refine=11=enchant=86=80=90|7333209=card=4030007=refine=11=enchant=365=361=368|8333309=card=4040004=refine=11=enchant=496=493=499|11333409=card=4050009=refine=11=enchant=627=623=634|10342909=card=4060008=refine=11=enchant=230=226=235|10342909=card=4060008=refine=11=enchant=230=226=235
10513,1,13352210=card=4010009=4010046=refine=12=enchant=126=120=130|7333210=card=4030007=refine=12=enchant=399=395=402|8333310=card=4040004=refine=12=enchant=530=527=533|11333410=card=4050009=refine=12=enchant=661=657=669|10342909=card=4060008=refine=12=enchant=266=262=271|10342909=card=4060008=refine=12=enchant=266=262=271
10514,1,13352210=card=4010009=4010046=refine=12=enchant=126=120=130|7333210=card=4030007=refine=12=enchant=399=395=402|8333310=card=4040004=refine=12=enchant=530=527=533|11333410=card=4050009=refine=12=enchant=661=657=669|10342909=card=4060008=refine=12=enchant=266=262=271|10342909=card=4060008=refine=12=enchant=266=262=271
10515,1,13352210=card=4010009=4010046=refine=13=enchant=126=120=130|7333210=card=4030007=refine=13=enchant=399=395=402|8333310=card=4040004=refine=13=enchant=530=527=533|11333410=card=4050009=refine=13=enchant=661=657=669|10342909=card=4060008=refine=13=enchant=266=262=271|10342909=card=4060008=refine=13=enchant=266=262=271
10516,1,13352210=card=4010009=4010046=refine=13=enchant=126=120=130|7333210=card=4030007=refine=13=enchant=399=395=402|8333310=card=4040004=refine=13=enchant=530=527=533|11333410=card=4050009=refine=13=enchant=661=657=669|10342909=card=4060008=refine=13=enchant=266=262=271|10342909=card=4060008=refine=13=enchant=266=262=271
10517,1,13352210=card=4010009=4010046=refine=14=enchant=126=120=130|7333210=card=4030007=refine=14=enchant=399=395=402|8333310=card=4040004=refine=14=enchant=530=527=533|11333410=card=4050009=refine=14=enchant=661=657=669|10342909=card=4060008=refine=14=enchant=266=262=271|10342909=card=4060008=refine=14=enchant=266=262=271
10518,1,13352210=card=4010009=4010046=refine=14=enchant=126=120=130|7333210=card=4030007=refine=14=enchant=399=395=402|8333310=card=4040004=refine=14=enchant=530=527=533|11333410=card=4050009=refine=14=enchant=661=657=669|10342909=card=4060008=refine=14=enchant=266=262=271|10342909=card=4060008=refine=14=enchant=266=262=271
10519,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10520,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10521,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10522,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10523,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10524,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10525,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10526,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10527,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10528,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10529,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10530,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10531,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10532,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=130|7333210=card=4030007=refine=15=enchant=399=395=402|8333310=card=4040004=refine=15=enchant=530=527=533|11333410=card=4050009=refine=15=enchant=661=657=669|10342909=card=4060008=refine=15=enchant=266=262=271|10342909=card=4060008=refine=15=enchant=266=262=271
10533,1,
10534,1,12110101=refine=0
10535,1,12110101=card=4010009=4010046=refine=0
10536,1,12110101=card=4010009=4010046=refine=0|10326102=card=4060015=refine=0|10326102=card=4060015=refine=0
10537,1,12110101=card=4010009=4010046=refine=0|7234803=card=4030007=refine=0|8235103=card=4040004=refine=0|11235403=card=4050009=refine=0|10326102=card=4060015=refine=0|10326102=card=4060015=refine=0
10538,1,12110101=card=4010009=4010046=refine=5|7234803=card=4030007=refine=5|8235103=card=4040004=refine=5|11235403=card=4050009=refine=5|10326102=card=4060015=refine=5|10326102=card=4060015=refine=5
10539,1,12110101=card=4010009=4010046=refine=5|7234804=card=4030007=refine=5|8235104=card=4040004=refine=5|11235404=card=4050009=refine=5|10326102=card=4060015=refine=5|10326102=card=4060015=refine=5
10540,1,12110101=card=4010009=4010046=refine=5|7234804=card=4030007=refine=5|8235104=card=4040004=refine=5|11235404=card=4050009=refine=5|10326706=card=4060015=refine=5|10326706=card=4060015=refine=5
10541,1,13351905=card=4010009=4010046=refine=10|7234805=card=4030007=refine=10|8235105=card=4040004=refine=10|11235405=card=4050009=refine=10|10326706=card=4060015=refine=10|10326706=card=4060015=refine=10
10542,1,13351905=card=4010009=4010046=refine=10|7234805=card=4030007=refine=10|8235105=card=4040004=refine=10|11331905=card=4050009=refine=10|10326706=card=4060015=refine=10|10326706=card=4060015=refine=10
10543,1,13351905=card=4010009=4010046=refine=11|7330305=card=4030007=refine=11|8331205=card=4040004=refine=11|11331905=card=4050009=refine=11|10336706=card=4060015=refine=11|10336706=card=4060015=refine=11
10544,1,13351905=card=4010009=4010046=refine=11|7330305=card=4030007=refine=11|8331205=card=4040004=refine=11|11331905=card=4050009=refine=11|10336706=card=4060015=refine=11|10336706=card=4060015=refine=11
10545,1,13351907=card=4010009=4010046=refine=12=enchant=16=10=21|7330307=card=4030007=refine=12=enchant=307=303=311|8331207=card=4040004=refine=12=enchant=438=435=442|11331907=card=4050009=refine=12=enchant=569=565=576|10336706=card=4060015=refine=12=enchant=168=164=174|10336706=card=4060015=refine=12=enchant=168=164=174
10546,1,13351907=card=4010009=4010046=refine=12=enchant=16=10=21|7330307=card=4030007=refine=12=enchant=307=303=311|8331207=card=4040004=refine=12=enchant=438=435=442|11331907=card=4050009=refine=12=enchant=569=565=576|10336706=card=4060015=refine=12=enchant=168=164=174|10336706=card=4060015=refine=12=enchant=168=164=174
10547,1,13352208=card=4010009=4010046=refine=13=enchant=51=45=56|7330308=card=4030007=refine=13=enchant=336=332=340|8331208=card=4040004=refine=13=enchant=467=464=471|11331908=card=4050009=refine=13=enchant=598=594=605|10336706=card=4060015=refine=13=enchant=199=195=205|10336706=card=4060015=refine=13=enchant=199=195=205
10548,1,13352208=card=4010009=4010046=refine=13=enchant=51=45=56|7333208=card=4030007=refine=13=enchant=336=332=340|8333308=card=4040004=refine=13=enchant=467=464=471|11333408=card=4050009=refine=13=enchant=598=594=605|10338208=card=4060015=refine=13=enchant=199=195=205|10338208=card=4060015=refine=13=enchant=199=195=205
10549,1,13352209=card=4010009=4010046=refine=14=enchant=86=80=92|7333209=card=4030007=refine=14=enchant=365=361=370|8333309=card=4040004=refine=14=enchant=496=493=501|11333409=card=4050009=refine=14=enchant=627=623=636|10338208=card=4060015=refine=14=enchant=230=226=237|10338208=card=4060015=refine=14=enchant=230=226=237
10550,1,13352209=card=4010009=4010046=refine=14=enchant=86=80=92|7333209=card=4030007=refine=14=enchant=365=361=370|8333309=card=4040004=refine=14=enchant=496=493=501|11333409=card=4050009=refine=14=enchant=627=623=636|10342909=card=4060015=refine=14=enchant=230=226=237|10342909=card=4060015=refine=14=enchant=230=226=237
10551,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10552,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10553,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10554,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10555,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10556,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10557,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10558,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10559,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10560,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10561,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10562,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10563,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10564,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10565,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10566,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10567,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10568,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10569,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10570,1,13352210=card=4010009=4010046=refine=15=enchant=126=120=133|7333210=card=4030007=refine=15=enchant=399=395=405|8333310=card=4040004=refine=15=enchant=530=527=536|11333410=card=4050009=refine=15=enchant=661=657=672|10342909=card=4060015=refine=15=enchant=266=262=274|10342909=card=4060015=refine=15=enchant=266=262=274
10571,1,
10572,1,12110101=refine=0
10573,1,12110101=refine=0
10574,1,12110101=refine=0|10326102=refine=0|10326102=refine=0
10575,1,12110101=card=4010019=refine=0|3235703=card=4020009=refine=0|7234803=card=4030002=refine=0|8235103=card=4040006=refine=0|11235403=card=4050004=refine=0|10326102=card=4060013=refine=0|10326102=card=4060013=refine=0
10576,1,12110101=card=4010019=refine=1|3235703=card=4020009=refine=1|7234803=card=4030002=refine=1|8235103=card=4040006=refine=1|11235403=card=4050004=refine=1|10326102=card=4060013=refine=1|10326102=card=4060013=refine=1
10577,1,12110101=card=4010019=refine=3|3235704=card=4020009=refine=3|7234804=card=4030002=refine=3|8235104=card=4040006=refine=3|11235404=card=4050004=refine=3|10326102=card=4060013=refine=3|10326102=card=4060013=refine=3
10578,1,12110101=card=4010019=4010009=refine=3|3235704=card=4020009=refine=3|7234804=card=4030002=refine=3|8235104=card=4040006=refine=3|11235404=card=4050004=refine=3|10326906=card=4060013=refine=3|10326906=card=4060013=refine=3
10579,1,13351805=card=4010019=4010009=refine=4|3341405=card=4020009=refine=4|7234805=card=4030002=refine=4|8235105=card=4040006=refine=4|11235405=card=4050004=refine=4|10326906=card=4060013=refine=4|10326906=card=4060013=refine=4
10580,1,13351805=card=4010019=4010009=refine=4|3341405=card=4020009=refine=4|7234805=card=4030002=refine=4|8235105=card=4040006=refine=4|11331905=card=4050004=refine=4|10326906=card=4060013=refine=4|10326906=card=4060013=refine=4
10581,1,13351805=card=4010019=4010009=refine=5|3235906=card=4020009=refine=5|7330305=card=4030002=refine=5|8331205=card=4040006=refine=5|11331905=card=4050004=refine=5|10336906=card=4060013=refine=5|10336906=card=4060013=refine=5
10582,1,13351805=card=4010019=4010009=refine=5|3235906=card=4020009=refine=5|7330305=card=4030002=refine=5|8331205=card=4040006=refine=5|11331905=card=4050004=refine=5|10336906=card=4060013=refine=5|10336906=card=4060013=refine=5
10583,1,13351807=card=4010019=4010009=refine=6=enchant=16=10=14|3341407=card=4020009=refine=6=enchant=307=302=303|7330307=card=4030002=refine=6=enchant=307=302=303|8331207=card=4040006=refine=6=enchant=438=434=435|11331907=card=4050004=refine=6=enchant=569=565=566|10336906=card=4060013=refine=6=enchant=168=164=166|10336906=card=4060013=refine=6=enchant=168=164=166
10584,1,13351807=card=4010019=4010009=refine=6=enchant=16=10=14|3341407=card=4020009=refine=6=enchant=307=302=303|7330307=card=4030002=refine=6=enchant=307=302=303|8331207=card=4040006=refine=6=enchant=438=434=435|11331907=card=4050004=refine=6=enchant=569=565=566|10336906=card=4060013=refine=6=enchant=168=164=166|10336906=card=4060013=refine=6=enchant=168=164=166
10585,1,13351808=card=4010019=4010009=refine=7=enchant=51=45=49|3235908=card=4020009=refine=7=enchant=336=331=332|7330308=card=4030002=refine=7=enchant=336=331=332|8331208=card=4040006=refine=7=enchant=467=463=464|11331908=card=4050004=refine=7=enchant=598=594=595|10336906=card=4060013=refine=7=enchant=199=195=197|10336906=card=4060013=refine=7=enchant=199=195=197
10586,1,13351808=card=4010019=4010009=refine=7=enchant=51=45=49|3235908=card=4020009=refine=7=enchant=336=331=332|7332308=card=4030002=refine=7=enchant=336=331=332|8332408=card=4040006=refine=7=enchant=467=463=464|11332508=card=4050004=refine=7=enchant=598=594=595|10338608=card=4060013=refine=7=enchant=199=195=197|10338608=card=4060013=refine=7=enchant=199=195=197
10587,1,13351809=card=4010019=4010009=refine=8=enchant=86=80=84|3341409=card=4020009=refine=8=enchant=365=360=361|7332309=card=4030002=refine=8=enchant=365=360=361|8332409=card=4040006=refine=8=enchant=496=492=493|11332509=card=4050004=refine=8=enchant=627=623=624|10338608=card=4060013=refine=8=enchant=230=226=228|10338608=card=4060013=refine=8=enchant=230=226=228
10588,1,13351809=card=4010019=4010009=refine=8=enchant=86=80=84|3341409=card=4020009=refine=8=enchant=365=360=361|7332309=card=4030002=refine=8=enchant=365=360=361|8332409=card=4040006=refine=8=enchant=496=492=493|11332509=card=4050004=refine=8=enchant=627=623=624|10343009=card=4060013=refine=8=enchant=230=226=228|10343009=card=4060013=refine=8=enchant=230=226=228
10589,1,13351810=card=4010019=4010009=refine=9=enchant=126=120=124|3341410=card=4020009=refine=9=enchant=399=394=395|7332310=card=4030002=refine=9=enchant=399=394=395|8332410=card=4040006=refine=9=enchant=530=526=527|11332510=card=4050004=refine=9=enchant=661=657=658|10343009=card=4060013=refine=9=enchant=266=262=264|10343009=card=4060013=refine=9=enchant=266=262=264
