MajorID,AwardID,GiftPackageName,,PackageShow,GiftPackageAtlas,GiftPackageIcon,Value,Cost,Tab,BuyLimitCondition,BuyLimitNum,PackageType
500044,6425105,9月下佣兵小礼盒,,0,Shopping,UI_Shopping__icon_libao34.png,103=0,103=300,,,4=2,4
500045,6425106,9月下抽奖小礼盒,,0,Shopping,UI_Shopping__icon_libao29.png,103=0,103=300,,,4=2,5
500046,6425107,9月下料理礼盒,,0,Shopping,UI_Shopping__icon_libao35.png,103=0,103=300,,,4=2,7
500047,6425108,9月下药剂礼盒,,0,Shopping,UI_Shopping__icon_libao30.png,103=0,103=300,,,4=2,7
500048,6425109,9月下战斗补给礼盒,,0,Shopping,UI_Shopping__icon_libao36.png,103=0,103=300,,,4=2,7
500049,6425110,9月下精炼修复大礼盒,,0,Shopping,UI_Shopping__icon_libao31.png,103=0,103=1950,,,4=2,6
500050,6425111,9月下钛钢小礼盒,,0,Shopping,UI_Shopping__icon_libao32.png,103=0,103=2450,,,4=2,9
500051,6425112,9月下附魔道具礼盒,,0,Shopping,UI_Shopping__icon_libao38.png,103=0,103=2450,,,4=2,11
500052,6425116,10月上载具小礼盒,,0,Shopping,UI_Shopping__icon_libao31.png,103=0,103=300,,,4=2,10
500053,6425117,10月上载具大礼盒,,0,Shopping,UI_Shopping__icon_libao33.png,103=0,103=2450,,,4=2,10
500054,6425104,10月上每日小型礼盒,,0,Shopping,UI_Shopping__icon_libao28.png,103=0,103=100,,,2=1,1
500055,6425105,10月上佣兵小礼盒,,0,Shopping,UI_Shopping__icon_libao34.png,103=0,103=300,,,4=2,4
500056,6425106,10月上抽奖小礼盒,,0,Shopping,UI_Shopping__icon_libao29.png,103=0,103=300,,,4=2,5
500057,6425107,10月上料理礼盒,,0,Shopping,UI_Shopping__icon_libao35.png,103=0,103=300,,,4=2,7
500058,6425108,10月上药剂礼盒,,0,Shopping,UI_Shopping__icon_libao30.png,103=0,103=300,,,4=2,7
500059,6425109,10月上战斗补给礼盒,,0,Shopping,UI_Shopping__icon_libao36.png,103=0,103=300,,,4=2,7
500060,6425111,10月上钛钢小礼盒,,0,Shopping,UI_Shopping__icon_libao32.png,103=0,103=2450,,,4=2,9
500061,6425112,10月上附魔道具礼盒,,0,Shopping,UI_Shopping__icon_libao38.png,103=0,103=2450,,,4=2,11
500062,6425128,10月下每日小型礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang31.png,103=0,103=100,,,2=1,1
500063,6425106,10月上抽奖小礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang21.png,103=0,103=300,,,4=2,5
500064,6425107,10月上料理礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang2.png,103=0,103=300,,,4=2,7
500065,6425108,10月上药剂礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang33.png,103=0,103=300,,,4=2,7
500066,6425109,10月上战斗补给礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang17.png,103=0,103=300,,,4=2,7
500067,6425111,10月上钛钢小礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang34.png,103=0,103=2450,,,4=2,9
500068,6425112,10月上附魔道具礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang22.png,103=0,103=2450,,,4=2,11
500069,6425116,10月上载具小礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang6.png,103=0,103=300,,,4=2,10
500070,6425117,10月上载具大礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang35.png,103=0,103=2450,,,4=2,10
500071,6420084,精炼加强礼盒②,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang28.png,103=0,103=1450,,,4=2,6
500072,6420086,精炼超级礼盒②,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang30.png,103=0,103=2450,,,4=2,6
500073,6425147,周末精炼限定礼盒,,0,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang57_zz.png,103=0,103=1950,,,4=2,
500074,6425148,周末附魔限定礼盒,,0,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang58_zz.png,103=0,103=1950,,,4=2,
500075,6425149,周末齿轮限定礼盒,,0,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang59_zz.png,103=0,103=1950,,,4=1,
500076,6425150,周末载具限定礼盒,,0,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang61_zz.png,103=0,103=1950,,,4=2,
500077,6425151,周末精炼礼盒,,0,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang57_zz.png,103=0,103=1950,,,4=2,
500078,6425152,周末精炼保护礼盒,,0,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang58_zz.png,103=0,103=1950,,,4=2,
500079,6425153,周末附魔礼盒,,0,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang62_zz.png,103=0,103=1950,,,4=2,
600001,6600001,精炼礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang31.png,103=0,103=320,,,9=2,3
600002,6600002,装备增强礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang36.png,103=0,103=1250,,,9=2,8
600003,6600003,载具增强礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang32.png,103=0,103=400,,,9=2,4
600004,6600004,宠物增强礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang35.png,103=0,103=700,,,9=2,7
600005,6600005,装备成长礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang27.png,103=0,103=240,,,9=2,2
600006,6600006,附魔强化礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang34.png,103=0,103=600,,,9=2,6
600007,6600007,齿轮礼盒,,0,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang33.png,103=0,103=550,,,9=2,5
600008,6419999,限定登陆礼,,0,Shopping,UI_Shopping_icon_libao15.png,103=0,103=0,,,2=1,1
