ItemID,ItemName,ReobtainItself,ReobtainRelation,ReobtainCount,ReobtainType
1090061,心形烟花棒,,,,
1090062,星星烟花棒,,,,
1100021,巨大的烟花炮,,,,
1100022,青纱灯笼,,,,
1070235,瓜皮帽子,,,,
1070236,青蛙雨伞,,,,
1070237,RO渔夫帽,,,,
1070238,猫耳渔夫帽,,,,
1070239,记者的帽子,,,,
1070240,沙漏头饰,,,,
1070241,圣职者之冠,,,,
1070242,玩具国王皇冠,,,,
1070243,怀表发饰,,,,
1070244,冰暴头饰,,,,
1070245,曼陀罗帽子,,,,
1070246,魔女的帽子,,,,
1070247,时空之环,,,,
1080082,冰暴面具,,,,
1070248,鸟窝头饰,,,,
1070249,七彩大嘴鸟的翅膀,,,,
1080083,复古眼镜,,,,
1070250,落夜蝴蝶,,,,
1070251,蝴蝶绅士礼帽,,,,
1080084,蝴蝶之吻,,,,
1100023,暗夜精灵之翼,,,,
1070252,草莓果冻帽,,,,
1080085,草莓贴纸,,,,
1090063,草莓吸管,,,,
1090091,白玉烟斗,,,,
1170001,猫耳发圈图纸,,,,
1170002,天使发圈图纸,,,,
1170003,黄金帽图纸,,,,
1170004,回忆帽图纸,,,,
1170005,恶魔发圈图纸,,,,
1170006,亡者发箍图纸,,,,
1170007,海盗船长帽图纸,,,,
1170008,红蝶发带图纸,,,,
1170009,霹雳雷云图纸,,,,
1170010,竹蜻蜓发圈图纸,,,,
1170011,绅士帽图纸,,,,
1170012,黄金冠冕图纸,,,,
1170013,后冠图纸,,,,
1170014,蛇饰发箍图纸,,,,
1170017,羽毛贝雷帽图纸,,,,
1170019,王冠图纸,,,,
1170021,花冠图纸,,,,
1170022,兽人英雄的头具图纸,,,,
1170023,领带图纸,,,,
1170024,菲力卡的头箍图纸,,,,
1170025,尖角发圈图纸,,,,
1170026,兽人酋长头盔图纸,,,,
1170027,领导者头箍图纸,,,,
1170028,首领冠冕图纸,,,,
1170029,魔术师帽图纸,,,,
1170030,红色小发带图纸,,,,
1170031,山羊头盔图纸,,,,
1170032,婚礼发冠图纸,,,,
1170033,小恶魔帽图纸,,,,
1170034,懒洋洋的猫图纸,,,,
1170035,公主冠冕图纸,,,,
1170036,金属头盔图纸,,,,
1170037,圣职之帽图纸,,,,
1170038,羽毛帽图纸,,,,
1170039,魔法师帽图纸,,,,
1170041,破产之哀图纸,,,,
1180001,防风皮革眼镜图纸,,,,
1180002,哥布灵首领假面图纸,,,,
1180008,天使翅膀耳饰图纸,,,,
1180009,恶魔翅膀耳饰图纸,,,,
1190001,蝴蝶假面图纸,,,,
1190002,愤怒的嘴图纸,,,,
1190003,奶嘴图纸,,,,
1190004,烟斗图纸,,,,
1190005,小孩奶嘴图纸,,,,
1190006,深红玫瑰图纸,,,,
1190007,土司图纸,,,,
1200003,小天使之翼图纸,,,,
1200004,狂野尾巴图纸,,,,
1200005,小恶魔之翼图纸,,,,
1200006,波利背包图纸,,,,
1200007,天使波利帽子图纸,,,,
1200008,趴趴狄波萝太图纸,,,,
1200009,毛无边帽图纸,,,,
1200010,兔耳发圈图纸,,,,
1200011,粉纱发圈图纸,,,,
1200012,学生帽图纸,,,,
1200013,天使之吻图纸,,,,
1200014,兽角头饰图纸,,,,
1200015,狐狸假面图纸,,,,
1200016,小丑帽图纸,,,,
1200017,出游帽子图纸,,,,
1200018,激光发射器图纸,,,,
1200019,灵魂光环图纸,,,,
1200020,咪咪帽图纸,,,,
1200021,自娱自乐箱子I图纸,,,,
1200022,自娱自乐箱子II图纸,,,,
1200023,小熊帽图纸,,,,
1200024,音标耳机图纸,,,,
1200025,爱唱歌的小鸟图纸,,,,
1200026,耳罩图纸,,,,
1200027,趴趴章鱼图纸,,,,
1200028,圣诞帽图纸,,,,
1200029,神圣的音乐帽子图纸,,,,
1200030,跳跃的小鸡图纸,,,,
1200031,鱼头帽子图纸,,,,
1200032,黑猫耳朵图纸,,,,
1200033,勇士之帽图纸,,,,
1200034,妖精长耳朵饰图纸,,,,
1200035,哥布灵面具图纸,,,,
1200036,花叶图纸,,,,
1200037,草叶图纸,,,,
1200038,铁钉口罩图纸,,,,
1200039,叼在嘴里的鱼图纸,,,,
1200040,刺客口罩图纸,,,,
1200041,单眼眼镜图纸,,,,
1200042,公主冠冕图纸,,,,
1200043,粪便帽图纸,,,,
1200044,金属口罩图纸,,,,
1200045,海盗匕首图纸,,,,
1200046,红色面罩图纸,,,,
1200047,狮头面具图纸,,,,
1200048,少女礼帽图纸,,,,
1200049,西格伦的翅膀图纸,,,,
1200050,剑士头盔图纸,,,,
1200051,古代的金饰图纸,,,,
1200052,月夜猫帽子图纸,,,,
1200053,海盗头巾图纸,,,,
1200054,月桂树之冠图纸,,,,
1200055,猫耳贝雷帽图纸,,,,
1200056,瓦尔基里头盔图纸,,,,
1200057,猫爪眼罩图纸,,,,
1200058,兔子耳罩图纸,,,,
1200059,绵绵卡普拉图纸,,,,
1200060,金丝边眼镜图纸,,,,
1200061,绅士兔背饰图纸,,,,
1200062,温柔兔背饰图纸,,,,
1200063,男爵眼镜图纸,,,,
1200064,骸骨头盔图纸,,,,
1200065,骑士盾牌图纸,,,,
1200066,骨制头盔图纸,,,,
1200067,插在头上的剑图纸,,,,
1200068,鹗枭魔法帽图纸,,,,
1200069,发光恶魔角发圈图纸,,,,
1200070,深渊面罩图纸,,,,
1200071,傲慢之像图纸,,,,
1200072,蛇狮头具图纸,,,,
1200073,冰暴头饰图纸,,,,
1200074,冰暴面具图纸,,,,
1200075,怀表发饰图纸,,,,
1200076,猫头鹰望远镜图纸,,,,
1200077,玩具国王皇冠图纸,,,,
1200078,沙漏头饰图纸,,,,
1200079,圣职者之冠图纸,,,,
1200080,水晶原石头盔图纸,,,,
1200081,半龙之翼图纸,,,,
1200082,流氓贴纸图纸,,,,
1200083,熔岩头饰图纸,,,,
1200084,女王坠饰图纸,,,,
1200085,圣天使护士帽图纸,,,,
1200086,伊芙利特面具图纸,,,,
1200087,阿特罗斯巨刃图纸,,,,
1200088,鬣狗头套图纸,,,,
1200089,趴趴暴焰熊头饰图纸,,,,
1200090,卡浩之角图纸,,,,
1200091,六翼哈比之翼图纸,,,,
1200092,1周年甜甜圈气球图纸,,,,
1200093,1周年甜点皇冠图纸,,,,
1200094,1周年蛋糕眼镜图纸,,,,
1200095,1周年纸杯蛋糕图纸,,,,
60650000,恶魔派对时装扭蛋,1,6=1010005|6=1010006|11=1010005|11=1010006,,
60650010,瓦尔基里头盔扭蛋,1,6=1070111|11=1200056,,
60650020,小恶魔之翼扭蛋,1,6=1100004|11=1100004,,
60650030,小天使之翼扭蛋,1,6=1100002|11=1100002,,
60650031,游泳鸭设计图扭蛋,1,5=1020030|11=1029005,,
60650032,小天使雕像扭蛋,1,6=1070097|11=1070097,,
60650033,时间之翼扭蛋,1,6=1100010|11=1100010,,
60650034,鬼魂cos时装扭蛋,1,6=1010033|6=1010034|11=1010033|11=1010034,,
60650035,机甲兔子头盔扭蛋,1,6=1070193|11=1070193,,
60650037,船长烟斗扭蛋,1,6=1090050|11=1090050,,
60650038,玩具士兵时装扭蛋,1,6=1010053|6=1010054|11=1010053|11=1010054,,
60650039,萌猫太空舱背饰扭蛋,1,6=1100018|11=1100018,,
60650040,法老王头具扭蛋,1,6=1070186|11=1070186,,
60650041,魔法继承者背饰扭蛋,1,6=1100014|11=1100014,,
60650043,古堡魅影时装扭蛋,1,6=1010099|6=1010100|11=1010099|11=1010100,,
60650044,诅咒之镰背饰扭蛋,1,6=1100049|11=1100049,,
60650045,血红之角头饰扭蛋,1,6=1070307|11=1070307,,
60650046,惊悚稻草人坐骑扭蛋,1,5=1021058|11=1021058,,
2080120,时尚海滩时装扭蛋,1,6=1010074|6=1010075|11=1010074|11=1010075,,
2080125,欢庆麋鹿坐骑扭蛋,1,5=1021049|11=1021049,,
2080126,波利冲浪板背饰扭蛋,1,6=1100027|11=1100027,,
2080127,鲨鱼冲浪板背饰扭蛋,1,6=1100028|11=1100028,,
66660001,恶魔波利表情包解锁券,,7=3,,
66660002,哥布林表情包解锁券,,7=2,,
123333050,多刃尖刺刀图纸,,,,
123333070,多刃尖刺刀Ⅰ图纸,,,,
123333080,多刃尖刺刀Ⅱ图纸,,,,
123334050,老兵之剑图纸,,,,
123334070,老兵之剑Ⅰ图纸,,,,
123334080,老兵之剑Ⅱ图纸,,,,
123335070,火灵之剑图纸,,,,
123335080,火灵之剑Ⅰ图纸,,,,
123336070,石中剑图纸,,,,
123336080,石中剑Ⅰ图纸,,,,
123337080,魔刀 吞神图纸,,,,
123338070,名刀不知火图纸,,,,
123338080,名刀不知火Ⅰ图纸,,,,
123339070,红云长剑图纸,,,,
123339080,红云长剑Ⅰ图纸,,,,
133340050,魔力长矛图纸,,,,
133340070,魔力长矛Ⅰ图纸,,,,
133340080,魔力长矛Ⅱ图纸,,,,
133341050,连刺长矛图纸,,,,
133341070,连刺长矛Ⅰ图纸,,,,
133341080,连刺长矛Ⅱ图纸,,,,
133342070,重兵长矛图纸,,,,
133342080,重兵长矛Ⅰ图纸,,,,
133343070,柱枪图纸,,,,
133343080,柱枪Ⅰ图纸,,,,
133344080,永恒之枪图纸,,,,
43345050,红十字杖图纸,,,,
43345070,红十字杖Ⅰ图纸,,,,
43345080,红十字杖Ⅱ图纸,,,,
43346050,黛雅之杖图纸,,,,
43346070,黛雅之杖Ⅰ图纸,,,,
43346080,黛雅之杖Ⅱ图纸,,,,
43347050,神圣权杖图纸,,,,
43347070,神圣权杖Ⅰ图纸,,,,
43347080,神圣权杖Ⅱ图纸,,,,
43348050,诅咒魔杖图纸,,,,
43348070,诅咒魔杖Ⅰ图纸,,,,
43348080,诅咒魔杖Ⅱ图纸,,,,
43349050,羽翼之杖图纸,,,,
43349070,羽翼之杖Ⅰ图纸,,,,
43349080,羽翼之杖Ⅱ图纸,,,,
43350050,进阶生存魔杖图纸,,,,
43351050,大巫师之杖图纸,,,,
43351070,大巫师之杖Ⅰ图纸,,,,
43351080,大巫师之杖Ⅱ图纸,,,,
43352070,高等生存魔杖图纸,,,,
43352080,高等生存魔杖Ⅰ图纸,,,,
43353070,圣杖英灵图纸,,,,
43353080,圣杖英灵Ⅰ图纸,,,,
43354070,痊愈光辉图纸,,,,
43354080,痊愈光辉Ⅰ图纸,,,,
43355070,克罗诺斯之杖图纸,,,,
43355080,克罗诺斯之杖Ⅰ图纸,,,,
43356070,言灵魔杖图纸,,,,
43356080,言灵魔杖Ⅰ图纸,,,,
43357080,巫杖 魂咬图纸,,,,
93358050,奎师那之刃图纸,,,,
93358070,奎师那之刃Ⅰ图纸,,,,
93358080,奎师那之刃Ⅱ图纸,,,,
93359050,毒之花图纸,,,,
93359070,毒之花Ⅰ图纸,,,,
93359080,毒之花Ⅱ图纸,,,,
93360070,暴虐拳刃图纸,,,,
93360080,暴虐拳刃Ⅰ图纸,,,,
93361070,火灵拳刃图纸,,,,
93361080,火灵拳刃Ⅰ图纸,,,,
93362080,洛奇的指甲图纸,,,,
23363050,巨毒短剑图纸,,,,
23363070,巨毒短剑Ⅰ图纸,,,,
23363080,巨毒短剑Ⅱ图纸,,,,
23364050,沙漠之风图纸,,,,
23364070,沙漠之风Ⅰ图纸,,,,
23364080,沙漠之风Ⅱ图纸,,,,
23365050,强化大驹短剑图纸,,,,
23365070,强化大驹短剑Ⅰ图纸,,,,
23365080,强化大驹短剑Ⅱ图纸,,,,
23366050,地灵短剑图纸,,,,
23366070,地灵短剑Ⅰ图纸,,,,
23366080,地灵短剑Ⅱ图纸,,,,
23367070,月灵短剑图纸,,,,
23367080,月灵短剑Ⅰ图纸,,,,
23368070,月辰短剑图纸,,,,
23368080,月辰短剑Ⅰ图纸,,,,
23369080,陨星图纸,,,,
13370050,圣锤 裁决图纸,,,,
13370070,圣锤 裁决Ⅰ图纸,,,,
13370080,圣锤 裁决Ⅱ图纸,,,,
13371050,黄金之锤图纸,,,,
13371070,黄金之锤Ⅰ图纸,,,,
13371080,黄金之锤Ⅱ图纸,,,,
13372070,闇盲之锤图纸,,,,
13372080,闇盲之锤Ⅰ图纸,,,,
13373070,魔锤 安魂曲图纸,,,,
13373080,魔锤 安魂曲Ⅰ图纸,,,,
13374080,圣锤 十字星图纸,,,,
63375050,炽天使之弓图纸,,,,
63375070,炽天使之弓Ⅰ图纸,,,,
63375080,炽天使之弓Ⅱ图纸,,,,
63376050,驻足重弩图纸,,,,
63376070,驻足重弩Ⅰ图纸,,,,
63376080,驻足重弩Ⅱ图纸,,,,
63377050,红色闪电图纸,,,,
63377070,红色闪电Ⅰ图纸,,,,
63377080,红色闪电Ⅱ图纸,,,,
63378070,伊克西翁之翼图纸,,,,
63378080,伊克西翁之翼Ⅰ图纸,,,,
63379070,绵绵大蟹弓图纸,,,,
63379080,绵绵大蟹弓Ⅰ图纸,,,,
63380070,元素之弓图纸,,,,
63380080,元素之弓Ⅰ图纸,,,,
63381070,鹰隼之弓图纸,,,,
63381080,鹰隼之弓Ⅰ图纸,,,,
63382080,乌勒尔的决意图纸,,,,
53383050,超重双手斧图纸,,,,
53383070,超重双手斧Ⅰ图纸,,,,
53383080,超重双手斧Ⅱ图纸,,,,
53384050,克莱伊特斧图纸,,,,
53384070,克莱伊特斧Ⅰ图纸,,,,
53384080,克莱伊特斧Ⅱ图纸,,,,
53385070,贝克战斧图纸,,,,
53385080,贝克战斧Ⅰ图纸,,,,
53386070,碎心斧图纸,,,,
53386080,碎心斧Ⅰ图纸,,,,
53387080,P.T.D机械核心图纸,,,,
73302050,圣职之衣图纸,,,,
73302070,圣职之衣Ⅰ图纸,,,,
73302080,圣职之衣Ⅱ图纸,,,,
73303050,战斗服图纸,,,,
73303070,战斗服Ⅰ图纸,,,,
73303080,战斗服Ⅱ图纸,,,,
73304050,钢铁铠甲图纸,,,,
73304070,钢铁铠甲Ⅰ图纸,,,,
73304080,钢铁铠甲Ⅱ图纸,,,,
73305050,魔法外套图纸,,,,
73305070,魔法外套Ⅰ图纸,,,,
73305080,魔法外套Ⅱ图纸,,,,
73306050,盗贼之衣图纸,,,,
73306070,盗贼之衣Ⅰ图纸,,,,
73306080,盗贼之衣Ⅱ图纸,,,,
73307050,紧身便衣图纸,,,,
73307070,紧身便衣Ⅰ图纸,,,,
73307080,紧身便衣Ⅱ图纸,,,,
73308050,水鳞铠甲图纸,,,,
73308070,水鳞铠甲Ⅰ图纸,,,,
73308080,水鳞铠甲Ⅱ图纸,,,,
73309050,乐园团制服图纸,,,,
73309070,乐园团制服Ⅰ图纸,,,,
73309080,乐园团制服Ⅱ图纸,,,,
73310050,毛皮大衣图纸,,,,
73310070,毛皮大衣Ⅰ图纸,,,,
73310080,毛皮大衣Ⅱ图纸,,,,
83311050,羊毛围巾图纸,,,,
83311070,羊毛围巾Ⅰ图纸,,,,
83311080,羊毛围巾Ⅱ图纸,,,,
83312050,伯爵斗篷图纸,,,,
83312070,伯爵斗篷Ⅰ图纸,,,,
83312080,伯爵斗篷Ⅱ图纸,,,,
83313050,连帽披肩图纸,,,,
83313070,连帽披肩Ⅰ图纸,,,,
83313080,连帽披肩Ⅱ图纸,,,,
83314050,茉莉雅娜斗篷图纸,,,,
83314070,茉莉雅娜斗篷Ⅰ图纸,,,,
83314080,茉莉雅娜斗篷Ⅱ图纸,,,,
83315050,乐园团斗篷图纸,,,,
83315070,乐园团斗篷Ⅰ图纸,,,,
83315080,乐园团斗篷Ⅱ图纸,,,,
83316050,毛绒斗篷图纸,,,,
83316070,毛绒斗篷Ⅰ图纸,,,,
83316080,毛绒斗篷Ⅱ图纸,,,,
113317050,魔力靴图纸,,,,
113317070,魔力靴Ⅰ图纸,,,,
113317080,魔力靴Ⅱ图纸,,,,
113318050,防水靴图纸,,,,
113318070,防水靴Ⅰ图纸,,,,
113318080,防水靴Ⅱ图纸,,,,
113319050,生命树之靴图纸,,,,
113319070,生命树之靴Ⅰ图纸,,,,
113319080,生命树之靴Ⅱ图纸,,,,
113320050,茉莉雅娜皮靴图纸,,,,
113320070,茉莉雅娜皮靴Ⅰ图纸,,,,
113320080,茉莉雅娜皮靴Ⅱ图纸,,,,
113321050,柔软皮靴图纸,,,,
113321070,柔软皮靴Ⅰ图纸,,,,
113321080,柔软皮靴Ⅱ图纸,,,,
113322050,兔子拖鞋图纸,,,,
113322070,兔子拖鞋Ⅰ图纸,,,,
113322080,兔子拖鞋Ⅱ图纸,,,,
73323080,哥夫内盔甲图纸,,,,
83324080,哥夫内肩饰图纸,,,,
113325080,哥夫内军靴图纸,,,,
73326080,疾风战袍图纸,,,,
83327080,月影披风图纸,,,,
113328080,黑皮靴图纸,,,,
73329080,奔跑铠甲图纸,,,,
113330080,奔跑长靴图纸,,,,
83331080,奔跑者徽章图纸,,,,
73332080,提尔的战甲图纸,,,,
83333080,贝利的斗篷图纸,,,,
113334080,迪塔乐长靴图纸,,,,
73335080,白羽战袍图纸,,,,
83336080,白羽羽翼图纸,,,,
113337080,白羽便鞋图纸,,,,
33338050,铝制圆盾图纸,,,,
33338070,铝制圆盾Ⅰ图纸,,,,
33338080,铝制圆盾Ⅱ图纸,,,,
33339050,塔盾图纸,,,,
33339070,塔盾Ⅰ图纸,,,,
33339080,塔盾Ⅱ图纸,,,,
33340050,奥尔里昂的铁盘图纸,,,,
33340070,奥尔里昂的铁盘Ⅰ图纸,,,,
33340080,奥尔里昂的铁盘Ⅱ图纸,,,,
33341050,铂金盾图纸,,,,
33341070,铂金盾Ⅰ图纸,,,,
33341080,铂金盾Ⅱ图纸,,,,
33342050,刺盾图纸,,,,
33342070,刺盾Ⅰ图纸,,,,
33342080,刺盾Ⅱ图纸,,,,
33343080,谎言记录本图纸,,,,
33344050,驱魔圣经图纸,,,,
33344070,驱魔圣经Ⅰ图纸,,,,
33344080,驱魔圣经Ⅱ图纸,,,,
33345050,岁月痕迹圆盾图纸,,,,
33345070,岁月痕迹圆盾Ⅰ图纸,,,,
33345080,岁月痕迹圆盾Ⅱ图纸,,,,
33346050,免疫者盾牌图纸,,,,
33346070,免疫者盾牌Ⅰ图纸,,,,
33346080,免疫者盾牌Ⅱ图纸,,,,
33347080,巴基力亚钢盾图纸,,,,
43488050,余烬烈焰法杖图纸,,,,
43488070,余烬烈焰法杖Ⅰ图纸,,,,
43588080,余烬烈焰法杖Ⅱ图纸,,,,
43489050,以太风暴法杖图纸,,,,
43489070,以太风暴法杖Ⅰ图纸,,,,
43589080,以太风暴法杖Ⅱ图纸,,,,
53490070,动力割裂战斧图纸,,,,
53590080,动力割裂战斧Ⅰ图纸,,,,
63491050,黯盲之触图纸,,,,
63491070,黯盲之触Ⅰ图纸,,,,
63591080,黯盲之触Ⅱ图纸,,,,
123335090,火灵之剑Ⅱ图纸,,,,
123336090,石中剑Ⅱ图纸,,,,
123337090,魔刀 吞神Ⅰ图纸,,,,
123338090,名刀不知火Ⅱ图纸,,,,
123339090,红云长剑Ⅱ图纸,,,,
133340090,魔力长矛Ⅲ图纸,,,,
133341090,连刺长矛Ⅲ图纸,,,,
133344090,永恒之枪Ⅰ图纸,,,,
43345090,红十字杖Ⅲ图纸,,,,
43346090,黛雅之杖Ⅲ图纸,,,,
43347090,神圣权杖Ⅲ图纸,,,,
43348090,诅咒魔杖Ⅲ图纸,,,,
43351090,大巫师之杖Ⅲ图纸,,,,
43352090,高等生存魔杖Ⅱ图纸,,,,
43354090,痊愈光辉Ⅱ图纸,,,,
43355090,克罗诺斯之杖Ⅱ图纸,,,,
43357090,巫杖 魂咬Ⅰ图纸,,,,
93359090,毒之花Ⅲ图纸,,,,
93360090,暴虐拳刃Ⅱ图纸,,,,
93361090,火灵拳刃Ⅱ图纸,,,,
93362090,洛奇的指甲Ⅰ图纸,,,,
23363090,巨毒短剑Ⅲ图纸,,,,
23365090,强化大驹短剑Ⅲ图纸,,,,
23367090,月灵短剑Ⅱ图纸,,,,
23368090,月辰短剑Ⅱ图纸,,,,
23369090,陨星Ⅰ图纸,,,,
13370090,圣锤 裁决Ⅲ图纸,,,,
13371090,黄金之锤Ⅲ图纸,,,,
13372090,闇盲之锤Ⅱ图纸,,,,
13373090,魔锤 安魂曲Ⅱ图纸,,,,
13374090,圣锤 十字星Ⅰ图纸,,,,
63376090,驻足重弩Ⅲ图纸,,,,
63378090,伊克西翁之翼Ⅱ图纸,,,,
63379090,绵绵大蟹弓Ⅱ图纸,,,,
63381090,鹰隼之弓Ⅱ图纸,,,,
63382090,乌勒尔的决意Ⅰ图纸,,,,
53383090,超重双手斧Ⅲ图纸,,,,
53385090,贝克战斧Ⅱ图纸,,,,
53386090,碎心斧Ⅱ图纸,,,,
53387090,P.T.D机械核心Ⅰ图纸,,,,
73323090,哥夫内盔甲Ⅰ图纸,,,,
83324090,哥夫内肩饰Ⅰ图纸,,,,
113325090,哥夫内军靴Ⅰ图纸,,,,
73326090,疾风战袍Ⅰ图纸,,,,
83327090,月影披风Ⅰ图纸,,,,
113328090,黑皮靴Ⅰ图纸,,,,
73329090,奔跑铠甲Ⅰ图纸,,,,
113330090,奔跑长靴Ⅰ图纸,,,,
83331090,奔跑者徽章Ⅰ图纸,,,,
73332090,提尔的战甲Ⅰ图纸,,,,
83333090,贝利的斗篷Ⅰ图纸,,,,
113334090,迪塔乐长靴Ⅰ图纸,,,,
73335090,白羽战袍Ⅰ图纸,,,,
83336090,白羽羽翼Ⅰ图纸,,,,
113337090,白羽便鞋Ⅰ图纸,,,,
33338090,铝制圆盾Ⅲ图纸,,,,
33339090,塔盾Ⅲ图纸,,,,
33340090,奥尔里昂的铁盘Ⅲ图纸,,,,
33341090,铂金盾Ⅲ图纸,,,,
33342090,刺盾Ⅲ图纸,,,,
33343090,谎言记录本Ⅰ图纸,,,,
33344090,驱魔圣经Ⅲ图纸,,,,
33345090,岁月痕迹圆盾Ⅲ图纸,,,,
33346090,免疫者盾牌Ⅲ图纸,,,,
33347090,巴基力亚钢盾Ⅰ图纸,,,,
43488090,余烬烈焰法杖Ⅲ图纸,,,,
43489090,以太风暴法杖Ⅲ图纸,,,,
53490090,动力割裂战斧Ⅱ图纸,,,,
63491090,黯盲之触Ⅲ图纸,,,,
123493090,异形长剑图纸,,,,
123494090,荆棘长剑图纸,,,,
133495090,气旋长枪图纸,,,,
43496090,魔力之源 言灵图纸,,,,
43497090,圣杖源灵图纸,,,,
143498050,绵绵大蟹钳图纸,,,,
143498070,绵绵大蟹钳Ⅰ图纸,,,,
143498080,绵绵大蟹钳Ⅱ图纸,,,,
143498090,绵绵大蟹钳Ⅲ图纸,,,,
143499050,升龙拳套图纸,,,,
143499070,升龙拳套Ⅰ图纸,,,,
143499080,升龙拳套Ⅱ图纸,,,,
143499090,升龙拳套Ⅲ图纸,,,,
143500050,连击套甲图纸,,,,
143500070,连击套甲Ⅰ图纸,,,,
143500080,连击套甲Ⅱ图纸,,,,
143501070,金刚拳套图纸,,,,
143501080,金刚拳套Ⅰ图纸,,,,
143501090,金刚拳套Ⅱ图纸,,,,
143502070,秘拳套闪光图纸,,,,
143502080,秘拳套闪光Ⅰ图纸,,,,
143502090,秘拳套闪光Ⅱ图纸,,,,
143503080,禅迦图纸,,,,
143503090,禅迦Ⅰ图纸,,,,
143504090,水晶拳套图纸,,,,
43505090,希芙的馈赠图纸,,,,
43506090,婆苏提婆之刃图纸,,,,
43507090,智慧女神图纸,,,,
73408090,魔力洪流法袍图纸,,,,
83409090,魔力迸发披肩图纸,,,,
113410090,魔力逆流之靴图纸,,,,
33414050,十字钢盾图纸,,,,
33414070,十字钢盾Ⅰ图纸,,,,
33414080,十字钢盾Ⅱ图纸,,,,
33414090,十字钢盾Ⅲ图纸,,,,
33415050,圣耀之盾图纸,,,,
33415070,圣耀之盾Ⅰ图纸,,,,
33415080,圣耀之盾Ⅱ图纸,,,,
33415090,圣耀之盾Ⅲ图纸,,,,
33416050,娜迦鳞片盾牌图纸,,,,
33416070,娜迦鳞片盾牌Ⅰ图纸,,,,
33416080,娜迦鳞片盾牌Ⅱ图纸,,,,
33416090,娜迦鳞片盾牌Ⅲ图纸,,,,
33417090,皇家之盾图纸,,,,
133518050,长角之矛图纸,,,,
133518070,长角之矛Ⅰ图纸,,,,
133518080,长角之矛Ⅱ图纸,,,,
133518090,长角之矛Ⅲ图纸,,,,
133519050,圣光之戟图纸,,,,
133519070,圣光之戟Ⅰ图纸,,,,
133519080,圣光之戟Ⅱ图纸,,,,
133519090,圣光之戟Ⅲ图纸,,,,
133520050,象牙长矛图纸,,,,
133520070,象牙长矛Ⅰ图纸,,,,
133520080,象牙长矛Ⅱ图纸,,,,
133520090,象牙长矛Ⅲ图纸,,,,
133521070,战栗长矛图纸,,,,
133521080,战栗长矛Ⅰ图纸,,,,
133521090,战栗长矛Ⅱ图纸,,,,
133522080,死神之镰图纸,,,,
133522090,死神之镰Ⅰ图纸,,,,
133523090,皇家之矛图纸,,,,
123335100,火灵之剑Ⅲ图纸,,,,
123336100,石中剑Ⅲ图纸,,,,
123337100,魔刀 吞神Ⅱ图纸,,,,
123338100,名刀不知火Ⅲ图纸,,,,
123339100,红云长剑Ⅲ图纸,,,,
133344100,永恒之枪Ⅱ图纸,,,,
43345100,红十字杖Ⅳ图纸,,,,
43346100,黛雅之杖Ⅳ图纸,,,,
43347100,神圣权杖Ⅳ图纸,,,,
43348100,诅咒魔杖Ⅳ图纸,,,,
43352100,高等生存魔杖Ⅲ图纸,,,,
43354100,痊愈光辉Ⅲ图纸,,,,
43355100,克罗诺斯之杖Ⅲ图纸,,,,
43357100,巫杖 魂咬Ⅱ图纸,,,,
93359100,毒之花Ⅳ图纸,,,,
93360100,暴虐拳刃Ⅲ图纸,,,,
93361100,火灵拳刃Ⅲ图纸,,,,
93362100,洛奇的指甲Ⅱ图纸,,,,
23363100,巨毒短剑Ⅳ图纸,,,,
23365100,强化大驹短剑Ⅳ图纸,,,,
23367100,月灵短剑Ⅲ图纸,,,,
23368100,月辰短剑Ⅲ图纸,,,,
23369100,陨星Ⅱ图纸,,,,
13370100,圣锤 裁决Ⅳ图纸,,,,
13372100,闇盲之锤Ⅲ图纸,,,,
13373100,魔锤 安魂曲Ⅲ图纸,,,,
13374100,圣锤 十字星Ⅱ图纸,,,,
63376100,驻足重弩Ⅳ图纸,,,,
63378100,伊克西翁之翼Ⅲ图纸,,,,
63379100,绵绵大蟹弓Ⅲ图纸,,,,
63382100,乌勒尔的决意Ⅱ图纸,,,,
53385100,贝克战斧Ⅲ图纸,,,,
53386100,碎心斧Ⅲ图纸,,,,
53387100,P.T.D机械核心Ⅱ图纸,,,,
73323100,哥夫内盔甲Ⅱ图纸,,,,
83324100,哥夫内肩饰Ⅱ图纸,,,,
113325100,哥夫内军靴Ⅱ图纸,,,,
73326100,疾风战袍Ⅱ图纸,,,,
83327100,月影披风Ⅱ图纸,,,,
113328100,黑皮靴Ⅱ图纸,,,,
73329100,奔跑铠甲Ⅱ图纸,,,,
113330100,奔跑长靴Ⅱ图纸,,,,
83331100,奔跑者徽章Ⅱ图纸,,,,
73332100,提尔的战甲Ⅱ图纸,,,,
83333100,贝利的斗篷Ⅱ图纸,,,,
113334100,迪塔乐长靴Ⅱ图纸,,,,
73335100,白羽战袍Ⅱ图纸,,,,
83336100,白羽羽翼Ⅱ图纸,,,,
113337100,白羽便鞋Ⅱ图纸,,,,
33339100,塔盾Ⅳ图纸,,,,
33340100,奥尔里昂的铁盘Ⅳ图纸,,,,
33341100,铂金盾Ⅳ图纸,,,,
33342100,刺盾Ⅳ图纸,,,,
33343100,谎言记录本Ⅱ图纸,,,,
33344100,驱魔圣经Ⅳ图纸,,,,
33345100,岁月痕迹圆盾Ⅳ图纸,,,,
33346100,免疫者盾牌Ⅳ图纸,,,,
33347100,巴基力亚钢盾Ⅱ图纸,,,,
