ID,ItemID,ItemName,ItemNum,Reason,Type,LocalizationArea
179,1200055,猫耳贝雷帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
180,1200056,瓦尔基里头盔图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
181,1200058,兔子耳罩图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
182,1200059,绵绵卡普拉图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
183,1200060,金丝边眼镜图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
184,123333050,多刃尖刺刀图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
185,123333070,多刃尖刺刀Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
186,123333080,多刃尖刺刀Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
187,123334050,老兵之剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
188,123334070,老兵之剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
189,123334080,老兵之剑Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
190,123335070,火灵之剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
191,123335080,火灵之剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
192,123336070,石中剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
193,123336080,石中剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
194,123337080,魔刀 吞神图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
195,123338070,名刀不知火图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
196,123338080,名刀不知火Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
197,123339070,红云长剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
198,123339080,红云长剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
199,133340050,魔力长矛图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
200,133340070,魔力长矛Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
201,133340080,魔力长矛Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
202,133341050,连刺长矛图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
203,133341070,连刺长矛Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
204,133341080,连刺长矛Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
205,133342070,重兵长矛图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
206,133342080,重兵长矛Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
207,133343070,柱枪图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
208,133343080,柱枪Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
209,133344080,永恒之枪图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
210,43345050,红十字杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
211,43345070,红十字杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
212,43345080,红十字杖Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
213,43346050,黛雅之杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
214,43346070,黛雅之杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
215,43346080,黛雅之杖Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
216,43347050,神圣权杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
217,43347070,神圣权杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
218,43347080,神圣权杖Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
219,43348050,诅咒魔杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
220,43348070,诅咒魔杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
221,43348080,诅咒魔杖Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
222,43349050,羽翼之杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
223,43349070,羽翼之杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
224,43349080,羽翼之杖Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
225,43350050,生存的魔杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
226,43351050,大巫师之杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
227,43351070,大巫师之杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
228,43351080,大巫师之杖Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
229,43352070,高等生存魔杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
230,43352080,高等生存魔杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
231,43353070,圣杖英灵图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
232,43353080,圣杖英灵Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
233,43354070,痊愈光辉图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
234,43354080,痊愈光辉Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
235,43355070,克罗诺斯之杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
236,43355080,克罗诺斯之杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
237,43356070,言灵魔杖图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
238,43356080,言灵魔杖Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
239,43357080,巫杖 魂咬图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
240,93358050,奎师那之刃图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
241,93358070,奎师那之刃Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
242,93358080,奎师那之刃Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
243,93359050,毒之花图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
244,93359070,毒之花Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
245,93359080,毒之花Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
246,93360070,暴虐拳刃图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
247,93360080,暴虐拳刃Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
248,93361070,火灵拳刃图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
249,93361080,火灵拳刃Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
250,93362080,洛奇的指甲图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
251,23363050,巨毒短剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
252,23363070,巨毒短剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
253,23363080,巨毒短剑Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
254,23364050,沙漠之风图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
255,23364070,沙漠之风Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
256,23364080,沙漠之风Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
257,23365050,强化大驹短剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
258,23365070,强化大驹短剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
259,23365080,强化大驹短剑Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
260,23366050,地灵短剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
261,23366070,地灵短剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
262,23366080,地灵短剑Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
263,23367070,月灵短剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
264,23367080,月灵短剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
265,23368070,月辰短剑图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
266,23368080,月辰短剑Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
267,23369080,陨星图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
268,13370050,圣锤 裁决图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
269,13370070,圣锤 裁决Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
270,13370080,圣锤 裁决Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
271,13371050,黄金之锤图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
272,13371070,黄金之锤Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
273,13371080,黄金之锤Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
274,13372070,闇盲之锤图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
275,13372080,闇盲之锤Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
276,13373070,魔锤 安魂曲图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
277,13373080,魔锤 安魂曲Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
278,13374080,圣锤 十字星图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
279,63375050,炽天使之弓图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
280,63375070,炽天使之弓Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
281,63375080,炽天使之弓Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
282,63376050,驻足重弩图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
283,63376070,驻足重弩Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
284,63376080,驻足重弩Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
285,63377050,红色闪电图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
286,63377070,红色闪电Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
287,63377080,红色闪电Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
288,63378070,伊克西翁之翼图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
289,63378080,伊克西翁之翼Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
290,63379070,绵绵大蟹弓图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
291,63379080,绵绵大蟹弓Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
292,63380070,元素之弓图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
293,63380080,元素之弓Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
294,63381070,鹰隼之弓图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
295,63381080,鹰隼之弓Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
296,63382080,乌勒尔的决意图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
297,53383050,超重双手斧图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
298,53383070,超重双手斧Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
299,53383080,超重双手斧Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
300,53384050,克莱伊特斧图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
301,53384070,克莱伊特斧Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
302,53384080,克莱伊特斧Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
303,53385070,贝克战斧图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
304,53385080,贝克战斧Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
305,53386070,碎心斧图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
306,53386080,碎心斧Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
307,53387080,P.T.D机械核心图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
308,73302050,圣职之衣图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
309,73302070,圣职之衣Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
310,73302080,圣职之衣Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
311,73303050,战斗服图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
312,73303070,战斗服Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
313,73303080,战斗服Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
314,73304050,钢铁铠甲图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
315,73304070,钢铁铠甲Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
316,73304080,钢铁铠甲Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
317,73305050,魔法外套图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
318,73305070,魔法外套Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
319,73305080,魔法外套Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
320,73306050,盗贼之衣图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
321,73306070,盗贼之衣Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
322,73306080,盗贼之衣Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
323,73307050,紧身便衣图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
324,73307070,紧身便衣Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
325,73307080,紧身便衣Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
326,73308050,水鳞铠甲图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
327,73308070,水鳞铠甲Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
328,73308080,水鳞铠甲Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
329,73309050,乐园团制服图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
330,73309070,乐园团制服Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
331,73309080,乐园团制服Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
332,73310050,毛皮大衣图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
333,73310070,毛皮大衣Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
334,73310080,毛皮大衣Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
335,83311050,羊毛围巾图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
336,83311070,羊毛围巾Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
337,83311080,羊毛围巾Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
338,83312050,伯爵斗篷图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
339,83312070,伯爵斗篷Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
340,83312080,伯爵斗篷Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
341,83313050,连帽披肩图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
342,83313070,连帽披肩Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
343,83313080,连帽披肩Ⅱ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
344,83314050,茉莉雅娜斗篷图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
345,83314070,茉莉雅娜斗篷Ⅰ图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
