ID,GreatSecretID,GreatSecretName,EntityId,GreatSecretNormalAttribute
627,4112,大古钟,21631,30231=90
628,4112,古钟魔,21632,30231=90
629,4112,钟怪,21633,30231=90
630,4112,挣扎,21634,30231=90
631,4112,痛苦,21635,30231=90
632,4112,迷惘,21636,30231=90
633,4112,挣扎,21637,30231=90
634,4112,痛苦,21638,30231=90
635,4112,迷惘,21639,30231=90
636,4112,时空恶魔的痛苦,21640,30231=90
637,4112,时空恶魔的折磨,21641,30231=90
638,4111,疯狂的科学家,21645,30231=90
639,4111,疯狂的科学家,21646,30231=90
640,4111,疯狂的科学家,21647,30231=90
641,4112,疯狂的科学家,21645,30231=90
642,4112,疯狂的科学家,21646,30231=90
643,4112,疯狂的科学家,21647,30231=90
