PackId,GroupContent,GroupWeight,PackType,PackName,AwardValueWeight,Announcement,JobLimit,LevelLimit,ServerLevelLimit,GenderLimit,OpenWorldCond,LuaFunction,RandomItem,RandomMethod,GuarantGroup,Source,PackTabType,PackTabChange,LuckyPointLimit,ExpectValue,BindInfo,NumberInfo,IsCalcLucky
4300281,3023001=1|3023002=1|3020003=1|3020004=1|1290055=1|3026005=1,3|1|3|3|3|3,1,28日签到奖励,,0,0,0|-1,,2,,,,,,,,,0,906,,0=1,
4300291,102=2000,1,0,29日签到奖励,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4300301,1080013=1,1,0,30日签到奖励,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310011,1400201=1,1,0,三十日签到B轮1日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310021,40000010=200,1,0,三十日签到B轮2日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310031,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到B轮3日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310041,2033001=2,1,0,三十日签到B轮4日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310051,2090003=1,1,0,三十日签到B轮5日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310061,2090023=1,1,0,三十日签到B轮6日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310071,3024023=1,1,0,三十日签到B轮7日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310081,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到B轮8日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310091,2033002=1,1,0,三十日签到B轮9日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310101,2040016=1,1,0,三十日签到B轮10日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310111,1400301=1,1,0,三十日签到B轮11日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310121,40000010=250,1,0,三十日签到B轮12日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310131,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到B轮13日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310141,2033001=2,1,0,三十日签到B轮14日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310151,2091166=2,1,0,三十日签到B轮15日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310161,1400201=1,1,0,三十日签到B轮16日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310171,3024023=1,1,0,三十日签到B轮17日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310181,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到B轮18日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310191,2033002=1,1,0,三十日签到B轮19日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310201,2090003=2,1,0,三十日签到B轮20日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310211,2090044=1,1,0,三十日签到B轮21日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310221,40000010=300,1,0,三十日签到B轮22日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310231,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到B轮23日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310241,2033001=2,1,0,三十日签到B轮24日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310251,2091166=3,1,0,三十日签到B轮25日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310261,1400301=1,1,0,三十日签到B轮26日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310271,3024023=2,1,0,三十日签到B轮27日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310281,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到B轮28日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310291,2033002=1,1,0,三十日签到B轮29日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4310301,3024024=1,1,0,三十日签到B轮30日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320011,3021001=5,1,0,三十日签到C轮1日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320021,40000010=200,1,0,三十日签到C轮2日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320031,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到C轮3日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320041,2033001=2,1,0,三十日签到C轮4日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320051,2090003=1,1,0,三十日签到C轮5日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320061,3021001=5,1,0,三十日签到C轮6日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320071,3024002=3,1,0,三十日签到C轮7日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320081,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到C轮8日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320091,2033002=1,1,0,三十日签到C轮9日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320101,2040016=1,1,0,三十日签到C轮10日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320111,3021001=5,1,0,三十日签到C轮11日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320121,40000010=250,1,0,三十日签到C轮12日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320131,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到C轮13日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320141,1400201=1,1,0,三十日签到C轮14日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320151,2091166=2,1,0,三十日签到C轮15日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320161,3021001=5,1,0,三十日签到C轮16日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320171,3024002=4,1,0,三十日签到C轮17日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320181,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到C轮18日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320191,2033001=2,1,0,三十日签到C轮19日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320201,60601510=1,1,0,三十日签到C轮20日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320211,3021001=5,1,0,三十日签到C轮21日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320221,40000010=300,1,0,三十日签到C轮22日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320231,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到C轮23日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320241,2033002=1,1,0,三十日签到C轮24日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320251,2091166=3,1,0,三十日签到C轮25日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320261,3021001=5,1,0,三十日签到C轮26日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320271,3024002=5,1,0,三十日签到C轮27日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320281,1270002=1|1270006=1|1270010=1|3026005=1|3023002=1|1290055=1,4|2|1|4|2|4,1,三十日签到C轮28日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320291,1400301=1,1,0,三十日签到C轮29日,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4320301,2091111=1,1,0,日本增量-三十日签到C轮30日-有日服增量,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4349981,3011502=1|2040016=1|60660010=1|3010107=1|2090003=1|3024023=1,,0,回归招募预览,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1|1|1,0=1,
4349991,2040018=5|3026006=10|2010004=50|2010015=50,,0,回归招募见面礼,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1|1|1,0=1,
4350001,2040018=10|3024023=1,,0,回归招募-委托点数-60,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350011,2040018=10|3026006=10,,0,回归招募-委托点数-120,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350021,2040018=10|2033002=1,,0,回归招募-委托点数-200,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350031,2040018=10|1400201=1,,0,回归招募-委托点数-300,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350041,2040018=10|2034006=20,,0,回归招募-委托点数-450,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350051,2040018=20|2090003=1,,0,回归招募-委托点数-600,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350061,2040018=30|2040016=1,,0,回归招募-共同完成主题副本-10,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350071,2040018=10|3010107=1,,0,回归招募-好友度达到-150,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350081,2040018=15|2035002=5,,0,回归招募-共同参与MVP-25,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350091,2040018=10|3010107=1,,0,回归招募-共同参与双人烹饪-4,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350101,2040018=15|60660010=1,,0,回归招募-赠送材料-200,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350111,2040018=50|3011502=1,,0,回归招募-完成所有招募任务和活跃奖励任务-1,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350120,3011502=1|3020022=2|2091111=1|1400202=1|60660030=1,,0,回归招募预览,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1|1|1,0=1,
4350121,2091619=1|3026006=10|2010004=50|2010015=50,,0,回归招募见面礼,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1|1|1,0=1,
4350122,2090003=1|1400202=1,,0,回归招募-委托点数-60,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350123,2010008=4|3026006=15,,0,回归招募-委托点数-120,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350124,3021009=10|2033002=2,,0,回归招募-委托点数-200,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350125,2052001=5|3024032=1,,0,回归招募-委托点数-300,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350126,40000010=200|2034006=60,,0,回归招募-委托点数-450,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350127,3020022=1|2091111=1,,0,回归招募-委托点数-600,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350128,3010133=1|2040016=1,,0,回归招募-共同完成主题副本-10,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350129,1400301=1|3010133=1,,0,回归招募-好友度达到-150,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350130,3010129=2|2035002=10,,0,回归招募-共同参与MVP-25,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350131,2052001=5|60660030=1,,0,回归招募-赠送材料-200,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350132,3020022=1|3011502=1,,0,回归招募-完成所有招募任务和活跃奖励任务-1,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350200,404=30,,0,回归招募单个回归玩家完成所有任务招募者奖励（新）,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350201,404=50,,0,招募1个玩家,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350202,404=50,,0,招募2个玩家,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350203,404=50,,0,招募3个玩家,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350204,404=70,,0,招募5个玩家,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350205,404=45,,0,结契的回归玩家委托点数累计消耗300,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350206,404=45,,0,结契的回归玩家委托点数累计消耗600,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350207,404=45,,0,结契的回归玩家委托点数累计消耗900,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350208,404=45,,0,结契的回归玩家与组内成员组队完成圣歌试炼1次,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350209,404=45,,0,结契的回归玩家与组内成员组队完成圣歌试炼2次,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350210,404=45,,0,结契的回归玩家与组内成员组队完成圣歌试炼3次,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350211,404=45,,0,所有结契的回归玩家累计参与MINI活动*6,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350212,404=45,,0,所有结契的回归玩家累计参与MINI活动*9,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350213,404=30,,0,结契的回归玩家在公会频道发言10次,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350214,404=30,,0,结契的回归玩家在公会频道发言15次,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350215,404=30,,0,赠送好友材料20个,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350216,404=30,,0,赠送好友材料30个,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350217,404=45,,0,所有结契的回归玩家累计消耗zeny*80000,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350218,404=45,,0,所有结契的回归玩家累计消耗zeny*160000,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350219,404=45,,0,所有结契的回归玩家累计消耗zeny*240000,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350220,404=30,,0,结契的回归玩家在公会频道发言5次,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350221,404=30,,0,赠送好友材料10个,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350222,404=45,,0,所有结契的回归玩家累计参与MINI活动*3,,0,0,0|-1,,2,,,,,,,,,0,-1,1,0=1,
4350231,404=30|3024041=1,,0,委托点数累计消耗300,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350232,404=30|2090045=1,,0,与招募组内任意成员组队共同完成圣歌试炼3次,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350233,404=10|2090024=1,,0,参与MINI活动*5,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350234,404=10|1400201=2,,0,在公会频道发言5次,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350235,404=30|2033002=1,,0,赠送好友材料10个,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350236,404=15|2090025=3,,0,累计消耗zeny*80000,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350237,404=60|60660020=1,,0,完成所有活跃任务,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1,0=1,
4350241,1080108=1|3011502=1|1400301=1|3010131=1|60660030=1,,0,回归招募奖励预览,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1|1|1|1,0=1,
4350250,404=20|2035002=3|101=25000,,0,回归招募分享奖励,,0,0,0|-1,,2,,,,,,,,,0,-1,1|1|1,0=1,
4400011,101=20000,1,0,呀哈哈铜币---915版本,,0,0,0|-1,,2,,,,,,,0,,0,-1,,0=1,
4410011,101=50000,1,0,累计发现喵利1号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410021,2031004=2,1,0,累计发现喵利2号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410031,2034003=3,1,0,累计发现喵利3号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410041,1030001=1,1,0,累计发现喵利4号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410051,1030001=1,1,0,累计发现喵利5号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410061,101=50000,1,0,累计发现波利兔1号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410071,2031004=2,1,0,累计发现波利兔2号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410081,2034003=3,1,0,累计发现波利兔3号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410091,1030002=1,1,0,累计发现波利兔4号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410101,1030002=1,1,0,累计发现波利兔5号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410111,101=50000,1,0,累计发现哼利1号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410121,2031004=2,1,0,累计发现哼利2号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410131,2034003=3,1,0,累计发现哼利3号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410141,1030003=1,1,0,累计发现哼利4号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410151,1030003=1,1,0,累计发现哼利5号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410161,101=50000,1,0,累计发现土拨利1号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410171,2031004=2,1,0,累计发现土拨利2号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410181,2034003=3,1,0,累计发现土拨利3号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410191,1030004=1,1,0,累计发现土拨利4号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410201,1030004=1,1,0,累计发现土拨利5号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410211,101=50000,1,0,累计发现幽灵波利1号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410221,2031004=2,1,0,累计发现幽灵波利2号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410231,2034003=3,1,0,累计发现幽灵波利3号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410241,1030005=1,1,0,累计发现幽灵波利4号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410251,1030005=1,1,0,累计发现幽灵波利5号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410261,101=50000,1,0,累计发现波波鱼1号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410271,2031004=2,1,0,累计发现波波鱼2号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410281,2034003=3,1,0,累计发现波波鱼3号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410291,1030006=1,1,0,累计发现波波鱼4号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4410301,1030006=1,1,0,累计发现波波鱼5号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420011,2034003=2|101=100000,1,0,区域奖励1号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420021,2034003=3|101=100000,1,0,区域奖励2号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420031,2034003=3|101=150000,1,0,区域奖励3号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420041,2034003=3|101=200000,1,0,区域奖励4号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420051,2034003=3|101=250000,1,0,区域奖励5号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420061,2090008=1,1,0,累计发现波波鱼6号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420071,2090008=1,1,0,累计发现波波鱼7号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420081,2090008=1,1,0,累计发现波波鱼8号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420091,2090008=1,1,0,累计发现波波鱼9号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420101,2090008=1,1,0,累计发现波波鱼10号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420111,2090008=1,1,0,累计发现波波鱼11号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420121,2090008=1,1,0,累计发现波波鱼12号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420131,2090008=1,1,0,累计发现波波鱼13号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420141,2090008=1,1,0,累计发现波波鱼14号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420151,2090008=1,1,0,累计发现波波鱼15号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420161,2090008=1,1,0,累计发现波波鱼16号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420171,2090008=1,1,0,累计发现波波鱼17号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420181,2090008=1,1,0,累计发现波波鱼18号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420191,2090008=1,1,0,累计发现波波鱼19号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420201,2090008=1,1,0,累计发现波波鱼20号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420211,2090008=1,1,0,累计发现波波鱼21号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420221,2090008=1,1,0,累计发现波波鱼22号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4420231,2090008=1,1,0,累计发现波波鱼23号礼包,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500011,2034003=3,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500021,2034003=6,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500031,2034003=9,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500041,1080003=1,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500051,2063001=50,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500061,2063001=100,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500071,1070042=1,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500081,2063001=150,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500091,2063001=200,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500101,2063002=50,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500111,1070157=1,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500121,2063002=100,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500131,2063002=150,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500141,2063002=200,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500151,1080033=1,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500161,2063002=250,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500171,2063002=300,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500181,2063002=350,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500191,2063002=400,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4500201,1070183=1,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510011,2034003=3,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510021,2034003=6,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510031,2034003=9,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510041,3024004=3,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510051,2063001=50,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510061,2063001=100,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510071,1070042=1,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510081,2063001=150,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510091,2063001=200,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510101,2063002=50,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510111,3024013=2,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510121,2063002=100,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510131,2063002=150,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510141,2063002=200,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510151,1080033=1,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510161,2063002=250,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510171,2063002=300,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510181,2063002=350,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510191,2063002=400,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4510201,1070183=1,1,0,典藏值奖励--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
4600011,2010012=3|2010001=20|2010005=20|101=50000,1,0,10级免费礼包,,0,0,0|-1,,2,,,,,,,0,,0,-1,,0=1,
4600021,2010005=50|2010001=50|2031002=10|2010012=5|101=150000,1,0,韩国615版本-20级免费礼包,,0,0,0|-1,,2,,,,,,,0,,0,-1,,0=1,
