MainId,ProductId,Name,ServerDaysLimit,LabelLimit,GiftPackageAtlas,GiftPackageIcon,Label,LabelText,,Value,Limit,PackageType
10162,101172,秋末补给礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,HOT,KR,36500,1=1,
10163,101175,秋末材料礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao8.png,,HOT,KR,541300,1=1,
10164,101178,秋末装备礼盒A,351=9999,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,HOT,KR,150300,3=3,
10165,101181,秋末装备礼盒B,0=350,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,HOT,KR,150300,3=3,
10166,101184,秋末附魔礼盒A,351=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,特惠,KR,562900,3=3,
10167,101187,秋末附魔礼盒B,0=350,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,特惠,KR,562900,3=3,
10168,101190,秋末精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,特惠,KR,812400,3=3,
10169,101193,秋末成长礼盒A,351=9999,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,限定,KR,1472200,3=1,
10170,101196,秋末成长礼盒B,0=350,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,限定,KR,1472200,3=1,
10171,101199,秋末饰品礼盒A,351=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,2655400,0=1,
10172,101202,秋末饰品礼盒B,0=350,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,2655400,0=1,
10173,101205,初冬精炼礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao40.png,,HOT,KR,41700,3=3|1=1,
10174,101208,初冬成长礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao35.png,,HOT,KR,144500,3=3|1=1,
10175,101211,初冬自选礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao36.png,,HOT,KR,198100,3=3,
10176,101214,初冬强化礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao37.png,,特惠,KR,522600,3=3,
10177,101217,初冬装备礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao38.png,,特惠,KR,965000,3=3,
10178,101220,初冬卡片礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao39.png,,限定,KR,1598200,3=1,
10179,101223,初冬加油礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao34_yyz.png,,限定,KR,2765300,0=1,
10180,101226,感恩限时礼盒I,0=9999,0,Shopping,UI_Shopping__icon_libao33.png,,限定,KR,,,
10181,101229,感恩限时礼盒II,0=9999,0,Shopping,UI_Shopping__icon_libao32.png,,限定,KR,,,
10182,101232,感恩限时礼盒III,0=9999,0,Shopping,UI_Shopping__icon_libao30.png,,限定,KR,,,
10183,101235,武器突破礼包Ⅱ,0=9999,0,LimitGift,UI_LimitGift_777.png,3=1550,,NA,,,
10184,101236,武器突破礼包Ⅲ,0=9999,0,LimitGift,UI_LimitGift_777.png,3=2000,,NA,,,
10185,101237,武器突破礼包Ⅳ,0=9999,0,LimitGift,UI_LimitGift_777.png,3=1800,,NA,,,
10186,101238,成长礼包Ⅴ,0=9999,0,LimitGift,UI_LimitGift_333.png,3=860,,NA,,,
10187,101239,成长礼包Ⅵ,0=9999,0,LimitGift,UI_LimitGift_333.png,3=2400,,NA,,,
10188,101240,成长礼包Ⅶ,0=9999,0,LimitGift,UI_LimitGift_333.png,3=6440,,NA,,,
10189,101241,成长礼包Ⅷ,0=9999,0,LimitGift,UI_LimitGift_333.png,3=4290,,NA,,,
10190,101242,坐骑强化Ⅲ,0=9999,0,LimitGift,UI_LimitGift_555.png,3=880,,NA,,,
10191,101243,坐骑强化Ⅳ,0=9999,0,LimitGift,UI_LimitGift_555.png,3=1080,,NA,,,
10192,101244,附魔强化Ⅰ,0=9999,0,LimitGift,UI_LimitGift_666.png,3=1090,,NA,,,
10193,101245,附魔强化Ⅱ,0=9999,0,LimitGift,UI_LimitGift_666.png,3=1280,,NA,,,
10194,101246,特殊改造礼包,0=9999,0,LimitGift,UI_LimitGift_444.png,3=888,,NA,,,
10195,101271,圣诞限时礼盒I,0=9999,0,Shopping,UI_Shopping__icon_libao31.png,,限定,KR,1108400,0=1,
10196,101274,圣诞限时礼盒II,0=9999,0,Shopping,UI_Shopping__icon_libao33.png,,限定,KR,,0=2,
10197,101277,圣诞限时礼盒III,0=9999,0,Shopping,UI_Shopping__icon_libao32.png,,限定,KR,85000,0=2,
10198,101280,圣诞季礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao38.png,,限定,KR,720800,0=1,
10199,101283,圣诞末礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao37.png,,限定,KR,391000,0=1,
10200,101286,深冬高级卡片扭蛋礼包,0=9999,0,Shopping1,UI_Shopping_icon_shuijingling_01.png,,HOT,KR,58400,3=3|1=1,
10201,101289,深冬装备强化礼包,0=9999,0,Shopping1,UI_Shopping_icon_shuijingling_02.png,,HOT,KR,218900,3=3|1=1,
10202,101292,深冬齿轮强化礼包,0=9999,0,Shopping1,UI_Shopping_icon_shuijingling_03.png,,HOT,KR,250900,3=3,
10203,101295,深冬齿轮礼包,0=9999,0,Shopping1,UI_Shopping_icon_shuijingling_04.png,,特惠,KR,493500,3=3,
10204,101298,深冬高级装备强化礼包,0=9999,0,Shopping1,UI_Shopping_icon_shuijingling_05.png,,特惠,KR,1043000,3=3,
10205,101301,深冬高级齿轮礼包,0=9999,0,Shopping1,UI_Shopping_icon_shuijingling_06.png,,限定,KR,1640800,3=1,
10206,101304,深冬宠物礼包,0=9999,0,Shopping1,UI_Shopping_icon_shuijingling_01_red.png,,限定,KR,2603900,0=1,
20051,300197,8月每日齿轮礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao1.png,,,JP,,2=1,
20052,300198,8月扫荡券礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao2.png,,,JP,,4=1,
20053,300199,8月附魔小型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao3.png,,,JP,,2=1,
20054,300200,8月每周战斗礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=1,
20055,300201,8月附魔大型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao4.png,,,JP,,4=2,
20056,300202,8月头饰图纸自选包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao5.png,,,JP,,0=1,
20057,300203,8月大型齿轮抽奖,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao6.png,,,JP,,2=1,
20058,300204,8月小型装备制作礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,,JP,,0=1,1
20059,300205,8月附魔超级礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao7.png,,,JP,,4=2,
20060,300206,8月装备增强礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao8.png,,,JP,,4=2,
20061,300207,8月超级精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao9.png,,,JP,,4=2,
20062,300208,8月齿轮抽奖大礼包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao10.png,,,JP,,4=1,
20063,300209,80级完整装备制作礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,,JP,,0=1,1
20064,300197,8月每日齿轮礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao1.png,,,JP,,2=1,
20065,300198,8月扫荡券礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao2.png,,,JP,,4=1,
20066,300199,8月附魔小型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao3.png,,,JP,,2=1,
20067,300200,8月每周战斗礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=1,
20068,300201,8月附魔大型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao4.png,,,JP,,4=2,
20069,300203,8月大型齿轮抽奖,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao6.png,,,JP,,2=1,
20070,300205,8月附魔超级礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao7.png,,,JP,,4=2,
20071,300206,8月装备增强礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao8.png,,,JP,,4=2,
20072,300207,8月超级精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao9.png,,,JP,,4=2,
20073,300208,8月齿轮抽奖大礼包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao10.png,,,JP,,4=1,
20074,300223,9月每日齿轮礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,,JP,,2=1,
20075,300224,9月扫荡券礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,,JP,,4=1,
20076,300225,9月附魔小型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao7.png,,,JP,,2=1,
20077,300226,9月料理大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,,JP,,4=1,
20078,300227,9月强化金属小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,,JP,,2=1,
20079,300228,9月配饰小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,,JP,,4=2,
20080,300229,9月大型齿轮抽奖,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao6.png,,,JP,,4=1,
20081,300230,9月附魔超级礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,,JP,,4=2,
20082,300231,9月配饰大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=2,
20083,300232,9月强化大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao5.png,,,JP,,4=2,
20084,300233,9月齿轮抽奖大礼包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao10.png,,,JP,,4=1,
20085,300257,9月下每日装备制作礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,2=1,1
20086,300245,9月下扫荡礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=1,2
20087,300246,9月下每周战斗礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,4=1,6
20088,300247,9月下改造小型礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,2=1,11
20089,300248,9月下精炼小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=2,5
20090,300249,9月下附魔小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,,JP,,4=2,10
20091,300250,9月下载具小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,,JP,,4=2,9
20092,300251,9月下小型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao30_yyz.png,,,JP,,4=1,8
20093,300258,9月下85级饰品礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao31_yyz.png,,,JP,,0=1,7
20094,300252,9月下附魔大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao32_yyz.png,,,JP,,4=2,10
20095,300253,9月下精炼大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao33_yyz.png,,,JP,,4=2,5
20096,300254,9月下精炼超级礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao34_yyz.png,,,JP,,4=2,5
20097,300255,9月下大型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,4=1,8
20098,300256,9月下附魔超级礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=2,10
20099,300257,9月下每日装备制作礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,2=1,1
20100,300245,9月下扫荡礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=1,2
20101,300246,9月下每周战斗礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,4=1,6
20102,300247,9月下改造小型礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,2=1,11
20103,300248,9月下精炼小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=2,5
20104,300249,9月下附魔小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,,JP,,4=2,10
20105,300250,9月下载具小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,,JP,,4=2,9
20106,300251,9月下小型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao30_yyz.png,,,JP,,4=1,8
20107,300252,9月下附魔大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao32_yyz.png,,,JP,,4=2,10
20108,300253,9月下精炼大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao33_yyz.png,,,JP,,4=2,5
20109,300254,9月下精炼超级礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao34_yyz.png,,,JP,,4=2,5
20110,300255,9月下大型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,4=1,8
20111,300256,9月下附魔超级礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=2,10
20112,300257,9月下每日装备制作礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,2=1,1
20113,300245,9月下扫荡礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=1,2
20114,300246,9月下每周战斗礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,4=1,6
20115,300247,9月下改造小型礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,2=1,11
20116,300248,9月下精炼小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=2,5
20117,300249,9月下附魔小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,,JP,,4=2,10
20118,300250,9月下载具小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,,JP,,4=2,9
20119,300251,9月下小型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao30_yyz.png,,,JP,,4=1,8
20120,300252,9月下附魔大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao32_yyz.png,,,JP,,4=2,10
20121,300253,9月下精炼大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao33_yyz.png,,,JP,,4=2,5
20122,300254,9月下精炼超级礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao34_yyz.png,,,JP,,4=2,5
20123,300255,9月下大型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,4=1,8
20124,300256,9月下附魔超级礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=2,10
20125,300245,9月下扫荡礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=1,2
20126,300246,9月下每周战斗礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,4=1,6
20127,300247,9月下改造小型礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,2=1,11
20128,300248,9月下精炼小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=2,5
20129,300249,9月下附魔小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,,JP,,4=2,10
20130,300250,9月下载具小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,,JP,,4=2,9
20131,300251,9月下小型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao30_yyz.png,,,JP,,4=1,8
20132,300252,9月下附魔大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao32_yyz.png,,,JP,,4=2,10
20133,300273,10月上精炼小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,4=2,5
20134,300274,10月上精炼大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,4=2,5
20135,300255,9月下大型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,4=1,8
20136,300256,9月下附魔超级礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=2,10
20137,300257,9月下每日装备制作礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,2=1,1
20138,300275,10月上精炼修复礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=3,5
20139,300245,9月下扫荡礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=1,2
20140,300246,9月下每周战斗礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,4=1,6
20141,300247,9月下改造小型礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,2=1,11
20142,300248,9月下精炼小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=2,5
20143,300249,9月下附魔小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,,JP,,4=2,10
20144,300250,9月下载具小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,,JP,,4=2,9
20145,300251,9月下小型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao30_yyz.png,,,JP,,4=1,8
20146,300252,9月下附魔大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao32_yyz.png,,,JP,,4=2,10
20147,300273,10月上精炼小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,4=2,5
20148,300274,10月上精炼大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,4=2,5
20149,300255,9月下大型齿轮抽奖礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,4=1,8
20150,300256,9月下附魔超级礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=2,10
20151,300257,9月下每日装备制作礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,2=1,1
20152,300275,10月上精炼修复礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=3,5
20153,300245,9月下扫荡礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,,JP,,4=1,2
20154,300246,9月下每周战斗礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,,JP,,4=1,6
20155,300247,9月下改造小型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,,JP,,2=1,11
20156,300248,9月下精炼小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,,JP,,4=2,5
20157,300249,9月下附魔小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,,JP,,4=2,10
20158,300250,9月下载具小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,,JP,,4=2,9
20159,300251,9月下小型齿轮抽奖礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,,JP,,4=1,8
20160,300252,9月下附魔大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,,JP,,4=2,10
20161,300273,10月上精炼小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,,JP,,4=2,5
20162,300274,10月上精炼大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,,JP,,4=2,5
20163,300255,9月下大型齿轮抽奖礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao4.png,,,JP,,4=1,8
20164,300256,9月下附魔超级礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao9.png,,,JP,,4=2,10
20165,300275,10月上精炼修复礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao1.png,,,JP,,4=3,5
20166,300279,90级装备礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,,JP,,2=1,1
20167,300280,90级装备制作礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao7.png,,,JP,,0=1,1
20168,300281,90级完整装备制作礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,,JP,,0=1,1
20169,300245,9月下扫荡礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,,JP,,4=1,2
20170,300246,9月下每周战斗礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,,JP,,4=1,6
20171,300247,9月下改造小型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,,JP,,2=1,11
20172,300248,9月下精炼小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,,JP,,4=2,5
20173,300249,9月下附魔小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,,JP,,4=2,10
20174,300250,9月下载具小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,,JP,,4=2,9
20175,300251,9月下小型齿轮抽奖礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,,JP,,4=1,8
20176,300252,9月下附魔大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,,JP,,4=2,10
20177,300273,10月上精炼小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,,JP,,4=2,5
20178,300274,10月上精炼大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,,JP,,4=2,5
20179,300255,9月下大型齿轮抽奖礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao4.png,,,JP,,4=1,8
20180,300256,9月下附魔超级礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao9.png,,,JP,,4=2,10
20181,300275,10月上精炼修复礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao1.png,,,JP,,4=3,5
20182,300279,90级装备礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,,JP,,2=1,1
20183,300285,秋末扫荡礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao5.png,,,JP,,4=1,1
20184,300286,秋末精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao9.png,,,JP,,4=2,1
20185,300287,秋末载具礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=2,1
20186,300288,秋末精炼自选小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao10.png,,,JP,,4=2,1
20187,300289,秋末精炼自选大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,,JP,,4=2,1
20188,300246,9月下每周战斗礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao8.png,,,JP,,4=1,1
20189,300279,90级装备礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,,JP,,2=1,1
20190,300285,秋末扫荡礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao5.png,,,JP,,4=1,1
20191,300286,秋末精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao9.png,,,JP,,4=2,1
20192,300287,秋末载具礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=2,1
20193,300288,秋末精炼自选小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao10.png,,,JP,,4=2,1
20194,300289,秋末精炼自选大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,,JP,,4=2,1
20195,300246,9月下每周战斗礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao8.png,,,JP,,4=1,1
20196,300279,90级装备礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,,JP,,2=1,1
20197,300279,90级装备礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,2=1,1
20198,300285,秋末扫荡礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,4=1,1
20199,300246,9月下每周战斗礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=1,1
20200,300286,秋末精炼礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,4=2,1
20201,300287,秋末载具礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=2,1
20202,300288,秋末精炼自选小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,,JP,,4=2,1
20203,300289,秋末精炼自选大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,,JP,,4=2,1
20204,300279,90级装备礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,,JP,,2=1,1
20205,300285,秋末扫荡礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,,JP,,4=1,1
20206,300246,9月下每周战斗礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,,JP,,4=1,1
20207,300286,秋末精炼礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,,JP,,4=2,1
20208,300287,秋末载具礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,4=2,1
20209,300288,秋末精炼自选小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,,JP,,4=2,1
20210,300289,秋末精炼自选大礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,,JP,,4=2,1
20211,300279,90级装备礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao1.png,,,JP,,2=1,1
20212,300285,秋末扫荡礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao2.png,,,JP,,4=1,1
20213,300246,9月下每周战斗礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao3.png,,,JP,,4=1,1
20214,300286,秋末精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao4.png,,,JP,,4=2,1
20215,300287,秋末载具礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao5.png,,,JP,,4=2,1
20216,300296,魔物研究特惠礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,,JP,,0=1,1
