MajorID,ItemID,SequenceId,txt,Remarks,Label,cost,FloatLimit,Tab,ShowCountDown,BuyLimitNum,WeightPoolParameter,Weight,ServerDays,Bind,LimitProfession,LimitLevel,LimitSex,DeliverWay,DisplayType,DisplayTime,CheckDisplay,Check,LocalizationArea
31204,3081281,310310,力量体质药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31205,3081291,310320,力量幸运药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31206,3081301,310330,智力敏捷药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31207,3081311,310340,智力灵巧药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31208,3081321,310350,智力体质药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31209,3081331,310360,智力幸运药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31210,3081341,310370,敏捷灵巧药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31211,3081351,310380,敏捷体质药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31212,3081361,310390,敏捷幸运药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31213,3081371,310400,灵巧体质药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31214,3081381,310410,灵巧幸运药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31215,3081391,310420,体质幸运药剂3星,万事屋-铜币-药剂随机刷2个,,101=2000000,500=700,202,,1,3004,2,,1,,,,1=7007,,,,,
31301,3026005,310030,声望箱子,万事屋-铜币-其他道具随机刷2个,,101=150000,900=1100,202,,5,3005,1,,1,,45=-1,,1=7007,,,,,
31302,3023001,310040,金刚石,万事屋-铜币-其他道具随机刷2个,,101=50000,900=1100,202,,3,3005,1,,1,,,,1=7007,,,,,
31303,60600010,31005,预览礼包（填充物）,填充物，等级999,,101=1,,202,,1,3005,0,,1,,999=-1,,1=7007,,,,,
12005,1010017,700010,糯糯鼠玩偶服,喵喵果实-外观时装,,103=1200,,103,0,1,1003,1,,1,,,1,1=7006,,,,,
12006,1010018,700020,软软鼠玩偶服,喵喵果实-外观时装,,103=1200,,103,0,1,1003,1,,1,,,2,1=7006,,,,,
12007,1010011,700050,水手服-下架,20200826版本下架,,103=1400,,103,0,1,1003,1,,1,,999=-1,1,1=7006,,,,,
12008,1010012,700060,水手服-下架,20200826版本下架,,103=1400,,103,0,1,1003,1,,1,,999=-1,2,1=7006,,,,,
12009,1010013,700070,童话世界,喵喵果实-外观时装,,103=900,,103,0,1,1003,1,,1,,,1,1=7006,,,,,
12010,1010014,700070,童话世界,喵喵果实-外观时装,,103=900,,103,0,1,1003,1,,1,,,2,1=7006,,,,,
12011,1010007,700090,执事,喵喵果实-外观时装,,103=900,,103,0,1,1003,1,,1,,,1,1=7006,,,,,
12012,1010008,700100,女仆装,喵喵果实-外观时装,,103=900,,103,0,1,1003,1,,1,,,2,1=7006,,,,,
12013,1070149,730150,咪咪帽,喵喵果实-外观-头饰,,103=788,,103,0,1,1004,1,,1,,,,1=7006,,,,,
12014,1070102,730150,青蛙王子头饰-下架,20200826版本下架,,103=858,,103,0,1,,,,1,,999=-1,,1=7006,,,,,
12015,1070098,730160,兔子魔法帽,喵喵果实-外观-头饰,,103=858,,103,0,1,1004,1,,1,,,,1=7006,,,,,
12016,1080036,730170,猫耳泳镜-下架,20200826版本下架,,103=858,,103,0,1,,,,1,,999=-1,,1=7006,,,,,
12017,1080031,730180,菠萝眼镜,喵喵果实-外观-头饰,,103=788,,103,0,1,1004,1,,1,,,,1=7006,,,,,
12018,1080035,730190,爱心太阳眼镜-下架,20200826版本下架,,103=788,,103,0,1,,,,1,,999=-1,,1=7006,,,,,
12019,2061005,760240,翩翩少年发型解锁券,喵喵果实-外观-发型解锁券,,103=150,,103,0,1,1005,1,,1,,,1,1=7006,,,,,
12020,2061013,760250,冒险者发型解锁券,喵喵果实-外观-发型解锁券,,103=150,,103,0,1,1005,1,,1,,,1,1=7006,,,,,
12021,2061017,760260,童话世界发型解锁券,喵喵果实-外观-发型解锁券,,103=150,,103,0,1,1005,1,,1,,,1,1=7006,,,,,
12022,2062002,760270,俏皮小萌妹发型解锁券,喵喵果实-外观-发型解锁券,,103=150,,103,0,1,1005,1,,1,,,2,1=7006,,,,,
12023,2062005,760280,公主小妹发型解锁券,喵喵果实-外观-发型解锁券,,103=150,,103,0,1,1005,1,,1,,,2,1=7006,,,,,
12024,2062009,760290,波西米亚风发型解锁券,喵喵果实-外观-发型解锁券,,103=150,,103,0,1,1005,1,,1,,,2,1=7006,,,,,
12025,1070124,730130,糯糯鼠头套,喵喵果实-外观-头饰,,103=788,,103,0,1,1004,1,,1,,,,1=7006,,,,,
12026,1070125,730140,软软鼠头套,喵喵果实-外观-头饰,,103=788,,103,0,1,1004,1,,1,,,,1=7006,,,,,
12027,1010015,700000,魔法日记男,喵喵果实-外观时装-20200826版本上架,,103=1400,,103,0,1,1003,1,,1,,,1,1=7006,,,,,
12028,1010016,700000,魔法日记女,喵喵果实-外观时装-20200826版本上架,,103=1400,,103,0,1,1003,1,,1,,,2,1=7006,,,,,
12029,2062023,760200,棉花糖发型解锁券,喵喵果实-外观-发型解锁券-20200916版本上架,,103=200,,103,0,1,1005,1,,1,,,2,1=7006,,,,,
12030,2062020,760210,学姐发型解锁券,喵喵果实-外观-发型解锁券-20200916版本上架,,103=150,,103,0,1,1005,1,,1,,,2,1=7006,,,,,
12031,2061018,760220,月光狂想曲发型解锁券,喵喵果实-外观-发型解锁券-20200916版本上架,,103=200,,103,0,1,1005,1,,1,,,1,1=7006,,,,,
12032,2061022,760230,小正太发型解锁券,喵喵果实-外观-发型解锁券-20200916版本上架,,103=150,,103,0,1,1005,1,,1,,,1,1=7006,,,,,
12033,60650034,699990,鬼魂cos时装扭蛋,喵喵果实-外观-20201028版本上架-20201202下架,,103=50,,103,0,300,1005,1,,1,,999=-1,,1=7006,,,,,
12034,60610250,730080,弃用-鬼魂cos头饰,弃用-,,103=1588,,103,0,1,,1,,1,,999=-1,,1=7006,,,,,
12035,60610250,730080,鬼魂cos头饰,喵喵果实-外观-20201028版本上架-20201202下架,,103=1150,,103,0,1,1005,1,,1,,999=-1,,1=7006,,,,,
12036,1070207,730082,驯鹿发圈,喵喵果实-外观-20201223版本上架,,103=950,,103,0,1,1005,1,,1,,,,1=7006,,,,,
12037,3024037,730083,高级绿色药剂,喵喵果实-外观-20201230版本上架,,103=500,,103,0,1,1005,1,,1,,,,1=7006,,,,,
12038,1070226,730081,玩具士兵帽子,喵喵果实-外观-20210106版本上架,,103=1500,,103,0,1,1005,1,,1,,,,1=7006,,,,,
12039,1029006,730080,鲨鱼载具图纸,喵喵果实-外观-20210106版本上架,,103=1500,,103,0,1,1005,1,,1,,,,1=7006,,,,,
12040,60650039,699990,萌猫太空舱背饰扭蛋,喵喵果实-外观-20210222版本上架,,103=50,,103,0,300,1005,1,,1,,,,1=7006,,,,,
12041,2091541,699988,小型染色剂礼盒,喵喵果实-外观-20210310版本上架,1=20,103=5000,,103,,1,1005,1,,1,,999=-1,,1=7006,,,,,
12042,2091542,699989,大型染色剂礼盒,喵喵果实-外观-20210310版本上架,1=15,103=10000,,103,,1,1005,1,,1,,999=-1,,1=7006,,,,,
12043,2091540,699987,心心相印礼盒,喵喵果实-外观-20210310版本上架,,103=1750,,103,,1,1005,1,,1,,999=-1,,1=7006,,,,,
13001,1070155,730120,小熊帽,喵喵果实-头饰-20200826版本上架,,103=780,,103,0,1,1004,1,,1,,,,1=7006,,,,,
13002,1070115,730110,波利王头饰,喵喵果实-头饰-20200826版本上架,,103=1950,,103,0,1,1004,1,,1,,,,1=7006,,,,,
13003,1070171,730090,纪念棒球帽,喵喵果实-头饰-20200916版本上架韩服，国服不上架，见增量表,,103=1500,,103,0,1,1004,1,,1,,,,1=7006,,,,,
13004,1070188,730100,机械机甲头饰-弃用,喵喵果实-头饰-弃用,,103=1980,,103,0,1,,1,,1,,999=-1,,1=7006,,,,,
13005,1070188,730100,机械机甲头饰,喵喵果实-头饰-20201118版本上架韩服，国服不上架，见增量表,,103=1950,,103,0,1,1004,1,,1,,,,1=7006,,,,,
13006,1080061,699989,防寒护目镜,喵喵果实-头饰-20210408版本上架韩服，国服不上架，见增量表,,103=750,,103,0,1,1004,1,,1,,999=-1,,1=7006,,,,,
13007,1070220,699989,恶魔波利帽子,喵喵果实-头饰-20210408版本上架韩服，国服不上架，见增量表,,103=1200,,103,0,1,1004,1,,1,,999=-1,,1=7006,,,,,
40000,60650000,14000,恶魔派对时装扭蛋,时装扭蛋-小恶魔时装扭蛋-喵果,,103=50,,301,,10,5001,23,,1,,,,1=7006,,,,,
40001,60650010,14001,瓦尔基里头盔扭蛋,时装扭蛋-瓦尔基里头盔扭蛋-喵果,,103=50,,301,,10,5001,23,,1,,65=-1,,1=7006,,,,,
40002,60650020,14002,小恶魔之翼扭蛋,时装扭蛋-小恶魔之翼扭蛋-喵果-20201014下架,,103=50,,301,,10,,23,,1,,999=-1,,1=7006,,,,,
40003,60650030,14003,小天使之翼扭蛋,时装扭蛋-小天使之翼扭蛋-喵果-20201014下架,,103=50,,301,,10,,23,,1,,999=-1,,1=7006,,,,,
40004,60600010,14004,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5001,16,,1,,999=-1,,1=7006,,,,,
40005,2091111,15000,卡片转蛋,普通道具-卡片转蛋-喵币,,103=300,,301,,1,5002,60,,1,,,,1=7006,,,,,
40006,2091111,15001,卡片转蛋,普通道具-卡片转蛋-zeny,,102=30000,,301,,1,5002,0,,1,,999=-1,,1=7007,,,,,
40007,60601010,15002,小型神之金属包,普通道具-小型神之金属包-喵币,,103=200,,301,,1,5002,120,,1,,,,1=7006,,,,,
40008,60601110,15003,小型铝包,普通道具-小型铝包-喵币,,103=200,,301,,1,5002,100,,1,,,,1=7006,,,,,
40009,2090024,15009,3星料理自选包,普通道具-3星料理自选包-zeny,,102=10000,800=900,301,,2,5002,100,,1,,,,1=7007,,,,,
40010,2090045,15010,3星药剂自选包,普通道具-3星药剂自选包-zeny,,102=10000,800=900,301,,2,5002,100,,1,,,,1=7007,,,,,
40013,2034003,15006,头饰水晶,普通道具-头饰水晶-zeny,,102=300,,301,,30,5002,47,,1,,,,1=7007,,,,,
40014,2091113,15007,魔力晶石礼包,普通道具-魔力晶石礼包-喵币,,103=180,,301,,1,5002,40,,1,,,,1=7006,,,,,
40015,2091113,15008,魔力晶石礼包,普通道具-魔力晶石礼包-zeny,,102=18000,1200=1500,301,,1,5002,5,,1,,,,1=7007,,,,,
40201,3020008,15101,魔力之石,,,103=69,,301,,4,5002,27,,1,,,,1=7006,,,,,
40202,3020009,15102,混沌金属,,,103=69,,301,,4,5002,27,,1,,,,1=7006,,,,,
40203,3027004,15105,天赋卷轴,,,103=24,,301,,1,5002,47,,1,,,,1=7006,,,,,
40208,60600010,15108,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5002,280,,1,,999=-1,,1=7006,,,,,
40209,60600010,15109,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5002,250,,1,,999=-1,,1=7006,,,,,
40016,60660000,14501,初级齿轮扭蛋,贝鲁兹扭蛋-初级齿轮扭蛋-zeny,,102=4500,,301,,5,5003,40,,1,,55=59,,1=7007,,,,,
40017,60660010,14500,高级齿轮扭蛋,贝鲁兹扭蛋-高级齿轮扭蛋-喵币,,103=66,,301,,5,5003,40,,1,,55=59,,1=7006,,,,,
40100,60600010,16021,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5003,20,,,,999=-1,,1=7006,,,,,
40018,2091119,16015,染料随机袋子,材料箱子-染料随机袋子-zeny,,102=1200,,301,,1,5004,80,,1,,,,1=7007,,,,,
40019,2093001,16014,花草随机包,材料箱子-花草随机包-zeny,,102=1500,,301,,2,5004,50,,1,,,,1=7007,,,,,
40020,2092001,16013,A型中级头饰材料包,材料箱子-A型中级头饰材料包-zeny,,102=5000,,301,,2,5004,30,,1,,,,1=7007,,,,,
40021,2092001,16012,A型中级头饰材料包,材料箱子-A型中级头饰材料包-喵币,,103=50,,301,,2,5004,90,,1,,,,1=7006,,,,,
40022,2092002,16011,A型高级头饰材料包,材料箱子-A型高级头饰材料包-zeny,,102=10000,,301,,2,5004,20,,1,,,,1=7007,,,,,
40023,2092002,16010,A型高级头饰材料包,材料箱子-A型高级头饰材料包-喵币,,103=100,,301,,2,5004,60,,1,,,,1=7006,,,,,
40024,2092003,16009,B型高级头饰材料包,材料箱子-B型高级头饰材料包-zeny,,102=10000,,301,,2,5004,20,,1,,,,1=7007,,,,,
40025,2092003,16008,B型高级头饰材料包,材料箱子-B型高级头饰材料包-喵币,,103=100,,301,,2,5004,60,,1,,,,1=7006,,,,,
40026,2092004,16007,C型高级头饰材料包,材料箱子-C型高级头饰材料包-zeny,,102=10000,,301,,2,5004,20,,1,,,,1=7007,,,,,
40027,2092004,16006,C型高级头饰材料包,材料箱子-C型高级头饰材料包-喵币,,103=100,,301,,2,5004,60,,1,,,,1=7006,,,,,
40028,2092005,16005,A型稀有头饰材料包,材料箱子-A型稀有头饰材料包-zeny,,102=10000,,301,,1,5004,10,,1,,,,1=7007,,,,,
40029,2092005,16004,A型稀有头饰材料包,材料箱子-A型稀有头饰材料包-喵币,,103=100,,301,,1,5004,30,,1,,,,1=7006,,,,,
40030,2092006,16003,B型稀有头饰材料包,材料箱子-B型稀有头饰材料包-zeny,,102=10000,,301,,1,5004,10,,1,,,,1=7007,,,,,
40031,2092006,16002,B型稀有头饰材料包,材料箱子-B型稀有头饰材料包-喵币,,103=100,,301,,1,5004,30,,1,,,,1=7006,,,,,
40032,2092007,16001,A型珍贵材料包,材料箱子-A型珍贵材料包-zeny,,102=10000,,301,,1,5004,10,,1,,,,1=7007,,,,,
40033,2092007,16000,A型珍贵材料包,材料箱子-A型珍贵材料包-喵币,,103=100,,301,,1,5004,20,,1,,,,1=7006,,,,,
40034,2091114,16016,金色粉末礼包,材料箱子-金色粉末礼包-zeny,,102=2000,1200=1500,301,,2,5004,30,,1,,,,1=7007,,,,,
40035,2091114,16017,金色粉末礼包,材料箱子-金色粉末礼包-喵币,,103=20,,301,,2,5004,90,,1,,,,1=7006,,,,,
40036,2091115,16018,彩虹粉末礼包,材料箱子-彩虹粉末礼包-zeny,,102=10000,1200=1500,301,,2,5004,30,,1,,,,1=7007,,,,,
40037,2091115,16019,彩虹粉末礼包,材料箱子-彩虹粉末礼包-喵币,,103=100,,301,,2,5004,90,,1,,,,1=7006,,,,,
40038,60600010,16020,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5004,500,,1,,999=-1,,1=7006,,,,,
40204,3027004,15106,天赋卷轴,,,102=2400,,301,,1,5004,60,,1,,,,1=7007,,,,,
40206,3020013,15103,武器受祝福的矿石,,,103=90,,301,,5,5004,48,,1,,,,1=7006,,,,,
40207,3020014,15104,防具受祝福的矿石,,,103=90,,301,,5,5004,60,,1,,,,1=7006,,,,,
40041,1010019,11002,超萌学园（男）,时装-超萌学园（男）-喵币,,103=1400,,301,,1,5005,317,,1,,,1,1=7006,,,,,
40042,1010020,11003,超萌学园（女）,时装-超萌学园（女）-喵币,,103=1400,,301,,1,5005,317,,1,,,2,1=7006,,,,,
40043,60600010,11004,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5005,7414,,1,,999=-1,,1=7006,,,,,
40044,1080032,12000,金色小恶魔耳饰,饰品-金色小恶魔耳饰-喵币,,103=888,,301,,1,5006,100,,1,,,,1=7006,,,,,
40045,1070022,12001,懒洋洋的猫,饰品-懒洋洋的猫-喵币,,103=988,,301,,1,5006,100,,1,,,,1=7006,,,,,
40046,1070022,12002,懒洋洋的猫,饰品-懒洋洋的猫-zeny,,102=148200,,301,,1,5006,20,,1,,,,1=7007,,,,,
40047,1080002,12003,妖精长耳朵饰,饰品-妖精长耳朵饰-喵币,,103=988,,301,,1,5006,100,,1,,,,1=7006,,,,,
40048,1080002,12004,妖精长耳朵饰,饰品-妖精长耳朵饰-zeny,,102=148200,,301,,1,5006,20,,1,,,,1=7007,,,,,
40049,1090011,12005,深红玫瑰,饰品-深红玫瑰-喵币,,103=2888,,301,,1,5006,90,,1,,,,1=7006,,,,,
40050,1070084,12006,绵羊帽,饰品-绵羊帽-喵币,,103=1088,,301,,1,5006,100,,1,,,,1=7006,,,,,
40051,1070084,12007,绵羊帽,饰品-绵羊帽-zeny,,102=163200,,301,,1,5006,20,,1,,,,1=7007,,,,,
40052,60600010,12008,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5006,100,,1,,999=-1,,1=7006,,,,,
40053,1070089,12009,小白兔软帽,饰品-小白兔软帽-喵币,,103=1088,,301,,1,5006,100,,1,,,,1=7006,,,,,
40054,1070092,12010,小天使头饰,饰品-小天使头饰-喵币,,103=988,,301,,1,5006,100,,1,,,,1=7006,,,,,
40055,1070092,12011,小天使头饰,饰品-小天使头饰-zeny,,102=14820,,301,,1,5006,20,,1,,,,1=7007,,,,,
40056,1070099,12012,鲨鱼帽,饰品-鲨鱼帽-喵币,,103=858,,301,,1,5006,100,,1,,,,1=7006,,,,,
40057,1070099,12013,鲨鱼帽,饰品-鲨鱼帽-zeny,,102=128700,,301,,1,5006,20,,1,,,,1=7007,,,,,
40058,1070101,12014,神奇小猫帽子,饰品-神奇小猫帽子-喵币,,103=2088,,301,,1,5006,90,,1,,,,1=7006,,,,,
40059,1070088,12015,兔子耳罩,饰品-兔子耳罩-喵币,,103=2088,,301,,1,5006,90,,1,,,,1=7006,,,,,
40060,1080037,12016,天使波利眼罩,饰品-天使波利眼罩-喵币,,103=2088,,301,,1,5006,90,,1,,,,1=7006,,,,,
40061,1100005,12017,蘑菇背包,饰品-蘑菇背包-喵币,,103=1588,,301,,1,5006,90,,1,,,,1=7006,,,,,
40062,1080034,12018,小恶魔眼罩,饰品-小恶魔眼罩-喵币,,103=788,,301,,1,5006,100,,1,,,,1=7006,,,,,
40063,1080034,12019,小恶魔眼罩,饰品-小恶魔眼罩-zeny,,102=118200,,301,,1,5006,20,,1,,,,1=7007,,,,,
40064,1100006,12020,小恶魔背包,饰品-小恶魔背包-喵币,,103=1588,,301,,1,5006,90,,1,,,,1=7006,,,,,
40065,60600010,12021,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5006,14280,,1,,999=-1,,1=7006,,,,,
40066,60600010,12022,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5006,14280,,1,,999=-1,,1=7006,,,,,
40068,2061001,17001,阳光男孩发型解锁券,阳光男孩发型解锁券-喵币,,103=150,,301,,1,5007,0,,1,,,1,1=7006,,,,,
40069,2062001,17002,小魔女发型解锁券,小魔女发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40070,2061004,17003,小恶魔发型解锁券,小恶魔发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40071,2062012,17004,秋日梦发型解锁券,秋日梦发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40072,2061003,17005,刺客发型解锁券,刺客发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40073,2062006,17006,波波头发型解锁券,波波头发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40074,2061007,17007,暖男发型解锁券,暖男发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40075,2062010,17008,优雅发型解锁券,优雅发型解锁券-喵币,,103=150,,301,,1,5007,0,,1,,,2,1=7006,,,,,
40076,2061008,17009,小王子发型解锁券,小王子发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40077,2062011,17010,糖豆发型解锁券,糖豆发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40078,2061010,17011,飘逸发型解锁券,飘逸发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40079,2062003,17012,cool girl发型解锁券,cool girl发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40080,2061014,17013,cool boy发型解锁券,cool boy发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40081,2062016,17014,柔美长发发型解锁券,柔美长发发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40082,2061016,17015,飘零发型解锁券,飘零发型解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40085,2062014,17016,双马尾发型解锁券,双马尾解锁券-喵币,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40083,60600010,13016,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5007,665,,1,,999=-1,,1=7006,,,,,
40084,60600010,13017,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5007,665,,1,,999=-1,,1=7006,,,,,
40086,2062021,16992,小幸运发型解锁券,小幸运发型解锁券-喵果-2020916版本上架,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40087,2062019,16993,月光发型解锁券,月光发型解锁券-喵果-2020916版本上架,,103=200,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40088,2062018,16994,活力宝贝发型解锁券,活力宝贝发型解锁券-喵果-2020916版本上架,,103=200,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40089,2062022,16995,俏皮女生发型解锁券,俏皮女生发型解锁券-喵果-2020916版本上架,,103=150,,301,,1,5007,10,,1,,,2,1=7006,,,,,
40090,2061019,16996,花样年华发型解锁券,花样年华发型解锁券-喵果-2020916版本上架,,103=200,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40091,2061020,16997,未来发型解锁券,未来发型解锁券-喵果-2020916版本上架,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40092,2061021,16998,天才少年发型解锁券,天才少年发型解锁券-喵果-2020916版本上架,,103=150,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40093,2061023,16999,任性发型解锁券,任性发型解锁券-喵果-2020916版本上架,,103=200,,301,,1,5007,10,,1,,,1,1=7006,,,,,
40101,60660000,14501,初级齿轮扭蛋,贝鲁兹扭蛋-初级齿轮扭蛋-zeny,,102=4500,,301,,10,5008,40,,1,,60=-1,,1=7007,,,,,
40102,60660010,14500,高级齿轮扭蛋,贝鲁兹扭蛋-高级齿轮扭蛋-喵币,,103=66,,301,,10,5008,40,,1,,60=-1,,1=7006,,,,,
40103,60600010,16022,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5008,20,,,,999=-1,,1=7006,,,,,
40104,60660040,14500,神秘的齿轮扭蛋,,,103=120,,301,,5,5019,40,,1,,60=-1,,1=7006,,,,,
40105,60600010,16022,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5019,60,,1,,999=-1,,1=7006,,,,,
40205,60600010,15107,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5009,720,,1,,999=-1,,1=7006,,,,,
40210,1029001,15200,封印魔法棒,封印魔法棒-喵果,,103=125,,301,,1,5010,67,,1,,65=-1,,1=7006,,,,,
40211,1029001,15201,封印魔法棒,封印魔法棒-Zeny,,102=15000,,301,,1,5010,13,,1,,65=-1,,1=7007,,,,,
40212,1029009,15199,契约·抱抱熊,契约·抱抱熊-喵果,,103=1500,,301,,1,5010,15,,1,,65=-1,,1=7006,,,,,
40213,1029002,15203,通灵召唤书,通灵召唤书-喵果,,103=500,,301,,1,5010,80,,1,,65=-1,,1=7006,,,,,
40214,1029003,15204,神奇的铃铛,神奇的铃铛-喵果,,103=200,,301,,1,5010,50,,1,,65=-1,,1=7006,,,,,
40215,1029003,15205,神奇的铃铛,神奇的铃铛-Zeny,,102=24000,,301,,1,5010,10,,1,,65=-1,,1=7007,,,,,
40216,60600010,15206,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5010,765,,1,,999=-1,,1=7006,,,,,
40217,1029014,15207,奇妙的部件,奇妙的部件-喵果,,103=25,,301,,4,5011,42,,1,,65=-1,,1=7006,,,,,
40218,1029014,15208,奇妙的部件,奇妙的部件-Zeny,,102=3000,,301,,4,5011,8,,1,,65=-1,,1=7007,,,,,
40219,1029016,15209,魔导机械装置,魔导机械装置-喵果,,103=25,,301,,4,5011,42,,1,,65=-1,,1=7006,,,,,
40220,1029016,15210,魔导机械装置,魔导机械装置-Zeny,,102=3000,,301,,4,5011,8,,1,,65=-1,,1=7007,,,,,
40221,60600010,15211,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5011,900,,1,,999=-1,,1=7006,,,,,
40222,3024005,15212,阳光猕猴桃,阳光猕猴桃,,103=100,,301,,2,5012,25,,1,,65=-1,,1=7006,,,,,
40223,2090047,15213,载具染色药剂自选盒,载具染色药剂自选盒-喵果,,103=100,,301,,3,5012,21,,1,,65=-1,,1=7006,,,,,
40224,2090047,15214,载具染色药剂自选盒,载具染色药剂自选盒-Zeny,,102=12000,,301,,3,5012,4,,1,,65=-1,,1=7007,,,,,
40225,3024012,15215,闪光的纸,闪光的纸,,103=300,,301,,1,5012,50,,1,,65=-1,,1=7006,,,,,
40226,60600010,15216,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5012,900,,1,,999=-1,,1=7006,,,,,
40227,60650031,14005,游泳鸭设计图扭蛋,游泳鸭设计图扭蛋,,103=50,,301,,10,5013,23,,1,,65=-1,,1=7006,,,,,
40228,60600010,14006,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5013,31,,1,,999=-1,,1=7006,,,,,
40229,60650032,14004,小天使雕像扭蛋,神秘商店-20200826版本上架,,103=30,,301,,10,5013,23,,1,,65=-1,,1=7006,,,,,
40230,3010123,14999,珍贵的收集册,神秘商店-20201014版本上架-韩服-增量表,,103=400,,301,,1,5005,667,,1,,999=-1,,1=7006,,,,,
40231,3010123,14998,珍贵的收集册,神秘商店-20201014版本上架-韩服-增量表,,102=40000,,301,,1,5005,333,,1,,999=-1,,1=7007,,,,,
40232,60650035,14999,机甲兔子扭蛋,神秘商店-20201118版本上架-韩服-增量表,,103=50,,301,,10,5013,23,,1,,,,1=7006,,,,,
42000,60650033,14002,时间之翼扭蛋,神秘商店-20201014版本上架-韩服-增量表,,103=50,,301,,10,5001,23,,1,,,,1=7006,,,,,
42001,3010131,15000,高级卡片转蛋,神秘商店-20201125版本上架-韩服-增量表,,103=450,,301,,2,5001,15,,1,,,,1=7006,,,,,
41001,1010027,11000,海浪之歌男,神秘商店-20200826版本上架,,103=2100,,301,,1,5005,238,,1,,,1,1=7006,,,,,
41002,1010028,11001,海浪之歌女,神秘商店-20200826版本上架,,103=2100,,301,,1,5005,238,,1,,,2,1=7006,,,,,
41003,1010029,10999,私家侦探（男）,神秘商店-20201014版本上架-韩服-增量表,,103=2200,,301,,1,5005,238,,1,,,1,1=7006,,,,,
41004,1010030,10999,私家侦探（女）,神秘商店-20201014版本上架-韩服-增量表,,103=2200,,301,,1,5005,238,,1,,,2,1=7006,,,,,
