Id,NameDesign,Desc,Name,IsIP,SkillUuid,EffectIDs,TargetType,SkillScriptType,SpecialSkillType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea
300004,天使之光,,天使之光,1,300004,30000401|30000402|30000403|30000404|30000405|30000406|30000407|30000408|30000409|30000410,2,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,2=2,,0,0,,,,,,,1,,0,0,,,0,-1,300011=5=1,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_TianShiZhiGuang.png,Player_Acolyte,AutoBattle_Player_Acolyte_TianShiZhiGuang,使用法术刻画出十字符，降低范围内特定类型魔物<color=$$Yellow$$>{0}</color>%物理防御，持续15秒,对不死属性和恶魔种族魔物有效,,,,
300005,攻击（服事）,,攻击,1,300005,30000501,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Acolyte,AutoBattle_Player_Acolyte_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
300006,紧急治疗（服事）,,紧急治疗,1,300006,30000601,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,0,1,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_JinJiZhiLiao.png,Player_Acolyte,AutoBattle_Player_Acolyte_JinJiZhiLiao,紧急治疗自己，固定恢复自身100点生命值,,,,,
300007,装死（服事）,,装死,1,300007,30000701,1,,,3,0,2,0,2,0,,0,0,0,,0,0,,,,,,0,,1=3,,1,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_ZhuangSi.png,Player_Acolyte,,迅速躺倒，使攻击中的魔物失去目标并脱离战斗，持续时间内再次点击则取消该状态,装死对绝大部分MVP，Mini等强力怪物无效,,,,
300008,治愈术,,治愈术,1,300008,30000801|30000802|30000803|30000804|30000805|30000806|30000807|30000808|30000809|30000810,0,,,0,1,4,0,2,0,,0,0,1,6,0,0,,,,,,0,,1=3,,0,0,,,,,,,0,,0,1,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ZhiYuShu.png,Player_Acolyte,AutoBattle_Player_Acolyte_ZhiYuShu,恢复友方目标和自身HP值，回复值为<color=$$Yellow$$>(BaseLv+智力)*0.6*技能等级+(0.5+技能等级/20)*魔法攻击</color>+<color=$$Yellow$$>{0}</color>,自身的治疗效果与目标的受治疗效果将会影响治疗量，自身30%的魔法伤害加成将会转化为治疗效果加成，对不死属性魔物会造成伤害/生效目标包括友方目标和魔物,同时恢复自身和友方目标Hp值,,,
300009,加速术,,加速术,1,300009,30000901|30000902|30000903|30000904|30000905,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,3=1,,0,0,,,,,,,0,,1,0,,,-1,-1,300002=5=1,3,Skill_Acolyte,UI_Icon_Skill_Acolyte_JiaSuShu.png,Player_Acolyte,,使天使之赐福状态附带额外增益效果：敏捷值+<color=$$Yellow$$>{0}</color>点，同时获得25%移动速度加成,加速术生效时间与天使之赐福生效时间相同,,,,
300010,瞬间移动,,瞬间移动,1,300010,30001001,1,,,3,0,2,0,2,0,,0,0,1,,0,9999,,,,,,0,,1=4,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShunJianYiDong.png,Player_Acolyte,,"瞬移到地图中任意位置，相当于道具""苍蝇翅膀""效果",,,,,
300011,天使之躯,,天使之躯,1,300011,30001101|30001102|30001103|30001104|30001105|30001106|30001107|30001108|30001109|30001110,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,1,0,,,-1,-1,,3,Skill_Acolyte,UI_Icon_Skill_Acolyte_TianShiZhiQu.png,Player_Acolyte,,获得<color=$$Yellow$$>{0}</color>点素质物理攻击和<color=$$Yellow$$>{1}</color>点素质物理防御。攻击不死属性和恶魔种族魔物时，额外获得<color=$$Yellow$$>{2}</color>点素质物理攻击；受到不死属性和恶魔种族魔物攻击时，额外获得<color=$$Yellow$$>{3}</color>点素质物理防御,额外获得属性只在同不死属性和恶魔种族魔物战斗时生效,,,,
300012,霸邪之阵,,霸邪之阵,1,300012,30001201|30001202|30001203|30001204|30001205|30001206|30001207|30001208|30001209|30001210,2,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=3,,0,0,,,,,,,0,,0,0,,,0,-1,300003=5=1,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_BaXieZhiZhen.png,Player_Acolyte,AutoBattle_Player_Acolyte_BaXieZhiZhen,指定友方目标为其制造保护盾，持续期间可抵挡<color=$$Yellow$$>{0}</color>%*生命上限的物理伤害，最多抵挡<color=$$Yellow$$>{1}</color>次后消失，护盾持续10秒,受到【神圣之光】攻击后护盾效果立即解除,为指定友方目标释放物理护盾,,,
300013,光猎,,光猎,1,300013,30001301,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=5,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_GuangLie.png,Player_Acolyte,AutoBattle_Player_Acolyte_GuangLie,沐浴神圣力量在自身周围召唤灵体，可以看见范围内隐身单位，持续30秒,,,,,
300014,光之障壁,,光之障壁,1,300014,30001401|30001402|30001403|30001404|30001405|30001406|30001407|30001408|30001409|30001410,2,,,2,0,2,0,2,0,,0,0,1,,0,0,,,,,3,0,,2=3,,0,0,,,,,,,1,,0,0,,,0,-1,300013=1=0,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_GuangZhiZhangBi.png,Player_Acolyte,AutoBattle_Player_Priest_GuangZhiZhangBi,在指定区域内制造防御壁，使第一位进入区域内的友方或自身免疫100%远程物理伤害，光之障壁持续<color=$$Yellow$$>{0}</color>秒，存在时间内可承受<color=$$Yellow$$>{1}</color>次攻击,,,,,
300015,复活术,,复活术,1,300015,30001501|30001502|30001503|30001504,5,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=2,,0,0,,,,,1010|1111|1112|1113|1114|1115|1116|1117|1118|1121|1122|1123|1124|1131|1132|1133|1134|9000|9001|9002|9003|9004,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_FuHuoShu.png,Player_Acolyte,AutoBattle_Player_Priest_FuHuoShu,借助天使力量复活生命值为0的友方目标，并恢复其<color=$$Yellow$$>{0}</color>%*生命上限的生命值,,复活一个友方单位，使其恢复战斗力,,,
300016,光耀之堂,,光耀之堂,1,300016,30001601|30001602|30001603|30001604|30001605|30001606|30001607|30001608|30001609|30001610,2,,,2,0,2,0,2,0,,0,1,1,6,0,0,,,,,,0,,1=3,,0,0,,,,,,,1,,0,1,,,0,-1,300008=5=0,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_GuangYaoZhiTang.png,Player_Acolyte,AutoBattle_Player_Priest_GuangYaoZhiTang,召唤圣灵之光，使进入指定区域友方目标每秒回复<color=$$Yellow$$>{0}</color>点生命，当特定类型魔物进入该区域时，每秒受到<color=$$Yellow$$>{1}</color>点圣属性魔法伤害并击退，神圣之力最多对<color=$$Yellow$$>{2}</color>个目标生效，神圣之力存在<color=$$Yellow$$>{3}</color>秒,对不死属性和恶魔种族魔物有效/生效目标包括友方目标和魔物,恢复进入区域内友方同伴的Hp值,,,
300017,光耀之堂召唤兽,,光耀之堂召唤兽,0,300017,30001701|30001702|30001703|30001704|30001705|30001706|30001707|30001708|30001709|30001710,1,,,3,1,1,0,2,0,,0,1,1,6,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,Skill_Acolyte,UI_Icon_Skill_Acolyte_GuangYaoZhiTang.png,,,,,,,,
300018,审判（新手副本）,,审判,1,300018,30001801,4,,,0,0,1,0,2,0,,0,1,1,6,1,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,-1,,1,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShenPan.png,Player_Acolyte,,,,,,,
300019,十字驱魔（新手副本）,,十字驱魔,1,300019,30001901,4,,,2,0,1,0,2,0,,0,0,1,6,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShiZiQuMoGongJi.png,Player_Acolyte,,,,,,,
300020,十字驱魔召唤兽,,十字驱魔,0,300020,30002001,1,,,3,0,1,0,2,0,,0,1,1,6,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShiZiQuMoGongJi.png,,,,,,,,
300021,颂歌（新手副本）,,颂歌,1,300021,30002101,3,,,0,0,2,0,2,0,,0,0,1,6,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_songge.png,Player_Acolyte,,,,,,,
300022,治愈术（新手副本）,,治愈术,1,300022,30002201,2,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=4,,0,0,,,,,,,0,,0,1,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ZhiYuShu.png,Player_Acolyte,,,,,,,
300023,光耀之堂（新手副本）,,光耀之堂,1,300023,30002301,2,,,2,0,2,0,2,0,,0,0,1,6,0,0,,,,,,0,,3=4,,0,0,,,,,,,1,,0,1,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_GuangYaoZhiTang.png,Player_Acolyte,,,,,,,
300024,天使之赐福（新手副本）,,天使之赐福,1,300024,30002401,2,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=3,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_TianShiZhiCiFu.png,Player_Acolyte,,,,,,,
300025,强攻（服事）,,强攻,0,300025,30002501,4,,,0,0,1,0,2,0,,0,0,1,0,0,0,,,,,,0,,1=4,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_QiangGong.png,Player_Acolyte,AutoBattle_Player_Acolyte_QiangGong,用力重击敌方目标，造成<color=$$Yellow$$>80</color>点固定伤害,,,,,
300026,光耀之堂召唤兽,,光耀之堂召唤兽,0,300026,30002601,1,,,3,0,2,0,2,0,,0,1,1,,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,Skill_Acolyte,UI_Icon_Skill_Acolyte_GuangYaoZhiTang.png,,,,,,,,
300027,装死起身,,起身,0,300027,30002701,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,1,,,300007,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_QiSheng.png,Player_Acolyte,,解除假死状态,,,,,
300028,加速术（卡普拉专用）,,卡普拉的祝福,0,300028,30002801,1,,,3,0,2,0,2,0,,0,1,0,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_JiaSuShu.png,,,提升目标及友方全队的力量<color=$$Yellow$$>{0}</color>、灵巧<color=$$Yellow$$>{1}</color>、智力<color=$$Yellow$$>{2}</color>点，持续<color=$$Yellow$$>{3}</color>秒,,,,,
310101,攻击（牧师）,,攻击,1,310101,31010101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Priest,AutoBattle_Player_Priest_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
310102,圣母之颂歌,,圣母之颂歌,1,310102,31010201|31010202|31010203|31010204|31010205,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=1,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShengMuZhiSongGe.png,Player_Priest,AutoBattle_Player_Priest_ShengMuZhiSongGe,为所有队员添加圣母之颂歌状态，魔法回复速度提升至2倍，持续<color=$$Yellow$$>{0}</color>秒,,,,,
310103,神威祈福,,神威祈福,1,310103,31010301|31010302|31010303|31010304|31010305|31010306|31010307|31010308|31010309|31010310,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShenWeiQiFu.png,Player_Priest,AutoBattle_Player_Priest_ShenWeiQiFu,为所有队员添加神威祈福状态，增加<color=$$Yellow$$>{0}</color>点物理攻击，技能10级时额外增加自身50点物理攻击，20%装备物理攻击力，持续300秒,,增加自身及队友攻击力，持续一段时间,,,
310104,幸运之颂歌,,幸运之颂歌,1,310104,31010401|31010402|31010403|31010404|31010405,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=5,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_XingYunZhiSongGe.png,Player_Priest,AutoBattle_Player_Priest_XingYunZhiSongGe,为所有队员添加幸运之颂歌状态，增加30点幸运值，持续<color=$$Yellow$$>{0}</color>秒,,,,,
310105,钝器熟练度,,钝器熟练度,1,310105,31010501|31010502|31010503|31010504|31010505|31010506|31010507|31010508|31010509|31010510,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=4,,0,0,,,,,,,0,,1,0,,,-1,-1,,3,Skill_Acolyte,UI_Icon_Skill_Acolyte_DunQiShuLianDu.png,Player_Priest,,增加钝器武器熟练度，提高<color=$$Yellow$$>{0}</color>物理攻击力,必须装备钝器类武器,,,,
310106,转生术,,转生术,1,310106,31010601|31010602|31010603|31010604|31010605|31010606|31010607|31010608|31010609|31010610,4,,,0,1,1,0,2,0,,0,0,1,6,0,0,,,,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,-1,300015=1=1,1,Skill_Acolyte,UI_Icon_Skill_Acolyte_ZhuanShengShu.png,Player_Priest,AutoBattle_Player_Priest_ZhuanShengShu,净化不死属性魔物，有<color=$$Yellow$$>{0}</color>%基础几率直接杀死目标，如果目标未死亡，则造成50%圣属性魔法伤害,对不死属性魔物有效/实际几率受幸运和智力影响/直接击杀效果对BOSS类魔物无效,只能对不死属性魔物使用，对其造成圣属性魔法伤害，有几率一击必杀,,,
310107,痊愈术,,痊愈术,1,310107,31010701|31010702|31010703,2,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=5,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_QuanYuShu.png,Player_Priest,AutoBattle_Player_Priest_QuanYuShu,解除所有队友异常状态效果，可被解除效果随技能等级增加，解除异常状态效果向下兼容,Lv.1时解除黑暗&沉默异常状态/Lv.2时增加解除诅咒异常状态/Lv.3时增加解除冰冻&石化&麻痹异常状态,,,,
310108,撒水祈福,,撒水祈福,1,310108,31010801|31010802,3,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,2=5,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_SaShuiQiFu.png,Player_Priest,AutoBattle_Player_Priest_SaShuiQiFu,为队伍内的一名队员赋予武器圣属性，持续<color=$$Yellow$$>{0}</color>秒,圣属性对不死属性和恶魔种族魔物造成更多的伤害,将自身及队友武器改变为圣属性,,,
310109,十字驱魔攻击,,十字驱魔攻击,1,310109,31010901|31010902|31010903|31010904|31010905|31010906|31010907|31010908|31010909|31010910,4,,,2,0,1,0,2,0,,0,1,1,6,0,0,,,,,,0,,3=2,,0,0,,,,,,,1,,0,0,,,0,0,310106=5=1,1,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShiZiQuMoGongJi.png,Player_Priest,AutoBattle_Player_Priest_ShiZiQuMoGongJi,在指定区域内召唤十字法阵，对范围内所有魔物每次造成<color=$$Yellow$$>{0}</color>%圣属性魔法伤害，法阵存在<color=$$Yellow$$>{1}</color>秒,,对范围内敌方目标造成圣属性魔法伤害,,,
310110,十字驱魔召唤兽,,十字驱魔,1,310110,31011001|31011002|31011003|31011004|31011005|31011006|31011007|31011008|31011009|31011010,1,,,3,1,1,0,2,0,,0,1,1,6,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShiZiQuMoGongJi.png,,,,,,,,
310111,禅心,,禅心,1,310111,31011101|31011102|31011103|31011104|31011105|31011106|31011107|31011108|31011109|31011110,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,3=1,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Magician,UI_Icon_Skill_Magician_ChanXin.png,Player_Priest,,永久性提升法力自然回复速度，每10秒回复(<color=$$Yellow$$>{0}</color>+<color=$$Yellow$$>{1}</color>%*魔法上限)，并且在使用魔法恢复类道具时，将恢复量提升至<color=$$Yellow$$>{2}</color>%,,,,,
310112,暗之障壁,,暗之障壁,1,310112,31011201|31011202|31011203|31011204|31011205|31011206|31011207|31011208|31011209|31011210,2,,,2,0,2,0,2,0,,0,0,1,,0,0,,,,,3,0,,3=3,,0,0,,,,,,,1,,0,0,,,0,-1,,2,Skill_Magician,UI_Icon_Skill_Magician_AnZhiZhangBi.png,Player_Priest,AutoBattle_Player_Priest_AnZhiZhangBi,在指定区域内制造防御壁，使第一位进入区域内友方或自身减免100%近战物理伤害，暗之壁障持续<color=$$Yellow$$>{0}</color>秒，最多可承受<color=$$Yellow$$>{1}</color>次攻击,,,,,
310113,复活术【天地树叶子】,,天地树叶子,1,310113,31011301,5,,,0,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,1111|1112|1113|1114|1115|1116|1117|1118|1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136|1010|9000|9001|9002|9003|9004,,0,,0,0,,,0,0,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_FuHuoShu.png,Player_Priest,,,,,,,
310114,圣之裁决,,圣之裁决,0,310114,31011401|31011402|31011403|31011404|31011405|31011406|31011407|31011408|31011409|31011410,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=4,,0,1,ColorGradient/Color_SkillRim_Guang,,,,,,0,,0,0,,,0,-1,310105=5=1,0,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShengZhiCaiJue.png,Player_Priest,AutoBattle_Player_Priest_ShengZhiCaiJue,主动效果：攻击指定单体目标，75%几率造成{0}%无属性物理伤害，15%几率造成{1}%无属性物理伤害，10%几率造成{2}%无属性物理伤害；被动效果：使用普通攻击时{3}%几率造成{4}%无属性物理伤害,,对指定敌方目标造成无属性物理伤害，有几率触发多倍效果,,,
310115,圣之裁决被动,,,0,310115,31011501|31011502|31011503|31011504|31011505|31011506|31011507|31011508|31011509|31011510,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShengZhiCaiJue.png,Player_Priest,,,,,,,
310116,圣之裁决被动调用技能,,圣之裁决,0,310116,31011601|31011602|31011603|31011604|31011605|31011606|31011607|31011608|31011609|31011610,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Guang,,,,,,0,,0,0,,,0,-1,,0,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShengZhiCaiJue.png,Player_Priest,,,,,,,
310201,攻击（神官）,,攻击,1,310201,31020101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_HighPriest,AutoBattle_Player_HighPriest_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
310202,魔力减免,,魔力减免,1,310202,31020201|31020202|31020203|31020204|31020205,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,1,0,,,-1,0,310205=5=1,3,Skill_Acolyte,UI_Icon_Skill_Acolyte_MoLiJianMian.png,Player_HighPriest,,永久性减少<color=$$Yellow$$>{0}</color>%使用技能时所消耗魔法值,,,,,
310203,圣母之祈福,,圣母之祈福,1,310203,31020301|31020302|31020303|31020304|31020305|31020306|31020307|31020308|31020309|31020310,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,0,0,,,0,-1,300003=5=0,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShengMuZhiQiFu.png,Player_HighPriest,AutoBattle_Player_HighPriest_ShengMuZhiQiFu,为所有队员添加圣母之祈福状态，增加<color=$$Yellow$$>{0}</color>%装备物理防御和装备魔法防御，持续<color=$$Yellow$$>{1}</color>秒,不能与战鼓震天同时存在，圣母之祈福效果与霸邪之阵同一时间只能存在一个,一定时间内提升队伍防御力,,,
310204,神圣殿堂,,神圣殿堂,1,310204,31020401|31020402|31020403|31020404|31020405,1,,,3,0,2,0,2,0,,0,1,1,,0,0,,,,,,0,,3=2,,0,0,,,,,,11,0,,0,0,,,0,-1,300012=5=0,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShenShengDianTang.png,Player_HighPriest,AutoBattle_Player_HighPriest_ShenShengDianTang,在指定区域内制造神圣结界，使范围内的目标暂时免疫伤害，并在结界消失时回复<color=$$Yellow$$>{0}</color>%生命值，持续<color=$$Yellow$$>{1}</color>秒,技能持续时施法者处于无法进行其他操作/结界内不可释放技能/结界内不可使用道具,使范围内友方目标获得伤害免疫,,,
310205,冥想,,冥想,1,310205,31020501|31020502|31020503|31020504|31020505|31020506|31020507|31020508|31020509|31020510,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=1,,0,0,,,,,,,0,,1,0,,,-1,0,310111=5=1,3,Skill_Acolyte,UI_Icon_Skill_Acolyte_MingXiang.png,Player_HighPriest,,永久性提升<color=$$Yellow$$>{0}</color>%最大魔法值，<color=$$Yellow$$>{1}</color>%魔法值回复，以及<color=$$Yellow$$>{2}</color>%治愈术恢复量,,,,,
310206,沉默之术,,沉默之术,1,310206,31020601|31020602|31020603|31020604|31020605,4,,,0,1,2,0,2,0,,0,0,1,0,0,0,,,,,,0,,1=3,,0,0,,,,,,,0,,0,0,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Magician_ChenMoZhiShu.png,Player_HighPriest,AutoBattle_Player_HighPriest_ChenMoZhiShu,对指定单体目标释放，有概率使目标陷入沉默状态无法使用技能，持续<color=$$Yellow$$>{0}</color>秒,沉默概率受目标Vit属性影响,,,,
310207,天使之怒,,天使之怒,1,310207,31020701|31020702|31020703|31020704|31020705,4,,,0,1,2,0,2,0,,0,0,1,0,0,0,,,,,,0,,2=3,,0,0,,,,,,,0,,0,0,,,0,-1,310206=5=1,2,Skill_Acolyte,UI_Icon_Skill_Magician_TianShiZhiNu.png,Player_HighPriest,AutoBattle_Player_HighPriest_TianShiZhiNu,借助天使的力量，使目标在下一次受到的伤害值提升<color=$$Yellow$$>{0}</color>%,,使敌方目标下一次受到双倍伤害,,,
310208,牺牲祈福,,牺牲祈福,1,310208,31020801|31020802|31020803,3,,,0,0,2,0,2,0,,0,0,1,0,0,0,,,,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,-1,310203=5=1,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_XiShengQiFu.png,Player_HighPriest,AutoBattle_Player_HighPriest_XiShengQiFu,为指定队友祈福，减少<color=$$Yellow$$>{0}</color>%该队友下一次技能施放时所需吟唱时间，持续<color=$$Yellow$$>{1}</color>秒，祈福效果在技能生效结束或施法<color=$$Yellow$$>1</color>次后立即解除,,,,,
310209,审判,,审判,1,310209,31020901|31020902|31020903|31020904|31020905|31020906|31020907|31020908|31020909|31020910,4,,,0,1,1,0,2,0,,0,1,1,6,0,0,,,,,,0,,1=4,,1,1,ColorGradient/Color_SkillRim_Guang,,,,,,0,,0,0,,,0,-1,300001=5=0,1,Skill_Acolyte,UI_Icon_Skill_Acolyte_ShenPan.png,Player_HighPriest,AutoBattle_Player_HighPriest_ShenPan,祈祷神圣之光净化敌人，对指定单体及附近最多10只魔物造成<color=$$Yellow$$>{0}</color>%圣属性魔法伤害,,对范围内敌方目标造成圣属性魔法伤害,,,
310210,瞻仰神圣之道的信徒,,瞻仰神圣之道的信徒,0,310210,31021001|31021002|31021003|31021004|31021005|31021006|31021007|31021008|31021009|31021010,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,3=5,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Acolyte,UI_Icon_Skill_Acolyte_ZhanYangShengGuangZhiDaoDeXinTu.png,Player_HighPriest,,沐浴神圣的神之使徒，使造成的圣属性伤害提升<color=$$Yellow$$>{0}</color>%,,提升圣属性造成的伤害,,,
310211,高阶钝器熟练度,,高阶钝器熟练度,0,310211,31021101|31021102|31021103|31021104|31021105|31021106|31021107|31021108|31021109|31021110,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=5,,0,0,,,,,,,0,,1,0,,,-1,0,310105=5=0,3,Skill_Acolyte,UI_Icon_Skill_Acolyte_GaoJiDunQiShuLianDu.png,Player_HighPriest,,进阶增加钝器武器熟练度，提高<color=$$Yellow$$>{0}</color>%装备物理攻击,必须装备钝器类武器,提升锤类装备物理攻击,,,
320101,攻击（武僧）,,攻击,1,320101,32010101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Monk,AutoBattle_Player_Monk_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
320102,铁砂掌,,铁砂掌,0,320102,32010201|32010202|32010203|32010204|32010205|32010206|32010207|32010208|32010209|32010210,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=3,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Monk,UI_Icon_Skill_Monk_TieShaZhang.png,Player_Monk,,增加拳套武器熟练度，提高<color=$$Yellow$$>{0}</color>点物理攻击力,需要装备拳套类武器,,,,
