Id,Name,ForgePreview,ForgeLevel,ShowLevel,ForgeMaterials,SortId,Type,LocalizationArea,类型
11332208,兔子拖鞋Ⅱ,,80,70,3022006=10|113322080=1|1290056=220|101=1590000,371,2,27,鞋子
7332308,哥夫内盔甲,,80,70,3022006=10|73323080=1|1290056=220|101=1590000,372,2,27,铠甲
8332408,哥夫内肩饰,,80,70,3022006=10|83324080=1|1290061=220|101=1590000,373,2,27,披风
11332508,哥夫内军靴,,80,70,3022006=10|113325080=1|1290061=220|101=1590000,374,2,27,鞋子
7332608,疾风战袍,,80,70,3022006=10|73326080=1|1290061=220|101=1590000,375,2,27,铠甲
8332708,月影披风,,80,70,3022006=10|83327080=1|1290060=220|101=1590000,376,2,27,披风
11332808,黑皮靴,,80,70,3022006=10|113328080=1|1290060=220|101=1590000,377,2,27,鞋子
7332908,奔跑铠甲,,80,70,3022006=10|73329080=1|1290060=220|101=1590000,378,2,27,铠甲
11333008,奔跑长靴,,80,70,3022006=10|113330080=1|1290056=220|101=1590000,379,2,27,鞋子
8333108,奔跑者徽章,,80,70,3022006=10|83331080=1|1290056=220|101=1590000,380,2,27,披风
7333208,提尔的战甲,,80,70,3022006=10|73332080=1|1290056=220|101=1590000,381,2,27,铠甲
8333308,贝利的斗篷,,80,70,3022006=10|83333080=1|1290061=220|101=1590000,382,2,27,披风
11333408,迪塔乐长靴,,80,70,3022006=10|113334080=1|1290061=220|101=1590000,383,2,27,鞋子
7333508,白羽战袍,,80,70,3022006=10|73335080=1|1290061=220|101=1590000,384,2,27,铠甲
8333608,白羽羽翼,,80,70,3022006=10|83336080=1|1290060=220|101=1590000,385,2,27,披风
11333708,白羽便鞋,,80,70,3022006=10|113337080=1|1290060=220|101=1590000,386,2,27,鞋子
3333805,铝制圆盾,,50,40,3022003=9|33338050=1|1280007=50|101=370000,387,2,,副手
3333807,铝制圆盾Ⅰ,,70,60,3022005=10|33338070=1|1290057=110|101=820000,388,2,,副手
3333808,铝制圆盾Ⅱ,,80,70,3022006=10|33338080=1|1290060=220|101=1590000,389,2,27,副手
3333905,塔盾,,50,40,3022003=9|33339050=1|1280007=50|101=370000,390,2,,副手
3333907,塔盾Ⅰ,,70,60,3022005=10|33339070=1|1290057=110|101=820000,391,2,,副手
3333908,塔盾Ⅱ,,80,70,3022006=10|33339080=1|1290056=220|101=1590000,392,2,27,副手
3334005,奥尔里昂的铁盘,,50,40,3022003=9|33340050=1|1280007=50|101=370000,393,2,,副手
3334007,奥尔里昂的铁盘Ⅰ,,70,60,3022005=10|33340070=1|1290057=110|101=820000,394,2,,副手
3334008,奥尔里昂的铁盘Ⅱ,,80,70,3022006=10|33340080=1|1290056=220|101=1590000,395,2,27,副手
3334105,铂金盾,,50,40,3022003=9|33341050=1|1280004=50|101=370000,396,2,,副手
3334107,铂金盾Ⅰ,,70,60,3022005=10|33341070=1|1290059=110|101=820000,397,2,,副手
3334108,铂金盾Ⅱ,,80,70,3022006=10|33341080=1|1290056=220|101=1590000,398,2,27,副手
3334205,刺盾,,50,40,3022003=9|33342050=1|1280004=50|101=370000,399,2,,副手
3334207,刺盾Ⅰ,,70,60,3022005=10|33342070=1|1290059=110|101=820000,400,2,,副手
3334208,刺盾Ⅱ,,80,70,3022006=10|33342080=1|1290061=220|101=1590000,401,2,27,副手
3334308,谎言记录本,,80,70,3022006=10|33343080=1|1290061=220|101=1590000,402,2,27,副手
3334405,驱魔圣经,,50,40,3022003=9|33344050=1|1280004=50|101=370000,403,2,,副手
3334407,驱魔圣经Ⅰ,,70,60,3022005=10|33344070=1|1290059=110|101=820000,404,2,,副手
3334408,驱魔圣经Ⅱ,,80,70,3022006=10|33344080=1|1290061=220|101=1590000,405,2,27,副手
3334505,岁月痕迹圆盾,,50,40,3022003=9|33345050=1|1280008=50|101=370000,406,2,,副手
3334507,岁月痕迹圆盾Ⅰ,,70,60,3022005=10|33345070=1|1290062=110|101=820000,407,2,,副手
3334508,岁月痕迹圆盾Ⅱ,,80,70,3022006=10|33345080=1|1290060=220|101=1590000,408,2,27,副手
3334605,免疫者盾牌,,50,40,3022003=9|33346050=1|1280008=50|101=370000,409,2,,副手
3334607,免疫者盾牌Ⅰ,,70,60,3022005=10|33346070=1|1290062=110|101=820000,410,2,,副手
3334608,免疫者盾牌Ⅱ,,80,70,3022006=10|33346080=1|1290060=220|101=1590000,411,2,27,副手
3334708,巴基力亚钢盾,,80,70,3022006=10|33347080=1|1290060=220|101=1590000,412,2,27,副手
7234803,强化冒险衣,,30,15,3022001=2|1290016=20|1290013=20|101=20000,413,2,,铠甲
7234804,强化冒险衣Ⅰ,,40,30,3022002=3|1290010=25|1290017=25|101=60000,414,2,,铠甲
7234805,强化冒险衣Ⅱ,,50,40,3022003=3|1290010=70|1280004=10|101=200000,415,2,,铠甲
7234806,强化冒险衣Ⅲ,,60,50,3022004=3|1290003=110|1280002=20|101=320000,416,2,,铠甲
7234807,强化冒险衣Ⅳ,,70,60,3022005=4|1290015=180|1290062=40|101=540000,417,2,,铠甲
7234808,强化冒险衣Ⅴ,,80,70,3022006=7|1290054=450|1290060=90|101=1360000,418,2,27,铠甲
7234903,强化西装外套,,30,15,3022001=2|1290016=20|1290013=20|101=20000,419,2,,铠甲
7234904,强化西装外套Ⅰ,,40,30,3022002=3|1290012=25|1290017=25|101=60000,420,2,,铠甲
7234905,强化西装外套Ⅱ,,50,40,3022003=3|1290009=70|1280004=10|101=200000,421,2,,铠甲
7234906,强化西装外套Ⅲ,,60,50,3022004=3|1290001=110|1290053=20|101=320000,422,2,,铠甲
7234907,强化西装外套Ⅳ,,70,60,3022005=4|1290005=180|1290062=40|101=540000,423,2,,铠甲
7234908,强化西装外套Ⅴ,,80,70,3022006=7|1290014=450|1290060=90|101=1360000,424,2,27,铠甲
7235003,强化长大衣,,30,15,3022001=2|1290016=20|1290013=20|101=20000,425,2,,铠甲
7235004,强化长大衣Ⅰ,,40,30,3022002=3|1290013=25|1290018=25|101=60000,426,2,,铠甲
7235005,强化长大衣Ⅱ,,50,40,3022003=3|1290018=70|1280004=10|101=200000,427,2,,铠甲
7235006,强化长大衣Ⅲ,,60,50,3022004=3|1290016=110|1290053=20|101=320000,428,2,,铠甲
7235007,强化长大衣Ⅳ,,70,60,3022005=4|1290012=180|1290057=40|101=540000,429,2,,铠甲
7235008,强化长大衣Ⅴ,,80,70,3022006=7|1290018=450|1290060=90|101=1360000,430,2,27,铠甲
8235103,强化斗篷,,30,15,3022001=2|1290007=20|1290017=20|101=20000,431,2,,披风
8235104,强化斗篷Ⅰ,,40,30,3022002=3|1290010=25|1290018=25|101=60000,432,2,,披风
8235105,强化斗篷Ⅱ,,50,40,3022003=3|1290010=70|1280008=10|101=200000,433,2,,披风
8235106,强化斗篷Ⅲ,,60,50,3022004=3|1290003=110|1290053=20|101=320000,434,2,,披风
8235107,强化斗篷Ⅳ,,70,60,3022005=4|1290015=180|1290057=40|101=540000,435,2,,披风
8235108,强化斗篷Ⅴ,,80,70,3022006=7|1290054=450|1290056=90|101=1360000,436,2,27,披风
8235203,强化披肩,,30,15,3022001=2|1290007=20|1290017=20|101=20000,437,2,,披风
8235204,强化披肩Ⅰ,,40,30,3022002=3|1290012=25|1290018=25|101=60000,438,2,,披风
8235205,强化披肩Ⅱ,,50,40,3022003=3|1290009=70|1280008=10|101=200000,439,2,,披风
8235206,强化披肩Ⅲ,,60,50,3022004=3|1290001=110|1290058=20|101=320000,440,2,,披风
8235207,强化披肩Ⅳ,,70,60,3022005=4|1290005=180|1290057=40|101=540000,441,2,,披风
8235208,强化披肩Ⅴ,,80,70,3022006=7|1290014=450|1290056=90|101=1360000,442,2,27,披风
8235303,强化连帽披肩,,30,15,3022001=2|1290007=20|1290017=20|101=20000,443,2,,披风
8235304,强化连帽披肩Ⅰ,,40,30,3022002=3|1290013=25|1290004=25|101=60000,444,2,,披风
8235305,强化连帽披肩Ⅱ,,50,40,3022003=3|1290018=70|1280008=10|101=200000,445,2,,披风
8235306,强化连帽披肩Ⅲ,,60,50,3022004=3|1290016=110|1290058=20|101=320000,446,2,,披风
8235307,强化连帽披肩Ⅳ,,70,60,3022005=4|1290012=180|1290059=40|101=540000,447,2,,披风
8235308,强化连帽披肩Ⅴ,,80,70,3022006=7|1290018=450|1290056=90|101=1360000,448,2,27,披风
11235403,强化重靴,,30,15,3022001=2|1290008=20|1290004=20|101=20000,449,2,,鞋子
11235404,强化重靴Ⅰ,,40,30,3022002=3|1290010=25|1290004=25|101=60000,450,2,,鞋子
11235405,强化重靴Ⅱ,,50,40,3022003=3|1290010=70|1280007=10|101=200000,451,2,,鞋子
11235406,强化重靴Ⅲ,,60,50,3022004=3|1290003=110|1290058=20|101=320000,452,2,,鞋子
11235407,强化重靴Ⅳ,,70,60,3022005=4|1290015=180|1290059=40|101=540000,453,2,,鞋子
11235408,强化重靴Ⅴ,,80,70,3022006=7|1290054=450|1290061=90|101=1360000,454,2,27,鞋子
11235503,强化长靴,,30,15,3022001=2|1290008=20|1290004=20|101=20000,455,2,,鞋子
11235504,强化长靴Ⅰ,,40,30,3022002=3|1290012=25|1290004=25|101=60000,456,2,,鞋子
11235505,强化长靴Ⅱ,,50,40,3022003=3|1290009=70|1280007=10|101=200000,457,2,,鞋子
11235506,强化长靴Ⅲ,,60,50,3022004=3|1290001=110|1280002=20|101=320000,458,2,,鞋子
11235507,强化长靴Ⅳ,,70,60,3022005=4|1290005=180|1290059=40|101=540000,459,2,,鞋子
11235508,强化长靴Ⅴ,,80,70,3022006=7|1290014=450|1290061=90|101=1360000,460,2,27,鞋子
11235603,强化战士长靴,,30,15,3022001=2|1290008=20|1290004=20|101=20000,461,2,,鞋子
11235604,强化战士长靴Ⅰ,,40,30,3022002=3|1290013=25|1290017=25|101=60000,462,2,,鞋子
11235605,强化战士长靴Ⅱ,,50,40,3022003=3|1290018=70|1280007=10|101=200000,463,2,,鞋子
11235606,强化战士长靴Ⅲ,,60,50,3022004=3|1290016=110|1280002=20|101=320000,464,2,,鞋子
11235607,强化战士长靴Ⅳ,,70,60,3022005=4|1290012=180|1290062=40|101=540000,465,2,,鞋子
11235608,强化战士长靴Ⅴ,,80,70,3022006=7|1290018=450|1290061=90|101=1360000,466,2,27,鞋子
3235703,强化铁盾,,30,15,3022001=2|1290018=20|1290007=20|101=20000,467,2,,副手
3235704,强化铁盾Ⅰ,,40,30,3022002=3|1290010=25|1290017=25|101=60000,468,2,,副手
3235705,强化铁盾Ⅱ,,50,40,3022003=3|1290010=70|1280004=10|101=200000,469,2,,副手
3235706,强化铁盾Ⅲ,,60,50,3022004=3|1290003=110|1280002=20|101=320000,470,2,,副手
3235707,强化铁盾Ⅳ,,70,60,3022005=4|1290015=180|1290062=40|101=540000,471,2,,副手
3235708,强化铁盾Ⅴ,,80,70,3022006=7|1290054=450|1290060=90|101=1360000,472,2,27,副手
3235803,强化圆盾,,30,15,3022001=2|1290018=20|1290007=20|101=20000,473,2,,副手
3235804,强化圆盾Ⅰ,,40,30,3022002=3|1290012=25|1290017=25|101=60000,474,2,,副手
3235805,强化圆盾Ⅱ,,50,40,3022003=3|1290009=70|1280004=10|101=200000,475,2,,副手
3235806,强化圆盾Ⅲ,,60,50,3022004=3|1290001=110|1290053=20|101=320000,476,2,,副手
3235807,强化圆盾Ⅳ,,70,60,3022005=4|1290005=180|1290062=40|101=540000,477,2,,副手
3235808,强化圆盾Ⅴ,,80,70,3022006=7|1290014=450|1290060=90|101=1360000,478,2,27,副手
3235903,强化钢盾,,30,15,3022001=2|1290018=20|1290007=20|101=20000,479,2,,副手
3235904,强化钢盾Ⅰ,,40,30,3022002=3|1290013=25|1290018=25|101=60000,480,2,,副手
3235905,强化钢盾Ⅱ,,50,40,3022003=3|1290018=70|1280004=10|101=200000,481,2,,副手
3235906,强化钢盾Ⅲ,,60,50,3022004=3|1290016=110|1290053=20|101=320000,482,2,,副手
3235907,强化钢盾Ⅳ,,70,60,3022005=4|1290012=180|1290057=40|101=540000,483,2,,副手
3235908,强化钢盾Ⅴ,,80,70,3022006=7|1290018=450|1290060=90|101=1360000,484,2,27,副手
4348805,余烬烈焰法杖,,50,40,3022003=15|43488050=1|1280008=80|101=640000,485,1,,武器
4348807,余烬烈焰法杖Ⅰ,,70,60,3022005=16|43488070=1|1290062=160|101=1360000,486,1,,武器
4358808,余烬烈焰法杖Ⅱ,,80,70,3022006=16|43588080=1|1290056=330|101=2680000,487,1,27,武器
4348905,以太风暴法杖,,50,40,3022003=15|43489050=1|1280007=80|101=640000,488,1,,武器
4348907,以太风暴法杖Ⅰ,,70,60,3022005=16|43489070=1|1290057=160|101=1360000,489,1,,武器
4358908,以太风暴法杖Ⅱ,,80,70,3022006=16|43589080=1|1290056=330|101=2680000,490,1,27,武器
5349007,动力割裂战斧,,70,60,3022005=16|53490070=1|1290057=160|101=1360000,491,1,,
5359008,动力割裂战斧Ⅰ,,80,70,3022006=16|53590080=1|1290056=330|101=2680000,492,1,27,
6349105,黯盲之触,,50,40,3022003=15|63491050=1|1280007=80|101=640000,493,1,,
6349107,黯盲之触Ⅰ,,70,60,3022005=16|63491070=1|1290057=160|101=1360000,494,1,,
6359108,黯盲之触Ⅱ,,80,70,3022006=16|63591080=1|1290061=330|101=2680000,495,1,27,
12333509,火灵之剑Ⅱ,,90,80,3022007=18|123335090=1|1290063=300|1290066=300|101=3500000,496,1,11,
12333609,石中剑Ⅱ,,90,80,3022007=18|123336090=1|1290063=300|1290067=300|101=3500000,497,1,11,
12333709,魔刀 吞神Ⅰ,,90,80,3022007=18|123337090=1|1290063=300|1290068=300|101=3500000,498,1,11,武器
12333809,名刀不知火Ⅱ,,90,80,3022007=18|123338090=1|1290064=300|1290066=300|101=3500000,499,1,11,武器
12333909,红云长剑Ⅱ,,90,80,3022007=18|123339090=1|1290064=300|1290067=300|101=3500000,500,1,11,
13334109,连刺长矛Ⅲ,,90,80,3022007=18|133341090=1|1290065=300|1290066=300|101=3500000,502,1,11,
13334409,永恒之枪Ⅰ,,90,80,3022007=18|133344090=1|1290065=300|1290067=300|101=3500000,503,1,11,
4334509,红十字杖Ⅲ,,90,80,3022007=18|43345090=1|1290065=300|1290068=300|101=3500000,504,1,11,
4334609,黛雅之杖Ⅲ,,90,80,3022007=18|43346090=1|1290063=300|1290066=300|101=3500000,505,1,11,
4334709,神圣权杖Ⅲ,,90,80,3022007=18|43347090=1|1290063=300|1290067=300|101=3500000,506,1,11,
4334809,诅咒魔杖Ⅲ,,90,80,3022007=18|43348090=1|1290063=300|1290068=300|101=3500000,507,1,11,
4335109,大巫师之杖Ⅲ,,90,80,3022007=18|43351090=1|1290064=300|1290066=300|101=3500000,508,1,11,
4335209,高等生存魔杖Ⅱ,,90,80,3022007=18|43352090=1|1290064=300|1290067=300|101=3500000,509,1,11,武器
4335409,痊愈光辉Ⅱ,,90,80,3022007=18|43354090=1|1290064=300|1290068=300|101=3500000,510,1,11,武器
4335509,克罗诺斯之杖Ⅱ,,90,80,3022007=18|43355090=1|1290065=300|1290066=300|101=3500000,511,1,11,武器
4335709,巫杖 魂咬Ⅰ,,90,80,3022007=18|43357090=1|1290065=300|1290067=300|101=3500000,512,1,11,
9335909,毒之花Ⅲ,,90,80,3022007=18|93359090=1|1290065=300|1290068=300|101=3500000,513,1,11,
9336009,暴虐拳刃Ⅱ,,90,80,3022007=18|93360090=1|1290063=300|1290066=300|101=3500000,514,1,11,
9336109,火灵拳刃Ⅱ,,90,80,3022007=18|93361090=1|1290063=300|1290067=300|101=3500000,515,1,11,
9336209,洛奇的指甲Ⅰ,,90,80,3022007=18|93362090=1|1290063=300|1290068=300|101=3500000,516,1,11,
2336309,巨毒短剑Ⅲ,,90,80,3022007=18|23363090=1|1290064=300|1290066=300|101=3500000,517,1,11,
2336509,强化大驹短剑Ⅲ,,90,80,3022007=18|23365090=1|1290064=300|1290067=300|101=3500000,518,1,11,
2336709,月灵短剑Ⅱ,,90,80,3022007=18|23367090=1|1290064=300|1290068=300|101=3500000,519,1,11,武器
2336809,月辰短剑Ⅱ,,90,80,3022007=18|23368090=1|1290065=300|1290066=300|101=3500000,520,1,11,武器
2336909,陨星Ⅰ,,90,80,3022007=18|23369090=1|1290065=300|1290067=300|101=3500000,521,1,11,武器
1337009,圣锤 裁决Ⅲ,,90,80,3022007=18|13370090=1|1290065=300|1290068=300|101=3500000,522,1,11,武器
1337109,黄金之锤Ⅲ,,90,80,3022007=18|13371090=1|1290063=300|1290066=300|101=3500000,523,1,11,武器
1337209,闇盲之锤Ⅱ,,90,80,3022007=18|13372090=1|1290063=300|1290067=300|101=3500000,524,1,11,武器
1337309,魔锤 安魂曲Ⅱ,,90,80,3022007=18|13373090=1|1290063=300|1290068=300|101=3500000,525,1,11,武器
1337409,圣锤 十字星Ⅰ,,90,80,3022007=18|13374090=1|1290064=300|1290066=300|101=3500000,526,1,11,武器
6337609,驻足重弩Ⅲ,,90,80,3022007=18|63376090=1|1290064=300|1290067=300|101=3500000,527,1,11,武器
6337809,伊克西翁之翼Ⅱ,,90,80,3022007=18|63378090=1|1290064=300|1290068=300|101=3500000,528,1,11,武器
6337909,绵绵大蟹弓Ⅱ,,90,80,3022007=18|63379090=1|1290065=300|1290066=300|101=3500000,529,1,11,武器
6338109,鹰隼之弓Ⅱ,,90,80,3022007=18|63381090=1|1290065=300|1290067=300|101=3500000,530,1,11,武器
6338209,乌勒尔的决意Ⅰ,,90,80,3022007=18|63382090=1|1290065=300|1290068=300|101=3500000,531,1,11,武器
5338309,超重双手斧Ⅲ,,90,80,3022007=18|53383090=1|1290063=300|1290066=300|101=3500000,532,1,11,武器
5338509,贝克战斧Ⅱ,,90,80,3022007=18|53385090=1|1290063=300|1290067=300|101=3500000,533,1,11,武器
5338609,碎心斧Ⅱ,,90,80,3022007=18|53386090=1|1290063=300|1290068=300|101=3500000,534,1,11,武器
5338709,P.T.D机械核心Ⅰ,,90,80,3022007=18|53387090=1|1290064=300|1290066=300|101=3500000,535,1,11,武器
12238809,厚刃剑Ⅵ,,90,80,3022007=13|1290064=200|1290067=200|101=3300000,536,1,11,武器
12238909,骑兵之剑Ⅵ,,90,80,3022007=13|1290064=200|1290068=200|101=3300000,537,1,11,武器
13239009,弯刃长矛Ⅵ,,90,80,3022007=13|1290065=200|1290066=200|101=3300000,538,1,11,武器
13239109,步兵长矛Ⅵ,,90,80,3022007=13|1290065=200|1290067=200|101=3300000,539,1,11,武器
4239209,洞察之杖Ⅵ,,90,80,3022007=13|1290065=200|1290068=200|101=3300000,540,1,11,武器
4239309,橡木魔杖Ⅵ,,90,80,3022007=13|1290063=200|1290066=200|101=3300000,541,1,11,武器
4239409,精灵魔杖Ⅵ,,90,80,3022007=13|1290063=200|1290067=200|101=3300000,542,1,11,武器
9239509,卡塔勒拳刃Ⅵ,,90,80,3022007=13|1290063=200|1290068=200|101=3300000,543,1,11,武器
2239609,卡特短剑Ⅵ,,90,80,3022007=13|1290064=200|1290066=200|101=3300000,544,1,11,武器
1239709,恩麦斯铁锤Ⅵ,,90,80,3022007=13|1290064=200|1290067=200|101=3300000,545,1,11,武器
6239809,猎人之弓Ⅵ,,90,80,3022007=13|1290064=200|1290068=200|101=3300000,546,1,11,武器
6239909,坎普兹弓Ⅵ,,90,80,3022007=13|1290065=200|1290066=200|101=3300000,547,1,11,武器
5240009,兽人斧Ⅵ,,90,80,3022007=13|1290065=200|1290067=200|101=3300000,548,1,11,武器
5240109,钢斧Ⅵ,,90,80,3022007=13|1290065=200|1290068=200|101=3300000,549,1,11,武器
7332309,哥夫内盔甲Ⅰ,,90,80,3022007=12|73323090=1|1290063=200|1290066=200|101=2600000,550,2,11,武器
8332409,哥夫内肩饰Ⅰ,,90,80,3022007=12|83324090=1|1290063=200|1290067=200|101=2600000,551,2,11,武器
11332509,哥夫内军靴Ⅰ,,90,80,3022007=12|113325090=1|1290063=200|1290068=200|101=2600000,552,2,11,武器
7332609,疾风战袍Ⅰ,,90,80,3022007=12|73326090=1|1290064=200|1290066=200|101=2600000,553,2,11,武器
8332709,月影披风Ⅰ,,90,80,3022007=12|83327090=1|1290064=200|1290067=200|101=2600000,554,2,11,武器
11332809,黑皮靴Ⅰ,,90,80,3022007=12|113328090=1|1290064=200|1290068=200|101=2600000,555,2,11,武器
7332909,奔跑铠甲Ⅰ,,90,80,3022007=12|73329090=1|1290065=200|1290066=200|101=2600000,556,2,11,武器
11333009,奔跑长靴Ⅰ,,90,80,3022007=12|113330090=1|1290065=200|1290067=200|101=2600000,557,2,11,武器
8333109,奔跑者徽章Ⅰ,,90,80,3022007=12|83331090=1|1290065=200|1290068=200|101=2600000,558,2,11,武器
7333209,提尔的战甲Ⅰ,,90,80,3022007=12|73332090=1|1290063=200|1290066=200|101=2600000,559,2,11,武器
8333309,贝利的斗篷Ⅰ,,90,80,3022007=12|83333090=1|1290063=200|1290067=200|101=2600000,560,2,11,武器
11333409,迪塔乐长靴Ⅰ,,90,80,3022007=12|113334090=1|1290063=200|1290068=200|101=2600000,561,2,11,武器
7333509,白羽战袍Ⅰ,,90,80,3022007=12|73335090=1|1290064=200|1290066=200|101=2600000,562,2,11,武器
8333609,白羽羽翼Ⅰ,,90,80,3022007=12|83336090=1|1290064=200|1290067=200|101=2600000,563,2,11,武器
11333709,白羽便鞋Ⅰ,,90,80,3022007=12|113337090=1|1290064=200|1290068=200|101=2600000,564,2,11,武器
3333809,铝制圆盾Ⅲ,,90,80,3022007=12|33338090=1|1290065=200|1290066=200|101=2600000,565,2,11,武器
3333909,塔盾Ⅲ,,90,80,3022007=12|33339090=1|1290065=200|1290067=200|101=2600000,566,2,11,武器
3334009,奥尔里昂的铁盘Ⅲ,,90,80,3022007=12|33340090=1|1290065=200|1290068=200|101=2600000,567,2,11,武器
3334109,铂金盾Ⅲ,,90,80,3022007=12|33341090=1|1290063=200|1290066=200|101=2600000,568,2,11,武器
3334209,刺盾Ⅲ,,90,80,3022007=12|33342090=1|1290063=200|1290067=200|101=2600000,569,2,11,武器
3334309,谎言记录本Ⅰ,,90,80,3022007=12|33343090=1|1290063=200|1290068=200|101=2600000,570,2,11,武器
3334409,驱魔圣经Ⅲ,,90,80,3022007=12|33344090=1|1290064=200|1290066=200|101=2600000,571,2,11,武器
3334509,岁月痕迹圆盾Ⅲ,,90,80,3022007=12|33345090=1|1290064=200|1290067=200|101=2600000,572,2,11,铠甲
3334609,免疫者盾牌Ⅲ,,90,80,3022007=12|33346090=1|1290064=200|1290068=200|101=2600000,573,2,11,披风
3334709,巴基力亚钢盾Ⅰ,,90,80,3022007=12|33347090=1|1290065=200|1290066=200|101=2600000,574,2,11,鞋子
7234809,强化冒险衣Ⅵ,,90,80,3022007=9|1290065=120|1290067=120|101=2200000,575,2,11,铠甲
7234909,强化西装外套Ⅵ,,90,80,3022007=9|1290065=120|1290068=120|101=2200000,576,2,11,披风
7235009,强化长大衣Ⅵ,,90,80,3022007=9|1290063=120|1290066=120|101=2200000,577,2,11,鞋子
8235109,强化斗篷Ⅵ,,90,80,3022007=9|1290063=120|1290067=120|101=2200000,578,2,11,铠甲
8235209,强化披肩Ⅵ,,90,80,3022007=9|1290063=120|1290068=120|101=2200000,579,2,11,鞋子
8235309,强化连帽披肩Ⅵ,,90,80,3022007=9|1290064=120|1290066=120|101=2200000,580,2,11,披风
11235409,强化重靴Ⅵ,,90,80,3022007=9|1290064=120|1290067=120|101=2200000,581,2,11,铠甲
11235509,强化长靴Ⅵ,,90,80,3022007=9|1290064=120|1290068=120|101=2200000,582,2,11,披风
11235609,强化战士长靴Ⅵ,,90,80,3022007=9|1290065=120|1290066=120|101=2200000,583,2,11,鞋子
3235709,强化铁盾Ⅵ,,90,80,3022007=9|1290065=120|1290067=120|101=2200000,584,2,11,铠甲
3235809,强化圆盾Ⅵ,,90,80,3022007=9|1290065=120|1290068=120|101=2200000,585,2,11,披风
3235909,强化钢盾Ⅵ,,90,80,3022007=9|1290063=120|1290066=120|101=2200000,586,2,11,鞋子
4348809,余烬烈焰法杖Ⅲ,,90,80,3022007=18|43488090=1|1290063=300|1290067=300|101=3500000,587,1,11,副手
4348909,以太风暴法杖Ⅲ,,90,80,3022007=18|43489090=1|1290063=300|1290068=300|101=3500000,588,1,11,副手
5349009,动力割裂战斧Ⅱ,,90,80,3022007=18|53490090=1|1290064=300|1290066=300|101=3500000,589,1,11,副手
6349109,黯盲之触Ⅲ,,90,80,3022007=18|63491090=1|1290064=300|1290067=300|101=3500000,590,1,11,副手
12349309,异形长剑,,90,80,3022007=18|123493090=1|1290064=300|1290068=300|101=3500000,591,1,11,副手
13349509,气旋长枪,,90,80,3022007=18|133495090=1|1290065=300|1290067=300|101=3500000,593,1,11,副手
4349609,魔力之源 言灵,,90,80,3022007=18|43496090=1|1290065=300|1290068=300|101=3500000,594,1,11,副手
4349709,圣杖源灵,,90,80,3022007=18|43497090=1|1290063=300|1290066=300|101=3500000,595,1,11,副手
14349805,绵绵大蟹钳,,50,40,3022003=15|143498050=1|1280007=80|101=640000,596,1,,副手
14349807,绵绵大蟹钳Ⅰ,,70,60,3022005=16|143498070=1|1290062=160|101=1360000,597,1,,副手
14349808,绵绵大蟹钳Ⅱ,,80,70,3022006=16|143498080=1|1290056=330|101=2680000,598,1,27,铠甲
14349809,绵绵大蟹钳Ⅲ,,90,80,3022007=18|143498090=1|1290064=300|1290067=300|101=3500000,599,1,11,铠甲
14349905,升龙拳套,,50,40,3022003=15|143499050=1|1280004=80|101=640000,600,1,,铠甲
14349907,升龙拳套Ⅰ,,70,60,3022005=16|143499070=1|1290059=160|101=1360000,601,1,,披风
14349908,升龙拳套Ⅱ,,80,70,3022006=16|143499080=1|1290061=330|101=2680000,602,1,27,披风
14349909,升龙拳套Ⅲ,,90,80,3022007=18|143499090=1|1290065=300|1290068=300|101=3500000,603,1,11,披风
14350005,连击套甲,,50,40,3022003=15|143500050=1|1280007=80|101=640000,604,1,,鞋子
14350007,连击套甲Ⅰ,,70,60,3022005=16|143500070=1|1290062=160|101=1360000,605,1,,鞋子
14350008,连击套甲Ⅱ,,80,70,3022006=16|143500080=1|1290060=330|101=2680000,606,1,27,鞋子
14350107,金刚拳套,,70,60,3022005=16|143501070=1|1290057=160|101=1360000,607,1,,副手
14350108,金刚拳套Ⅰ,,80,70,3022006=16|143501080=1|1290056=330|101=2680000,608,1,27,副手
14350109,金刚拳套Ⅱ,,90,80,3022007=18|143501090=1|1290064=300|1290068=300|101=3500000,609,1,11,副手
14350207,秘拳套闪光,,70,60,3022005=16|143502070=1|1290059=160|101=1360000,610,1,,武器
14350208,秘拳套闪光Ⅰ,,80,70,3022006=16|143502080=1|1290061=330|101=2680000,611,1,27,武器
14350209,秘拳套闪光Ⅱ,,90,80,3022007=18|143502090=1|1290065=300|1290068=300|101=3500000,612,1,11,武器
14350308,禅迦,,80,70,3022006=16|143503080=1|1290060=330|101=2680000,613,1,27,武器
14350309,禅迦Ⅰ,,90,80,3022007=18|143503090=1|1290063=300|1290067=300|101=3500000,614,1,11,武器
14350409,水晶拳套,,90,80,3022007=18|143504090=1|1290063=300|1290068=300|101=3500000,615,1,11,武器
4350509,希芙的馈赠,,90,80,3022007=18|43505090=1|1290064=300|1290066=300|101=3500000,616,1,11,武器
4350609,婆苏提婆之刃,,90,80,3022007=18|43506090=1|1290064=300|1290067=300|101=3500000,617,1,11,武器
4350709,智慧女神,,90,80,3022007=18|43507090=1|1290064=300|1290068=300|101=3500000,618,1,11,武器
7340809,魔力洪流法袍,,90,80,3022007=12|73408090=1|1290065=200|1290066=200|101=2600000,619,2,11,武器
8340909,魔力迸发披肩,,90,80,3022007=12|83409090=1|1290065=200|1290067=200|101=2600000,620,2,11,武器
