Id,StoryDes,StoryText,StoryAudioBank,StoryAudioName,Length,LocalizationArea,Area
400131,白衣修士的第1段默认cv,纯粹的光明只是孩童的理想罢了，有光的地方必然有阴影。,CV/NPC,NPC_T_baiyixiushi_01,6.397,,26
400132,白衣修士的第2段默认cv,我昨晚做了一个梦，梦见了一团漫无边际的暗影在逐渐吞噬这个世界。,CV/NPC,NPC_T_baiyixiushi_02,4.585,,26
400133,白衣修士的第3段默认cv,这个世界信仰之道彼此的鸿沟终究还是无法弥合吗……,CV/NPC,NPC_T_baiyixiushi_03,3.506,,26
400141,卡努的第1段默认cv,卡努最喜欢唱歌了！想听吗？嘻嘻，先给我好吃的。,CV/NPC,NPC_T_kanu_01,7.437,,26
400142,卡努的第2段默认cv,等我长大了，我一定要带着妈妈坐船环游整个世界！,CV/NPC,NPC_T_kanu_02,4.31,,26
400143,卡努的第3段默认cv,肚子饿了肚子饿了！卡努现在真的快饿瘪啦！,CV/NPC,NPC_T_kanu_03,4.971,,26
400151,赛依连的第1段默认cv,骑士的存在意义，便是守护这世间美好的东西。,CV/NPC,NPC_T_saiyilian_01,3.441,,26
400152,赛依连的第2段默认cv,我不会回应外界对于骑士团的造谣中伤，我只用行动来解释一切。,CV/NPC,NPC_T_saiyilian_02,5.48,,26
400153,赛依连的第3段默认cv,从小时候起我就梦想成为骑士团的一员了，我知道我的理想从未动摇。,CV/NPC,NPC_T_saiyilian_03,5.153,,26
400161,毕斯库斯的第1段默认cv,信仰不是说说而已的，你愿意为它付出多大代价？,CV/NPC,NPC_T_bisikusi_01,6.601,,26
400171,麻略佳娜的第1段默认cv,冒险者？哦……看样子你能派上点用场。,CV/NPC,NPC_T_malvejiana_01,5.936,,26
400172,麻略佳娜的第2段默认cv,刺客公会每天都要处理摆平梦罗克的大小麻烦，你与其称我为会长，不如称我为市长。,CV/NPC,NPC_T_malvejiana_02,8.65,,26
400173,麻略佳娜的第3段默认cv,发兑斯大人已隐居多年，如今关于刺客公会的全部事宜都要由我先过目。,CV/NPC,NPC_T_malvejiana_03,5.25,,26
400181,斯普拉琪的第1段默认cv,这片神奇的大陆有好多地方值得探索！你准备好了吗，冒险者？,CV/NPC,NPC_T_sipulaqi_01,6.415,,26
400182,斯普拉琪的第2段默认cv,又迎来了新的冒险者，嘻嘻，斯普拉琪今天可太开心了！,CV/NPC,NPC_T_sipulaqi_02,6.471,,26
400183,斯普拉琪的第3段默认cv,可爱的冒险者，在这个神奇的世界里留下属于你自己的独特印记吧！,CV/NPC,NPC_T_sipulaqi_03,6.741,,26
400191,胖妹珊莎的第1段默认cv,不胖不胖，哼，不许说人家胖！,CV/NPC,NPC_T_shansha_01,3.354,,26
400192,胖妹珊莎的第2段默认cv,章鱼小丸子、草莓蛋糕、铜锣烧，唉，我一个都不能碰……呜呜呜,CV/NPC,NPC_T_shansha_02,10.929,,26
400201,安德森教授的第1段默认cv,啊，又一位充满了朝气的冒险者来到了初心者学院……,CV/NPC,NPC_T_jiaoshouandesen_01,5.389,,26
400202,安德森教授的第2段默认cv,学院真是一个退休后享受人生的好地方呀哈哈哈，到处都是可爱的孩子们！,CV/NPC,NPC_T_jiaoshouandesen_02,10.137,,26
400203,安德森教授的第3段默认cv,有书有酒有朋友，最惬意的人生也不过如此了，嚯嚯嚯！,CV/NPC,NPC_T_jiaoshouandesen_03,8.8,,26
400211,瓦尔基里（新手村剧情）的第1段默认cv,只有最伟大的勇士才有资格响应阿斯加德光辉的英雄征召！,CV/NPC,NPC_T_waerjili_01,5.436,,26
400221,布莱伊德的第1段默认cv,我教出了一批又一批优秀的初心者，希望他们什么时候能回这里看看,CV/NPC,NPC_T_bulaiyide_01,7.6,,26
400222,布莱伊德的第2段默认cv,严师出高徒，唉，你们这些初出茅庐的冒险者可要明白这个道理。,CV/NPC,NPC_T_bulaiyide_02,7.893,,26
400231,教授的朋友的第1段默认cv,这酒……还真不错呀，哎，你说了什么？,CV/NPC,NPC_T_jiaoshoupengyou_01,4.389,,26
400241,古城宝妮配音1,也不知道卡努，最近生活的怎么样了……,CV/NPC,NPC_T_guchengbaoni_01,,,26
400242,古城宝妮配音2,当年封印克雷斯特汉姆古城的阵法， 真是玄妙……,CV/NPC,NPC_T_guchengbaoni_02,,,26
400251,沙利尔配音1（和其他瓦尔基里同个形象）,我的这双翅膀，还能再次振翅吗？,CV/NPC,NPC_T_shalier_01,,,26
400252,沙利尔配音2（和其他瓦尔基里同个形象）,似乎忘掉了什么即为重要的东西……,CV/NPC,NPC_T_shalier_02,,,26
400261,白骑士哈因理西配音1,王，你究竟在何方？,CV/NPC,NPC_T_hayinlixi_01,,,26
400262,白骑士哈因理西配音2,这座城里到处都是从前的记忆，悲喜半掺,CV/NPC,NPC_T_hayinlixi_02,,,26
400271,赤骑士配音1,多年前的背叛像是刻进了我的灵魂！,CV/NPC,NPC_T_chiqishi_01,,,26
400272,赤骑士配音2,这几百年的诅咒，到底有没有方法解开……,CV/NPC,NPC_T_chiqishi_02,,,26
400281,青骑士配音,他……何时才能从混沌的沼泽中挣脱出来,CV/NPC,NPC_T_qingqishi_01,,,26
400291,灰骑士配音,嘻嘻嘻！没什么好笑的也要笑啊，日子总归是要过的,CV/NPC,NPC_T_huiqishi_01,,,26
800011,普隆德拉卡普拉的第1段默认cv,欢迎光临卡普拉，我们在王国的首都为您提供最上乘的服务。,CV/NPC,NPC_F_kapulapulongdela_01,6.053,,26
800012,普隆德拉卡普拉的第2段默认cv,普隆德拉是卢恩王国的政治中心，骑士团和圣歌教会的总部都在这里哦。,CV/NPC,NPC_F_kapulapulongdela_02,6.742,,26
800013,普隆德拉卡普拉的第3段默认cv,没事就在普隆德拉的街道上走走吧，这座充满魅力的城市说不定每个转角都有小秘密在等着你。,CV/NPC,NPC_F_kapulapulongdela_03,8.341,,26
800021,斐扬卡普拉的第1段默认cv,欢迎光临卡普拉，斐扬是山岳之城，你感受到这城市的魅力了吗？,CV/NPC,NPC_F_kapulafeiyang_01,5.66,,26
800022,斐扬卡普拉的第2段默认cv,斐扬城有着独特的风土人情，好好探索这座韵味独特的城市吧！,CV/NPC,NPC_F_kapulafeiyang_02,6.041,,26
800023,斐扬卡普拉的第3段默认cv,你知道斐扬城旁边就是弓手村吗？整个大陆最厉害的弓箭手都曾在那里训练过呢。,CV/NPC,NPC_F_kapulafeiyang_03,8.244,,26
800031,梦罗克卡普拉的第1段默认cv,欢迎光临卡普拉，哪怕黄沙漫漫的梦罗克我们也会为您竭诚服务。,CV/NPC,NPC_F_kapulamengluoke_01,6.653,,26
800032,梦罗克卡普拉的第2段默认cv,梦罗克是一座神秘的沙漠之城，有多神秘呢？嘻嘻，我不告诉你！,CV/NPC,NPC_F_kapulamengluoke_02,7.362,,26
800033,梦罗克卡普拉的第3段默认cv,悄悄告诉你，在梦罗克如果你招惹上了麻烦，联系到刺客公会或许是个不错的办法~,CV/NPC,NPC_F_kapulamengluoke_03,8.141,,26
800041,伊斯鲁得卡普拉的第1段默认cv,欢迎光临卡普拉，繁忙的贸易和无畏的勇士，这儿是英雄之城！,CV/NPC,NPC_F_kapulayisilude_01,7.9,,26
800042,伊斯鲁得卡普拉的第2段默认cv,伊思鲁德是剑士们的故乡，所以……这儿的居民大都比较好斗哦。,CV/NPC,NPC_F_kapulayisilude_02,5.749,,26
800043,伊斯鲁得卡普拉的第3段默认cv,从伊思鲁德的海港出发可以前往柏伊亚岚岛，那儿是你进入深海的必经之地。,CV/NPC,NPC_F_kapulayisilude_03,8.077,,26
800051,吉芬卡普拉的第1段默认cv,欢迎光临卡普拉，吉芬是魔法之都哦，对这些神秘力量我们充满敬畏。,CV/NPC,NPC_F_kapulajifen_01,8.536,,26
800052,吉芬卡普拉的第2段默认cv,空气中都似乎有魔法的能量浮动，哎，真希望有一天我也能学会一点魔法呢,CV/NPC,NPC_F_kapulajifen_02,8.295,,26
800053,吉芬卡普拉的第3段默认cv,吉芬城中心的高塔之下到底封存着什么样的能量？真是让人好奇啊。,CV/NPC,NPC_F_kapulajifen_03,6.5,,26
800061,艾尔贝塔卡普拉的第1段默认cv,欢迎光临卡普拉，看到那港口了吗？艾尔贝塔是王国的商业中心呢！,CV/NPC,NPC_F_kapulaaierbeita_01,7.708,,26
800062,艾尔贝塔卡普拉的第2段默认cv,艾尔贝塔是商业之城，王国的繁荣经济离不开这些商人起早贪黑的工作呢。,CV/NPC,NPC_F_kapulaaierbeita_02,8.114,,26
800063,艾尔贝塔卡普拉的第3段默认cv,有空就去艾尔贝塔的海边走走吧，波浪拍击海岸的声音会让你内心重归宁静。,CV/NPC,NPC_F_kapulaaierbeita_03,7.187,,26
800071,野外卡普拉的第1段默认cv,欢迎光临卡普拉，虽然在荒郊野外，可我们的服务品质不会打折扣喔。,CV/NPC,NPC_F_kapulayewai_01,6.156,,26
800072,野外卡普拉的第2段默认cv,无论你身处何处，卡普拉都会为您提供最及时便捷的服务！,CV/NPC,NPC_F_kapulayewai_02,5.8,,26
800073,野外卡普拉的第3段默认cv,悄悄告诉你，这个世界上有不少神秘的洞穴在等待着你去探索哦，在地图上找找吧。,CV/NPC,NPC_F_kapulayewai_03,8.526,,26
800081,猫手商队勋章(12007)的第1段默认cv,你好呀人类，猫咪手商队企盼各界人士的资助和贡献！,CV/NPC,NPC_F_maoshoushangdui_01,7.3,,26
800082,猫手商队勋章(12007)的第2段默认cv,一起来建设绵绵岛吧，你的贡献会让你收藏的勋章更加闪耀夺目哦！,CV/NPC,NPC_F_maoshoushangdui_02,7.156,,26
800091,圣歌引导员（1199）的第1段默认cv,圣歌试炼危险重重，你……准备好了吗？,CV/NPC,NPC_F_shengge_01,4.033,,26
800092,圣歌引导员（1199）的第2段默认cv,圣歌试炼是圣歌教会为想赢得荣耀的勇士们提供的挑战，你想来试试吗？,CV/NPC,NPC_F_shengge_02,7.963,,26
800101,迷雾之森引导员（1251）的第1段默认cv,欢迎挑战迷雾之森，希望你们能够凯旋归来！,CV/NPC,NPC_F_miwuzhisen_01,4.9,,26
800102,迷雾之森引导员（1251）的第2段默认cv,穿越迷雾之森找到隐藏其中的巴风特残影，击败他来阻止森林的腐化！,CV/NPC,NPC_F_miwuzhisen_02,5.448,,26
800111,萨拉：时空任务（10783）的第1段默认cv,守护时空的稳定，维系时间的稳定，是你我之责任。,CV/NPC,NPC_F_sala_01,4.264,,26
800112,萨拉：时空任务（10783）的第2段默认cv,能作为福金大人的助手维系时空秩序是你我的荣幸。,CV/NPC,NPC_F_sala_02,5.373,,26
800113,萨拉：时空任务（10783）的第3段默认cv,时空调查团在呼唤勇士的协助，你愿意帮助福金大人实现奥丁的使命吗？,CV/NPC,NPC_F_sala_03,6.143,,26
800121,安娜：公会（6000）的第1段默认cv,公会里面的每个伙伴都因缘而聚，希望你们能好好珍稀。,CV/NPC,NPC_F_anna_01,5.689,,26
800122,安娜：公会（6000）的第2段默认cv,哈哈，你怎么又来找我啦，盯着人家看人家会不好意思的。,CV/NPC,NPC_F_anna_02,5.915,,26
800123,安娜：公会（6000）的第3段默认cv,欢迎回到公会，这里的小伙伴都等你好久啦，一起来开派对吧。,CV/NPC,NPC_F_anna_03,6.331,,26
800131,战场瓦尔基里（1027）的第1段默认cv,冒险者，王位争夺战十分的危险，如果做好了准备，就来找我吧！,CV/NPC,NPC_F_waerjili_01,5.8,,26
800141,天地树守卫战管理员（50100）的第1段默认cv,冒险者，我需要你的帮助……,CV/NPC,NPC_F_tiandishu_01,3.088,,26
800151,灵巧试炼引导员（2030）的第1段默认cv,如果你是个灵活的冒险者不如就来试试吧！,CV/NPC,NPC_F_duobiqiu_01,3.3,,26
800161,极限挑战引导员（1346）的第1段默认cv,想要超越自我就要先学会挑战极限！,CV/NPC,NPC_F_jixiantiaozhan_01,3.934,,26
800171,精炼房忽克连（3481）的第1段默认cv,装备需要不断精炼，就像人也需要不断砥砺。,CV/NPC,NPC_F_hukelian_01,5.8,,26
800172,精炼房忽克连（3481）的第2段默认cv,精炼你的装备，让你在战场上无往不利！,CV/NPC,NPC_F_hukelian_02,3.019,,26
800181,精炼房附魔大师猫小友（3482）的第1段默认cv,可不是我吹嘘，没有附魔过的武器是没有灵魂的，嘻嘻……,CV/NPC,NPC_F_maoxiaoyou_01,4.3,,26
800182,精炼房附魔大师猫小友（3482）的第2段默认cv,通过附魔来使你的装备获得无与伦比的神奇力量吧。,CV/NPC,NPC_F_maoxiaoyou_02,2.778,,26
800191,精炼房克里斯（3483）打洞装备大师的第1段默认cv,让我来帮你插上神秘的卡片吧，这其中蕴藏着难以想象的力量！,CV/NPC,NPC_F_kelisi_01,4.346,,26
800192,精炼房克里斯（3483）打洞装备大师的第2段默认cv,等你收集到稀有的卡片的时候就来找我吧，祖传的手艺保证您满意！,CV/NPC,NPC_F_kelisi_02,6.115,,26
800201,精炼房罗布托（3484）武器装备大师的第1段默认cv,勇士出门在外，没有一把趁手的武器怎么能行！,CV/NPC,NPC_F_luobutuo_01,3.172,,26
800202,精炼房罗布托（3484）武器装备大师的第2段默认cv,想当年我曾幻想仗剑走天涯，直到后来发现打铁才是我一生所爱……,CV/NPC,NPC_F_luobutuo_02,8.501,,26
800211,精炼房罗必托（3485）防具装备大师的第1段默认cv,来瞧瞧我的护甲吧，帮助你打造出一副钢铁之躯！,CV/NPC,NPC_F_luobituo_01,4.549,,26
800212,精炼房罗必托（3485）防具装备大师的第2段默认cv,无论多锋利的武器都无法穿透我打造的护甲，等等……这话别告诉罗布托那小子！,CV/NPC,NPC_F_luobituo_02,8.864,,26
800221,精炼房装备助手（3486）的第1段默认cv,我负责帮我的师父打打下手，旧装备上的精炼属性别忘了转移哦！,CV/NPC,NPC_F_zhuangbeizhushou_01,5.921,,26
800231,艾尔帕兰卡普拉配音1,欢迎光临卡普拉，这里是航运繁忙的运河之都艾尔帕兰。,CV/NPC,NPC_F_kapulaaierpalan_01,,,24
800232,艾尔帕兰卡普拉配音2,城市中央有着一座神秘又古老的钟楼，想要探险的话不妨去试试吧。,CV/NPC,NPC_F_kapulaaierpalan_02,,,24
800233,艾尔帕兰卡普拉配音3,炼金术师工会坐落在城市的西南角，里面的研究氛围很浓厚呢。,CV/NPC,NPC_F_kapulaaierpalan_03,,,24
800241,群岛卡普拉配音1,感谢您选择卡普拉服务，在这座小岛上相遇是我们的缘分。,CV/NPC,NPC_F_kapulaqundao_01,,,8
800242,群岛卡普拉配音2,卡普拉服务遍布天涯海角，需要帮助时请找我们哦！,CV/NPC,NPC_F_kapulaqundao_02,,,8
800243,群岛卡普拉配音3,每个地方都有自己的独特的风光，你在这座小岛上感受到了吗？,CV/NPC,NPC_F_kapulaqundao_03,,,8
800251,时空模拟战报名1（和其他瓦尔基里同个形象）,在对抗中证明自己吧！,CV/NPC,NPC_F_shikongmonizhan_01,,,8
800252,时空模拟战报名2（和其他瓦尔基里同个形象）,实力、判断、策略、合作……成败需要多维度的较量。,CV/NPC,NPC_F_shikongmonizhan_02,,,8
800261,神话套装兑换配音1,来看看神域带回来的商品吧，说不定能给你带来更强的力量。,CV/NPC,NPC_F_shikonglvren_01,,,8
800262,神话套装兑换配音2,这个世界的人说话好听，出手大方，我超喜欢他们的~,CV/NPC,NPC_F_shikonglvren_02,,,8
800271,卡片租赁商人乌尔德（3694）的第1段默认cv,只花一点小钱你就能获得这些威力强大的卡片了，这笔买卖我亏了！,CV/NPC,NPC_F_kapianzulin_01,6.737,,26
800281,卡片解封商人墨迪克（3693）的第1段默认cv,卡片解封是一门需要你静下心来钻研的学问，你有兴趣吗？,CV/NPC,NPC_F_kapianjiefeng_01,8.500,,26
800291,美瞳商人妮维雅（1072）的第1段默认cv,哎呀，你刚刚偷偷看我了！喜欢我就大大方方的说出来嘛~,CV/NPC,NPC_F_meitong_01,6.580,,26
800301,奇异金属兑换商人达奇（3696）的第1段默认cv,我的职业生涯才刚刚起步，不过我以后会成为行业精英的！,CV/NPC,NPC_F_qiyijinshu_01,6.270,,26
800311,配饰精炼大师配音,能在这一行做到像我这样成就的人，屈指可数……高处不胜寒呀。,CV/NPC,NPC_F_peishijinlian_01,,,10
800321,图纸碎片商人配音,虽然我每天都很忙，但我依然要保持绅士那样的风度翩翩。,CV/NPC,NPC_F_tuzhisuipian_01,,,10
800331,朱诺卡普拉配音1,远在异国他乡，卡普拉服务依然陪伴着你~,CV/NPC,NPC_F_kapulazhunuo_01,,,8
800332,朱诺卡普拉配音2,卡普拉传送，是您出行的最佳选择！,CV/NPC,NPC_F_kapulazhunuo_02,,,8
800333,朱诺卡普拉配音3,欢迎光临卡普拉，浮在空中的朱诺，是不是和你以前逛过的城市都不一样？,CV/NPC,NPC_F_kapulazhunuo_03,,,8
800341,神话套装兑换配音1,我这里有加拉尔遗迹研究所研制的最新产品哦~不看看吗？,CV/NPC,NPC_F_xienfante_01,,,8
800342,神话套装兑换配音2,……嗯？盯着我看做什么？是想成为我实验的研究对象吗？,CV/NPC,NPC_F_xienfante_02,,,8
800351,直播美短配音1,大家好哇喵~本届比赛要开始了喵~,CV/NPC,NPC_F_meiduan_01,,,8
800352,直播美短配音2,也要感谢各位积极参赛的选手喵~本届大赛的奖品超级超级棒的喵~,CV/NPC,NPC_F_meiduan_02,,,8
800353,直播美短配音3,好可惜喵！,CV/NPC,NPC_F_meiduan_03,,,8
800354,直播美短配音4,好期待喵！,CV/NPC,NPC_F_meiduan_04,,,8
800355,直播美短配音5,终于，今天要开始比赛了喵！,CV/NPC,NPC_F_meiduan_05,,,8
800356,直播美短配音6,铛铛——,CV/NPC,NPC_F_meiduan_06,,,8
800357,直播美短配音7,今天大家也要超级超级加油喵~,CV/NPC,NPC_F_meiduan_07,,,8
800358,直播美短配音8,大家好喵~上轮的比赛真是超级超级厉害喵！,CV/NPC,NPC_F_meiduan_08,,,8
800359,直播美短配音9,比赛超级超级激烈呢喵~让我们恭喜晋级的队伍喵！,CV/NPC,NPC_F_meiduan_09,,,8
800360,直播美短配音10,今天要进行的比赛是——,CV/NPC,NPC_F_meiduan_10,,,8
800361,直播美短配音11,不过可以提前告知大家下轮的比赛情报喵~,CV/NPC,NPC_F_meiduan_11,,,8
800371,直播暹罗配音1,大家好嗷~感谢组委会各位工作人员的辛苦付出嗷，本届比赛一定会很精彩嗷！,CV/NPC,NPC_F_xianluo_01,,,8
800372,直播暹罗配音2,可惜的是今天没有比赛嗷~,CV/NPC,NPC_F_xianluo_02,,,8
800373,直播暹罗配音3,不过后面的比赛一定会超级精彩，请大家做好准备嗷呜~,CV/NPC,NPC_F_xianluo_03,,,8
800374,直播暹罗配音4,真期待嗷，让我们来看看今天有哪些比赛嗷~,CV/NPC,NPC_F_xianluo_04,,,8
800375,直播暹罗配音5,今天要进行的比赛是——,CV/NPC,NPC_F_xianluo_05,,,8
800376,直播暹罗配音6,请看对阵情况嗷~,CV/NPC,NPC_F_xianluo_06,,,8
800377,直播暹罗配音7,请大家做好准备嗷呜~,CV/NPC,NPC_F_xianluo_07,,,8
800378,直播暹罗配音8,没错嗷，让我们看看哪些队伍胜利了嗷？,CV/NPC,NPC_F_xianluo_08,,,8
800379,直播暹罗配音9,上轮进行的比赛是——,CV/NPC,NPC_F_xianluo_09,,,8
2400101,乘热气球离开新手训练场,再见……即使这条道路有再多波折，也请不忘初心，不忘对未来的希望。,CV/Cutscene,CS_12,8.527,,
2400201,魔物学者线普隆德拉烟花1,哇！烟花烟花！烟花好美啊！,CV/Cutscene,CS_13_01,3.515,,
2400202,魔物学者线普隆德拉烟花2,想和妈妈一起看看这美丽的烟花……好想见见妈妈啊,CV/Cutscene,CS_13_02,3.2,,
2400301,鬼女约会cutscene1,你，你真的来了……,CV/Cutscene,CS_14_01,2.4,,
2400302,鬼女约会cutscene2,是的，安雅，我回来了……请原谅我这么久才来……,CV/Cutscene,CS_14_02,2.2,,
2400303,鬼女约会cutscene3,回来就好，回来就好，我……我一直在等你……一直……,CV/Cutscene,CS_14_03,4.4,,
2400304,鬼女约会cutscene4,我就知道……你一定会回来的……,CV/Cutscene,CS_14_04,6.476,,
2400305,鬼女约会cutscene5,亲爱的，我终于等到了你……,CV/Cutscene,CS_14_05,3,,
2400306,鬼女约会cutscene6,安雅，嫁给我吧！这一次，我们永远都不要分开！你愿意吗？,CV/Cutscene,CS_14_06,2.499,,
2400307,鬼女约会cutscene7,我……我愿意！,CV/Cutscene,CS_14_07,2.7,,
2400401,鬼女变身cutscene1,安雅，你已经死了，你都忘记了吗？,CV/Cutscene,CS_15_01,,,
2400402,鬼女变身cutscene2,不，我不信！你在胡说！,CV/Cutscene,CS_15_02,6.6,,
2400404,鬼女变身cutscene4,韩信浩！快回来！,CV/Cutscene,CS_15_04,,,
2400501,克莱尔复活cutscene1,你不要担心，我会带你出去的。,CV/Cutscene,CS_16_01,,,
2400502,克莱尔复活cutscene2,啊！你没事吧？,CV/Cutscene,CS_16_02,1.955,,
2400503,克莱尔复活cutscene3,没有人能阻止我和我的妻子重聚！,CV/Cutscene,CS_16_03,3.325,,
2400504,克莱尔复活cutscene4,卡尔西，你疯了！,CV/Cutscene,CS_16_04,,,
2400506,克莱尔复活cutscene6,啊——！血，我要血！血——————！！！,CV/Cutscene,CS_16_08,0.9,,
2400601,卡尔西同归于尽cutscene1,她已经魔化了！快杀了她！,CV/Cutscene,CS_18_01,2.677,,
2400602,卡尔西同归于尽cutscene2,不！不要————！！！,CV/Cutscene,CS_18_02,1.999,,
2400603,卡尔西同归于尽cutscene3,克莱尔……我的挚爱……,CV/Cutscene,CS_18_03,2.789,,
2400604,卡尔西同归于尽cutscene4,不……卡尔…………不要怨恨任何人……好好的……活下去……,CV/Cutscene,CS_18_04,9.683,,
2400605,卡尔西同归于尽cutscene5,不…………,CV/Cutscene,CS_18_05,1.359,,
2400606,卡尔西同归于尽cutscene6,卡尔西，你要做什么？！快停下！,CV/Cutscene,CS_18_06,2.772,,
2400607,卡尔西同归于尽cutscene7,对不起，我的朋友，失去克莱尔，我无法再活下去了……,CV/Cutscene,CS_18_07,6.95,,
2400608,卡尔西同归于尽cutscene8,请帮我跟安德鲁说一声……对不起……,CV/Cutscene,CS_18_08,4.337,,
2400701,人鱼故事1,他们第一次在海边见面，那天的海风格外柔软,CV/Cutscene,CS_20_01,5.615,,
2400702,人鱼故事2,他们一起在夕阳下奔跑，海浪都在为他们而欣喜跳跃,CV/Cutscene,CS_20_02,6.7,,
2400703,人鱼故事3,渐渐的他们互生情愫，相约这一生都要在一起,CV/Cutscene,CS_20_03,5.602,,
2400704,人鱼故事4,有一天人鱼说要回海底休息，他们只好依依不舍的分离,CV/Cutscene,CS_20_04,7.6,,
2400705,人鱼故事5,库瑞寻来了永不凋零的玫瑰，想送给人鱼公主，在岸洞等了好很久很久。,CV/Cutscene,CS_20_05,12.1,,
2400706,人鱼故事6,他的目光永远遥望着大海的远方，期待着人鱼公主的归来……,CV/Cutscene,CS_20_06,7.171,,
2400707,人鱼故事7,这一等就是一生……他守住了他们的诺言……,CV/Cutscene,CS_20_07,4.473,,
2400801,海盗船巴啦啦1,站住！想用这神器干什么坏事？快交出来！,CV/Cutscene,CS_1001_01,,,
2400802,海盗船巴啦啦2,……哈哈哈哈哈，你们是哪里来的软脚虾，敢对我紫袍凯里这样说话？,CV/Cutscene,CS_1001_02,6.331,,
2400901,吹牛厨师1 1,那天，我正准备做一只烤全羊款待我的朋友们，可是，我的羊居然逃了……,CV/Cutscene,CS_1005_01,6.91,,
2400903,吹牛厨师1 3,就在我苦恼的时候，一只长着羊角的怪物从我面前跑了过去……,CV/Cutscene,CS_1005_03,4.5,,
2400904,吹牛厨师1 4,它那么调皮，我以为它就是那只逃跑的羊……,CV/Cutscene,CS_1005_04,3.36,,
2400905,吹牛厨师1 5,我怎么能让它再次跑掉呢？于是我追了上去……,CV/Cutscene,CS_1005_05,4.395,,
2401001,吹牛厨师2 1,一番功夫之后，烤全羊终于上架了！,CV/Cutscene,CS_1006_01,4.465,,
2401002,吹牛厨师2 2,现在再加点调料就更完美了，嘿嘿……,CV/Cutscene,CS_1006_02,2.814,,
2401101,吹牛铁匠1,那天我正在北门打铁，收工后我扛着我的宝贝锤子正准备回家……,CV/Cutscene,CS_1007_01,3.1,,
2401102,吹牛铁匠2,就在这时，一个羊角生物从我面前走了过去，当然，它也注意到了我……,CV/Cutscene,CS_1007_02,6.112,,
2401104,吹牛铁匠4,我很快反应过来，它就是巴风特！正义的我怎么能让它跑掉呢？于是……,CV/Cutscene,CS_1007_04,3.1,,
2401201,开场背景交代1,立志成为冒险者的你终于来到了初心者学院,CV/Cutscene,CS_1008_01,6.093,,
2401202,开场背景交代2,一场全新的冒险之旅，就此开启……,CV/Cutscene,CS_1008_02,3.924,,
2401301,初心者训练相关1 1,冒险千万条，安全第一条；打怪不注意，亲人两行泪。,CV/Cutscene,CS_100007_01,5.827,,
2401303,初心者训练相关1 3,教官！！！,CV/Cutscene,CS_100007_03,1.06,,
2401304,初心者训练相关1 4,你看我找到了个奇怪的东西！,CV/Cutscene,CS_100007_04,1.971,,
2401305,初心者训练相关1 5,小心，别乱动它！！！,CV/Cutscene,CS_100007_05,2.383,,
2401306,初心者训练相关1 6,啊…是谁打扰了我的安眠？可恶！又是你们这些人类！,CV/Cutscene,CS_100007_06,6.486,,
2401307,初心者训练相关1 7,小的们，让渺小的人类见识一下我们的威力吧！,CV/Cutscene,CS_100007_07,5.031,,
2401401,初心者训练相关2 1,诶？这些人怎么都倒下了？,CV/Cutscene,CS_100008_01,3.999,,
2401402,初心者训练相关2 2,我还没出力，你们就倒下了,CV/Cutscene,CS_100008_02,2.417,,
2401403,初心者训练相关2 3,哈哈哈哈哈哈……,CV/Cutscene,CS_100008_03,2.568,,
2401404,初心者训练相关2 4,这些人类真是不堪一击！我们走~,CV/Cutscene,CS_100008_04,4.841,,
2401501,白女巫出场1,嗨，还以为是一条肥鱼呢……,CV/Cutscene,CS_100012_01,3.155,,
2401502,白女巫出场2,咦，这是什么？似乎是一个面具？嗯？谁？,CV/Cutscene,CS_100012_02,5.802,,
2401503,白女巫出场3,把我的包还给我！,CV/Cutscene,CS_100012_03,,,
2401504,白女巫出场4,真是个年轻气盛的冒险者啊，看来我们得好好给他上一课了，嘿嘿！,CV/Cutscene,CS_100012_04,6.238,,
2401505,白女巫出场5,啊……什么人！,CV/Cutscene,CS_100012_05,1.5,,
2401506,白女巫出场6,哎哟……我的屁股……快，快跑！,CV/Cutscene,CS_100012_06,3.9,,
2401507,白女巫出场7,哼！怎么毛毛躁躁的……,CV/Cutscene,CS_100012_07,2.966,,
2401701,黑夜大火1,快跑啊，大火烧过来了……,CV/Cutscene,CS_100014_01,2.312,,
2401702,黑夜大火2,挺住，我这就带你出去！,CV/Cutscene,CS_100014_02,2.713,,
2401703,黑夜大火3,哎哟……哎哟……我的腿……,CV/Cutscene,CS_100014_03,2.4,,
2401704,黑夜大火5,请大家保持镇定！不要惊慌，有序离开！,CV/Cutscene,CS_100014_05,4.277,,
2401801,卫兵乱入1,那天，我终于同意了与古娜在北门见面……,CV/Cutscene,CS_100017_01,3.9,,
2401802,卫兵乱入2,可是她一来就不断地引诱我……,CV/Cutscene,CS_100017_02,3.201,,
2401804,卫兵乱入4,就在这时，一个羊角兽从她身边跑了过去，她吓得花容失色,CV/Cutscene,CS_100017_04,4.965,,
2401806,卫兵乱入6,于是就追了上去……,CV/Cutscene,CS_100017_06,2.531,,
2401807,卫兵乱入7,就在不远处，一个厨师正提着一口平底锅与一群魔物玩游戏,CV/Cutscene,CS_100017_07,4.365,,
2401808,卫兵乱入8,我再往前去，只见巴风特正瑟瑟发抖，一个巨大的铁锤从天而降……,CV/Cutscene,CS_100017_08,6.055,,
