Id,Comment,Path,PlayTime,ScaleX,ScaleY,ScaleZ,FollowPostion,FollowRotation,FollowScale,CameraFxType,UseVector3OneScale,EffectLodGroup
581,勋章：防护罩,Creature/Skill/Fx_Skill_XunZhang_Buff_FangHuZhao,-1,1,1,1,1,0,1,,,
582,勋章：寒冰外套,Creature/Skill/Fx_Skill_XunZhang_Buff_HanBingWaiTao,-1,1,1,1,1,0,1,,,
583,勋章：天使怒火,Creature/Skill/Fx_Skill_XunZhang_Buff_TianShiNuHuo,-1,1,1,1,1,0,1,,,
584,勋章：灼烧爆炸,Creature/Common/Fx_Skill_XunZhang_Buff_ZhuoShao,-1,1,1,1,1,0,1,,,
585,坏血病区域（BossRush）,Creature/Skill/Fx_Skill_Fb_SiQuDeFuLu_WangYu_01,-1,2,2,2,1,0,0,,,
586,黑暗传送门,Creature/Skill/Fx_Skill_Fb_HeiAnChuanSongMen_01,-1,1,1,1,1,0,1,,,
587,灵魂飘散,Creature/Skill/Fx_Skill_Fb_SiWangShiBing_LingHunPiaoSan_01,-1,1,1,1,1,0,1,,,
588,小型血量恢复,Creature/Skill/Fx_Skill_Fb_MengLuoKeDeBiLaiTe_HuiXue_01,1.1,1,1,1,1,0,1,,,
589,南瓜魂炸弹爆炸,Creature/Skill/Fx_Skill_Fb_MengLuoKeNanGuaHun_NanGuaZhaDan_01,1.8,1,1,1,1,0,1,,,
590,亡灵巫师：腐化领域,Creature/Skill/Fx_Skill_Fb_MengLuoKeWangLingWuShi_FuHuaLingYu_01,-1,1,1,1,1,0,1,,,
591,亡灵巫师：普攻,Creature/Skill/Fx_Skill_Fb_MengLuoKeWangLingWuShi_Attack_01,-1,1,1,1,1,0,1,,,
592,恶灵：恶灵撕咬,Creature/Skill/Fx_Skill_Fb_MengLuoKeELing_ELingSiYao_01,1,1,1,1,1,0,1,,,
593,恶灵：死亡华尔兹,Creature/Skill/Fx_Skill_Fb_MengLuoKeELing_SiWangHuaErZi_01,-1,1,1,1,1,0,1,,,
594,喜乐：念力感染,Creature/Skill/Fx_Skill_Fb_MengLuoKeMenTuXiLe_NianLiGanRan_01,-1,1,1,1,1,0,1,,,
595,绝望：火龙卷风,Creature/Skill/Fx_Skill_Fb_DaNaTuoSiDeJueWang_HuoLongJuanFeng_01,-1,1,1,1,1,0,1,,,
596,绝望：陨石,Creature/Skill/Fx_Skill_Fb_DaNaTuoSiDeJueWang_YunShi_01,4,1,1,1,1,0,1,,,
597,绝望：陨石伤害小范围,Creature/Skill/Fx_Skill_Fb_DaNaTuoSiDeJueWang_YunShi_02,1.5,1,1,1,1,0,1,,,
598,绝望：陨石伤害全场,Creature/Skill/Fx_Skill_Fb_DaNaTuoSiDeJueWang_YunShi_03,1.5,1,1,1,1,0,1,,,
599,苦恼：爆炸,Creature/Skill/Fx_Skill_Fb_DaNaTuoSiDeKuNao_01,1.5,1,1,1,1,0,1,,,
600,希望：回归本体,Creature/Skill/Fx_Skill_Fb_DaNaTuoSiDeXiWang_HuiGuiBenTi_01,2.2,1,1,1,1,0,1,,,
601,希望：驱散命中特效,Creature/Skill/Fx_Skill_Fb_MengLuoKeELing_ELingSiYao_09,1.2,1,1,1,1,0,1,,,
602,希望：圣光驱散,Creature/Skill/Fx_Skill_Fb_MengLuoKeELing_ELingSiYao_10,0.8,1,1,1,1,0,1,,,
603,憎恨：黑暗扩散,Creature/Skill/Fx_Skill_Fb_DaNaTuoSiDeZengHen_HeiAnKuoSan_01,2,1,1,1,1,0,1,,,
604,熔岩蚁酸,Creature/Skill/Fx_Skill_MaYiYouChong_YiSuan,2,1,1,1,1,0,0,,,
605,巴风特剧情吟唱,Creature/Skill/Fx_Skill_DaBaZhaoHuan_Casting,-1,1,1,1,1,0,0,,,
606,巴风特剧情施放,Creature/Skill/Fx_Skill_DaBaZhaoHuan_Release,3,1,1,1,1,0,0,,,
607,暗·十字审判,Creature/Skill/Fx_Skill_ShiZiShenPan_An,3.3,1,1,1,0,0,1,,,
608,可拾取Doodad-深蓝色光,Creature/Ui/Fx_Ui_ShengGeShiLian_Buff_guang_01,-1,1,1,1,1,1,1,,,
609,可拾取Doodad-橙色光,Creature/Ui/Fx_Ui_ShengGeShiLian_Buff_guang_02,-1,1,1,1,1,1,1,,,
610,可拾取Doodad-绿色光,Creature/Ui/Fx_Ui_ShengGeShiLian_Buff_guang_03,-1,1,1,1,1,1,1,,,
611,可拾取Doodad-浅蓝色光,Creature/Ui/Fx_Ui_ShengGeShiLian_Buff_guang_04,-1,1,1,1,1,1,1,,,
612,可拾取Doodad-金黄色光,Creature/Ui/Fx_Ui_ShengGeShiLian_Buff_guang_05,-1,1,1,1,1,1,1,,,
613,可拾取Doodad-紫色光,Creature/Ui/Fx_Ui_ShengGeShiLian_Buff_guang_06,-1,1,1,1,1,1,1,,,
614,加点体验镜像爆发buff开始,Creature/Common/Fx_Skill_Fb_AttrUp_01,-1,1,1,1,1,0,1,,,
615,加点体验镜像爆发buff持续,Creature/Common/Fx_Skill_Fb_AttrUp_02,-1,1,1,1,1,0,1,,,
616,新版箭雨,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianYu_03,2,1,1,1,1,1,1,,,
617,黑暗迷宫：波利头顶特效,Creature/Skill/Fx_JinZiTa_Scene_JiGuan_GuangQiu_Da,-1,0.5,0.5,0.5,1,0,1,,,
618,驱魔仪式法阵特效,Creature/Skill/Fx_Skill_QuMoYiShi_FaZhen_01,-1,1,1,1,1,1,1,,,
619,驱魔仪式法阵光线特效下,Creature/Skill/Fx_Skill_QuMoYiShi_FaZhen_02,-1,1,1,1,1,1,1,,,
620,驱魔仪式法阵光线特效右,Creature/Skill/Fx_Skill_QuMoYiShi_FaZhen_03,-1,1,1,1,1,1,1,,,
621,驱魔仪式法阵光线特效上,Creature/Skill/Fx_Skill_QuMoYiShi_FaZhen_04,-1,1,1,1,1,1,1,,,
622,驱魔仪式法阵光线特效左,Creature/Skill/Fx_Skill_QuMoYiShi_FaZhen_05,-1,1,1,1,1,1,1,,,
623,钱堆充能特效,Creature/Common/Fx_Scenes_Common_ChongNeng,-1,0.4,0.4,0.4,1,1,1,,,
624,圣之裁决,Creature/Skill/Fx_Skill_Priest_ShengZhiCaiJue_01,0.7,1,1,1,1,1,0,,,
625,天使之光范围,Creature/Skill/Fx_Skill_Acolyte_FuShi_TianShiZhiGuang_03,1,1,1,1,1,1,1,,,
626,盾牌防御/钢铁意志释放特效,Creature/Skill/Fx_Skill_Knight_DunPaiFangYu_02,0.45,1,1,1,1,1,1,,,
627,天使之光受击,Creature/Skill/Fx_Skill_Acolyte_FuShi_TianShiZhiGuang_02,-1,1,1,1,1,1,1,,,
628,盗贼施毒新特效,Creature/Skill/Fx_Skill_Thief_DaoZei_ShiDu_02,2.5,1,1,1,1,2,1,,,
629,商人金钱攻击飘字,Creature/Skill/Fx_Skill_ShangRenDaoShi_JinQianPiaoZi,2.5,3,3,3,1,0,0,,,
630,商人躺倒钱堆,Creature/Skill/Fx_Skill_JinQianSanLuo,-1,1,1,1,1,1,1,,,
631,喷射火焰,Scene/Fx_Scene_Nomal_PenSheHuoYan_01,2,1,1,1,1,1,1,,,
632,词缀：毒性之地爆炸,Scene/Fx_Scenes_Affix_DuXing_BaoZi,3,1,1,1,1,1,1,,,
633,锤子子弹受击,Creature/Skill/Fx_Skill_Normal_ChuiZiHit_01,0.4,1,1,1,1,1,1,,,
634,香蕉子弹受击,Creature/Skill/Fx_Skill_Normal_XiangJiaoHit_01,0.4,1,1,1,1,1,1,,,
635,词缀：炸弹波利爆炸,Scene/Fx_Scenes_Affix_ZhaDanBoLi_BaoZha,0.35,1,1,1,1,0,1,,,
636,词缀：炸弹波利连线,Scene/Fx_Scenes_Affix_ZhaDanBoLi_LianXian,-1,1,1,1,1,0,1,,,
637,刀扇（诡诈把戏）特效,Creature/Skill/Fx_Skill_Thief_DaoZei_DaoShan_01,1.5,1,1,1,1,1,1,,,
638,天地树叶子复活术,Creature/Skill/Fx_Skill_FuHuoShu_01,3.5,1,1,1,1,0,1,,,
639,圣光3码范围（圣歌试炼用）,Creature/Skill/Fx_Skill_Affix_ShengGuangLingYu_Start,1.2,0.6,0.6,0.6,1,1,1,,,
640,冰冻状态,Creature/Common/Fx_Skill_Nomal_Buff_BingDong_01,-1,0.8,0.8,0.8,1,0,0,,,
641,尾行麦克,Creature/Skill/Fx_Skill_Mic,-1,1,1,1,1,1,1,,,
642,尾行望远镜,Creature/Skill/Fx_Skill_Mic_WangYuanJing,-1,1,1,1,1,1,1,,,
643,尾行风之秘籍,Creature/Skill/Fx_Skill_Mic_WindBook,-1,1,1,1,1,1,1,,,
644,尾行报纸,Creature/Skill/Fx_Skill_BaoZhi,-1,1,1,1,1,1,1,,,
645,通用向下指绿色箭头,Creature/Common/Fx_Common_Arrow_Green_01,-1,1,1,1,1,1,1,,,
646,铁匠全力挥击特效,Creature/Skill/Fx_Skill_Merchant_QuanLiHuiJi_01,1.5,1,1,1,1,1,1,,,
647,尾行麦克_使用,Creature/Skill/Fx_Skill_Mic_Use,3,1,1,1,1,1,1,,,
648,尾行望远镜_使用,Creature/Skill/Fx_Skill_Mic_WangYuanJing_Use,3,1,1,1,1,1,1,,,
649,尾行风之秘籍_使用,Creature/Skill/Fx_Skill_Mic_WindBook_Use,3,1,1,1,1,1,1,,,
650,尾行报纸_使用,Creature/Skill/Fx_Skill_BaoZhi_Use,3,1,1,1,1,1,1,,,
651,坚定打击（剑系）,Creature/Skill/Fx_Skill_Swordman_JianDingDaJi_01,0.4,1,1,1,1,1,1,,,
652,坚定打击（枪系）,Creature/Skill/Fx_Skill_Swordman_JianDingDaJi_02,0.8,1,1,1,1,1,1,,,
653,手推车冲撞烟雾,Creature/Skill/Fx_Skill_Merchant_ShouTuiCheZhuangJi_02,2,1,1,1,1,1,1,,,
654,弃用（可占用）,Creature/Skill/Fx_Skill_Swordman_ShiZiFenXun_ShiHou_01,0.5,1,1,1,1,1,1,,,
655,弃用（可占用）,Creature/Skill/Fx_Skill_Swordman_ShiZiFenXun_GongJi_01,1,1,1,1,1,1,1,,,
656,弃用（可占用）,Creature/Skill/Fx_Skill_Knight_XianFengZhuiJi_Release_10,0.8,1,1,1,1,1,1,,,
657,波利团：气泡,Scene/Fx_Scene_Nomal_QiPao_01,-1,1,1,1,1,0,1,,,
658,波利团：气泡爆炸,Scene/Fx_Scene_Nomal_QiPao_02,1.2,1,1,1,1,0,1,,,
659,波利团：脚印出现+持续,Scene/Fx_Scene_Nomal_MaoZhuaYin_01,-1,1,1,1,1,1,1,,,
660,波利团：脚印持续,Scene/Fx_Scene_Nomal_MaoZhuaYin_02,-1,1,1,1,1,1,1,,,
661,波利团：脚印消失,Scene/Fx_Scene_Nomal_MaoZhuaYin_03,1.5,1,1,1,1,1,1,,,
662,时空裂缝,Scene/Fx_Scene_Nomal_ShiKongLieFeng_Begin,-1,1,1,1,1,0,1,,,
663,BOSS出场,Creature/Common/Fx_Skill_Boss_Appear,-1,1,1,1,0,0,1,,,
664,灵魂碎片可采集特效,Creature/Skill/Fx_JinZiTa_Scene_JiGuan_GuangQiu_Da,-1,0.2,0.2,0.2,1,0,1,,,
665,灵巧修炼2：圆形警示圈,Creature/Skill/Fx_Skill_Hunter_XianJingQuan_01,-1,1.1,1,1.1,1,1,0,,,
666,法师封印特效,Creature/Skill/Fx_Skill_FaShiDaoShi_FengYin,-1,1,1,1,1,0,1,,,
667,法师封印结束特效,Creature/Skill/Fx_Skill_FaShiDaoShi_FengYin_Finish,-1,1,1,1,1,0,1,,,
668,弓手封印特效,Creature/Skill/Fx_Skill_GongShouDaoShi_FengYinJian_Casting,-1,1,1,1,1,0,1,,,
669,弓手封印施放特效,Creature/Skill/Fx_Skill_GongShouDaoShi_FengYinJian_Release,-1,1,1,1,1,0,1,,,
670,弓手封印受击特效,Creature/Skill/Fx_Skill_GongShouDaoShi_FengYinJian_Hit,-1,1,1,1,1,0,1,,,
671,铜币10万,Creature/Skill/Fx_Skill_ShangRenDaoShi_JinQianPiaoZi2,-1,2,2,2,1,0,1,,,
672,负重8000,Creature/Skill/Fx_Skill_ShangRenDaoShi_FuZhong,-1,2,2,2,1,0,1,,,
673,火焰之壁火墙,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoYanZhiBi_02,-1,10,10,10,1,0,1,,,
674,摄魂范围圈,Creature/Skill/Fx_Skill_Fb_SheHunSuoLian_02,-1,1.4,1,1.4,1,1,1,,,
675,抢滩登陆用怒爆,Creature/Skill/Fx_Skill_Swordman_JianShi_NuBao_01,1,2,2,2,1,1,1,,,
676,砸中奶油特效,Scene/Fx_Scene_Nomal_QiPao_01,-1,0.3,0.3,0.3,1,1,1,,,
677,时空裂缝炸裂,Scene/Fx_Scene_Nomal_ShiKongLieFeng_Boom,-1,1,1,1,1,0,1,,,
678,黑色气息,Creature/Common/Fx_Skill_Nomal_HeiAnQiXi,-1,1,1,1,1,0,1,,,
679,驱魔仪式法阵崩裂,Creature/Skill/Fx_Skill_QuMoYiShi_FaZhen_06,5,1,1,1,1,1,1,,,
680,词缀：火焰之地预警,Scene/Fx_Scenes_Affix_HuoYan_Start,2.7,1,1,1,1,0,1,,,
681,词缀：火焰之地持续,Scene/Fx_Scenes_Affix_HuoYan_Loop,-1,1,1,1,1,0,1,,,
682,词缀：灼烧状态,Scene/Fx_Scenes_Affix_HuoYan_ZhuoShao,-1,1,1,1,1,0,1,,,
683,词缀：感电预警,Scene/Fx_Scenes_Affix_LeiDian_GanDianYuJing,1.8,1,1,1,1,0,1,,,
684,词缀：闪电链,Scene/Fx_Scenes_Affix_LeiDian_ShanDianLian,-1,1,1,1,1,0,1,,,
685,词缀：冰霜之地,Scene/Fx_Scenes_Affix_BingShuang_01,5,1,1,1,1,0,1,,,
686,黑暗迷宫：火把火焰,Scene/Fx_Scene_HeiAnMiGong_Fire01,-1,1,1,1,1,0,1,,,
687,黑暗迷宫：篝火火焰,Scene/Fx_Scene_HeiAnMiGong_Fire02,-1,1,1,1,1,0,1,,,
688,黑暗迷宫：亮光范围,Scene/Fx_Scene_HeiAnMiGong_GuangQuan,-1,1,1,1,1,0,1,,,
689,黑暗迷宫：火焰爆发,Scene/Fx_Scene_HeiAnMiGong_HuoYanBaoFa,1,1,1,1,1,0,1,,,
690,黑暗迷宫：火苗,Creature/Common/Fx_Skill_Nomal_Buff_HeiAnMiGong_HuoMiao,15,1,1,1,1,0,1,,,
691,鬼女副本指示箭头,Creature/Common/Fx_Common_Arrow_Green_01,-1,2,2,2,1,1,1,,,
692,鬼女神龛范围圈,Creature/Common/Fx_Skill_Normal_Acolyte_Release_Loop05,-1,3,1,3,1,1,1,,,
693,英灵殿：彩虹桥,Scene/Fx_Scene_CaiHongQiao_03,-1,1,1,1,1,1,1,,,
694,英灵殿：水属性阵法常驻,Creature/Common/Fx_Common_YinLingDian_ShuiShuXingZhengFa_01,-1,1,1,1,1,1,1,,,
695,英灵殿：水属性阵法灌注,Creature/Common/Fx_Common_YinLingDian_ShuiShuXingZhengFa_02,3,1,1,1,1,1,1,,,
696,英灵殿：火属性阵法常驻,Creature/Common/Fx_Common_YinLingDian_HuoShuXingZhengFa_01,-1,1,1,1,1,1,1,,,
697,英灵殿：火属性阵法灌注,Creature/Common/Fx_Common_YinLingDian_HuoShuXingZhengFa_02,3,1,1,1,1,1,1,,,
698,英灵殿：地属性阵法常驻,Creature/Common/Fx_Common_YinLingDian_DiShuXingZhengFa_01,-1,1,1,1,1,1,1,,,
699,英灵殿：地属性阵法灌注,Creature/Common/Fx_Common_YinLingDian_DiShuXingZhengFa_02,3,1,1,1,1,1,1,,,
700,英灵殿：风属性阵法常驻,Creature/Common/Fx_Common_YinLingDian_FengShuXingZhengFa_01,-1,1,1,1,1,1,1,,,
701,英灵殿：风属性阵法灌注,Creature/Common/Fx_Common_YinLingDian_FengShuXingZhengFa_02,3,1,1,1,1,1,1,,,
702,英灵殿：水精灵脚底,Creature/Common/Fx_Common_YinLingDian_ShuiShuXingChiXu_01,-1,1,1,1,1,1,1,,,
703,英灵殿：火精灵脚底,Creature/Common/Fx_Common_YinLingDian_HuoShuXingChiXu_01,-1,1,1,1,1,1,1,,,
704,英灵殿：地精灵脚底,Creature/Common/Fx_Common_YinLingDian_DiShuXingChiXu_01,-1,1,1,1,1,1,1,,,
705,英灵殿：水精灵脚底,Creature/Common/Fx_Common_YinLingDian_FengShuXingChiXu_01,-1,1,1,1,1,1,1,,,
706,英灵殿：灵魂体01,Creature/Common/Fx_Common_YinLingDian_LingHunTi_01,-1,1,1,1,1,1,1,,,
707,英灵殿：灵魂体02,Creature/Common/Fx_Common_YinLingDian_LingHunTi_02,-1,1,1,1,1,1,1,,,
708,英灵殿：灵魂体03,Creature/Common/Fx_Common_YinLingDian_LingHunTi_03,-1,1,1,1,1,1,1,,,
709,英灵殿：冰刺,Creature/Skill/Fx_YinLingDian_BingCi_01,4,1,1,1,1,1,1,,,
710,英灵殿：石拳,Creature/Skill/Fx_YinLingDian_ShiQuan_01,5,1,1,1,1,1,1,,,
711,英灵殿：水魔法卷轴,Creature/Common/Fx_ShuiShuXingJuanZhou_01,-1,1,1,1,1,1,1,,,
712,英灵殿：火魔法卷轴,Creature/Common/Fx_HuoShuXingJuanZhou_01,-1,1,1,1,1,1,1,,,
713,英灵殿：地魔法卷轴,Creature/Common/Fx_DiShuXingJuanZhou_01,-1,1,1,1,1,1,1,,,
714,英灵殿：风魔法卷轴,Creature/Common/Fx_FengShuXingJuanZhou_01,-1,1,1,1,1,1,1,,,
715,九尾狐警示圈,Creature/Skill/Fx_Skill_Hunter_XianJingQuan_01,-1,3,1,3,1,1,0,,,
716,英灵殿：瓦尔基里吟唱,Creature/Common/Fx_YingLinDian_WaErJiLi_01,-1,1,1,1,1,1,1,,,
717,英灵殿：瓦尔基里释放,Creature/Common/Fx_YingLinDian_WaErJiLi_02,10,1,1,1,1,1,1,,,
718,英灵殿：瓦尔基里插宝剑,Creature/Common/Fx_YingLinDian_WaErJiLi_03,10,1,1,1,1,1,1,,,
719,英灵殿：瓦尔基里灌注,Creature/Common/Fx_YingLinDian_WaErJiLi_04,3,1,1,1,1,1,1,,,
720,英灵殿：箭头底,Creature/Common/Fx_YingLinDian_JianToui_01,-1,1,1,1,1,1,1,,,
721,英灵殿：箭头常驻,Creature/Common/Fx_YingLinDian_JianToui_02,-1,1,1,1,1,1,1,,,
722,摄魂锁链,Creature/Skill/Fx_Skill_Fb_SheHunSuoLian_01,-1,1,1,1,1,1,1,,,
723,通用终点特效,Creature/Common/Fx_Common_ZhongDian_01,-1,1,1,1,1,1,1,,,
724,念咒特效,Creature/Common/Fx_Collect_NianZhou,2.5,1,1,1,1,0,1,,,
725,土波利王土吟唱,Creature/Common/Fx_Skill_Nomal_TuBoLiWang_YinChang,-1,1,1,1,1,0,1,,,
726,土波利王登场,Creature/Skill/Fx_Skill_TuBoLiWang_DengChang_01,2,1,1,1,1,0,1,,,
727,奶油乱斗防御特效,Creature/Skill/Fx_Skill_GongHuiYanHui_FangYuNaiYou,-1,1,1,1,1,1,0,,,
728,下水道秘境：爆炸蘑菇,Scene/Fx_Scenes_Affix_ZhaDanBoLi_BaoZha,0.35,1,1,1,1,0,0,,,
729,主题舞会：追光灯（中）,Scene/Fx_Scene_PaiDui_DengGuang_01,-1,1,1,1,1,0,0,,,
730,主题舞会：追光灯（左）,Scene/Fx_Scene_PaiDui_DengGuang_02,-1,1,1,1,1,0,0,,,
731,主题舞会：追光灯（右）,Scene/Fx_Scene_PaiDui_DengGuang_03,-1,1,1,1,1,0,0,,,
732,尾行专用视野显示,Creature/Common/Fx_Moment_Vision,-1,1,1,1,1,0,0,,,
733,主题舞会：镜像出现&消失,Creature/Common/Fx_Skill_ZhuTiPaiDui_ChuXianXiaoShi,1.1,1,1,1,1,0,1,,,
734,花瓶爆炸,Creature/Skill/Fx_Skill_Fb_PingZi_BaoZha,-1,0.7,0.7,0.7,1,0,0,,,
735,金字塔：俄塞里斯普攻,Creature/Skill/Fx_JinZiTa_ESaiLiSi_atk,0.5,1,1,1,1,1,1,,,
736,金字塔：绷带破碎,Creature/Skill/Fx_JinZiTa_ESaiLiSi_MuNaiYi_End,1.5,1,1,1,1,0,1,,,
737,金字塔：绷带持续,Creature/Skill/Fx_JinZiTa_ESaiLiSi_MuNaiYi_Loop,-1,1,1,1,1,0,1,,,
738,金字塔：绷带开始,Creature/Skill/Fx_JinZiTa_ESaiLiSi_MuNaiYi_Start,1,1,1,1,1,0,1,,,
739,金字塔：绷带子弹,Creature/Skill/Fx_JinZiTa_ESaiLiSi_BengDai_ZiDan_01,-1,1,1,1,1,1,1,,,
740,金字塔：俄塞里斯狂暴,Creature/Skill/Fx_JinZiTa_ESaiLiSi_kuangbao,2,1,1,1,1,1,1,,,
741,金字塔：能量光球,Creature/Skill/Fx_JinZiTa_ESaiLiSi_qiu,-1,3,3,3,1,1,1,,,
742,金字塔：俄塞里斯顺劈斩,Creature/Skill/Fx_JinZiTa_ESaiLiSi_ShunPiZhan,2,1,1,1,1,1,1,,,
743,金字塔：熄灭光源,Creature/Skill/Fx_JinZiTa_ESaiLiSi_XiMie,1.6,1,1,1,1,1,1,,,
744,金字塔：伊米尔之心碎片,Creature/Skill/Fx_JinZiTa_ESaiLiSi_xinzangdaiji,-1,1,1,1,1,1,1,,,
745,金字塔：心脏特效,Creature/Skill/Fx_JinZiTa_ESaiLiSi_xinzangFX,-1,1,1,1,1,0,1,,,
746,金字塔：狂暴木乃伊普攻,Creature/Skill/Fx_JinZiTa_KuangBaoMuNaiYi_atk,0.5,1,1,1,1,1,1,,,
747,金字塔：狂暴木乃伊顺劈斩,Creature/Skill/Fx_JinZiTa_KuangBaoMuNaiYi_ShunPiZhan_1,1,1,1,1,1,1,1,,,
748,金字塔：火把,Creature/Skill/Fx_JinZiTa_Scene_HuoBa_01,-1,1,1,1,1,0,1,,,
749,金字塔：大光球,Creature/Skill/Fx_JinZiTa_Scene_JiGuan_GuangQiu_Da,-1,1,1,1,1,0,1,,,
750,金字塔：小光球,Creature/Skill/Fx_JinZiTa_Scene_JiGuan_GuangQiu_Xiao,-1,1,1,1,1,0,1,,,
751,金字塔：场景流沙,Creature/Skill/Fx_JinZiTa_Scene_LiuSha_01,-1,1,1,1,1,0,1,,,
752,金字塔：石门常驻,Creature/Skill/Fx_JinZiTa_Scene_ShiMen_EventIdle,-1,1,1,1,1,0,1,,,
753,金字塔：石门关闭,Creature/Skill/Fx_JinZiTa_Scene_ShiMen_EventOff,3,1,1,1,1,0,1,,,
754,金字塔：石门开启,Creature/Skill/Fx_JinZiTa_Scene_ShiMen_EventOn,5,1,1,1,1,0,1,,,
755,金字塔：木乃伊子弹,Creature/Skill/Fx_JinZiTa_Scene_ZiDan_MuNaiYi_01,-1,1,1,1,1,0,1,,,
756,金字塔：木乃伊爆炸,Creature/Skill/Fx_JinZiTa_Scene_ZiDan_MuNaiYiBaoZha_01,1,1,1,1,1,0,1,,,
757,毒雾,Creature/Skill/Fx_Skill_PoisonMushroom_PoisonFrog_01,-1,3,3,2,1,0,1,,,
758,金子塔：能量球爆炸,Creature/Skill/Fx_Skill_BombBeetle_Bomb_01,1.5,2,2,2,1,0,1,,,
759,蚁穴惊魂：沙石龙卷,Creature/Skill/Fx_Skill_YiHou_ShaShiLongJuan,-1,1,1,1,1,0,0,,,
760,金字塔：黑暗瞬间,Creature/Skill/Fx_Skill_AssasinCross_HeiAnShunJian_05,1.5,7,1,7,1,0,0,,,
761,副本机制：背对,Scene/Fx_Scene_Dungeon_BeiDui,-1,1,1,1,1,0,1,,,
762,副本机制：点名,Scene/Fx_Scene_Dungeon_DianMing,-1,1,1,1,1,0,1,,,
763,副本机制：反隐眼睛,Scene/Fx_Scene_Dungeon_FanYin01,-1,1,1,1,1,0,1,,,
764,副本机制：反隐范围半径1码,Scene/Fx_Scene_Dungeon_FanYin02,-1,0.5,1,0.5,1,0,0,,1,
765,副本机制：反隐范围半径2码,Scene/Fx_Scene_Dungeon_FanYin02,-1,1,1,1,1,0,0,,1,
766,副本机制：反隐范围半径3码,Scene/Fx_Scene_Dungeon_FanYin02,-1,1.5,1,1.5,1,0,0,,1,
767,副本机制：反隐范围半径4码,Scene/Fx_Scene_Dungeon_FanYin02,-1,2,1,2,1,0,0,,1,
768,副本机制：反隐范围半径5码,Scene/Fx_Scene_Dungeon_FanYin02,-1,2.5,1,2.5,1,0,0,,1,
769,副本机制：反隐范围半径6码,Scene/Fx_Scene_Dungeon_FanYin02,-1,3,1,3,1,0,0,,1,
770,副本机制：集合,Scene/Fx_Scene_Dungeon_JiHe,-1,1,1,1,1,0,1,,,
771,副本机制：远离,Scene/Fx_Scene_Dungeon_FenSan,-1,1,1,1,1,0,1,,,
772,副本机制：交互,Scene/Fx_Scene_Dungeon_JiaoHu,-1,1,1,1,1,0,1,,,
773,副本机制：需要玩家进入区域半径1码,Scene/Fx_Scene_Dungeon_JieQiu01,-1,1,1,1,1,0,0,,1,
774,副本机制：需要玩家进入区域半径2码,Scene/Fx_Scene_Dungeon_JieQiu02,-1,1,1,1,1,0,0,,1,
775,副本机制：引导到达位置半径0.5码,Scene/Fx_Scene_Dungeon_YinDaoQuYu01,-1,1,1,1,1,0,0,,1,
776,副本机制：引导到达位置半径1码,Scene/Fx_Scene_Dungeon_YinDaoQuYu02,-1,1,1,1,1,0,1,,1,
777,副本机制：优先攻击,Scene/Fx_Scene_Dungeon_YouXianGongJi,-1,1,1,1,1,0,1,,,
778,副本机制：远程物理,Scene/Fx_Scene_Dungeon_YuanChengWuLi,-1,1,1,1,1,0,1,,,
779,副本机制：反隐范围半径2码,Scene/Fx_Scene_Dungeon_FanYin02,-1,1,1,1,1,0,1,,1,
800,副本机制：远程物理beta,Scene/Fx_Scene_Dungeon_YuanChengWuLi,-1,1,1,1,1,0,1,,,
801,龙卷风,Creature/Skill/Fx_Skill_Magician_MoFaShi_BaoFengXue_02,-1,1,1,1,1,0,1,,,
802,词缀：雷狱,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoYanZhiBi_01,8,4,1,4,1,0,0,,,
803,词缀：角斗场范围,Creature/Common/Fx_Skill_Affix_JueDouChang_01,-1,1,1,1,1,0,0,,,
804,集中攻击,Creature/Skill/Fx_Skill_LordKnight_JiZhongGongJi,1,1,1,1,1,1,1,,,
805,螺旋击刺,Creature/Skill/Fx_Skill_LordKnight_LuoXuanCiJi_10,1.5,1,1,1,1,1,1,,,
806,狂怒之枪施法,Creature/Skill/Fx_Skill_LordKnight_KuangNuZhiQiang_01,1,1,1,1,1,1,1,,,
807,狂怒之枪持续,Creature/Skill/Fx_Skill_LordKnight_KuangNuZhiQiang_02,-1,1,1,1,1,1,1,,,
808,极速恢复施法,Creature/Skill/Fx_Skill_LordKnight_JiSuHuiFu_01,1,1,1,1,1,1,1,,,
809,极速恢复持续,Creature/Skill/Fx_Skill_LordKnight_JiSuHuiFu_02,-1,1,1,1,1,1,1,,,
810,念力连击01,Creature/Skill/Fx_Skill_HighWizard_NianLiLianJi_01,2,1,1,1,1,1,1,,,
811,念力连击02,Creature/Skill/Fx_Skill_HighWizard_NianLiLianJi_02,2,1,1,1,1,1,1,,,
812,念力连击03,Creature/Skill/Fx_Skill_HighWizard_NianLiLianJi_03,2,1,1,1,1,1,1,,,
813,念力连击04,Creature/Skill/Fx_Skill_HighWizard_NianLiLianJi_04,2,1,1,1,1,1,1,,,
814,念力连击05,Creature/Skill/Fx_Skill_HighWizard_NianLiLianJi_05,2,1,1,1,1,1,1,,,
815,魔力增幅,Creature/Skill/Fx_Skill_HighWizard_MoLiZengFu_01,-1,1,1,1,1,1,1,,,
