ItemId,ItemName,ItemFunction,ItemFunctionValue,NeedConfirm,ItemTargets,ItemCD,ItemCDGroup,ItemEffect,EffectPos,ItemAction,ItemLimitID,AudioID,ArrowDesc,Prompt,Payment,Achieving,AchievingShow,ItemNoticeLimit,ItemBatchBtn,NotConsume,LocalizationArea
2090023,2星料理自选包,7,2100760|1,0,1,0,0,,,,,,,,,1,,,1,,
2090024,3星料理自选包,7,2100770|1,0,1,0,0,,,,,,,,,1,,,1,,
2090025,zeny惊喜宝箱,5,2100780,0,1,0,0,,,,,,,,,,,,1,,
2090026,装备精炼礼包,5,2100790,0,1,0,0,,,,,,,,,,,,,,
2090027,无敌头饰包,5,2100800,0,1,0,0,,,,,,,,,,,,,,
2090028,派对一等奖礼包,5,2100810,0,1,0,0,,,,,,,,,,,,,,
2090029,派对二等奖礼包,5,2100820,0,1,0,0,,,,,,,,,,,,,,
2090030,派对三等奖礼包,5,2100830,0,1,0,0,,,,,,,,,,,,,,
2090031,派对幸运奖礼包,5,2100840,0,1,0,0,,,,,,,,,1,,,,,
2090034,派对参与奖礼包,5,2100850,0,1,0,0,,,,,,,,,,,,,,
2090032,铜币大宝箱,5,2100860,0,1,0,0,,,,,,,,,,,,1,,
2090033,小型元气补充袋,5,2100870,0,1,0,0,,,,,,,,,,,,,,
2090042,中型元气补充袋,5,2101690,0,1,0,0,,,,,,,,,,,,,,
2090043,1星药剂自选包,7,2101710|1,0,1,0,0,,,,,,,,,,,,1,,
2090044,2星药剂自选包,7,2101720|1,0,1,0,0,,,,,,,,,1,,,1,,
2090045,3星药剂自选包,7,2101730|1,0,1,0,0,,,,,,,,,1,,,1,,
2090046,战斗补给包,5,2110030,0,1,0,0,,,,,,,,,,,,,,
2090047,载具染色药剂自选盒,7,2110040|1,0,1,0,0,,,,,,,,,1,,,,,
2090048,太珍儿时装礼盒,5,2110220,0,1,0,0,,,,,,,,,1,,,,,
2090049,邪恶时装租赁礼盒,5,2110250,0,1,0,0,,,,,,,,,1,,,,,
2090050,死神时装租赁礼盒,5,2110260,0,1,0,0,,,,,,,,,1,,,,,
2090051,3星融合料理自选包,7,1202310|1,0,1,0,0,,,,,,,,,,,,1,,
2091044,初学者戒指礼包,5,2101640,0,1,0,0,,,,,,,,,,,,,,
2091045,卡普拉爱心发带礼包,5,2101680,0,1,0,0,,,,,,,,,,,,,,
2091001,30级武器自选宝箱,7,2101090|1,0,1,0,0,,,,,,,,,,,,,,
2091002,40级武器自选宝箱,7,2101100|1,0,1,0,0,,,,,,,,,,,,,,
2091003,50级武器自选宝箱,7,2101110|1,0,1,0,0,,,,,,,,,,,,,,
2091004,60级武器自选宝箱,7,2101120|1,0,1,0,0,,,,,,,,,,,,,,
2091005,70级武器自选宝箱,7,2101130|1,0,1,0,0,,,,,,,,,,,,,,
2091006,80级武器自选宝箱,7,2101140|1,0,1,0,0,,,,,,,,,,,,,,
2091007,90级武器自选宝箱,7,2101150|1,0,1,0,0,,,,,,,,,,,,,,
2091008,100级武器自选宝箱,7,2101160|1,0,1,0,0,,,,,,,,,,,,,,
2091009,30级防具自选宝箱,7,2101170|1,0,1,0,0,,,,,,,,,,,,,,
2091010,40级防具自选宝箱,7,2101180|1,0,1,0,0,,,,,,,,,,,,,,
2091011,50级防具自选宝箱,7,2101190|1,0,1,0,0,,,,,,,,,,,,,,
2091012,60级防具自选宝箱,7,2101200|1,0,1,0,0,,,,,,,,,,,,,,
2091013,70级防具自选宝箱,7,2101210|1,0,1,0,0,,,,,,,,,,,,,,
2091014,80级防具自选宝箱,7,2101220|1,0,1,0,0,,,,,,,,,,,,,,
2091015,90级防具自选宝箱,7,2101230|1,0,1,0,0,,,,,,,,,,,,,,
2091016,100级防具自选宝箱,7,2101240|1,0,1,0,0,,,,,,,,,,,,,,
2091017,30级首饰自选宝箱,7,2101250|1,0,1,0,0,,,,,,,,,,,,,,
2091018,40级首饰自选宝箱,7,2101260|1,0,1,0,0,,,,,,,,,,,,,,
2091019,50级首饰自选宝箱,7,2101270|1,0,1,0,0,,,,,,,,,,,,,,
2091020,60级首饰自选宝箱,7,2101280|1,0,1,0,0,,,,,,,,,,,,,,
2091021,70级首饰自选宝箱,7,2101290|1,0,1,0,0,,,,,,,,,,,,,,
2091022,80级首饰自选宝箱,7,2101300|1,0,1,0,0,,,,,,,,,,,,,,
2091023,90级首饰自选宝箱,7,2101310|1,0,1,0,0,,,,,,,,,,,,,,
2091024,100级首饰自选宝箱,7,2101320|1,0,1,0,0,,,,,,,,,,,,,,
2091025,低级头饰材料自选包,7,2101360|1,0,1,0,0,,,,,,,,,,,,,,
2091026,中级头饰材料自选包,7,2101370|1,0,1,0,0,,,,,,,,,,,,,,
2091027,高级头饰材料自选包,7,2101380|1,0,1,0,0,,,,,,,,,,,,,,
2091028,稀有头饰材料自选包,7,2101390|1,0,1,0,0,,,,,,,,,,,,,,
3120006,Ⅰ型初级装备材料自选包,7,10000010|1,0,1,0,0,,,,,,,,,,,,,,
3120007,Ⅱ型初级装备材料自选包,7,10000020|1,0,1,0,0,,,,,,,,,,,,,,
3120008,Ⅲ型初级装备材料自选包,7,10000030|1,0,1,0,0,,,,,,,,,,,,,,
3120009,Ⅳ型初级装备材料自选包,7,10000040|1,0,1,0,0,,,,,,,,,,,,,,
3120010,Ⅰ型中级装备材料自选包,7,10000050|1,0,1,0,0,,,,,,,,,,,,,,
3120011,Ⅱ型中级装备材料自选包,7,10000060|1,0,1,0,0,,,,,,,,,,,,,,
3120012,Ⅲ型中级装备材料自选包,7,10000070|1,0,1,0,0,,,,,,,,,,,,,,
3120013,Ⅳ型中级装备材料自选包,7,10000080|1,0,1,0,0,,,,,,,,,,,,,,
2091033,公会匹配赛胜利礼包,5,2101440,0,1,0,0,,,,,,,,,,,,,,
2091034,公会匹配赛鼓励礼包,5,2101450,0,1,0,0,,,,,,,,,,,,,,
2091035,公会匹配赛观战礼包,5,2101460,0,1,0,0,,,,,,,,,,,,,,
3026005,声望箱子,19,402|60,0,1,0,0,,,,,,,,,1,,,1,,
3026006,小声望箱子,19,402|15,0,1,0,0,,,,,,,,,1,,,1,,
2091036,神秘紫箱,5,2101490,0,1,0,0,,,,,,,,,,,,,,
2091037,头饰水晶礼包,5,2101500,0,1,0,0,,,,,,,,,,,,,,
2091038,力量箱子,5,2101580,0,1,0,0,,,,,,,,,,,,,,
2091039,敏捷箱子,5,2101590,0,1,0,0,,,,,,,,,,,,,,
2091040,智力箱子,5,2101600,0,1,0,0,,,,,,,,,,,,,,
2091041,药水箱子,5,2101610,0,1,0,0,,,,,,,,,,,,,,
2091042,重置箱子,5,2101620,0,1,0,0,,,,,,,,,,,,,,
2091043,扩建券箱子,5,2101630,0,1,0,0,,,,,,,,,,,,,,
2091049,数字箱子,5,8057016,0,1,0,0,,,,,,,,,,,,,,
2091047,Ragnarok Origin礼盒,5,2101650,0,1,0,0,,,,,,,,,,,,,,
2091048,前期支持礼包,5,2101660,0,1,0,0,,,,,,,,,,,,,,
2091046,点心嘴饰合理礼包,5,2101670,0,1,0,0,,,,,,,,,,,,,,
2091050,药水礼包,5,2101700,0,1,0,0,,,,,,,,,,,,,,
2091051,队长礼包,5,8057023,0,1,0,0,,,,,,,,,,,,,,
2091052,紫色卡片兑换礼盒,5,2101705,0,1,0,0,,,,,,,,,1,2050016|2050017,,,,9
2090035,头饰卡片转蛋,5,2101510,0,1,0,0,,,,,,,,,,,,,,
2090036,铠甲卡片转蛋,5,2101520,0,1,0,0,,,,,,,,,,,,,,
2090037,副手卡片转蛋,5,2101530,0,1,0,0,,,,,,,,,,,,,,
2090038,鞋子卡片转蛋,5,2101540,0,1,0,0,,,,,,,,,,,,,,
2090039,披风卡片转蛋,5,2101550,0,1,0,0,,,,,,,,,,,,,,
2090040,首饰卡片转蛋,5,2101560,0,1,0,0,,,,,,,,,,,,,,
2090041,武器卡片转蛋,5,2101570,0,1,0,0,,,,,,,,,,,,,,
2090100,微型铜币袋子,5,2110050,0,1,0,0,,,,,,,,,,,,1,,
2091111,卡片转蛋,5,2101740,0,1,0,0,,,,,,,,,,,,1,,
2091112,魔力晶石袋子,5,2101750,0,1,0,0,,,,,,,,,1,,,1,,
2091113,魔力晶石礼包,5,2101760,0,1,0,0,,,,,,,,,1,,,1,,
2091114,金色粉末礼包,5,2101770,0,1,0,0,,,,,,,,,1,,,1,,
2091115,彩虹粉末礼包,5,2101780,0,1,0,0,,,,,,,,,1,,,1,,
2091116,初级装备材料自选包A,7,2101790|1,0,1,0,0,,,,,,,,,,,,,,
2091117,初级装备材料自选包B,7,2101800|1,0,1,0,0,,,,,,,,,,,,,,
2091118,中级装备材料自选包A,7,2101810|1,0,1,0,0,,,,,,,,,,,,,,
2091119,染料随机袋子,5,2101820,0,1,0,0,,,,,,,,,1,,,,,
2091200,大型铜币宝箱,5,2110010,0,1,0,0,,,,,,,,,0,,,1,,
2091201,超级铜币宝箱,5,2110020,0,1,0,0,,,,,,,,,0,,,1,,
2091202,小型铜币箱,5,2110060,0,1,0,0,,,,,,,,,0,,,1,,
2091203,小型zeny宝箱,5,2110070,0,1,0,0,,,,,,,,,0,,,1,,
2091204,小型铜币袋子,5,2110080,0,1,0,0,,,,,,,,,0,,,1,,
2091217,大型zeny宝箱,5,2110190,0,1,0,0,,,,,,,,,0,,,1,,
2091218,美味盒饭,5,2110200,0,1,0,0,,,,,,,,,0,,,,,
2091219,珍贵道具自选礼盒,7,2110210|1,0,1,0,0,,,,,,,,,0,,,,,
2091220,邪恶礼盒,5,8230010,0,1,0,0,,,,,,,,,1,,,,,
2091221,死神礼盒,5,8230020,0,1,0,0,,,,,,,,,1,,,,,
2091222,巨型zeny宝箱,5,2110230,0,1,0,0,,,,,,,,,0,,,1,,
2091223,超级zeny宝箱,5,2110240,0,1,0,0,,,,,,,,,0,,,1,,
2091250,50级装备材料自选包,7,8230025|1,0,1,0,0,,,,,,,,,0,,,1,,
2091251,70级装备材料自选包,7,8230026|1,0,1,0,0,,,,,,,,,0,,,1,,
2091252,50-60级装备材料自选包,7,8230027|1,0,1,0,0,,,,,,,,,0,,,1,,
2091253,80级装备材料自选包,7,8230028|1,0,1,0,0,,,,,,,,,0,,,1,,
2091260,珍品道具小礼盒,7,8230110|1,0,1,0,0,,,,,,,,,0,,,1,,
2091261,精炼附魔小礼盒,7,8230111|1,0,1,0,0,,,,,,,,,0,,,1,,
2091262,初夏清爽小礼盒,5,8230112,0,1,0,0,,,,,,,,,0,,,1,,
2091263,初夏清爽抽奖转盘,6,8230113,0,1,0,0,,,,,,,,,,,,,,
2091264,夏日齿轮扭蛋,5,2102150,0,1,0,0,,,,,,,,,,,,1,,
2091265,大型精炼自选礼盒,7,8230114|1,0,1,0,0,,,,,,,,,,,,1,,
2092008,C型稀有头饰材料包,7,2110090|1,0,1,0,0,,,,,,,,,,,,,,
2092001,A型中级头饰材料包,7,2101830|1,0,1,0,0,,,,,,,,,1,,,,,
2092002,A型高级头饰材料包,7,2101840|1,0,1,0,0,,,,,,,,,1,,,,,
2092003,B型高级头饰材料包,7,2101850|1,0,1,0,0,,,,,,,,,1,,,,,
2092004,C型高级头饰材料包,7,2101860|1,0,1,0,0,,,,,,,,,1,,,,,
2092005,A型稀有头饰材料包,7,2101870|1,0,1,0,0,,,,,,,,,1,,,,,
2092006,B型稀有头饰材料包,7,2101880|1,0,1,0,0,,,,,,,,,1,,,,,
2092007,A型珍贵材料包,7,2101890|1,0,1,0,0,,,,,,,,,1,,,,,
2092009,无限塔惊喜礼包,5,3305010,0,1,0,0,,,,,,,,,,,,,,
2092010,莫拉硬币随机箱,5,8200680,0,1,0,0,,,,,,,,,,,,,,
2092011,EP2.0前夕的馈赠,5,8200690,0,1,0,0,,,,,,,,,,,,,,
2093001,花草随机包,5,2110000,0,1,0,0,,,,,,,,,1,,,,,
2093010,极限挑战惊喜礼包V2,5,2110100,0,1,0,0,,,,,,,,,1,,,,,
2091120,擂台1层战利品,5,2101900,0,1,0,0,,,,,,,,,1,501,,,,
2091121,擂台2层战利品,5,2101910,0,1,0,0,,,,,,,,,1,501,,,,
2091122,擂台3层战利品,5,2101920,0,1,0,0,,,,,,,,,1,501,,,,
2091123,擂台4层战利品,5,2101930,0,1,0,0,,,,,,,,,1,501,,,,
2091124,擂台5层战利品,5,2101940,0,1,0,0,,,,,,,,,1,501,,,,
2091125,擂台6层战利品,5,2101950,0,1,0,0,,,,,,,,,1,501,,,,
2091126,30级武器自选包,7,8070100|1,0,1,0,0,,,,,,,,,,,,,,
2091127,30级武器自选包,7,8070200|1,0,1,0,0,,,,,,,,,,,,,,
2091128,30级武器自选包,7,8070300|1,0,1,0,0,,,,,,,,,,,,,,
2091129,30级武器自选包,7,8070400|1,0,1,0,0,,,,,,,,,,,,,,
2091130,30级武器自选包,7,8070500|1,0,1,0,0,,,,,,,,,,,,,,
2091131,30级武器自选包,7,8070600|1,0,1,0,0,,,,,,,,,,,,,,
2091132,40级武器自选包,7,8070700|1,0,1,0,0,,,,,,,,,,,,,,
2091133,40级武器自选包,7,8070800|1,0,1,0,0,,,,,,,,,,,,,,
2091134,40级武器自选包,7,8070900|1,0,1,0,0,,,,,,,,,,,,,,
2091135,40级武器自选包,7,8071000|1,0,1,0,0,,,,,,,,,,,,,,
2091136,40级武器自选包,7,8071100|1,0,1,0,0,,,,,,,,,,,,,,
2091137,40级武器自选包,7,8071200|1,0,1,0,0,,,,,,,,,,,,,,
2091632,40级武器自选包,7,8071300|1,0,1,0,0,,,,,,,,,,,,,,
2091633,40级武器自选包,7,8071400|1,0,1,0,0,,,,,,,,,,,,,,
2091634,50级诗人/舞娘装备箱,5,8001200,0,1,0,0,,,,,,,,,,,,,,
2091635,70级诗人/舞娘装备箱,5,8001210,0,1,0,0,,,,,,,,,,,,,,
2091138,25级0洞饰品自选包,7,8070030|1,0,1,0,0,,,,,,,,,,,,,,
2091139,45级0洞饰品自选包,7,8070040|1,0,1,0,0,,,,,,,,,,,,,,
2091140,50级装备图纸碎片礼包,5,8080060,0,1,0,0,,,,,,,,,,,,,,
2091141,70级装备图纸碎片礼包,5,8080070,0,1,0,0,,,,,,,,,,,,,,
2091142,新王的征召礼I,5,1920010,0,1,0,0,,,,,,,,,,,,,,
2091143,新王的征召礼II,5,1920020,0,1,0,0,,,,,,,,,,,,,,
2091144,新王的征召礼III,5,1920030,0,1,0,0,,,,,,,,,,,,,,
2091145,新王的征召礼IV,5,1920040,0,1,0,0,,,,,,,,,,,,,,
2091146,战场胜利礼包,5,2101960,0,1,0,0,,,,,,,,,1,501,,,,
2091147,战场安慰礼包,5,2101970,0,1,0,0,,,,,,,,,1,501,,,,
2091148,3星融合料理自选包,7,2101980|1,0,1,0,0,,,,,,,,,,,,1,,
2091149,3星融合药剂自选包,7,2101990|1,0,1,0,0,,,,,,,,,,,,1,,
2091150,65级0洞饰品自选包,7,8090010|1,0,1,0,0,,,,,,,,,,,,,,
2091151,85级0洞饰品自选包,7,8090020|1,0,1,0,0,,,,,,,,,,,,,,
2091152,45级1洞饰品自选包,7,8090030|1,0,1,0,0,,,,,,,,,,,,,,
2091153,65级1洞饰品自选包,7,8090040|1,0,1,0,0,,,,,,,,,,,,,,
2091154,85级1洞饰品自选包,7,8090050|1,0,1,0,0,,,,,,,,,,,,,,
2091155,45级1洞饰品随机箱,5,8090060,0,1,0,0,,,,,,,,,,,,,,
2091156,65级1洞饰品随机箱,5,8090070,0,1,0,0,,,,,,,,,,,,,,
2091157,85级1洞饰品随机箱,5,8090080,0,1,0,0,,,,,,,,,,,,,,
2091158,45级0洞饰品自选箱,7,8070040|1,0,1,0,0,,,,,,,,,,,,,,
2091159,65级A型1洞饰品随机箱,5,8090090,0,1,0,0,,,,,,,,,,,,,,
2091160,65级B型1洞饰品随机箱,5,8090100,0,1,0,0,,,,,,,,,,,,,,
2091161,65级C型1洞饰品随机箱,5,8090110,0,1,0,0,,,,,,,,,,,,,,
2091162,85级A型1洞饰品随机箱,5,8090120,0,1,0,0,,,,,,,,,,,,,,
2091163,85级B型1洞饰品随机箱,5,8090130,0,1,0,0,,,,,,,,,,,,,,
2091164,85级C型1洞饰品随机箱,5,8090140,0,1,0,0,,,,,,,,,,,,,,
2091165,紫色武器自选时空卡册（7天）,7,8100010|1,0,1,0,0,,,,,,,,,,,,,,
2091806,MVP限时卡片自选册（15天）,7,8100100|1,0,1,0,0,,,,,,,,,,,,,,
2091807,MVP限时卡片自选册（3天）,7,8100110|1,0,1,0,0,,,,,,,,,,,,,,
2091808,神秘小礼盒,5,8100120,0,1,0,0,,,,,,,,,,,,,,
2091860,MINI限时卡片自选册（3天）,7,8100500|1,0,1,0,0,,,,,,,,,,,,,,
2091861,MINI限时卡片自选册（5天）,7,8100510|1,0,1,0,0,,,,,,,,,,,,,,
2091862,MINI限时卡片自选册（7天）,7,8100520|1,0,1,0,0,,,,,,,,,,,,,,
2091863,MINI限时卡片自选册（15天）,7,8100530|1,0,1,0,0,,,,,,,,,,,,,,
2091864,MINI限时卡片自选册（30天）,7,8100540|1,0,1,0,0,,,,,,,,,,,,,,
2091865,MVP限时卡片自选册（7天）,7,8100550|1,0,1,0,0,,,,,,,,,,,,,,
2080001,经典芝麻味松饼,5,8200080,0,1,0,0,,,,,,,,,,,,,,
2080002,甜蜜草莓特色松饼,5,8200090,0,1,0,0,,,,,,,,,,,,,,
2080003,浓情可可特色松饼,5,8200100,0,1,0,0,,,,,,,,,,,,,,
2080004,蛋黄流沙特色松饼,5,8200110,0,1,0,0,,,,,,,,,,,,,,
2080005,芋泥满满特色松饼,5,8200120,0,1,0,0,,,,,,,,,,,,,,
2080006,飘香桂花特色松饼,5,8200130,0,1,0,0,,,,,,,,,,,,,,
2080007,神秘口味特色松饼,5,8200140,0,1,0,0,,,,,,,,,,,,,,
2080037,经典原味团子,5,8200080,0,1,0,0,,,,,,,,,,,,,,
2080038,甜蜜草莓特色团子,5,8200090,0,1,0,0,,,,,,,,,,,,,,
2080039,浓情可可特色团子,5,8200100,0,1,0,0,,,,,,,,,,,,,,
2080040,栗味满满特色团子,5,8200110,0,1,0,0,,,,,,,,,,,,,,
2080041,酸甜橙子特色团子,5,8200120,0,1,0,0,,,,,,,,,,,,,,
2080042,清爽抹茶特色团子,5,8200130,0,1,0,0,,,,,,,,,,,,,,
2080043,黑芝麻特色团子,5,8200140,0,1,0,0,,,,,,,,,,,,,,
2080053,团子全家福礼盒,5,8200370,0,1,0,0,,,,,,,,,,,,,,
2080054,随机团子礼盒,5,8200380,0,1,0,0,,,,,,,,,,,,,,
2080055,豪华秘制配方礼盒,5,8200390,0,1,0,0,,,,,,,,,,,,,,
2080056,随机秘制配方礼盒,5,8200400,0,1,0,0,,,,,,,,,,,,,,
2080061,经典蔬菜饼,5,8211080,0,1,0,0,,,,,,,,,,,,,,
2080062,泡菜蔬菜饼,5,8211090,0,1,0,0,,,,,,,,,,,,,,
2080063,胡萝卜蔬菜饼,5,8211100,0,1,0,0,,,,,,,,,,,,,,
2080064,海鲜蔬菜饼,5,8211110,0,1,0,0,,,,,,,,,,,,,,
2080065,南瓜蔬菜饼,5,8211120,0,1,0,0,,,,,,,,,,,,,,
2080066,鸡蛋蔬菜饼,5,8211130,0,1,0,0,,,,,,,,,,,,,,
2080067,神秘口味的蔬菜饼,5,8211140,0,1,0,0,,,,,,,,,,,,,,
2080077,蔬菜饼全家福礼盒,5,8211370,0,1,0,0,,,,,,,,,,,,,,
2080078,随机蔬菜饼礼盒,5,8211380,0,1,0,0,,,,,,,,,,,,,,
2080079,豪华秘制配方礼盒,5,8211390,0,1,0,0,,,,,,,,,,,,,,
2080080,随机秘制配方礼盒,5,8211400,0,1,0,0,,,,,,,,,,,,,,
2080081,皓月兔王参与礼包,5,8211480,0,1,0,0,,,,,,,,,,,,,,
2080082,皓月兔王惊喜礼包,5,8211490,0,1,0,0,,,,,,,,,,,,,,
2080083,新月兔参与礼包,5,8211660,0,1,0,0,,,,,,,,,,,,,,
2091166,受祝福的矿石自选袋子,7,2102000|1,0,1,0,0,,,,,,,,,,,,1,,
2091167,好战者的荣耀礼包,5,2102030,0,1,0,0,,,,,,,,,,,,,,
2091168,MVP活动礼包,5,2102040,0,1,0,0,,,,,,,,,,,,,,
2091268,MVP活动礼包,5,2102190,0,1,0,0,,,,,,,,,,,,,,
2091169,极限挑战惊喜礼包,5,2102050,0,1,0,0,,,,,,,,,,,,,,
2091170,虎猫兄弟自选礼包（7天）,7,8100030|3,0,1,0,0,,,,,,,,,,,,,,
2091171,头饰自选包,7,8100020|2,0,1,0,0,,,,,,,,,,,,,,
2091172,装备制作材料自选包,7,2102060|1,0,1,0,0,,,,,,,,,,,,,,
2091173,皓月兔王参与礼包,5,8200480,0,1,0,0,,,,,,,,,,,,,,
2091174,皓月兔王惊喜礼包,5,8200490,0,1,0,0,,,,,,,,,,,,,,
2091175,崩裂迪齿轮礼盒,5,2102070,0,1,0,0,,,,,,,,,,,-1,,,
2091176,松饼卡片转蛋,5,2101740,0,1,0,0,,,,,,,,,,,,,,
2091177,新月兔参与礼包,5,8200660,0,1,0,0,,,,,,,,,,,,,,
2091178,90级装备材料自选包,7,2102080|1,0,1,0,0,,,,,,,,,,,,1,,
2091179,A型精炼自选礼盒,7,2102090|1,0,1,0,0,,,,,,,,,,,,1,,
2091180,B型精炼自选礼盒,7,2102100|1,0,1,0,0,,,,,,,,,,,,1,,
2091181,GVG幸运宝箱开箱-中心城,5,8300060,0,1,0,0,,,,,,,,,,,,,,
2091182,GVG幸运宝箱开箱-边缘城,5,8300120,0,1,0,0,,,,,,,,,,,,,,
2091183,A型攻城战参与礼包,5,8300170,0,1,0,0,,,,,,,,,,,,,,
2091184,B型攻城战参与礼包,5,8300180,0,1,0,0,,,,,,,,,,,,,,
2091185,地城黄金虫参与礼包,5,8300470,0,1,0,0,,,,,,,,,,,,,,
2091186,地城蚁后参与礼包,5,8300480,0,1,0,0,,,,,,,,,,,,,,
2091187,地城狂暴蚁后参与礼包,5,8300490,0,1,0,0,,,,,,,,,,,,,,
2091188,地城蜂后参与礼包,5,8300500,0,1,0,0,,,,,,,,,,,,,,
2091189,地城天使波利参与礼包,5,8300510,0,1,0,0,,,,,,,,,,,,,,
2091190,地城巧克猴参与礼包,5,8300520,0,1,0,0,,,,,,,,,,,,,,
2091191,地城波利之王参与礼包,5,8300530,0,1,0,0,,,,,,,,,,,,,,
2091192,地城蜗牛王参与礼包,5,8300540,0,1,0,0,,,,,,,,,,,,,,
2091193,地城德古拉男爵参与礼包,5,8300550,0,1,0,0,,,,,,,,,,,,,,
2091194,地城死灵参与礼包,5,8300560,0,1,0,0,,,,,,,,,,,,,,
2091195,地城哥布灵首领参与礼包,5,8300570,0,1,0,0,,,,,,,,,,,,,,
2091196,地城幽灵波利参与礼包,5,8300580,0,1,0,0,,,,,,,,,,,,,,
2091197,地城犬妖首领参与礼包,5,8300590,0,1,0,0,,,,,,,,,,,,,,
2091198,地城地狱梦魇参与礼包,5,8300600,0,1,0,0,,,,,,,,,,,,,,
2091199,地城暗黑祭司参与礼包,5,8300610,0,1,0,0,,,,,,,,,,,,,,
2091205,地城狮鹫兽参与礼包,5,8300620,0,1,0,0,,,,,,,,,,,,,,
2091206,地城兽人酋长参与礼包,5,8300630,0,1,0,0,,,,,,,,,,,,,,
2091207,地城兽人英雄参与礼包,5,8300640,0,1,0,0,,,,,,,,,,,,,,
2091208,地城虎王参与礼包,5,8300650,0,1,0,0,,,,,,,,,,,,,,
2091209,地城月夜猫参与礼包,5,8300660,0,1,0,0,,,,,,,,,,,,,,
2091210,地城狂暴月夜猫参与礼包,5,8300670,0,1,0,0,,,,,,,,,,,,,,
2091211,地城流浪之狼参与礼包,5,8300680,0,1,0,0,,,,,,,,,,,,,,
2091212,地城钢鬃巨熊参与礼包,5,8300690,0,1,0,0,,,,,,,,,,,,,,
2091213,地城君主魔碑参与礼包,5,8300700,0,1,0,0,,,,,,,,,,,,,,
2091215,EP2.0惊喜礼包,5,8200700,0,1,0,0,,,,,,,,,,,,,,
2091216,巧克力棒随机箱子,5,2102110,0,1,0,0,,,,,,,,,,,,,,
2091301,珍品道具自选礼盒,7,2102120|1,0,1,0,0,,,,,,,,,,,,1,,
2091302,精炼附魔养成礼盒,7,2102130|1,0,1,0,0,,,,,,,,,,,,1,,
2091303,往期扭蛋自选礼包,7,2102140|1,0,1,0,0,,,,,,,,,,,,1,,
2091304,万圣节齿轮扭蛋,5,2102150,0,1,0,0,,,,,,,,,,,-1,1,,
2091305,嘉年华抽奖转盘,6,2102160,0,1,0,0,,,,,,,,,,,-1,,,
2091306,飞行员时装套装礼盒,5,2102170,0,1,0,0,,,,,,,,,1,,,,,
2091307,嘉年华小礼盒,5,2102180,0,1,0,0,,,,,,,,,,,,,,
2091308,普通精炼自选礼盒,7,8240010|1,0,1,0,0,,,,,,,,,,,,1,,
2091309,65级饰品魔箱,5,8090150,0,1,0,0,,,,,,,,,,,,,,
2091310,85级饰品魔箱,5,8090160,0,1,0,0,,,,,,,,,,,,,,
2091311,65级2洞饰品自选箱,7,8090170|1,0,1,0,0,,,,,,,,,1,,-1,,,
2091312,85级2洞饰品自选箱,7,8090180|1,0,1,0,0,,,,,,,,,1,,-1,,,
2091313,宝石碎片箱,5,8000990,0,1,0,0,,,,,,,,,,,,,,
2091315,50级十字军装备箱,5,8001090,0,1,0,0,,,,,,,,,,,,,,
2091316,70级十字军装备箱,5,8001020,0,1,0,0,,,,,,,,,,,,,,
2091317,福利礼盒,5,8001080,0,1,0,0,,,,,,,,,,,,,,
2091332,普隆德拉C型幸运礼包,5,8301820,0,1,0,0,,,,,,,,,,,,,,
2091333,普隆德拉D型幸运礼包,5,8301880,0,1,0,0,,,,,,,,,,,,,,
2091334,吉芬A型幸运礼包,5,8301940,0,1,0,0,,,,,,,,,,,,,,
2091335,吉芬B型幸运礼包,5,8302000,0,1,0,0,,,,,,,,,,,,,,
2091336,吉芬C型幸运礼包,5,8302060,0,1,0,0,,,,,,,,,,,,,,
2091337,吉芬D型幸运礼包,5,8302120,0,1,0,0,,,,,,,,,,,,,,
2091338,攻城战协助礼包,5,8302210,0,1,0,0,,,,,,,,,,,,,,
2091438,缤纷西瓜时装礼盒,5,8570470,0,1,0,0,,,,,,,,,1,,-1,,,
2091401,雪花节小礼盒,5,8570010,0,1,0,0,,,,,,,,,,,,,,18
2091402,雪原参与礼盒,5,8570030,0,1,0,0,,,,,,,,,,,,,,18
2091403,雪原普通礼盒,5,8570040,0,1,0,0,,,,,,,,,,,,,,18
2091404,雪原卓越礼盒,5,8570050,0,1,0,0,,,,,,,,,,,,,,18
2091405,雪原冠军礼盒,5,8570060,0,1,0,0,,,,,,,,,,,,,,18
2091410,95级饰品魔法箱,5,8090210,0,1,0,0,,,,,,,,,1,2034022,,,,
2091411,95级2洞饰品自选箱,7,8090220|1,0,1,0,0,,,,,,,,,1,,-1,,,
2091413,105级饰品魔法箱,5,8090230,0,1,0,0,,,,,,,,,1,2034029,,,,
2091414,105级2洞饰品自选箱,7,8090240|1,0,1,0,0,,,,,,,,,1,,-1,,,
2091415,高级2洞饰品自选箱,7,8090242|1,0,1,0,0,,,,,,,,,,,-1,,,
2091416,105级高级二洞饰品自选箱,7,8090243|1,0,1,0,0,,,,,,,,,,,-1,,,
2091417,115级饰品魔法箱,5,8090280,0,1,0,0,,,,,,,,,1,,,,,
2091418,115级2洞饰品自选箱,7,8090290|1,0,1,0,0,,,,,,,,,1,,-1,,,
2091419,115级0洞饰品自选箱,7,8090300|1,0,1,0,0,,,,,,,,,1,,-1,,,
2091412,限时惊喜礼盒,5,8570180,0,1,0,0,,,,,,,,,,,,,,
