Id,CollectName,CollectDes,TransfigureCanCollect,CanShowName,IsTriggerTiming,Type,CollectionType,Param,DefaultEquipID,PresentID,Scale,Sex,CanCollectArea,TaskLimit,LivingSkillLimit,ItemLimit,VitalityLimit,IsInitialize,CollectTime,CollectReminderTxt,CollectingReminderTxt,CollectingAction,CollectingIcon,CameraId,PitchonType,AwardId,AwardId2,CollectNum,CollectCd,PlayerCd,CreateBuff,GuildNotice,GuildSenceAward,MiniMapIcon,AlwaysShowOnMap,CanCollectFx,CanCollectFxHightPercent,CollectFx,CollectFxHightPercent,EndCollectFx,EndCollectFxHightPercent,LuaScript,RoleEffect,RoleEffectBone,CollectionResidentFx,CollectionResidentFxHightPercent,CollectPresent,IndividualCap,,NoInterrupt,BeAttackedBreak,CollectDestination,LocalizationArea
200466,库尔石,金字塔冒险线,0,1,,0,,,0,550151,1,0,1.5,1=12006070,,,,1,3,收集,收集中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200467,打通墙壁,金字塔冒险线,0,0,,0,,,0,100011,1,0,1.5,,,,,1,3,打通,打通中,2152,UI_main_Interactive_Mining.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,0.45=0.04=0.85=207.78,
200468,查看石碑,吉芬2F冒险线,0,1,,0,,,0,100011,1,0,1.5,,,,,1,3,查看,查看中,2014,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200469,查看箱子,吉芬2F冒险线,0,1,,0,,,0,100011,1,0,1.5,,,,,1,3,查看,查看中,2001,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,0.14=0.01=0.54=171.17,
200470,放置魔物晶体,吉芬2F冒险线放置魔物晶体1,0,1,,0,,,0,100011,1,0,1.5,,,,,1,3,放置,放置中,2001,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200471,放置魔物晶体,吉芬2F冒险线放置魔物晶体2,0,1,,0,,,0,100011,1,0,1.5,,,,,1,3,放置,放置中,2001,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200472,魔王眼泪,吉芬2F冒险线,0,1,,0,,,0,550158,1,0,1.5,1=12007080,,,,1,3,查看,查看中,2014,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,311,,,,104,,,,,,,,,,,,,
200473,抚摸羊驼,坐骑线,0,0,,0,,,0,100011,1,0,1.5,,,,,1,3,抚摸,抚摸中,2007,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200474,芨芨草,坐骑线,0,1,,0,,,0,200000,1,0,1.5,,,,,1,3,采集,采集中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200475,羊驼粑粑,坐骑线,0,1,,0,,,0,100011,1,0,1.5,,,,,1,3,填埋,填埋中,2001,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200476,吐真药埋藏点,佣兵盗贼线,0,1,,0,,,0,100011,1,0,2,,,,,1,3,挖取,挖取中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200477,可疑点,佣兵服事线,0,1,,0,,,0,100011,1,0,2,,,,,1,3,检查,检查中,2014,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200478,鱼,佣兵服事线,0,0,,0,,,0,100011,1,0,2,1=20000520,,,,1,3,检查,检查中,2014,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200479,猫咪,佣兵服事线,1,0,,0,,,0,100011,1,0,2,,,,,1,3,检查,检查中,2014,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200480,净化污染,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,净化,净化中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,165,,,,104,,,,,,,,,,,,,
200481,净化污染,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,净化,净化中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,165,,,,104,,,,,,,,,,,,,
200482,采集污染样本,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,收集,收集中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,165,,,,104,,,,,,,,,,,,,
200483,搜查间谍据点,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,搜查,搜查中,2017,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200484,拾取信件,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,拾取,拾取中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200485,回收物资,邪能入侵,1,0,,0,,,0,550159,1,0,2,,,,,1,3.65,搬运,搬运中,2026,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200486,月见草,邪能入侵,1,0,,0,,,0,670081,1,0,2,,,,,1,3,采集,采集中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200487,搬运装备,邪能入侵,1,0,,0,,,0,200027,1,0,2,,,,,1,3.65,搬运,搬运中,2026,UI_main_Interactive_Fumo.png,,,,,-1,5,2,,,,,,120030,,,,,,,,,,,,,,,,,
200488,采集污染样本,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,收集,收集中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,165,,,,104,,,,,,,,,,,,,
200489,净化污染,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,净化,净化中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,2,,,,,,165,,,,,,,,,,,,,,,,,
200490,搜查间谍据点,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,搜查,搜查中,2017,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200491,拾取信件,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,拾取,拾取中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200492,回收物资,邪能入侵,1,0,,0,,,0,550159,1,0,2,,,,,1,3.65,搬运,搬运中,2026,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200493,收集污染物,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,收集,收集中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,2,,,,,,165,,,,,,,,,,,,,,,,,
200494,收集污染物,邪能入侵,1,0,,0,,,0,100011,1,0,2,,,,,1,3,收集,收集中,2001,UI_main_Interactive_Collect.png,,,,,-1,5,2,,,,,,165,,,,,,,,,,,,,,,,,
200343,盗贼法典,盗贼1转职,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,阅读,阅读中,2019,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200344,下毒,盗贼1转职,0,1,,0,,,0,100011,1,0,2,,,,,1,3,下毒,下毒中,2007,UI_main_Interactive_Collect.png,,,,,-1,5,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200345,登记簿,商人1转职,0,1,,0,,,0,100011,1,0,2,,,,,1,3,阅读,阅读中,2019,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200346,#1号货物,商人1转职,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,收集,收集中,2001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200347,#2号货物,商人1转职,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,收集,收集中,2001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200348,购置红色药水,商人1转职,0,0,,0,,,0,100011,1,0,2,,,,,1,2,购买,购买中,2007,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200741,驱魔典籍,服事1转,0,1,,0,,,0,800013,0.5,0,2,,,,,1,3,阅读,阅读中,2019,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200742,饮用圣水,服事1转,0,0,,0,,,0,800011,0.5,0,3,1=1001500,,,,1,3,饮用,洗礼中,2008,UI_main_Interactive_Fumo.png,,,,,-1,0,0,,,,,,120030,,,,104,,,,,,,,,,,,,
200743,鞠躬,服事1转,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,检查,检查中,2012,UI_main_Interactive_Fumo.png,,,,,-1,0,0,,,,,,120030,,,,104,,,,,,,,,,,,,
200744,次元波动,服事1转,0,1,,0,,,0,800012,1,0,2,1=1,,,,1,3,念诵,念诵中,2019,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200745,次元祷文,服事1转,0,1,,0,,,0,100011,0.5,0,2,,,,,1,2,念诵,念诵中,2017,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,68,,104,68,,,,,,,,,,,,
200746,水元素领域,服事1转,0,0,,0,,,0,100011,0.5,0,2,,,,,1,3,饮用,受洗中,2001,UI_main_Interactive_Fumo.png,,,,,-1,0,0,,,,,,120030,,,,104,,,,,,,,,,,,,
200747,附魔的卫兵,附魔的卫兵,0,0,,0,,,0,100011,0.5,0,2,,,,,1,3,检查,检查中,2001,UI_main_Interactive_Fumo.png,,,,,-1,0,0,,,,,,120030,,,,104,,,,,,,,,,,,,
200748,副本,副本,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,打本,打本中,2021,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200749,安抚狸猫,安抚狸猫,0,0,,0,,,0,100011,1,0,1.5,,,,,1,3,安抚,安抚中,2007,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,,,,,,,,,,,,,,
200750,树木,弓手村树木,0,1,,0,,,0,800010,1,0,2.5,,,,,1,3,砍伐,砍伐中,2023,UI_main_Interactive_Fumo.png,,,,,-1,5,3,,,,,,120030,,,,,,,,,,,,,,,,,
200751,水灵矿石,弓手村矿石,0,1,,0,,,0,200011,1,0,1.5,,,,,1,3,挖矿,挖矿中,2152,UI_main_Interactive_Mining.png,,,,,-1,5,3,,,,,,120030,,,,,,,,,,,,,,,,,
200752,试射一箭,弓手村射箭,0,0,,0,,,0,100011,1,0,1.5,,,,,1,3,射箭,射箭中,2016,UI_main_Interactive_Operate.png,,,,,-1,5,3,,,,,,120030,,,,,,,200021,WeaponFx_R,,,,,,,,,
200753,这是一个副本,教堂,0,1,,0,,,0,200012,1,0,1.5,,,,,1,3,打本,打本中,2152,UI_main_Interactive_Mining.png,,,,,-1,0,0,,,,,,120030,,,,,,,200021,WeaponFx_R,,,,,,,,,
200754,人鱼的眼泪,收集人鱼的眼泪,0,1,,0,,,0,100011,1,0,2,1=12003050,,,,1,3,收集,收集中,2001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,706,,104,,,,,,,,,,,,,
200755,永不凋零的玫瑰,人鱼线,0,1,,0,,,0,200010,1,0,2,1=12003050,,,,1,3,采集,采集中,2001,UI_main_Interactive_Collect.png,,1|3,,,1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200756,抛洒花瓣,空物体,0,0,,0,,,0,100011,1,0,2,1=12003060,,,,1,1,抛洒,抛洒中,2027,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,700002,,104,,,,,,,,,,,,,
200757,图书馆数据,法师二转,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,查看,查看中,2014,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200758,展示论文,法师二转,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,展示,展示中,2006,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200759,修改论文,法师二转,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,修改,修改中,2019,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200760,聚能水晶,主线—灵魂碎片,0,1,,0,,,0,100011,0.5,0,2,,,,,1,1,拿取,拿取中,2001,UI_main_Interactive_Collect.png,,,,,-1,0,0,,,,,,120030,,,,104,,,,,,,,,,,,,
200761,露克希灵魂碎片-α,主线—灵魂碎片,0,1,,0,,,0,211012,1.5,0,2,1=1004280,,,,1,3,同步,同步中,2005,UI_main_Interactive_Fumo.png,,1,,,-1,-1,3,,,,,,19,,19,,104,,,,,18,0.2,,,,,,,
200762,水晶,主线—建国神话,0,0,,0,,,0,211012,1,0,2,,,,,1,3,捏碎,捏碎中,2021,UI_main_Interactive_Fumo.png,,1,,,1,-1,3,,,,,,120030,,120034,,104,,,,,,,,,,,,,
200763,驱魔典籍,驱魔典籍,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,念诵,念诵中,2019,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200764,夏枯草,建国神话吉芬调查,0,1,,,,,0,200000,1,0,3,,,,,1,3,采集,采集中,2001,UI_main_Interactive_Collect.png,,,,,1,-1,3,,,,,,120030,,,,,,,,,,,,,,,,,
200780,抗议,商人一转,0,0,,0,,,0,100011,0.5,0,3,,,,,1,3,表态,表态中,100024,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200781,0642号货物,商人一转,0,1,,0,,,0,100011,0.5,0,2,,,,,1,2,提取,提取中,2001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200782,金币堆,商人一转,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,采集,采集中,2001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200783,登记,冒险—依思鲁得,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,登记,登记中,2019,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200784,喝一杯,冒险—依思鲁得30,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,喝酒,喝酒中,2002,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200785,拿取护身符,冒险—依思鲁得30,0,1,,0,,,0,100011,0.5,0,2,,,,,1,1.5,拿取,拿取中,2001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,0.38=0.00=-0.16=67.75,
200786,喝一杯,冒险—依思鲁得40,0,1,,0,,,0,100011,0.5,0,2,,,,,1,3,喝酒,喝酒中,2002,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200787,酒,冒险—依思鲁得40,0,1,,0,,,0,550083,0.5,0,2,,,,,1,1.5,拿取,拿取中,2001,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200788,法杖,65级伊登的苹果冒险,0,1,,0,,,0,550000,0.5,0,2,,,,,1,3,拿取,拿取中,2001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200789,放置螳螂臂,65级伊登的苹果冒险,0,0,,0,,,0,100011,1,0,2,,,,,1,3,放置,放置中,2019,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200790,放置蛾蝶粉末,65级伊登的苹果冒险,0,0,,0,,,0,100011,1,0,2,,,,,1,3,放置,放置中,2019,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200791,放置食人树花,65级伊登的苹果冒险,0,0,,0,,,0,100011,1,0,2,,,,,1,3,放置,放置中,2019,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200792,旅行物资,71级马车森林,0,0,,0,,,0,550004,1,0,2,1=12004410,,,,1,2,拿取,拿取中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200793,魔物血液,71级马车森林,0,0,,0,,,0,100011,1,0,2,,,,,1,2,采集,采集中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200794,染血的武器,71级马车森林,0,0,,0,,,0,550068,2,0,2,1=12004440,,,,1,2,查看,查看中,2001,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200795,手记,71级马车森林,0,0,,0,,,0,200009,2.5,0,2,1=12004440,,,,1,2,查看,查看中,2001,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200796,黑蛇躯体,71级马车森林,0,0,,0,,,0,550156,1.6,0,2,1=12004440,,,,1,2,查看,查看中,2001,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200797,魔物血液,71级马车森林,0,0,,0,,,0,200004,1,0,2,,,,,1,2,采集,采集中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200798,检查,71级马车森林,0,0,,0,,,0,100011,1,0,2,,,,,1,2,检查,检查中,2151,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200799,标记,71级马车森林,0,0,,0,,,0,100011,1,0,2,,,,,1,2,标记,标记中,2021,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200800,酒,78级克特森林,0,0,,0,,,0,200028,1,0,2,1=12005020,,,,1,2,拿取,拿取中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200801,绿宝石,78级克特森林,0,0,,0,,,0,100011,1,0,2,,,,,1,2,拿起,拿起中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200802,采集回神药水,78级克特森林,0,0,,0,,,0,100011,1,0,2,,,,,1,2,拿取,拿取中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200803,放置,78级克特森林放置绿宝石,0,0,,0,,,0,100011,1,0,2,,,,,1,2,放置,放置中,2015,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200804,触摸,78级克特森林触摸绿宝石,0,0,,0,,,0,100011,1,0,2,,,,,1,2,触摸,触摸中,2007,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200805,回神药水,78级克特森林触摸绿宝石,0,0,,0,,,0,100011,1,0,2,,,,,1,1,使用,使用中,2001,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,877,,104,,,,,,,,,,,,,
200806,挖取,依思鲁得的挑战线,0,0,,0,,,0,100011,1,0,2,,,,,1,2,挖取,挖取中,2001,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200807,书,法师佣兵线,0,0,,0,,,0,550040,1,0,2,,,,,1,2,捡起,捡起中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200808,海盐,商人佣兵线,0,0,,0,,,0,550118,1,0,2,,,,,1,2,采集,采集中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200809,一箱气球,商人佣兵线,0,0,,0,2,101006=1,0,550011,1,0,2,,,,,1,3.65,采集,采集中,2026,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200810,箭袋,弓箭手佣兵,0,0,,0,,,0,550065,1,0,2,,,,,1,2,捡起,捡起中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200811,皮革,弓箭手佣兵,0,0,,0,,,0,200009,1,0,2,,,,,1,2,采集,采集中,2001,UI_main_Interactive_Collect.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200812,放置,78级克特森林放置绿宝石,0,0,,0,,,0,100011,1,0,2,,,,,1,2,放置,放置中,2006,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200541,止血草,主线,0,1,,0,,,0,200000,1,0,2,,,,,1,3,采集,采集中,2001,UI_main_Interactive_Collect.png,,1|3,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200542,治疗受伤的女刺客,主线,0,0,,0,,,0,100011,1,0,2,,,,,1,3,疗伤,疗伤中,2001,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200543,伪装一下,主线,0,0,,0,,,0,100011,1,0,2,,,,,1,3,化妆,化妆中,1101,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200544,鸡尾酒,主线,0,1,,0,,,0,100011,1,0,2,,,,,1,3,调制,调制中,2020,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200545,跳舞,主线,1,0,,0,,,0,100011,1,0,2,,,,,1,4,跳舞,跳舞中,21,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200546,黄叶菜,支线,0,1,,0,,,0,100011,1,0,2,,,,,1,4,摘取,摘取中,2001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200547,灵魂碎片,主线,0,0,,0,,,0,211012,1,0,2,,,,,1,3,读取,读取中,2007,UI_main_Interactive_Fumo.png,,1,,,1,-1,3,,,,,,120030,,120034,,104,,,,,,,,,,,,,
200548,唤醒,支线,0,0,,0,,,0,100011,1,0,2,,,,,1,3,唤醒,轻轻拍,2007,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200549,巫术阵眼,支线,0,1,,0,,,0,100011,1,0,2,,,,,1,4,摘取,摘取中,20001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200550,调查,主线10：尸体检查点,0,0,,0,,,0,100011,1,0,3,,,,,1,3,调查,调查中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,5,,,,,,120030,,,,104,,,,,,,,,,,,0.43=0.00=-0.60=317.59,
200551,元素变化特征,主线10：采集元素变化特征,0,1,,0,,,0,211012,1,0,2,,,,,1,3,采集,采集中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,5,,,,,,478,,,,803009,,,,,,,,,,,,0.52=0.00=-0.75=299.66,
200552,回想,主线10：回想,0,0,,0,,,0,100011,1,0,2,,,,,1,3,回想,回想中,1105,UI_main_Interactive_Fumo.png,,,,,1,-1,5,,,,,,120030,,,,104,,,,,,,,,,,,-0.83=0.09=0.58=82.3,
200553,检查,主线11：检查巴雷蒙德,0,0,,0,,,0,100011,1,0,2,,,,,1,2,检查,检查中,2151,UI_main_Interactive_Fumo.png,,,,,1,-1,5,,,,,,120030,,,,104,,,,,,,,,,,,0.36=0.01=0.48=214.43,
200554,魔化痕迹,主线10：巴雷蒙德魔化痕迹,0,1,,0,,,0,200004,1,0,2,1=1005870,,,,1,3,收集,收集中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,5,,,,,,155,,,,31,,,,,,,,,,,,0.66=0.00=0.61=231.62,
200555,回忆,新手骑士,0,0,,0,,,0,100011,1,0,2,,,,,1,1,回想,回想中,2014,UI_main_Interactive_Fumo.png,,,,,-1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200556,冒险者背包,新手骑士,0,1,,0,,,0,660000,1,0,2,,,,,1,3,拾取,拾取中,2001,UI_main_Interactive_Operate.png,,3,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200557,闪闪发光的项链,魔法项链,0,0,,0,,,0,100011,1,0,2,,,,,1,3,拾取,拾取中,2001,UI_main_Interactive_Operate.png,,3,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200558,修理相机,萌物小分队,0,0,,0,,,0,100011,1,0,2,,,,,1,3,修理,修理中,2020,UI_main_Interactive_Operate.png,,3,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200559,等待修理鱼竿,萌物小分队,0,0,,0,,,0,100011,1,0,2,,,,,1,3,等待,等待中,2014,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200560,魔法印记,萌物小分队,0,0,,0,,,0,100011,1,0,2,,,,,1,3,解除,解除中,20001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200561,协助塔姬乌丝,真理旅人,0,0,,0,,,0,100011,1,0,2,,,,,1,3,协助,协助中,20001,UI_main_Interactive_Collect.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200562,搜集所需,探索通用,0,0,,0,,,0,100011,1,0,2,,,,,1,3,搜集,搜集中,2001,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200563,寻找乔那丹笔记,遥远的故乡,0,0,,0,,,0,100011,1,0,2,,,,,1,3,寻找,寻找中,2001,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200564,乔那丹笔记本,遥远的故乡,0,0,,0,,,0,100011,1,0,2,,,,,1,2,拾起,拾起中,2001,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200565,骑士的标记,失踪的骑士团,0,0,,0,,,0,100011,1,0,2,,,,,1,2,查看,查看中,2014,UI_main_Interactive_Fumo.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200566,倒下的骑士,失踪的骑士团,0,0,,0,,,0,100011,1,0,2,,,,,1,3,查看,查看中,2001,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200567,包扎伤口,失踪的骑士团,0,0,,0,,,0,100011,1,0,2,,,,,1,3,包扎,包扎中,2001,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
200568,遗失的研究资料,失踪的骑士团,0,0,,0,,,0,100011,1,0,2,,,,,1,1,搜集,搜集中,2001,UI_main_Interactive_Operate.png,,,,,-1,1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
