RankID,RankName,WinAddRank,LoseMinusRank,RankScore,MiniScoreGuard,MiniScoreMax,NewSeasonRank,StarNum,SeasonAwardMailID,IconAtlas,Icon,SmallIconAtlas,SmallIcon,GradeName,GradeReward,RankType
180,无双125星,1,1,73900,150,499,19,125,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
181,无双126星,1,1,74400,150,499,19,126,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
182,无双127星,1,1,74900,150,499,19,127,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
183,无双128星,1,1,75400,150,499,19,128,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
184,无双129星,1,1,75900,150,499,19,129,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
185,无双130星,1,1,76400,150,499,19,130,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
186,无双131星,1,1,76900,150,499,19,131,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
187,无双132星,1,1,77400,150,499,19,132,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
188,无双133星,1,1,77900,150,499,19,133,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
189,无双134星,1,1,78400,150,499,19,134,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
190,无双135星,1,1,78900,150,499,19,135,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
191,无双136星,1,1,79400,150,499,19,136,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
192,无双137星,1,1,79900,150,499,19,137,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
193,无双138星,1,1,80400,150,499,19,138,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
194,无双139星,1,1,80900,150,499,19,139,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
195,无双140星,1,1,81400,150,499,19,140,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
196,无双141星,1,1,81900,150,499,19,141,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
197,无双142星,1,1,82400,150,499,19,142,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
198,无双143星,1,1,82900,150,499,19,143,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
199,无双144星,1,1,83400,150,499,19,144,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
200,无双145星,1,1,83900,150,499,19,145,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
201,无双146星,1,1,84400,150,499,19,146,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
202,无双147星,1,1,84900,150,499,19,147,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
203,无双148星,1,1,85400,150,499,19,148,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
204,无双149星,1,1,85900,150,499,19,149,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
205,无双150星,1,1,86400,150,499,19,150,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
206,无双151星,1,1,86900,150,499,19,151,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
207,无双152星,1,1,87400,150,499,19,152,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
208,无双153星,1,1,87900,150,499,19,153,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
209,无双154星,1,1,88400,150,499,19,154,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
210,无双155星,1,1,88900,150,499,19,155,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
211,无双156星,1,1,89400,150,499,19,156,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
212,无双157星,1,1,89900,150,499,19,157,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
213,无双158星,1,1,90400,150,499,19,158,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
214,无双159星,1,1,90900,150,499,19,159,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
215,无双160星,1,1,91400,150,499,19,160,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
216,无双161星,1,1,91900,150,499,19,161,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
217,无双162星,1,1,92400,150,499,19,162,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
218,无双163星,1,1,92900,150,499,19,163,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
219,无双164星,1,1,93400,150,499,19,164,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
220,无双165星,1,1,93900,150,499,19,165,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
221,无双166星,1,1,94400,150,499,19,166,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
222,无双167星,1,1,94900,150,499,19,167,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
223,无双168星,1,1,95400,150,499,19,168,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
224,无双169星,1,1,95900,150,499,19,169,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
225,无双170星,1,1,96400,150,499,19,170,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
226,无双171星,1,1,96900,150,499,19,171,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
227,无双172星,1,1,97400,150,499,19,172,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
228,无双173星,1,1,97900,150,499,19,173,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
229,无双174星,1,1,98400,150,499,19,174,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
230,无双175星,1,1,98900,150,499,19,175,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
231,无双176星,1,1,99400,150,499,19,176,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
232,无双177星,1,1,99900,150,499,19,177,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
233,无双178星,1,1,100400,150,499,19,178,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
234,无双179星,1,1,100900,150,499,19,179,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
235,无双180星,1,1,101400,150,499,19,180,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
236,无双181星,1,1,101900,150,499,19,181,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
237,无双182星,1,1,102400,150,499,19,182,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
238,无双183星,1,1,102900,150,499,19,183,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
239,无双184星,1,1,103400,150,499,19,184,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
240,无双185星,1,1,103900,150,499,19,185,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
241,无双186星,1,1,104400,150,499,19,186,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
242,无双187星,1,1,104900,150,499,19,187,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
243,无双188星,1,1,105400,150,499,19,188,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
244,无双189星,1,1,105900,150,499,19,189,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
245,无双190星,1,1,106400,150,499,19,190,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
246,无双191星,1,1,106900,150,499,19,191,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
247,无双192星,1,1,107400,150,499,19,192,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
248,无双193星,1,1,107900,150,499,19,193,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
249,无双194星,1,1,108400,150,499,19,194,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
250,无双195星,1,1,108900,150,499,19,195,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
251,无双196星,1,1,109400,150,499,19,196,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
252,无双197星,1,1,109900,150,499,19,197,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
253,无双198星,1,1,110400,150,499,19,198,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
254,无双199星,0,1,110900,150,499,19,199,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
