ID,Type,Title,Description,Content,Duration,SpectatorSync,CountDown,BaseLevel,SubtitlesSend,NpcID,Pos,Scale,DelayTime,Repeat,SystemId
1802,22,,金字塔异变最后BOSS前提示,前方是最后的魔物了，消灭它们！,3,1,,,,1=10861,0=0=0,1,,,
1803,22,,,魔物就在前方平台中心，消灭它吧！,3,1,,,,1=10864,0=0=0,1,,,
1804,22,,,前方会有各种哥布灵拦路，消灭它们！,3,1,,,,1=10780,0=0=0,1,,,
1805,22,,,前方的哥布灵很强大，请一定要小心！,3,1,,,,1=10780,0=0=0,1,,,
1806,22,,,这里就是不死生物的老巢，接下来就看你们的了！,3,1,,,,1=10782,0=0=0,1,,,
1807,22,,,还剩最后一波强大的魔物，小心！,3,1,,,,1=10782,0=0=0,1,,,
1808,22,,,兽人洞窟里正在进行着奇怪的仪式，请一定要小心！,3,1,,,,1=10801,0=0=0,1,,,
1809,22,,,这里被一道屏障封锁住了，那边有个兽人，不如去问问他情况！,3,1,,,,1=10801,0=0=0,1,,,
1810,22,,,消灭前面的BOSS，应该就能阻止仪式了！,3,1,,,,1=10801,0=0=0,1,,,
1811,22,,,沿着左侧的道路走下去就是宝藏的所在地，请小心路上的守卫！,3,1,,,,1=10860,0=0=0,1,,,
1812,22,,,前面会有个小的关口，肯定会有守卫在那，得清除他们！,3,1,,,,1=10860,0=0=0,1,,,
1813,22,,,屏障解除，3个弓箭手似乎看守着道路，目标应该就在前方了！,3,1,,,,1=10801,0=0=0,1,,,
1814,22,,,守卫似乎比想象的少，目的地不远了，前方靠右的一座桥后就是我记忆中的宝藏所在地。,3,1,,,,1=10860,0=0=0,1,,,
1815,23,,,道路似乎被封锁了，看看周围有没有可以打开道路的机关！,3,1,,,,,,,,,
1816,23,,,一个机关开启了，道路没有开启，似乎还得再找找！,3,1,,,,,,,,,
1817,22,,,道路应该开启了，击败最后的守卫，宝藏就在等着你们！,3,1,,,,1=10860,0=0=0,1,,,
1818,22,,,宝藏就在前面，赶快去打开最后的机关吧！,3,1,,,,1=10860,0=0=0,1,,,
1819,23,,,似乎..什么..都没发生?宝藏呢？去找人鱼问问吧！,3,1,,,,,,,,,
1820,23,,,找到小兽人了，去问问他的情况,3,1,,,,,,,,,
1821,22,,金字塔异变杀完第一波怪提示,前方道路被封锁，左侧似乎有声音传来，先去看看！,3,1,,,,1=10861,0=0=0,1,,,
1822,22,,金字塔异变红色符文出现提示,貌似需要携带着红色符文去什么地方才可以….,3,1,,,,1=10861,0=0=0,1,,,
1823,22,,金字塔异变采集符文后提示,时间不多，赶快去寻找放置符文的地方，可能是在右侧！,3,1,,,,1=10861,0=0=0,1,,,
1824,22,,金字塔异变采集符文后提示,符文被放到了法阵中，中间的道路似乎通了！,3,1,,,,1=10861,0=0=0,1,,,
1880,23,,教国谍影,目标感到不安，请小心谨慎！,3,1,,,,,,,,,
1881,23,,教国谍影,目标开始怀疑周围，请保持距离！！,3,1,,,,,,,,,
1882,23,,教国谍影,目标即将发现你！！！,3,1,,,,,,,,,
1883,27,,教国谍影-失败条件,你已经被发现！跟踪失败！,3,1,,,,,,,,,
1884,27,,教国谍影-失败条件,目标丢失！跟踪失败！,3,1,,,,,,,,,
1885,23,,教国谍影,目标有点走远了，请再靠近一点！,3,1,,,,,,,,,
1886,23,,教国谍影,再远就要跟丢啦！！,3,1,,,,,,,,,
1887,23,,教国谍影,你已完全暴露在目标视野中，他对你的警戒正急速增长！,3,1,,,,,,,,,
1888,23,,教国谍影,目标听见鸽子的叫声！提升了警戒！,3,1,,,,,,,,,
1889,23,,教国谍影,目标要转身了！快寻找掩体！,3,1,,,,,,,,,
1890,27,,教国谍影-开头语,你收到一项任务！跟踪这个疑似教国的人,3,1,,,,1=130,0=0=0,1,,,
1891,22,,教国谍影-结束语,我是士兵9523，辛苦你了，团长让你先回去！,3,1,,,,1=1173,0=0=0,1,,,
1892,22,,,嗯...顺路买点水果回家吧…,3,1,,,,1=20099,0=0=0,1,,,
1893,23,,教国谍影,目标正怀疑地注视着你！,3,1,,,,,,,,,
1894,22,,教国谍影-结束语,接下来就交给我盯梢吧！,3,1,,,,1=1173,0=0=0,1,,,
1895,27,,教国谍影,当你靠近目标，警戒值将会增长！,3,1,,,,,,,,,
1896,27,,教国谍影,不能离目标太远，跟上他！,3,1,,,,,,,,,
1900,22,,,大家，由我来保护！,3,1,,,,1=20097,0=0=0,1,,,
1901,22,,,剑士撑住！我来清理小巴风特们~,3,1,,,,1=20096,0=0=0,1,,,
1910,23,,守护钱堆,请注意下方的钱堆进度条！到达零时表示钱堆被掏空！,3,1,,,,,,,,,
1911,23,,守护钱堆,注意！附近有小偷正飞速袭来！,3,1,,,,,,,,,
1912,23,,守护钱堆,注意！大盗即将出现！！,3,1,,,,,,,,,
1913,23,,守护钱堆,小偷越来越多了！试试用手推车攻击吧！,3,1,,,,,,,,,
1914,23,,守护钱堆-失败提示,糟糕！你的钱币被偷光了！任务失败！,3,1,,,,,,,,,
1915,25,,守护钱堆-成功提示,恭喜你守住了钱堆！任务成功！,3,1,,,,,,,,,
1916,23,,守护钱堆,附近藏了一批小偷，他们正盯着你的钱堆。,3,1,,,,,,,,,
1917,23,,守护钱堆,可以拾取小偷掉落的钱将其归还回钱堆！,3,1,,,,,,,,,
1918,23,,守护钱堆,注意！小偷出现了！,3,1,,,,,,,,,
1920,22,,剑士体验,来感受一下剑士的强硬手腕吧！,3,1,,,,2=7141,0=0=0,1,,,
1921,22,,剑士体验,我会用枯树枝召唤一些无害的魔物供你练习,3,1,,,,2=7141,0=0=0,1,,,
1922,22,,剑士体验,哎？怎么下雨了…氛围不对…,3,1,,,,2=7141,0=0=0,1,,,
1923,22,,剑士体验,魔物要来了，击退他们！,3,1,,,,2=7141,0=0=0,1,,,
1924,22,,剑士体验,继续击退魔物吧！,3,1,,,,2=7141,0=0=0,1,,,
1925,22,,剑士体验,魔物越来越多了，还能坚持吗？,3,1,,,,2=7141,0=0=0,1,,,
1926,22,,剑士体验,这是精英魔物的气息！！,3,1,,,,2=7141,0=0=0,1,,,
1927,22,,剑士体验,小心！我们一起击败它！,3,1,,,,2=7141,0=0=0,1,,,
1928,22,,剑士体验,（震惊）枯树枝的力量居然超出了掌控，这不对劲！,3,1,,,,2=7141,0=0=0,1,,,
1929,22,,剑士体验,你的试炼结束了，你有一颗勇敢坚韧的心，这是成为强大剑士的基础,3,1,,,,2=7141,0=0=0,1,,,
1930,22,,法师体验,我是魔法师导师艾米丽！我将带你领略魔法的魅力！,3,1,,,,2=7151,0=0=0,1,,,
1931,22,,法师体验,用枯树枝可以召唤无害魔物用以教学,3,1,,,,2=7151,0=0=0,1,,,
1932,22,,法师体验,糟糕！这是岛外的黑暗气息！枯树枝被污染了！,3,1,,,,2=7151,0=0=0,1,,,
1933,22,,法师体验,镇定下来！我可以制造5道封印封住裂缝！,3,1,,,,2=7151,0=0=0,1,,,
1934,22,,法师体验,情况紧急！这段时间你利用我教你的技能抵御魔物吧！,3,1,,,,2=7151,0=0=0,1,,,
1935,22,,法师体验,第一道封印完成！,3,1,,,,2=7151,0=0=0,1,,,
1936,22,,法师体验,魔物比我想得似乎更强大！,3,1,,,,2=7151,0=0=0,1,,,
1937,22,,法师体验,第二道封印！完成！,3,1,,,,2=7151,0=0=0,1,,,
1938,22,,法师体验,趁现在！学习包含着强大火焰的【火箭术】！,3,1,,,,2=7151,0=0=0,1,,,
1939,22,,法师体验,第三道封印完成！趁现在教你【火球术】！,3,1,,,,2=7151,0=0=0,1,,,
1940,22,,牧师体验,很遗憾！今天魔物入侵了，暂时无法教学！来帮忙吧！,3,1,,,,2=7161,0=0=0,1,,,
1941,22,,牧师体验,前方许多学员受伤了，跟我来！,3,1,,,,2=7161,0=0=0,1,,,
1942,22,,牧师体验,帕弥拉救救我们…魔物很强大…,3,1,,,,1=70002,0=0=0,1,,,
1943,22,,牧师体验,我用了太多魔力，暂时请你为受伤的同伴治疗吧！,3,1,,,,2=7161,0=0=0,1,,,
1944,22,,牧师体验,康复了，我们继续前往目的！,3,1,,,,2=7161,0=0=0,1,,,
1945,22,,牧师体验,帕弥拉…恩维和拉斯在前线…,3,1,,,,1=70003,0=0=0,1,,,
1946,22,,牧师体验,我知道，撑住！,3,1,,,,2=7161,0=0=0,1,,,
1947,22,,牧师体验,继续向前吧，快到了！,3,1,,,,2=7161,0=0=0,1,,,
1948,22,,牧师体验,拉斯在战斗！快保护他！,3,1,,,,2=7161,0=0=0,1,,,
1949,22,,牧师体验,这么多魔物！快协助拉斯！,3,1,,,,2=7161,0=0=0,1,,,
1950,22,,盗贼体验,自我介绍就不必了，直接进入正题吧！,3,1,,,,2=7171,0=0=0,1,,,
1951,22,,盗贼体验,先给你个考验，用隐匿走上这道坡，不要被相机拍到,3,1,,,,2=7171,0=0=0,1,,,
1952,22,,盗贼体验,这有一些训练用森灵！你去试试普攻,3,1,,,,2=7171,0=0=0,1,,,
1953,22,,盗贼体验,盗贼的一大特质就是将普攻修炼极致,3,1,,,,2=7171,0=0=0,1,,,
1954,22,,盗贼体验,接下来，我再教你…哎？哪来的小孩？,3,1,,,,2=7171,0=0=0,1,,,
1955,22,,盗贼体验,看来你很适合成为盗贼，继续跟我走,3,1,,,,2=7171,0=0=0,1,,,
1956,22,,盗贼体验,这些狼！你去击退它们！我照看小孩,3,1,,,,2=7171,0=0=0,1,,,
1957,22,,盗贼体验,这狐狸是火属性，我可以再教你一招！,3,1,,,,2=7171,0=0=0,1,,,
1958,22,,盗贼体验,用隐匿啊！小笨蛋！,3,1,,,,2=7171,0=0=0,1,,,
1959,22,,盗贼体验,有危险的气息在靠近！,3,1,,,,2=7171,0=0=0,1,,,
1960,22,,弓手体验,我是瑟希莉斯，这次原本计划用枯树枝召唤魔物教学,3,1,,,,2=7181,0=0=0,1,,,
1961,22,,弓手体验,但猎人的直觉告诉我那有不详的气息，所以我们先…,3,1,,,,2=7181,0=0=0,1,,,
1962,22,,弓手体验,直觉果然没错！你在这守住！我马上准备封印箭封住裂缝！,3,1,,,,2=7181,0=0=0,1,,,
1963,22,,弓手体验,我现在无法分心！但我可以教你一招！,3,1,,,,2=7181,0=0=0,1,,,
1964,22,,弓手体验,不好！它们的目标是我！,3,1,,,,2=7181,0=0=0,1,,,
1965,22,,弓手体验,坚持住！封印箭即将准备完毕！,3,1,,,,2=7181,0=0=0,1,,,
1966,22,,弓手体验,辛苦你了，接下来就看我的！,3,1,,,,2=7181,0=0=0,1,,,
1967,22,,弓手体验,不详的气息被平复了下来，你的应对非常出色！,3,1,,,,2=7181,0=0=0,1,,,
1968,22,,弓手体验,你有一套敏捷的身法！我能看见你成为弓手的未来，那将无可限量！,3,1,,,,2=7181,0=0=0,1,,,
1969,22,,弓手体验,使用【二连矢】可进一步加强你的优势！,3,1,,,,2=7181,0=0=0,1,,,
1970,22,,商人体验,很不巧，我这里刚签收了一箱金币，准备带回去,3,1,,,,2=7191,0=0=0,1,,,
1971,22,,商人体验,你先四处逛逛，这边没有魔物，应该很安全,3,1,,,,2=7191,0=0=0,1,,,
1972,22,,商人体验,这里怎么有个枯树枝？,3,1,,,,2=7191,0=0=0,1,,,
1973,22,,商人体验,看来是有魔物要入侵，交给你了,3,1,,,,2=7191,0=0=0,1,,,
1974,22,,弓手体验,弓手可以在中距离进行安全输出，要充分发挥自己的优势！,3,1,,,,2=7181,0=0=0,1,,,
1975,22,,商人体验,我要看管我的物资！我教你几招！上！,3,1,,,,2=7191,0=0=0,1,,,
1976,22,,商人体验,哥布灵越来越多了,3,1,,,,2=7191,0=0=0,1,,,
1977,22,,商人体验,伤害是不是有点低，你过来我这！,3,1,,,,2=7191,0=0=0,1,,,
1978,22,,商人体验,我给你手推车加点重量！等会有魔物来了，你再去试试,3,1,,,,2=7191,0=0=0,1,,,
1979,22,,商人体验,怎么不过来，那你自己给手推车加点重量！你会变强！,3,1,,,,2=7191,0=0=0,1,,,
1980,22,,大巴集合战-剑士,服事负责治疗，其他人全力输出！我们齐心协力一定能赢的！不要害怕！,3,1,,,,1=20097,0=0=0,1,,,
1981,22,,大巴集合战-服事,各职业之间合理的配合，再强大的魔物也可以击败的~,3,1,,,,1=20098,0=0=0,1,,,
1982,22,,大巴集合战-法师,巴风特快倒下了！坚持住！给它最后一击！,3,1,,,,1=20096,0=0=0,1,,,
1983,25,,,新的投手即将加入，小心躲避~,3,1,,,,,,,,,
1984,25,,,投手更多了起来，巧妙走位~,3,1,,,,,,,,,
1985,25,,,请率先消灭小巴风特，拯救你的伙伴！,20,1,,,,,,,,,
1986,27,,铁砧守卫战,请敲击铁砧，把它变得炙热！,5,1,,,,,,,,,
1987,23,,铁砧守卫战,钢铁精灵出现了，它会冷却你的铁砧！,5,1,,,,,,,,,
1988,23,,铁砧守卫战,更强大的钢铁精灵出现了，请小心！,5,1,,,,,,,,,
1989,23,,铁砧守卫战,炉火精灵出现了，它们会无休止地焚烧周围！,5,1,,,,,,,,,
1990,23,,铁砧守卫战,更强大的炉火精灵出现了，请小心！,5,1,,,,,,,,,
1991,23,,铁砧守卫战,南瓜先生在不断地吸食铁砧热量，把他消灭掉！,5,1,,,,,,,,,
1992,22,,铁砧守卫战,终于把这块铁打热了，稍微出了点汗~,5,1,,,,1=6067,0=0=0,1,,,
1993,27,,铁砧守卫战,很遗憾，你的时间到了,5,1,,,,,,,,,
2000,20,,,剑士时常冲锋在前，生存能力强，能在近战时发挥最大威力！,3,1,,,,,,,,,
2100,22,,转生-朱诺大学图书馆,英勇而正义的冒险者……,12,1,,,,1=3200,0=0=0,1,,,
2101,22,,转生-朱诺大学图书馆,这是伟大又神圣的使命……,12,1,,,,1=3200,0=0=0,1,,,
2102,22,,转生-朱诺大学图书馆,阅读古老的伊米尔之书吧……,12,1,,,,1=3200,0=0=0,1,,,
2103,22,,转生-动力室,跟随光亮，它将带你去到动力室的最核心处,5,1,,,,1=3201,0=0=0,1,,,
2104,22,,转生-动力室,只要不停下，道路便会不断延伸,5,1,,,,1=3201,0=0=0,1,,,
2105,22,,转生-动力室,这里是半位面，用来装载朱诺升空的核心，请不要在里面多做停留,5,1,,,,1=3201,0=0=0,1,,,
2106,22,,转生-动力室,核心产生巨大的能量，对你的身体有害哦，参观完成后，请立刻离开,5,1,,,,1=3201,0=0=0,1,,,
2107,22,,转生-动力室,找到动力室的石槽，星泪石蕴含的瓦尔哈拉能量将带你前往书中记载的神庭,5,1,,,,1=3201,0=0=0,1,,,
2108,22,,转生-英灵殿,少年，又见面了,5,1,,,,1=3201,0=0=0,1,,,
2109,22,,转生-朱诺大学图书馆,启明之石为你指引神圣的道路,5,1,,,,1=3201,0=0=0,1,,,
2110,22,,转生-动力室,已经能感受到动力炉入口的魔力了,5,1,,,,1=3201,0=0=0,1,,,
2111,22,,转生-动力室,就是这里，用星泪石开启它吧,5,1,,,,1=3201,0=0=0,1,,,
2112,22,,转生二阶段-回忆漩涡,这里是无数冒险者回忆汇聚之地，还记得冒险开始的地方吗？,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2113,22,,转生二阶段-回忆漩涡,当时的你有些弱小，面对强大的魔物毫无办法，但信念让你一次次站起来。,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2114,22,,转生二阶段-回忆漩涡,在强大的信念支撑下，你渐渐成长，认识了同样充满决心的一群朋友……,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2115,22,,转生二阶段-回忆漩涡,时光飞逝，你逐渐也变成了独当一面的冒险者……,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2116,22,,转生二阶段-回忆漩涡,但，光同样会滋生暗，强大信念的光芒在你内心投下了未察觉的阴影……,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2117,22,,转生二阶段-回忆漩涡,看来你已经准备好了,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2118,22,,转生二阶段-回忆漩涡,你已经可以和伙伴们一起攻略强大的魔物，这使你充满决心,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2119,22,,转生二阶段-回忆漩涡,你又回到这片熟悉的地方，但这次，你是英雄,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2120,22,,转生二阶段-回忆漩涡,强大的魔物在你面前倒下，你享受着大家的欢呼，满眼都是过去的自己,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2121,22,,转生二阶段-回忆漩涡,这是你一路积攒的执念与不安，我将它们抽离出来。战胜它！然后来见我！,3,1,,,,1=20304,0=-0.3=0,1.7,,,
2151,22,,职业线牧师2270,此次训练是群体治疗，目标是保护这些稻草人,3,1,,,,1=15952,0=0=0,1,,,
2152,25,,职业线牧师2270,场地上出现了能驱散光耀之堂的魔力,3,1,,,,,,,,,
2153,25,,职业线牧师2270,南瓜魂的数量增加了,3,1,,,,,,,,,
2161,22,,职业线牧师2270,此次训练是群体攻击，目标是清除场上所有的魔物,3,1,,,,1=15954,0=0=0,1,,,
2162,25,,职业线牧师2270,请稍作休整，下一波魔物马上到达,3,1,,,,,,,,,
2163,25,,职业线牧师2270,请稍作休整，这将最后一波魔物,3,1,,,,,,,,,
2164,22,,职业线武僧55级,这只龙蝇太硬了，用无敌的阿修罗霸皇拳惩罚它！,5,1,,,,1=15963,0=0=0,1,,,
2165,22,,职业线武僧60级,龙蝇之影召出了烦人的苍蝇，先去消灭它！,5,1,,,,1=15963,0=0=0,1,,,
2166,25,,职业线武僧45级,请稍作休整，还有一只魔物需要击败,3,1,,,,,,,,,
2167,22,,职业线武僧43级,我为你的武器附上了火属性，面对地属性的魔物会更有优势！,5,1,,,,1=15963,0=0=0,1,,,
2168,22,,职业线十字军43级,我为你的武器附上了火属性，面对地属性的魔物会更有优势！,5,1,,,,1=15965,0=0=0,1,,,
2169,22,,职业线十字军45级,利用防御技能撑过天使波利的猛烈攻击吧！,5,1,,,,1=15965,0=0=0,1,,,
2170,22,,职业线十字军50级,这是一批恶魔类魔物，建议用圣十字攻击！,5,1,,,,1=15965,0=0=0,1,,,
2171,22,,职业线十字军55级,“牺牲”是进阶二转的技能，但我们决定提早让你领略十字军的精神与魅力！,5,1,,,,1=15965,0=0=0,1,,,
2172,22,,职业线十字军55级,它可以让你替友军承担伤害！,5,1,,,,1=15965,0=0=0,1,,,
2173,22,,职业线十字军60级,恶魔波利召唤了小恶魔军团！请优先解决！,5,1,,,,1=15965,0=0=0,1,,,
2201,26,,毒眼圣物,沿指引找到毒眼组织成员,7200,1,,,,,,,,,
2202,25,,毒眼圣物,沿指引找到毒眼组织成员,2,1,,,,,,,,,
2203,22,,毒眼圣物：麻略加娜,做得好冒险者！感谢你们清除掉这些败类！,5,1,,,,1=10921,0=0=0,1,,,
2204,22,,毒眼圣物：麻略加娜,行动！,3,1,,,,1=10921,0=0=0,1,,,
2205,22,,毒眼圣物：加雷斯,别打了别打了，我投降,5,1,,,,1=10922,0=0=0,1,,,
2206,22,,毒眼圣物：麻略加娜,不好！加雷斯跑了！快追！,3,1,,,,1=10921,0=0=0,1,,,
2207,22,,毒眼圣物：麻略加娜,毒眼组织的渣滓们，受死吧！,3,1,,,,1=10921,0=0=0,1,,,
2208,22,,毒眼圣物：加雷斯,呵，刺客工会的小喽啰，不堪一击,3,1,,,,1=10922,0=0=0,1,,,
2209,22,,毒眼圣物：发兑斯,跟踪你好久了，终于捉到你了！加雷斯！,5,1,,,,1=10923,0=0=0,1,,,
2210,22,,毒眼圣物：毒眼小兵,把剧毒之刺交出来！,3,1,,,,1=10924,0=0=0,1,,,
2221,22,,兽人事变,没有他的帮助，我们无法查探洞窟里正在发生什么，去找找小兽人吧！,3,1,,,,1=10801,0=0=0,1,,,
2222,23,,兽人事变,应该就是前面的兽人抓走了小兽人，解决他们,5,1,,,,,,,,,
2223,22,,勇士招募令,接下来你将接受痛苦的试炼！,5,1,,,,1=15217,0=0=0,1,,,
2227,22,,勇士招募令,不得不承认，现在是你更强！,5,1,,,,1=15217,0=0=0,1,,,
2228,22,,勇士招募令,果然不堪一击，去修炼修炼再来吧！,5,1,,,,1=15217,0=0=0,1,,,
2301,20,,A7,获得了骑士团突击队长的徽章,4,1,,,,,,,,,
2302,22,,A7,憎恨吧，只有憎恨才会让你变得强大！,4,1,,,,2=5452,0=-0.3=-0.7,1,,,
2303,22,,A7,无谓的抵抗而已，可悲,4,1,,,,2=5454,0=0=0,1,,,
2304,22,,A7,死亡，才是一种解脱…,4,1,,,,2=5453,0=0=0,1,,,
2305,22,,A7,绝望吗？痛苦吗！,4,1,,,,2=5453,0=0=0,1,,,
2306,22,,A7,堂堂魔剑士，居然落得如此下场，可悲可悲啊,4,1,,,,2=5454,0=0=0,1,,,
2307,22,,A7,活着还有什么意义呢？,4,1,,,,2=5454,0=0=0,1,,,
2308,22,,A7：老巴,前面就是战争前线了，我们先和先锋部队汇合,4,1,,,,1=20089,0=0=0,1,,,
2309,22,,A7：骑士队长,（捂着伤口）突然涌入大量魔物，我们和突击部队被冲散了,4,1,,,,1=20178,0=0=0,1,,,
2310,22,,A7：骑士队长,只能拜托你们去支援他们了，我们会坚守最后一道防线！,4,1,,,,1=20178,0=0=0,1,,,
2311,22,,A7：老巴,（皱眉）有一股邪恶的能量在孕育，要抓紧找到通往二楼的入口！,4,1,,,,1=20089,0=0=0,1,,,
2312,22,,A7,丧心病狂！竟然用人类尸体来进行献祭，我们一定要阻止他们！,4,1,,,,1=20089,0=0=0,1,,,
2313,22,,A7,梦罗克的力量被削弱了，侧门似乎可以通往塔顶,4,1,,,,1=20089,0=0=0,1,,,
2314,22,,A7,看来只能消灭达纳托斯被诅咒的人格，否则…,4,1,,,,1=20089,0=0=0,1,,,
2315,23,,A7,寻找和自己对应的符文来抵抗达纳托斯的伤害,4,1,,,,,,,,,
2316,23,,A7,达纳托斯的憎恨正在凝视你，快跑！,4,1,,,,,,,,,
2317,23,,A7,危险！快背对达纳托斯的悲哀！,4,1,,,,,,,,,
2318,22,,A7,啊啊啊啊！！憎恨，绝望，悲哀！哈哈哈哈哈！！！,4,1,,,,1=20186,0=0.5=0,1,,,
2319,22,,A7,非常感激你，差一点就迷失了自我，梦罗克已经受到重伤，我们要抓紧追上去！,4,1,,,,1=20187,0=0.2=-0.3,1,,,
2320,23,,A7,危险！快背对梦罗克的魔法师！,4,1,,,,,,,,,
2321,22,,A7：骑士队长,我们激活了通往二楼的裂隙，可以通过裂隙到达二楼了！,4,1,,,,1=20178,0=0=0,1,,,
2322,22,,A7：骑士队长,我们激活了通往塔顶的裂隙，可以通过裂隙到达塔顶了！,4,1,,,,1=20178,0=0=0,1,,,
2401,22,,A9：修彼克,又来了！这些柱子源源不断的从那只大飞船上落下来,3,1,,,,2=8707,0=0=0,1,,,
2402,22,,A9：修彼克,先去破坏柱子，这是魔物重要的传送口,3,1,,,,2=8707,0=0=0,1,,,
2403,25,,A9：玩家自己,从满地的尸体和残垣来看，战况十分惨烈…,3,1,,,,,,,,,
2404,22,,A9：学者,啊，这里有魔物！,3,1,,,,2=8733,0=0=0,1,,,
2405,22,,A9：小女孩,…我害怕…,3,1,,,,2=8732,0=0=0,1,,,
2406,22,,A9：铁匠,天呐！,3,1,,,,2=8734,0=0=0,1,,,
2407,25,,A9：居民提示,全体队员进入保护圈！,2,1,,,,,,,,,
2408,26,,A9：居民提示,全体队员进入保护圈！,3600,1,,,,,,,,,
2409,22,,A9：修彼克,做的漂亮，我们先从左边过去，记住，北城门汇合！,3,1,,,,2=8707,0=0=0,1,,,
2410,22,,A9：深渊骑士,这里将成为你们的葬身之地！,3,1,,,,2=8702,0=0=0,1,,,
2411,22,,A9：深渊骑士,毕尤…大人….,3,1,,,,2=8702,0=0=0,1,,,
2412,22,,A9：毕尤,竟然能突破深渊骑士的防线，还算有点本事。,3,1,,,,2=8701,0=0=0,1,,,
2413,23,,A9：警告,凛风将至，快顺着标识方向跑动！！！,7,1,,,,,,,,,
2414,25,,A9：提示,由于光的照射，仪式之门缓缓打开,3,1,,,,,,,,,
2415,25,,A9：提示,成功掩护居民，获得骑士团的祝福！,3,1,,,,,,,,,
2416,25,,A9：提示,居民死亡，任务失败，将无法获得祝福！,3,1,,,,,,,,,
2417,25,,A9：传送柱提示,柱子每30秒传送1只暗盾祭司，速速摧毁！,2,1,,,,,,,,,
2418,26,,A9：传送柱提示,柱子每30秒传送1只暗盾祭司，速速摧毁！,3600,1,,,,,,,,,
2419,23,,A9：警告,毕尤准备向随机目标发起冲锋，所有人躲到障碍物后！,5,1,,,,,,,,,
2420,25,,A9：提示,窗边的折光器盛满了月光，像是皇室精心布置的秘密,5,1,,,,,,,,,
2421,23,,A9：警告,深渊骑士准备向随机目标释放暗影，所有人躲到障碍物后！,5,1,,,,,,,,,
2422,25,,A9：提示,折光器被倒下的书架压住而无法转动,5,1,,,,,,,,,
2423,22,,A9：毕尤,你们成功激起了我战斗的欲望，来场地中央战个痛快！,10,1,,,,2=8701,0=0=0,1,,,
2424,22,,A9：毕尤,我已经玩腻了，让一切结束吧,10,1,,,,2=8701,0=0=0,1,,,
2450,22,,双人契约：松饼,松饼的原料是1颗鸡蛋，2%的调料和<color=$$Yellow$$>98%的爱心</color>,10,1,,,,1=205,0=0=0,1,,,
2451,22,,双人契约：松饼,喜欢松饼的理由是<color=$$Yellow$$>妈妈爱吃</color>,10,1,,,,1=285,0=0=0,1,,,
2452,22,,双人契约：松饼（废弃）,<color=$$Yellow$$>10月2号</color>，我给了心爱的女孩一盒松饼，她很开心，找了阿黛尔一起分享,10,1,,,,1=69,0=0=0,1,,,
2453,22,,双人契约：果酒,听说古娜团长酿了58斤果酒，想喝,10,1,,,,1=402,0=0=0,1,,,
2454,22,,双人契约：果酒（废弃）,<color=$$Yellow$$>下午3点</color>，约了阿黛尔一起吃松饼，再配一杯果酒会更好吧？,10,1,,,,1=96,0=0=0,1,,,
2455,22,,双人契约：果酒,糟糕，果酒里不小心放入了<color=$$Yellow$$>榴莲</color>,10,1,,,,1=97,0=0=0,1,,,
2456,22,,双人契约：花蟹,传说离艾尔贝塔港口<color=$$Yellow$$>3公里</color>处有一只超大花蟹,10,1,,,,1=446,0=0=0,1,,,
2457,22,,双人契约：花蟹,分享一个冷知识，花蟹有8条腿,10,1,,,,1=224,0=0=0,1,,,
2458,22,,双人契约：花蟹（废弃）,有个女孩请我吃松饼，可我拒绝了，我只爱吃花蟹，一次能吃<color=$$Yellow$$>20只</color>！,10,1,,,,1=87,0=0=0,1,,,
2459,22,,双人契约：花之章,你们的距离可不能太远哦,5,1,,,,1=10571,0=0=0,1,,,
2460,22,,双人契约：花之章,你们的距离可不能太近哦,5,1,,,,1=10571,0=0=0,1,,,
2461,22,,双人契约：月之章,利用石板机关可以破除彼此的障碍，请齐心协力找出恶魔吧,5,1,,,,1=10571,0=0=0,1,,,
2462,25,,双人契约：月之章,触发石板，某处的门被打开了,5,1,,,,,,,,,
2463,25,,双人契约：月之章,离开石板，某处的门被关闭了,5,1,,,,,,,,,
2464,22,,双人契约：月之章,食物可是有记忆的，吃掉他们你们能获得和它们有关的故事,5,1,,,,1=10571,0=0=0,1,,,
2465,22,,双人契约：月之章,你们被连上了生命的红绳，距离太远会断开，同时两人也需要自己的空间,5,1,,,,1=10571,0=0=0,1,,,
2466,22,,双人契约：风之章,很遗憾，你们其中有人回答错误了,5,1,,,,1=10571,0=0=0,1,,,
2500,20,,,请消灭时空裂缝召唤而来的树精！,10,1,,,,,,,,,
2501,20,,,树精变多了！将它们全数消灭！,10,1,,,,,,,,,
2502,20,,,击败暗黑螳螂！,10,1,,,,,,,,,
2503,22,,,今天发生的一切，得赶紧告知剑士公会！,3,1,,,,2=7141,0=0=0,1,,,
2504,22,,,我要摧毁这片岛屿！,3,1,,,,1=20082,0=0=0,1,,,
2505,22,,,魔物似乎变大了？,3,1,,,,2=7141,0=0=0,1,,,
