MajorID,AwardType,BattleCardSeason,BattleCardLv,Exp,FreeAward,PayAward,DisplayType,DisplayMode
699,0,2,384,2000,,8523399,0,
700,0,2,385,2000,,8523399,0,
701,0,2,386,2000,,8523399,0,
702,0,2,387,2000,,8523399,0,
703,0,2,388,2000,,8523399,0,
704,0,2,389,2000,,8523399,0,
705,0,2,390,2000,,8523399,0,
706,0,2,391,2000,,8523399,0,
707,0,2,392,2000,,8523399,0,
708,0,2,393,2000,,8523399,0,
709,0,2,394,2000,,8523399,0,
710,0,2,395,2000,,8523399,0,
711,0,2,396,2000,,8523399,0,
712,0,2,397,2000,,8523399,0,
713,0,2,398,2000,,8523399,0,
714,0,2,399,2000,,8523399,0,
715,0,2,400,2000,,8523399,0,
716,0,2,401,2000,,8523399,0,
717,0,2,402,2000,,8523399,0,
718,0,2,403,2000,,8523399,0,
719,0,2,404,2000,,8523399,0,
720,0,2,405,2000,,8523399,0,
721,0,2,406,2000,,8523399,0,
722,0,2,407,2000,,8523399,0,
723,0,2,408,2000,,8523399,0,
724,0,2,409,2000,,8523399,0,
725,0,2,410,2000,,8523399,0,
726,0,2,411,2000,,8523399,0,
727,0,2,412,2000,,8523399,0,
728,0,2,413,2000,,8523399,0,
729,0,2,414,2000,,8523399,0,
730,0,2,415,2000,,8523399,0,
731,0,2,416,2000,,8523399,0,
732,0,2,417,2000,,8523399,0,
733,0,2,418,2000,,8523399,0,
734,0,2,419,2000,,8523399,0,
735,0,2,420,2000,,8523399,0,
736,0,2,421,2000,,8523399,0,
737,0,2,422,2000,,8523399,0,
738,0,2,423,2000,,8523399,0,
739,0,2,424,2000,,8523399,0,
740,0,2,425,2000,,8523399,0,
741,0,2,426,2000,,8523399,0,
742,0,2,427,2000,,8523399,0,
743,0,2,428,2000,,8523399,0,
744,0,2,429,2000,,8523399,0,
745,0,2,430,2000,,8523399,0,
746,0,2,431,2000,,8523399,0,
747,0,2,432,2000,,8523399,0,
748,0,2,433,2000,,8523399,0,
749,0,2,434,2000,,8523399,0,
750,0,2,435,2000,,8523399,0,
751,0,2,436,2000,,8523399,0,
752,0,2,437,2000,,8523399,0,
753,0,2,438,2000,,8523399,0,
754,0,2,439,2000,,8523399,0,
755,0,2,440,2000,,8523399,0,
756,0,2,441,2000,,8523399,0,
757,0,2,442,2000,,8523399,0,
758,0,2,443,2000,,8523399,0,
759,0,2,444,2000,,8523399,0,
760,0,2,445,2000,,8523399,0,
761,0,2,446,2000,,8523399,0,
762,0,2,447,2000,,8523399,0,
763,0,2,448,2000,,8523399,0,
764,0,2,449,2000,,8523399,0,
765,0,2,450,2000,,8523399,0,
766,0,2,451,2000,,8523399,0,
767,0,2,452,2000,,8523399,0,
768,0,2,453,2000,,8523399,0,
769,0,2,454,2000,,8523399,0,
770,0,2,455,2000,,8523399,0,
771,0,2,456,2000,,8523399,0,
772,0,2,457,2000,,8523399,0,
773,0,2,458,2000,,8523399,0,
774,0,2,459,2000,,8523399,0,
775,0,2,460,2000,,8523399,0,
776,0,2,461,2000,,8523399,0,
777,0,2,462,2000,,8523399,0,
778,0,2,463,2000,,8523399,0,
779,0,2,464,2000,,8523399,0,
780,0,2,465,2000,,8523399,0,
781,0,2,466,2000,,8523399,0,
782,0,2,467,2000,,8523399,0,
783,0,2,468,2000,,8523399,0,
784,0,2,469,2000,,8523399,0,
785,0,2,470,2000,,8523399,0,
786,0,2,471,2000,,8523399,0,
787,0,2,472,2000,,8523399,0,
788,0,2,473,2000,,8523399,0,
789,0,2,474,2000,,8523399,0,
790,0,2,475,2000,,8523399,0,
791,0,2,476,2000,,8523399,0,
792,0,2,477,2000,,8523399,0,
793,0,2,478,2000,,8523399,0,
794,0,2,479,2000,,8523399,0,
795,0,2,480,2000,,8523399,0,
796,0,2,481,2000,,8523399,0,
797,0,2,482,2000,,8523399,0,
798,0,2,483,2000,,8523399,0,
799,0,2,484,2000,,8523399,0,
800,0,2,485,2000,,8523399,0,
801,0,2,486,2000,,8523399,0,
802,0,2,487,2000,,8523399,0,
803,0,2,488,2000,,8523399,0,
804,0,2,489,2000,,8523399,0,
805,0,2,490,2000,,8523399,0,
806,0,2,491,2000,,8523399,0,
807,0,2,492,2000,,8523399,0,
808,0,2,493,2000,,8523399,0,
809,0,2,494,2000,,8523399,0,
810,0,2,495,2000,,8523399,0,
811,0,2,496,2000,,8523399,0,
812,0,2,497,2000,,8523399,0,
813,0,2,498,2000,,8523399,0,
814,0,2,499,2000,,8523399,0,
815,0,2,500,2000,,8523399,0,
816,0,2,501,2000,,8523399,0,
817,0,2,502,2000,,8523399,0,
818,0,2,503,2000,,8523399,0,
819,0,2,504,2000,,8523399,0,
820,0,2,505,2000,,8523399,0,
821,0,2,506,2000,,8523399,0,
822,0,2,507,2000,,8523399,0,
823,0,2,508,2000,,8523399,0,
824,0,2,509,2000,,8523399,0,
825,0,2,510,2000,,8523399,0,
826,0,2,511,2000,,8523399,0,
827,0,2,512,2000,,8523399,0,
828,0,2,513,2000,,8523399,0,
829,0,2,514,2000,,8523399,0,
830,0,2,515,2000,,8523399,0,
831,0,2,516,2000,,8523399,0,
832,0,2,517,2000,,8523399,0,
833,0,2,518,2000,,8523399,0,
834,0,2,519,2000,,8523399,0,
835,0,2,520,2000,,8523399,0,
836,0,2,521,2000,,8523399,0,
837,0,2,522,2000,,8523399,0,
838,0,2,523,2000,,8523399,0,
839,0,2,524,2000,,8523399,0,
840,0,2,525,2000,,8523399,0,
841,0,2,526,2000,,8523399,0,
842,0,2,527,2000,,8523399,0,
843,0,2,528,2000,,8523399,0,
844,0,2,529,2000,,8523399,0,
845,0,2,530,2000,,8523399,0,
846,0,2,531,2000,,8523399,0,
847,0,2,532,2000,,8523399,0,
848,0,2,533,2000,,8523399,0,
849,0,3,1,2000,8524000,8524200,0,
850,0,3,2,2000,8524001,8524201,0,
851,0,3,3,2000,8524002,8524202,0,
852,0,3,4,2000,8524003,8524203,0,
853,0,3,5,2000,8524004,8524204,0,
854,0,3,6,2000,8524005,8524205,0,
855,0,3,7,2000,8524006,8524206,0,
856,0,3,8,2000,8524007,8524207,0,
857,0,3,9,2000,8524008,8524208,0,
858,0,3,10,2000,8524009,8524209,1,
859,0,3,11,2000,8524010,8524210,0,
860,0,3,12,2000,8524011,8524211,0,
861,0,3,13,2000,8524012,8524212,0,
862,0,3,14,2000,8524013,8524213,0,
863,0,3,15,2000,8524014,8524214,0,
864,0,3,16,2000,8524015,8524215,0,
865,0,3,17,2000,8524016,8524216,0,
866,0,3,18,2000,8524017,8524217,0,
867,0,3,19,2000,8524018,8524218,0,
868,0,3,20,2000,8524019,8524219,1,
869,0,3,21,2000,8524020,8524220,0,
870,0,3,22,2000,8524021,8524221,0,
871,0,3,23,2000,8524022,8524222,0,
872,0,3,24,2000,8524023,8524223,0,
873,0,3,25,2000,8524024,8524224,1,
874,0,3,26,2000,8524025,8524225,0,
875,0,3,27,2000,8524026,8524226,0,
876,0,3,28,2000,8524027,8524227,0,
877,0,3,29,2000,8524028,8524228,0,
878,0,3,30,2000,8524029,8524229,1,
879,0,3,31,2000,8524030,8524230,0,
880,0,3,32,2000,8524031,8524231,0,
881,0,3,33,2000,8524032,8524232,0,
882,0,3,34,2000,8524033,8524233,0,
883,0,3,35,2000,8524034,8524234,0,
884,0,3,36,2000,8524035,8524235,0,
885,0,3,37,2000,8524036,8524236,0,
886,0,3,38,2000,8524037,8524237,0,
887,0,3,39,2000,8524038,8524238,0,
888,0,3,40,2000,8524039,8524239,1,
889,0,3,41,2000,8524040,8524240,0,
890,0,3,42,2000,8524041,8524241,0,
891,0,3,43,2000,8524042,8524242,0,
892,0,3,44,2000,8524043,8524243,0,
893,0,3,45,2000,8524044,8524244,0,
894,0,3,46,2000,8524045,8524245,0,
895,0,3,47,2000,8524046,8524246,0,
896,0,3,48,2000,8524047,8524247,0,
897,0,3,49,2000,8524048,8524248,0,
898,0,3,50,2000,8524049,8524249,1,
899,0,3,51,2000,8524050,8524250,0,
900,0,3,52,2000,8524051,8524251,0,
901,0,3,53,2000,8524052,8524252,0,
902,0,3,54,2000,8524053,8524253,0,
903,0,3,55,2000,8524054,8524254,0,
904,0,3,56,2000,8524055,8524255,0,
905,0,3,57,2000,8524056,8524256,0,
906,0,3,58,2000,8524057,8524257,0,
907,0,3,59,2000,8524058,8524258,0,
908,0,3,60,2000,8524059,8524259,1,
909,0,3,61,2000,8524060,8524260,0,
910,0,3,62,2000,8524061,8524261,0,
911,0,3,63,2000,8524062,8524262,0,
912,0,3,64,2000,8524063,8524263,0,
913,0,3,65,2000,8524064,8524264,0,
914,0,3,66,2000,8524065,8524265,0,
915,0,3,67,2000,8524066,8524266,0,
916,0,3,68,2000,8524067,8524267,0,
917,0,3,69,2000,8524068,8524268,0,
918,0,3,70,2000,8524069,8524269,1,
919,0,3,71,2000,8524070,8524270,0,
920,0,3,72,2000,8524071,8524271,0,
921,0,3,73,2000,8524072,8524272,0,
922,0,3,74,2000,8524073,8524273,0,
923,0,3,75,2000,8524074,8524274,0,
924,0,3,76,2000,8524075,8524275,0,
925,0,3,77,2000,8524076,8524276,0,
926,0,3,78,2000,8524077,8524277,0,
927,0,3,79,2000,8524078,8524278,0,
928,0,3,80,2000,8524079,8524279,1,
929,0,3,81,2000,8524080,8524280,0,
930,0,3,82,2000,8524081,8524281,0,
931,0,3,83,2000,8524082,8524282,0,
932,0,3,84,2000,8524083,8524283,0,
933,0,3,85,2000,8524084,8524284,0,
934,0,3,86,2000,8524085,8524285,0,
935,0,3,87,2000,8524086,8524286,0,
936,0,3,88,2000,8524087,8524287,0,
937,0,3,89,2000,8524088,8524288,0,
938,0,3,90,2000,8524089,8524289,1,
939,0,3,91,2000,8524090,8524290,0,
940,0,3,92,2000,8524091,8524291,0,
941,0,3,93,2000,8524092,8524292,0,
942,0,3,94,2000,8524093,8524293,0,
943,0,3,95,2000,8524094,8524294,0,
944,0,3,96,2000,,8524295,0,
945,0,3,97,2000,,8524296,0,
946,0,3,98,2000,,8524297,0,
947,0,3,99,2000,,8524298,0,
948,0,3,100,2000,,8524299,1,1010055|1010056
949,0,3,101,2000,,8524301,0,
950,0,3,102,2000,,8524301,0,
951,0,3,103,2000,,8524301,0,
952,0,3,104,2000,,8524301,0,
953,0,3,105,2000,,8524301,0,
954,0,3,106,2000,,8524301,0,
955,0,3,107,2000,,8524301,0,
956,0,3,108,2000,,8524301,0,
957,0,3,109,2000,,8524301,0,
958,0,3,110,2000,,8524301,0,
959,0,3,111,2000,,8524301,0,
960,0,3,112,2000,,8524301,0,
961,0,3,113,2000,,8524301,0,
962,0,3,114,2000,,8524301,0,
963,0,3,115,2000,,8524301,0,
964,0,3,116,2000,,8524301,0,
965,0,3,117,2000,,8524301,0,
966,0,3,118,2000,,8524301,0,
967,0,3,119,2000,,8524301,0,
968,0,3,120,2000,,8524301,0,
969,0,3,121,2000,,8524301,0,
970,0,3,122,2000,,8524301,0,
971,0,3,123,2000,,8524301,0,
972,0,3,124,2000,,8524301,0,
973,0,3,125,2000,,8524301,0,
974,0,3,126,2000,,8524301,0,
975,0,3,127,2000,,8524301,0,
976,0,3,128,2000,,8524301,0,
977,0,3,129,2000,,8524301,0,
978,0,3,130,2000,,8524301,0,
979,0,3,131,2000,,8524301,0,
980,0,3,132,2000,,8524301,0,
981,0,3,133,2000,,8524301,0,
982,0,3,134,2000,,8524301,0,
983,0,3,135,2000,,8524300,1,
984,0,3,136,2000,,8524301,0,
985,0,3,137,2000,,8524301,0,
986,0,3,138,2000,,8524301,0,
987,0,3,139,2000,,8524301,0,
988,0,3,140,2000,,8524301,0,
989,0,3,141,2000,,8524301,0,
990,0,3,142,2000,,8524301,0,
991,0,3,143,2000,,8524301,0,
992,0,3,144,2000,,8524301,0,
993,0,3,145,2000,,8524301,0,
994,0,3,146,2000,,8524301,0,
995,0,3,147,2000,,8524301,0,
996,0,3,148,2000,,8524301,0,
997,0,3,149,2000,,8524301,0,
998,0,3,150,2000,,8524300,1,
999,0,3,151,2000,,8524301,0,
1000,0,3,152,2000,,8524301,0,
1001,0,3,153,2000,,8524301,0,
1002,0,3,154,2000,,8524301,0,
1003,0,3,155,2000,,8524301,0,
1004,0,3,156,2000,,8524301,0,
1005,0,3,157,2000,,8524301,0,
1006,0,3,158,2000,,8524301,0,
1007,0,3,159,2000,,8524301,0,
1008,0,3,160,2000,,8524301,0,
1009,0,3,161,2000,,8524301,0,
1010,0,3,162,2000,,8524301,0,
1011,0,3,163,2000,,8524301,0,
1012,0,3,164,2000,,8524301,0,
1013,0,3,165,2000,,8524301,0,
1014,0,3,166,2000,,8524301,0,
1015,0,3,167,2000,,8524301,0,
1016,0,3,168,2000,,8524301,0,
1017,0,3,169,2000,,8524301,0,
1018,0,3,170,2000,,8524301,0,
1019,0,3,171,2000,,8524301,0,
1020,0,3,172,2000,,8524301,0,
1021,0,3,173,2000,,8524301,0,
1022,0,3,174,2000,,8524301,0,
1023,0,3,175,2000,,8524301,0,
1024,0,3,176,2000,,8524301,0,
1025,0,3,177,2000,,8524301,0,
1026,0,3,178,2000,,8524301,0,
1027,0,3,179,2000,,8524301,0,
1028,0,3,180,2000,,8524301,0,
1029,0,3,181,2000,,8524301,0,
1030,0,3,182,2000,,8524301,0,
1031,0,3,183,2000,,8524301,0,
1032,0,3,184,2000,,8524301,0,
1033,0,3,185,2000,,8524301,0,
1034,0,3,186,2000,,8524301,0,
1035,0,3,187,2000,,8524301,0,
1036,0,3,188,2000,,8524301,0,
1037,0,3,189,2000,,8524301,0,
1038,0,3,190,2000,,8524301,0,
1039,0,3,191,2000,,8524301,0,
1040,0,3,192,2000,,8524301,0,
1041,0,3,193,2000,,8524301,0,
1042,0,3,194,2000,,8524301,0,
1043,0,3,195,2000,,8524301,0,
1044,0,3,196,2000,,8524301,0,
1045,0,3,197,2000,,8524301,0,
1046,0,3,198,2000,,8524301,0,
1047,0,3,199,2000,,8524301,0,
1048,0,3,200,2000,,8524301,0,
1049,0,3,201,2000,,8524301,0,
1050,0,3,202,2000,,8524301,0,
1051,0,3,203,2000,,8524301,0,
1052,0,3,204,2000,,8524301,0,
1053,0,3,205,2000,,8524301,0,
1054,0,3,206,2000,,8524301,0,
1055,0,3,207,2000,,8524301,0,
1056,0,3,208,2000,,8524301,0,
1057,0,3,209,2000,,8524301,0,
1058,0,3,210,2000,,8524301,0,
1059,0,3,211,2000,,8524301,0,
1060,0,3,212,2000,,8524301,0,
1061,0,3,213,2000,,8524301,0,
1062,0,3,214,2000,,8524301,0,
1063,0,3,215,2000,,8524301,0,
1064,0,3,216,2000,,8524301,0,
1065,0,3,217,2000,,8524301,0,
1066,0,3,218,2000,,8524301,0,
1067,0,3,219,2000,,8524301,0,
1068,0,3,220,2000,,8524301,0,
1069,0,3,221,2000,,8524301,0,
1070,0,3,222,2000,,8524301,0,
1071,0,3,223,2000,,8524301,0,
1072,0,3,224,2000,,8524301,0,
1073,0,3,225,2000,,8524301,0,
1074,0,3,226,2000,,8524301,0,
1075,0,3,227,2000,,8524301,0,
1076,0,3,228,2000,,8524301,0,
1077,0,3,229,2000,,8524301,0,
1078,0,3,230,2000,,8524301,0,
1079,0,3,231,2000,,8524301,0,
1080,0,3,232,2000,,8524301,0,
1081,0,3,233,2000,,8524301,0,
1082,0,3,234,2000,,8524301,0,
1083,0,3,235,2000,,8524301,0,
1084,0,3,236,2000,,8524301,0,
1085,0,3,237,2000,,8524301,0,
1086,0,3,238,2000,,8524301,0,
1087,0,3,239,2000,,8524301,0,
1088,0,3,240,2000,,8524301,0,
1089,0,3,241,2000,,8524301,0,
1090,0,3,242,2000,,8524301,0,
1091,0,3,243,2000,,8524301,0,
1092,0,3,244,2000,,8524301,0,
1093,0,3,245,2000,,8524301,0,
1094,0,3,246,2000,,8524301,0,
1095,0,3,247,2000,,8524301,0,
1096,0,3,248,2000,,8524301,0,
1097,0,3,249,2000,,8524301,0,
1098,0,3,250,2000,,8524301,0,
1099,0,3,251,2000,,8524301,0,
1100,0,3,252,2000,,8524301,0,
1101,0,3,253,2000,,8524301,0,
1102,0,3,254,2000,,8524301,0,
1103,0,3,255,2000,,8524301,0,
1104,0,3,256,2000,,8524301,0,
1105,0,3,257,2000,,8524301,0,
1106,0,3,258,2000,,8524301,0,
1107,0,3,259,2000,,8524301,0,
1108,0,3,260,2000,,8524301,0,
1109,0,3,261,2000,,8524301,0,
1110,0,3,262,2000,,8524301,0,
1111,0,3,263,2000,,8524301,0,
1112,0,3,264,2000,,8524301,0,
1113,0,3,265,2000,,8524301,0,
1114,0,3,266,2000,,8524301,0,
1115,0,3,267,2000,,8524301,0,
1116,0,3,268,2000,,8524301,0,
1117,0,3,269,2000,,8524301,0,
1118,0,3,270,2000,,8524301,0,
1119,0,3,271,2000,,8524301,0,
1120,0,3,272,2000,,8524301,0,
1121,0,3,273,2000,,8524301,0,
1122,0,3,274,2000,,8524301,0,
1123,0,3,275,2000,,8524301,0,
1124,0,3,276,2000,,8524301,0,
1125,0,3,277,2000,,8524301,0,
1126,0,3,278,2000,,8524301,0,
1127,0,3,279,2000,,8524301,0,
1128,0,3,280,2000,,8524301,0,
1129,0,3,281,2000,,8524301,0,
1130,0,3,282,2000,,8524301,0,
1131,0,3,283,2000,,8524301,0,
1132,0,3,284,2000,,8524301,0,
1133,0,3,285,2000,,8524301,0,
1134,0,3,286,2000,,8524301,0,
1135,0,3,287,2000,,8524301,0,
1136,0,3,288,2000,,8524301,0,
1137,0,3,289,2000,,8524301,0,
1138,0,3,290,2000,,8524301,0,
1139,0,3,291,2000,,8524301,0,
1140,0,3,292,2000,,8524301,0,
1141,0,3,293,2000,,8524301,0,
1142,0,3,294,2000,,8524301,0,
1143,0,3,295,2000,,8524301,0,
1144,0,3,296,2000,,8524301,0,
1145,0,3,297,2000,,8524301,0,
1146,0,3,298,2000,,8524301,0,
1147,0,3,299,2000,,8524301,0,
1148,0,3,300,2000,,8524301,0,
1149,0,3,301,2000,,8524301,0,
1150,0,3,302,2000,,8524301,0,
1151,0,3,303,2000,,8524301,0,
1152,0,3,304,2000,,8524301,0,
1153,0,3,305,2000,,8524301,0,
1154,0,3,306,2000,,8524301,0,
1155,0,3,307,2000,,8524301,0,
1156,0,3,308,2000,,8524301,0,
1157,0,3,309,2000,,8524301,0,
1158,0,3,310,2000,,8524301,0,
1159,0,3,311,2000,,8524301,0,
1160,0,3,312,2000,,8524301,0,
1161,0,3,313,2000,,8524301,0,
1162,0,3,314,2000,,8524301,0,
1163,0,3,315,2000,,8524301,0,
1164,0,3,316,2000,,8524301,0,
1165,0,3,317,2000,,8524301,0,
1166,0,3,318,2000,,8524301,0,
1167,0,3,319,2000,,8524301,0,
1168,0,3,320,2000,,8524301,0,
1169,0,3,321,2000,,8524301,0,
1170,0,3,322,2000,,8524301,0,
1171,0,3,323,2000,,8524301,0,
1172,0,3,324,2000,,8524301,0,
1173,0,3,325,2000,,8524301,0,
1174,0,3,326,2000,,8524301,0,
1175,0,3,327,2000,,8524301,0,
1176,0,3,328,2000,,8524301,0,
1177,0,3,329,2000,,8524301,0,
1178,0,3,330,2000,,8524301,0,
1179,0,3,331,2000,,8524301,0,
1180,0,3,332,2000,,8524301,0,
1181,0,3,333,2000,,8524301,0,
1182,0,3,334,2000,,8524301,0,
1183,0,3,335,2000,,8524301,0,
1184,0,3,336,2000,,8524301,0,
1185,0,3,337,2000,,8524301,0,
1186,0,3,338,2000,,8524301,0,
1187,0,3,339,2000,,8524301,0,
1188,0,3,340,2000,,8524301,0,
1189,0,3,341,2000,,8524301,0,
1190,0,3,342,2000,,8524301,0,
1191,0,3,343,2000,,8524301,0,
1192,0,3,344,2000,,8524301,0,
1193,0,3,345,2000,,8524301,0,
1194,0,3,346,2000,,8524301,0,
1195,0,3,347,2000,,8524301,0,
1196,0,3,348,2000,,8524301,0,
1197,0,3,349,2000,,8524301,0,
1198,0,3,350,2000,,8524301,0,
1199,0,3,351,2000,,8524301,0,
1200,0,3,352,2000,,8524301,0,
1201,0,3,353,2000,,8524301,0,
1202,0,3,354,2000,,8524301,0,
1203,0,3,355,2000,,8524301,0,
1204,0,3,356,2000,,8524301,0,
1205,0,3,357,2000,,8524301,0,
1206,0,3,358,2000,,8524301,0,
1207,0,3,359,2000,,8524301,0,
1208,0,3,360,2000,,8524301,0,
1209,0,3,361,2000,,8524301,0,
1210,0,3,362,2000,,8524301,0,
1211,0,3,363,2000,,8524301,0,
1212,0,3,364,2000,,8524301,0,
1213,0,3,365,2000,,8524301,0,
1214,0,3,366,2000,,8524301,0,
1215,0,3,367,2000,,8524301,0,
1216,0,3,368,2000,,8524301,0,
1217,0,3,369,2000,,8524301,0,
1218,0,3,370,2000,,8524301,0,
1219,0,3,371,2000,,8524301,0,
1220,0,3,372,2000,,8524301,0,
1221,0,3,373,2000,,8524301,0,
1222,0,3,374,2000,,8524301,0,
1223,0,3,375,2000,,8524301,0,
1224,0,3,376,2000,,8524301,0,
1225,0,3,377,2000,,8524301,0,
1226,0,3,378,2000,,8524301,0,
1227,0,3,379,2000,,8524301,0,
1228,0,3,380,2000,,8524301,0,
1229,0,3,381,2000,,8524301,0,
1230,0,3,382,2000,,8524301,0,
1231,0,3,383,2000,,8524301,0,
1232,0,3,384,2000,,8524301,0,
1233,0,3,385,2000,,8524301,0,
1234,0,3,386,2000,,8524301,0,
1235,0,3,387,2000,,8524301,0,
1236,0,3,388,2000,,8524301,0,
1237,0,3,389,2000,,8524301,0,
1238,0,3,390,2000,,8524301,0,
1239,0,3,391,2000,,8524301,0,
1240,0,3,392,2000,,8524301,0,
1241,0,3,393,2000,,8524301,0,
1242,0,3,394,2000,,8524301,0,
1243,0,3,395,2000,,8524301,0,
1244,0,3,396,2000,,8524301,0,
1245,0,3,397,2000,,8524301,0,
1246,0,3,398,2000,,8524301,0,
1247,0,3,399,2000,,8524301,0,
1248,0,3,400,2000,,8524301,0,
1249,0,3,401,2000,,8524301,0,
1250,0,3,402,2000,,8524301,0,
1251,0,3,403,2000,,8524301,0,
1252,0,3,404,2000,,8524301,0,
1253,0,3,405,2000,,8524301,0,
1254,0,3,406,2000,,8524301,0,
1255,0,3,407,2000,,8524301,0,
1256,0,3,408,2000,,8524301,0,
1257,0,3,409,2000,,8524301,0,
1258,0,3,410,2000,,8524301,0,
1259,0,3,411,2000,,8524301,0,
1260,0,3,412,2000,,8524301,0,
1261,0,3,413,2000,,8524301,0,
1262,0,3,414,2000,,8524301,0,
1263,0,3,415,2000,,8524301,0,
1264,0,3,416,2000,,8524301,0,
1265,0,3,417,2000,,8524301,0,
1266,0,3,418,2000,,8524301,0,
1267,0,3,419,2000,,8524301,0,
1268,0,3,420,2000,,8524301,0,
1269,0,3,421,2000,,8524301,0,
1270,0,3,422,2000,,8524301,0,
1271,0,3,423,2000,,8524301,0,
1272,0,3,424,2000,,8524301,0,
1273,0,3,425,2000,,8524301,0,
1274,0,3,426,2000,,8524301,0,
1275,0,3,427,2000,,8524301,0,
1276,0,3,428,2000,,8524301,0,
1277,0,3,429,2000,,8524301,0,
1278,0,3,430,2000,,8524301,0,
1279,0,3,431,2000,,8524301,0,
1280,0,3,432,2000,,8524301,0,
1281,0,3,433,2000,,8524301,0,
1282,0,3,434,2000,,8524301,0,
1283,0,3,435,2000,,8524301,0,
1284,0,3,436,2000,,8524301,0,
1285,0,3,437,2000,,8524301,0,
1286,0,3,438,2000,,8524301,0,
1287,0,3,439,2000,,8524301,0,
1288,0,3,440,2000,,8524301,0,
1289,0,3,441,2000,,8524301,0,
1290,0,3,442,2000,,8524301,0,
1291,0,3,443,2000,,8524301,0,
1292,0,3,444,2000,,8524301,0,
1293,0,3,445,2000,,8524301,0,
1294,0,3,446,2000,,8524301,0,
1295,0,3,447,2000,,8524301,0,
1296,0,3,448,2000,,8524301,0,
1297,0,3,449,2000,,8524301,0,
1298,0,3,450,2000,,8524301,0,
1299,0,3,451,2000,,8524301,0,
1300,0,3,452,2000,,8524301,0,
1301,0,3,453,2000,,8524301,0,
1302,0,3,454,2000,,8524301,0,
1303,0,3,455,2000,,8524301,0,
1304,0,3,456,2000,,8524301,0,
1305,0,3,457,2000,,8524301,0,
1306,0,3,458,2000,,8524301,0,
1307,0,3,459,2000,,8524301,0,
1308,0,3,460,2000,,8524301,0,
1309,0,3,461,2000,,8524301,0,
1310,0,3,462,2000,,8524301,0,
1311,0,3,463,2000,,8524301,0,
1312,0,3,464,2000,,8524301,0,
1313,0,3,465,2000,,8524301,0,
1314,0,3,466,2000,,8524301,0,
1315,0,3,467,2000,,8524301,0,
1316,0,3,468,2000,,8524301,0,
1317,0,3,469,2000,,8524301,0,
1318,0,3,470,2000,,8524301,0,
1319,0,3,471,2000,,8524301,0,
1320,0,3,472,2000,,8524301,0,
1321,0,3,473,2000,,8524301,0,
1322,0,3,474,2000,,8524301,0,
1323,0,3,475,2000,,8524301,0,
1324,0,3,476,2000,,8524301,0,
1325,0,3,477,2000,,8524301,0,
1326,0,3,478,2000,,8524301,0,
1327,0,3,479,2000,,8524301,0,
1328,0,3,480,2000,,8524301,0,
1329,0,3,481,2000,,8524301,0,
1330,0,3,482,2000,,8524301,0,
1331,0,3,483,2000,,8524301,0,
1332,0,3,484,2000,,8524301,0,
1333,0,3,485,2000,,8524301,0,
1334,0,3,486,2000,,8524301,0,
1335,0,3,487,2000,,8524301,0,
1336,0,3,488,2000,,8524301,0,
1337,0,3,489,2000,,8524301,0,
1338,0,3,490,2000,,8524301,0,
1339,0,3,491,2000,,8524301,0,
1340,0,3,492,2000,,8524301,0,
1341,0,3,493,2000,,8524301,0,
1342,0,3,494,2000,,8524301,0,
1343,0,3,495,2000,,8524301,0,
1344,0,3,496,2000,,8524301,0,
1345,0,3,497,2000,,8524301,0,
1346,0,3,498,2000,,8524301,0,
1347,0,3,499,2000,,8524301,0,
1348,0,3,500,2000,,8524301,0,
1349,0,3,501,2000,,8524301,0,
1350,0,3,502,2000,,8524301,0,
1351,0,3,503,2000,,8524301,0,
1352,0,3,504,2000,,8524301,0,
1353,0,3,505,2000,,8524301,0,
1354,0,3,506,2000,,8524301,0,
1355,0,3,507,2000,,8524301,0,
1356,0,3,508,2000,,8524301,0,
1357,0,3,509,2000,,8524301,0,
1358,0,3,510,2000,,8524301,0,
1359,0,3,511,2000,,8524301,0,
1360,0,3,512,2000,,8524301,0,
1361,0,3,513,2000,,8524301,0,
1362,0,3,514,2000,,8524301,0,
1363,0,3,515,2000,,8524301,0,
1364,0,3,516,2000,,8524301,0,
1365,0,3,517,2000,,8524301,0,
1366,0,3,518,2000,,8524301,0,
1367,0,3,519,2000,,8524301,0,
1368,0,3,520,2000,,8524301,0,
1369,0,3,521,2000,,8524301,0,
1370,0,3,522,2000,,8524301,0,
1371,0,3,523,2000,,8524301,0,
1372,0,3,524,2000,,8524301,0,
1373,0,3,525,2000,,8524301,0,
1374,0,3,526,2000,,8524301,0,
1375,0,3,527,2000,,8524301,0,
1376,0,3,528,2000,,8524301,0,
1377,0,3,529,2000,,8524301,0,
1378,0,3,530,2000,,8524301,0,
1379,0,3,531,2000,,8524301,0,
1380,0,3,532,2000,,8524301,0,
1381,0,3,533,2000,,8524301,0,
1382,0,3,534,2000,,8524301,0,
1383,0,3,535,2000,,8524301,0,
1384,0,3,536,2000,,8524301,0,
1385,0,4,1,2000,8525001,8525200,0,
1386,0,4,2,2000,8525002,8525201,0,
1387,0,4,3,2000,8525003,8525202,0,
1388,0,4,4,2000,8525004,8525203,0,
1389,0,4,5,2000,8525005,8525204,0,
1390,0,4,6,2000,8525006,8525205,0,
1391,0,4,7,2000,8525007,8525206,0,
1392,0,4,8,2000,8525008,8525207,0,
1393,0,4,9,2000,8525009,8525208,0,
1394,0,4,10,2000,8525010,8525209,1,
