ID,JackpotNum,Description,Prop,SortID,PriorityLevel,PrdID,Weight,DoorTime,BindInfo,ServerDaylLimit,GenderLimit
101405,1014,星星棒嘴饰扭蛋,2151536=5,5,2,-1,20,0,1,150=999,2
101406,1014,珍贵的卡片碎片,3020022=1,6,2,-1,10,0,1,150=999,2
101407,1014,高级锢魔石,3021010=1,7,2,-1,15,0,1,150=999,2
101408,1014,高级精炼保护礼盒,3010132=1,8,2,-1,30,0,1,150=999,2
101409,1014,超级饼干,3024003=3,9,2,-1,30,0,1,150=999,2
101410,1014,魔力晶石,40000010=250,10,2,-1,30,0,1,150=999,2
111401,1014,仙女棒烟花,1090060=1,1,1,8,50,0,1,61=149,2
111402,1014,100级装备图纸碎片,2034012=10,2,2,-1,30,0,1,61=149,2
111403,1014,崩裂迪齿轮升级箱Ⅰ,2151533=1,3,2,-1,15,0,1,61=149,2
111404,1014,莫拉硬币升级箱Ⅰ,2151530=1,4,2,-1,20,0,1,61=149,2
111405,1014,星星棒嘴饰扭蛋,2151536=5,5,2,-1,20,0,1,61=149,2
111406,1014,珍贵的卡片碎片,3020022=1,6,2,-1,10,0,1,61=149,2
111407,1014,高级锢魔石,3021010=1,7,2,-1,15,0,1,61=149,2
111408,1014,高级精炼保护礼盒,3010132=1,8,2,-1,30,0,1,61=149,2
111409,1014,超级饼干,3024003=3,9,2,-1,30,0,1,61=149,2
111410,1014,魔力晶石,40000010=250,10,2,-1,30,0,1,61=149,2
121401,1014,仙女棒烟花,1090060=1,1,1,8,50,0,1,0=60,2
121402,1014,80级装备图纸碎片,2034011=10,2,2,-1,30,0,1,0=60,2
121403,1014,崩裂迪齿轮升级箱Ⅰ,2151533=1,3,2,-1,15,0,1,0=60,2
121404,1014,莫拉硬币升级箱Ⅰ,2151530=1,4,2,-1,20,0,1,0=60,2
121405,1014,星星棒嘴饰扭蛋,2151536=5,5,2,-1,20,0,1,0=60,2
121406,1014,珍贵的卡片碎片,3020022=1,6,2,-1,10,0,1,0=60,2
121407,1014,高级锢魔石,3021010=1,7,2,-1,15,0,1,0=60,2
121408,1014,高级精炼保护礼盒,3010132=1,8,2,-1,30,0,1,0=60,2
121409,1014,超级饼干,3024003=3,9,2,-1,30,0,1,0=60,2
121410,1014,魔力晶石,40000010=250,10,2,-1,30,0,1,0=60,2
101501,1015,烟花发箍,1070232=1,1,1,9,50,0,1,150=999,2
101502,1015,100级装备图纸碎片,2034013=20,2,2,-1,30,0,1,150=999,2
101503,1015,崩裂迪齿轮升级箱Ⅰ,2151533=1,3,2,-1,10,0,1,150=999,2
101504,1015,莫拉硬币升级箱Ⅰ,2151530=2,4,2,-1,20,0,1,150=999,2
101505,1015,星星棒嘴饰扭蛋,2151536=10,5,2,-1,10,0,1,150=999,2
101506,1015,高级卡片转蛋,3010131=1,6,2,-1,20,0,1,150=999,2
101507,1015,珍贵的卡片碎片,3020022=2,7,2,-1,15,0,1,150=999,2
101508,1015,高级锢魔石,3021010=2,8,2,-1,30,0,1,150=999,2
101509,1015,稀有锢魔石,3021012=1,9,2,-1,10,0,1,150=999,2
101510,1015,往期扭蛋自选礼包,2091303=3,10,2,-1,30,0,1,150=999,2
101511,1015,高级精炼自选礼盒,3010133=4,11,2,-1,35,0,1,150=999,2
101512,1015,高级精炼保护礼盒,3010132=3,12,2,-1,40,0,1,150=999,2
101513,1015,强化金属自选礼盒,3011512=6,13,2,-1,35,0,1,150=999,2
101514,1015,天地树果实,2010008=10,14,2,-1,35,0,1,150=999,2
101515,1015,彩虹粉末礼包,2091115=2,15,2,-1,25,0,1,150=999,2
101516,1015,大型铜币袋子,2091200=2,16,2,-1,35,0,1,150=999,2
111501,1015,烟花发箍,1070232=1,1,1,9,50,0,1,61=149,2
111502,1015,100级装备图纸碎片,2034012=20,2,2,-1,30,0,1,61=149,2
111503,1015,崩裂迪齿轮升级箱Ⅰ,2151533=1,3,2,-1,10,0,1,61=149,2
111504,1015,莫拉硬币升级箱Ⅰ,2151530=2,4,2,-1,20,0,1,61=149,2
111505,1015,星星棒嘴饰扭蛋,2151536=10,5,2,-1,10,0,1,61=149,2
111506,1015,高级卡片转蛋,3010131=1,6,2,-1,20,0,1,61=149,2
111507,1015,珍贵的卡片碎片,3020022=2,7,2,-1,15,0,1,61=149,2
111508,1015,高级锢魔石,3021010=2,8,2,-1,30,0,1,61=149,2
111509,1015,稀有锢魔石,3021012=1,9,2,-1,10,0,1,61=149,2
111510,1015,往期扭蛋自选礼包,2091303=3,10,2,-1,30,0,1,61=149,2
111511,1015,高级精炼自选礼盒,3010133=4,11,2,-1,35,0,1,61=149,2
111512,1015,高级精炼保护礼盒,3010132=3,12,2,-1,40,0,1,61=149,2
111513,1015,强化金属自选礼盒,3011512=6,13,2,-1,35,0,1,61=149,2
111514,1015,天地树果实,2010008=10,14,2,-1,35,0,1,61=149,2
111515,1015,彩虹粉末礼包,2091115=2,15,2,-1,25,0,1,61=149,2
111516,1015,大型铜币袋子,2091200=2,16,2,-1,35,0,1,61=149,2
121501,1015,烟花发箍,1070232=1,1,1,9,50,0,1,0=60,2
121502,1015,80级装备图纸碎片,2034011=20,2,2,-1,30,0,1,0=60,2
121503,1015,崩裂迪齿轮升级箱Ⅰ,2151533=1,3,2,-1,10,0,1,0=60,2
121504,1015,莫拉硬币升级箱Ⅰ,2151530=2,4,2,-1,20,0,1,0=60,2
121505,1015,星星棒嘴饰扭蛋,2151536=10,5,2,-1,10,0,1,0=60,2
121506,1015,高级卡片转蛋,3010131=1,6,2,-1,20,0,1,0=60,2
121507,1015,珍贵的卡片碎片,3020022=2,7,2,-1,15,0,1,0=60,2
121508,1015,高级锢魔石,3021010=2,8,2,-1,30,0,1,0=60,2
121509,1015,稀有锢魔石,3021012=1,9,2,-1,10,0,1,0=60,2
121510,1015,往期扭蛋自选礼包,2091303=3,10,2,-1,30,0,1,0=60,2
121511,1015,高级精炼自选礼盒,3010133=4,11,2,-1,35,0,1,0=60,2
121512,1015,高级精炼保护礼盒,3010132=3,12,2,-1,40,0,1,0=60,2
121513,1015,野生猕猴桃,3024004=9,13,2,-1,35,0,1,0=60,2
121514,1015,天地树果实,2010008=10,14,2,-1,35,0,1,0=60,2
121515,1015,彩虹粉末礼包,2091115=2,15,2,-1,25,0,1,0=60,2
121516,1015,大型铜币袋子,2091200=2,16,2,-1,35,0,1,0=60,2
101601,1016,巨大的烟花炮,1100021=1,1,1,10,50,0,1,150=999,2
101602,1016,100级装备图纸碎片,2034013=30,2,2,-1,30,0,1,150=999,2
101603,1016,崩裂迪齿轮升级箱Ⅰ,2151533=2,3,2,-1,10,0,1,150=999,2
101604,1016,莫拉硬币升级箱Ⅰ,2151530=4,4,2,-1,15,0,1,150=999,2
101605,1016,星星棒嘴饰扭蛋,2151536=10,5,2,-1,15,0,1,150=999,2
101606,1016,武器强化金属,3022058=8,6,2,-1,30,0,1,150=999,2
101607,1016,防具强化金属,3022060=8,7,2,-1,30,0,1,150=999,2
101608,1016,高级钛钢碎片,2091501=1,8,2,-1,20,0,1,150=999,2
101609,1016,高级锢魔石,3021010=5,9,2,-1,30,0,1,150=999,2
101610,1016,稀有锢魔石,3021012=1,10,2,-1,10,0,1,150=999,2
101611,1016,高级卡片转蛋,3010131=1,11,2,-1,30,0,1,150=999,2
101612,1016,珍贵的卡片碎片,3020022=3,12,2,-1,10,0,1,150=999,2
101613,1016,传说的武器矿石,3020023=2,13,2,-1,15,0,1,150=999,2
101614,1016,传说的防具矿石,3020024=2,14,2,-1,15,0,1,150=999,2
101615,1016,传说的配饰矿石,3020025=2,15,2,-1,15,0,1,150=999,2
101616,1016,高级精炼自选礼盒,3010133=5,16,2,-1,40,0,1,150=999,2
101617,1016,高级精炼保护礼盒,3010132=3,17,2,-1,30,0,1,150=999,2
101618,1016,超级饼干,3024003=10,18,2,-1,25,0,1,150=999,2
101619,1016,魔力晶石,40000010=600,19,2,-1,30,0,1,150=999,2
101620,1016,Zeny随机宝箱,3010117=1,20,2,-1,35,0,1,150=999,2
111601,1016,巨大的烟花炮,1100021=1,1,1,10,50,0,1,61=149,2
111602,1016,100级装备图纸碎片,2034012=30,2,2,-1,30,0,1,61=149,2
111603,1016,崩裂迪齿轮升级箱Ⅰ,2151533=2,3,2,-1,10,0,1,61=149,2
111604,1016,莫拉硬币升级箱Ⅰ,2151530=4,4,2,-1,15,0,1,61=149,2
111605,1016,星星棒嘴饰扭蛋,2151536=10,5,2,-1,15,0,1,61=149,2
111606,1016,武器强化金属,3022058=8,6,2,-1,30,0,1,61=149,2
111607,1016,防具强化金属,3022060=8,7,2,-1,30,0,1,61=149,2
111608,1016,高级钛钢碎片,2091501=1,8,2,-1,20,0,1,61=149,2
111609,1016,高级锢魔石,3021010=5,9,2,-1,30,0,1,61=149,2
111610,1016,稀有锢魔石,3021012=1,10,2,-1,10,0,1,61=149,2
111611,1016,高级卡片转蛋,3010131=1,11,2,-1,30,0,1,61=149,2
111612,1016,珍贵的卡片碎片,3020022=3,12,2,-1,10,0,1,61=149,2
111613,1016,传说的武器矿石,3020023=2,13,2,-1,15,0,1,61=149,2
111614,1016,传说的防具矿石,3020024=2,14,2,-1,15,0,1,61=149,2
111615,1016,传说的配饰矿石,3020025=2,15,2,-1,15,0,1,61=149,2
111616,1016,高级精炼自选礼盒,3010133=5,16,2,-1,40,0,1,61=149,2
111617,1016,高级精炼保护礼盒,3010132=3,17,2,-1,30,0,1,61=149,2
111618,1016,超级饼干,3024003=10,18,2,-1,25,0,1,61=149,2
111619,1016,魔力晶石,40000010=600,19,2,-1,30,0,1,61=149,2
111620,1016,Zeny随机宝箱,3010117=1,20,2,-1,35,0,1,61=149,2
121601,1016,巨大的烟花炮,1100021=1,1,1,10,50,0,1,0=60,2
121602,1016,80级装备图纸碎片,2034011=30,2,2,-1,30,0,1,0=60,2
121603,1016,崩裂迪齿轮升级箱Ⅰ,2151533=2,3,2,-1,10,0,1,0=60,2
121604,1016,莫拉硬币升级箱Ⅰ,2151530=4,4,2,-1,15,0,1,0=60,2
121605,1016,星星棒嘴饰扭蛋,2151536=10,5,2,-1,15,0,1,0=60,2
121606,1016,小声望箱子,3026006=60,6,2,-1,30,0,1,0=60,2
121607,1016,阳光猕猴桃,3024005=2,7,2,-1,30,0,1,0=60,2
121608,1016,高级钛钢碎片,2091501=1,8,2,-1,20,0,1,0=60,2
121609,1016,高级锢魔石,3021010=5,9,2,-1,30,0,1,0=60,2
121610,1016,稀有锢魔石,3021012=1,10,2,-1,10,0,1,0=60,2
121611,1016,高级卡片转蛋,3010131=1,11,2,-1,30,0,1,0=60,2
121612,1016,珍贵的卡片碎片,3020022=3,12,2,-1,10,0,1,0=60,2
121613,1016,传说的武器矿石,3020023=2,13,2,-1,15,0,1,0=60,2
121614,1016,传说的防具矿石,3020024=2,14,2,-1,15,0,1,0=60,2
121615,1016,传说的配饰矿石,3020025=2,15,2,-1,15,0,1,0=60,2
121616,1016,高级精炼自选礼盒,3010133=5,16,2,-1,40,0,1,0=60,2
121617,1016,高级精炼保护礼盒,3010132=3,17,2,-1,30,0,1,0=60,2
121618,1016,超级饼干,3024003=10,18,2,-1,25,0,1,0=60,2
121619,1016,魔力晶石,40000010=600,19,2,-1,30,0,1,0=60,2
121620,1016,Zeny随机宝箱,3010117=1,20,2,-1,35,0,1,0=60,2
101700,1017,牛玩偶套装,1010059=1,1,1,11,50,0,1,150=999,0
101701,1017,牛玩偶套装,1010060=1,1,1,11,50,0,1,150=999,1
101702,1017,100级装备图纸碎片,2034013=40,1,1,-1,30,0,1,150=999,2
101703,1017,萌萌奶牛头像框,1041016=1,2,2,-1,10,0,1,150=999,2
101704,1017,A型绑定图纸自选包,3010137=1,3,2,-1,10,0,1,150=999,2
101705,1017,高级钛钢,3024028=1,4,2,-1,5,0,1,150=999,2
101706,1017,核心加固装置2.0（7天）,3024052=1,5,2,-1,15,0,1,150=999,2
101707,1017,崩裂迪齿轮升级箱Ⅰ,2151533=2,6,2,-1,15,0,1,150=999,2
101708,1017,莫拉硬币升级箱Ⅰ,2151530=5,7,2,-1,20,0,1,150=999,2
101709,1017,星星棒嘴饰扭蛋,2151536=15,8,2,-1,12,0,1,150=999,2
101710,1017,冻干水果自选箱,3011504=1,9,2,-1,12,0,1,150=999,2
101711,1017,珍贵的卡片碎片,3020022=3,10,2,-1,10,0,1,150=999,2
101712,1017,超级齿轮扭蛋,60660030=5,11,2,-1,30,0,1,150=999,2
101713,1017,稀有锢魔石,3021012=2,12,2,-1,10,0,1,150=999,2
101714,1017,高级锢魔石,3021010=8,13,2,-1,20,0,1,150=999,2
101715,1017,强化金属自选礼盒,3011512=20,14,2,-1,40,0,1,150=999,2
101716,1017,高级精炼自选礼盒,3010133=8,15,2,-1,40,0,1,150=999,2
101717,1017,高级精炼保护礼盒,3010132=5,16,2,-1,35,0,1,150=999,2
101718,1017,传说的武器矿石,3020023=3,17,2,-1,20,0,1,150=999,2
101719,1017,传说的防具矿石,3020024=3,18,2,-1,20,0,1,150=999,2
101720,1017,传说的配饰矿石,3020025=3,19,2,-1,20,0,1,150=999,2
101721,1017,往期扭蛋自选礼包,2091303=6,20,2,-1,30,0,1,150=999,2
101722,1017,魔力晶石,40000010=1200,21,2,-1,45,0,1,150=999,2
101723,1017,Zeny随机宝箱,3010117=2,22,2,-1,35,0,1,150=999,2
101724,1017,神秘商店刷新券,2032004=30,23,2,-1,30,0,1,150=999,2
111700,1017,牛玩偶套装,1010059=1,1,1,11,50,0,1,61=149,0
111701,1017,牛玩偶套装,1010060=1,1,1,11,50,0,1,61=149,1
111702,1017,100级装备图纸碎片,2034012=40,1,1,-1,30,0,1,61=149,2
111703,1017,萌萌奶牛头像框,1041016=1,2,2,-1,10,0,1,61=149,2
111704,1017,A型绑定图纸自选包,3010137=1,3,2,-1,10,0,1,61=149,2
111705,1017,高级钛钢,3024028=1,4,2,-1,5,0,1,61=149,2
111706,1017,核心加固装置2.0（7天）,3024052=1,5,2,-1,15,0,1,61=149,2
111707,1017,崩裂迪齿轮升级箱Ⅰ,2151533=2,6,2,-1,15,0,1,61=149,2
111708,1017,莫拉硬币升级箱Ⅰ,2151530=5,7,2,-1,20,0,1,61=149,2
111709,1017,星星棒嘴饰扭蛋,2151536=15,8,2,-1,12,0,1,61=149,2
111710,1017,冻干水果自选箱,3011504=1,9,2,-1,12,0,1,61=149,2
111711,1017,珍贵的卡片碎片,3020022=3,10,2,-1,10,0,1,61=149,2
111712,1017,超级齿轮扭蛋,60660030=5,11,2,-1,30,0,1,61=149,2
111713,1017,稀有锢魔石,3021012=2,12,2,-1,10,0,1,61=149,2
111714,1017,高级锢魔石,3021010=8,13,2,-1,20,0,1,61=149,2
111715,1017,强化金属自选礼盒,3011512=20,14,2,-1,40,0,1,61=149,2
111716,1017,高级精炼自选礼盒,3010133=8,15,2,-1,40,0,1,61=149,2
111717,1017,高级精炼保护礼盒,3010132=5,16,2,-1,35,0,1,61=149,2
111718,1017,传说的武器矿石,3020023=3,17,2,-1,20,0,1,61=149,2
111719,1017,传说的防具矿石,3020024=3,18,2,-1,20,0,1,61=149,2
111720,1017,传说的配饰矿石,3020025=3,19,2,-1,20,0,1,61=149,2
111721,1017,往期扭蛋自选礼包,2091303=6,20,2,-1,30,0,1,61=149,2
111722,1017,魔力晶石,40000010=1200,21,2,-1,45,0,1,61=149,2
111723,1017,Zeny随机宝箱,3010117=2,22,2,-1,35,0,1,61=149,2
111724,1017,神秘商店刷新券,2032004=30,23,2,-1,30,0,1,61=149,2
121700,1017,牛玩偶套装,1010059=1,1,1,11,50,0,1,0=60,0
121701,1017,牛玩偶套装,1010060=1,1,1,11,50,0,1,0=60,1
121702,1017,80级装备图纸碎片,2034011=40,1,1,-1,30,0,1,0=60,2
121703,1017,萌萌奶牛头像框,1041016=1,2,2,-1,10,0,1,0=60,2
121704,1017,A型绑定图纸自选包,3010137=1,3,2,-1,10,0,1,0=60,2
121705,1017,高级钛钢,3024028=1,4,2,-1,5,0,1,0=60,2
121706,1017,核心加固装置2.0（7天）,3024052=1,5,2,-1,15,0,1,0=60,2
121707,1017,崩裂迪齿轮升级箱Ⅰ,2151533=2,6,2,-1,15,0,1,0=60,2
121708,1017,莫拉硬币升级箱Ⅰ,2151530=5,7,2,-1,20,0,1,0=60,2
121709,1017,星星棒嘴饰扭蛋,2151536=15,8,2,-1,12,0,1,0=60,2
121710,1017,冻干水果自选箱,3011504=1,9,2,-1,12,0,1,0=60,2
121711,1017,珍贵的卡片碎片,3020022=3,10,2,-1,10,0,1,0=60,2
121712,1017,超级齿轮扭蛋,60660030=5,11,2,-1,30,0,1,0=60,2
121713,1017,稀有锢魔石,3021012=2,12,2,-1,10,0,1,0=60,2
121714,1017,高级锢魔石,3021010=8,13,2,-1,20,0,1,0=60,2
121715,1017,超级饼干,3024003=20,14,2,-1,40,0,1,0=60,2
121716,1017,高级精炼自选礼盒,3010133=8,15,2,-1,40,0,1,0=60,2
121717,1017,高级精炼保护礼盒,3010132=5,16,2,-1,35,0,1,0=60,2
121718,1017,传说的武器矿石,3020023=3,17,2,-1,20,0,1,0=60,2
121719,1017,传说的防具矿石,3020024=3,18,2,-1,20,0,1,0=60,2
121720,1017,传说的配饰矿石,3020025=3,19,2,-1,20,0,1,0=60,2
121721,1017,往期扭蛋自选礼包,2091303=6,20,2,-1,30,0,1,0=60,2
121722,1017,魔力晶石,40000010=1200,21,2,-1,45,0,1,0=60,2
121723,1017,Zeny随机宝箱,3010117=2,22,2,-1,35,0,1,0=60,2
121724,1017,神秘商店刷新券,2032004=30,23,2,-1,30,0,1,0=60,2
101801,1018,咕咕鸡,1021046=1,1,1,12,50,0,1,150=999,2
101802,1018,100级装备图纸碎片,2034013=40,2,2,-1,30,0,1,150=999,2
101803,1018,奶牛玩偶头套,1070234=1,3,2,-1,5,0,1,150=999,2
101804,1018,紫色武器自选时空卡册（7天）,2091165=1,4,2,-1,10,0,1,150=999,2
101805,1018,高级钛钢,3024028=1,5,2,-1,5,0,1,150=999,2
101806,1018,冻干水果自选箱,3011504=1,6,2,-1,10,0,1,150=999,2
101807,1018,核心加固装置2.0（7天）,3024052=1,7,2,-1,12,0,1,150=999,2
101808,1018,崩裂迪齿轮升级箱Ⅰ,2151533=2,8,2,-1,15,0,1,150=999,2
101809,1018,莫拉硬币升级箱Ⅰ,2151530=4,9,2,-1,17,0,1,150=999,2
101810,1018,星星棒嘴饰扭蛋,2151536=15,10,2,-1,12,0,1,150=999,2
101811,1018,超级饼干,3024003=10,11,2,-1,30,0,1,150=999,2
101812,1018,阳光猕猴桃,3024005=3,12,2,-1,35,0,1,150=999,2
101813,1018,α-能量体,3020016=40,13,2,-1,25,0,1,150=999,2
101814,1018,高级精炼自选礼盒,3010133=8,14,2,-1,30,0,1,150=999,2
101815,1018,高级精炼保护礼盒,3010132=4,15,2,-1,35,0,1,150=999,2
101816,1018,传说的武器矿石,3020023=3,16,2,-1,20,0,1,150=999,2
101817,1018,传说的防具矿石,3020024=3,17,2,-1,20,0,1,150=999,2
101818,1018,传说的配饰矿石,3020025=3,18,2,-1,20,0,1,150=999,2
101819,1018,高级卡片转蛋,3010131=1,19,2,-1,30,0,1,150=999,2
101820,1018,珍贵的卡片碎片,3020022=3,20,2,-1,15,0,1,150=999,2
101821,1018,稀有锢魔石,3021012=3,21,2,-1,10,0,1,150=999,2
101822,1018,高级锢魔石,3021010=4,22,2,-1,20,0,1,150=999,2
101823,1018,奇异金属,2034006=400,23,2,-1,35,0,1,150=999,2
101824,1018,铜币,101=5000000,24,2,-1,30,0,1,150=999,2
111801,1018,咕咕鸡,1021046=1,1,1,12,50,0,1,61=149,2
111802,1018,100级装备图纸碎片,2034012=40,2,2,-1,30,0,1,61=149,2
111803,1018,奶牛玩偶头套,1070234=1,3,2,-1,5,0,1,61=149,2
111804,1018,紫色武器自选时空卡册（7天）,2091165=1,4,2,-1,10,0,1,61=149,2
111805,1018,高级钛钢,3024028=1,5,2,-1,5,0,1,61=149,2
111806,1018,冻干水果自选箱,3011504=1,6,2,-1,10,0,1,61=149,2
111807,1018,核心加固装置2.0（7天）,3024052=1,7,2,-1,12,0,1,61=149,2
111808,1018,崩裂迪齿轮升级箱Ⅰ,2151533=2,8,2,-1,15,0,1,61=149,2
111809,1018,莫拉硬币升级箱Ⅰ,2151530=4,9,2,-1,17,0,1,61=149,2
111810,1018,星星棒嘴饰扭蛋,2151536=15,10,2,-1,12,0,1,61=149,2
111811,1018,超级饼干,3024003=10,11,2,-1,30,0,1,61=149,2
111812,1018,阳光猕猴桃,3024005=3,12,2,-1,35,0,1,61=149,2
111813,1018,α-能量体,3020016=40,13,2,-1,25,0,1,61=149,2
111814,1018,高级精炼自选礼盒,3010133=8,14,2,-1,30,0,1,61=149,2
111815,1018,高级精炼保护礼盒,3010132=4,15,2,-1,35,0,1,61=149,2
111816,1018,传说的武器矿石,3020023=3,16,2,-1,20,0,1,61=149,2
111817,1018,传说的防具矿石,3020024=3,17,2,-1,20,0,1,61=149,2
111818,1018,传说的配饰矿石,3020025=3,18,2,-1,20,0,1,61=149,2
111819,1018,高级卡片转蛋,3010131=1,19,2,-1,30,0,1,61=149,2
111820,1018,珍贵的卡片碎片,3020022=3,20,2,-1,15,0,1,61=149,2
111821,1018,稀有锢魔石,3021012=3,21,2,-1,10,0,1,61=149,2
111822,1018,高级锢魔石,3021010=4,22,2,-1,20,0,1,61=149,2
111823,1018,奇异金属,2034006=400,23,2,-1,35,0,1,61=149,2
111824,1018,铜币,101=5000000,24,2,-1,30,0,1,61=149,2
121801,1018,咕咕鸡,1021046=1,1,1,12,50,0,1,0=60,2
121802,1018,80级装备图纸碎片,2034011=40,2,2,-1,30,0,1,0=60,2
121803,1018,奶牛玩偶头套,1070234=1,3,2,-1,5,0,1,0=60,2
121804,1018,紫色武器自选时空卡册（7天）,2091165=1,4,2,-1,10,0,1,0=60,2
121805,1018,高级钛钢,3024028=1,5,2,-1,5,0,1,0=60,2
121806,1018,冻干水果自选箱,3011504=1,6,2,-1,10,0,1,0=60,2
121807,1018,核心加固装置2.0（7天）,3024052=1,7,2,-1,12,0,1,0=60,2
121808,1018,崩裂迪齿轮升级箱Ⅰ,2151533=2,8,2,-1,15,0,1,0=60,2
121809,1018,莫拉硬币升级箱Ⅰ,2151530=4,9,2,-1,17,0,1,0=60,2
121810,1018,星星棒嘴饰扭蛋,2151536=15,10,2,-1,12,0,1,0=60,2
121811,1018,超级饼干,3024003=10,11,2,-1,30,0,1,0=60,2
121812,1018,阳光猕猴桃,3024005=3,12,2,-1,35,0,1,0=60,2
121813,1018,α-能量体,3020016=40,13,2,-1,25,0,1,0=60,2
121814,1018,高级精炼自选礼盒,3010133=8,14,2,-1,30,0,1,0=60,2
121815,1018,高级精炼保护礼盒,3010132=4,15,2,-1,35,0,1,0=60,2
121816,1018,传说的武器矿石,3020023=3,16,2,-1,20,0,1,0=60,2
121817,1018,传说的防具矿石,3020024=3,17,2,-1,20,0,1,0=60,2
121818,1018,传说的配饰矿石,3020025=3,18,2,-1,20,0,1,0=60,2
121819,1018,高级卡片转蛋,3010131=1,19,2,-1,30,0,1,0=60,2
121820,1018,珍贵的卡片碎片,3020022=3,20,2,-1,15,0,1,0=60,2
121821,1018,稀有锢魔石,3021012=3,21,2,-1,10,0,1,0=60,2
121822,1018,高级锢魔石,3021010=4,22,2,-1,20,0,1,0=60,2
121823,1018,奇异金属,2034006=400,23,2,-1,35,0,1,0=60,2
121824,1018,铜币,101=5000000,24,2,-1,30,0,1,0=60,2
101900,1019,蝴蝶绅士礼帽,1070251=1,1,1,13,50,0,1,172=999,2
101901,1019,100级装备图纸碎片,2034013=10,2,2,-1,30,0,1,172=999,2
101902,1019,装备打造升级箱Ⅰ,2151538=1,3,2,-1,30,0,1,172=999,2
101903,1019,脸饰灵魂碎片,2151541=5,4,2,-1,40,0,1,172=999,2
101904,1019,珍贵的卡片碎片,3020022=1,5,2,-1,15,0,1,172=999,2
101905,1019,高级锢魔石,3021010=1,6,2,-1,20,0,1,172=999,2
101906,1019,莫拉硬币,3021001=15,7,2,-1,40,0,1,172=999,2
101907,1019,强化金属自选礼盒,3011512=3,8,2,-1,30,0,1,172=999,2
101908,1019,高级精炼保护礼盒,3010132=2,9,2,-1,15,0,1,172=999,2
101909,1019,传说的武器矿石,3020023=1,10,2,-1,30,0,1,172=999,2
101910,1019,蝴蝶绅士礼帽,1070251=1,1,1,13,50,0,1,50=171,2
101911,1019,90级装备图纸碎片,2034012=10,2,2,-1,30,0,1,50=171,2
101912,1019,装备打造升级箱Ⅰ,2151538=1,3,2,-1,30,0,1,50=171,2
101913,1019,脸饰灵魂碎片,2151541=5,4,2,-1,40,0,1,50=171,2
101914,1019,珍贵的卡片碎片,3020022=1,5,2,-1,15,0,1,50=171,2
101915,1019,高级锢魔石,3021010=1,6,2,-1,20,0,1,50=171,2
101916,1019,莫拉硬币,3021001=15,7,2,-1,40,0,1,50=171,2
101917,1019,强化金属自选礼盒,3011512=3,8,2,-1,30,0,1,50=171,2
101918,1019,高级精炼保护礼盒,3010132=2,9,2,-1,15,0,1,50=171,2
101919,1019,传说的武器矿石,3020023=1,10,2,-1,30,0,1,50=171,2
101920,1019,蝴蝶绅士礼帽,1070251=1,1,1,13,50,0,1,0=49,2
101921,1019,50级装备图纸碎片,2034008=10,2,2,-1,30,0,1,0=49,2
101922,1019,装备打造升级箱Ⅰ,2151538=1,3,2,-1,30,0,1,0=49,2
101923,1019,脸饰灵魂碎片,2151541=5,4,2,-1,40,0,1,0=49,2
101924,1019,珍贵的卡片碎片,3020022=1,5,2,-1,15,0,1,0=49,2
101925,1019,贝思波齿轮,3024023=2,6,2,-1,20,0,1,0=49,2
101926,1019,超级齿轮扭蛋,60660030=1,7,2,-1,40,0,1,0=49,2
101927,1019,小声望箱子,3026006=25,8,2,-1,30,0,1,0=49,2
101928,1019,高级精炼保护礼盒,3010132=2,9,2,-1,15,0,1,0=49,2
101929,1019,传说的武器矿石,3020023=1,10,2,-1,30,0,1,0=49,2
102000,1020,蒙面眼罩,1080078=1,1,1,14,50,0,1,172=999,2
102001,1020,100级装备图纸碎片,2034013=10,2,2,-1,30,0,1,172=999,2
102002,1020,崩裂迪齿轮升级箱Ⅰ,2151533=1,3,2,-1,15,0,1,172=999,2
102003,1020,装备打造升级箱Ⅰ,2151538=1,4,2,-1,20,0,1,172=999,2
102004,1020,脸饰灵魂碎片,2151541=5,5,2,-1,20,0,1,172=999,2
102005,1020,珍贵的卡片碎片,3020022=1,6,2,-1,10,0,1,172=999,2
102006,1020,稀有锢魔石,3021012=1,7,2,-1,15,0,1,172=999,2
102007,1020,高级锢魔石,3021010=1,8,2,-1,20,0,1,172=999,2
102008,1020,莫拉硬币,3021001=20,9,2,-1,35,0,1,172=999,2
102009,1020,核心加固装置（7天）,3024042=1,10,2,-1,15,0,1,172=999,2
102010,1020,往期扭蛋自选礼包,2091303=2,11,2,-1,20,0,1,172=999,2
102011,1020,高级精炼保护礼盒,3010132=2,12,2,-1,20,0,1,172=999,2
102012,1020,传说矿石自选包,3011513=1,13,2,-1,10,0,1,172=999,2
102013,1020,彩虹粉末礼包,2091115=1,14,2,-1,30,0,1,172=999,2
102014,1020,超级饼干,3024003=3,15,2,-1,25,0,1,172=999,2
102015,1020,魔力晶石,40000010=250,16,2,-1,30,0,1,172=999,2
102016,1020,蒙面眼罩,1080078=1,1,1,14,50,0,1,50=171,2
102017,1020,90级装备图纸碎片,2034012=10,2,2,-1,30,0,1,50=171,2
102018,1020,崩裂迪齿轮升级箱Ⅰ,2151533=1,3,2,-1,15,0,1,50=171,2
102019,1020,装备打造升级箱Ⅰ,2151538=1,4,2,-1,20,0,1,50=171,2
