ID,Index,Group,Name,Target,TargetString,Desc,Point,Atlas,Icon,BroadCast,BroadCastText,Award,Title,HideType,StickersID,ShowPopup,OpensystemID,LocalizationArea
30002803,300,30002801,百折不挠III,79=200,,在PVP玩法中累计被击杀{0}次,250,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,,
30002804,300,30002801,百折不挠IV,79=500,,在PVP玩法中累计被击杀{0}次,400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,,
30002805,300,30002801,百折不挠V,79=1000,,在PVP玩法中累计被击杀{0}次,600,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,,
30002901,300,0,探索迷雾,111=1,,通关迷雾之森时激活了所有房间,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,1,,,,
30003001,300,0,卡片达人,92=2,,累计获得任意{0}张卡片,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,
30003101,300,0,精炼大师,93=12,,全身穿戴装备的总精炼等级达到{0},125,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,
30003201,300,0,魔力打洞专家,94=3,,全身穿戴装备的总开洞数达到{0},125,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,
30003301,300,0,小赚一点,91=200000,,在贸易传说手记玩法中最高获得20万波利币,25,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,
30003401,300,0,跑断腿了,91=1000000,,在贸易传说手记玩法中最高获得100万波利币,500,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,4110310,,0,,,,
30003501,300,0,Roll1点(临时),112=1,,副本结算Roll点时获得1点,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,1,,,,
30003601,300,0,Roll100点(临时),113=1,,副本结算Roll点时获得100点,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,1,,,,
30003701,300,0,最强防御,117=50,,天地树守卫，单人击杀{0}波,800,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,1,,,,
30003801,300,30003801,天地树守卫者I,122=10,,在天地树单人守卫战中，坚持到第{0}波怪物刷新,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,
30003802,300,30003801,天地树守卫者II,122=15,,在天地树单人守卫战中，坚持到第{0}波怪物刷新,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,
30003803,300,30003801,天地树守卫者III,122=20,,在天地树单人守卫战中，坚持到第{0}波怪物刷新,200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,
30003804,300,30003801,天地树守卫者IV,122=25,,在天地树单人守卫战中，坚持到第{0}波怪物刷新,300,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,,
30003805,300,30003801,天地树守卫者V,122=30,,在天地树单人守卫战中，坚持到第{0}波怪物刷新,500,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,,
30003901,300,30003901,心之道馆馆主I,163=5,,在心之道馆挑战中，通过了第{0}层挑战,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30003902,300,30003901,心之道馆馆主Ⅱ,163=10,,在心之道馆挑战中，通过了第{0}层挑战,200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30003903,300,30003901,心之道馆馆主Ⅲ,163=15,,在心之道馆挑战中，通过了第{0}层挑战,300,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30003904,300,30003901,心之道馆馆主Ⅳ,163=20,,在心之道馆挑战中，通过了第{0}层挑战,500,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30004001,300,30004001,心的探究者Ⅰ,164=25,,在心之道馆中，累计开启了{0}座波利神龛,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30004002,300,30004001,心的探究者Ⅱ,164=50,,在心之道馆中，累计开启了{0}座波利神龛,75,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30004003,300,30004001,心的探究者Ⅲ,164=100,,在心之道馆中，累计开启了{0}座波利神龛,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30004004,300,30004001,心的探究者Ⅳ,164=200,,在心之道馆中，累计开启了{0}座波利神龛,150,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30004005,300,30004001,心的探究者Ⅴ,164=400,,在心之道馆中，累计开启了{0}座波利神龛,300,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30004006,300,30004001,心的探究者Ⅵ,164=800,,在心之道馆中，累计开启了{0}座波利神龛,600,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5170,
30012301,300,0,烹饪之神,123=1,,在周末宴会比赛中取得第1名的成绩,1000,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,,
30012302,300,0,烹饪大师,124=1,,在周末宴会比赛中取得第2-3名的成绩,600,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,,
30012303,300,0,优秀厨师,125=1,,在周末宴会比赛中取得第4-10名的成绩,200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,,
30012304,300,30012304,调查团新兵,103=10,,完成{0}次时空调查团,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,5130,25
30012305,300,30012304,调查团熟练工,103=50,,完成{0}次时空调查团,40,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,5130,25
30012306,300,30012304,调查团老兵,103=200,,完成{0}次时空调查团,80,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,5130,25
30012307,300,30012304,调查团团长,103=500,,完成{0}次时空调查团,120,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,3,,,,0,,,5130,25
30012308,300,,好运来,150=1=99,,结算奖励时，roll了99点,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,25
30012309,300,,另一种好运气,150=1=0,,结算奖励时，roll了0点,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,,25
30012310,300,,富可敌国,166=1000000,,累计获取{0}梦境币,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,15301,
30012311,300,,燃烧之梦境,165=10000=19=3,,在霍德尔梦境中，累计击败火属性怪物{0}只,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,15301,
30012312,300,,寒霜之梦境,165=10000=19=4,,在霍德尔梦境中，累计击败水属性怪物{0}只,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,15301,
30012313,300,,崩裂之梦境,165=10000=19=2,,在霍德尔梦境中，累计击败地属性怪物{0}只,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,15301,
30012314,300,,风鸣之梦境,165=10000=19=1,,在霍德尔梦境中，累计击败风属性怪物{0}只,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,15301,
30012315,300,,于梦境寻求希望,167=50=14,,在霍德尔梦境中，累计消灭梦之虚念{0}次,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,15301,
30012316,300,,梦境中的救世主,167=10=15,,在霍德尔梦境中，累计消灭噩梦残魂{0}次,20,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_02.png,,,,,0,,,15301,
40000101,400,0,加入组织,83=1,,创建或加入1个公会,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000201,400,40000201,心有灵犀I,17=8,,公会宴会筹备完成菜肴数量达到{0},100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000202,400,40000201,心有灵犀II,17=30,,公会宴会筹备完成菜肴数量达到{0},200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000203,400,40000201,心有灵犀III,17=120,,公会宴会筹备完成菜肴数量达到{0},400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000204,400,40000201,心有灵犀IV,17=200,,公会宴会筹备完成菜肴数量达到{0},800,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000205,400,40000201,心有灵犀V,17=500,,公会宴会筹备完成菜肴数量达到{0},1200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000301,400,40000301,厨艺精湛I,32=1=3,,累计{0}次公会宴会排名达到前3,150,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000302,400,40000301,厨艺精湛II,32=5=3,,累计{0}次公会宴会排名达到前3,300,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000303,400,40000301,厨艺精湛III,32=15=3,,累计{0}次公会宴会排名达到前3,500,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000304,400,40000301,厨艺精湛IV,32=30=3,,累计{0}次公会宴会排名达到前3,800,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000305,400,40000301,厨艺精湛V,32=50=3,,累计{0}次公会宴会排名达到前3,1000,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000401,400,40000401,宴会达人I,33=1,,累计参加{0}次公会宴会,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000402,400,40000401,宴会达人II,33=5,,累计参加{0}次公会宴会,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000403,400,40000401,宴会达人III,33=30,,累计参加{0}次公会宴会,150,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000404,400,40000401,宴会达人IV,33=100,,累计参加{0}次公会宴会,250,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000405,400,40000401,宴会达人V,33=250,,累计参加{0}次公会宴会,400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000501,400,40000501,团队合作I,22=10,,组队玩法中收到队友点赞数达到{0},50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40000502,400,40000501,团队合作II,22=50,,组队玩法中收到队友点赞数达到{0},150,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40000503,400,40000501,团队合作III,22=200,,组队玩法中收到队友点赞数达到{0},250,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40000504,400,40000501,团队合作IV,22=500,,组队玩法中收到队友点赞数达到{0},400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40000505,400,40000501,团队合作V,22=1000,,组队玩法中收到队友点赞数达到{0},600,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40000601,400,0,群主,58=1,,建立1次聊天室,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000701,400,0,高朋满座,55=20,,最大好友数达到20,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000801,400,40000801,赠送礼物I,56=10,,累计赠送{0}个道具,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000802,400,40000801,赠送礼物II,56=100,,累计赠送{0}个道具,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000803,400,40000801,赠送礼物III,56=200,,累计赠送{0}个道具,200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000804,400,40000801,赠送礼物IV,56=500,,累计赠送{0}个道具,300,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000805,400,40000801,赠送礼物V,56=800,,累计赠送{0}个道具,500,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000901,400,40000901,获赠礼物I,57=10,,累计获赠{0}个道具,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000902,400,40000901,获赠礼物II,57=50,,累计获赠{0}个道具,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40000903,400,40000901,获赠礼物III,57=150,,累计获赠{0}个道具,200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000904,400,40000901,获赠礼物IV,57=300,,累计获赠{0}个道具,300,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40000905,400,40000901,获赠礼物V,57=500,,累计获赠{0}个道具,500,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,0,,,,
40001001,400,0,亲密无间,65=1,,邀请任意玩家做1次双人动作,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40001101,400,0,一见如故,66=1,,被其他玩家邀请做1次双人动作,50,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,0,,,,
40001201,400,0,幸运之星,95=1,,主题派对中，获得过幸运之星1-3等奖任意奖项,200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40001301,400,0,中大奖了,96=1,,主题派对中，获得过幸运之星1等奖,400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40001401,400,40001401,我中奖啦I,97=1,,主题派对中，累计获得{0}次幸运奖,125,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40001402,400,40001401,我中奖啦II,97=5,,主题派对中，累计获得{0}次幸运奖,250,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40001403,400,40001401,我中奖啦III,97=15,,主题派对中，累计获得{0}次幸运奖,400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,2,,,,
40001501,400,40001501,大吉大利I,98=1,,公会宴会中，累计获得{0}次奶油乱斗的胜利,150,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,,,,,
40001502,400,40001501,大吉大利II,98=5,,公会宴会中，累计获得{0}次奶油乱斗的胜利,400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,,,,,
40001503,400,40001501,大吉大利III,98=15,,公会宴会中，累计获得{0}次奶油乱斗的胜利,800,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,4110340,,,,,,
40001601,400,40001601,缘分天定I,99=3,,公会宴会中，累计完成{0}次缘分考验任务,125,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,,,,,
40001602,400,40001601,缘分天定II,99=15,,公会宴会中，累计完成{0}次缘分考验任务,250,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,,,,,
40001603,400,40001601,缘分天定III,99=40,,公会宴会中，累计完成{0}次缘分考验任务,400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,,,,,
40001701,400,40001701,眼疾手快I,100=5,,公会宴会中，累计抢到{0}次随机宝箱,125,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,,,,,
40001702,400,40001701,眼疾手快II,100=25,,公会宴会中，累计抢到{0}次随机宝箱,250,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,,,,,
40001703,400,40001701,眼疾手快III,100=100,,公会宴会中，累计抢到{0}次随机宝箱,400,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,,,,,
40001704,400,40001704,开香槟啦,149=1,,公会宴会中，累计开启{0}次香槟,100,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,,,,,25
40001705,400,40001704,又开香槟啦,149=5,,公会宴会中，累计开启{0}次香槟,200,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,,,,,,,,,25
40001706,400,40001704,香槟供货商,149=15,,公会宴会中，累计开启{0}次香槟,500,AchievementIcon,UI_AchievementIcon_ChenghaoIcon_03.png,3,,,,,,,,25
50000001,500,0,雷电轰鸣I,10=1,,累计被雷劈1次,50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,4110350,,0,,,,
50000101,500,0,街头表演,15=1=1|15=1=2|15=1=3|15=1=4|15=1=5|15=1=6|15=1=7|15=1=8|15=1=9|15=1=11,爱心|\b\b\b\bGo\b\b\b|\b\b\b\b接吻|\b\b\b\b轻吻|\b\b\b\b奸笑|\n口水|\b\b\b\b生气|\b\b\b\b点头|\b\b\b\b哈啊|\b\b\b\b滴汗,<color=$$Yellow$$>[使用所有头顶表情完成拍照]</color>,50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000201,500,0,自拍达人,30=1=1|30=1=2|30=1=3|30=1=4|30=1=5|30=1=6|30=1=7|30=1=8|30=1=9|30=1=10,害羞|\b\b\b\b白眼|\b\b\b\b高兴|\b\b\b\b花痴|\b\b\b\b亲亲|\n邪恶|\b\b\b\b懵圈|\b\b\b\b卖萌|\b\b\b\b嘲笑|\b\b\b\b讨厌,<color=$$Yellow$$>[使用所有面部表情完成自拍]</color>,50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000301,500,50000301,天呐你真高I,11=10000=2,,累计击杀小体型魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000302,500,50000301,天呐你真高II,11=150000=2,,累计击杀小体型魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000303,500,50000301,天呐你真高III,11=1000000=2,,累计击杀小体型魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000304,500,50000301,天呐你真高IV,11=5000000=2,,累计击杀小体型魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000305,500,50000301,天呐你真高V,11=12000000=2,,累计击杀小体型魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000401,500,50000401,重装上阵I,11=10000=0,,累计击杀中体型魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000402,500,50000401,重装上阵II,11=150000=0,,累计击杀中体型魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000403,500,50000401,重装上阵III,11=1000000=0,,累计击杀中体型魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000404,500,50000401,重装上阵IV,11=5000000=0,,累计击杀中体型魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000405,500,50000401,重装上阵V,11=12000000=0,,累计击杀中体型魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000501,500,50000501,巨人杀手I,11=10000=1,,累计击杀大体型魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000502,500,50000501,巨人杀手II,11=150000=1,,累计击杀大体型魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000503,500,50000501,巨人杀手III,11=1000000=1,,累计击杀大体型魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000504,500,50000501,巨人杀手IV,11=5000000=1,,累计击杀大体型魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000505,500,50000501,巨人杀手V,11=12000000=1,,累计击杀大体型魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000601,500,50000601,王牌猎人I,12=10000=0,,累计击杀动物类魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000602,500,50000601,王牌猎人II,12=150000=0,,累计击杀动物类魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000603,500,50000601,王牌猎人III,12=1000000=0,,累计击杀动物类魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000604,500,50000601,王牌猎人IV,12=5000000=0,,累计击杀动物类魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000605,500,50000601,王牌猎人V,12=12000000=0,,累计击杀动物类魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000701,500,50000701,战斗大师I,12=10000=1,,累计击杀人型类魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000702,500,50000701,战斗大师II,12=150000=1,,累计击杀人型类魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000703,500,50000701,战斗大师III,12=1000000=1,,累计击杀人型类魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000704,500,50000701,战斗大师IV,12=5000000=1,,累计击杀人型类魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000705,500,50000701,战斗大师V,12=12000000=1,,累计击杀人型类魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000801,500,50000801,神圣之名I,12=10000=2,,累计击杀恶魔类魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000802,500,50000801,神圣之名II,12=150000=2,,累计击杀恶魔类魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000803,500,50000801,神圣之名III,12=1000000=2,,累计击杀恶魔类魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000804,500,50000801,神圣之名IV,12=5000000=2,,累计击杀恶魔类魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000805,500,50000801,神圣之名V,12=12000000=2,,累计击杀恶魔类魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000901,500,50000901,植物学者I,12=10000=3,,累计击杀植物类魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000902,500,50000901,植物学者II,12=150000=3,,累计击杀植物类魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50000903,500,50000901,植物学者III,12=1000000=3,,累计击杀植物类魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000904,500,50000901,植物学者IV,12=5000000=3,,累计击杀植物类魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50000905,500,50000901,植物学者V,12=12000000=3,,累计击杀植物类魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001001,500,50001001,亡灵杀手I,12=10000=4,,累计击杀不死类魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001002,500,50001001,亡灵杀手II,12=150000=4,,累计击杀不死类魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001003,500,50001001,亡灵杀手III,12=1000000=4,,累计击杀不死类魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001004,500,50001001,亡灵杀手IV,12=5000000=4,,累计击杀不死类魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001005,500,50001001,亡灵杀手V,12=12000000=4,,累计击杀不死类魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001101,500,50001101,无形梦魇I,12=10000=5,,累计击杀无形系魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001102,500,50001101,无形梦魇II,12=150000=5,,累计击杀无形系魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001103,500,50001101,无形梦魇III,12=1000000=5,,累计击杀无形系魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001104,500,50001101,无形梦魇IV,12=5000000=5,,累计击杀无形系魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001105,500,50001101,无形梦魇V,12=12000000=5,,累计击杀无形系魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001201,500,50001201,船长宝藏I,12=10000=6,,累计击杀鱼贝系魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001202,500,50001201,船长宝藏II,12=150000=6,,累计击杀鱼贝系魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001203,500,50001201,船长宝藏III,12=1000000=6,,累计击杀鱼贝系魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001204,500,50001201,船长宝藏IV,12=5000000=6,,累计击杀鱼贝系魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001205,500,50001201,船长宝藏V,12=12000000=6,,累计击杀鱼贝系魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001301,500,50001301,地狱之门I,12=10000=7,,累计击杀天使类魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001302,500,50001301,地狱之门II,12=150000=7,,累计击杀天使类魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001303,500,50001301,地狱之门III,12=1000000=7,,累计击杀天使类魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001304,500,50001301,地狱之门IV,12=5000000=7,,累计击杀天使类魔物达到{0},600,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001305,500,50001301,地狱之门V,12=12000000=7,,累计击杀天使类魔物达到{0},1200,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
50001401,500,50001401,昆虫研究I,12=10000=8,,累计击杀昆虫类魔物达到{0},50,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001402,500,50001401,昆虫研究II,12=150000=8,,累计击杀昆虫类魔物达到{0},150,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,,,,,0,,,,
50001403,500,50001401,昆虫研究III,12=1000000=8,,累计击杀昆虫类魔物达到{0},300,AchievementIcon,UI_AchievementIcon_Chenghao_04.png,3,,,,0,,,,
