KeyString,DefaultKeyValue,Name,MinValue,MaxValue,MobCanInherit
REFORM_SKILLPER_420102,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420201,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420202,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420218,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_720118,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_720119,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_721118,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_721119,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420120,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420121,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420122,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420123,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420221,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420222,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420223,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_420224,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_410119,0,装备改造技能伤害增加,0,999999,1
REFORM_SKILLPER_220213,0,装备改造技能伤害增加,0,999999,1
CARD_PRO_4010003,0,卡片升星提升概率,0,999999,
CARD_PRO_4010005,0,卡片升星提升概率,0,999999,
CARD_PRO_4010014,0,卡片升星提升概率,0,999999,
CARD_PRO_4010031,0,卡片升星提升概率,0,999999,
CARD_PRO_4010036,0,卡片升星提升概率,0,999999,
CARD_PRO_4010039,0,卡片升星提升概率,0,999999,
CARD_PRO_4020006,0,卡片升星提升概率,0,999999,
CARD_PRO_4010042,0,卡片升星提升概率,0,999999,
CARD_PRO_4010044,0,卡片升星提升概率,0,999999,
CARD_PRO_4010048,0,卡片升星提升概率,0,999999,
CARD_PRO_4010049,0,卡片升星提升概率,0,999999,
CARD_PRO_4010052,0,卡片升星提升概率,0,999999,
CARD_PRO_4050010,0,卡片升星提升概率,0,999999,
CARD_PRO_4060020,0,卡片升星提升概率,0,999999,
CARD_PRO_4040006,0,卡片升星提升概率,0,999999,
CARD_PRO_4060027,0,卡片升星提升概率,0,999999,
CARD_PRO_4060024,0,卡片升星提升概率,0,999999,
CARD_PRO_4050013,0,卡片升星提升概率,0,999999,
CARD_PRO_4060023,0,卡片升星提升概率,0,999999,
CARD_PRO_4010063,0,卡片升星提升概率,0,999999,
CARD_PRO_4010064,0,卡片升星提升概率,0,999999,
CARD_PRO_4030023,0,卡片升星提升概率,0,999999,
CARD_PRO_4030024,0,卡片升星提升概率,0,999999,
CARD_PRO_4030025,0,卡片升星提升概率,0,999999,
CARD_PRO_4050014,0,卡片升星提升概率,0,999999,
CARD_PRO_4010069,0,卡片升星提升概率,0,999999,
CARD_PRO_4030028,0,卡片升星提升概率,0,999999,
CARD_PRO_4010071,0,卡片升星提升概率,0,999999,
CARD_PRO_4030029,0,卡片升星提升概率,0,999999,
CARD_PRO_4060032,0,卡片升星提升概率,0,999999,
CARD_PRO_4030030,0,卡片升星提升概率,0,999999,
CARD_PRO_4030031,0,卡片升星提升概率,0,999999,
CARD_PRO_4060035,0,卡片升星提升概率,0,999999,
CARD_PRO_4030026,0,卡片升星提升概率,0,999999,
CARD_PRO_4010073,0,卡片升星提升概率,0,999999,
CARD_PRO_4040025,0,卡片升星提升概率,0,999999,
CARD_PRO_4050017,0,卡片升星提升概率,0,999999,
CARD_PRO_4050018,0,卡片升星提升概率,0,999999,
CARD_PRO_4010077,0,卡片升星提升概率,0,999999,
CARD_PRO_4030036,0,卡片升星提升概率,0,999999,
CARD_PRO_4010081,0,卡片升星提升概率,0,999999,
CARD_PRO_4010089,0,卡片升星提升概率,0,999999,
CARD_PRO_4010090,0,卡片升星提升概率,0,999999,
CARD_PRO_4050022,0,卡片升星提升概率,0,999999,
CARD_PRO_4010091,0,卡片升星提升概率,0,999999,
CARD_PRO_4060043,0,卡片升星提升概率,0,999999,
CARD_PRO_4010088,0,卡片升星提升概率,0,999999,
CARD_PRO_4030037,0,卡片升星提升概率,0,999999,
CARD_PRO_4010079,0,卡片升星提升概率,0,999999,
CARD_PRO_4010087,0,卡片升星提升概率,0,999999,
