ItemID,,,FloatRange,Price,NodePrice1,NodePrice2,NodePrice3,NodePrice4,NodePrice5,NodePrice6,NodePrice7,NodePrice8,NodePrice9,NodePrice10,NodePrice11,NodePrice12,NodePrice13,NodePrice14,NodePrice15,NodePrice16,NodePrice17,NodePrice18,NodePrice19,NodePrice20,NodePrice21,NodePrice22,NodePrice23,NodePrice24,NodePrice25,NodePrice26,NodePrice27,NodePrice28,NodePrice29,NodePrice30
道具ID,道具名称(策划用),筛选(策划用，1摆摊2商会),允许浮动比例(万分比),期望价格\r\n(异常情况取不到值，用第一个合法值),服务器等级30\r\n(异常情况取不到价格时，使用节点价格1),服务器等级35,服务器等级40,服务器等级45,服务器等级50,服务器等级55,服务器等级60,服务器等级65,服务器等级70,服务器等级75,服务器等级80,服务器等级85,服务器等级90,服务器等级95,服务器等级100,服务器等级105,服务器等级110,服务器等级115,服务器等级120,服务器等级125,服务器等级130,服务器等级135,服务器等级140,服务器等级145,服务器等级150,服务器等级155,服务器等级160,服务器等级165,服务器等级170,服务器等级175
3040012,煤炭,1,1000,30=1250|35=1250|40=1250|45=1250|50=1250|55=1250|60=1250|65=1250|70=1250|75=1250|80=1250|85=1250|90=1250|95=1250|100=1250|105=1250|110=1250|115=1250|120=1250|125=1250|130=1250|135=1250|140=1250|145=1250|150=1250|155=1250|160=1250|165=1250|170=1250|175=1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1290107,玛瑙,1,1000,30=1000000|35=1000000|40=1000000|45=1000000|50=1000000|55=1000000|60=1000000|65=1000000|70=1000000|75=1000000|80=1000000|85=1000000|90=1000000|95=1000000|100=1000000|105=1000000|110=1000000|115=1000000|120=1000000|125=1000000|130=1000000|135=1000000|140=1000000|145=1000000|150=1000000|155=1000000|160=1000000|165=1000000|170=1000000|175=1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000
3046001,短剑置换器,1,2500,30=185000|35=185000|40=185000|45=185000|50=185000|55=185000|60=185000|65=185000|70=185000|75=185000|80=185000|85=185000|90=185000|95=185000|100=185000|105=185000|110=185000|115=185000|120=185000|125=185000|130=185000|135=185000|140=185000|145=185000|150=185000|155=185000|160=185000|165=185000|170=185000|175=185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
3046002,斧头置换器,1,2500,30=185000|35=185000|40=185000|45=185000|50=185000|55=185000|60=185000|65=185000|70=185000|75=185000|80=185000|85=185000|90=185000|95=185000|100=185000|105=185000|110=185000|115=185000|120=185000|125=185000|130=185000|135=185000|140=185000|145=185000|150=185000|155=185000|160=185000|165=185000|170=185000|175=185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
3046003,钝器置换器,1,2500,30=185000|35=185000|40=185000|45=185000|50=185000|55=185000|60=185000|65=185000|70=185000|75=185000|80=185000|85=185000|90=185000|95=185000|100=185000|105=185000|110=185000|115=185000|120=185000|125=185000|130=185000|135=185000|140=185000|145=185000|150=185000|155=185000|160=185000|165=185000|170=185000|175=185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
3046004,长矛置换器,1,2500,30=185000|35=185000|40=185000|45=185000|50=185000|55=185000|60=185000|65=185000|70=185000|75=185000|80=185000|85=185000|90=185000|95=185000|100=185000|105=185000|110=185000|115=185000|120=185000|125=185000|130=185000|135=185000|140=185000|145=185000|150=185000|155=185000|160=185000|165=185000|170=185000|175=185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
3046005,长剑置换器,1,2500,30=185000|35=185000|40=185000|45=185000|50=185000|55=185000|60=185000|65=185000|70=185000|75=185000|80=185000|85=185000|90=185000|95=185000|100=185000|105=185000|110=185000|115=185000|120=185000|125=185000|130=185000|135=185000|140=185000|145=185000|150=185000|155=185000|160=185000|165=185000|170=185000|175=185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
3046006,双手剑置换器,1,2500,30=185000|35=185000|40=185000|45=185000|50=185000|55=185000|60=185000|65=185000|70=185000|75=185000|80=185000|85=185000|90=185000|95=185000|100=185000|105=185000|110=185000|115=185000|120=185000|125=185000|130=185000|135=185000|140=185000|145=185000|150=185000|155=185000|160=185000|165=185000|170=185000|175=185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
3046007,拳刃置换器,1,2500,30=185000|35=185000|40=185000|45=185000|50=185000|55=185000|60=185000|65=185000|70=185000|75=185000|80=185000|85=185000|90=185000|95=185000|100=185000|105=185000|110=185000|115=185000|120=185000|125=185000|130=185000|135=185000|140=185000|145=185000|150=185000|155=185000|160=185000|165=185000|170=185000|175=185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
3046008,拳套置换器,1,2500,30=185000|35=185000|40=185000|45=185000|50=185000|55=185000|60=185000|65=185000|70=185000|75=185000|80=185000|85=185000|90=185000|95=185000|100=185000|105=185000|110=185000|115=185000|120=185000|125=185000|130=185000|135=185000|140=185000|145=185000|150=185000|155=185000|160=185000|165=185000|170=185000|175=185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
3078011,力量药剂1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3078014,智力药剂1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3078017,敏捷药剂1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3078020,灵巧药剂1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3078023,体质药剂1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3078026,幸运药剂1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054001,蒸蟹螯1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054101,口感爽滑的面1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054201,鲜虾汁1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054301,什锦饭团1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054401,热炒蛤蜊1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054501,蟹肉棒1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054601,金枪鱼串烧1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054701,鱼子酱1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3054801,鲜贝粥1星,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
2023102,风之元素卷轴,1,2500,30=60000|35=60000|40=60000|45=60000|50=60000|55=60000|60=60000|65=60000|70=60000|75=60000|80=60000|85=60000|90=60000|95=60000|100=60000|105=60000|110=60000|115=60000|120=60000|125=60000|130=60000|135=60000|140=60000|145=60000|150=60000|155=60000|160=60000|165=60000|170=60000|175=60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
2023103,火之元素卷轴,1,2500,30=60000|35=60000|40=60000|45=60000|50=60000|55=60000|60=60000|65=60000|70=60000|75=60000|80=60000|85=60000|90=60000|95=60000|100=60000|105=60000|110=60000|115=60000|120=60000|125=60000|130=60000|135=60000|140=60000|145=60000|150=60000|155=60000|160=60000|165=60000|170=60000|175=60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
2023104,水之元素卷轴,1,2500,30=60000|35=60000|40=60000|45=60000|50=60000|55=60000|60=60000|65=60000|70=60000|75=60000|80=60000|85=60000|90=60000|95=60000|100=60000|105=60000|110=60000|115=60000|120=60000|125=60000|130=60000|135=60000|140=60000|145=60000|150=60000|155=60000|160=60000|165=60000|170=60000|175=60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
2023105,地之元素卷轴,1,2500,30=60000|35=60000|40=60000|45=60000|50=60000|55=60000|60=60000|65=60000|70=60000|75=60000|80=60000|85=60000|90=60000|95=60000|100=60000|105=60000|110=60000|115=60000|120=60000|125=60000|130=60000|135=60000|140=60000|145=60000|150=60000|155=60000|160=60000|165=60000|170=60000|175=60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
3020003,神之金属,2,2500,30=1000|35=1000|40=1000|45=1000|50=1000|55=1000|60=1000|65=1000|70=1000|75=1000|80=1000|85=1000|90=1000|95=1000|100=1000|105=1000|110=1000|115=1000|120=1000|125=1000|130=1000|135=1000|140=1000|145=1000|150=1000|155=1000|160=1000|165=1000|170=1000|175=1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
3020005,浓缩神之金属,2,2500,30=5000|35=5000|40=5000|45=5000|50=5000|55=5000|60=5000|65=5000|70=5000|75=5000|80=5000|85=5000|90=5000|95=5000|100=5000|105=5000|110=5000|115=5000|120=5000|125=5000|130=5000|135=5000|140=5000|145=5000|150=5000|155=5000|160=5000|165=5000|170=5000|175=5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
3020004,铝,2,2500,30=1000|35=1000|40=1000|45=1000|50=1000|55=1000|60=1000|65=1000|70=1000|75=1000|80=1000|85=1000|90=1000|95=1000|100=1000|105=1000|110=1000|115=1000|120=1000|125=1000|130=1000|135=1000|140=1000|145=1000|150=1000|155=1000|160=1000|165=1000|170=1000|175=1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
3020006,浓缩铝,2,2500,30=5000|35=5000|40=5000|45=5000|50=5000|55=5000|60=5000|65=5000|70=5000|75=5000|80=5000|85=5000|90=5000|95=5000|100=5000|105=5000|110=5000|115=5000|120=5000|125=5000|130=5000|135=5000|140=5000|145=5000|150=5000|155=5000|160=5000|165=5000|170=5000|175=5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
3020008,魔力之石,2,0,30=7500|35=7500|40=7500|45=7500|50=7500|55=7500|60=7500|65=7500|70=7500|75=7500|80=7500|85=7500|90=7500|95=7500|100=7500|105=7500|110=7500|115=7500|120=7500|125=7500|130=7500|135=7500|140=7500|145=7500|150=7500|155=7500|160=7500|165=7500|170=7500|175=7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500
3020009,混沌金属,2,0,30=7500|35=7500|40=7500|45=7500|50=7500|55=7500|60=7500|65=7500|70=7500|75=7500|80=7500|85=7500|90=7500|95=7500|100=7500|105=7500|110=7500|115=7500|120=7500|125=7500|130=7500|135=7500|140=7500|145=7500|150=7500|155=7500|160=7500|165=7500|170=7500|175=7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500
3021002,神秘磁石,2,0,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
3021004,封印之石,2,0,30=30000|35=30000|40=30000|45=30000|50=30000|55=30000|60=30000|65=30000|70=30000|75=30000|80=30000|85=30000|90=30000|95=30000|100=30000|105=30000|110=30000|115=30000|120=30000|125=30000|130=30000|135=30000|140=30000|145=30000|150=30000|155=30000|160=30000|165=30000|170=30000|175=30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
3020007,忽克连的锤子,2,0,30=1500|35=1500|40=1500|45=1500|50=1500|55=1500|60=1500|65=1500|70=1500|75=1500|80=1500|85=1500|90=1500|95=1500|100=1500|105=1500|110=1500|115=1500|120=1500|125=1500|130=1500|135=1500|140=1500|145=1500|150=1500|155=1500|160=1500|165=1500|170=1500|175=1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
3020010,初级解封卷轴,2,0,30=10000|35=10000|40=10000|45=10000|50=10000|55=10000|60=10000|65=10000|70=10000|75=10000|80=10000|85=10000|90=10000|95=10000|100=10000|105=10000|110=10000|115=10000|120=10000|125=10000|130=10000|135=10000|140=10000|145=10000|150=10000|155=10000|160=10000|165=10000|170=10000|175=10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
3020011,中级解封卷轴,2,0,30=30000|35=30000|40=30000|45=30000|50=30000|55=30000|60=30000|65=30000|70=30000|75=30000|80=30000|85=30000|90=30000|95=30000|100=30000|105=30000|110=30000|115=30000|120=30000|125=30000|130=30000|135=30000|140=30000|145=30000|150=30000|155=30000|160=30000|165=30000|170=30000|175=30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
3020012,高级解封卷轴,2,0,30=90000|35=90000|40=90000|45=90000|50=90000|55=90000|60=90000|65=90000|70=90000|75=90000|80=90000|85=90000|90=90000|95=90000|100=90000|105=90000|110=90000|115=90000|120=90000|125=90000|130=90000|135=90000|140=90000|145=90000|150=90000|155=90000|160=90000|165=90000|170=90000|175=90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000
3020018,忽克连的秘银锤,2,0,30=1500|35=1500|40=1500|45=1500|50=1500|55=1500|60=1500|65=1500|70=1500|75=1500|80=1500|85=1500|90=1500|95=1500|100=1500|105=1500|110=1500|115=1500|120=1500|125=1500|130=1500|135=1500|140=1500|145=1500|150=1500|155=1500|160=1500|165=1500|170=1500|175=1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
3020019,初级激活卷轴,2,0,30=10000|35=10000|40=10000|45=10000|50=10000|55=10000|60=10000|65=10000|70=10000|75=10000|80=10000|85=10000|90=10000|95=10000|100=10000|105=10000|110=10000|115=10000|120=10000|125=10000|130=10000|135=10000|140=10000|145=10000|150=10000|155=10000|160=10000|165=10000|170=10000|175=10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
3020020,中级激活卷轴,2,0,30=30000|35=30000|40=30000|45=30000|50=30000|55=30000|60=30000|65=30000|70=30000|75=30000|80=30000|85=30000|90=30000|95=30000|100=30000|105=30000|110=30000|115=30000|120=30000|125=30000|130=30000|135=30000|140=30000|145=30000|150=30000|155=30000|160=30000|165=30000|170=30000|175=30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
3020021,高级激活卷轴,2,0,30=90000|35=90000|40=90000|45=90000|50=90000|55=90000|60=90000|65=90000|70=90000|75=90000|80=90000|85=90000|90=90000|95=90000|100=90000|105=90000|110=90000|115=90000|120=90000|125=90000|130=90000|135=90000|140=90000|145=90000|150=90000|155=90000|160=90000|165=90000|170=90000|175=90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000
3023001,金刚石,2,0,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
3023002,高级金刚石,2,0,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
3023003,超级金刚石,2,0,30=25000|35=25000|40=25000|45=25000|50=25000|55=25000|60=25000|65=25000|70=25000|75=25000|80=25000|85=25000|90=25000|95=25000|100=25000|105=25000|110=25000|115=25000|120=25000|125=25000|130=25000|135=25000|140=25000|145=25000|150=25000|155=25000|160=25000|165=25000|170=25000|175=25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
3022001,30级装备水晶,2,2500,30=300|35=300|40=225|45=150|50=150|55=150|60=150|65=150|70=150|75=150|80=150|85=150|90=150|95=150|100=150|105=150|110=150|115=150|120=150|125=150|130=150|135=150|140=150|145=150|150=150|155=150|160=150|165=150|170=150|175=150,300,300,225,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
3022002,40级装备水晶,2,2500,30=500|35=500|40=500|45=500|50=375|55=250|60=250|65=250|70=250|75=250|80=250|85=250|90=250|95=250|100=250|105=250|110=250|115=250|120=250|125=250|130=250|135=250|140=250|145=250|150=250|155=250|160=250|165=250|170=250|175=250,500,500,500,500,375,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
3022003,50级装备水晶,2,2500,30=1000|35=1000|40=1000|45=1000|50=1000|55=1000|60=1000|65=750|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,1000,1000,1000,1000,1000,1000,1000,750,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
3022004,60级装备水晶,2,2500,30=2000|35=2000|40=2000|45=2000|50=2000|55=2000|60=2000|65=2000|70=1500|75=1000|80=1000|85=1000|90=1000|95=1000|100=1000|105=1000|110=1000|115=1000|120=1000|125=1000|130=1000|135=1000|140=1000|145=1000|150=1000|155=1000|160=1000|165=1000|170=1000|175=1000,2000,2000,2000,2000,2000,2000,2000,2000,1500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
3022005,70级装备水晶,2,2500,30=3000|35=3000|40=3000|45=3000|50=3000|55=3000|60=3000|65=3000|70=3000|75=3000|80=2250|85=1500|90=1500|95=1500|100=1500|105=1500|110=1500|115=1500|120=1500|125=1500|130=1500|135=1500|140=1500|145=1500|150=1500|155=1500|160=1500|165=1500|170=1500|175=1500,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2250,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
