SkillID,Name,SkillDesc,ImportantSkillDesc
1002100113,黑暗之王的诅咒,黑暗之王借用霍普的身躯对随机目标降下诅咒，诅咒成长10秒后变成咒毒，不断吸食生命,咒毒可以被其他玩家接走，在新身体上重新变为咒种
1002100105,掠影浮光,霍普对所有目标投影出法环造成圣属性伤害，被侵蚀后威力提升且更改为暗属性伤害,技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1002100109,神枪·信仰,霍普投下神枪，对范围内目标造成伤害，同时生成锁链,不要站在神枪和神枪之间
1002100122,光域扩张,随机生成圣光区域，3秒后降下圣光造成圣属性伤害，被侵蚀后威力提升且更改为暗属性伤害,注意走位规避伤害
1002100124,神之威严,被完全侵蚀的霍普不断降下圣光，对所有目标造成高额圣属性伤害,注意走位规避伤害
1002100120,万里横光,被完全侵蚀的霍普瞬间灼烧大地，对近身目标造成高额圣属性伤害,
1000163101,死焰射线,半龙人自身或召唤幻影向前方发射死焰光束，该技能会引爆暗之能量球,
1000163102,暗焰锤击,半龙人在前方扇形范围内造成巨量火焰伤害，该技能会引爆火焰能量球,
1000163103,熔岩爆发,半龙人在身边连续召唤多个熔岩区域，该技能会引爆火焰能量球,
1000163105,炎之风阵,半龙人选中若干敌人，在他们脚下召唤火焰风阵,
1000163108,炎夜分割,半龙人将周围场地变成火与暗的领域，在任意场地待过久会造成能量,在火和暗两块区域来回及时移动，避免能量失衡
1000163104,暗夜审判,半龙人选中若干敌人，在他们脚下召唤暗夜审判，该技能会引爆暗之能量球,
1000163120,召唤鳄鱼人,半龙人召唤鳄鱼人与其并肩作战,
1000163002,精神破坏,塔奥群卡使用精神攻击目标，降低目标防御,
1000163003,落石攻击,塔奥群卡以自身为中心随机掉落岩石攻击玩家,注意走位规避伤害
1000163004,旋转风暴,塔奥群卡旋转自身造成范围伤害,
1000163005,眩晕攻击,撞击向目标，引发地震眩晕范围内的目标,
1000163006,破甲一击,塔奥群卡跃起后拍击地面，引发地面随机突刺攻击，击中的目标将被击破盔甲,注意走位规避伤害
1000163007,敏捷光环,释放AGI光环，以自身为中心提升所有友方的敏捷,拉走所有小怪仇恨
1000163008,荆棘瓦砾,塔奥群卡释放土地之力，在地面留下瓦砾地面，对进入其中玩家造成持续伤害,注意不要进入瓦砾区域
1000163009,精神射线,塔奥群卡将自身积攒的精神力不断射出，对多方向射出精神射线,注意走位规避伤害
1000163010,召唤邪恶摩艾,塔奥群卡召唤邪恶摩艾一起攻击目标,
1000163011,沙暴,塔奥群卡召唤沙暴保护自己，对进入沙暴范围所有玩家持续造成风沙伤害并降低命中，沙暴会间歇性停止和恢复。,
1000163012,岩石柱,塔奥群卡发现打不过玩家时，变会立即召唤4个岩石柱并藏起来，必须清理掉藏身的石柱即可让塔奥群卡现身。此后塔奥群卡会持续召唤岩石柱，当场上石柱出现4个的时候塔奥群卡会再次躲进岩石柱中,通过立即击杀岩石柱的方式来阻止塔奥群卡藏起来
1000163013,岩石魔阵,塔奥群卡开始蓄力并进入无敌状态，召唤3座阵眼石柱形成石像魔阵，蓄力结束后释放全屏地属性爆发伤害，岩石魔像互相连接形成魔阵,必须打破石像即可停止塔奥群卡蓄力伤害，并让塔奥群卡进入眩晕状态
1000181701,钻石火焰,伊夫利特选择若干目标，在他们身上标注<color=$$Yellow$$>火之印记</color>。<color=$$Yellow$$>火之印记</color>会随着时间扩大能量，最终将目标束缚在原地引爆。,注意及时离开人群躲避
1000181704,炎之分身,伊夫利特召唤若干分身，在场地中冲锋。,注意走位规避伤害
1000181706,火之统御,伊夫利特召唤若干火球，持续牵引附近的目标,需要玩家及时转火火球
1000181707,炎狱杀,网格中升起巨大的火焰，灼烧目标,
1000181708,火焰裂劈,伊夫利特向前方猛烈挥砍，造成大量伤害,注意走位规避伤害
1000181709,毁灭烈焰,伊夫利特制造大范围火焰伤害，并会引爆<color=$$Yellow$$>火之印记</color>,与被标记<color=$$Yellow$$>火之印记</color>的玩家保持距离
1000181710,火之龙卷,伊夫利特在身边制造火焰龙卷,
1000181713,多重陨星,伊夫利特制造多重陨星砸向玩家，需要范围内的玩家进行分摊伤害,及时靠近被选中的玩家，为他分摊伤害
1000181714,熔岩爆发,伊夫利特锁定若干目标，并在他脚下召唤持续爆发的岩浆领域,
1000181718,火焰重铸,伊夫利特会使用火焰重铸自己的身躯，短时间爆发巨大的力量,
1000181719,召唤卡浩,伊夫利特会召唤出卡浩作为他的随从，并肩作战,
1000181602,狂击,阿特罗斯对目标奋力挥动武器，造成巨大伤害,
1000181604,旋风斩,阿特罗斯转动巨刃，对周围进行旋转攻击,该技能会引起<color=$$Yellow$$>阿特罗斯之刃</color>的狂风共振
1000181605,碎裂斩,阿特罗斯将巨刃劈向前方，造成巨大伤害,
1000181606,裂地劈,阿特罗斯向前方连续劈砍3次，形成3道裂缝,
1000181607,跳劈,阿特罗斯跃向目标，并对前方劈砍出3道雷暴,该技能会引起<color=$$Yellow$$>阿特罗斯之刃</color>的雷暴共振
1000181608,烈风,阿特罗斯向前方连续挥砍武器，释放3道旋风,
1000181609,嗜血,阿特罗斯因嗜血短时间内变得身形巨大，爆发出更强大的力量,
1000181610,召唤野狼,阿特罗斯召唤野狼与他并肩作战,
1000181611,狂风之刃,阿特罗斯在若干玩家头顶砸下<color=$$Yellow$$>阿特罗斯之刃</color>，<color=$$Yellow$$>阿特罗斯之刃</color>会与阿特罗斯的一些技能产生共振,及时转火清除<color=$$Yellow$$>阿特罗斯之刃</color>
1000181619,怒吼,阿特罗斯怒吼造成大范围的巨量伤害,该技能会引起<color=$$Yellow$$>阿特罗斯之刃</color>的火焰共振
1000181616,召唤雷暴,阿特罗斯召唤巨量雷暴轰击玩家,注意走位规避伤害
1002160205,来自过去的轰鸣,时空恶魔召唤过去的时空力量，瞬间爆发巨大的伤害,
1002160206,来自未来的回响,时空恶魔召唤未来的时空力量，大幅度削弱单体魔法防御,
1002160207,时光洪流,时空恶魔锁定一位敌人，向其方向释放时光洪流,注意不要与仇恨目标站在同一直线上
1002160209,时间膨胀,时空恶魔将附近的敌人困在时间膨胀场中，被击中的敌人可变吟唱时间，技能公共CD大幅度增加,注意走位规避伤害
1002160212,时间结界Ⅰ,时空恶魔从另外一个时间位面召唤时空结界，被时空结界罩到的敌人将受到<color=$$Yellow$$>时间锁定</color>的伤害。被时间冻结，无法移动，无法攻击,时间结界有3种类型的变化
1002160215,时间炸弹·圆,时空恶魔将点名敌人，倒计时结束后会对玩家造成范围性伤害，治疗效果与受治疗效果降低,时间炸弹有3种类型的变化，注意远离头上有倒计时的玩家
1002160219,时光倒流,时空恶魔召唤出通往另一个时空的传送门，玩家需要限时击败敌人，否则将会受到高额<color=$$Yellow$$>来自过去的轰鸣</color>的伤害并且施加时间锁定,传送门只能有2名玩家进入
