Id,SystemName,IndexType,Date,ActivityTime,PushTime,SkewTime,IntervalTime,ParticipationModel,PlayerManualModification,OpenSystemID,OffLineCondition,Priority,Text,Picture,SoundEffect,PushTriggerType
264,(광고) 라그나로크 오리진!,0=0,20200922,,1230,,,,2=1,,,1,,,,
265,(광고) 라그나로크 오리진!,0=0,20200922,,1830,,,,2=1,,,1,,,,
266,(광고) 라그나로크 오리진!,0=0,20200923,,1230,,,,2=1,,,1,,,,
267,(광고) 라그나로크 오리진!,0=0,20200923,,1830,,,,2=1,,,1,,,,
268,(광고) 라그나로크 오리진!,0=0,20200924,,1230,,,,2=1,,,1,,,,
269,(광고) 라그나로크 오리진!,0=0,20200924,,1830,,,,2=1,,,1,,,,
270,(광고) 라그나로크 오리진!,0=0,20200925,,1230,,,,2=1,,,1,,,,
271,(광고) 라그나로크 오리진!,0=0,20200925,,1830,,,,2=1,,,1,,,,
272,(광고) 라그나로크 오리진!,0=0,20200926,,1230,,,,2=1,,,1,,,,
273,(광고) 라그나로크 오리진!,0=0,20200926,,1830,,,,2=1,,,1,,,,
274,(광고) 라그나로크 오리진!,0=0,20200927,,1230,,,,2=1,,,1,,,,
275,(광고) 라그나로크 오리진!,0=0,20200927,,1830,,,,2=1,,,1,,,,
276,(광고) 라그나로크 오리진!,0=0,20200928,,1230,,,,2=1,,,1,,,,
277,(광고) 라그나로크 오리진!,0=0,20200928,,1830,,,,2=1,,,1,,,,
278,(광고) 라그나로크 오리진!,0=0,20200929,,1230,,,,2=1,,,1,,,,
279,(광고) 라그나로크 오리진!,0=0,20200929,,1830,,,,2=1,,,1,,,,
280,(광고) 라그나로크 오리진!,0=0,20200930,,1230,,,,2=1,,,1,,,,
281,(광고) 라그나로크 오리진!,0=0,20200930,,1830,,,,2=1,,,1,,,,
282,(광고) 라그나로크 오리진!,0=0,20201001,,1230,,,,2=1,,,1,,,,
283,(광고) 라그나로크 오리진!,0=0,20201001,,1830,,,,2=1,,,1,,,,
284,(광고) 라그나로크 오리진!,0=0,20201002,,1230,,,,2=1,,,1,,,,
285,(광고) 라그나로크 오리진!,0=0,20201002,,1830,,,,2=1,,,1,,,,
286,(광고) 라그나로크 오리진!,0=0,20201003,,1230,,,,2=1,,,1,,,,
287,(광고) 라그나로크 오리진!,0=0,20201003,,1830,,,,2=1,,,1,,,,
288,(광고) 라그나로크 오리진!,0=0,20201004,,1230,,,,2=1,,,1,,,,
289,(광고) 라그나로크 오리진!,0=0,20201004,,1830,,,,2=1,,,1,,,,
290,(광고) 라그나로크 오리진!,0=0,20201005,,1230,,,,2=1,,,1,,,,
291,(광고) 라그나로크 오리진!,0=0,20201005,,1830,,,,2=1,,,1,,,,
292,(광고) 라그나로크 오리진!,0=0,20201006,,1230,,,,2=1,,,1,,,,
293,(광고) 라그나로크 오리진!,0=0,20201006,,1830,,,,2=1,,,1,,,,
294,(광고) 라그나로크 오리진!,0=0,20201007,,1230,,,,2=1,,,1,,,,
295,(광고) 라그나로크 오리진!,0=0,20201007,,1830,,,,2=1,,,1,,,,
296,(광고) 라그나로크 오리진!,0=0,20201008,,1230,,,,2=1,,,1,,,,
297,(광고) 라그나로크 오리진!,0=0,20201008,,1830,,,,2=1,,,1,,,,
298,(광고) 라그나로크 오리진!,0=0,20201009,,1230,,,,2=1,,,1,,,,
299,(광고) 라그나로크 오리진!,0=0,20201009,,1830,,,,2=1,,,1,,,,
300,(광고) 라그나로크 오리진!,0=0,20201010,,1230,,,,2=1,,,1,,,,
301,(광고) 라그나로크 오리진!,0=0,20201010,,1830,,,,2=1,,,1,,,,
302,(광고) 라그나로크 오리진!,0=0,20201011,,1230,,,,2=1,,,1,,,,
303,(광고) 라그나로크 오리진!,0=0,20201011,,1830,,,,2=1,,,1,,,,
304,(광고) 라그나로크 오리진!,0=0,20201012,,1230,,,,2=1,,,1,,,,
305,(광고) 라그나로크 오리진!,0=0,20201012,,1830,,,,2=1,,,1,,,,
306,(광고) 라그나로크 오리진!,0=0,20201013,,1230,,,,2=1,,,1,,,,
307,(광고) 라그나로크 오리진!,0=0,20201013,,1830,,,,2=1,,,1,,,,
308,(광고) 라그나로크 오리진!,0=0,20201014,,1230,,,,2=1,,,1,,,,
309,(광고) 라그나로크 오리진!,0=0,20201014,,1830,,,,2=1,,,1,,,,
310,(광고) 라그나로크 오리진!,0=0,20201015,,1230,,,,2=1,,,1,,,,
311,(광고) 라그나로크 오리진!,0=0,20201015,,1830,,,,2=1,,,1,,,,
312,(광고) 라그나로크 오리진!,0=0,20201016,,1230,,,,2=1,,,1,,,,
313,(광고) 라그나로크 오리진!,0=0,20201016,,1830,,,,2=1,,,1,,,,
314,(광고) 라그나로크 오리진!,0=0,20201017,,1230,,,,2=1,,,1,,,,
315,(광고) 라그나로크 오리진!,0=0,20201017,,1830,,,,2=1,,,1,,,,
316,(광고) 라그나로크 오리진!,0=0,20201018,,1230,,,,2=1,,,1,,,,
317,(광고) 라그나로크 오리진!,0=0,20201018,,1830,,,,2=1,,,1,,,,
318,(광고) 라그나로크 오리진!,0=0,20201019,,1230,,,,2=1,,,1,,,,
319,(광고) 라그나로크 오리진!,0=0,20201019,,1830,,,,2=1,,,1,,,,
320,(광고) 라그나로크 오리진!,0=0,20201020,,1230,,,,2=1,,,1,,,,
321,(광고) 라그나로크 오리진!,0=0,20201020,,1830,,,,2=1,,,1,,,,
322,(광고) 라그나로크 오리진!,0=0,20201021,,1230,,,,2=1,,,1,,,,
323,(광고) 라그나로크 오리진!,0=0,20201021,,1830,,,,2=1,,,1,,,,
324,(광고) 라그나로크 오리진!,0=0,20201022,,1230,,,,2=1,,,1,,,,
325,(광고) 라그나로크 오리진!,0=0,20201022,,1830,,,,2=1,,,1,,,,
326,(광고) 라그나로크 오리진!,0=0,20201023,,1230,,,,2=1,,,1,,,,
327,(광고) 라그나로크 오리진!,0=0,20201023,,1830,,,,2=1,,,1,,,,
328,(광고) 라그나로크 오리진!,0=0,20201024,,1230,,,,2=1,,,1,,,,
329,(광고) 라그나로크 오리진!,0=0,20201024,,1830,,,,2=1,,,1,,,,
330,(광고) 라그나로크 오리진!,0=0,20201025,,1230,,,,2=1,,,1,,,,
331,(광고) 라그나로크 오리진!,0=0,20201025,,1830,,,,2=1,,,1,,,,
332,(광고) 라그나로크 오리진!,0=0,20201026,,1230,,,,2=1,,,1,,,,
333,(광고) 라그나로크 오리진!,0=0,20201026,,1830,,,,2=1,,,1,,,,
334,(광고) 라그나로크 오리진!,0=0,20201027,,1230,,,,2=1,,,1,,,,
335,(광고) 라그나로크 오리진!,0=0,20201027,,1830,,,,2=1,,,1,,,,
336,(광고) 라그나로크 오리진!,0=0,20201028,,1230,,,,2=1,,,1,,,,
337,(광고) 라그나로크 오리진!,0=0,20201028,,1830,,,,2=1,,,1,,,,
338,(광고) 라그나로크 오리진!,0=0,20201029,,1230,,,,2=1,,,1,,,,
339,(광고) 라그나로크 오리진!,0=0,20201029,,1830,,,,2=1,,,1,,,,
340,(광고) 라그나로크 오리진!,0=0,20201030,,1230,,,,2=1,,,1,,,,
341,(광고) 라그나로크 오리진!,0=0,20201030,,1830,,,,2=1,,,1,,,,
342,(광고) 라그나로크 오리진!,0=0,20201031,,1230,,,,2=1,,,1,,,,
343,(광고) 라그나로크 오리진!,0=0,20201031,,1830,,,,2=1,,,1,,,,
344,(광고) 라그나로크 오리진!,0=0,20201101,,1230,,,,2=1,,,1,,,,
345,(광고) 라그나로크 오리진!,0=0,20201101,,1830,,,,2=1,,,1,,,,
346,(광고) 라그나로크 오리진!,0=0,20201102,,1230,,,,2=1,,,1,,,,
347,(광고) 라그나로크 오리진!,0=0,20201102,,1830,,,,2=1,,,1,,,,
348,(광고) 라그나로크 오리진!,0=0,20201103,,1230,,,,2=1,,,1,,,,
349,(광고) 라그나로크 오리진!,0=0,20201103,,1830,,,,2=1,,,1,,,,
350,(광고) 라그나로크 오리진!,0=0,20201104,,1230,,,,2=1,,,1,,,,
351,(광고) 라그나로크 오리진!,0=0,20201104,,1830,,,,2=1,,,1,,,,
352,(광고) 라그나로크 오리진!,0=0,20201105,,1230,,,,2=1,,,1,,,,
353,(광고) 라그나로크 오리진!,0=0,20201105,,1830,,,,2=1,,,1,,,,
354,(광고) 라그나로크 오리진!,0=0,20201106,,1230,,,,2=1,,,1,,,,
355,(광고) 라그나로크 오리진!,0=0,20201106,,1830,,,,2=1,,,1,,,,
356,(광고) 라그나로크 오리진!,0=0,20201107,,1230,,,,2=1,,,1,,,,
357,(광고) 라그나로크 오리진!,0=0,20201107,,1830,,,,2=1,,,1,,,,
358,(광고) 라그나로크 오리진!,0=0,20201108,,1230,,,,2=1,,,1,,,,
359,(광고) 라그나로크 오리진!,0=0,20201108,,1830,,,,2=1,,,1,,,,
360,(광고) 라그나로크 오리진!,0=0,20201109,,1230,,,,2=1,,,1,,,,
361,(광고) 라그나로크 오리진!,0=0,20201109,,1830,,,,2=1,,,1,,,,
362,(광고) 라그나로크 오리진!,0=0,20201110,,1230,,,,2=1,,,1,,,,
363,(광고) 라그나로크 오리진!,0=0,20201110,,1830,,,,2=1,,,1,,,,
364,(광고) 라그나로크 오리진!,0=0,20201111,,1230,,,,2=1,,,1,,,,
365,(광고) 라그나로크 오리진!,0=0,20201111,,1830,,,,2=1,,,1,,,,
366,(광고) 라그나로크 오리진!,0=0,20201112,,1230,,,,2=1,,,1,,,,
367,(광고) 라그나로크 오리진!,0=0,20201112,,1830,,,,2=1,,,1,,,,
368,(광고) 라그나로크 오리진!,0=0,20201113,,1230,,,,2=1,,,1,,,,
369,(광고) 라그나로크 오리진!,0=0,20201113,,1830,,,,2=1,,,1,,,,
370,(광고) 라그나로크 오리진!,0=0,20201114,,1230,,,,2=1,,,1,,,,
371,(광고) 라그나로크 오리진!,0=0,20201114,,1830,,,,2=1,,,1,,,,
372,(광고) 라그나로크 오리진!,0=0,20201115,,1230,,,,2=1,,,1,,,,
373,(광고) 라그나로크 오리진!,0=0,20201115,,1830,,,,2=1,,,1,,,,
374,(광고) 라그나로크 오리진!,0=0,20201116,,1230,,,,2=1,,,1,,,,
375,(광고) 라그나로크 오리진!,0=0,20201116,,1830,,,,2=1,,,1,,,,
376,(광고) 라그나로크 오리진!,0=0,20201117,,1230,,,,2=1,,,1,,,,
377,(광고) 라그나로크 오리진!,0=0,20201117,,1830,,,,2=1,,,1,,,,
378,(광고) 라그나로크 오리진!,0=0,20201118,,1230,,,,2=1,,,1,,,,
379,(광고) 라그나로크 오리진!,0=0,20201118,,1830,,,,2=1,,,1,,,,
380,(광고) 라그나로크 오리진!,0=0,20201119,,1230,,,,2=1,,,1,,,,
381,(광고) 라그나로크 오리진!,0=0,20201119,,1830,,,,2=1,,,1,,,,
382,(광고) 라그나로크 오리진!,0=0,20201120,,1230,,,,2=1,,,1,,,,
383,(광고) 라그나로크 오리진!,0=0,20201120,,1830,,,,2=1,,,1,,,,
384,(광고) 라그나로크 오리진!,0=0,20201121,,1230,,,,2=1,,,1,,,,
385,(광고) 라그나로크 오리진!,0=0,20201121,,1830,,,,2=1,,,1,,,,
386,(광고) 라그나로크 오리진!,0=0,20201122,,1230,,,,2=1,,,1,,,,
387,(광고) 라그나로크 오리진!,0=0,20201122,,1830,,,,2=1,,,1,,,,
388,(광고) 라그나로크 오리진!,0=0,20201123,,1230,,,,2=1,,,1,,,,
389,(광고) 라그나로크 오리진!,0=0,20201123,,1830,,,,2=1,,,1,,,,
390,(광고) 라그나로크 오리진!,0=0,20201124,,1230,,,,2=1,,,1,,,,
391,(광고) 라그나로크 오리진!,0=0,20201124,,1830,,,,2=1,,,1,,,,
392,(광고) 라그나로크 오리진!,0=0,20201125,,1230,,,,2=1,,,1,,,,
393,(광고) 라그나로크 오리진!,0=0,20201125,,1830,,,,2=1,,,1,,,,
394,(광고) 라그나로크 오리진!,0=0,20201126,,1230,,,,2=1,,,1,,,,
395,(광고) 라그나로크 오리진!,0=0,20201126,,1830,,,,2=1,,,1,,,,
396,(광고) 라그나로크 오리진!,0=0,20201127,,1230,,,,2=1,,,1,,,,
397,(광고) 라그나로크 오리진!,0=0,20201127,,1830,,,,2=1,,,1,,,,
398,(광고) 라그나로크 오리진!,0=0,20201128,,1230,,,,2=1,,,1,,,,
399,(광고) 라그나로크 오리진!,0=0,20201128,,1830,,,,2=1,,,1,,,,
400,(광고) 라그나로크 오리진!,0=0,20201129,,1230,,,,2=1,,,1,,,,
401,(광고) 라그나로크 오리진!,0=0,20201129,,1830,,,,2=1,,,1,,,,
402,(광고) 라그나로크 오리진!,0=0,20201130,,1230,,,,2=1,,,1,,,,
403,(광고) 라그나로크 오리진!,0=0,20201130,,1830,,,,2=1,,,1,,,,
404,(광고) 라그나로크 오리진!,0=0,20201201,,1230,,,,2=1,,,1,,,,
405,(광고) 라그나로크 오리진!,0=0,20201201,,1830,,,,2=1,,,1,,,,
406,(광고) 라그나로크 오리진!,0=0,20201202,,1230,,,,2=1,,,1,,,,
407,(광고) 라그나로크 오리진!,0=0,20201202,,1830,,,,2=1,,,1,,,,
408,(광고) 라그나로크 오리진!,0=0,20201203,,1230,,,,2=1,,,1,,,,
409,(광고) 라그나로크 오리진!,0=0,20201203,,1830,,,,2=1,,,1,,,,
410,(광고) 라그나로크 오리진!,0=0,20201204,,1230,,,,2=1,,,1,,,,
411,(광고) 라그나로크 오리진!,0=0,20201204,,1830,,,,2=1,,,1,,,,
412,(광고) 라그나로크 오리진!,0=0,20201205,,1230,,,,2=1,,,1,,,,
413,(광고) 라그나로크 오리진!,0=0,20201205,,1830,,,,2=1,,,1,,,,
414,(광고) 라그나로크 오리진!,0=0,20201206,,1230,,,,2=1,,,1,,,,
415,(광고) 라그나로크 오리진!,0=0,20201206,,1830,,,,2=1,,,1,,,,
416,(광고) 라그나로크 오리진!,0=0,20201207,,1230,,,,2=1,,,1,,,,
417,(광고) 라그나로크 오리진!,0=0,20201207,,1830,,,,2=1,,,1,,,,
418,(광고) 라그나로크 오리진!,0=0,20201208,,1230,,,,2=1,,,1,,,,
419,(광고) 라그나로크 오리진!,0=0,20201208,,1830,,,,2=1,,,1,,,,
420,(광고) 라그나로크 오리진!,0=0,20201209,,1230,,,,2=1,,,1,,,,
421,(광고) 라그나로크 오리진!,0=0,20201209,,1830,,,,2=1,,,1,,,,
422,(광고) 라그나로크 오리진!,0=0,20201210,,1230,,,,2=1,,,1,,,,
423,(광고) 라그나로크 오리진!,0=0,20201210,,1830,,,,2=1,,,1,,,,
424,(광고) 라그나로크 오리진!,0=0,20201211,,1230,,,,2=1,,,1,,,,
425,(광고) 라그나로크 오리진!,0=0,20201211,,1830,,,,2=1,,,1,,,,
426,(광고) 라그나로크 오리진!,0=0,20201212,,1230,,,,2=1,,,1,,,,
427,(광고) 라그나로크 오리진!,0=0,20201212,,1830,,,,2=1,,,1,,,,
428,(광고) 라그나로크 오리진!,0=0,20201213,,1230,,,,2=1,,,1,,,,
429,(광고) 라그나로크 오리진!,0=0,20201213,,1830,,,,2=1,,,1,,,,
430,(광고) 라그나로크 오리진!,0=0,20201214,,1230,,,,2=1,,,1,,,,
431,(광고) 라그나로크 오리진!,0=0,20201214,,1830,,,,2=1,,,1,,,,
432,(광고) 라그나로크 오리진!,0=0,20201215,,1230,,,,2=1,,,1,,,,
433,(광고) 라그나로크 오리진!,0=0,20201215,,1830,,,,2=1,,,1,,,,
434,(광고) 라그나로크 오리진!,0=0,20201216,,1230,,,,2=1,,,1,,,,
435,(광고) 라그나로크 오리진!,0=0,20201216,,1830,,,,2=1,,,1,,,,
436,(광고) 라그나로크 오리진!,0=0,20201217,,1230,,,,2=1,,,1,,,,
437,(광고) 라그나로크 오리진!,0=0,20201217,,1830,,,,2=1,,,1,,,,
438,(광고) 라그나로크 오리진!,0=0,20201218,,1230,,,,2=1,,,1,,,,
439,(광고) 라그나로크 오리진!,0=0,20201218,,1830,,,,2=1,,,1,,,,
440,(광고) 라그나로크 오리진!,0=0,20201219,,1230,,,,2=1,,,1,,,,
441,(광고) 라그나로크 오리진!,0=0,20201219,,1830,,,,2=1,,,1,,,,
442,(광고) 라그나로크 오리진!,0=0,20201220,,1230,,,,2=1,,,1,,,,
443,(광고) 라그나로크 오리진!,0=0,20201220,,1830,,,,2=1,,,1,,,,
444,(광고) 라그나로크 오리진!,0=0,20201221,,1230,,,,2=1,,,1,,,,
445,(광고) 라그나로크 오리진!,0=0,20201221,,1830,,,,2=1,,,1,,,,
446,(광고) 라그나로크 오리진!,0=0,20201222,,1230,,,,2=1,,,1,,,,
447,(광고) 라그나로크 오리진!,0=0,20201222,,1830,,,,2=1,,,1,,,,
448,(광고) 라그나로크 오리진!,0=0,20201223,,1230,,,,2=1,,,1,,,,
449,(광고) 라그나로크 오리진!,0=0,20201223,,1830,,,,2=1,,,1,,,,
450,(광고) 라그나로크 오리진!,0=0,20201224,,1230,,,,2=1,,,1,,,,
451,(광고) 라그나로크 오리진!,0=0,20201224,,1830,,,,2=1,,,1,,,,
452,(광고) 라그나로크 오리진!,0=0,20201225,,1230,,,,2=1,,,1,,,,
453,(광고) 라그나로크 오리진!,0=0,20201225,,1830,,,,2=1,,,1,,,,
454,(광고) 라그나로크 오리진!,0=0,20201226,,1230,,,,2=1,,,1,,,,
455,(광고) 라그나로크 오리진!,0=0,20201226,,1830,,,,2=1,,,1,,,,
456,(광고) 라그나로크 오리진!,0=0,20201227,,1230,,,,2=1,,,1,,,,
457,(광고) 라그나로크 오리진!,0=0,20201227,,1830,,,,2=1,,,1,,,,
458,(광고) 라그나로크 오리진!,0=0,20201228,,1230,,,,2=1,,,1,,,,
459,(광고) 라그나로크 오리진!,0=0,20201228,,1830,,,,2=1,,,1,,,,
460,(광고) 라그나로크 오리진!,0=0,20201229,,1230,,,,2=1,,,1,,,,
461,(광고) 라그나로크 오리진!,0=0,20201229,,1830,,,,2=1,,,1,,,,
462,(광고) 라그나로크 오리진!,0=0,20201230,,1230,,,,2=1,,,1,,,,
463,(광고) 라그나로크 오리진!,0=0,20201230,,1830,,,,2=1,,,1,,,,
464,(광고) 라그나로크 오리진!,0=0,20201231,,1230,,,,2=1,,,1,,,,
465,(광고) 라그나로크 오리진!,0=0,20201231,,1830,,,,2=1,,,1,,,,
466,(광고) 라그나로크 오리진!,0=0,20210101,,1230,,,,2=1,,,1,,,,
467,(광고) 라그나로크 오리진!,0=0,20210101,,1830,,,,2=1,,,1,,,,
468,(광고) 라그나로크 오리진!,0=0,20210102,,1230,,,,2=1,,,1,,,,
469,(광고) 라그나로크 오리진!,0=0,20210102,,1830,,,,2=1,,,1,,,,
470,(광고) 라그나로크 오리진!,0=0,20210103,,1230,,,,2=1,,,1,,,,
471,(광고) 라그나로크 오리진!,0=0,20210103,,1830,,,,2=1,,,1,,,,
472,(광고) 라그나로크 오리진!,0=0,20210104,,1230,,,,2=1,,,1,,,,
473,(광고) 라그나로크 오리진!,0=0,20210104,,1830,,,,2=1,,,1,,,,
474,(광고) 라그나로크 오리진!,0=0,20210105,,1230,,,,2=1,,,1,,,,
475,(광고) 라그나로크 오리진!,0=0,20210105,,1830,,,,2=1,,,1,,,,
476,(광고) 라그나로크 오리진!,0=0,20210106,,1230,,,,2=1,,,1,,,,
477,(광고) 라그나로크 오리진!,0=0,20210106,,1830,,,,2=1,,,1,,,,
478,(광고) 라그나로크 오리진!,0=0,20210107,,1230,,,,2=1,,,1,,,,
479,(광고) 라그나로크 오리진!,0=0,20210107,,1830,,,,2=1,,,1,,,,
480,(광고) 라그나로크 오리진!,0=0,20210108,,1230,,,,2=1,,,1,,,,
481,(광고) 라그나로크 오리진!,0=0,20210108,,1830,,,,2=1,,,1,,,,
482,(광고) 라그나로크 오리진!,0=0,20210109,,1230,,,,2=1,,,1,,,,
483,(광고) 라그나로크 오리진!,0=0,20210109,,1830,,,,2=1,,,1,,,,
484,(광고) 라그나로크 오리진!,0=0,20210110,,1230,,,,2=1,,,1,,,,
485,(광고) 라그나로크 오리진!,0=0,20210110,,1830,,,,2=1,,,1,,,,
486,(광고) 라그나로크 오리진!,0=0,20210111,,1230,,,,2=1,,,1,,,,
487,(광고) 라그나로크 오리진!,0=0,20210111,,1830,,,,2=1,,,1,,,,
488,(광고) 라그나로크 오리진!,0=0,20210112,,1230,,,,2=1,,,1,,,,
489,(광고) 라그나로크 오리진!,0=0,20210112,,1830,,,,2=1,,,1,,,,
490,(광고) 라그나로크 오리진!,0=0,20210113,,1230,,,,2=1,,,1,,,,
491,(광고) 라그나로크 오리진!,0=0,20210113,,1830,,,,2=1,,,1,,,,
492,(광고) 라그나로크 오리진!,0=0,20210114,,1230,,,,2=1,,,1,,,,
493,(광고) 라그나로크 오리진!,0=0,20210114,,1830,,,,2=1,,,1,,,,
494,(광고) 라그나로크 오리진!,0=0,20210115,,1230,,,,2=1,,,1,,,,
495,(광고) 라그나로크 오리진!,0=0,20210115,,1830,,,,2=1,,,1,,,,
496,(광고) 라그나로크 오리진!,0=0,20210116,,1230,,,,2=1,,,1,,,,
497,(광고) 라그나로크 오리진!,0=0,20210116,,1830,,,,2=1,,,1,,,,
498,(광고) 라그나로크 오리진!,0=0,20210117,,1230,,,,2=1,,,1,,,,
499,(광고) 라그나로크 오리진!,0=0,20210117,,1830,,,,2=1,,,1,,,,
500,(광고) 라그나로크 오리진!,0=0,20210118,,1230,,,,2=1,,,1,,,,
501,(광고) 라그나로크 오리진!,0=0,20210118,,1830,,,,2=1,,,1,,,,
502,(광고) 라그나로크 오리진!,0=0,20210119,,1230,,,,2=1,,,1,,,,
503,(광고) 라그나로크 오리진!,0=0,20210119,,1830,,,,2=1,,,1,,,,
504,(광고) 라그나로크 오리진!,0=0,20210120,,1230,,,,2=1,,,1,,,,
505,(광고) 라그나로크 오리진!,0=0,20210120,,1830,,,,2=1,,,1,,,,
506,(광고) 라그나로크 오리진!,0=0,20210121,,1230,,,,2=1,,,1,,,,
507,(광고) 라그나로크 오리진!,0=0,20210121,,1830,,,,2=1,,,1,,,,
508,(광고) 라그나로크 오리진!,0=0,20210122,,1230,,,,2=1,,,1,,,,
509,(광고) 라그나로크 오리진!,0=0,20210122,,1830,,,,2=1,,,1,,,,
510,(광고) 라그나로크 오리진!,0=0,20210123,,1230,,,,2=1,,,1,,,,
511,(광고) 라그나로크 오리진!,0=0,20210123,,1830,,,,2=1,,,1,,,,
512,(광고) 라그나로크 오리진!,0=0,20210124,,1230,,,,2=1,,,1,,,,
513,(광고) 라그나로크 오리진!,0=0,20210124,,1830,,,,2=1,,,1,,,,
514,(광고) 라그나로크 오리진!,0=0,20210125,,1230,,,,2=1,,,1,,,,
515,(광고) 라그나로크 오리진!,0=0,20210125,,1830,,,,2=1,,,1,,,,
516,(광고) 라그나로크 오리진!,0=0,20210126,,1230,,,,2=1,,,1,,,,
517,(광고) 라그나로크 오리진!,0=0,20210126,,1830,,,,2=1,,,1,,,,
518,(광고) 라그나로크 오리진!,0=0,20210127,,1230,,,,2=1,,,1,,,,
519,(광고) 라그나로크 오리진!,0=0,20210127,,1830,,,,2=1,,,1,,,,
520,(광고) 라그나로크 오리진!,0=0,20210128,,1230,,,,2=1,,,1,,,,
521,(광고) 라그나로크 오리진!,0=0,20210128,,1830,,,,2=1,,,1,,,,
522,(광고) 라그나로크 오리진!,0=0,20210129,,1230,,,,2=1,,,1,,,,
523,(광고) 라그나로크 오리진!,0=0,20210129,,1830,,,,2=1,,,1,,,,
524,(광고) 라그나로크 오리진!,0=0,20210130,,1230,,,,2=1,,,1,,,,
525,(광고) 라그나로크 오리진!,0=0,20210130,,1830,,,,2=1,,,1,,,,
526,(광고) 라그나로크 오리진!,0=0,20210131,,1230,,,,2=1,,,1,,,,
527,(광고) 라그나로크 오리진!,0=0,20210131,,1830,,,,2=1,,,1,,,,
528,(광고) 라그나로크 오리진!,0=0,20210201,,1230,,,,2=1,,,1,,,,
529,(광고) 라그나로크 오리진!,0=0,20210201,,1830,,,,2=1,,,1,,,,
530,(광고) 라그나로크 오리진!,0=0,20210202,,1230,,,,2=1,,,1,,,,
531,(광고) 라그나로크 오리진!,0=0,20210202,,1830,,,,2=1,,,1,,,,
532,(광고) 라그나로크 오리진!,0=0,20210203,,1230,,,,2=1,,,1,,,,
533,(광고) 라그나로크 오리진!,0=0,20210203,,1830,,,,2=1,,,1,,,,
534,(광고) 라그나로크 오리진!,0=0,20210204,,1230,,,,2=1,,,1,,,,
535,(광고) 라그나로크 오리진!,0=0,20210204,,1830,,,,2=1,,,1,,,,
536,(광고) 라그나로크 오리진!,0=0,20210205,,1230,,,,2=1,,,1,,,,
537,(광고) 라그나로크 오리진!,0=0,20210205,,1830,,,,2=1,,,1,,,,
538,(광고) 라그나로크 오리진!,0=0,20210206,,1230,,,,2=1,,,1,,,,
539,(광고) 라그나로크 오리진!,0=0,20210206,,1830,,,,2=1,,,1,,,,
540,(광고) 라그나로크 오리진!,0=0,20210207,,1230,,,,2=1,,,1,,,,
541,(광고) 라그나로크 오리진!,0=0,20210207,,1830,,,,2=1,,,1,,,,
542,(광고) 라그나로크 오리진!,0=0,20210208,,1230,,,,2=1,,,1,,,,
543,(광고) 라그나로크 오리진!,0=0,20210208,,1830,,,,2=1,,,1,,,,
544,(광고) 라그나로크 오리진!,0=0,20210209,,1230,,,,2=1,,,1,,,,
545,(광고) 라그나로크 오리진!,0=0,20210209,,1830,,,,2=1,,,1,,,,
546,(광고) 라그나로크 오리진!,0=0,20210210,,1230,,,,2=1,,,1,,,,
547,(광고) 라그나로크 오리진!,0=0,20210210,,1830,,,,2=1,,,1,,,,
548,(광고) 라그나로크 오리진!,0=0,20210211,,1230,,,,2=1,,,1,,,,
549,(광고) 라그나로크 오리진!,0=0,20210211,,1830,,,,2=1,,,1,,,,
550,(광고) 라그나로크 오리진!,0=0,20210212,,1230,,,,2=1,,,1,,,,
551,(광고) 라그나로크 오리진!,0=0,20210212,,1830,,,,2=1,,,1,,,,
552,(광고) 라그나로크 오리진!,0=0,20210213,,1230,,,,2=1,,,1,,,,
553,(광고) 라그나로크 오리진!,0=0,20210213,,1830,,,,2=1,,,1,,,,
554,(광고) 라그나로크 오리진!,0=0,20210214,,1230,,,,2=1,,,1,,,,
555,(광고) 라그나로크 오리진!,0=0,20210214,,1830,,,,2=1,,,1,,,,
556,(광고) 라그나로크 오리진!,0=0,20210215,,1230,,,,2=1,,,1,,,,
557,(광고) 라그나로크 오리진!,0=0,20210215,,1830,,,,2=1,,,1,,,,
558,(광고) 라그나로크 오리진!,0=0,20210216,,1230,,,,2=1,,,1,,,,
559,(광고) 라그나로크 오리진!,0=0,20210216,,1830,,,,2=1,,,1,,,,
560,(광고) 라그나로크 오리진!,0=0,20210217,,1230,,,,2=1,,,1,,,,
561,(광고) 라그나로크 오리진!,0=0,20210217,,1830,,,,2=1,,,1,,,,
562,(광고) 라그나로크 오리진!,0=0,20210218,,1230,,,,2=1,,,1,,,,
563,(광고) 라그나로크 오리진!,0=0,20210218,,1830,,,,2=1,,,1,,,,
564,(광고) 라그나로크 오리진!,0=0,20210219,,1230,,,,2=1,,,1,,,,
565,(광고) 라그나로크 오리진!,0=0,20210219,,1830,,,,2=1,,,1,,,,
566,(광고) 라그나로크 오리진!,0=0,20210220,,1230,,,,2=1,,,1,,,,
567,(광고) 라그나로크 오리진!,0=0,20210220,,1830,,,,2=1,,,1,,,,
568,(광고) 라그나로크 오리진!,0=0,20210221,,1230,,,,2=1,,,1,,,,
569,(광고) 라그나로크 오리진!,0=0,20210221,,1830,,,,2=1,,,1,,,,
570,(광고) 라그나로크 오리진!,0=0,20210222,,1230,,,,2=1,,,1,,,,
571,(광고) 라그나로크 오리진!,0=0,20210222,,1830,,,,2=1,,,1,,,,
