ID,Profession,RoleType,Professiontext,Lvmin,Lvmax,Paylv,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9
728,300001,3000,赞美,35,39,2,10728,,30001,40001,50007,60007,70003,80022,90003
729,300001,3101,赞美,40,44,2,10729,,30001,40001,50007,60007,70003,80023,90003
730,300001,3101,赞美,45,49,2,10730,,30002,40001,50007,60007,70003,80024,90003
731,300001,3101,赞美,50,54,2,10731,,30004,40001,50007,60007,70003,80025,90003
732,300001,3101,赞美,55,59,2,10732,,30006,40001,50007,60007,70003,80026,90003
733,300001,3101,赞美,60,64,2,10733,,30007,40001,50007,60007,70003,80027,90003
734,300001,3101,赞美,65,69,2,10734,20002,30009,40001,50007,60007,70003,80028,90003
735,300001,3102,赞美,70,74,2,10735,20008,30012,40001,50007,60007,70003,80029,90003
736,300001,3102,赞美,75,79,2,10736,20011,30014,40001,50007,60007,70003,80030,90003
737,300001,3102,赞美,80,84,2,10737,20015,30017,40001,50007,60007,70003,80031,90003
738,300001,3102,赞美,85,89,2,10738,20018,30020,40001,50007,60007,70003,80032,90003
739,300001,3102,赞美,90,94,2,10739,20021,30024,40001,50007,60007,70003,80033,90003
740,300001,3102,赞美,95,99,2,10740,20024,30028,40001,50007,60007,70003,80034,90003
741,300001,3102,赞美,100,104,2,10741,20027,30030,40001,50007,60007,70003,80034,90003
742,300001,3102,赞美,105,109,2,10742,20030,30030,40001,50007,60007,70003,80034,90003
743,300001,3102,赞美,110,114,2,10743,20033,30030,40001,50007,60007,70003,80034,90003
744,300001,3102,赞美,115,119,2,10744,20036,30030,40001,50007,60007,70003,80034,90003
745,300001,3102,赞美,120,124,2,10745,20039,30030,40001,50007,60007,70003,80034,90003
746,300001,3102,赞美,125,129,2,10746,20040,30030,40001,50007,60007,70003,80034,90003
747,300001,3102,赞美,130,134,2,10747,20040,30030,40001,50007,60007,70003,80034,90003
748,300001,3102,赞美,135,139,2,10748,20040,30030,40001,50007,60007,70003,80034,90003
749,300001,3102,赞美,140,144,2,10749,20040,30030,40001,50007,60007,70003,80034,90003
750,300001,3102,赞美,145,149,2,10750,20040,30030,40001,50007,60007,70003,80034,90003
751,300001,3102,赞美,150,154,2,10751,20040,30030,40001,50007,60007,70003,80034,90003
752,300001,3102,赞美,155,159,2,10752,20040,30030,40001,50007,60007,70003,80034,90003
753,300001,3102,赞美,160,164,2,10753,20040,30030,40001,50007,60007,70003,80034,90003
754,300001,3102,赞美,165,169,2,10754,20040,30030,40001,50007,60007,70003,80034,90003
755,300001,3102,赞美,170,174,2,10755,20040,30030,40001,50007,60007,70003,80034,90003
756,300001,3102,赞美,175,179,2,10756,20040,30030,40001,50007,60007,70003,80034,90003
757,300001,3102,赞美,180,184,2,10757,20040,30030,40001,50007,60007,70003,80034,90003
758,300001,3102,赞美,185,189,2,10758,20040,30030,40001,50007,60007,70003,80034,90003
759,300001,3102,赞美,190,194,2,10759,20040,30030,40001,50007,60007,70003,80034,90003
760,300001,3102,赞美,195,199,2,10760,20040,30030,40001,50007,60007,70003,80034,90003
761,300001,3000,赞美,10,14,3,10761,,30001,40001,50007,60007,70003,80018,90003
762,300001,3000,赞美,15,19,3,10762,,30001,40001,50007,60007,70003,80018,90003
763,300001,3000,赞美,20,24,3,10763,,30001,40001,50007,60007,70003,80019,90003
764,300001,3000,赞美,25,29,3,10764,,30001,40001,50007,60007,70003,80020,90003
765,300001,3000,赞美,30,34,3,10765,,30001,40001,50007,60007,70003,80021,90003
766,300001,3000,赞美,35,39,3,10766,,30001,40001,50007,60007,70003,80022,90003
767,300001,3101,赞美,40,44,3,10767,,30001,40001,50007,60007,70003,80023,90003
768,300001,3101,赞美,45,49,3,10768,,30002,40001,50007,60007,70003,80024,90003
769,300001,3101,赞美,50,54,3,10769,,30004,40001,50007,60007,70003,80025,90003
770,300001,3101,赞美,55,59,3,10770,,30006,40001,50007,60007,70003,80026,90003
771,300001,3101,赞美,60,64,3,10771,,30007,40001,50007,60007,70003,80027,90003
772,300001,3101,赞美,65,69,3,10772,20003,30009,40001,50007,60007,70003,80028,90003
773,300001,3102,赞美,70,74,3,10773,20009,30012,40001,50007,60007,70003,80029,90003
774,300001,3102,赞美,75,79,3,10774,20014,30014,40001,50007,60007,70003,80030,90003
775,300001,3102,赞美,80,84,3,10775,20017,30017,40001,50007,60007,70003,80031,90003
776,300001,3102,赞美,85,89,3,10776,20021,30020,40001,50007,60007,70003,80032,90003
777,300001,3102,赞美,90,94,3,10777,20024,30024,40001,50007,60007,70003,80033,90003
778,300001,3102,赞美,95,99,3,10778,20027,30028,40001,50007,60007,70003,80034,90003
779,300001,3102,赞美,100,104,3,10779,20030,30030,40001,50007,60007,70003,80034,90003
780,300001,3102,赞美,105,109,3,10780,20033,30030,40001,50007,60007,70003,80034,90003
781,300001,3102,赞美,110,114,3,10781,20036,30030,40001,50007,60007,70003,80034,90003
782,300001,3102,赞美,115,119,3,10782,20039,30030,40001,50007,60007,70003,80034,90003
783,300001,3102,赞美,120,124,3,10783,20040,30030,40001,50007,60007,70003,80034,90003
784,300001,3102,赞美,125,129,3,10784,20040,30030,40001,50007,60007,70003,80034,90003
785,300001,3102,赞美,130,134,3,10785,20040,30030,40001,50007,60007,70003,80034,90003
786,300001,3102,赞美,135,139,3,10786,20040,30030,40001,50007,60007,70003,80034,90003
787,300001,3102,赞美,140,144,3,10787,20040,30030,40001,50007,60007,70003,80034,90003
788,300001,3102,赞美,145,149,3,10788,20040,30030,40001,50007,60007,70003,80034,90003
789,300001,3102,赞美,150,154,3,10789,20040,30030,40001,50007,60007,70003,80034,90003
790,300001,3102,赞美,155,159,3,10790,20040,30030,40001,50007,60007,70003,80034,90003
791,300001,3102,赞美,160,164,3,10791,20040,30030,40001,50007,60007,70003,80034,90003
792,300001,3102,赞美,165,169,3,10792,20040,30030,40001,50007,60007,70003,80034,90003
793,300001,3102,赞美,170,174,3,10793,20040,30030,40001,50007,60007,70003,80034,90003
794,300001,3102,赞美,175,179,3,10794,20040,30030,40001,50007,60007,70003,80034,90003
795,300001,3102,赞美,180,184,3,10795,20040,30030,40001,50007,60007,70003,80034,90003
796,300001,3102,赞美,185,189,3,10796,20040,30030,40001,50007,60007,70003,80034,90003
797,300001,3102,赞美,190,194,3,10797,20040,30030,40001,50007,60007,70003,80034,90003
798,300001,3102,赞美,195,199,3,10798,20040,30030,40001,50007,60007,70003,80034,90003
799,300002,3000,驱魔,10,14,1,10799,,30001,40001,50008,60008,70003,80001,90003
800,300002,3000,驱魔,15,19,1,10800,,30001,40001,50008,60008,70003,80001,90003
801,300002,3000,驱魔,20,24,1,10801,,30001,40001,50008,60008,70003,80002,90003
802,300002,3000,驱魔,25,29,1,10802,,30001,40001,50008,60008,70003,80003,90003
803,300002,3000,驱魔,30,34,1,10803,,30001,40001,50008,60008,70003,80004,90003
804,300002,3000,驱魔,35,39,1,10804,,30001,40001,50008,60008,70003,80005,90003
805,300002,3101,驱魔,40,44,1,10805,,30001,40001,50008,60008,70003,80006,90003
806,300002,3101,驱魔,45,49,1,10806,,30001,40001,50008,60008,70003,80007,90003
807,300002,3101,驱魔,50,54,1,10807,,30003,40001,50008,60008,70003,80008,90003
808,300002,3101,驱魔,55,59,1,10808,,30004,40001,50008,60008,70003,80009,90003
809,300002,3101,驱魔,60,64,1,10809,,30005,40001,50008,60008,70003,80010,90003
810,300002,3101,驱魔,65,69,1,10810,20002,30006,40001,50008,60008,70003,80011,90003
811,300002,3102,驱魔,70,74,1,10811,20006,30008,40001,50008,60008,70003,80012,90003
812,300002,3102,驱魔,75,79,1,10812,20009,30010,40001,50008,60008,70003,80013,90003
813,300002,3102,驱魔,80,84,1,10813,20012,30012,40001,50008,60008,70003,80014,90003
814,300002,3102,驱魔,85,89,1,10814,20015,30014,40001,50008,60008,70003,80015,90003
815,300002,3102,驱魔,90,94,1,10815,20018,30017,40001,50008,60008,70003,80016,90003
816,300002,3102,驱魔,95,99,1,10816,20021,30020,40001,50008,60008,70003,80017,90003
817,300002,3102,驱魔,100,104,1,10817,20024,30023,40001,50008,60008,70003,80017,90003
818,300002,3102,驱魔,105,109,1,10818,20027,30026,40001,50008,60008,70003,80017,90003
819,300002,3102,驱魔,110,114,1,10819,20030,30030,40001,50008,60008,70003,80017,90003
820,300002,3102,驱魔,115,119,1,10820,20033,30030,40001,50008,60008,70003,80017,90003
821,300002,3102,驱魔,120,124,1,10821,20036,30030,40001,50008,60008,70003,80017,90003
822,300002,3102,驱魔,125,129,1,10822,20039,30030,40001,50008,60008,70003,80017,90003
823,300002,3102,驱魔,130,134,1,10823,20040,30030,40001,50008,60008,70003,80017,90003
824,300002,3102,驱魔,135,139,1,10824,20040,30030,40001,50008,60008,70003,80017,90003
825,300002,3102,驱魔,140,144,1,10825,20040,30030,40001,50008,60008,70003,80017,90003
826,300002,3102,驱魔,145,149,1,10826,20040,30030,40001,50008,60008,70003,80017,90003
827,300002,3102,驱魔,150,154,1,10827,20040,30030,40001,50008,60008,70003,80017,90003
828,300002,3102,驱魔,155,159,1,10828,20040,30030,40001,50008,60008,70003,80017,90003
829,300002,3102,驱魔,160,164,1,10829,20040,30030,40001,50008,60008,70003,80017,90003
830,300002,3102,驱魔,165,169,1,10830,20040,30030,40001,50008,60008,70003,80017,90003
831,300002,3102,驱魔,170,174,1,10831,20040,30030,40001,50008,60008,70003,80017,90003
832,300002,3102,驱魔,175,179,1,10832,20040,30030,40001,50008,60008,70003,80017,90003
833,300002,3102,驱魔,180,184,1,10833,20040,30030,40001,50008,60008,70003,80017,90003
834,300002,3102,驱魔,185,189,1,10834,20040,30030,40001,50008,60008,70003,80017,90003
835,300002,3102,驱魔,190,194,1,10835,20040,30030,40001,50008,60008,70003,80017,90003
836,300002,3102,驱魔,195,199,1,10836,20040,30030,40001,50008,60008,70003,80017,90003
837,300002,3000,驱魔,10,14,2,10837,,30001,40001,50008,60008,70003,80001,90003
838,300002,3000,驱魔,15,19,2,10838,,30001,40001,50008,60008,70003,80001,90003
839,300002,3000,驱魔,20,24,2,10839,,30001,40001,50008,60008,70003,80002,90003
840,300002,3000,驱魔,25,29,2,10840,,30001,40001,50008,60008,70003,80003,90003
841,300002,3000,驱魔,30,34,2,10841,,30001,40001,50008,60008,70003,80004,90003
842,300002,3000,驱魔,35,39,2,10842,,30001,40001,50008,60008,70003,80005,90003
843,300002,3101,驱魔,40,44,2,10843,,30001,40001,50008,60008,70003,80006,90003
844,300002,3101,驱魔,45,49,2,10844,,30002,40001,50008,60008,70003,80007,90003
845,300002,3101,驱魔,50,54,2,10845,,30004,40001,50008,60008,70003,80008,90003
846,300002,3101,驱魔,55,59,2,10846,,30006,40001,50008,60008,70003,80009,90003
847,300002,3101,驱魔,60,64,2,10847,,30007,40001,50008,60008,70003,80010,90003
848,300002,3101,驱魔,65,69,2,10848,20002,30009,40001,50008,60008,70003,80011,90003
849,300002,3102,驱魔,70,74,2,10849,20008,30012,40001,50008,60008,70003,80012,90003
850,300002,3102,驱魔,75,79,2,10850,20011,30014,40001,50008,60008,70003,80013,90003
851,300002,3102,驱魔,80,84,2,10851,20015,30017,40001,50008,60008,70003,80014,90003
852,300002,3102,驱魔,85,89,2,10852,20018,30020,40001,50008,60008,70003,80015,90003
853,300002,3102,驱魔,90,94,2,10853,20021,30024,40001,50008,60008,70003,80016,90003
854,300002,3102,驱魔,95,99,2,10854,20024,30028,40001,50008,60008,70003,80017,90003
855,300002,3102,驱魔,100,104,2,10855,20027,30030,40001,50008,60008,70003,80017,90003
856,300002,3102,驱魔,105,109,2,10856,20030,30030,40001,50008,60008,70003,80017,90003
857,300002,3102,驱魔,110,114,2,10857,20033,30030,40001,50008,60008,70003,80017,90003
858,300002,3102,驱魔,115,119,2,10858,20036,30030,40001,50008,60008,70003,80017,90003
859,300002,3102,驱魔,120,124,2,10859,20039,30030,40001,50008,60008,70003,80017,90003
860,300002,3102,驱魔,125,129,2,10860,20040,30030,40001,50008,60008,70003,80017,90003
861,300002,3102,驱魔,130,134,2,10861,20040,30030,40001,50008,60008,70003,80017,90003
862,300002,3102,驱魔,135,139,2,10862,20040,30030,40001,50008,60008,70003,80017,90003
863,300002,3102,驱魔,140,144,2,10863,20040,30030,40001,50008,60008,70003,80017,90003
864,300002,3102,驱魔,145,149,2,10864,20040,30030,40001,50008,60008,70003,80017,90003
865,300002,3102,驱魔,150,154,2,10865,20040,30030,40001,50008,60008,70003,80017,90003
866,300002,3102,驱魔,155,159,2,10866,20040,30030,40001,50008,60008,70003,80017,90003
867,300002,3102,驱魔,160,164,2,10867,20040,30030,40001,50008,60008,70003,80017,90003
868,300002,3102,驱魔,165,169,2,10868,20040,30030,40001,50008,60008,70003,80017,90003
869,300002,3102,驱魔,170,174,2,10869,20040,30030,40001,50008,60008,70003,80017,90003
870,300002,3102,驱魔,175,179,2,10870,20040,30030,40001,50008,60008,70003,80017,90003
871,300002,3102,驱魔,180,184,2,10871,20040,30030,40001,50008,60008,70003,80017,90003
872,300002,3102,驱魔,185,189,2,10872,20040,30030,40001,50008,60008,70003,80017,90003
873,300002,3102,驱魔,190,194,2,10873,20040,30030,40001,50008,60008,70003,80017,90003
874,300002,3102,驱魔,195,199,2,10874,20040,30030,40001,50008,60008,70003,80017,90003
875,300002,3000,驱魔,10,14,3,10875,,30001,40001,50008,60008,70003,80001,90003
876,300002,3000,驱魔,15,19,3,10876,,30001,40001,50008,60008,70003,80001,90003
877,300002,3000,驱魔,20,24,3,10877,,30001,40001,50008,60008,70003,80002,90003
878,300002,3000,驱魔,25,29,3,10878,,30001,40001,50008,60008,70003,80003,90003
879,300002,3000,驱魔,30,34,3,10879,,30001,40001,50008,60008,70003,80004,90003
880,300002,3000,驱魔,35,39,3,10880,,30001,40001,50008,60008,70003,80005,90003
881,300002,3101,驱魔,40,44,3,10881,,30001,40001,50008,60008,70003,80006,90003
882,300002,3101,驱魔,45,49,3,10882,,30002,40001,50008,60008,70003,80007,90003
883,300002,3101,驱魔,50,54,3,10883,,30004,40001,50008,60008,70003,80008,90003
884,300002,3101,驱魔,55,59,3,10884,,30006,40001,50008,60008,70003,80009,90003
885,300002,3101,驱魔,60,64,3,10885,,30007,40001,50008,60008,70003,80010,90003
886,300002,3101,驱魔,65,69,3,10886,20003,30009,40001,50008,60008,70003,80011,90003
887,300002,3102,驱魔,70,74,3,10887,20009,30012,40001,50008,60008,70003,80012,90003
888,300002,3102,驱魔,75,79,3,10888,20014,30014,40001,50008,60008,70003,80013,90003
889,300002,3102,驱魔,80,84,3,10889,20017,30017,40001,50008,60008,70003,80014,90003
890,300002,3102,驱魔,85,89,3,10890,20021,30020,40001,50008,60008,70003,80015,90003
891,300002,3102,驱魔,90,94,3,10891,20024,30024,40001,50008,60008,70003,80016,90003
892,300002,3102,驱魔,95,99,3,10892,20027,30028,40001,50008,60008,70003,80017,90003
893,300002,3102,驱魔,100,104,3,10893,20030,30030,40001,50008,60008,70003,80017,90003
894,300002,3102,驱魔,105,109,3,10894,20033,30030,40001,50008,60008,70003,80017,90003
895,300002,3102,驱魔,110,114,3,10895,20036,30030,40001,50008,60008,70003,80017,90003
896,300002,3102,驱魔,115,119,3,10896,20039,30030,40001,50008,60008,70003,80017,90003
897,300002,3102,驱魔,120,124,3,10897,20040,30030,40001,50008,60008,70003,80017,90003
898,300002,3102,驱魔,125,129,3,10898,20040,30030,40001,50008,60008,70003,80017,90003
899,300002,3102,驱魔,130,134,3,10899,20040,30030,40001,50008,60008,70003,80017,90003
900,300002,3102,驱魔,135,139,3,10900,20040,30030,40001,50008,60008,70003,80017,90003
901,300002,3102,驱魔,140,144,3,10901,20040,30030,40001,50008,60008,70003,80017,90003
902,300002,3102,驱魔,145,149,3,10902,20040,30030,40001,50008,60008,70003,80017,90003
903,300002,3102,驱魔,150,154,3,10903,20040,30030,40001,50008,60008,70003,80017,90003
904,300002,3102,驱魔,155,159,3,10904,20040,30030,40001,50008,60008,70003,80017,90003
905,300002,3102,驱魔,160,164,3,10905,20040,30030,40001,50008,60008,70003,80017,90003
906,300002,3102,驱魔,165,169,3,10906,20040,30030,40001,50008,60008,70003,80017,90003
907,300002,3102,驱魔,170,174,3,10907,20040,30030,40001,50008,60008,70003,80017,90003
908,300002,3102,驱魔,175,179,3,10908,20040,30030,40001,50008,60008,70003,80017,90003
909,300002,3102,驱魔,180,184,3,10909,20040,30030,40001,50008,60008,70003,80017,90003
910,300002,3102,驱魔,185,189,3,10910,20040,30030,40001,50008,60008,70003,80017,90003
911,300002,3102,驱魔,190,194,3,10911,20040,30030,40001,50008,60008,70003,80017,90003
912,300002,3102,驱魔,195,199,3,10912,20040,30030,40001,50008,60008,70003,80017,90003
913,300003,3000,暴牧,10,14,1,10913,,30001,40001,50009,60009,70003,80001,90003
914,300003,3000,暴牧,15,19,1,10914,,30001,40001,50009,60009,70003,80001,90003
915,300003,3000,暴牧,20,24,1,10915,,30001,40001,50009,60009,70003,80002,90003
916,300003,3000,暴牧,25,29,1,10916,,30001,40001,50009,60009,70003,80003,90003
917,300003,3000,暴牧,30,34,1,10917,,30001,40001,50009,60009,70003,80004,90003
918,300003,3000,暴牧,35,39,1,10918,,30001,40001,50009,60009,70003,80005,90003
919,300003,3101,暴牧,40,44,1,10919,,30001,40001,50009,60009,70003,80006,90003
920,300003,3101,暴牧,45,49,1,10920,,30001,40001,50009,60009,70003,80007,90003
921,300003,3101,暴牧,50,54,1,10921,,30003,40001,50009,60009,70003,80008,90003
922,300003,3101,暴牧,55,59,1,10922,,30004,40001,50009,60009,70003,80009,90003
923,300003,3101,暴牧,60,64,1,10923,,30005,40001,50009,60009,70003,80010,90003
924,300003,3101,暴牧,65,69,1,10924,20002,30006,40001,50009,60009,70003,80011,90003
925,300003,3102,暴牧,70,74,1,10925,20006,30008,40001,50009,60009,70003,80012,90003
926,300003,3102,暴牧,75,79,1,10926,20009,30010,40001,50009,60009,70003,80013,90003
927,300003,3102,暴牧,80,84,1,10927,20012,30012,40001,50009,60009,70003,80014,90003
928,300003,3102,暴牧,85,89,1,10928,20015,30014,40001,50009,60009,70003,80015,90003
929,300003,3102,暴牧,90,94,1,10929,20018,30017,40001,50009,60009,70003,80016,90003
930,300003,3102,暴牧,95,99,1,10930,20021,30020,40001,50009,60009,70003,80017,90003
931,300003,3102,暴牧,100,104,1,10931,20024,30023,40001,50009,60009,70003,80017,90003
932,300003,3102,暴牧,105,109,1,10932,20027,30026,40001,50009,60009,70003,80017,90003
933,300003,3102,暴牧,110,114,1,10933,20030,30030,40001,50009,60009,70003,80017,90003
934,300003,3102,暴牧,115,119,1,10934,20033,30030,40001,50009,60009,70003,80017,90003
935,300003,3102,暴牧,120,124,1,10935,20036,30030,40001,50009,60009,70003,80017,90003
936,300003,3102,暴牧,125,129,1,10936,20039,30030,40001,50009,60009,70003,80017,90003
937,300003,3102,暴牧,130,134,1,10937,20040,30030,40001,50009,60009,70003,80017,90003
938,300003,3102,暴牧,135,139,1,10938,20040,30030,40001,50009,60009,70003,80017,90003
939,300003,3102,暴牧,140,144,1,10939,20040,30030,40001,50009,60009,70003,80017,90003
940,300003,3102,暴牧,145,149,1,10940,20040,30030,40001,50009,60009,70003,80017,90003
941,300003,3102,暴牧,150,154,1,10941,20040,30030,40001,50009,60009,70003,80017,90003
942,300003,3102,暴牧,155,159,1,10942,20040,30030,40001,50009,60009,70003,80017,90003
943,300003,3102,暴牧,160,164,1,10943,20040,30030,40001,50009,60009,70003,80017,90003
944,300003,3102,暴牧,165,169,1,10944,20040,30030,40001,50009,60009,70003,80017,90003
945,300003,3102,暴牧,170,174,1,10945,20040,30030,40001,50009,60009,70003,80017,90003
946,300003,3102,暴牧,175,179,1,10946,20040,30030,40001,50009,60009,70003,80017,90003
947,300003,3102,暴牧,180,184,1,10947,20040,30030,40001,50009,60009,70003,80017,90003
948,300003,3102,暴牧,185,189,1,10948,20040,30030,40001,50009,60009,70003,80017,90003
949,300003,3102,暴牧,190,194,1,10949,20040,30030,40001,50009,60009,70003,80017,90003
950,300003,3102,暴牧,195,199,1,10950,20040,30030,40001,50009,60009,70003,80017,90003
951,300003,3000,暴牧,10,14,2,10951,,30001,40001,50009,60009,70003,80001,90003
952,300003,3000,暴牧,15,19,2,10952,,30001,40001,50009,60009,70003,80001,90003
953,300003,3000,暴牧,20,24,2,10953,,30001,40001,50009,60009,70003,80002,90003
954,300003,3000,暴牧,25,29,2,10954,,30001,40001,50009,60009,70003,80003,90003
955,300003,3000,暴牧,30,34,2,10955,,30001,40001,50009,60009,70003,80004,90003
956,300003,3000,暴牧,35,39,2,10956,,30001,40001,50009,60009,70003,80005,90003
957,300003,3101,暴牧,40,44,2,10957,,30001,40001,50009,60009,70003,80006,90003
958,300003,3101,暴牧,45,49,2,10958,,30002,40001,50009,60009,70003,80007,90003
959,300003,3101,暴牧,50,54,2,10959,,30004,40001,50009,60009,70003,80008,90003
960,300003,3101,暴牧,55,59,2,10960,,30006,40001,50009,60009,70003,80009,90003
961,300003,3101,暴牧,60,64,2,10961,,30007,40001,50009,60009,70003,80010,90003
962,300003,3101,暴牧,65,69,2,10962,20002,30009,40001,50009,60009,70003,80011,90003
963,300003,3102,暴牧,70,74,2,10963,20008,30012,40001,50009,60009,70003,80012,90003
964,300003,3102,暴牧,75,79,2,10964,20011,30014,40001,50009,60009,70003,80013,90003
965,300003,3102,暴牧,80,84,2,10965,20015,30017,40001,50009,60009,70003,80014,90003
966,300003,3102,暴牧,85,89,2,10966,20018,30020,40001,50009,60009,70003,80015,90003
967,300003,3102,暴牧,90,94,2,10967,20021,30024,40001,50009,60009,70003,80016,90003
968,300003,3102,暴牧,95,99,2,10968,20024,30028,40001,50009,60009,70003,80017,90003
969,300003,3102,暴牧,100,104,2,10969,20027,30030,40001,50009,60009,70003,80017,90003
970,300003,3102,暴牧,105,109,2,10970,20030,30030,40001,50009,60009,70003,80017,90003
971,300003,3102,暴牧,110,114,2,10971,20033,30030,40001,50009,60009,70003,80017,90003
972,300003,3102,暴牧,115,119,2,10972,20036,30030,40001,50009,60009,70003,80017,90003
973,300003,3102,暴牧,120,124,2,10973,20039,30030,40001,50009,60009,70003,80017,90003
974,300003,3102,暴牧,125,129,2,10974,20040,30030,40001,50009,60009,70003,80017,90003
975,300003,3102,暴牧,130,134,2,10975,20040,30030,40001,50009,60009,70003,80017,90003
976,300003,3102,暴牧,135,139,2,10976,20040,30030,40001,50009,60009,70003,80017,90003
977,300003,3102,暴牧,140,144,2,10977,20040,30030,40001,50009,60009,70003,80017,90003
978,300003,3102,暴牧,145,149,2,10978,20040,30030,40001,50009,60009,70003,80017,90003
979,300003,3102,暴牧,150,154,2,10979,20040,30030,40001,50009,60009,70003,80017,90003
980,300003,3102,暴牧,155,159,2,10980,20040,30030,40001,50009,60009,70003,80017,90003
981,300003,3102,暴牧,160,164,2,10981,20040,30030,40001,50009,60009,70003,80017,90003
982,300003,3102,暴牧,165,169,2,10982,20040,30030,40001,50009,60009,70003,80017,90003
983,300003,3102,暴牧,170,174,2,10983,20040,30030,40001,50009,60009,70003,80017,90003
984,300003,3102,暴牧,175,179,2,10984,20040,30030,40001,50009,60009,70003,80017,90003
985,300003,3102,暴牧,180,184,2,10985,20040,30030,40001,50009,60009,70003,80017,90003
986,300003,3102,暴牧,185,189,2,10986,20040,30030,40001,50009,60009,70003,80017,90003
987,300003,3102,暴牧,190,194,2,10987,20040,30030,40001,50009,60009,70003,80017,90003
988,300003,3102,暴牧,195,199,2,10988,20040,30030,40001,50009,60009,70003,80017,90003
989,300003,3000,暴牧,10,14,3,10989,,30001,40001,50009,60009,70003,80001,90003
990,300003,3000,暴牧,15,19,3,10990,,30001,40001,50009,60009,70003,80001,90003
991,300003,3000,暴牧,20,24,3,10991,,30001,40001,50009,60009,70003,80002,90003
992,300003,3000,暴牧,25,29,3,10992,,30001,40001,50009,60009,70003,80003,90003
993,300003,3000,暴牧,30,34,3,10993,,30001,40001,50009,60009,70003,80004,90003
994,300003,3000,暴牧,35,39,3,10994,,30001,40001,50009,60009,70003,80005,90003
995,300003,3101,暴牧,40,44,3,10995,,30001,40001,50009,60009,70003,80006,90003
996,300003,3101,暴牧,45,49,3,10996,,30002,40001,50009,60009,70003,80007,90003
997,300003,3101,暴牧,50,54,3,10997,,30004,40001,50009,60009,70003,80008,90003
998,300003,3101,暴牧,55,59,3,10998,,30006,40001,50009,60009,70003,80009,90003
999,300003,3101,暴牧,60,64,3,10999,,30007,40001,50009,60009,70003,80010,90003
1000,300003,3101,暴牧,65,69,3,11000,20003,30009,40001,50009,60009,70003,80011,90003
1001,300003,3102,暴牧,70,74,3,11001,20009,30012,40001,50009,60009,70003,80012,90003
1002,300003,3102,暴牧,75,79,3,11002,20014,30014,40001,50009,60009,70003,80013,90003
1003,300003,3102,暴牧,80,84,3,11003,20017,30017,40001,50009,60009,70003,80014,90003
1004,300003,3102,暴牧,85,89,3,11004,20021,30020,40001,50009,60009,70003,80015,90003
1005,300003,3102,暴牧,90,94,3,11005,20024,30024,40001,50009,60009,70003,80016,90003
1006,300003,3102,暴牧,95,99,3,11006,20027,30028,40001,50009,60009,70003,80017,90003
1007,300003,3102,暴牧,100,104,3,11007,20030,30030,40001,50009,60009,70003,80017,90003
1008,300003,3102,暴牧,105,109,3,11008,20033,30030,40001,50009,60009,70003,80017,90003
1009,300003,3102,暴牧,110,114,3,11009,20036,30030,40001,50009,60009,70003,80017,90003
1010,300003,3102,暴牧,115,119,3,11010,20039,30030,40001,50009,60009,70003,80017,90003
1011,300003,3102,暴牧,120,124,3,11011,20040,30030,40001,50009,60009,70003,80017,90003
1012,300003,3102,暴牧,125,129,3,11012,20040,30030,40001,50009,60009,70003,80017,90003
1013,300003,3102,暴牧,130,134,3,11013,20040,30030,40001,50009,60009,70003,80017,90003
1014,300003,3102,暴牧,135,139,3,11014,20040,30030,40001,50009,60009,70003,80017,90003
1015,300003,3102,暴牧,140,144,3,11015,20040,30030,40001,50009,60009,70003,80017,90003
1016,300003,3102,暴牧,145,149,3,11016,20040,30030,40001,50009,60009,70003,80017,90003
1017,300003,3102,暴牧,150,154,3,11017,20040,30030,40001,50009,60009,70003,80017,90003
1018,300003,3102,暴牧,155,159,3,11018,20040,30030,40001,50009,60009,70003,80017,90003
1019,300003,3102,暴牧,160,164,3,11019,20040,30030,40001,50009,60009,70003,80017,90003
1020,300003,3102,暴牧,165,169,3,11020,20040,30030,40001,50009,60009,70003,80017,90003
1021,300003,3102,暴牧,170,174,3,11021,20040,30030,40001,50009,60009,70003,80017,90003
1022,300003,3102,暴牧,175,179,3,11022,20040,30030,40001,50009,60009,70003,80017,90003
1023,300003,3102,暴牧,180,184,3,11023,20040,30030,40001,50009,60009,70003,80017,90003
1024,300003,3102,暴牧,185,189,3,11024,20040,30030,40001,50009,60009,70003,80017,90003
1025,300003,3102,暴牧,190,194,3,11025,20040,30030,40001,50009,60009,70003,80017,90003
1026,300003,3102,暴牧,195,199,3,11026,20040,30030,40001,50009,60009,70003,80017,90003
1027,300011,3000,气功,10,14,1,11027,,30001,40001,50010,60010,70004,80001,90004
1028,300011,3000,气功,15,19,1,11028,,30001,40001,50010,60010,70004,80001,90004
1029,300011,3000,气功,20,24,1,11029,,30001,40001,50010,60010,70004,80002,90004
1030,300011,3000,气功,25,29,1,11030,,30001,40001,50010,60010,70004,80003,90004
1031,300011,3000,气功,30,34,1,11031,,30001,40001,50010,60010,70004,80004,90004
1032,300011,3000,气功,35,39,1,11032,,30001,40001,50010,60010,70004,80005,90004
1033,300011,3201,气功,40,44,1,11033,,30001,40001,50010,60010,70004,80006,90004
1034,300011,3201,气功,45,49,1,11034,,30001,40001,50010,60010,70004,80007,90004
