Category,Name,Comment,Value
,HandBookBarterNpcId,魔物图鉴头饰兑换npc,1621
,HandBookShopId,魔物图鉴材料兑换功能id,3080
,HandBookGuide,魔物研究等级新手引导条件id,179
,HandBookMonsterFrame,魔物图鉴等级边框,0=UI_Monster_IconDI_01.png|1=UI_Monster_IconDI_02.png|2=UI_Monster_IconDI_03.png|3=UI_Monster_IconDI_04.png|4=UI_Monster_IconDI_05.png|5=UI_Monster_IconDI_06.png|6=UI_Monster_IconDI_07.png
,EntityGroupNum,魔物图鉴横排奖励魔物数量,5
,MonsterModelPosY,魔物图鉴渲染范围过大怪物坐标特殊处理,1812=0
新职业相关需求,AuthenticateSkillId,商人鉴定技能ID,600011
,MerchantBuySkillID,商人低价买进技能ID,600009
,MerchantSellSkillID,商人高价卖出技能ID,600010
,MerchantCartSkillID,商人使用手推车技能ID,600013
,BarrowFollowLowRange,商人手推车最小跟随距离,0.5
,BarrowFollowFarRange,商人手推车最大跟随距离,1.2
,CartItemLimit,手推车物品栏道具上限,50
,CartWeightLimit,手推车物品栏负重上限,8000
,BarrowMaxWeightSkillID,手推车负重最大值技能ID,610216
,MakeMaterialsSkillId,商人制造材料的技能ID组,610110|610111|610112
,MakeEnchantSkillId,商人制造置换器的技能ID组,610113|610114|610115|610116|610117|610118
,MakeEnchantDexPara,商人制造置换器，Dex附带的概率参数,350
,MakeEnchantLukPara,商人制造置换器，Luk附带的概率参数,175
,MakeEnchantJoblvPara,商人制造置换器，Joblv附带的概率参数,10000
,MakeEnchantSkilllvPara,商人制造置换器，Skilllv附带的概率参数,0.07
,MakeEnchantExtraSkillID,提供额外制造置换器概率的技能ID,610120|610121
,OnceMakeMaterialsNumber,商人制造材料单次上限,10
,DeviceDurabilityPara,置换器计算耐久度的参数,3
,MakeEnchantProUpperLimit,置换器概率上限(万分比),10000
,MakeEnchantProLowerLimit,置换器概率下限(万分比),100
成就,AchievementShowPercent,完成进度大于等于配置值，在即将完成分类中显示,50
,AchievementShowNumber,最近完成页签中，显示成就的数量上限,20
,AchieveIndexPandect,总览索引ID,100
,AchieveIndexUnderway,进行中索引ID,101
,AchieveIndexAlmostFinish,即将完成索引ID,102
,AchieveIndexRecentFinish,最近完成索引ID,103
,AchieveIndexSearch,搜索索引ID,900
,MakeAchievementEffectID,获得成就特效ID,400002
卡片内循环体系,ResolveNumberMin,每次分解卡片数量的最小值,1
,ResolveNumberMax,每次分解卡片数量的最大值,10
,ExpendAAmount,抽取一次紫卡所需对应材料的数量,2034002=25
,ExpendBCAmount,抽取一次蓝卡或绿卡所需对应材料的数量,2034001=20
,ExpendNumberMax,每日抽取次数最大值,10
,CardBorderAtlas,卡片底框图集,CardFrame
,CardBorder1,绿卡底框图集和图片,UI_CardFrame_Small_BG01.png
,CardBorder2,蓝卡底框图集和图片,UI_CardFrame_Small_BG02.png
,CardBorder3,紫卡底框图集和图片,UI_CardFrame_Small_BG03.png
,CardBorder4,橙卡底框图集和图片,UI_CardFrame_Small_BG05.png
,CardFrame1,绿卡立绘底图,UI_CardFrame_Big_01.png
,CardFrame2,蓝卡立绘底图,UI_CardFrame_Big_02.png
,CardFrame3,紫卡立绘底图,UI_CardFrame_Big_03.png
,CardFrame4,橙卡立绘底图,UI_CardFrame_Big_05.png
挂机自动使用物品设置,AutoRecoverySPNumber,自动恢复SP数量,2
,AutoRecoveryHPNumber,自动恢复HP数量,3
,AutoRecoverySPGoods,自动恢复SP物品种类ItemID,2010005|2010015|2010017|2010021
,AutoRecoveryHPGoods,自动恢复HP物品种类ItemID,2010001|2010002|2010003|2010004|2010017|2010020
,AutoRecoverySpPercent,自动回复默认SP阈值,40
,AutoRecoveryHpPercent,自动回复默认Hp阈值,60
,AutoRecoverySundriesPercent,不拾取杂物默认阈值,90
,AutoRecoveryActivitySPGoods,自动恢复SP活动物品种类ItemID,2010021
,AutoRecoveryActivityHPGoods,自动恢复HP活动物品种类ItemID,2010020
,DefaultAutoRecoverySp,默认自动回复SP是否开启（0不开启；1开启）,1
,DefaultAutoRecoveryHp,默认自动回复HP是否开启（0不开启；1开启）,1
,DefaultAutoRecoverySundries,默认自动不拾取杂物是否开启（0不开启；1开启）,1
宠物自动喝药,PetAutoRecoveryHpPercent,自动回复默认Hp阈值,60
,PetAutoRecoverySpPercent,自动回复默认Sp阈值,40
,PetAutoRecoveryActivityHPGoods,自动恢复HP物品种类ItemID,90410
,PetAutoRecoveryActivitySPGoods,自动恢复SP物品种类ItemID,90420
饰品内循环体系,OrnamentResolveNumberMin,每次分解饰品数量的最小值,1
,OrnamentResolveNumberMax,每次分解饰品数量的最大值,10
,OrnamentExpendBCAmount,抽取一次较低品质B/C所需对应材料的数量,2034003=25
,OrnamentExpendNumberMax,饰品每日抽取次数最大值,10
,CardAAwardID,卡片紫卡抽取奖池,8000120
,CardBCAwardID,卡片蓝绿卡抽取奖池,8000130
,OrnamentBCAwardID,头饰BC级抽取奖池,8000140
装备内循环体系,EquipResolveNumberMin,每次分解装备数量的最小值,1
,EquipResolveNumberMax,每次分解饰品数量的最大值,10
,EquipExpendAAmount,抽取一次稀有装备所需对应材料的数量,2034006=25
,EquipExpendBCAmount,抽取一次普通装备所需对应材料的数量,2034005=15
,EquipExpendNumberMax,装备每日抽取次数最大值,10
,EquipAAwardID,稀有装备抽取奖池,8000160
,EquipBCAwardID,普通装备抽取奖池,8000170
设置默认值相关,DefaultTotalVolume,默认总音量百分比,100
,DefaultBackgroundMusic,默认背景音乐百分比,65
,DefaultChatVoice,默认聊天语音百分比,100
,DefaultGameSoundEffects,默认游戏音效百分比,100
,DefaultTargetSelection,目标选择（1.距离优先；2.血量优先）,1
,DefaultControlMode,操控模式（1.经典触屏模式；2.双轮盘模式）,2
,DefaultDamageNumberShow,伤害数字显示（1、仅自己；2、自己和队友；3、全部,3
,DefaultOutlineShow,描边显示（0、不显示；1、显示）,1
猫手商队,FreightNum,每天货运总船数,3
,ContainerNum,每艘船货箱数量,3|5
,FillTotalAward,全部船发出后的奖励（配个AwardId）,8000150
,OrderTaskId,猫手订单任务id,4000000
,MPrestigeBoxRestrictions,小声望箱子使用次数限制,50
,PrestigeBoxRestrictions,声望箱子使用次数限制,10
,MultipleOfCat,猫手商队活动声望倍数,2
推荐画质配置,QualityFrameRateCountTime,动态检测帧率时间（单位：秒）,600
,QualityFrameRatePercentage,帧率小于20帧的百分比,80
,QualityLowFrameRateNum,帧率低于20为卡顿,20
,QualityFrameRateTipsTime,倒计时时间长度（单位：秒）,20
,QualityLowFrameRateTipsCnt,提示玩家是否动态调整画质次数,1
客户端动态刷新服务器状态,ServerRefreshInterval,客户端动态刷新服务器状态时间间隔（单位：秒）,60
卡片机镜头调整,KapianjiCameraLens,卡片机镜头水平调整|上下调整|拉近拉远调整,0|2.5|2.3
头饰机镜头调整,ToushijiCameraLens,头饰机镜头水平调整|上下调整|拉近拉远调整,0|2.2|2.3
程序调用,ExpLogPrintInterval,RoleExpFlow/ItemFlow(针对箭矢)日志打印间隔,120
冒险日记,PostcardDefaultRes,萌新手册默认底图资源,Postcard/UI_Postcard_Empty.jpg
,PostcardTotalReward,冒险日记总奖励,8000180
,PostcardRewardCondition,完成前n章所有目标可领取奖励,5
,ItemDropRateNode,怪物掉落掉率修正节点,30|60|120
道具使用相关,ItemsWithoutUseButton,不显示“使用”按钮的道具（用竖线分隔）,3050006|2031004|3050010|3050011
成就二期,AchieveCountUnderway,玩家可关注的成就数量上限/后端记录玩家已关注的成就和最近有进度更新的成就数量上限,30
,AchieveCountAlmostFinish,后端记录即将完成的成就数量上限,30
,AchieveCountRecentFinish,后端记录最近完成的n个成就,30
拍卖行,AuctionBeginTime,每日拍卖开始时间,2000
,AuctionContinueTime,每日拍卖持续时间（单位：秒）,7200
,AuctionExtendTime,有出价时，拍卖延长时间(单位：秒),600
,AuctionExtendTimeLimit,拍卖延长时间上线（单位：秒）,3600
,AuctionRaiseMultipleLimit,拍卖出价倍数上限,9999
,NormalAuctionNumber,普通拍卖上架道具随机分组数量,1001=1|2001=2|3001=1
,SaturdayAuctionNumber,周六拍卖上架道具随机分组数量,1001=2|2001=2|3001=2
,AuctionFollowLimit,拍卖可关注道具上限,20
,BlackMarketForbidSellTime,黑市禁售时间，凌晨5点前后n秒,300|300
,AuctionFaultToleranceTime,拍卖提前结算时间（单位：毫秒）,1000
衣橱,OrnamentCollectionScore,配饰按品质增加时尚度（品质=点数）,1=1|2=2|3=3|4=4|5=5
,FashionCollectionScore,时装按品质增加时尚度（品质=点数）,1=5|2=6|3=7|4=8|5=9
日常委托框架,DailyRefreshTeamActivityNum,每天刷新的组队任务数量,1=10|2=10
,DailyRefreshPersonalActivityNum,每天刷新的个人任务数量,6
,MaxKeepEntrustActivityNum,玩家最多可同时持有的势力任务数量,3
,MaxLevelDifference,客户端显示的任务要求等级和角色等级差值,5
,EachWeekdayEachEntrustMaxActivityNum,工作日每天每个势力下出现的最多任务数,2
,AllWeekdayEachEntrustMaxActivityNum,工作日每个势力出现的最多次数,5
,PowerHeraldry,势力纹章,601|602|605|606|608|609
,EntrustControlDays,委托框架中开服可控制的天数,8
,EntrustAwardTimes,最多可积累的委托转盘次数,10
,EntrustBoxThreshold,委托,60
,SkipTicketID,扫荡券ItemID,2035015
,EntrustBoxAward,委托证明活跃转盘-犒赏（配awardID）,8000190
,EntrustSupportTaskType,委托框架中支持的任务类型,17|18
,EntrustUniformSpeed,转盘匀速时间（秒）,2
,EntrustGameTips,委托玩法说明枚举（对应GameTipsTable主键）,14
,EntrustShopID,委托中的兑换功能id,124
,EntrustShopSystemID,委托功能id,11701
,EntrustExchangeMoneyID,委托中的兑换功能消耗的货币id,304
,ShowGuideEntrustTicketNum,消耗X点委托券可以触发卡普拉引导,20
,105ActivitiesProbability,105类型活动的刷新概率（10000为100%）,4000
,105ActivitiesNum,105类型活动的刷新数量,1
,ENTRUST_TEXT,配置委托界面和tips界面的文本，格式为【活动ID=索引A1=索引A2】,11360000=DELEGATE_ICON_TIP_JP=ENTRUST_TASK_TXT2
IDIP需求,ZeroEarningsAtlas,零收益Icon图集,Icon01
,ZeroEarningsIcon,零收益Icon图标,UI_Icon_EdenTask.png
聊天室相关,ChatRoomSelectNumber,聊天室人数选择项,5|10|15|20
,ChatRoomKickUserCDTime,被踢出玩家进入聊天室的CD时间,10
,ChatRoomPasswordTryTime,聊天室密码试错时间,5
,ChatRoomNameLen,聊天室名称长度限制,1=36
删除角色相关,BaseSpecialTips,特殊提示等级（小于该等级不特殊提示和删除倒计时）,30
,DeleteCountdown,删除倒计时（单位：秒）,21597
福利界面相关,MaleNpcId,奖励界面男性角色的npcid,1238
,FemaleNpcId,奖励界面女性角色的npcid,1239
,GuildCrystalMapId,公会水晶屋id,-1
世界地图开启,OpenCameraSpeed,镜头移动速度（匀速）,35
,OpenCameraDecelerationDis,开始减速距离,30
,OpenCameraStayTime,开始停留时间,1
,OpenCameraTipsTime,开始弹出的提示框停留时间,3
,OpenCameraFadeTime,离开npc渐入检出【进入时间，保持时间，恢复时间】,0.1=0.1=1
,OpenCameraKplDelayTime,卡普拉传送服务开启提示停留时间,2.5
自动拍照倒计时,CountDownTakePhotoTime,自动拍照时，倒计时时间,10
,AutoTakePhotoMoveTime,触发自动拍照时，玩家移动的时间,2
动态回收任务,TargetRandRange,目标随机范围,2|3
卡普拉助手ID,KapulaHelperId,卡普拉助手ID,1255
,KapulaSignature,卡普拉助手说明,KAPULA_SIGNATURE
主题派对,DanceLeaderPlayersPos,领舞玩家位置的物体,2|3
波利团,EasyPathElfRange,发现波利距离,20
,ElfGameTips,波利精灵玩法说明,17
公会红包相关,RedPacketClearCycle,未抢完红包过期时间,86400
,RedPacketTextMaxLen,红包寄语字数,30
,RedPacketPasswordMaxLen,红包口令字数,30
,RedPacketOpenRetainTime,成员列表红包打开保留时间,43200
,RedPacketFastBoyOrGirl,公会红包抢夺速度,4
公会红包UI相关,REIconAtlas,红包图集,RedEnvelope
,REIconHongbao01,红包ICON1,UI_RedEnvelope_Icon_Hongbao_09.png
,REIconHongbao02,红包ICON2,UI_RedEnvelope_Icon_Hongbao_10.png
,REIconPinhongbao,红包ICON3,UI_RedEnvelope_Icon_pinHongbao.png
,REIconQianghongbao,红包ICON4,UI_RedEnvelope_Icon_QiangHongbao.png
状态互斥,StateExclusionClientCheck,是否开启前端检测(0关闭1开启),1
,EnableKapulaState,不能使用卡普拉传送服务的状态,28
,SpecialPathFindingState,需要特殊寻路的状态(不走卡普拉传送，只用传送门),28
等级礼包,BaseDisplayNumber,显示N个未达成的等级礼包,5
,BaseDisplayMin,显示最小等级（等级礼包中的显示）,20
,BaseDisplayMax,显示最大等级（等级礼包中的显示）,100
附魔相关,HighEnchantColourPro,高级附魔颜色库概率,980|0|20
,BaseEnchantColourPro,初级附魔颜色库概率,997|0|3
,HighEnchantNumberPro,高级附魔词条数概率,2=0|3=1000
,BaseEnchantNumberPro,低级附魔词条数概率,2=1000|3=0
,SecondEnchantRandomNumber,2档保底随机数,1
,FifthEnchantRandomNumber,3档保底随机数,3
,ProfessionEnchantRandomNumber,职业保底随机数,3
,BaseEnchantAttenuation,初级附魔同属性衰减参数,0.6
,HighEnchantAttenuation,高级附魔同属性衰减参数,0.6|0.2
,EncourageTimes,附魔鼓励次数,25|15|10
,VouchersID,附魔代金券ID,3021009
,lowerLimitofGoodAttr,附魔出稀有属性提示品质,3
,lowerLimitofGoodAttr_Replace,替换稀有属性提示品质,3
,EnchantStarCondition,附魔升星条件（词条品质|区间值的万分比）,2|6000
主题本公告,ZTBteam,主题本队内公告1,60053
战斗收益统计,InBlessingBattleSceneType,祝福战斗统计场景类型,2|12
,InBlessingBattleMonsterType,祝福战斗统计怪物类型,0|6|7
,NormalBattleSceneType,普通战斗统计场景类型,2|12
,NormalBattleMonsterType,普通战斗统计怪物类型,0|10
装备基础,RefinePosition,可精炼部位配置,1|2|3|4|5|6
,CardPosition,可插卡部位配置,1|2|3|4|5|6|7
,EnchantPosition,可附魔部位配置,1|2|3|4|5|6
程序用配置,BtnClickDuration,按钮点击间隔（s）,0.3
,NetRpcDelay,rpc延迟时间（s）,0.8
,NetRpcTimeout,rpc超时时间（s）,8
,NetBigRpcTimeout,大的rpc协议超时时间（s）,12
,NetSyncTimeout,心跳包（时间同步协议）超时时间（s）,3
,NetSyncTimeoutCount,心跳包（时间同步协议）最大超时次数,3
,NetPingDuration,同步时间间隔（s）,5
,ReconnectCount,最大断线重连次数,3
,RecvOverflowLen,网络接收溢出大小(byte)(1024*1024),1048576
,SendBufferSize,Socket.SendBufferSize 控制发送吞吐量(服务器是2M)(byte)(4*1024),4096
,RecvBufferSize,Socket.ReceiveBufferSize 控制接收吞吐量(服务器是2M)(byte)(16*1024),16384
,SendBufferLen,协议发送bytes数组大小(1k),1024
,RecvBufferUnzipLen,协议接收bytes数组大小(1M)(解压后),1048576
,RecvBufferZipLen,协议接收bytes数组大小(256k)(解压前),262144
恶魔宝藏,DemonTreasureCollectCostID,恶魔宝藏道具消耗ID,2035002
,DemonTreasureAwardID,恶魔宝藏奖励 高档|中档|低档 ID,8000220|8000200|8000210
,DemonGiftActivityCollectCostID,恶魔献礼活动道具消耗ID,2035014
设置新增内容,DefaultAutoRecoveryRange,默认自动挂机范围设置（1.原地 2.默认半屏圈 3.默认全屏圈 4.全地图）,4
成就,AchieveSearchLenMax,成就搜索输入框中文字长度限制（英文字符长度）,16
分享相关,SharedTimeLimit,分享失效时间,601
精炼广播,TriggerLevel,触发公会广播的精炼等级,10|12|15|16|17|18|19|20
观战相关,SpectatorListRefreshInterval,观战房间刷新按钮CD间隔（秒）,5
,SpectatorPageCap,每次发送多少个房间的信息,20
,SpectatorTotalCap,系统能返回的最大房间总数,300
,SpectatorHistoryCap,“我的记录”记录多少条数据,5
,SpectatorRecommendationCap,“推荐”列表房间数量上限,10
,SpectatorKeywordMinLength,搜索关键字最小半角字符长度,4
,SpectatorKeywordMaxLength,搜索关键字最长半角字符长度,7
,SpectatorSearchResultCap,搜索返回结果最长条数,20
,SpectatorSearchInterval,两次搜索之间的冷却时间（秒）,10
,SpectatorInfoCondition,被多少个人观战才显示观战信息,3
,SpectatorMinUiAudience,观战信息显示后，观众人数低于该人数时显示为该人数,2
,SpectatorSwitchCharTransitionTime,切换角色时候黑屏淡入淡出遮挡画面的时间（秒）淡入|持续|淡出,0.3|0.3|0.3
,SpectatorSwitchCharInterval,两次切换角色之间的最小间隔（秒）,1
,SpectatorDoEnterSceneTimeOut,多副本切换时，如果某客户端在超过该值（秒）还没有发送DoEnterScene则将观看其的玩家切到另一个已经发送的玩家身上,8
,SpectatorCamFollowSpeed,观战摄像机跟随（平移）速度参数,4
,SpectatorMaxDisplayViews,观战房间给玩家看的最大累计观看数x，超过这个值就显示为x+,99
,SpectatorRecBase,推荐指数 = (100 + 当前观战人数 * A+ 被点赞次数 * B) * (1+ 特殊系数总和),100
,SpectatorRecSpecialFactor1,副本里含有各职业战力排行前100名的玩家：+ 0.1,100=0.1
,SpectatorRecSpecialFactor2,副本里含有典藏值排行前100名的玩家：0.1（可配）,100=0.1
,SpectatorRecSpecialFactor3,副本里含有上了当期杂志的玩家：0.1,0.1
,SpectatorRecSpecialFactor4,当前副本在服务器内还没有人通过：0.5,0.5
,SpectatorLimitedSceneToDungeonType,特定id的场景只能进特定类型的观战房间（场景ID=副本类型，竖线隔开多个）,1009=25
,SpectatorPushMsgCD,观战系统推送消息的冷却时间（秒）,300
委托拍照,CheckPhotoInRangeAngle,委托拍照拍摄的角度范围（容错值，比如填80就是80°）,80
,EdgeToCenterDistance,接触边缘到圆心的半径范围,10
卡普拉传送,KapulaTransDirection,卡普拉传送时落在npc正面的角度,60
,KapulaTransInnerDiameter,卡普拉传送时的内径,0
,KapulaTransExternalDiameter,卡普拉传送时的外径,0
登录奖励界面猫咪相关配置,LandingAwardDialogueNumMax,登录奖励界面对话数量上限,3
,LandingAwardDialogueDuration,对话显示持续时间（时间：秒）,3
,LandingAwardDialogueTimeInterval,对话显示时间间隔（时间：秒）,6
场景显示限制,SpecialSceneNotShowEagle,不显示猎鹰的场景,59
,SpecialSceneNotShowTrolley,不显示手推车的场景,59
省电、脱离卡死,AutomaticEnterPowerSavingMode,N秒未进行任何操作，自动进入省电模式（时间：秒）,300
,FreeFromStuckCD,脱离卡死CD（时间：秒）,180
,StartPosDiameter,初始位置附近N米（单位：米）,1
,DefaultDisplayFramerate,默认显示帧率（1.30整除帧率；2.60高帧率）,1
,PassiveFreeFromStuckCD,被动脱离卡死CD（时间：秒）,120
载具相关,VehicleLvConsume,"升级消耗材料，格式：材料Id=增加的经验值,初级秘籍要配在前面",3024001=400|3024002=800
,VehicleLvSpecialConsume,不扣次数的升级消耗材料，格式：材料Id=增加的经验值,3024003=800
,CriticalTimes,暴击事件单级次数，配置格式：等级区间=次数|等级区间=次数，等级区间左闭右开,1=10=1|10=20=1|20=30=2|30=41=2
,Criticalpro,暴击事件概率：配置格式：触发概率|3倍权重=2倍权重,1000|1000=9000
,VehicleUseLv,载具启用等级,5
,VehicleLvLimit, 载具等级上限，配置格式：Base等级区间=载具上限|,60=73=15|73=83=20|83=88=25|88=93=30|93=98=33|98=103=36|103=108=38|108=130=40
,VehicleCd,载具骑乘CD时间,3
,VehicleShowLv,功能显示提前等级,5
,VehicleTaskId,功能激活任务,6001600
,VehicleScrollEffect,超级卷轴效果配置，配置格式：材料=对应素质ID=加的素质点数,3024006=1=10|3024007=2=10|3024008=3=10|3024009=4=10|3024010=5=10
,VehicleScrollUseTimes,超级卷轴使用次数上限,20
,PrimaryTopIndex,初级培养最高初始区间id,5
,AdvancedTopIndex,高级培养最高初始区间id,5
,VehicleCollectionScore,载具（品质=典藏值）,1=10|2=10|3=20|4=40
,VehicleOrnamentCollectionScore,配饰（品质=典藏值）,1=5|2=5|3=5|4=10
,VehicleSpecialAnimCollectionScore,炫技动作（品质=典藏值）,1=5|2=5|3=5|4=10
,VehicleTransformCollectionScore,变身（载具品质=典藏值）,1=5|2=5|3=5|4=10
,VehicleColorationCollectionScore,染色（染色品质=典藏值）,1=10|2=10|3=10|4=20
载具道具使用,VehiclePrimaryUse,初级猕猴桃在背包中使用打开载具性格界面初级道具页签,3024004
,VehicleAdvancedUse,高级猕猴桃在背包中使用打开载具性格界面高级道具页签,3024005
照片墙新手引导,PhotoWallEnterRookieIntroID,进入照片墙触发新手引导的触发器ID=限制场景ID,94=32
普攻任务引导,GuideNormalAttackTask,特殊引导，当该任务结束后关闭对应引导,1000070
卡普拉卖场,KapulaMall,卡普拉卖场客户端用显示页签，填哪个页签则不显示哪个页签（1喵喵果实，2万事屋，3神秘商店，4投食）,1|4
,CGTypes,CG播放方式配置（1.每次登陆都播放；2.每次登陆都不播放；3.第一次登陆播放，创角后再登陆不再播放）,3
附魔提炼相关配置,GreenQualityScores,绿色品质分区间，左闭右开，配置格式：下限=上限，百分制,0=30
,BlueQualityScores,蓝色品质分区间，左闭右开,30=80
,PurpleQualityScores,紫色品质分区间，左闭右开,80=101
,ChatRoomBuff,聊天室BUFF,9068
,InheritanceQuality,可继承装备拥有的附魔品质,3
第一次任务对话引导绑定NPC,FirstTalkTaskNpcID,第一次任务对话引导绑定NPC,10390
第二次任务对话引导绑定NPC,SecondTalkTaskNpcID,第二次任务对话引导绑定NPC,10395
英灵殿引导,YLDGuideDungeonID,英灵殿首次进入引导（副本ID）,2211
点击NPC提升BASE等级,NpcLevelUpLimitLevel,提升等级NPC点击选项所要求的最低Base等级,50
跳舞系统相关配置,DanceActionGroup,跳舞所选择的动作随机池,8
,DanceEffectsFriendsValue,触发好友跳舞特效的最低好友度,2
,DanceEffectsFriendsDistance,触发好友跳舞特效的最短距离/米,15
,DanceEffectsFriendsTime,触发好友跳舞特效的共同累积时间/秒,600
,DanceEffectsFriendsProb,好友跳舞特效触发概率，万分比,10000
,DanceEffectsFriendsBuffMan,男性跳舞BUFF,935501
,DanceEffectsFriendsBuffWoman,女性跳舞BUFF,935601
,DanceEffectsGroupNum,群体跳舞特效玩家数量阈值,4
,DanceEffectsGroupLocation,喷泉群体跳舞特效识别场景与触发器,7=33
,DanceEffectsGrouInterval,群舞AI事件的检测间隔，单位秒,20
,ManDanceActionGroup,男性角色舞蹈动作随机池,9
,WomanDanceActionGroup,女性角色舞蹈动作随机池,10|11|12
萌新标签限制,MengXinMaxBaseLevel,玩家本服所有角色最高base等级<b（配置b的区间）,1=54
,MengXinCumulativeTime,获得萌新标签后累计在线时间大于等级d秒（暂时配置的7天）,604800
萌新buff,NewPlayerBuff,萌新buff显示,938101
类似萌新,NewPlayer,开服第20年及以后进服务器的玩家发邮件,9999
类似萌新邮件奖励,NewPlayerMail,给新玩家发邮件,8000
回归标签限制,HuiGuiFrequency1,当前角色回归次数区间e1,0=2
,HuiGuiRecentDays1,当前角色最近c天累计在线时间<d秒（配置c1,7
,HuiGuiCumulativeOnlineTime1,当前角色最近c天累计在线时间<d秒（配置d1,1260
,HuiGuiFrequency2,当前角色回归次数区间e2,3=99
,HuiGuiRecentDays2,当前角色最近c天累计在线时间<d秒（配置c2,15
,HuiGuiCumulativeOnlineTime2,当前角色最近c天累计在线时间<d秒（配置d2,1260
,HuiGuiCumulativeTime,获得回归标签，累计自然时间大于等于f秒（暂时配置的7天）,604800
公会纪念原石,SouvenirStoneCarveSuccessTime,纪念原石雕琢成纪念币的次数,10
,SouvenirStoneSublimationTime,纪念原石雕琢成精致的纪念币的次数,5
,SouvenirStoneCoatofArmsID,纪念纹章id（当前临时）,2050003
,SouvenirStoneSparIDAndNum,纪念晶石id（当前临时）=数量,2050013=3
,SouvenirStoneAwardLittleID,单个纪念币黑盒奖励（小黑盒）（当前临时）,2050011
,SouvenirStoneAwardLargeID,精致的纪念币黑盒奖励（大黑盒）（当前临时）,2050012
,SouvenirStoneCoatofArmsAward,1个纪念纹章=x个公会资金|y个baseExp|z个公会贡献（当前临时）,150000|150000|300
,SouvenirStoneSparArmsAward,纪念晶石对应奖励,2050013
,SouvenirStoneCarveTimeMyself,每个纪念原石自己可雕琢次数,1
,SouvenirStoneCarveTimeOther,每个纪念原石单人可帮助雕琢次数,1
,SouvenirStoneCarveTimeHelpOher,纪念原石每日每人帮助别人雕琢次数上限,15
,SouvenirStoneCarveHelpLimitDay,记录别人帮助自己雕琢纪念原石次数的天数上限,15
,SouvenirStoneCarveGoodManTime,玩家互帮互助（笑脸）出现的次数下限（15天之内帮助的次数）,5
,SouvenirStoneCarveSchedule,纪念原石雕琢进度与次数规则（>0推进1，>=5推进2，>=10推进3）,0=1|5=2|10=3
,SouvenirStoneTimeCd,纪念原石求助cd/原石链接失效时间（单位：分）,10
,SouvenirStoneAcceptSparLimit,接受纪念晶石数量限制,3
,SouvenirStoneEverydayGetCount,纪念币每日领取次数限制,1
,SouvenirStoneMiniListNum,迷你列表显示人数,2
养成推荐,DevelopRecommendLevel,成长小贴士触发等级,35|48|58
,RoleNurturanceIndex,普通养成推荐,1
,DeathNurturanceIndex,死亡养成推荐,2
,DevelopRecommendCondition,配置格式：进度门槛=数量要求，进度门槛配置万分位置,2=6000|2=9000
,RecommendWay,养成推荐所推荐系统数量,3|2
,DisappearTime,消失时间：XX秒，单位为秒,1800|600
月卡相关,MonthCardTermOfValidity,月卡有效期（购买后立即生效，有效期为自然时间30*24小时，精确到秒，单位天）,30
,MonthCardFreeAwardId,月卡免费礼包awardid,7502000
,MonthCardFreeAwardIdCD,月卡免费礼包刷新时间（领取后CD刷新为自然时间7*24小时，精确到秒，单位天）,7
月卡特权相关配置,MonthCardEntrustTicketRaise,完成委托的经验增加{0}%,30
,MonthCardAutoCombatExpBlessBonus,挂机祈福经验找回提升{0}%,30
,MonthCardEntrustTicketBlessBonus,委托祈福经验找回提升{0}%,40
,MonthCardBlessedExperienceTime,祈福经验保留时间从24小时提升至{0}天（单位：天）,3
,StallRateLow,摆摊税率降低X%,50
,MaoshouUpActiveTimes,猫手商队贸易次数上限提升至{0}次,2
,MonthCardAwardId,购买后可获得{0}(awardid),7501000
,OriginReviveTimes,每天在野外可原地复活{0}次（PVE副本，PVP副本不享用）,5
,VipReviveSceneType,可以使用月卡原地复活的场景类型,1|2|12|10
月卡购买邮件,MonthCardMailId,月卡购买成功后发送邮件ID,7001
累充档位显示,TotalRechargeAwardShowNumLimit,显示当前档位后的n个档位,4
累充邮件奖励,TotalRechargeMailAward,累充下架时将未领取的累充奖励发送给玩家的邮件ID,7011
首充礼包ID,FirstChargeGiftPackId,首充礼包在giftpackage表中的主键ID,200001
幸运值相关参数,LuckyPointUpperLimit,幸运值上限，达到上限后无法触发高额掉落,150000
,LuckyPointAwardCD,幸运值触发补偿后的冷却CD，单位：小时,72
,LuckyPointRefreshCD,幸运值>=上限后，需要清零的CD，单位：小时,168
,DailyRealProfitUpperLimit,单日真实收益上限，超出后会报警,300000
附魔提炼相关配置,BaseRebornItemShow,普通提炼返还道具ID，做界面显示用,3021001
,PerfectRebornItemShow,完美提炼生成道具ID，做界面显示用,3021003
卡普拉咨询,KnowledgeTableCacheData,卡普拉咨询1对N关键字的KnowledgeTable缓存数据，类型=服务器等级,10=200
,QuestionWordsLimit,卡普拉咨询提问字数上限,200
小地图,LittleMapNearbyR,小地图附近的人读取半径,20
,LittleMapManListLimit,小地图列表显示人数限制,20
,LittleMapLastTeamLimit,小地图列表最近组队的人数上限,20
,LittleMapMagnifyRatio,小地图放大比例,2
,LittleMapLevelAbsoluteValue,小地图附近的人显示等级绝对值,20
,LittleMapDeleteActivityMonster,小地图需屏蔽的活动和对应怪物,3100=1702=1703=1704=1705=1706=1707=1708=1709=1710=1711=1712=1713=1714=1715=1716=1717=1718=1719=1720=1721=1722=1723=1724
