ID,PreText,ActTextOne,ActTextTwo,ActTextThree,ActTextFour,ActTextFive
1078,,Nil|每灵巧+10，物理攻击+2|每灵巧+10，魔法攻击+2|精炼+4，灵巧+2|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1079,,Nil|每灵巧+10，物理攻击+2|每灵巧+10，魔法攻击+2|精炼+4，灵巧+2|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1080,,Nil|每灵巧+10，物理攻击+2|每灵巧+10，魔法攻击+2|精炼+4，灵巧+2|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1081,,Nil|每灵巧+10，物理攻击+2|每灵巧+10，魔法攻击+2|精炼+4，灵巧+2|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1082,,Nil|每灵巧+10，物理攻击+2|每灵巧+10，魔法攻击+2|精炼+4，灵巧+2|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1083,,Nil,,,,
1084,,Nil|每敏捷+10，物理攻击+1,,,,
1085,,Nil|每敏捷+10，物理攻击+2|精炼+4，敏捷+2|精炼+4，物理攻击+{value1},,,,
1086,,Nil|每敏捷+10，物理攻击+2|精炼+4，敏捷+2|精炼+4，物理攻击+{value1},,,,
1087,,Nil|每敏捷+10，物理攻击+2|精炼+4，敏捷+2|精炼+4，物理攻击+{value1},,,,
1088,,Nil|每敏捷+10，物理攻击+2|精炼+4，敏捷+2|精炼+4，物理攻击+{value1},,,,
1089,,Nil|每敏捷+10，物理攻击+2|精炼+4，敏捷+2|精炼+4，物理攻击+{value1},,,,
1090,,Nil|每敏捷+10，物理攻击+2|精炼+4，敏捷+2|精炼+4，物理攻击+{value1},,,,
1091,,Nil,,,,
1092,,Nil|每幸运+10，物理攻击+1,,,,
1093,,Nil|每幸运+10，物理攻击+2|每幸运+10，魔法攻击+2|精炼+4，幸运+5|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1094,,Nil|每幸运+10，物理攻击+2|每幸运+10，魔法攻击+2|精炼+4，幸运+5|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1095,,Nil|每幸运+10，物理攻击+2|每幸运+10，魔法攻击+2|精炼+4，幸运+5|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1096,,Nil|每幸运+10，物理攻击+2|每幸运+10，魔法攻击+2|精炼+4，幸运+5|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1097,,Nil|每幸运+10，物理攻击+2|每幸运+10，魔法攻击+2|精炼+4，幸运+5|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1098,,Nil|每幸运+10，物理攻击+2|每幸运+10，魔法攻击+2|精炼+4，幸运+5|精炼+4，物理攻击+{value1}|精炼+4，魔法攻击+{value1},,,,
1099,,Nil,,,,
1100,,Nil|Nil,,,,
1101,,Nil|精炼+4，魔法攻击+{value1},,,,
1102,,Nil|精炼+4，魔法攻击+{value1},,,,
1103,,Nil|精炼+4，魔法攻击+{value1},,,,
1104,,Nil|精炼+4，魔法攻击+{value1},,,,
1105,,Nil|精炼+4，魔法攻击+{value1},,,,
1106,,Nil|精炼+4，魔法攻击+{value1},,,,
1107,,Nil,,,,
1108,,Nil|精炼+4，暴击伤害+2%,,,,
1109,,Nil|精炼+4，暴击伤害+2%|精炼+4，物理攻击+{value1},,,,
1110,,Nil|精炼+4，暴击伤害+2%|精炼+4，物理攻击+{value1}|精炼+6，暴击伤害+1%,,,,
1111,,Nil|精炼+4，暴击伤害+2%|精炼+4，物理攻击+{value1}|精炼+6，暴击伤害+1%,,,,
1112,,Nil|精炼+4，暴击伤害+2%|精炼+4，物理攻击+{value1}|精炼+6，暴击伤害+1%,,,,
1113,,Nil|精炼+4，暴击伤害+2%|精炼+4，物理攻击+{value1}|精炼+6，暴击伤害+1%,,,,
1114,,Nil|精炼+4，暴击伤害+2%|精炼+4，物理攻击+{value1}|精炼+6，暴击伤害+1%,,,,
1115,,Nil,,,,
1116,,Nil|Nil,,,,
1117,,Nil|Nil|精炼+4，体质+3,,,,
1118,,Nil|Nil|精炼+4，体质+3|精炼每+1，生命上限+{value1},,,,
1119,,Nil|Nil|精炼+4，体质+3|精炼每+1，生命上限+{value1},,,,
1120,,Nil|Nil|精炼+4，体质+3|精炼每+1，生命上限+{value1},,,,
1121,,Nil|Nil|精炼+4，体质+3|精炼每+1，生命上限+{value1},,,,
1122,,Nil|Nil|精炼+4，体质+3|精炼每+1，生命上限+{value1},,,,
1123,,Nil,,,,
1124,,Nil|Nil,,,,
1125,,Nil|Nil|精炼+4，魔法攻击+1%,,,,
1126,,Nil|Nil|精炼+4，魔法攻击+1%|精炼+9，魔法攻击+1%,,,,
1127,,Nil|Nil|精炼+4，魔法攻击+1%|精炼+9，魔法攻击+1%,,,,
1128,,Nil|Nil|精炼+4，魔法攻击+1%|精炼+9，魔法攻击+1%,,,,
1129,,Nil|Nil|精炼+4，魔法攻击+1%|精炼+9，魔法攻击+1%,,,,
1130,,Nil|Nil|精炼+4，魔法攻击+1%|精炼+9，魔法攻击+1%,,,,
1131,,Nil,,,,
1132,,Nil|Nil,,,,
1133,,Nil|Nil|精炼每+1，生命上限+{value1},,,,
1134,,Nil|Nil|精炼每+1，生命上限+{value1},,,,
1135,,Nil|Nil|精炼每+1，生命上限+{value1},,,,
1136,,Nil|Nil|精炼每+1，生命上限+{value1},,,,
1137,,Nil|Nil|精炼每+1，生命上限+{value1},,,,
1138,,Nil|Nil|精炼每+1，生命上限+{value1},,,,
1139,,Nil,,,,
1140,,Nil|Nil,,,,
1141,,狂击伤害+{value1}%|金钱攻击伤害+{value1}%|精炼每+1，物理攻击+2,,,,
1142,,狂击伤害+{value1}%|金钱攻击伤害+{value1}%|精炼每+1，物理攻击+2,,,,
1143,,狂击伤害+{value1}%|金钱攻击伤害+{value1}%|精炼每+1，物理攻击+2,,,,
1144,,狂击伤害+{value1}%|金钱攻击伤害+{value1}%|精炼每+1，物理攻击+2,,,,
1145,,狂击伤害+{value1}%|金钱攻击伤害+{value1}%|精炼每+1，物理攻击+2,,,,
1146,,狂击伤害+{value1}%|金钱攻击伤害+{value1}%|精炼每+1，物理攻击+2,,,,
1147,,Nil,,,,
1148,,Nil|Nil,,,,
1149,,Nil|音速投掷伤害+{value1}%,,,,
1150,,Nil|音速投掷伤害+{value1}%|精炼+5，暴击伤害+1%,,,,
1151,,Nil|音速投掷伤害+{value1}%|精炼+5，暴击伤害+1%,,,,
1152,,Nil|音速投掷伤害+{value1}%|精炼+5，暴击伤害+1%,,,,
1153,,Nil|音速投掷伤害+{value1}%|精炼+5，暴击伤害+1%,,,,
1154,,Nil|音速投掷伤害+{value1}%|精炼+5，暴击伤害+1%,,,,
1155,,Nil,,,,
1156,,Nil|Nil,,,,
1157,,Nil|Nil|精炼+4，敏捷+2,,,,
1158,,Nil|Nil|精炼+4，敏捷+2|精炼+6，敏捷+1,,,,
1159,,Nil|Nil|精炼+4，敏捷+2|精炼+6，敏捷+1,,,,
1160,,Nil|Nil|精炼+4，敏捷+2|精炼+6，敏捷+1,,,,
1161,,Nil|Nil|精炼+4，敏捷+2|精炼+6，敏捷+1,,,,
1162,,Nil|Nil|精炼+4，敏捷+2|精炼+6，敏捷+1,,,,
1163,,Nil|Nil|Nil|Nil|Nil|普通攻击时有10%几率造成双倍伤害,,,,
1164,,Nil|Nil|Nil|Nil|Nil|普通攻击时有10%几率造成双倍伤害,,,,
1165,,Nil|Nil|Nil|Nil|Nil|普通攻击时有{pro}%几率造成双倍伤害,,,,
1166,,Nil|Nil|狂击技能伤害+10%|精炼+6时，狂击技能伤害+4%|精炼+10时，狂击技能伤害+4%|精炼+15时，狂击技能伤害+4%,,,,
1167,,Nil|Nil|狂击技能伤害+10%|精炼+6时，狂击技能伤害+4%|精炼+10时，狂击技能伤害+4%|精炼+15时，狂击技能伤害+4%,,,,
1168,,Nil|Nil|狂击技能伤害+{value1}%|精炼+6时，狂击技能伤害+{value1}%|精炼+10时，狂击技能伤害+{value1}%|精炼+15时，狂击技能伤害+{value1}%,,,,
1169,,武器火属性|Nil|Nil|物理攻击时，有5%几率自动念咒火箭术Lv.5|精炼+6时，魔法攻击+50|精炼+10时，魔法攻击+100,,,,
1170,,武器火属性|Nil|Nil|物理攻击时，有5%几率自动念咒火箭术Lv.5|精炼+6时，魔法攻击+{value1}|精炼+10时，魔法攻击+{value1}|精炼+15时，魔法攻击+{value1}%,,,,
1171,,Nil|Nil|Nil|受到攻击时，有5%几率自动念咒天使之障壁Lv.5|精炼+6时，生命上限+150|精炼+10时，生命上限+250|精炼+15时，生命上限+350,,,,
1172,,Nil|Nil|Nil|受到攻击时，有5%几率自动念咒天使之障壁Lv.5|精炼+6时，生命上限+{value1}|精炼+10时，生命上限+{value1}%|精炼+15时，受到物理伤害减免+{value1}%,,,,
1173,,攻击时额外附带伤害，伤害为力量*物理攻击/240|进入战斗后，每10秒额外损失1000点HP|精炼+6时，攻速+4%|精炼+10时，每点力量额外加1点物理攻击|精炼+15时，附带伤害提升至力量*物理攻击/160,,,,
1174,,Nil|Nil|Nil|精炼+6时，暴击+10|精炼+10时，暴击+5|精炼+15时，暴击+5,,,,
1175,,Nil|Nil|Nil|精炼+6时，暴击+{value1}|精炼+10时，暴击+{value1}|精炼+10时，暴击伤害+{value1}%|精炼+15时，暴击伤害+{value1}%,,,,
1176,,Nil|Nil|受到攻击时，有10%几率自动念咒狮子奋迅Lv.1|精炼每+1，体质+1,,,,
1177,,Nil|Nil|受到攻击时，有10%几率自动念咒狮子奋迅Lv.1|精炼每+1，体质+1|精炼每+1，狮子奋迅技能伤害+{value1}%,,,,
1178,,Nil|Nil|Nil|Nil|精炼+6时，忽视物理防御+5%|精炼+10时，忽视物理防御+15%,,,,
1179,,Nil|Nil|Nil|Nil|精炼+6时，忽视物理防御+5%|精炼+10时，忽视物理防御+15%,,,,
1180,,Nil|Nil|Nil|Nil|精炼+6时，忽视物理防御+5%|精炼+10时，忽视物理防御+15%|精炼+15时，忽视物理防御+65%,,,,
1181,,Nil|Nil|连刺攻击技能伤害+10%|精炼+6时，连刺攻击技能伤害+5%,,,,
1182,,Nil|Nil|连刺攻击技能伤害+10%|精炼+6时，连刺攻击技能伤害+5%|精炼+10时，连刺攻击技能伤害+5%,,,,
1183,,Nil|Nil|连刺攻击技能伤害+10%|精炼+6时，连刺攻击技能伤害+5%|精炼+10时，连刺攻击技能伤害+5%|精炼+15时，连刺攻击技能伤害+10%,,,,
1184,,Nil|攻击时，有10%几率自动念咒挑衅Lv.5,,,,
1185,,Nil|攻击时，有{pro}%几率自动念咒挑衅Lv.5,,,,
1186,,Nil|Nil|Nil|精炼+6时，物理防御+15|精炼+10时，物理防御+15|总力量大于90时，物理攻击+100,,,,
1187,,Nil|Nil|Nil|精炼+6时，物理防御+{value1}|精炼+10时，螺旋击刺技能伤害+{value1}%|精炼+15时，螺旋击刺技能伤害+{value1}%|总力量大于90时，物理攻击+{value1},,,,
1188,,狂怒之枪激活时提供额外攻速5%|狂怒之枪期间普攻攻击可以减少狂怒之枪冷却时间，最多减少30秒|精炼每+1，狂怒之枪负面效果减少3%|精炼+6时，狂怒之枪激活时额外攻速提升5%|精炼+10时，额外攻速提升5%|精炼+15时，额外攻速提升10%,,,,
1189,,Nil|Nil|精炼每+2，治疗效果+1%,,,,
1190,,Nil|Nil|精炼每+2，治疗效果+1%,,,,
1191,,Nil|Nil|精炼每+2，治疗效果+1%,,,,
1192,,Nil|治愈术治疗量额外+魔法攻击*100%|精炼每+2，魔法攻击+1%,,,,
1193,,Nil|治愈术治疗量额外+魔法攻击*100%|精炼每+2，魔法攻击+1%,,,,
1194,,Nil|治愈术治疗量额外+魔法攻击*100%|精炼每+2，魔法攻击+1%,,,,
1195,,Nil|转生术可变吟唱时间-30%|十字驱魔可变吟唱时间-30%|精炼+10时，十字驱魔技能伤害+10%,,,,
1196,,Nil|转生术可变吟唱时间-30%|十字驱魔可变吟唱时间-30%|精炼+10时，十字驱魔技能伤害+10%,,,,
1197,,Nil|转生术可变吟唱时间-50%|十字驱魔可变吟唱时间-50%|精炼+10时，十字驱魔技能伤害+{value1}%|精炼+15时，十字驱魔忽视目标魔法防御|精炼+15时，十字驱魔固定吟唱时间-1s,,,,
1198,,Nil|精炼+6时，技能公共CD-5%|精炼每+1，技能公共CD-0.5%|精炼每+1，魔法攻击+20,,,,
1199,,Nil|精炼+6时，技能公共CD-5%|精炼每+1，技能公共CD-0.5%|精炼每+1，魔法攻击+20,,,,
1200,,Nil|精炼+6时，技能公共CD{value1}%|精炼每+1，技能公共CD{value1}%|精炼每+1，魔法攻击+{value1},,,,
1201,,Nil|Nil|Nil|精炼+6时，固定吟唱时间-5%|精炼每+1，可变吟唱时间-1%,,,,
1202,,Nil|Nil|Nil|精炼+6时，固定吟唱时间-5%|精炼每+1，可变吟唱时间-1%,,,,
1203,,Nil|Nil|Nil|精炼+6时，固定吟唱时间{value1}%|精炼每+1，可变吟唱时间{value1}%,,,,
1204,,Nil|Nil|Nil|精炼每+1，生命上限+70|精炼每+1，体质+1,,,,
1205,,Nil|每点智力额外使魔法攻击+1|精炼+6时，魔法攻击+50,,,,
1206,,Nil|每点智力额外使魔法攻击+1|精炼+6时，魔法攻击+50,,,,
1207,,Nil|每点智力额外使魔法攻击+1|精炼+6时，魔法攻击+{value1}|精炼+10时，魔法攻击+{value1}|精炼+15时，魔法攻击+{value1},,,,
1208,,Nil|Nil|Nil|受攻击时有5%几率自动念咒能量外套|精炼+6时，魔法攻击+30|精炼+6时，生命上限+250|精炼+10时，魔法攻击+30|精炼+10时，生命上限+250,,,,
1209,,Nil|Nil|Nil|受攻击时有{pro}%几率自动念咒能量外套|精炼+6时，魔法攻击+{value1}|精炼+6时，生命上限+{value1}|精炼+10时，魔法攻击+{value1}|精炼+10时，生命上限+{value1}|精炼+15时，生命上限+{value1}%|精炼+15时，受到物理伤害减免+{value1}%,,,,
1210,,审判概率造成双倍伤害，几率为10%+（幸运/5)%|精炼+6时，基础几率提升至15%|精炼+10时，魔法攻击+12%|精炼+10时，幸运+10|精炼+15时，审判技能基础伤害倍率提升100%,,,,
1211,,审判概率造成双倍伤害，几率为10%+（幸运/5)%|精炼+6时，基础几率提升至15%|精炼+10时，魔法攻击+12%|精炼+10时，幸运+10|精炼+15时，审判技能基础伤害倍率提升100%|精炼+15时，审判技能额外对单体目标造成400%魔法攻击的伤害,,,,
1212,,"治愈术效果降低为80%，治愈术会对目标周围3m内角色30%治愈术的效果|精炼+6时，治愈术效果为90%|精炼+10时，范围治疗效果提升至治愈术的50%|精炼+15时,治愈术效果不降低",,,,
1213,,治愈术效果降低为80%，治愈术会对目标周围3m内角色30%治愈术的效果|精炼+6时，治愈术效果为90%|精炼+10时，范围治疗效果提升至治愈术的50%|精炼+15时，治愈术效果不降低，范围治疗效果提升至治愈术的60%,,,,
1214,,Nil|释放技能有30%几率使自己魔攻提升30%，持续6秒|精炼每+1，智力+1|精炼每+1，生命上限+{value1}|精炼每+1，魔法攻击+{value1},,,,
1215,,Nil|释放技能有30%几率使自己魔攻提升30%，持续6秒|精炼每+1，智力+1|精炼每+1，生命上限+{value1}|精炼每+1，魔法攻击+{value1}|精炼+15时，触发魔攻增加效果提升至40%,,,,
1216,,Nil|Nil|精炼每+2，魔法上限+40|每5点魔法上限提升1点魔法攻击,,,,
1217,,Nil|Nil|精炼每+2，魔法上限+{value1}|每5点魔法上限提升1点魔法攻击,,,,
1218,,每次释放技能获得一层灵巫效果，每层灵巫提升魔法攻击加成10%，攻速5%，持续1秒，最多2层，达到最大层数进入魂咬状态(魂咬：每次攻击额外附加魔法攻击*300%的伤害)|精炼+6时，灵巫最大层数+1|精炼+10时，灵巫最大层数+2|精炼+15时，额外伤害提升魔法攻击*200%,,,,
1219,,Nil|音速投掷技能伤害+10%|精炼+6时，音速投掷技能伤害+5%|精炼+10时，音速投掷技能伤害+10%,,,,
1220,,Nil|音速投掷技能伤害+10%|精炼+6时，音速投掷技能伤害+5%|精炼+10时，音速投掷技能伤害+10%,,,,
1221,,Nil|音速投掷技能伤害+{value1}%|精炼+6时，音速投掷技能伤害+{value1}%|精炼+10时，音速投掷技能伤害+{value1}%|精炼+15时，音速投掷技能倍率+{value1}%,,,,
1222,,Nil|精炼每+3，敏捷+1|攻击命中目标后，会使毒性感染的CD减少1秒,,,,
1223,,Nil|精炼每+3，敏捷+1|攻击命中目标后，会使毒性感染的CD减少1秒,,,,
1224,,Nil|精炼每+3，敏捷+1|攻击命中目标后，会使毒性感染的CD减少1秒|精炼+15时，毒属性技能伤害+{value1}%,,,,
1225,,Nil|精炼+6时，对异常状态目标，暴击伤害提升10%|精炼+10时，对异常状态目标物理伤害提升20%,,,,
1226,,Nil|精炼+6时，对异常状态目标，暴击伤害提升{value1}%|精炼+10时，对异常状态目标物理伤害提升{value1}%|精炼+15时，对异常状态目标物理伤害提升{value1}%,,,,
1227,,武器火属性|Nil|Nil|攻击时有5%几率时目标沉默|精炼+6时，火属性技能伤害+5%,,,,
1228,,武器火属性|Nil|Nil|攻击时有{pro}%几率时目标沉默|精炼+6时，火属性技能伤害+{value1}%|精炼+10时，火属性技能伤害+{value1}%|精炼+15时，火属性克制伤害+{value1}%,,,,
1229,,Nil|攻击时有{pro}%几率触发洛奇的勇气：攻击速度+15%，暴击+10，持续3秒|精炼+6时，暴击+{value1}|精炼+6时，暴击伤害+{value1}%|精炼+10时，暴击伤害+{value1}%|精炼+15时，洛奇的勇气额外增加15%暴击伤害,,,,
1230,,Nil|对中毒目标伤害提升7%|精炼+6时，毒属性技能伤害+5%,,,,
1231,,Nil|对中毒目标伤害提升10%|精炼+6时，毒属性技能伤害+6%,,,,
1232,,Nil|对中毒目标伤害提升{value1}%|精炼+6时，毒属性技能伤害+{value1}%|精炼+10时，毒属性技能伤害+{value1}%|精炼+15时，毒属性克制伤害+{value1}%,,,,
1233,,Nil|Nil|攻击时概率触发攻速提升7%，持续3秒|精炼+6时，命中+10|精炼+6时，物理攻击+15,,,,
1234,,Nil|Nil|攻击时概率触发攻速提升7%，持续3秒|精炼+6时，命中+10|精炼+6时，物理攻击+15,,,,
1235,,Nil|Nil|攻击时概率触发攻速提升7%，持续3秒|精炼+6时，命中+{value1}|精炼+6时，物理攻击+{value1},,,,
1236,,Nil|Nil|Nil|深红切割技能伤害+5%|精炼+6时，深红切割技能伤害+5%,,,,
1237,,Nil|Nil|Nil|深红切割技能伤害+5%|精炼+6时，深红切割技能伤害+5%,,,,
1238,,Nil|Nil|Nil|深红切割技能伤害+{value1}%|精炼+6时，深红切割技能伤害+{value1}%|精炼+10时，深红切割技能伤害+{value1}%|精炼+15时，深红切割额外忽视物理防御+{value1}%,,,,
1239,,武器地属性|Nil|普通攻击有2%几率将目标石化|精炼每+3，地属性技能伤害+1%,,,,
1240,,武器地属性|Nil|普通攻击有2%几率将目标石化|精炼每+3，地属性技能伤害+1%,,,,
1241,,武器地属性|Nil|普通攻击有{pro}%几率将目标石化|精炼每+3，地属性技能伤害+1%|精炼+15时，攻击时有5%几率自动念咒地震术Lv.5,,,,
1242,,Nil|Nil|精炼+6时，智力+5|精炼+6时，魔法攻击+50|精炼+10时，心灵震波智力部分伤害提升20%(唯一效果),,,,
1243,,Nil|Nil|精炼+6时，智力+{value1}|精炼+6时，魔法攻击+{value1}|精炼+10时，心灵震波智力部分伤害提升20%(唯一效果)|精炼+15时，智力部分伤害提升至50%(唯一效果)|精炼+15时，心灵震波公共CD减少0.3s,,,,
1244,,Nil|心灵震波提升魔法攻击*300%的伤害(唯一效果)|精炼+10时，魔法攻击+100,,,,
1245,,Nil|心灵震波提升魔法攻击*300%的伤害(唯一效果)|精炼+10时，魔法攻击+{value1}|精炼+15时，心灵震波提升魔法攻击*300%的伤害(唯一效果)|精炼+15时，心灵震波公共CD减少0.3s,,,,
1246,,Nil|Nil|精炼+6时，暴击+{value1}|精炼+10时，暴击+{value1}|精炼+10时，暴击伤害+{value1}%|精炼+15时，暴击伤害+{value1}%|精炼+15时，忽视物理防御+{value1}%,,,,
1247,,Nil|圣之裁决技能伤害+20%|精炼+6时，圣之裁决技能伤害+20%,,,,
1248,,Nil|圣之裁决技能伤害+20%|精炼+6时，圣之裁决技能伤害+20%,,,,
1249,,Nil|圣之裁决技能伤害+{value1}%|精炼+6时，圣之裁决技能伤害+{value1}%|精炼+10时，圣之裁决技能伤害+{value1}%|精炼+15时，圣之裁决技能伤害+{value1}%,,,,
1250,,Nil|Nil|每3次普通攻击产生一个base等级*100+400点圣属性伤害,,,,
1251,,Nil|Nil|每3次普通攻击产生一个base等级*100+400点圣属性伤害,,,,
1252,,Nil|Nil|每3次普通攻击产生一个base等级*100+400点圣属性伤害,,,,
1253,,Nil|精炼+6时，暴击+15|精炼+10时，暴击伤害+10%,,,,
1254,,Nil|精炼+6时，暴击+{value1}|精炼+10时，暴击伤害+{value1}%|精炼+15时，暴击伤害+{value1}%|精炼+15时，忽视物理防御+{value1}%,,,,
1255,,Nil|Nil|每次造成伤害消耗5点SP，附加基于魔法攻击的伤害|精炼每+1，物理攻击+1%,,,,
1256,,Nil|Nil|每次造成伤害消耗5点SP，附加基于魔法攻击的伤害|精炼每+1，物理攻击+1%|精炼每+1，魔法攻击+25|精炼+15时，魔法攻击+{value1}%,,,,
1257,,武器圣属性|圣属性攻击时，额外增加50点ATK|撒水祈福对自身使用获得额外效果，攻击中附加20%物理攻击力的物理伤害|精炼+6时，附加伤害提升至25%|精炼+10时，附加伤害提升至35%|精炼+15时，圣属性技能伤害+{value1}%,,,,
1258,,武器圣属性|Nil|Nil|精炼每+1，智力+1|可使用治愈术Lv.1,,,,
1259,,武器圣属性|Nil|Nil|精炼每+1，智力+1|可使用治愈术Lv.1,,,,
1260,,武器圣属性|Nil|Nil|精炼每+1，智力+1|可使用治愈术Lv.1,,,,
1261,,Nil|Nil|静止不动时每秒给自己增加5%攻击力，最多叠加5层，移动时取消,,,,
1262,,Nil|Nil|静止不动时每秒给自己增加5%攻击力，最多叠加5层，移动时取消,,,,
1263,,Nil|Nil|静止不动时每秒给自己增加5%攻击力，最多叠加5层，移动时取消|精炼+10时，不再减少移动速度|精炼+15时，物理攻击+{value1}%,,,,
1264,,二连矢技能伤害+15%|精炼+6时，物理攻击+20|精炼+6时，二连矢忽视目标10%的物理防御,,,,
1265,,二连矢技能伤害+15%|精炼+6时，物理攻击+20|精炼+6时，二连矢忽视目标10%的物理防御,,,,
1266,,二连矢技能伤害+{value1}%|精炼+6时，物理攻击+{value1}|精炼+6时，二连矢忽视目标{value1}%的物理防御,,,,
1267,,攻击中5%几率触发效果，伊克西翁的祝福：攻速提升30%，持续7秒|物理攻击提升，提升值为当前攻速*20,,,,
1268,,攻击中5%几率触发效果，伊克西翁的祝福：攻速提升30%，持续7秒|物理攻击提升，提升值为当前攻速*20|精炼每+1，物理攻击+{value1},,,,
1269,,Nil|精炼+6时，暴击+10|精炼+10时，暴击伤害+10%|总幸运大于99时，暴击伤害+10%,,,,
1270,,Nil|精炼+6时，暴击+{value1}|精炼+10时，暴击伤害+{value1}%|总幸运大于99时，暴击伤害+{value1}%|精炼+15时，忽视物理防御+{value1}%,,,,
1271,,Nil|Nil|Nil|精炼每+1，陷阱类技能伤害+1%,,,,
1272,,Nil|Nil|Nil|精炼每+1，陷阱类技能伤害+{value1}%,,,,
1273,,Nil|精炼每+2，智力+1|精炼+6时，猎鹰伤害附带魔法攻击*200%的伤害|精炼+10时，猎鹰伤害附带的伤害提升至魔法攻击*400%,,,,
1274,,Nil|精炼每+2，智力+1|精炼+6时，猎鹰伤害附带魔法攻击*200%的伤害|精炼+10时，猎鹰伤害附带的伤害提升至魔法攻击*400%,,,,
1275,,闪电冲击被动触发几率提升5%|精炼+6时，每次触发猎鹰攻击，会使目标受到远距离物理伤害提升，提升值为10%，最多叠加3层|精炼+10时，你的闪电冲击触发额外提升，提升值为幸运/5|精炼+15时，爆裂喙猎鹰暴击概率提升至4倍，猎鹰技能暴击伤害提升30%,,,,
1276,,Nil|Nil|总力量大于75时，物理攻击+60,,,,
1277,,Nil|Nil|总力量大于110时，物理攻击+80,,,,
1278,,Nil|Nil|总力量大于130时，物理攻击+{value1}|精炼每+3，攻击速度{value1}%|精炼每+3，物理伤害+{value1}%,,,,
1279,,金钱攻击伤害提升10%，消耗提升50%|金钱攻击10%概率造成眩晕，眩晕时间为2s|精炼+10时，金钱攻击伤害提升5%，消耗提升至100%,,,,
1280,,金钱攻击伤害提升10%，消耗提升50%|金钱攻击10%概率造成眩晕，眩晕时间为2s|精炼+10时，金钱攻击伤害提升5%，消耗提升至100%,,,,
1281,,金钱攻击伤害提升10%，消耗提升50%|金钱攻击10%概率造成眩晕，眩晕时间为2s|精炼+10时，金钱攻击伤害提升5%，消耗提升至100%|精炼+15时，金钱攻击技能倍率+100%,,,,
1282,,Nil|手推车负重额外提升手推车相关技能伤害，提升的伤害值为手推车负重*30%|使用手推车相关技能，使移动速度提升5%，最多叠加2层|精炼+6时，手推车负重上限提升2000,,,,
1283,,Nil|手推车负重额外提升手推车相关技能伤害，提升的伤害值为手推车负重*30%|使用手推车相关技能，使移动速度提升5%，最多叠加2层|精炼+6时，手推车负重上限提升2000|精炼+10时，手推车负重额外伤害提升至手推车负重*50%|精炼+15时，手推车相关技能伤害+10%(该效果不适用于手推车负重带来的额外伤害),,,,
1284,,Nil|Nil|Nil|物理攻击时，有5%几率自动念咒大地之击Lv.3|精炼+6时，暴击+10|精炼+10时，暴击+10,,,,
1285,,Nil|Nil|Nil|物理攻击时，有{pro}%几率自动念咒大地之击Lv.3|精炼+6时，暴击+{value1}|精炼+10时，暴击+{value1}|精炼+15时，暴击伤害+{value1}%,,,,
1286,,Nil|炮台攻击无视目标10%防御|精炼+6时，炮台攻击范围+1|精炼+10时，炮台每次攻击，提升炮台物伤加成5%，最多叠加5层,,,,
1287,,Nil,,,,
1288,,Nil,,,,
1289,,Nil,,,,
1290,,Nil,,,,
1291,,Nil|Nil,,,,
1292,,Nil|Nil,,,,
1293,,Nil,,,,
1294,,Nil,,,,
1295,,Nil,,,,
1296,,Nil,,,,
1297,,Nil|Nil,,,,
1298,,Nil|Nil,,,,
1299,,Nil,,,,
1300,,Nil,,,,
1301,,Nil,,,,
1302,,Nil,,,,
1303,,Nil|Nil,,,,
1304,,Nil|Nil,,,,
1305,,Nil,,,,
1306,,Nil,,,,
1307,,Nil,,,,
1308,,Nil,,,,
1309,,Nil|Nil,,,,
1310,,Nil|Nil,,,,
1311,,Nil,,,,
1312,,Nil,,,,
1313,,Nil,,,,
1314,,Nil|Nil,,,,
1315,,Nil|Nil|Nil,,,,
1316,,Nil|Nil|Nil,,,,
1317,,Nil,,,,
1318,,Nil,,,,
1319,,Nil,,,,
1320,,Nil,,,,
1321,,Nil|Nil,,,,
1322,,Nil|Nil,,,,
1323,,Nil,,,,
1324,,Nil,,,,
1325,,Nil,,,,
1326,,Nil,,,,
1327,,Nil|Nil,,,,
1328,,Nil|Nil,,,,
1329,,Nil,,,,
1330,,Nil,,,,
1331,,Nil,,,,
1332,,Nil,,,,
1333,,Nil|Nil,,,,
1334,,Nil|Nil,,,,
1335,,Nil,,,,
1336,,Nil,,,,
1337,,Nil,,,,
1338,,Nil,,,,
1339,,Nil|Nil,,,,
1340,,Nil|Nil,,,,
1341,,Nil,,,,
1342,,Nil,,,,
1343,,Nil,,,,
1344,,Nil,,,,
1345,,Nil|Nil,,,,
1346,,Nil|Nil,,,,
1347,,Nil,,,,
1348,,Nil,,,,
1349,,Nil,,,,
1350,,Nil,,,,
