Id,SkillName,SkillLevel,Buff,Attr,ExtraNum,SkillDescRep
50001110,残影（10级）,10,,53=30|74=500,Hedge=30|Speed=500,30|5
51010401,音速投掷加速（1级）,1,,,HitRate=1000|Damage=100,10|1
51010402,音速投掷加速（2级）,2,,,HitRate=1200|Damage=200,12|2
51010403,音速投掷加速（3级）,3,,,HitRate=1400|Damage=300,14|3
51010404,音速投掷加速（4级）,4,,,HitRate=1600|Damage=400,16|4
51010405,音速投掷加速（5级）,5,,,HitRate=1800|Damage=500,18|5
51010406,音速投掷加速（6级）,1,,,HitRate=2000|Damage=600,20|6
51010407,音速投掷加速（7级）,2,,,HitRate=2200|Damage=700,22|7
51010408,音速投掷加速（8级）,3,,,HitRate=2400|Damage=800,24|8
51010409,音速投掷加速（9级）,4,,,HitRate=2600|Damage=900,26|9
51010410,音速投掷加速（10级）,5,,,HitRate=2800|Damage=1000,28|10
51010501,后退回避隐匿,1,,,,
51010601,隐匿研究（1级）,1,302501=10000,,,6
51010602,隐匿研究（2级）,2,302502=10000,,,12
51010603,隐匿研究（3级）,3,302503=10000,,,18
51010604,隐匿研究（4级）,4,302504=10000,,,24
51010605,隐匿研究（5级）,5,302505=10000,,,30
51010801,高阶拳刃修炼（1级）,1,,,,12
51010802,高阶拳刃修炼（2级）,2,,,,14
51010803,高阶拳刃修炼（3级）,3,,,,16
51010804,高阶拳刃修炼（4级）,4,,,,18
51010805,高阶拳刃修炼（5级）,5,,,,20
51010901,左右手修炼（1级）,1,302701=10000|302801=10000,,ATK=-3700,63
51010902,左右手修炼（2级）,2,302701=10000|302801=10000,,ATK=-3400,66
51010903,左右手修炼（3级）,3,302701=10000|302801=10000,,ATK=-3100,69
51010904,左右手修炼（4级）,4,302701=10000|302801=10000,,ATK=-2800,72
51010905,左右手修炼（5级）,5,302701=10000|302801=10000,,ATK=-2500,75
51010906,左右手修炼（6级）,6,302701=10000|302801=10000,,ATK=-2200,78
51010907,左右手修炼（7级）,7,302701=10000|302801=10000,,ATK=-1900,81
51010908,左右手修炼（8级）,8,302701=10000|302801=10000,,ATK=-1600,84
51010909,左右手修炼（9级）,9,302701=10000|302801=10000,,ATK=-1300,87
51010910,左右手修炼（10级）,10,302701=10000|302801=10000,,ATK=-1000,90
51011101,毒性反弹（1级）,1,301701=10000,191=200|186=100,,2|1|130|42|1|42
51011102,毒性反弹（2级）,2,301702=10000,191=400|186=200,,4|2|160|39|2|39
51011103,毒性反弹（3级）,3,301703=10000,191=600|186=300,,6|3|190|36|3|36
51011104,毒性反弹（4级）,4,301704=10000,191=800|186=400,,8|4|220|33|4|33
51011105,毒性反弹（5级）,5,301705=10000,191=1000|186=500,,10|5|250|30|5|30
51011106,毒性反弹（6级）,6,301706=10000,191=1200|186=600,,12|6|280|27|6|27
51011107,毒性反弹（7级）,7,301707=10000,191=1400|186=700,,14|7|310|24|7|24
51011108,毒性反弹（8级）,8,301708=10000,191=1600|186=800,,16|8|340|21|8|21
51011109,毒性反弹（9级）,9,301709=10000,191=1800|186=900,,18|9|370|18|9|18
51011110,毒性反弹（10级）,10,301710=10000,191=2000|186=1000,,20|10|400|15|10|15
51011501,拳刃修炼（1级）,1,302901=10000|303001=10000,,ATK=5,5
51011502,拳刃修炼（2级）,2,302901=10000|303001=10000,,ATK=10,10
51011503,拳刃修炼（3级）,3,302901=10000|303001=10000,,ATK=15,15
51011504,拳刃修炼（4级）,4,302901=10000|303001=10000,,ATK=20,20
51011505,拳刃修炼（5级）,5,302901=10000|303001=10000,,ATK=25,25
51011506,拳刃修炼（6级）,6,302901=10000|303001=10000,,ATK=30,30
51011507,拳刃修炼（7级）,7,302901=10000|303001=10000,,ATK=35,35
51011508,拳刃修炼（8级）,8,302901=10000|303001=10000,,ATK=40,40
51011509,拳刃修炼（9级）,9,302901=10000|303001=10000,,ATK=45,45
51011510,拳刃修炼（10级）,10,302901=10000|303001=10000,,ATK=50,50
51011601,深红切割精准（1级）,1,,,Damage=100,1
51011602,深红切割精准（2级）,2,,,Damage=200,2
51011603,深红切割精准（3级）,3,,,Damage=300,3
51011604,深红切割精准（4级）,4,,,Damage=400,4
51011605,深红切割精准（5级）,5,,,Damage=500,5
51011606,深红切割精准（6级）,1,,,Damage=600,6
51011607,深红切割精准（7级）,2,,,Damage=700,7
51011608,深红切割精准（8级）,3,,,Damage=800,8
51011609,深红切割精准（9级）,4,,,Damage=900,9
51011610,深红切割精准（10级）,5,303901=10000,,Damage=1000,10
51020201,高阶拳刃修炼（1级）,1,303501=10000|303601=10000,,DAMPer=200,2
51020202,高阶拳刃修炼（2级）,2,303501=10000|303601=10000,,DAMPer=400,4
51020203,高阶拳刃修炼（3级）,3,303501=10000|303601=10000,,DAMPer=600,6
51020204,高阶拳刃修炼（4级）,4,303501=10000|303601=10000,,DAMPer=800,8
51020205,高阶拳刃修炼（5级）,5,303501=10000|303601=10000,,DAMPer=1000,10
51020206,高阶拳刃修炼（6级）,6,303501=10000|303601=10000,,DAMPer=1200,12
51020207,高阶拳刃修炼（7级）,7,303501=10000|303601=10000,,DAMPer=1400,14
51020208,高阶拳刃修炼（8级）,8,303501=10000|303601=10000,,DAMPer=1600,16
51020209,高阶拳刃修炼（9级）,9,303501=10000|303601=10000,,DAMPer=1800,18
51020210,高阶拳刃修炼（10级）,10,303501=10000|303601=10000,,DAMPer=2000,20
51020301,二刀连击精通（1级）,1,303701=10000,,CriRateDagger=-3800|CriRateKatar=200,112|152
51020302,二刀连击精通（2级）,2,303701=10000,,CriRateDagger=-3600|CriRateKatar=400,114|154
51020303,二刀连击精通（3级）,3,303701=10000,,CriRateDagger=-3400|CriRateKatar=600,116|156
51020304,二刀连击精通（4级）,4,303701=10000,,CriRateDagger=-3200|CriRateKatar=800,118|158
51020305,二刀连击精通（5级）,5,303701=10000,,CriRateDagger=-3000|CriRateKatar=1000,120|160
51020306,二刀连击精通（6级）,6,303701=10000,,CriRateDagger=-2800|CriRateKatar=1200,122|162
51020307,二刀连击精通（7级）,7,303701=10000,,CriRateDagger=-2600|CriRateKatar=1400,124|164
51020308,二刀连击精通（8级）,8,303701=10000,,CriRateDagger=-2400|CriRateKatar=1600,126|166
51020309,二刀连击精通（9级）,9,303701=10000,,CriRateDagger=-2200|CriRateKatar=1800,128|168
51020310,二刀连击精通（10级）,10,303701=10000,,CriRateDagger=-2000|CriRateKatar=2000,130|170
51020701,弱点锁定,1,304101=10000,,,2
51020702,弱点锁定,2,304102=10000,,,4
51020703,弱点锁定,3,304103=10000,,,6
51020704,弱点锁定,4,304104=10000,,,8
51020705,弱点锁定,5,304105=10000,,,10
51020706,弱点锁定,6,304106=10000,,,12
51020707,弱点锁定,7,304107=10000,,,14
51020708,弱点锁定,8,304108=10000,,,16
51020709,弱点锁定,9,304109=10000,,,18
51020710,弱点锁定,10,304110=10000,,,20
70000901,鹗枭之眼（1级）,1,406501=10000,,Dex=1,1
70000902,鹗枭之眼（2级）,2,406501=10000,,Dex=2,2
70000903,鹗枭之眼（3级）,3,406501=10000,,Dex=3,3
70000904,鹗枭之眼（4级）,4,406501=10000,,Dex=4,4
70000905,鹗枭之眼（5级）,5,406501=10000,,Dex=5,5
70000906,鹗枭之眼（6级）,6,406501=10000,,Dex=6,6
70000907,鹗枭之眼（7级）,7,406501=10000,,Dex=7,7
70000908,鹗枭之眼（8级）,8,406501=10000,,Dex=8,8
70000909,鹗枭之眼（9级）,9,406501=10000,,Dex=9,9
70000910,鹗枭之眼（10级）,10,406501=10000,,Dex=10,10
70001001,苍鹰之眼（1级）,1,404001=10000|404101=10000,,Range=4000,1
70001002,苍鹰之眼（2级）,2,404001=10000|404101=10000,,Range=8000,2
70001003,苍鹰之眼（3级）,3,404001=10000|404101=10000,,Range=12000,3
70001004,苍鹰之眼（4级）,4,404001=10000|404101=10000,,Range=16000,4
70001005,苍鹰之眼（5级）,5,404001=10000|404101=10000,,Range=20000,5
70001006,苍鹰之眼（6级）,6,404001=10000|404101=10000,,Range=24000,6
70001007,苍鹰之眼（7级）,7,404001=10000|404101=10000,,Range=28000,7
70001008,苍鹰之眼（8级）,8,404001=10000|404101=10000,,Range=32000,8
70001009,苍鹰之眼（9级）,9,404001=10000|404101=10000,,Range=36000,9
70001010,苍鹰之眼（10级）,10,404001=10000|404101=10000,,Range=40000,10
71010301,动物杀手（1级）,1,406601=10000,,Brute=2|Insect=2|Alldam=1,2|1
71010302,动物杀手（2级）,2,406601=10000,,Brute=4|Insect=4|Alldam=2,4|2
71010303,动物杀手（3级）,3,406601=10000,,Brute=6|Insect=6|Alldam=3,6|3
71010304,动物杀手（4级）,4,406601=10000,,Brute=8|Insect=8|Alldam=4,8|4
71010305,动物杀手（5级）,5,406601=10000,,Brute=10|Insect=10|Alldam=5,10|5
71010306,动物杀手（6级）,6,406601=10000,,Brute=12|Insect=12|Alldam=6,12|6
71010307,动物杀手（7级）,7,406601=10000,,Brute=14|Insect=14|Alldam=7,14|7
71010308,动物杀手（8级）,8,406601=10000,,Brute=16|Insect=16|Alldam=8,16|8
71010309,动物杀手（9级）,9,406601=10000,,Brute=18|Insect=18|Alldam=9,18|9
71010310,动物杀手（10级）,10,406601=10000,,Brute=20|Insect=20|Alldam=10,20|10
71010501,华丽技巧（1级）,1,403901=10000,,,2
71010502,华丽技巧（2级）,2,403902=10000,,,4
71010503,华丽技巧（3级）,3,403903=10000,,,6
71010504,华丽技巧（4级）,4,403904=10000,,,8
71010505,华丽技巧（5级）,5,403905=10000,,,10
71010506,华丽技巧（6级）,6,403906=10000,,,12
71010507,华丽技巧（7级）,7,403907=10000,,,14
71010508,华丽技巧（8级）,8,403908=10000,,,16
71010509,华丽技巧（9级）,9,403909=10000,,,18
71010510,华丽技巧（10级）,10,403910=10000,,,20
71010601,驯鹰术（1级）,1,2301=10000,,,
71010701,钢制喙（1级）,1,,,ATK=20|ATKper=1000,20|10
71010702,钢制喙（2级）,2,,,ATK=40|ATKper=2000,40|20
71010703,钢制喙（3级）,3,,,ATK=60|ATKper=3000,60|30
71010704,钢制喙（4级）,4,,,ATK=80|ATKper=4000,80|40
71010705,钢制喙（5级）,5,,,ATK=100|ATKper=5000,100|50
71010706,钢制喙（6级）,6,,,ATK=120|ATKper=6000,120|60
71010707,钢制喙（7级）,7,,,ATK=140|ATKper=7000,140|70
71010708,钢制喙（8级）,8,,,ATK=160|ATKper=8000,160|80
71010709,钢制喙（9级）,9,,,ATK=180|ATKper=9000,180|90
71010710,钢制喙（10级）,10,,,ATK=200|ATKper=10000,200|100
71012401,闪电冲击(被动)（1级）,1,403801=10000,,,
71012402,闪电冲击(被动)（2级）,2,403802=10000,,,
71012403,闪电冲击(被动)（3级）,3,403803=10000,,,
71012404,闪电冲击(被动)（4级）,4,403804=10000,,,
71012405,闪电冲击(被动)（5级）,5,403805=10000,,,
71012406,闪电冲击(被动)（6级）,6,403806=10000,,,
71012407,闪电冲击(被动)（7级）,7,403807=10000,,,
71012408,闪电冲击(被动)（8级）,8,403808=10000,,,
71012409,闪电冲击(被动)（9级）,9,403809=10000,,,
71012410,闪电冲击(被动)（10级）,10,403810=10000,,,
71012901,疾风乱舞（被动）（1级）,1,404201=10000,,,
71012902,疾风乱舞（被动）（2级）,2,404201=10000,,,
71012903,疾风乱舞（被动）（3级）,3,404201=10000,,,
71012904,疾风乱舞（被动）（4级）,4,404201=10000,,,
71012905,疾风乱舞（被动）（5级）,5,404201=10000,,,
71012906,疾风乱舞（被动）（6级）,6,404201=10000,,,
71012907,疾风乱舞（被动）（7级）,7,404201=10000,,,
71012908,疾风乱舞（被动）（8级）,8,404201=10000,,,
71012909,疾风乱舞（被动）（9级）,9,404201=10000,,,
71012910,疾风乱舞（被动）（10级）,10,404201=10000,,,
71020501,强化二连失（1级）,1,404601=10000,,pro=500,5
71020502,强化二连失（2级）,2,404602=10000,,pro=1000,10
71020503,强化二连失（3级）,3,404603=10000,,pro=1500,15
71020504,强化二连失（4级）,4,404604=10000,,pro=2000,20
71020505,强化二连失（5级）,5,404605=10000,,pro=2500,25
71020506,强化二连失（6级）,6,404606=10000,,pro=3000,30
71020507,强化二连失（7级）,7,404607=10000,,pro=3500,35
71020508,强化二连失（8级）,8,404608=10000,,pro=4000,40
71020509,强化二连失（9级）,9,404609=10000,,pro=4500,45
71020510,强化二连失（10级）,10,404610=10000,,pro=5000,50
71020601,闪电突击（1级）,1,404701=10000,,,3
71020602,闪电突击（2级）,2,404702=10000,,,6
71020603,闪电突击（3级）,3,404703=10000,,,9
71020604,闪电突击（4级）,4,404704=10000,,,12
71020605,闪电突击（5级）,5,404705=10000,,,15
71020606,闪电突击（6级）,6,404706=10000,,,18
71020607,闪电突击（7级）,7,404707=10000,,,21
71020608,闪电突击（8级）,8,404708=10000,,,24
71020609,闪电突击（9级）,9,404709=10000,,,27
71020610,闪电突击（10级）,10,404710=10000,,,30
71020701,爆裂喙（1级）,1,404801=10000,,CriDam=700,7
71020702,爆裂喙（2级）,2,404801=10000,,CriDam=900,9
71020703,爆裂喙（3级）,3,404801=10000,,CriDam=1100,11
71020704,爆裂喙（4级）,4,404801=10000,,CriDam=1300,13
71020705,爆裂喙（5级）,5,404801=10000,,CriDam=1500,15
71020706,爆裂喙（6级）,6,404801=10000,,CriDam=1700,17
71020707,爆裂喙（7级）,7,404801=10000,,CriDam=1900,19
71020708,爆裂喙（8级）,8,404801=10000,,CriDam=2100,21
71020709,爆裂喙（9级）,9,404801=10000,,CriDam=2300,23
71020710,爆裂喙（10级）,10,404801=10000,,CriDam=2500,25
71021701,霜冻陷阱研究（1级）,1,405301=10000,,,22
71021702,霜冻陷阱研究（2级）,2,405302=10000,,,24
71021703,霜冻陷阱研究（3级）,3,405303=10000,,,26
71021704,霜冻陷阱研究（4级）,4,405304=10000,,,28
71021705,霜冻陷阱研究（5级）,5,405305=10000,,,30
71021706,霜冻陷阱研究（6级）,6,405306=10000,,,32
71021707,霜冻陷阱研究（7级）,7,405307=10000,,,34
71021708,霜冻陷阱研究（8级）,8,405308=10000,,,36
71021709,霜冻陷阱研究（9级）,9,405309=10000,,,38
71021710,霜冻陷阱研究（10级）,10,405310=10000,,,40
71021801,爆散陷阱研究（1级）,1,405401=10000,,,1|12
71021802,爆散陷阱研究（2级）,2,405402=10000,,,2|14
71021803,爆散陷阱研究（3级）,3,405403=10000,,,3|16
71021804,爆散陷阱研究（4级）,4,405404=10000,,,4|18
71021805,爆散陷阱研究（5级）,5,405405=10000,,,5|20
71021806,爆散陷阱研究（6级）,6,405406=10000,,,6|22
71021807,爆散陷阱研究（7级）,7,405407=10000,,,7|24
71021808,爆散陷阱研究（8级）,8,405408=10000,,,8|26
71021809,爆散陷阱研究（9级）,9,405409=10000,,,9|28
71021810,爆散陷阱研究（10级）,10,405410=10000,,,10|30
71021901,地雷陷阱研究（1级）,1,,,,23|30
71021902,地雷陷阱研究（2级）,2,,,,23|34
71021903,地雷陷阱研究（3级）,3,,,,26|34
71021904,地雷陷阱研究（4级）,4,,,,26|38
71021905,地雷陷阱研究（5级）,5,,,,29|38
71021906,地雷陷阱研究（6级）,6,,,,29|42
71021907,地雷陷阱研究（7级）,7,,,,32|42
71021908,地雷陷阱研究（8级）,8,,,,32|46
71021909,地雷陷阱研究（9级）,9,,,,35|46
71021910,地雷陷阱研究（10级）,10,,,,35|50
71022001,定时爆炸陷阱研究（1级）,1,405601=10000,,,12
71022002,定时爆炸陷阱研究（2级）,2,405602=10000,,,14
71022003,定时爆炸陷阱研究（3级）,3,405603=10000,,,16
71022004,定时爆炸陷阱研究（4级）,4,405604=10000,,,18
71022005,定时爆炸陷阱研究（5级）,5,405605=10000,,,20
71022006,定时爆炸陷阱研究（6级）,6,405606=10000,,,22
71022007,定时爆炸陷阱研究（7级）,7,405607=10000,,,24
71022008,定时爆炸陷阱研究（8级）,8,405608=10000,,,26
71022009,定时爆炸陷阱研究（9级）,9,405609=10000,,,28
71022010,定时爆炸陷阱研究（10级）,10,405610=10000,,,30
71022401,箭矢修炼（1级）,1,405201=10000,,,6|10
71022402,箭矢修炼（2级）,2,405202=10000,,,7|20
71022403,箭矢修炼（3级）,3,405203=10000,,,8|30
71022404,箭矢修炼（4级）,4,405204=10000,,,9|40
71022405,箭矢修炼（5级）,5,405205=10000,,,10|50
71022406,箭矢修炼（6级）,6,405206=10000,,,11|60
71022407,箭矢修炼（7级）,7,405207=10000,,,12|70
71022408,箭矢修炼（8级）,8,405208=10000,,,13|80
71022409,箭矢修炼（9级）,9,405209=10000,,,14|90
71022410,箭矢修炼（10级）,10,405210=10000,,,15|100
72011001,操控乐器（1级）,1,455101=10000|455201=10000,,ATK=6,6
72011002,操控乐器（2级）,2,455101=10000|455201=10000,,ATK=12,12
72011003,操控乐器（3级）,3,455101=10000|455201=10000,,ATK=18,18
72011004,操控乐器（4级）,4,455101=10000|455201=10000,,ATK=24,24
72011005,操控乐器（5级）,5,455101=10000|455201=10000,,ATK=30,30
72011101,临机应变（1级）,1,480101=10000,,,40|1|1|240|230|120
72011102,临机应变（2级）,2,480102=10000,,,80|2|2|280|260|140
72011103,临机应变（3级）,3,480103=10000,,,120|3|3|320|290|160
72011104,临机应变（4级）,4,480104=10000,,,160|4|4|360|320|180
72011105,临机应变（5级）,5,480105=10000,,,200|5|5|400|350|200
72011201,安可（1级）,1,480001=10000,,,1|6
72011202,安可（2级）,2,480002=10000,,,2|7
72011203,安可（3级）,3,480003=10000,,,3|8
72011204,安可（4级）,4,480004=10000,,,4|9
72011205,安可（5级）,5,480005=10000,,,5|10
72011301,幻想乐章（1级）,1,467001=10000,,,1|1
72011302,幻想乐章（2级）,2,467002=10000,,,1.5|1.5
72011303,幻想乐章（3级）,3,467003=10000,,,2|2
72011304,幻想乐章（4级）,4,467004=10000,,,2.5|2.5
72011305,幻想乐章（5级）,5,467005=10000,,,3|3
72021301,乐理精通（1级）,1,,102=100|65=200,,2|1
72021302,乐理精通（2级）,2,,102=200|65=400,,4|2
72021303,乐理精通（3级）,3,,102=300|65=600,,6|3
72021304,乐理精通（4级）,4,,102=400|65=800,,8|4
72021305,乐理精通（5级）,5,,102=500|65=1000,,10|5
72021306,乐理精通（6级）,6,,102=600|65=1200,,12|6
72021307,乐理精通（7级）,7,,102=700|65=1400,,14|7
72021308,乐理精通（8级）,8,,102=800|65=1600,,16|8
72021309,乐理精通（9级）,9,,102=900|65=1800,,18|9
72021310,乐理精通（10级）,10,,102=1000|65=2000,,20|10
72021401,不要拘束我（1级）,1,470001=10000,,,10
72021402,不要拘束我（2级）,2,470002=10000,,,20
72021403,不要拘束我（3级）,3,470003=10000,,,30
72021404,不要拘束我（4级）,4,470004=10000,,,40
72021405,不要拘束我（5级）,5,470005=10000,,,50
72111001,练习舞蹈（1级）,1,455301=10000|455401=10000,,ATK=6,6
72111002,练习舞蹈（2级）,2,455301=10000|455401=10000,,ATK=12,12
72111003,练习舞蹈（3级）,3,455301=10000|455401=10000,,ATK=18,18
72111004,练习舞蹈（4级）,4,455301=10000|455401=10000,,ATK=24,24
72111005,练习舞蹈（5级）,5,455301=10000|455401=10000,,ATK=30,30
72111101,临机应变（1级）,1,480101=10000,,,40|1|1|240|230|120
72111102,临机应变（2级）,2,480102=10000,,,80|2|1.5|280|260|140
72111103,临机应变（3级）,3,480103=10000,,,120|3|2|320|290|160
72111104,临机应变（4级）,4,480104=10000,,,160|4|2.5|360|320|180
72111105,临机应变（5级）,5,480105=10000,,,200|5|3|400|350|200
72111201,安可（1级）,1,480001=10000,,,1|6
72111202,安可（2级）,2,480002=10000,,,2|7
72111203,安可（3级）,3,480003=10000,,,3|8
72111204,安可（4级）,4,480004=10000,,,4|9
72111205,安可（5级）,5,480005=10000,,,5|10
72111301,幻想乐章（1级）,1,467001=10000,,,1|1
72111302,幻想乐章（2级）,2,467002=10000,,,1.5|1.5
72111303,幻想乐章（3级）,3,467003=10000,,,2|2
72111304,幻想乐章（4级）,4,467004=10000,,,2.5|2.5
72111305,幻想乐章（5级）,5,467005=10000,,,3|3
72121301,曼妙身姿（1级）,1,,102=100|65=200,,2|1
72121302,曼妙身姿（2级）,2,,102=200|65=400,,4|2
72121303,曼妙身姿（3级）,3,,102=300|65=600,,6|3
72121304,曼妙身姿（4级）,4,,102=400|65=800,,8|4
72121305,曼妙身姿（5级）,5,,102=500|65=1000,,10|5
72121306,曼妙身姿（6级）,6,,102=600|65=1200,,12|6
72121307,曼妙身姿（7级）,7,,102=700|65=1400,,14|7
72121308,曼妙身姿（8级）,8,,102=800|65=1600,,16|8
72121309,曼妙身姿（9级）,9,,102=900|65=1800,,18|9
72121310,曼妙身姿（10级）,10,,102=1000|65=2000,,20|10
72121401,不要拘束我（1级）,1,470001=10000,,,10
72121402,不要拘束我（2级）,2,470002=10000,,,20
72121403,不要拘束我（3级）,3,470003=10000,,,30
72121404,不要拘束我（4级）,4,470004=10000,,,40
72121405,不要拘束我（5级）,5,470005=10000,,,50
60000801,大声呐喊（1级）,1,,14=4,,
61010701,武器保有（1级）,1,500601=10000,14=1|27=4,,
61010801,强化火属性（1级）,1,,184=400|186=200,,4|2
61010802,强化火属性（2级）,2,,184=800|186=400,,8|4
61010803,强化火属性（3级）,3,,184=1200|186=600,,12|6
61010804,强化火属性（4级）,4,,184=1600|186=800,,16|8
61010805,强化火属性（5级）,5,,184=2000|186=1000,,20|10
60000901,低价买进(1级),1,,,Buy=9300,7
60000902,低价买进(2级),2,,,Buy=9100,9
60000903,低价买进(3级),3,,,Buy=8900,11
60000904,低价买进(4级),4,,,Buy=8700,13
60000905,低价买进(5级),5,,,Buy=8500,15
60000906,低价买进(6级),6,,,Buy=8300,17
60000907,低价买进(7级),7,,,Buy=8100,19
60000908,低价买进(8级),8,,,Buy=7900,21
60000909,低价买进(9级),9,,,Buy=7700,23
60000910,低价买进(10级),10,,,Buy=7600,24
60001001,高价卖出(1级),1,,,Sell=10700,7
60001002,高价卖出(2级),2,,,Sell=10900,9
60001003,高价卖出(3级),3,,,Sell=11100,11
60001004,高价卖出(4级),4,,,Sell=11300,13
60001005,高价卖出(5级),5,,,Sell=11500,15
60001006,高价卖出(6级),6,,,Sell=11700,17
60001007,高价卖出(7级),7,,,Sell=11900,19
60001008,高价卖出(8级),8,,,Sell=12100,21
60001009,高价卖出(9级),9,,,Sell=12300,23
60001010,高价卖出(10级),10,,,Sell=12400,24
60001101,物品鉴定（1级）,1,,,,
60001201,手推车使用（1级）,1,2701=10000,,,
60001301,改装手推车（1级）,1,,,CARTBLANK=5,55
60001302,改装手推车（2级）,2,,,CARTBLANK=10,60
60001303,改装手推车（3级）,3,,,CARTBLANK=15,65
60001304,改装手推车（4级）,4,,,CARTBLANK=20,70
60001305,改装手推车（5级）,5,,,CARTBLANK=25,75
60001306,改装手推车（6级）,6,,,CARTBLANK=30,80
60001307,改装手推车（7级）,7,,,CARTBLANK=35,85
60001308,改装手推车（8级）,8,,,CARTBLANK=40,90
60001309,改装手推车（9级）,9,,,CARTBLANK=45,95
60001310,改装手推车（10级）,10,,,CARTBLANK=50,100
60001401,负重量上升（1级）,1,,105=200,DamUp=500,200|5
60001402,负重量上升（2级）,2,,105=400,DamUp=1000,400|10
60001403,负重量上升（3级）,3,,105=600,DamUp=1500,600|15
60001404,负重量上升（4级）,4,,105=800,DamUp=2000,800|20
60001405,负重量上升（5级）,5,,105=1000,DamUp=2500,1000|25
60001406,负重量上升（6级）,6,,105=1200,DamUp=3000,1200|30
60001407,负重量上升（7级）,7,,105=1400,DamUp=3500,1400|35
60001408,负重量上升（8级）,8,,105=1600,DamUp=4000,1600|40
60001409,负重量上升（9级）,9,,105=1800,DamUp=4500,1800|45
60001410,负重量上升（10级）,10,,105=2000,DamUp=5000,2000|50
60001501,露天商店（1级）,1,,,,
60001502,露天商店（2级）,2,,,,
60001503,露天商店（3级）,3,,,,
60001504,露天商店（4级）,4,,,,
60001505,露天商店（5级）,5,,,,
60001506,露天商店（6级）,6,,,,
60001507,露天商店（7级）,7,,,,
60001508,露天商店（8级）,8,,,,
60001509,露天商店（9级）,9,,,,
60001510,露天商店（10级）,10,,,,
60001601,开设采购商店（1级）,1,,,,
61011001,属性原石制作（1级）,1,,,Pro=500,5
61011002,属性原石制作（2级）,2,,,Pro=1000,10
61011003,属性原石制作（3级）,3,,,Pro=1500,15
61011004,属性原石制作（4级）,4,,,Pro=2000,20
61011005,属性原石制作（5级）,5,,,Pro=2500,25
61011101,铁制作（1级）,1,,,Pro=500,5
61011102,铁制作（2级）,2,,,Pro=1000,10
61011103,铁制作（3级）,3,,,Pro=1500,15
61011104,铁制作（4级）,4,,,Pro=2000,20
61011105,铁制作（5级）,5,,,Pro=2500,25
61011201,钢制作（1级）,1,,,Pro=500,5
61011202,钢制作（2级）,2,,,Pro=1000,10
61011203,钢制作（3级）,3,,,Pro=1500,15
61011204,钢制作（4级）,4,,,Pro=2000,20
61011205,钢制作（5级）,5,,,Pro=2500,25
61011206,钢制作（6级）,6,,,Pro=3000,30
61011207,钢制作（7级）,7,,,Pro=3500,35
61011208,钢制作（8级）,8,,,Pro=4000,40
61011209,钢制作（9级）,9,,,Pro=4500,45
61011210,钢制作（10级）,10,,,Pro=5000,50
61011301,短剑卷轴制作（1级）,1,,,Pro=700,7
61011302,短剑卷轴制作（2级）,2,,,Pro=1400,14
61011303,短剑卷轴制作（3级）,3,,,Pro=2100,21
61011401,斧头卷轴制作（1级）,1,,,Pro=700,7
61011402,斧头卷轴制作（2级）,2,,,Pro=1400,14
61011403,斧头卷轴制作（3级）,3,,,Pro=2100,21
61011501,钝器卷轴制作（1级）,1,,,Pro=700,7
61011502,钝器卷轴制作（2级）,2,,,Pro=1400,14
61011503,钝器卷轴制作（3级）,3,,,Pro=2100,21
61011601,长矛卷轴制作（1级）,1,,,Pro=700,7
61011602,长矛卷轴制作（2级）,2,,,Pro=1400,14
61011603,长矛卷轴制作（3级）,3,,,Pro=2100,21
61011701,长剑卷轴制作（1级）,1,,,Pro=700,7
61011702,长剑卷轴制作（2级）,2,,,Pro=1400,14
61011703,长剑卷轴制作（3级）,3,,,Pro=2100,21
61011801,双手剑卷轴制作（1级）,1,,,Pro=700,7
61011802,双手剑卷轴制作（2级）,2,,,Pro=1400,14
61011803,双手剑卷轴制作（3级）,3,,,Pro=2100,21
61011901,寻找矿石（1级）,1,,,,
61012001,神之金属研究（1级）,1,,,Pro=200,2
61012002,神之金属研究（2级）,2,,,Pro=400,4
61012003,神之金属研究（3级）,3,,,Pro=600,6
61012004,神之金属研究（4级）,4,,,Pro=800,8
61012005,神之金属研究（5级）,5,,,Pro=1000,10
61012006,神之金属研究（6级）,6,,,Pro=1200,12
61012007,神之金属研究（7级）,7,,,Pro=1400,14
61012008,神之金属研究（8级）,8,,,Pro=1600,16
61012009,神之金属研究（9级）,9,,,Pro=1800,18
61012010,神之金属研究（10级）,10,,,Pro=2000,20
61012101,武器研究（1级）,1,,27=2|52=300,Pro=100,2|3|1
61012102,武器研究（2级）,2,,27=4|52=600,Pro=200,4|6|2
61012103,武器研究（3级）,3,,27=6|52=900,Pro=300,6|9|3
61012104,武器研究（4级）,4,,27=8|52=1200,Pro=400,8|12|4
61012105,武器研究（5级）,5,,27=10|52=1500,Pro=500,10|15|5
61012106,武器研究（6级）,6,,27=12|52=1800,Pro=600,12|18|6
61012107,武器研究（7级）,7,,27=14|52=2100,Pro=700,14|21|7
61012108,武器研究（8级）,8,,27=16|52=2400,Pro=800,16|24|8
61012109,武器研究（9级）,9,,27=18|52=2700,Pro=900,18|27|9
61012110,武器研究（10级）,10,,27=20|52=3000,Pro=1000,20|30|10
61012301,拳刃卷轴制作（1级）,1,,,Pro=700,7
61012302,拳刃卷轴制作（2级）,2,,,Pro=1400,14
