ID,AwardId,ItemIds
1921,3210030,3022001|3022002|3022003|3022004|3022005|3022006|3022007|3022008|3020003|3020004|3021001|3023002|3020005|3020006|3020010|3020008|3020009|3020016|3022058|3022060
1922,3210040,2031004|2090021|2010005|2010008|2010014
1923,3210050,
1924,3210060,2034008|2034010|2034011|2034012|2034013|2034014
1925,3210070,123334050|133340050|133341050|123333050|73303050|73304050|73306050|73309050|73310050|83311050|83312050|83314050|83315050|83316050|113318050|113319050|113320050|113321050|113322050|33338050|33339050|33341050|33342050|33345050|33346050|123334070|123335070|123336070|123338070|123339070|133340070|133341070|123333070|133342070|73303070|73304070|73306070|73309070|73310070|83311070|83312070|83314070|83315070|83316070|113318070|113319070|113320070|113321070|113322070|33338070|33339070|33341070|33342070|33345070|33346070|123334080|123335080|123336080|123337080|123338080|123339080|133340080|133341080|133344080|73303080|73304080|73306080|73309080|73310080|83311080|83312080|83314080|83315080|83316080|113318080|113319080|113320080|113321080|113322080|73323080|83324080|113325080|73326080|83327080|113328080|73329080|113330080|83331080|73332080|83333080|113334080|73335080|83336080|113337080|33338080|33339080|33341080|33342080|33345080|33346080|33347080|123335090|123336090|123337090|123338090|123339090|133341090|133344090|123493090|133495090|73323090|83324090|113325090|73326090|83327090|113328090|73329090|113330090|83331090|73332090|83333090|113334090|73335090|83336090|113337090|33338090|33339090|33341090|33342090|33345090|33346090|33347090|73408090|83409090|113410090|63376050|63491050|63375050|63377050|73302050|73307050|83313050|63376070|63378070|63379070|63380070|63381070|63491070|63375070|63377070|73302070|73307070|83313070|63376080|63378080|63379080|63380080|63381080|63382080|63591080|73302080|73307080|83313080|63376090|63378090|63379090|63381090|63382090|63491090|43507090|43346050|43348050|43350050|43351050|43488050|43489050|43349050|73305050|113317050|33340050|43346070|43348070|43351070|43352070|43355070|43488070|43489070|43349070|73305070|113317070|33340070|43346080|43348080|43351080|43352080|43355080|43357080|43588080|43589080|73305080|113317080|33340080|33343080|43345090|43346090|43347090|43348090|43351090|43352090|43354090|43355090|43357090|43488090|43489090|43496090|33340090|33343090|93358050|93359050|23363050|23365050|23366050|23364050|93358070|93359070|93360070|93361070|23363070|23365070|23366070|23367070|23368070|23364070|93358080|93359080|93360080|93361080|93362080|23363080|23365080|23366080|23367080|23368080|23369080|93359090|93360090|93361090|93362090|23363090|23365090|23367090|23368090|23369090|43506090|43345050|43347050|13370050|13371050|33344050|43345070|43347070|43353070|43354070|13370070|13371070|13372070|13373070|33344070|43345080|43347080|43353080|43354080|13370080|13371080|13372080|13373080|13374080|33344080|13370090|13371090|13372090|13373090|13374090|43497090|33344090|53383050|53384050|53383070|53384070|53385070|53386070|53490070|53383080|53384080|53385080|53386080|53387080|53590080|53383090|53385090|53386090|53387090|53490090|43505090|143498050|143499050|143500050|143498070|143499070|143500070|143501070|143502070|143498080|143499080|143500080|143501080|143502080|143503080|143498090|143499090|143501090|143502090|143503090|143504090|133519050|133520050|133518050|33414050|33415050|33416050|133519070|133520070|133521070|133518070|33414070|33415070|33416070|133519080|133522080|133520080|133521080|133518080|33414080|33415080|33416080|133523090|133519090|133522090|133520090|133521090|133518090|33414090|33415090|33416090|33417090|13541050|13542050|13541070|13542070|13543070|13541080|13542080|13543080|13544080|13545080|13541090|13542090|13543090|13544090|13545090|13546090|13372100|13535100|13541100|13542100|13543100|13544100|13545100|13546100|73323100|83324100|113325100|73326100|83327100|113328100|73329100|113330100|83331100|73332100|83333100|113334100|73335100|83336100|113337100|33339100|33341100|33342100|33345100|33346100|33347100|73408100|83409100|113410100|153565050|153567050|153565070|153566070|153567070|153564080|153565080|153566080|153567080|153564090|153565090|153566090|153567090|153564100|153565100|153566100|153567100|163560050|163562050|163560070|163561070|163562070|163559080|163560080|163561080|163562080|163559090|163560090|163561090|163562090|163559100|163560100|163561100|163562100|123573110|123574110|123575110|123576110|123577110|133578110|123620110|133621110|133632110|133633110|133634110|133635110|133636110|133637110|133638110|123706110|123707110|133708110|133709110|73563110|83564110|113565110|73566110|83567110|113568110|73569110|113570110|83571110|73572110|83573110|113574110|73575110|83576110|113577110|33578110|33579110|33580110|33581110|33582110|33583110|33584110|33585110|33586110|73599110|83600110|113601110|83621110|73622110|113623110|33624110|63596110|63597110|63598110|63619110|63630110|63641110|63715110|43579110|43580110|43581110|43582110|43583110|43584110|43616110|43617110|43622110|43640110|43710110|43711110|93585110|93586110|93587110|23588110|23589110|23590110|23591110|93629110|23643110|23713110|93714110|13592110|13593110|13594110|13595110|43623110|13639110|13712110|53599110|53600110|53601110|53618110|53628110|53642110|53716110|53717110|143624110|143625110|143626110|143627110|143644110|143718110|33602110|33603110|33604110|33605110|13645110|13646110|13647110|13648110|13649110|13650110|163651110|163652110|163653110|163654110|163719110|153655110|153656110|153657110|153658110|153720110|153726050|153727050|153735050|153726070|153727070|153730070|153731070|153732070|153733070|153735070|153726080|153727080|153730080|153731080|153732080|153733080|153734080|153735080|153726090|153727090|153730090|153731090|153732090|153733090|153734090|153735090|153726100|153727100|153730100|153731100|153732100|153733100|153734100|153735100|33340100|33343100|153726110|153727110|153730110|153731110|153732110|153733110|153734110|153735110
1926,3210080,3022001|3022002|3022003|3022004|3022005|3022006|3022007|3022008|3020003|3020004|3021001|3023002|3020005|3020006|3020010|3020008|3020009|3020016|3022058|3022060
1927,3210090,2031004|2090021|2010005|2010008|2010014
1928,3210100,
1929,3210110,2034008|2034010|2034011|2034012|2034013
1930,3210130,3022001|3022002|3022003|3022004|3022005|3022006|3022007|3022008|3020003|3020004|3021001|3023002|3020005|3020006|3020010|3020008|3020009|3020016|3022058|3022060
1931,3300010,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1932,3300020,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1933,3300030,101|3022002|3022003|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1934,3300040,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1935,3300050,101|3022002|3022003|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10336706|10336806|10336906|10337006|10337106|10337206|10337507|10337707|10337807|10339207|3024022|3024023|3024030|3024029
1936,3300060,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1937,3300070,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1938,3300080,101|3022002|3022003|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1939,3300090,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1940,3300100,101|3022002|3022003|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10336706|10336806|10336906|10337006|10337106|10337206|10337507|10337707|10337807|10339207|10346706|10346806|10346906|10347006|10347106|10347206|10347507|10347707|10347807|10349207|3024022|3024023|3024030|3024029
1941,3300110,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1942,3300120,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1943,3300130,101|3022002|3022003|3022004|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1944,3300140,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1945,3300150,101|3022003|3022004|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10336706|10336806|10336906|10337006|10337106|10337206|10337507|10337707|10337807|10339207|10346706|10346806|10346906|10347006|10347106|10347206|10347507|10347707|10347807|10349207|3024022|3024023|3024030|3024029
1946,3300160,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1947,3300170,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1948,3300180,101|3022002|3022003|3022004|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1949,3300190,101|3020001|3020002|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1950,3300200,101|3022003|3022004|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10336706|10336806|10336906|10337006|10337106|10337206|10337507|10337707|10337807|10339207|10346706|10346806|10346906|10347006|10347106|10347206|10347507|10347707|10347807|10349207|3024022|3024023|3024030|3024029
1951,3300210,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1952,3300220,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1953,3300230,101|3022002|3022003|3022004|3021001|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1954,3300240,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1955,3300250,101|3022003|3022004|3021001|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|3024004|3024005|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10336706|10336806|10336906|10337006|10337106|10337206|10337507|10337707|10337807|10339207|10346706|10346806|10346906|10347006|10347106|10347206|10347507|10347707|10347807|10349207|3024022|3024023|3024030|3024029
1956,3300260,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1957,3300270,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1958,3300280,101|3022002|3022003|3022004|3021001|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1959,3300290,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1960,3300300,101|3022003|3022004|3021001|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|3024004|3024005|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10336706|10336806|10336906|10337006|10337106|10337206|10337507|10337707|10337807|10339207|10338108|10338208|10338308|10338408|10338508|10338608|10338708|3024022|3024023|3024030|3024029
1961,3300310,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1962,3300320,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1963,3300330,101|3022003|3022004|3022005|3022006|3021001|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1964,3300340,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1965,3300350,101|3022005|3022006|3021001|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|3024004|3024005|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10338108|10338208|10338308|10338408|10338508|10338608|10338708|3024022|3024023|3024030|3024029
1966,3300360,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1967,3300370,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1968,3300380,101|3022003|3022004|3022005|3022006|3021001|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1969,3300390,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1970,3300400,101|3022005|3022006|3021001|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|3024004|3024005|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10338108|10338208|10338308|10338408|10338508|10338608|10338708|10348108|10348208|10348308|10348408|10348508|10348608|10348708|3024022|3024023|3024030|3024029
1971,3300410,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1972,3300420,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1973,3300430,101|3022003|3022004|3022005|3022006|3021001|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1974,3300440,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1975,3300450,101|3022006|3021001|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|3024004|3024005|3020016|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10338108|10338208|10338308|10338408|10338508|10338608|10338708|10348108|10348208|10348308|10348408|10348508|10348608|10348708|3024022|3024023|3024030|3024029
1976,3300460,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1977,3300470,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1978,3300480,101|3022003|3022004|3022005|3022006|3021001|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1979,3300490,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1980,3300500,101|3022006|3021001|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|3024004|3024005|3020016|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10338108|10338208|10338308|10338408|10338508|10338608|10338708|10348108|10348208|10348308|10348408|10348508|10348608|10348708|3024022|3024023|3024030|3024029
1981,3300510,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1982,3300520,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1983,3300530,101|3022006|3022007|3022008|3021001|3020003|3020004|3023001|2090019|3020001|3020002|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|3024022|3024023
1984,3300540,101|3020001|3020002|3021001|3023001|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008
1985,3300550,101|3022007|3022008|3021001|3020003|3020004|3023001|3020005|3020006|3020010|3020008|3020009|3024004|3024005|3020016|2090021|2031004|2010012|2031002|2031003|1280008|1290002|1290006|1290053|1290058|1290062|1290057|1290059|1290061|1290056|1290060|1290004|1290014|1290015|1290008|1290018|1290011|1290013|1290017|1290016|1290003|1290007|1290010|1290012|1290054|1290009|1290001|1290005|3040005|3040006|3040007|3040008|10342409|10342509|10342609|10342709|10342809|10342909|10343009|10343109|10343209|10352409|10352509|10352609|3024022|3024023|3024030|3024029
