Id,SecondId,EquipSuitId,EquipName,,EquipId,EquipQuality,RefineMax,BaseAttrGroup,EnhanceGroupId,AddonAttrGroup,EquipText,Model,
236031,2360,13,西瓜皮鞋Ⅲ,85级_鞋子_套装3,2806,31,9,1305,1,2305,,,
236041,2360,14,疯兔绒鞋Ⅲ,85级_鞋子_套装4,2806,31,9,1305,1,2305,,,
236051,2360,15,小拖鞋Ⅲ,85级_鞋子_套装5,2806,31,9,1305,1,2305,,,
237011,2370,11,[物理]荧光手镯Ⅲ,85级_镯_套装1,2801,31,9,1306,1,2306,,,
237021,2370,12,[物理]海之环Ⅲ,85级_镯_套装2,2801,31,9,1306,1,2306,,,
237031,2370,13,[物理]樱桃手环Ⅲ,85级_镯_套装3,2801,31,9,1306,1,2306,,,
237041,2370,14,[物理]兽爪银环Ⅲ,85级_镯_套装4,2801,31,9,1306,1,2306,,,
237051,2370,15,[物理]圆珠手串Ⅲ,85级_镯_套装5,2801,31,9,1306,1,2306,,,
238011,2380,11,[魔法]荧光手镯Ⅲ,85级_镯_套装1,2801,31,9,1307,1,2307,,,
238021,2380,12,[魔法]海之扣Ⅲ,85级_镯_套装2,2801,31,9,1307,1,2307,,,
238031,2380,13,[魔法]樱桃手链Ⅲ,85级_镯_套装3,2801,31,9,1307,1,2307,,,
238041,2380,14,[魔法]兽爪银链Ⅲ,85级_镯_套装4,2801,31,9,1307,1,2307,,,
238051,2380,15,[魔法]圆珠手链Ⅲ,85级_镯_套装5,2801,31,9,1307,1,2307,,,
239011,2390,11,幻想的轻语Ⅲ,85级_项圈_套装1,2804,31,9,1308,1,2308,,,
239021,2390,12,海之钥Ⅲ,85级_项圈_套装2,2804,31,9,1308,1,2308,,,
239031,2390,13,草莓项链Ⅲ,85级_项圈_套装3,2804,31,9,1308,1,2308,,,
239041,2390,14,铃之音Ⅲ,85级_项圈_套装4,2804,31,9,1308,1,2308,,,
239051,2390,15,海螺项链Ⅲ,85级_项圈_套装5,2804,31,9,1308,1,2308,,,
231012,2310,11,[物理]幻境之锋Ⅲ,85级_物攻武器_套装1,2802,32,12,1310,2,2310,,,
231022,2310,12,[物理]蔚蓝之刺钩Ⅲ,85级_物攻武器_套装2,2802,32,12,1310,2,2310,,,
231032,2310,13,[物理]冻柠坚盾Ⅲ,85级_物攻武器_套装3,2802,32,12,1310,2,2310,,,
231042,2310,14,[物理]波利之王权杖Ⅲ,85级_物攻武器_套装4,2802,32,12,1310,2,2310,,,
231052,2310,15,[物理]红珊瑚刺枪Ⅲ,85级_物攻武器_套装5,2802,32,12,1310,2,2310,,,
232012,2320,11,[魔法]幻境之影Ⅲ,85级_魔攻武器_套装1,2802,32,12,1311,2,2311,,,
232022,2320,12,[魔法]蔚蓝之弯钩Ⅲ,85级_魔攻武器_套装2,2802,32,12,1311,2,2311,,,
232032,2320,13,[魔法]沁柠坚盾Ⅲ,85级_魔攻武器_套装3,2802,32,12,1311,2,2311,,,
232042,2320,14,[魔法]波利之王魔杖Ⅲ,85级_魔攻武器_套装4,2802,32,12,1311,2,2311,,,
232052,2320,15,[魔法]红珊瑚尖枪Ⅲ,85级_魔攻武器_套装5,2802,32,12,1311,2,2311,,,
233012,2330,11,镜光披风Ⅲ,85级_衣服_套装1,2805,32,12,1312,2,2312,,,
233022,2330,12,蔚蓝之长绒Ⅲ,85级_衣服_套装2,2805,32,12,1312,2,2312,,,
233032,2330,13,樱林洋裙Ⅲ,85级_衣服_套装3,2805,32,12,1312,2,2312,,,
233042,2330,14,摇铃棉绒衣Ⅲ,85级_衣服_套装4,2805,32,12,1312,2,2312,,,
233052,2330,15,远洋礼装Ⅲ,85级_衣服_套装5,2805,32,12,1312,2,2312,,,
234012,2340,11,[物理]镜光羽冠Ⅲ,85级_帽子_套装1,2803,32,12,1313,2,2313,,,
234022,2340,12,[物理]蔚蓝之礼帽Ⅲ,85级_帽子_套装2,2803,32,12,1313,2,2313,,,
234032,2340,13,[物理]草莓战盔Ⅲ,85级_帽子_套装3,2803,32,12,1313,2,2313,,,
234042,2340,14,[物理]兔耳棉绒帽Ⅲ,85级_帽子_套装4,2803,32,12,1313,2,2313,,,
234052,2340,15,[物理]听风小帽Ⅲ,85级_帽子_套装5,2803,32,12,1313,2,2313,,,
235012,2350,11,[魔法]镜光羽冠Ⅲ,85级_帽子_套装1,2803,32,12,1314,2,2314,,,
235022,2350,12,[魔法]蔚蓝之羽冠Ⅲ,85级_帽子_套装2,2803,32,12,1314,2,2314,,,
235032,2350,13,[魔法]草莓冠冕Ⅲ,85级_帽子_套装3,2803,32,12,1314,2,2314,,,
235042,2350,14,[魔法]兔耳棉绒冠Ⅲ,85级_帽子_套装4,2803,32,12,1314,2,2314,,,
235052,2350,15,[魔法]听风小帽Ⅲ,85级_帽子_套装5,2803,32,12,1314,2,2314,,,
236012,2360,11,幻境的足迹Ⅲ,85级_鞋子_套装1,2806,32,12,1315,2,2315,,,
236022,2360,12,蔚蓝之疾靴Ⅲ,85级_鞋子_套装2,2806,32,12,1315,2,2315,,,
236032,2360,13,西瓜战靴Ⅲ,85级_鞋子_套装3,2806,32,12,1315,2,2315,,,
236042,2360,14,疯兔棉绒鞋Ⅲ,85级_鞋子_套装4,2806,32,12,1315,2,2315,,,
236052,2360,15,沙滩拖Ⅲ,85级_鞋子_套装5,2806,32,12,1315,2,2315,,,
237012,2370,11,[物理]镜光手镯Ⅲ,85级_镯_套装1,2801,32,12,1316,2,2316,,,
237022,2370,12,[物理]蔚蓝之圆镯Ⅲ,85级_镯_套装2,2801,32,12,1316,2,2316,,,
237032,2370,13,[物理]樱桃叶环Ⅲ,85级_镯_套装3,2801,32,12,1316,2,2316,,,
237042,2370,14,[物理]兽爪秘银环Ⅲ,85级_镯_套装4,2801,32,12,1316,2,2316,,,
237052,2370,15,[物理]珍珠手串Ⅲ,85级_镯_套装5,2801,32,12,1316,2,2316,,,
238012,2380,11,[魔法]镜光手镯Ⅲ,85级_镯_套装1,2801,32,12,1317,2,2317,,,
238022,2380,12,[魔法]蔚蓝之环扣Ⅲ,85级_镯_套装2,2801,32,12,1317,2,2317,,,
238032,2380,13,[魔法]樱桃叶链Ⅲ,85级_镯_套装3,2801,32,12,1317,2,2317,,,
238042,2380,14,[魔法]兽爪秘银链Ⅲ,85级_镯_套装4,2801,32,12,1317,2,2317,,,
238052,2380,15,[魔法]珍珠手链Ⅲ,85级_镯_套装5,2801,32,12,1317,2,2317,,,
239012,2390,11,幻境的轻语Ⅲ,85级_项圈_套装1,2804,32,12,1318,2,2318,,,
239022,2390,12,蔚蓝之密钥Ⅲ,85级_项圈_套装2,2804,32,12,1318,2,2318,,,
239032,2390,13,草莓心恋Ⅲ,85级_项圈_套装3,2804,32,12,1318,2,2318,,,
239042,2390,14,银铃之音Ⅲ,85级_项圈_套装4,2804,32,12,1318,2,2318,,,
239052,2390,15,海音链Ⅲ,85级_项圈_套装5,2804,32,12,1318,2,2318,,,
231013,2310,11,[物理]梦想之锋Ⅲ,85级_物攻武器_套装1,2802,33,15,1320,3,2320,,,
231023,2310,12,[物理]海皇的勋章Ⅲ,85级_物攻武器_套装2,2802,33,15,1320,3,2320,,,
231033,2310,13,[物理]冻柠守护盾Ⅲ,85级_物攻武器_套装3,2802,33,15,1320,3,2320,,,
231043,2310,14,[物理]天使波利权杖Ⅲ,85级_物攻武器_套装4,2802,33,15,1320,3,2320,,,
231053,2310,15,[物理]珍宝珊瑚刺枪Ⅲ,85级_物攻武器_套装5,2802,33,15,1320,3,2320,,,
232013,2320,11,[魔法]梦想之影Ⅲ,85级_魔攻武器_套装1,2802,33,15,1321,3,2321,,,
232023,2320,12,[魔法]海皇的赞歌Ⅲ,85级_魔攻武器_套装2,2802,33,15,1321,3,2321,,,
232033,2320,13,[魔法]沁柠守护盾Ⅲ,85级_魔攻武器_套装3,2802,33,15,1321,3,2321,,,
232043,2320,14,[魔法]天使波利魔杖Ⅲ,85级_魔攻武器_套装4,2802,33,15,1321,3,2321,,,
232053,2320,15,[魔法]珍宝珊瑚尖枪Ⅲ,85级_魔攻武器_套装5,2802,33,15,1321,3,2321,,,
233013,2330,11,凝光披风Ⅲ,85级_衣服_套装1,2805,33,15,1322,3,2322,,,
233023,2330,12,海皇的戎衣Ⅲ,85级_衣服_套装2,2805,33,15,1322,3,2322,,,
233033,2330,13,樱林凉梦裙Ⅲ,85级_衣服_套装3,2805,33,15,1322,3,2322,,,
233043,2330,14,摇铃雪绒衣Ⅲ,85级_衣服_套装4,2805,33,15,1322,3,2322,,,
233053,2330,15,远洋珍宝装Ⅲ,85级_衣服_套装5,2805,33,15,1322,3,2322,,,
234013,2340,11,[物理]凝光羽冠Ⅲ,85级_帽子_套装1,2803,33,15,1323,3,2323,,,
234023,2340,12,[物理]海皇的武冠Ⅲ,85级_帽子_套装2,2803,33,15,1323,3,2323,,,
234033,2340,13,[物理]草莓大福盔Ⅲ,85级_帽子_套装3,2803,33,15,1323,3,2323,,,
234043,2340,14,[物理]兔耳雪绒帽Ⅲ,85级_帽子_套装4,2803,33,15,1323,3,2323,,,
234053,2340,15,[物理]听风船Ⅲ,85级_帽子_套装5,2803,33,15,1323,3,2323,,,
235013,2350,11,[魔法]凝光羽冠Ⅲ,85级_帽子_套装1,2803,33,15,1324,3,2324,,,
235023,2350,12,[魔法]海皇的智冕Ⅲ,85级_帽子_套装2,2803,33,15,1324,3,2324,,,
235033,2350,13,[魔法]草莓布丁帽Ⅲ,85级_帽子_套装3,2803,33,15,1324,3,2324,,,
235043,2350,14,[魔法]兔耳雪绒冠Ⅲ,85级_帽子_套装4,2803,33,15,1324,3,2324,,,
235053,2350,15,[魔法]听风船Ⅲ,85级_帽子_套装5,2803,33,15,1324,3,2324,,,
236013,2360,11,梦想的旅途Ⅲ,85级_鞋子_套装1,2806,33,15,1325,3,2325,,,
236023,2360,12,海皇的宝靴Ⅲ,85级_鞋子_套装2,2806,33,15,1325,3,2325,,,
236033,2360,13,西瓜滑板鞋Ⅲ,85级_鞋子_套装3,2806,33,15,1325,3,2325,,,
236043,2360,14,疯兔雪绒鞋Ⅲ,85级_鞋子_套装4,2806,33,15,1325,3,2325,,,
236053,2360,15,沙滩凉拖Ⅲ,85级_鞋子_套装5,2806,33,15,1325,3,2325,,,
237013,2370,11,[物理]凝光手镯Ⅲ,85级_镯_套装1,2801,33,15,1326,3,2326,,,
237023,2370,12,[物理]海皇的护镯Ⅲ,85级_镯_套装2,2801,33,15,1326,3,2326,,,
237033,2370,13,[物理]樱桃宝石环Ⅲ,85级_镯_套装3,2801,33,15,1326,3,2326,,,
237043,2370,14,[物理]兽爪白金环Ⅲ,85级_镯_套装4,2801,33,15,1326,3,2326,,,
237053,2370,15,[物理]砗磲碎光Ⅲ,85级_镯_套装5,2801,33,15,1326,3,2326,,,
238013,2380,11,[魔法]凝光手镯Ⅲ,85级_镯_套装1,2801,33,15,1327,3,2327,,,
238023,2380,12,[魔法]海皇的魔链Ⅲ,85级_镯_套装2,2801,33,15,1327,3,2327,,,
238033,2380,13,[魔法]樱桃宝石链Ⅲ,85级_镯_套装3,2801,33,15,1327,3,2327,,,
238043,2380,14,[魔法]兽爪白金链Ⅲ,85级_镯_套装4,2801,33,15,1327,3,2327,,,
238053,2380,15,[魔法]砗磲柔光Ⅲ,85级_镯_套装5,2801,33,15,1327,3,2327,,,
239013,2390,11,梦想的轻语Ⅲ,85级_项圈_套装1,2804,33,15,1328,3,2328,,,
239023,2390,12,海皇的秘宝Ⅲ,85级_项圈_套装2,2804,33,15,1328,3,2328,,,
239033,2390,13,草莓嘉年华Ⅲ,85级_项圈_套装3,2804,33,15,1328,3,2328,,,
239043,2390,14,金铃之音Ⅲ,85级_项圈_套装4,2804,33,15,1328,3,2328,,,
239053,2390,15,海岸回音Ⅲ,85级_项圈_套装5,2804,33,15,1328,3,2328,,,
241011,2410,11,[物理]幻想之锋Ⅳ,100级_物攻武器_套装1,2802,41,9,1400,1,2400,,,
241021,2410,12,[物理]海之刺Ⅳ,100级_物攻武器_套装2,2802,41,9,1400,1,2400,,,
241031,2410,13,[物理]冻柠片盾Ⅳ,100级_物攻武器_套装3,2802,41,9,1400,1,2400,,,
241041,2410,14,[物理]波利权杖Ⅳ,100级_物攻武器_套装4,2802,41,9,1400,1,2400,,,
241051,2410,15,[物理]珊瑚刺枪Ⅳ,100级_物攻武器_套装5,2802,41,9,1400,1,2400,,,
242011,2420,11,[魔法]幻想之影Ⅳ,100级_魔攻武器_套装1,2802,41,9,1401,1,2401,,,
242021,2420,12,[魔法]海之钩Ⅳ,100级_魔攻武器_套装2,2802,41,9,1401,1,2401,,,
242031,2420,13,[魔法]沁柠片盾Ⅳ,100级_魔攻武器_套装3,2802,41,9,1401,1,2401,,,
242041,2420,14,[魔法]波利魔杖Ⅳ,100级_魔攻武器_套装4,2802,41,9,1401,1,2401,,,
242051,2420,15,[魔法]珊瑚尖枪Ⅳ,100级_魔攻武器_套装5,2802,41,9,1401,1,2401,,,
243011,2430,11,荧光披风Ⅳ,100级_衣服_套装1,2805,41,9,1402,1,2402,,,
243021,2430,12,海之绒Ⅳ,100级_衣服_套装2,2805,41,9,1402,1,2402,,,
243031,2430,13,樱林白裙Ⅳ,100级_衣服_套装3,2805,41,9,1402,1,2402,,,
243041,2430,14,摇铃绒衣Ⅳ,100级_衣服_套装4,2805,41,9,1402,1,2402,,,
243051,2430,15,远洋装Ⅳ,100级_衣服_套装5,2805,41,9,1402,1,2402,,,
244011,2440,11,[物理]荧光羽冠Ⅳ,100级_帽子_套装1,2803,41,9,1403,1,2403,,,
244021,2440,12,[物理]海之帽Ⅳ,100级_帽子_套装2,2803,41,9,1403,1,2403,,,
244031,2440,13,[物理]草莓头盔Ⅳ,100级_帽子_套装3,2803,41,9,1403,1,2403,,,
244041,2440,14,[物理]兔耳绒帽Ⅳ,100级_帽子_套装4,2803,41,9,1403,1,2403,,,
244051,2440,15,[物理]小船帽Ⅳ,100级_帽子_套装5,2803,41,9,1403,1,2403,,,
245011,2450,11,[魔法]荧光羽冠Ⅳ,100级_帽子_套装1,2803,41,9,1404,1,2404,,,
245021,2450,12,[魔法]海之盔Ⅳ,100级_帽子_套装2,2803,41,9,1404,1,2404,,,
245031,2450,13,[魔法]草莓圆帽Ⅳ,100级_帽子_套装3,2803,41,9,1404,1,2404,,,
245041,2450,14,[魔法]兔耳绒冠Ⅳ,100级_帽子_套装4,2803,41,9,1404,1,2404,,,
245051,2450,15,[魔法]小船帽Ⅳ,100级_帽子_套装5,2803,41,9,1404,1,2404,,,
246011,2460,11,幻想的步履Ⅳ,100级_鞋子_套装1,2806,41,9,1405,1,2405,,,
246021,2460,12,海之靴Ⅳ,100级_鞋子_套装2,2806,41,9,1405,1,2405,,,
246031,2460,13,西瓜皮鞋Ⅳ,100级_鞋子_套装3,2806,41,9,1405,1,2405,,,
246041,2460,14,疯兔绒鞋Ⅳ,100级_鞋子_套装4,2806,41,9,1405,1,2405,,,
246051,2460,15,小拖鞋Ⅳ,100级_鞋子_套装5,2806,41,9,1405,1,2405,,,
247011,2470,11,[物理]荧光手镯Ⅳ,100级_镯_套装1,2801,41,9,1406,1,2406,,,
247021,2470,12,[物理]海之环Ⅳ,100级_镯_套装2,2801,41,9,1406,1,2406,,,
247031,2470,13,[物理]樱桃手环Ⅳ,100级_镯_套装3,2801,41,9,1406,1,2406,,,
247041,2470,14,[物理]兽爪银环Ⅳ,100级_镯_套装4,2801,41,9,1406,1,2406,,,
247051,2470,15,[物理]圆珠手串Ⅳ,100级_镯_套装5,2801,41,9,1406,1,2406,,,
248011,2480,11,[魔法]荧光手镯Ⅳ,100级_镯_套装1,2801,41,9,1407,1,2407,,,
248021,2480,12,[魔法]海之扣Ⅳ,100级_镯_套装2,2801,41,9,1407,1,2407,,,
248031,2480,13,[魔法]樱桃手链Ⅳ,100级_镯_套装3,2801,41,9,1407,1,2407,,,
248041,2480,14,[魔法]兽爪银链Ⅳ,100级_镯_套装4,2801,41,9,1407,1,2407,,,
248051,2480,15,[魔法]圆珠手链Ⅳ,100级_镯_套装5,2801,41,9,1407,1,2407,,,
249011,2490,11,幻想的轻语Ⅳ,100级_项圈_套装1,2804,41,9,1408,1,2408,,,
249021,2490,12,海之钥Ⅳ,100级_项圈_套装2,2804,41,9,1408,1,2408,,,
249031,2490,13,草莓项链Ⅳ,100级_项圈_套装3,2804,41,9,1408,1,2408,,,
249041,2490,14,铃之音Ⅳ,100级_项圈_套装4,2804,41,9,1408,1,2408,,,
249051,2490,15,海螺项链Ⅳ,100级_项圈_套装5,2804,41,9,1408,1,2408,,,
241012,2410,11,[物理]幻境之锋Ⅳ,100级_物攻武器_套装1,2802,42,12,1410,2,2410,,,
241022,2410,12,[物理]蔚蓝之刺钩Ⅳ,100级_物攻武器_套装2,2802,42,12,1410,2,2410,,,
241032,2410,13,[物理]冻柠坚盾Ⅳ,100级_物攻武器_套装3,2802,42,12,1410,2,2410,,,
241042,2410,14,[物理]波利之王权杖Ⅳ,100级_物攻武器_套装4,2802,42,12,1410,2,2410,,,
241052,2410,15,[物理]红珊瑚刺枪Ⅳ,100级_物攻武器_套装5,2802,42,12,1410,2,2410,,,
242012,2420,11,[魔法]幻境之影Ⅳ,100级_魔攻武器_套装1,2802,42,12,1411,2,2411,,,
242022,2420,12,[魔法]蔚蓝之弯钩Ⅳ,100级_魔攻武器_套装2,2802,42,12,1411,2,2411,,,
242032,2420,13,[魔法]沁柠坚盾Ⅳ,100级_魔攻武器_套装3,2802,42,12,1411,2,2411,,,
242042,2420,14,[魔法]波利之王魔杖Ⅳ,100级_魔攻武器_套装4,2802,42,12,1411,2,2411,,,
242052,2420,15,[魔法]红珊瑚尖枪Ⅳ,100级_魔攻武器_套装5,2802,42,12,1411,2,2411,,,
243012,2430,11,镜光披风Ⅳ,100级_衣服_套装1,2805,42,12,1412,2,2412,,,
243022,2430,12,蔚蓝之长绒Ⅳ,100级_衣服_套装2,2805,42,12,1412,2,2412,,,
243032,2430,13,樱林洋裙Ⅳ,100级_衣服_套装3,2805,42,12,1412,2,2412,,,
243042,2430,14,摇铃棉绒衣Ⅳ,100级_衣服_套装4,2805,42,12,1412,2,2412,,,
243052,2430,15,远洋礼装Ⅳ,100级_衣服_套装5,2805,42,12,1412,2,2412,,,
244012,2440,11,[物理]镜光羽冠Ⅳ,100级_帽子_套装1,2803,42,12,1413,2,2413,,,
244022,2440,12,[物理]蔚蓝之礼帽Ⅳ,100级_帽子_套装2,2803,42,12,1413,2,2413,,,
244032,2440,13,[物理]草莓战盔Ⅳ,100级_帽子_套装3,2803,42,12,1413,2,2413,,,
244042,2440,14,[物理]兔耳棉绒帽Ⅳ,100级_帽子_套装4,2803,42,12,1413,2,2413,,,
244052,2440,15,[物理]听风小帽Ⅳ,100级_帽子_套装5,2803,42,12,1413,2,2413,,,
245012,2450,11,[魔法]镜光羽冠Ⅳ,100级_帽子_套装1,2803,42,12,1414,2,2414,,,
245022,2450,12,[魔法]蔚蓝之羽冠Ⅳ,100级_帽子_套装2,2803,42,12,1414,2,2414,,,
245032,2450,13,[魔法]草莓冠冕Ⅳ,100级_帽子_套装3,2803,42,12,1414,2,2414,,,
245042,2450,14,[魔法]兔耳棉绒冠Ⅳ,100级_帽子_套装4,2803,42,12,1414,2,2414,,,
245052,2450,15,[魔法]听风小帽Ⅳ,100级_帽子_套装5,2803,42,12,1414,2,2414,,,
246012,2460,11,幻境的足迹Ⅳ,100级_鞋子_套装1,2806,42,12,1415,2,2415,,,
246022,2460,12,蔚蓝之疾靴Ⅳ,100级_鞋子_套装2,2806,42,12,1415,2,2415,,,
246032,2460,13,西瓜战靴Ⅳ,100级_鞋子_套装3,2806,42,12,1415,2,2415,,,
246042,2460,14,疯兔棉绒鞋Ⅳ,100级_鞋子_套装4,2806,42,12,1415,2,2415,,,
246052,2460,15,沙滩拖Ⅳ,100级_鞋子_套装5,2806,42,12,1415,2,2415,,,
247012,2470,11,[物理]镜光手镯Ⅳ,100级_镯_套装1,2801,42,12,1416,2,2416,,,
247022,2470,12,[物理]蔚蓝之圆镯Ⅳ,100级_镯_套装2,2801,42,12,1416,2,2416,,,
247032,2470,13,[物理]樱桃叶环Ⅳ,100级_镯_套装3,2801,42,12,1416,2,2416,,,
247042,2470,14,[物理]兽爪秘银环Ⅳ,100级_镯_套装4,2801,42,12,1416,2,2416,,,
247052,2470,15,[物理]珍珠手串Ⅳ,100级_镯_套装5,2801,42,12,1416,2,2416,,,
248012,2480,11,[魔法]镜光手镯Ⅳ,100级_镯_套装1,2801,42,12,1417,2,2417,,,
248022,2480,12,[魔法]蔚蓝之环扣Ⅳ,100级_镯_套装2,2801,42,12,1417,2,2417,,,
248032,2480,13,[魔法]樱桃叶链Ⅳ,100级_镯_套装3,2801,42,12,1417,2,2417,,,
248042,2480,14,[魔法]兽爪秘银链Ⅳ,100级_镯_套装4,2801,42,12,1417,2,2417,,,
248052,2480,15,[魔法]珍珠手链Ⅳ,100级_镯_套装5,2801,42,12,1417,2,2417,,,
249012,2490,11,幻境的轻语Ⅳ,100级_项圈_套装1,2804,42,12,1418,2,2418,,,
249022,2490,12,蔚蓝之密钥Ⅳ,100级_项圈_套装2,2804,42,12,1418,2,2418,,,
249032,2490,13,草莓心恋Ⅳ,100级_项圈_套装3,2804,42,12,1418,2,2418,,,
249042,2490,14,银铃之音Ⅳ,100级_项圈_套装4,2804,42,12,1418,2,2418,,,
249052,2490,15,海音链Ⅳ,100级_项圈_套装5,2804,42,12,1418,2,2418,,,
241013,2410,11,[物理]梦想之锋Ⅳ,100级_物攻武器_套装1,2802,43,15,1420,3,2420,,,
241023,2410,12,[物理]海皇的勋章Ⅳ,100级_物攻武器_套装2,2802,43,15,1420,3,2420,,,
241033,2410,13,[物理]冻柠守护盾Ⅳ,100级_物攻武器_套装3,2802,43,15,1420,3,2420,,,
241043,2410,14,[物理]天使波利权杖Ⅳ,100级_物攻武器_套装4,2802,43,15,1420,3,2420,,,
241053,2410,15,[物理]珍宝珊瑚刺枪Ⅳ,100级_物攻武器_套装5,2802,43,15,1420,3,2420,,,
242013,2420,11,[魔法]梦想之影Ⅳ,100级_魔攻武器_套装1,2802,43,15,1421,3,2421,,,
242023,2420,12,[魔法]海皇的赞歌Ⅳ,100级_魔攻武器_套装2,2802,43,15,1421,3,2421,,,
242033,2420,13,[魔法]沁柠守护盾Ⅳ,100级_魔攻武器_套装3,2802,43,15,1421,3,2421,,,
242043,2420,14,[魔法]天使波利魔杖Ⅳ,100级_魔攻武器_套装4,2802,43,15,1421,3,2421,,,
242053,2420,15,[魔法]珍宝珊瑚尖枪Ⅳ,100级_魔攻武器_套装5,2802,43,15,1421,3,2421,,,
243013,2430,11,凝光披风Ⅳ,100级_衣服_套装1,2805,43,15,1422,3,2422,,,
243023,2430,12,海皇的戎衣Ⅳ,100级_衣服_套装2,2805,43,15,1422,3,2422,,,
243033,2430,13,樱林凉梦裙Ⅳ,100级_衣服_套装3,2805,43,15,1422,3,2422,,,
243043,2430,14,摇铃雪绒衣Ⅳ,100级_衣服_套装4,2805,43,15,1422,3,2422,,,
243053,2430,15,远洋珍宝装Ⅳ,100级_衣服_套装5,2805,43,15,1422,3,2422,,,
244013,2440,11,[物理]凝光羽冠Ⅳ,100级_帽子_套装1,2803,43,15,1423,3,2423,,,
244023,2440,12,[物理]海皇的武冠Ⅳ,100级_帽子_套装2,2803,43,15,1423,3,2423,,,
244033,2440,13,[物理]草莓大福盔Ⅳ,100级_帽子_套装3,2803,43,15,1423,3,2423,,,
244043,2440,14,[物理]兔耳雪绒帽Ⅳ,100级_帽子_套装4,2803,43,15,1423,3,2423,,,
244053,2440,15,[物理]听风船Ⅳ,100级_帽子_套装5,2803,43,15,1423,3,2423,,,
245013,2450,11,[魔法]凝光羽冠Ⅳ,100级_帽子_套装1,2803,43,15,1424,3,2424,,,
245023,2450,12,[魔法]海皇的智冕Ⅳ,100级_帽子_套装2,2803,43,15,1424,3,2424,,,
245033,2450,13,[魔法]草莓布丁帽Ⅳ,100级_帽子_套装3,2803,43,15,1424,3,2424,,,
245043,2450,14,[魔法]兔耳雪绒冠Ⅳ,100级_帽子_套装4,2803,43,15,1424,3,2424,,,
245053,2450,15,[魔法]听风船Ⅳ,100级_帽子_套装5,2803,43,15,1424,3,2424,,,
246013,2460,11,梦想的旅途Ⅳ,100级_鞋子_套装1,2806,43,15,1425,3,2425,,,
246023,2460,12,海皇的宝靴Ⅳ,100级_鞋子_套装2,2806,43,15,1425,3,2425,,,
246033,2460,13,西瓜滑板鞋Ⅳ,100级_鞋子_套装3,2806,43,15,1425,3,2425,,,
246043,2460,14,疯兔雪绒鞋Ⅳ,100级_鞋子_套装4,2806,43,15,1425,3,2425,,,
246053,2460,15,沙滩凉拖Ⅳ,100级_鞋子_套装5,2806,43,15,1425,3,2425,,,
247013,2470,11,[物理]凝光手镯Ⅳ,100级_镯_套装1,2801,43,15,1426,3,2426,,,
247023,2470,12,[物理]海皇的护镯Ⅳ,100级_镯_套装2,2801,43,15,1426,3,2426,,,
247033,2470,13,[物理]樱桃宝石环Ⅳ,100级_镯_套装3,2801,43,15,1426,3,2426,,,
247043,2470,14,[物理]兽爪白金环Ⅳ,100级_镯_套装4,2801,43,15,1426,3,2426,,,
247053,2470,15,[物理]砗磲碎光Ⅳ,100级_镯_套装5,2801,43,15,1426,3,2426,,,
248013,2480,11,[魔法]凝光手镯Ⅳ,100级_镯_套装1,2801,43,15,1427,3,2427,,,
248023,2480,12,[魔法]海皇的魔链Ⅳ,100级_镯_套装2,2801,43,15,1427,3,2427,,,
248033,2480,13,[魔法]樱桃宝石链Ⅳ,100级_镯_套装3,2801,43,15,1427,3,2427,,,
248043,2480,14,[魔法]兽爪白金链Ⅳ,100级_镯_套装4,2801,43,15,1427,3,2427,,,
248053,2480,15,[魔法]砗磲柔光Ⅳ,100级_镯_套装5,2801,43,15,1427,3,2427,,,
249013,2490,11,梦想的轻语Ⅳ,100级_项圈_套装1,2804,43,15,1428,3,2428,,,
249023,2490,12,海皇的秘宝Ⅳ,100级_项圈_套装2,2804,43,15,1428,3,2428,,,
249033,2490,13,草莓嘉年华Ⅳ,100级_项圈_套装3,2804,43,15,1428,3,2428,,,
249043,2490,14,金铃之音Ⅳ,100级_项圈_套装4,2804,43,15,1428,3,2428,,,
249053,2490,15,海岸回音Ⅳ,100级_项圈_套装5,2804,43,15,1428,3,2428,,,
251011,2510,11,[物理]幻想之锋Ⅴ,110级_物攻武器_套装1,2802,51,9,1500,1,2500,,,
251021,2510,12,[物理]海之刺Ⅴ,110级_物攻武器_套装2,2802,51,9,1500,1,2500,,,
251031,2510,13,[物理]冻柠片盾Ⅴ,110级_物攻武器_套装3,2802,51,9,1500,1,2500,,,
251041,2510,14,[物理]波利权杖Ⅴ,110级_物攻武器_套装4,2802,51,9,1500,1,2500,,,
251051,2510,15,[物理]珊瑚刺枪Ⅴ,110级_物攻武器_套装5,2802,51,9,1500,1,2500,,,
252011,2520,11,[魔法]幻想之影Ⅴ,110级_魔攻武器_套装1,2802,51,9,1501,1,2501,,,
252021,2520,12,[魔法]海之钩Ⅴ,110级_魔攻武器_套装2,2802,51,9,1501,1,2501,,,
252031,2520,13,[魔法]沁柠片盾Ⅴ,110级_魔攻武器_套装3,2802,51,9,1501,1,2501,,,
252041,2520,14,[魔法]波利魔杖Ⅴ,110级_魔攻武器_套装4,2802,51,9,1501,1,2501,,,
252051,2520,15,[魔法]珊瑚尖枪Ⅴ,110级_魔攻武器_套装5,2802,51,9,1501,1,2501,,,
253011,2530,11,荧光披风Ⅴ,110级_衣服_套装1,2805,51,9,1502,1,2502,,,
253021,2530,12,海之绒Ⅴ,110级_衣服_套装2,2805,51,9,1502,1,2502,,,
