Id,LvUpAttrGroupID,Level,Attributions,Description
591,3,191,380=9|384=3|386=19|387=160,物理A
592,3,192,379=684|382=12,物理A
593,3,193,380=10|383=7|384=4|385=19|381=10,物理A
594,3,194,379=698|387=160|388=1,物理A
595,3,195,380=9|382=14|384=4|386=19,物理A
596,3,196,379=712|383=6,物理A
597,3,197,380=10|384=4|385=19|387=161|381=10,物理A
598,3,198,379=724|382=14,物理A
599,3,199,380=10|383=7|384=3|386=20,物理A
600,3,200,379=736|387=161,物理A
601,4,1,,物理S
602,4,2,379=10|387=40|388=1,物理S
603,4,3,380=4|382=16|384=2|386=6,物理S
604,4,4,379=8|383=7,物理S
605,4,5,380=5|384=2|385=9|387=80|381=5,物理S
606,4,6,379=8|382=14|388=1,物理S
607,4,7,380=6|383=8|384=2|386=11,物理S
608,4,8,379=10|387=90,物理S
609,4,9,380=5|382=16|384=2|385=11|381=5,物理S
610,4,10,379=12|383=7,物理S
611,4,11,380=6|384=2|386=11|387=98,物理S
612,4,12,379=12|382=14,物理S
613,4,13,380=6|383=8|384=3|385=12|381=6,物理S
614,4,14,379=14|387=103|388=1,物理S
615,4,15,380=7|382=16|384=2|386=13,物理S
616,4,16,379=16|383=7,物理S
617,4,17,380=6|384=2|385=13|387=107|381=6,物理S
618,4,18,379=18|382=14|388=1,物理S
619,4,19,380=7|383=8|384=3|386=13,物理S
620,4,20,379=20|387=112,物理S
621,4,21,380=7|382=16|384=3|385=14|381=7,物理S
622,4,22,379=22|383=7|388=1,物理S
623,4,23,380=7|384=2|386=14|387=115,物理S
624,4,24,379=24|382=14,物理S
625,4,25,380=7|383=8|384=3|385=14|381=7,物理S
626,4,26,379=28|387=118,物理S
627,4,27,380=7|382=16|384=3|386=14,物理S
628,4,28,379=30|383=7,物理S
629,4,29,380=7|384=3|385=14|387=120|381=7,物理S
630,4,30,379=32|382=14|388=1,物理S
631,4,31,380=8|383=8|384=2|386=15,物理S
632,4,32,379=38|387=123,物理S
633,4,33,380=7|382=16|384=3|385=15|381=7,物理S
634,4,34,379=40|383=7|388=1,物理S
635,4,35,380=8|384=3|386=15|387=126,物理S
636,4,36,379=42|382=14,物理S
637,4,37,380=7|383=8|384=3|385=15|381=7,物理S
638,4,38,379=48|387=128|388=1,物理S
639,4,39,380=8|382=16|384=3|386=15,物理S
640,4,40,379=52|383=7,物理S
641,4,41,380=8|384=3|385=16|387=129|381=8,物理S
642,4,42,379=54|382=14,物理S
643,4,43,380=8|383=8|384=3|386=16,物理S
644,4,44,379=60|387=132,物理S
645,4,45,380=8|382=16|384=3|385=16|381=8,物理S
646,4,46,379=64|383=7|388=1,物理S
647,4,47,380=8|384=3|386=16|387=134,物理S
648,4,48,379=68|382=14,物理S
649,4,49,380=8|383=8|384=4|385=16|381=8,物理S
650,4,50,379=72|387=135|388=1,物理S
651,4,51,380=8|382=16|384=3|386=16,物理S
652,4,52,379=78|383=7,物理S
653,4,53,380=8|384=3|385=16|387=137|381=8,物理S
654,4,54,379=84|382=14,物理S
655,4,55,380=9|383=8|384=3|386=17,物理S
656,4,56,379=88|387=138,物理S
657,4,57,380=8|382=16|384=3|385=17|381=8,物理S
658,4,58,379=94|383=7|388=1,物理S
659,4,59,380=9|384=4|386=17|387=140,物理S
660,4,60,379=98|382=14,物理S
661,4,61,380=8|383=8|384=3|385=17|381=8,物理S
662,4,62,379=104|387=141|388=1,物理S
663,4,63,380=9|382=16|384=3|386=17,物理S
664,4,64,379=110|383=7,物理S
665,4,65,380=8|384=3|385=17|387=143|381=8,物理S
666,4,66,379=116|382=14|388=1,物理S
667,4,67,380=9|383=8|384=4|386=17,物理S
668,4,68,379=122|387=144,物理S
669,4,69,380=9|382=16|384=3|385=18|381=9,物理S
670,4,70,379=130|383=7,物理S
671,4,71,380=8|384=3|386=17|387=145,物理S
672,4,72,379=134|382=14,物理S
673,4,73,380=9|383=8|384=4|385=17|381=9,物理S
674,4,74,379=142|387=147|388=1,物理S
675,4,75,380=9|382=16|384=3|386=18,物理S
676,4,76,379=148|383=7,物理S
677,4,77,380=9|384=4|385=18|387=147|381=9,物理S
678,4,78,379=154|382=14|388=1,物理S
679,4,79,380=9|383=8|384=3|386=18,物理S
680,4,80,379=162|387=149,物理S
681,4,81,380=9|382=16|384=4|385=18|381=9,物理S
682,4,82,379=168|383=7|388=1,物理S
683,4,83,380=9|384=3|386=18|387=150,物理S
684,4,84,379=176|382=14,物理S
685,4,85,380=9|383=8|384=4|385=18|381=9,物理S
686,4,86,379=184|387=151,物理S
687,4,87,380=9|382=16|384=3|386=18,物理S
688,4,88,379=190|383=7,物理S
689,4,89,380=9|384=4|385=18|387=153|381=9,物理S
690,4,90,379=198|382=14|388=1,物理S
691,4,91,380=9|383=8|384=3|386=18,物理S
692,4,92,379=206|387=153,物理S
693,4,93,380=10|382=16|384=4|385=19|381=10,物理S
694,4,94,379=214|383=7|388=1,物理S
695,4,95,380=9|384=3|386=19|387=154,物理S
696,4,96,379=222|382=14,物理S
697,4,97,380=9|383=8|384=4|385=18|381=9,物理S
698,4,98,379=230|387=155|388=1,物理S
699,4,99,380=10|382=16|384=3|386=19,物理S
700,4,100,379=240|383=7,物理S
701,4,101,380=9|384=4|385=19|387=156|381=9,物理S
702,4,102,379=246|382=14,物理S
703,4,103,380=10|383=8|384=4|386=19,物理S
704,4,104,379=256|387=157,物理S
705,4,105,380=9|382=16|384=3|385=19|381=9,物理S
706,4,106,379=264|383=7|388=1,物理S
707,4,107,380=9|384=4|386=18|387=158,物理S
708,4,108,379=274|382=14,物理S
709,4,109,380=10|383=8|384=4|385=19|381=10,物理S
710,4,110,379=282|387=159|388=1,物理S
711,4,111,380=10|382=16|384=3|386=20,物理S
712,4,112,379=290|383=7,物理S
713,4,113,380=9|384=4|385=19|387=160|381=9,物理S
714,4,114,379=302|382=14|388=1,物理S
715,4,115,380=10|383=8|384=4|386=19,物理S
716,4,116,379=308|387=160,物理S
717,4,117,380=10|382=16|384=3|385=20|381=10,物理S
718,4,118,379=320|383=7,物理S
719,4,119,380=9|384=4|386=19|387=162,物理S
720,4,120,379=330|382=14,物理S
721,4,121,380=10|383=8|384=4|385=19|381=10,物理S
722,4,122,379=338|387=162|388=1,物理S
723,4,123,380=10|382=16|384=4|386=20,物理S
724,4,124,379=350|383=7,物理S
725,4,125,380=10|384=3|385=20|387=163|381=10,物理S
726,4,126,379=358|382=14|388=1,物理S
727,4,127,380=10|383=8|384=4|386=20,物理S
728,4,128,379=368|387=164,物理S
729,4,129,380=9|382=16|384=4|385=19|381=9,物理S
730,4,130,379=380|383=7,物理S
731,4,131,380=10|384=4|386=19|387=164,物理S
732,4,132,379=390|382=14,物理S
733,4,133,380=10|383=8|384=4|385=20|381=10,物理S
734,4,134,379=400|387=165|388=1,物理S
735,4,135,380=10|382=16|384=4|386=20,物理S
736,4,136,379=410|383=7,物理S
737,4,137,380=10|384=3|385=20|387=166|381=10,物理S
738,4,138,379=422|382=14|388=1,物理S
739,4,139,380=10|383=8|384=4|386=20,物理S
740,4,140,379=434|387=167,物理S
741,4,141,380=10|382=16|384=4|385=20|381=10,物理S
742,4,142,379=444|383=7|388=1,物理S
743,4,143,380=10|384=4|386=20|387=168,物理S
744,4,144,379=454|382=14,物理S
745,4,145,380=11|383=8|384=4|385=21|381=11,物理S
746,4,146,379=466|387=168,物理S
747,4,147,380=10|382=16|384=4|386=21,物理S
748,4,148,379=478|383=7,物理S
749,4,149,380=10|384=4|385=20|387=169|381=10,物理S
750,4,150,379=490|382=14|388=1,物理S
751,4,151,380=10|383=8|384=4|386=20,物理S
752,4,152,379=500|387=169,物理S
753,4,153,380=10|382=16|384=4|385=20|381=10,物理S
754,4,154,379=512|383=7|388=1,物理S
755,4,155,380=11|384=4|386=21|387=171,物理S
756,4,156,379=526|382=14,物理S
757,4,157,380=10|383=8|384=3|385=21|381=10,物理S
758,4,158,379=536|387=171|388=1,物理S
759,4,159,380=10|382=16|384=4|386=20,物理S
760,4,160,379=548|383=7,物理S
761,4,161,380=10|384=4|385=20|387=171|381=10,物理S
762,4,162,379=562|382=14,物理S
763,4,163,380=11|383=8|384=4|386=21,物理S
764,4,164,379=574|387=172,物理S
765,4,165,380=10|382=16|384=4|385=21|381=10,物理S
766,4,166,379=586|383=7|388=1,物理S
767,4,167,380=11|384=4|386=21|387=173,物理S
768,4,168,379=598|382=14,物理S
769,4,169,380=10|383=8|384=4|385=21|381=10,物理S
770,4,170,379=612|387=174|388=1,物理S
771,4,171,380=10|382=16|384=4|386=20,物理S
772,4,172,379=626|383=7,物理S
773,4,173,380=11|384=4|385=21|387=174|381=11,物理S
774,4,174,379=636|382=14|388=1,物理S
775,4,175,380=10|383=8|384=4|386=21,物理S
776,4,176,379=652|387=174,物理S
777,4,177,380=11|382=16|384=5|385=21|381=11,物理S
778,4,178,379=664|383=7,物理S
779,4,179,380=11|384=4|386=22|387=176,物理S
780,4,180,379=678|382=14,物理S
781,4,181,380=10|383=8|384=4|385=21|381=10,物理S
782,4,182,379=690|387=175|388=1,物理S
783,4,183,380=11|382=16|384=4|386=21,物理S
784,4,184,379=706|383=7,物理S
785,4,185,380=10|384=4|385=21|387=177|381=10,物理S
786,4,186,379=718|382=14|388=1,物理S
787,4,187,380=11|383=8|384=4|386=21,物理S
788,4,188,379=732|387=177,物理S
789,4,189,380=11|382=16|384=4|385=22|381=11,物理S
790,4,190,379=746|383=7|388=1,物理S
791,4,191,380=10|384=4|386=21|387=177,物理S
792,4,192,379=760|382=14,物理S
793,4,193,380=11|383=8|384=4|385=21|381=11,物理S
794,4,194,379=776|387=179,物理S
795,4,195,380=11|382=16|384=4|386=22,物理S
796,4,196,379=788|383=7,物理S
797,4,197,380=11|384=5|385=22|387=178|381=11,物理S
798,4,198,379=804|382=14|388=1,物理S
799,4,199,380=10|383=8|384=4|386=21,物理S
800,4,200,379=818|387=179,物理S
801,5,1,,魔法C
802,5,2,379=10|381=3|387=29|388=1,魔法C
803,5,3,382=12|384=1|386=5,魔法C
804,5,4,379=8|381=4|383=6|380=4,魔法C
805,5,5,384=2|385=6|387=58,魔法C
806,5,6,379=8|381=3|382=10,魔法C
807,5,7,383=5|384=1|386=7,魔法C
808,5,8,379=10|381=4|387=66|380=4,魔法C
809,5,9,382=12|384=2|385=8,魔法C
810,5,10,379=10|381=5|383=6|388=1,魔法C
811,5,11,384=1|386=9|387=71,魔法C
812,5,12,379=12|381=4|382=10|380=4,魔法C
813,5,13,383=5|384=2|385=9,魔法C
814,5,14,379=12|381=4|387=75,魔法C
815,5,15,382=12|384=2|386=9,魔法C
816,5,16,379=14|381=5|383=6|380=5,魔法C
817,5,17,384=2|385=10|387=79,魔法C
818,5,18,379=14|381=5|382=10|388=1,魔法C
819,5,19,383=5|384=1|386=9,魔法C
820,5,20,379=16|381=5|387=81|380=5,魔法C
821,5,21,382=12|384=2|385=9,魔法C
822,5,22,379=20|381=5|383=6,魔法C
823,5,23,384=2|386=10|387=84,魔法C
824,5,24,379=20|381=5|382=10|380=5,魔法C
825,5,25,383=5|384=2|385=11,魔法C
826,5,26,379=22|381=5|387=86|388=1,魔法C
827,5,27,382=12|384=2|386=11,魔法C
828,5,28,379=24|381=6|383=6|380=6,魔法C
829,5,29,384=2|385=10|387=88,魔法C
830,5,30,379=26|381=5|382=10|388=1,魔法C
831,5,31,383=5|384=2|386=11,魔法C
832,5,32,379=28|381=5|387=90|380=5,魔法C
833,5,33,382=12|384=3|385=11,魔法C
834,5,34,379=32|381=6|383=5,魔法C
835,5,35,384=2|386=11|387=91,魔法C
836,5,36,379=34|381=5|382=10|380=5,魔法C
837,5,37,383=6|384=2|385=11,魔法C
838,5,38,379=36|381=6|387=93|388=1,魔法C
839,5,39,382=12|384=2|386=11,魔法C
840,5,40,379=40|381=6|383=5|380=6,魔法C
841,5,41,384=2|385=11|387=95,魔法C
842,5,42,379=42|381=5|382=10,魔法C
843,5,43,383=6|384=2|386=11,魔法C
844,5,44,379=46|381=6|387=96|380=6,魔法C
845,5,45,382=12|384=3|385=12,魔法C
846,5,46,379=48|381=6|383=5|388=1,魔法C
847,5,47,384=2|386=12|387=97,魔法C
848,5,48,379=52|381=6|382=10|380=6,魔法C
849,5,49,383=6|384=2|385=12,魔法C
850,5,50,379=56|381=6|387=99,魔法C
851,5,51,382=10|384=2|386=12,魔法C
852,5,52,379=58|381=6|383=5|380=6,魔法C
853,5,53,384=3|385=12|387=100,魔法C
854,5,54,379=64|381=6|382=12|388=1,魔法C
855,5,55,383=6|384=2|386=12,魔法C
856,5,56,379=66|381=6|387=100|380=6,魔法C
857,5,57,382=10|384=2|385=12,魔法C
858,5,58,379=70|381=6|383=5,魔法C
859,5,59,384=3|386=12|387=102,魔法C
860,5,60,379=74|381=6|382=12|380=6,魔法C
861,5,61,383=6|384=2|385=12,魔法C
862,5,62,379=78|381=6|387=103|388=1,魔法C
863,5,63,382=10|384=3|386=13,魔法C
864,5,64,379=82|381=7|383=5|380=7,魔法C
865,5,65,384=2|385=13|387=104,魔法C
866,5,66,379=88|381=6|382=12,魔法C
867,5,67,383=6|384=2|386=12,魔法C
868,5,68,379=90|381=6|387=105|380=6,魔法C
869,5,69,382=10|384=3|385=13,魔法C
870,5,70,379=96|381=7|383=5|388=1,魔法C
871,5,71,384=2|386=13|387=106,魔法C
872,5,72,379=102|381=6|382=12|380=6,魔法C
873,5,73,383=6|384=3|385=12,魔法C
874,5,74,379=104|381=7|387=107,魔法C
875,5,75,382=10|384=2|386=13,魔法C
876,5,76,379=110|381=6|383=5|380=6,魔法C
877,5,77,384=3|385=13|387=108,魔法C
878,5,78,379=116|381=7|382=12|388=1,魔法C
879,5,79,383=5|384=2|386=13,魔法C
880,5,80,379=120|381=6|387=108|380=6,魔法C
881,5,81,382=10|384=3|385=13,魔法C
882,5,82,379=124|381=7|383=6|388=1,魔法C
883,5,83,384=2|386=13|387=110,魔法C
884,5,84,379=130|381=6|382=12|380=6,魔法C
885,5,85,383=5|384=3|385=14,魔法C
886,5,86,379=136|381=7|387=110,魔法C
887,5,87,382=10|384=2|386=13,魔法C
888,5,88,379=142|381=7|383=6|380=7,魔法C
889,5,89,384=3|385=13|387=111,魔法C
890,5,90,379=146|381=6|382=12|388=1,魔法C
891,5,91,383=5|384=3|386=14,魔法C
892,5,92,379=152|381=7|387=111|380=7,魔法C
893,5,93,382=10|384=2|385=13,魔法C
894,5,94,379=158|381=7|383=6,魔法C
895,5,95,384=3|386=13|387=113,魔法C
896,5,96,379=164|381=7|382=10|380=7,魔法C
897,5,97,383=5|384=2|385=14,魔法C
898,5,98,379=170|381=6|387=113|388=1,魔法C
899,5,99,382=12|384=3|386=14,魔法C
900,5,100,379=176|381=7|383=6|380=7,魔法C
901,5,101,384=3|385=14|387=114,魔法C
902,5,102,379=184|381=7|382=10,魔法C
903,5,103,383=5|384=2|386=13,魔法C
904,5,104,379=188|381=7|387=114|380=7,魔法C
905,5,105,382=12|384=3|385=13,魔法C
906,5,106,379=194|381=7|383=6|388=1,魔法C
907,5,107,384=3|386=14|387=115,魔法C
908,5,108,379=202|381=7|382=10|380=7,魔法C
909,5,109,383=5|384=2|385=14,魔法C
910,5,110,379=208|381=7|387=116,魔法C
911,5,111,382=12|384=3|386=14,魔法C
912,5,112,379=214|381=7|383=6|380=7,魔法C
913,5,113,384=3|385=14|387=117,魔法C
914,5,114,379=222|381=7|382=10|388=1,魔法C
915,5,115,383=5|384=2|386=14,魔法C
916,5,116,379=228|381=7|387=117|380=7,魔法C
917,5,117,382=12|384=3|385=14,魔法C
918,5,118,379=234|381=7|383=6,魔法C
919,5,119,384=3|386=14|387=117,魔法C
920,5,120,379=242|381=7|382=10|380=7,魔法C
921,5,121,383=5|384=3|385=15,魔法C
922,5,122,379=250|381=7|387=119|388=1,魔法C
923,5,123,382=12|384=2|386=15,魔法C
924,5,124,379=256|381=7|383=5|380=7,魔法C
925,5,125,384=3|385=14|387=118,魔法C
926,5,126,379=264|381=7|382=10,魔法C
927,5,127,383=6|384=3|386=14,魔法C
928,5,128,379=272|381=8|387=120|380=8,魔法C
929,5,129,382=12|384=3|385=14,魔法C
930,5,130,379=278|381=7|383=5|388=1,魔法C
931,5,131,384=2|386=14|387=120,魔法C
932,5,132,379=286|381=7|382=10|380=7,魔法C
933,5,133,383=6|384=3|385=15,魔法C
934,5,134,379=294|381=7|387=120|388=1,魔法C
935,5,135,382=12|384=3|386=15,魔法C
936,5,136,379=302|381=8|383=5|380=8,魔法C
937,5,137,384=3|385=14|387=121,魔法C
938,5,138,379=310|381=7|382=10,魔法C
939,5,139,383=6|384=3|386=15,魔法C
940,5,140,379=316|381=7|387=122|380=7,魔法C
941,5,141,382=10|384=2|385=15,魔法C
942,5,142,379=326|381=8|383=5|388=1,魔法C
943,5,143,384=3|386=14|387=122,魔法C
944,5,144,379=334|381=7|382=12|380=7,魔法C
945,5,145,383=6|384=3|385=15,魔法C
946,5,146,379=342|381=7|387=123,魔法C
947,5,147,382=10|384=3|386=15,魔法C
948,5,148,379=350|381=8|383=5|380=8,魔法C
949,5,149,384=3|385=14|387=123,魔法C
950,5,150,379=360|381=7|382=12|388=1,魔法C
951,5,151,383=6|384=3|386=15,魔法C
952,5,152,379=366|381=8|387=123|380=8,魔法C
953,5,153,382=10|384=3|385=15,魔法C
954,5,154,379=376|381=7|383=5,魔法C
955,5,155,384=2|386=15|387=124,魔法C
956,5,156,379=386|381=8|382=12|380=8,魔法C
957,5,157,383=6|384=3|385=15,魔法C
958,5,158,379=392|381=7|387=125|388=1,魔法C
959,5,159,382=10|384=3|386=15,魔法C
960,5,160,379=404|381=8|383=5|380=8,魔法C
961,5,161,384=3|385=15|387=125,魔法C
962,5,162,379=410|381=7|382=12,魔法C
963,5,163,383=6|384=3|386=15,魔法C
964,5,164,379=420|381=8|387=126|380=8,魔法C
965,5,165,382=10|384=3|385=15,魔法C
966,5,166,379=430|381=7|383=5|388=1,魔法C
967,5,167,384=3|386=15|387=126,魔法C
968,5,168,379=440|381=8|382=12|380=8,魔法C
969,5,169,383=6|384=3|385=16,魔法C
970,5,170,379=448|381=7|387=126,魔法C
971,5,171,382=10|384=3|386=15,魔法C
972,5,172,379=456|381=8|383=5|380=8,魔法C
973,5,173,384=3|385=15|387=127,魔法C
974,5,174,379=468|381=8|382=12|388=1,魔法C
975,5,175,383=5|384=3|386=16,魔法C
976,5,176,379=476|381=7|387=127|380=7,魔法C
977,5,177,382=10|384=2|385=15,魔法C
978,5,178,379=486|381=8|383=6,魔法C
979,5,179,384=3|386=15|387=128,魔法C
980,5,180,379=496|381=8|382=12|380=8,魔法C
981,5,181,383=5|384=3|385=16,魔法C
982,5,182,379=506|381=8|387=128|388=1,魔法C
983,5,183,382=10|384=3|386=15,魔法C
984,5,184,379=516|381=7|383=6|380=7,魔法C
985,5,185,384=3|385=15|387=129,魔法C
986,5,186,379=526|381=8|382=10,魔法C
987,5,187,383=5|384=3|386=16,魔法C
988,5,188,379=536|381=8|387=129|380=8,魔法C
989,5,189,382=12|384=3|385=16,魔法C
990,5,190,379=546|381=8|383=6|388=1,魔法C
991,5,191,384=3|386=16|387=129,魔法C
992,5,192,379=558|381=7|382=10|380=7,魔法C
993,5,193,383=5|384=3|385=15,魔法C
994,5,194,379=566|381=8|387=130|388=1,魔法C
995,5,195,382=12|384=3|386=15,魔法C
996,5,196,379=578|381=8|383=6|380=8,魔法C
997,5,197,384=3|385=16|387=130,魔法C
998,5,198,379=588|381=8|382=10,魔法C
999,5,199,383=5|384=3|386=16,魔法C
1000,5,200,379=598|381=8|387=131|380=8,魔法C
1001,6,1,,魔法B
1002,6,2,379=10|381=3|387=33|388=1,魔法B
1003,6,3,382=14|384=1|386=5,魔法B
1004,6,4,379=8|381=4|383=6|380=4,魔法B
1005,6,5,384=2|385=7|387=64,魔法B
1006,6,6,379=8|381=4|382=12,魔法B
1007,6,7,383=6|384=2|386=9,魔法B
1008,6,8,379=10|381=5|387=73|380=5,魔法B
1009,6,9,382=12|384=1|385=9,魔法B
1010,6,10,379=10|381=5|383=6|388=1,魔法B
1011,6,11,384=2|386=9|387=79,魔法B
1012,6,12,379=12|381=4|382=12|380=4,魔法B
1013,6,13,383=6|384=2|385=10,魔法B
1014,6,14,379=12|381=5|387=84|388=1,魔法B
1015,6,15,382=12|384=2|386=10,魔法B
1016,6,16,379=16|381=6|383=6|380=6,魔法B
1017,6,17,384=2|385=10|387=87,魔法B
1018,6,18,379=14|381=5|382=12,魔法B
1019,6,19,383=6|384=2|386=11,魔法B
1020,6,20,379=18|381=6|387=90|380=6,魔法B
1021,6,21,382=12|384=2|385=11,魔法B
1022,6,22,379=20|381=5|383=6|388=1,魔法B
1023,6,23,384=2|386=11|387=93,魔法B
1024,6,24,379=22|381=6|382=12|380=6,魔法B
1025,6,25,383=6|384=3|385=12,魔法B
1026,6,26,379=24|381=6|387=96,魔法B
1027,6,27,382=12|384=2|386=11,魔法B
1028,6,28,379=26|381=5|383=6|380=5,魔法B
1029,6,29,384=2|385=11|387=97,魔法B
1030,6,30,379=28|381=6|382=12|388=1,魔法B
1031,6,31,383=6|384=2|386=12,魔法B
1032,6,32,379=30|381=6|387=100|380=6,魔法B
1033,6,33,382=12|384=3|385=12,魔法B
1034,6,34,379=34|381=6|383=6|388=1,魔法B
1035,6,35,384=2|386=13|387=102,魔法B
1036,6,36,379=38|381=7|382=12|380=7,魔法B
1037,6,37,383=6|384=3|385=13,魔法B
1038,6,38,379=40|381=6|387=103,魔法B
1039,6,39,382=12|384=2|386=12,魔法B
1040,6,40,379=42|381=6|383=6|380=6,魔法B
1041,6,41,384=2|385=12|387=106,魔法B
1042,6,42,379=46|381=7|382=14|388=1,魔法B
1043,6,43,383=7|384=3|386=13,魔法B
1044,6,44,379=50|381=6|387=106|380=6,魔法B
1045,6,45,382=12|384=2|385=13,魔法B
1046,6,46,379=54|381=7|383=6,魔法B
1047,6,47,384=3|386=13|387=108,魔法B
1048,6,48,379=56|381=6|382=12|380=6,魔法B
1049,6,49,383=6|384=2|385=13,魔法B
1050,6,50,379=60|381=7|387=110|388=1,魔法B
1051,6,51,382=12|384=3|386=13,魔法B
1052,6,52,379=66|381=6|383=6|380=6,魔法B
1053,6,53,384=2|385=14|387=111,魔法B
1054,6,54,379=68|381=7|382=12|388=1,魔法B
1055,6,55,383=6|384=3|386=13,魔法B
1056,6,56,379=72|381=7|387=112|380=7,魔法B
1057,6,57,382=12|384=3|385=13,魔法B
1058,6,58,379=78|381=7|383=6,魔法B
1059,6,59,384=2|386=14|387=113,魔法B
1060,6,60,379=82|381=6|382=12|380=6,魔法B
1061,6,61,383=6|384=3|385=14,魔法B
1062,6,62,379=86|381=7|387=115|388=1,魔法B
1063,6,63,382=12|384=3|386=14,魔法B
1064,6,64,379=90|381=7|383=6|380=7,魔法B
1065,6,65,384=2|385=14|387=115,魔法B
1066,6,66,379=96|381=7|382=12,魔法B
1067,6,67,383=6|384=3|386=14,魔法B
1068,6,68,379=100|381=7|387=117|380=7,魔法B
1069,6,69,382=12|384=3|385=14,魔法B
1070,6,70,379=106|381=7|383=6|388=1,魔法B
1071,6,71,384=2|386=14|387=117,魔法B
1072,6,72,379=110|381=7|382=12|380=7,魔法B
1073,6,73,383=6|384=3|385=14,魔法B
1074,6,74,379=116|381=8|387=119|388=1,魔法B
1075,6,75,382=12|384=3|386=14,魔法B
1076,6,76,379=122|381=7|383=6|380=7,魔法B
1077,6,77,384=3|385=14|387=120,魔法B
1078,6,78,379=126|381=7|382=12,魔法B
1079,6,79,383=6|384=3|386=15,魔法B
1080,6,80,379=132|381=7|387=120|380=7,魔法B
1081,6,81,382=14|384=2|385=15,魔法B
1082,6,82,379=138|381=8|383=7|388=1,魔法B
1083,6,83,384=3|386=14|387=122,魔法B
1084,6,84,379=144|381=7|382=12|380=7,魔法B
1085,6,85,383=6|384=3|385=15,魔法B
1086,6,86,379=150|381=7|387=122,魔法B
1087,6,87,382=12|384=3|386=15,魔法B
1088,6,88,379=156|381=8|383=6|380=8,魔法B
1089,6,89,384=3|385=14|387=124,魔法B
1090,6,90,379=164|381=7|382=12|388=1,魔法B
1091,6,91,383=6|384=3|386=15,魔法B
1092,6,92,379=168|381=8|387=124|380=8,魔法B
1093,6,93,382=12|384=2|385=15,魔法B
1094,6,94,379=174|381=7|383=6|388=1,魔法B
1095,6,95,384=3|386=15|387=124,魔法B
1096,6,96,379=182|381=8|382=12|380=8,魔法B
1097,6,97,383=6|384=3|385=16,魔法B
1098,6,98,379=188|381=7|387=126,魔法B
1099,6,99,382=12|384=3|386=15,魔法B
1100,6,100,379=194|381=8|383=6|380=8,魔法B
1101,6,101,384=3|385=15|387=127,魔法B
1102,6,102,379=202|381=8|382=12|388=1,魔法B
1103,6,103,383=6|384=3|386=15,魔法B
1104,6,104,379=208|381=7|387=127|380=7,魔法B
1105,6,105,382=12|384=3|385=15,魔法B
1106,6,106,379=216|381=8|383=6,魔法B
1107,6,107,384=3|386=16|387=128,魔法B
1108,6,108,379=224|381=8|382=12|380=8,魔法B
1109,6,109,383=6|384=3|385=15,魔法B
1110,6,110,379=230|381=7|387=128|388=1,魔法B
1111,6,111,382=12|384=3|386=15,魔法B
1112,6,112,379=236|381=8|383=6|380=8,魔法B
1113,6,113,384=3|385=16|387=130,魔法B
1114,6,114,379=246|381=8|382=12|388=1,魔法B
1115,6,115,383=6|384=3|386=16,魔法B
1116,6,116,379=252|381=8|387=130|380=8,魔法B
1117,6,117,382=12|384=3|385=16,魔法B
1118,6,118,379=260|381=8|383=6,魔法B
1119,6,119,384=3|386=16|387=130,魔法B
1120,6,120,379=268|381=8|382=12|380=8,魔法B
1121,6,121,383=7|384=3|385=15,魔法B
1122,6,122,379=276|381=7|387=132|388=1,魔法B
1123,6,123,382=14|384=3|386=15,魔法B
1124,6,124,379=284|381=8|383=6|380=8,魔法B
1125,6,125,384=3|385=16|387=132,魔法B
1126,6,126,379=292|381=8|382=12,魔法B
1127,6,127,383=6|384=3|386=16,魔法B
1128,6,128,379=300|381=8|387=133|380=8,魔法B
1129,6,129,382=12|384=3|385=16,魔法B
1130,6,130,379=310|381=8|383=6|388=1,魔法B
1131,6,131,384=3|386=16|387=133,魔法B
1132,6,132,379=316|381=8|382=12|380=8,魔法B
1133,6,133,383=6|384=3|385=16,魔法B
1134,6,134,379=326|381=8|387=134|388=1,魔法B
1135,6,135,382=12|384=3|386=16,魔法B
1136,6,136,379=334|381=9|383=6|380=9,魔法B
1137,6,137,384=4|385=17|387=134,魔法B
1138,6,138,379=344|381=8|382=12,魔法B
1139,6,139,383=6|384=3|386=17,魔法B
1140,6,140,379=352|381=8|387=135|380=8,魔法B
1141,6,141,382=12|384=3|385=16,魔法B
1142,6,142,379=360|381=8|383=6|388=1,魔法B
1143,6,143,384=3|386=16|387=136,魔法B
1144,6,144,379=370|381=8|382=12|380=8,魔法B
1145,6,145,383=6|384=3|385=16,魔法B
1146,6,146,379=380|381=8|387=136,魔法B
1147,6,147,382=12|384=3|386=16,魔法B
1148,6,148,379=388|381=9|383=6|380=9,魔法B
1149,6,149,384=3|385=17|387=137,魔法B
1150,6,150,379=398|381=8|382=12|388=1,魔法B
1151,6,151,383=6|384=4|386=17,魔法B
1152,6,152,379=408|381=8|387=137|380=8,魔法B
1153,6,153,382=12|384=3|385=16,魔法B
1154,6,154,379=416|381=8|383=6,魔法B
1155,6,155,384=3|386=17|387=138,魔法B
1156,6,156,379=426|381=9|382=12|380=9,魔法B
1157,6,157,383=6|384=3|385=17,魔法B
1158,6,158,379=438|381=8|387=139|388=1,魔法B
1159,6,159,382=12|384=3|386=16,魔法B
1160,6,160,379=446|381=8|383=6|380=8,魔法B
1161,6,161,384=4|385=17|387=139,魔法B
