Id,GroupId,Notes,type,Name,Description,AttrId,AttrValue,AttrEnhanceValue,buffid,ValueWeight,AppearValue,GroupType,AttrRarity,
主键,宠物属性库ID,备注说明,类型。0为属性id，1为buffid,名称,描述,属性ID（类型为1时该字段不生效）,属性数值区间划分（类型为1时该字段不生效）,强化时属性提升值,Buffid，类型为1时该字段不生效,区间权重,出现权重,属性库类别,属性品质（1=橙色字体、2=紫色字体，0=默认字体；没配的用默认字体（即深蓝色））,备注
418,1225,70级_足/尾_防御向_生命值,0,生命值,,392,674=1010|1010=1122|1122=1178,38,,5|3|1,50,1,,装备主属性
419,1225,70级_足/尾_防御向_物理防御,0,物理防御,,396,61=91|91=101|101=106,4,,5|3|1,50,1,,装备主属性
420,1225,70级_足/尾_防御向_魔法防御,0,魔法防御,,397,61=91|91=101|101=106,4,,5|3|1,50,1,,装备主属性
421,1225,70级_足/尾_防御向_暴击防护,0,暴击防护,,57,7=10|10=11|11=12,1,,5|3|1,50,1,2,装备主属性
422,1226,70级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
423,1226,70级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
424,1226,70级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
425,1226,70级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
426,1226,70级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
427,1227,70级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
428,1227,70级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
429,1227,70级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
430,1227,70级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
431,1227,70级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,720=1080|1080=1200|1200=1260,40,,5|3|1,50,1,2,装备主属性
432,1228,70级_饰品_防御向_受小体型魔物减伤,0,受小体型魔物减伤,,229,640=960|960=1070|1070=1120,36,,5|3|1,50,1,2,装备主属性
433,1228,70级_饰品_防御向_受中体型魔物减伤,0,受中体型魔物减伤,,230,640=960|960=1070|1070=1120,36,,5|3|1,50,1,2,装备主属性
434,1228,70级_饰品_防御向_受大体型魔物减伤,0,受大体型魔物减伤,,231,640=960|960=1070|1070=1120,36,,5|3|1,50,1,2,装备主属性
435,1320,85级_武器_物理攻击_物理攻击,0,物理攻击,,393,130=194|194=216|216=227,8,,5|3|1,100,1,,装备主属性
436,1321,85级_武器_魔法攻击_魔法攻击,0,魔法攻击,,394,130=194|194=216|216=227,8,,5|3|1,100,1,,装备主属性
437,1322,85级_身_生命_生命值,0,生命值,,392,1296=1944|1944=2160|2160=2268,72,,5|3|1,100,1,,装备主属性
438,1323,85级_头_攻击向_物理攻击,0,物理攻击,,402,1020=1530|1530=1700|1700=1790,57,,5|3|1,15,1,2,装备主属性
439,1323,85级_头_攻击向_物理攻击,0,物理攻击,,393,130=194|194=216|216=227,8,,5|3|1,50,1,,装备主属性
440,1323,85级_头_攻击向_攻击速度%,0,攻击速度,,71,1080=1620|1620=1800|1800=1890,60,,5|3|1,15,1,2,装备主属性
441,1323,85级_头_攻击向_暴伤%,0,暴击伤害,,59,1080=1620|1620=1800|1800=1890,60,,5|3|1,25,1,2,装备主属性
442,1323,85级_头_攻击向_暴击,0,暴击,,55,11=16|16=18|18=19,1,,5|3|1,25,1,2,装备主属性
443,1324,85级_头_攻击向_魔法攻击,0,魔法攻击,,403,1020=1530|1530=1700|1700=1790,57,,5|3|1,15,1,2,装备主属性
444,1324,85级_头_攻击向_魔法攻击,0,魔法攻击,,394,130=194|194=216|216=227,8,,5|3|1,50,1,,装备主属性
445,1324,85级_头_攻击向_CD冷却加速%,0,技能冷却加速,,433,1080=1620|1620=1800|1800=1890,60,,5|3|1,15,1,2,装备主属性
446,1324,85级_头_攻击向_暴伤%,0,暴击伤害,,59,1080=1620|1620=1800|1800=1890,60,,5|3|1,25,1,2,装备主属性
447,1324,85级_头_攻击向_暴击,0,暴击,,55,11=16|16=18|18=19,1,,5|3|1,25,1,2,装备主属性
448,1325,85级_足/尾_防御向_生命值,0,生命值,,401,1020=1530|1530=1700|1700=1790,57,,5|3|1,15,1,2,装备主属性
449,1325,85级_足/尾_防御向_生命值,0,生命值,,392,1296=1944|1944=2160|2160=2268,72,,5|3|1,50,1,,装备主属性
450,1325,85级_足/尾_防御向_物理防御,0,物理防御,,396,104=156|156=173|173=182,6,,5|3|1,50,1,,装备主属性
451,1325,85级_足/尾_防御向_魔法防御,0,魔法防御,,397,104=156|156=173|173=182,6,,5|3|1,50,1,,装备主属性
452,1325,85级_足/尾_防御向_暴击防护,0,暴击防护,,57,11=16|16=18|18=19,1,,5|3|1,50,1,2,装备主属性
453,1326,85级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
454,1326,85级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
455,1326,85级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
456,1326,85级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
457,1326,85级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
458,1327,85级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
459,1327,85级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
460,1327,85级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
461,1327,85级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
462,1327,85级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,1080=1620|1620=1800|1800=1890,60,,5|3|1,50,1,2,装备主属性
463,1328,85级_饰品_防御向_受小体型魔物减伤,0,受小体型魔物减伤,,229,920=1370|1370=1530|1530=1600,51,,5|3|1,50,1,2,装备主属性
464,1328,85级_饰品_防御向_受中体型魔物减伤,0,受中体型魔物减伤,,230,920=1370|1370=1530|1530=1600,51,,5|3|1,50,1,2,装备主属性
465,1328,85级_饰品_防御向_受大体型魔物减伤,0,受大体型魔物减伤,,231,920=1370|1370=1530|1530=1600,51,,5|3|1,50,1,2,装备主属性
466,1420,100级_武器_物理攻击_物理攻击,0,物理攻击,,393,173=259|259=288|288=302,10,,5|3|1,100,1,,装备主属性
467,1421,100级_武器_魔法攻击_魔法攻击,0,魔法攻击,,394,173=259|259=288|288=302,10,,5|3|1,100,1,,装备主属性
468,1422,100级_身_生命_生命值,0,生命值,,392,2160=3240|3240=3600|3600=3780,120,,5|3|1,100,1,,装备主属性
469,1423,100级_头_攻击向_物理攻击,0,物理攻击,,402,1260=1890|1890=2100|2100=2210,70,,5|3|1,15,1,2,装备主属性
470,1423,100级_头_攻击向_物理攻击,0,物理攻击,,393,173=259|259=288|288=302,10,,5|3|1,50,1,,装备主属性
471,1423,100级_头_攻击向_攻击速度%,0,攻击速度,,71,1440=2160|2160=2400|2400=2520,80,,5|3|1,15,1,2,装备主属性
472,1423,100级_头_攻击向_暴伤%,0,暴击伤害,,59,1440=2160|2160=2400|2400=2520,80,,5|3|1,25,1,2,装备主属性
473,1423,100级_头_攻击向_暴击,0,暴击,,55,15=23|23=25|25=26,1,,5|3|1,25,1,2,装备主属性
474,1424,100级_头_攻击向_魔法攻击,0,魔法攻击,,403,1260=1890|1890=2100|2100=2210,70,,5|3|1,15,1,2,装备主属性
475,1424,100级_头_攻击向_魔法攻击,0,魔法攻击,,394,173=259|259=288|288=302,10,,5|3|1,50,1,,装备主属性
476,1424,100级_头_攻击向_CD冷却加速%,0,技能冷却加速,,433,1440=2160|2160=2400|2400=2520,80,,5|3|1,15,1,2,装备主属性
477,1424,100级_头_攻击向_暴伤%,0,暴击伤害,,59,1440=2160|2160=2400|2400=2520,80,,5|3|1,25,1,2,装备主属性
478,1424,100级_头_攻击向_暴击,0,暴击,,55,15=23|23=25|25=26,1,,5|3|1,25,1,2,装备主属性
479,1425,100级_足/尾_防御向_生命值,0,生命值,,401,1260=1890|1890=2100|2100=2210,70,,5|3|1,15,1,2,装备主属性
480,1425,100级_足/尾_防御向_生命值,0,生命值,,392,2160=3240|3240=3600|3600=3780,120,,5|3|1,50,1,,装备主属性
481,1425,100级_足/尾_防御向_物理防御,0,物理防御,,396,138=207|207=230|230=242,8,,5|3|1,50,1,,装备主属性
482,1425,100级_足/尾_防御向_魔法防御,0,魔法防御,,397,138=207|207=230|230=242,8,,5|3|1,50,1,,装备主属性
483,1425,100级_足/尾_防御向_暴击防护,0,暴击防护,,57,15=23|23=25|25=26,1,,5|3|1,50,1,2,装备主属性
484,1426,100级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
485,1426,100级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
486,1426,100级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
487,1426,100级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
488,1426,100级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
489,1427,100级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
490,1427,100级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
491,1427,100级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
492,1427,100级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
493,1427,100级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,1440=2160|2160=2400|2400=2520,80,,5|3|1,50,1,2,装备主属性
494,1428,100级_饰品_防御向_受小体型魔物减伤,0,受小体型魔物减伤,,229,1160=1740|1740=1940|1940=2030,65,,5|3|1,50,1,2,装备主属性
495,1428,100级_饰品_防御向_受中体型魔物减伤,0,受中体型魔物减伤,,230,1160=1740|1740=1940|1940=2030,65,,5|3|1,50,1,2,装备主属性
496,1428,100级_饰品_防御向_受大体型魔物减伤,0,受大体型魔物减伤,,231,1160=1740|1740=1940|1940=2030,65,,5|3|1,50,1,2,装备主属性
497,1520,110级_武器_物理攻击_物理攻击,0,物理攻击,,393,194=292|292=324|324=340,11,,5|3|1,100,1,,装备主属性
498,1521,110级_武器_魔法攻击_魔法攻击,0,魔法攻击,,394,194=292|292=324|324=340,11,,5|3|1,100,1,,装备主属性
499,1522,110级_身_生命_生命值,0,生命值,,392,2420=3628|3628=4032|4032=4234,136,,5|3|1,100,1,,装备主属性
500,1523,110级_头_攻击向_物理攻击,0,物理攻击,,402,1380=2070|2070=2300|2300=2420,77,,5|3|1,15,1,2,装备主属性
501,1523,110级_头_攻击向_物理攻击,0,物理攻击,,393,194=292|292=324|324=340,11,,5|3|1,50,1,,装备主属性
502,1523,110级_头_攻击向_攻击速度%,0,攻击速度,,71,1620=2430|2430=2700|2700=2840,90,,5|3|1,15,1,2,装备主属性
503,1523,110级_头_攻击向_暴伤%,0,暴击伤害,,59,1620=2430|2430=2700|2700=2840,90,,5|3|1,25,1,2,装备主属性
504,1523,110级_头_攻击向_暴击,0,暴击,,55,17=26|26=29|29=30,1,,5|3|1,25,1,2,装备主属性
505,1524,110级_头_攻击向_魔法攻击,0,魔法攻击,,403,1380=2070|2070=2300|2300=2420,77,,5|3|1,15,1,2,装备主属性
506,1524,110级_头_攻击向_魔法攻击,0,魔法攻击,,394,194=292|292=324|324=340,11,,5|3|1,50,1,,装备主属性
507,1524,110级_头_攻击向_CD冷却加速%,0,技能冷却加速,,433,1620=2430|2430=2700|2700=2840,90,,5|3|1,15,1,2,装备主属性
508,1524,110级_头_攻击向_暴伤%,0,暴击伤害,,59,1620=2430|2430=2700|2700=2840,90,,5|3|1,25,1,2,装备主属性
509,1524,110级_头_攻击向_暴击,0,暴击,,55,17=26|26=29|29=30,1,,5|3|1,25,1,2,装备主属性
510,1525,110级_足/尾_防御向_生命值,0,生命值,,401,1380=2070|2070=2300|2300=2420,77,,5|3|1,15,1,2,装备主属性
511,1525,110级_足/尾_防御向_生命值,0,生命值,,392,2420=3628|3628=4032|4032=4234,136,,5|3|1,50,1,,装备主属性
512,1525,110级_足/尾_防御向_物理防御,0,物理防御,,396,155=233|233=259|259=272,9,,5|3|1,50,1,,装备主属性
513,1525,110级_足/尾_防御向_魔法防御,0,魔法防御,,397,155=233|233=259|259=272,9,,5|3|1,50,1,,装备主属性
514,1525,110级_足/尾_防御向_暴击防护,0,暴击防护,,57,17=26|26=29|29=30,1,,5|3|1,50,1,2,装备主属性
515,1526,110级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
516,1526,110级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
517,1526,110级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
518,1526,110级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
519,1526,110级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
520,1527,110级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
521,1527,110级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
522,1527,110级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
523,1527,110级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
524,1527,110级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,1620=2430|2430=2700|2700=2840,90,,5|3|1,50,1,2,装备主属性
525,1528,110级_饰品_防御向_受小体型魔物减伤,0,受小体型魔物减伤,,229,1280=1910|1910=2130|2130=2230,71,,5|3|1,50,1,2,装备主属性
526,1528,110级_饰品_防御向_受中体型魔物减伤,0,受中体型魔物减伤,,230,1280=1910|1910=2130|2130=2230,71,,5|3|1,50,1,2,装备主属性
527,1528,110级_饰品_防御向_受大体型魔物减伤,0,受大体型魔物减伤,,231,1280=1910|1910=2130|2130=2230,71,,5|3|1,50,1,2,装备主属性
528,1620,120级_武器_物理攻击_物理攻击,0,物理攻击,,393,216=324|324=360|360=378,12,,5|3|1,100,1,,装备主属性
529,1621,120级_武器_魔法攻击_魔法攻击,0,魔法攻击,,394,216=324|324=360|360=378,12,,5|3|1,100,1,,装备主属性
530,1622,120级_身_生命_生命值,0,生命值,,392,2764=4148|4148=4608|4608=4838,154,,5|3|1,100,1,,装备主属性
531,1623,120级_头_攻击向_物理攻击,0,物理攻击,,402,1500=2250|2250=2500|2500=2630,84,,5|3|1,15,1,2,装备主属性
532,1623,120级_头_攻击向_物理攻击,0,物理攻击,,393,216=324|324=360|360=378,12,,5|3|1,50,1,,装备主属性
533,1623,120级_头_攻击向_攻击速度%,0,攻击速度,,71,1800=2700|2700=3000|3000=3150,100,,5|3|1,15,1,2,装备主属性
534,1623,120级_头_攻击向_暴伤%,0,暴击伤害,,59,1800=2700|2700=3000|3000=3150,100,,5|3|1,25,1,2,装备主属性
535,1623,120级_头_攻击向_暴击,0,暴击,,55,22=32|32=36|36=38,2,,5|3|1,25,1,2,装备主属性
536,1624,120级_头_攻击向_魔法攻击,0,魔法攻击,,403,1500=2250|2250=2500|2500=2630,84,,5|3|1,15,1,2,装备主属性
537,1624,120级_头_攻击向_魔法攻击,0,魔法攻击,,394,216=324|324=360|360=378,12,,5|3|1,50,1,,装备主属性
538,1624,120级_头_攻击向_CD冷却加速%,0,技能冷却加速,,433,1800=2700|2700=3000|3000=3150,100,,5|3|1,15,1,2,装备主属性
539,1624,120级_头_攻击向_暴伤%,0,暴击伤害,,59,1800=2700|2700=3000|3000=3150,100,,5|3|1,25,1,2,装备主属性
540,1624,120级_头_攻击向_暴击,0,暴击,,55,22=32|32=36|36=38,2,,5|3|1,25,1,2,装备主属性
541,1625,120级_足/尾_防御向_生命值,0,生命值,,401,1500=2250|2250=2500|2500=2630,84,,5|3|1,15,1,2,装备主属性
542,1625,120级_足/尾_防御向_生命值,0,生命值,,392,2764=4148|4148=4608|4608=4838,154,,5|3|1,50,1,,装备主属性
543,1625,120级_足/尾_防御向_物理防御,0,物理防御,,396,173=259|259=288|288=302,10,,5|3|1,50,1,,装备主属性
544,1625,120级_足/尾_防御向_魔法防御,0,魔法防御,,397,173=259|259=288|288=302,10,,5|3|1,50,1,,装备主属性
545,1625,120级_足/尾_防御向_暴击防护,0,暴击防护,,57,22=32|32=36|36=38,2,,5|3|1,50,1,2,装备主属性
546,1626,120级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
547,1626,120级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
548,1626,120级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
549,1626,120级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
550,1626,120级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
551,1627,120级_饰品_攻击向_风属性技能伤害,0,风属性技能伤害,,172,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
552,1627,120级_饰品_攻击向_地属性技能伤害,0,地属性技能伤害,,173,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
553,1627,120级_饰品_攻击向_火属性技能伤害,0,火属性技能伤害,,174,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
554,1627,120级_饰品_攻击向_水属性技能伤害,0,水属性技能伤害,,175,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
555,1627,120级_饰品_攻击向_无属性技能伤害,0,无属性技能伤害,,176,1800=2700|2700=3000|3000=3150,100,,5|3|1,50,1,2,装备主属性
556,1628,120级_饰品_防御向_受小体型魔物减伤,0,受小体型魔物减伤,,229,1380=2080|2080=2310|2310=2420,77,,5|3|1,50,1,2,装备主属性
557,1628,120级_饰品_防御向_受中体型魔物减伤,0,受中体型魔物减伤,,230,1380=2080|2080=2310|2310=2420,77,,5|3|1,50,1,2,装备主属性
558,1628,120级_饰品_防御向_受大体型魔物减伤,0,受大体型魔物减伤,,231,1380=2080|2080=2310|2310=2420,77,,5|3|1,50,1,2,装备主属性
559,2100,40级_武器_物理攻击_暴击,0,暴击,,55,2=2|3=3,,,90|0,0,1,2,装备副属性
560,2100,40级_武器_物理攻击_暴伤%,0,暴击伤害,,59,130=180|240=240,,,90|0,500,1,2,装备副属性
561,2100,40级_武器_物理攻击_物理攻击,0,物理攻击,,402,260=350|490=490,,,90|0,250,1,2,装备副属性
562,2100,40级_武器_物理攻击_物理防御,0,物理防御,,396,13=17|23=23,,,90|0,250,1,,装备副属性
563,2100,40级_武器_物理攻击_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|0,250,1,,装备副属性
564,2100,40级_武器_物理攻击_蓝量,0,魔法值,,395,13=17|23=23,,,90|0,250,1,,装备副属性
565,2100,40级_武器_物理攻击_暴击防护,0,暴击防护,,57,2=2|3=3,,,90|0,0,1,2,装备副属性
566,2100,40级_武器_物理攻击_生命值,0,生命值,,392,144=192|264=264,,,90|0,250,1,,装备副属性
567,2101,40级_武器_魔法攻击_暴击,0,暴击,,55,2=2|3=3,,,90|0,0,1,2,装备副属性
568,2101,40级_武器_魔法攻击_暴伤%,0,暴击伤害,,59,130=180|240=240,,,90|0,500,1,2,装备副属性
569,2101,40级_武器_魔法攻击_魔法攻击,0,魔法攻击,,403,260=350|490=490,,,90|0,250,1,2,装备副属性
570,2101,40级_武器_魔法攻击_物理防御,0,物理防御,,396,13=17|23=23,,,90|0,250,1,,装备副属性
571,2101,40级_武器_魔法攻击_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|0,250,1,,装备副属性
572,2101,40级_武器_魔法攻击_蓝量,0,魔法值,,395,13=17|23=23,,,90|0,250,1,,装备副属性
573,2101,40级_武器_魔法攻击_暴击防护,0,暴击防护,,57,2=2|3=3,,,90|0,0,1,2,装备副属性
574,2101,40级_武器_魔法攻击_生命值,0,生命值,,392,144=192|264=264,,,90|0,250,1,,装备副属性
575,2102,40级_身_生命_物理攻击,0,物理攻击,,402,260=350|490=490,,,90|0,250,1,2,装备副属性
576,2102,40级_身_生命_魔法攻击,0,魔法攻击,,403,260=350|490=490,,,90|0,250,1,2,装备副属性
577,2102,40级_身_生命_物理攻击,0,物理攻击,,393,32=43|59=59,,,90|0,250,1,,装备副属性
578,2102,40级_身_生命_魔法攻击,0,魔法攻击,,394,32=43|59=59,,,90|0,250,1,,装备副属性
579,2102,40级_身_生命_生命值,0,生命值,,392,144=192|264=264,,,90|0,500,1,,装备副属性
580,2102,40级_身_生命_生命值,0,生命值,,401,200=270|360=360,,,90|0,500,1,2,装备副属性
581,2102,40级_身_生命_物理防御,0,物理防御,,396,13=17|23=23,,,90|0,500,1,,装备副属性
582,2102,40级_身_生命_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|0,500,1,,装备副属性
583,2103,40级_头_攻击向_暴击,0,暴击,,55,2=2|3=3,,,90|0,0,1,2,装备副属性
584,2103,40级_头_攻击向_暴伤%,0,暴击伤害,,59,130=180|240=240,,,90|0,500,1,2,装备副属性
585,2103,40级_头_攻击向_物理攻击,0,物理攻击,,402,260=350|490=490,,,90|0,250,1,2,装备副属性
586,2103,40级_头_攻击向_物理防御,0,物理防御,,396,13=17|23=23,,,90|0,250,1,,装备副属性
587,2103,40级_头_攻击向_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|0,250,1,,装备副属性
588,2103,40级_头_攻击向_蓝量,0,魔法值,,395,13=17|23=23,,,90|0,250,1,,装备副属性
589,2103,40级_头_攻击向_暴击防护,0,暴击防护,,57,2=2|3=3,,,90|0,0,1,2,装备副属性
590,2103,40级_头_攻击向_生命值,0,生命值,,392,144=192|264=264,,,90|0,250,1,,装备副属性
591,2104,40级_头_攻击向_暴击,0,暴击,,55,2=2|3=3,,,90|0,0,1,2,装备副属性
592,2104,40级_头_攻击向_暴伤%,0,暴击伤害,,59,130=180|240=240,,,90|0,500,1,2,装备副属性
593,2104,40级_头_攻击向_魔法攻击,0,魔法攻击,,403,260=350|490=490,,,90|0,250,1,2,装备副属性
594,2104,40级_头_攻击向_物理防御,0,物理防御,,396,13=17|23=23,,,90|0,250,1,,装备副属性
595,2104,40级_头_攻击向_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|0,250,1,,装备副属性
596,2104,40级_头_攻击向_蓝量,0,魔法值,,395,13=17|23=23,,,90|0,250,1,,装备副属性
597,2104,40级_头_攻击向_暴击防护,0,暴击防护,,57,2=2|3=3,,,90|0,0,1,2,装备副属性
598,2104,40级_头_攻击向_生命值,0,生命值,,392,144=192|264=264,,,90|0,250,1,,装备副属性
599,2105,40级_足/尾_防御向_物理攻击,0,物理攻击,,402,260=350|490=490,,,90|0,250,1,2,装备副属性
600,2105,40级_足/尾_防御向_魔法攻击,0,魔法攻击,,403,260=350|490=490,,,90|0,250,1,2,装备副属性
601,2105,40级_足/尾_防御向_物理攻击,0,物理攻击,,393,32=43|59=59,,,90|0,250,1,,装备副属性
602,2105,40级_足/尾_防御向_魔法攻击,0,魔法攻击,,394,32=43|59=59,,,90|0,250,1,,装备副属性
603,2105,40级_足/尾_防御向_生命值,0,生命值,,392,144=192|264=264,,,90|0,500,1,,装备副属性
604,2105,40级_足/尾_防御向_生命值,0,生命值,,401,200=270|360=360,,,90|0,500,1,2,装备副属性
605,2105,40级_足/尾_防御向_物理防御,0,物理防御,,396,13=17|23=23,,,90|0,500,1,,装备副属性
606,2105,40级_足/尾_防御向_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|0,500,1,,装备副属性
607,2106,40级_饰品_攻击向_攻击速度%,0,攻击速度,,71,130=180|240=240,,,90|0,100,1,2,装备副属性
608,2106,40级_饰品_攻击向_CD冷却加速%,0,技能冷却加速,,433,130=180|240=240,,,90|0,100,1,2,装备副属性
609,2106,40级_饰品_攻击向_物伤加成%,0,物理伤害,,65,130=180|240=240,,,90|0,400,1,1,装备副属性
610,2106,40级_饰品_攻击向_魔伤加成%,0,魔法伤害,,66,130=180|240=240,,,90|0,400,1,1,装备副属性
611,2106,40级_饰品_攻击向_蓝量,0,魔法值,,395,13=17|23=23,,,90|0,250,1,,装备副属性
612,2106,40级_饰品_攻击向_生命值,0,生命值,,401,200=270|360=360,,,90|0,250,1,2,装备副属性
613,2106,40级_饰品_攻击向_物理防御,0,物理防御,,396,13=17|23=23,,,90|0,250,1,,装备副属性
614,2106,40级_饰品_攻击向_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|0,250,1,,装备副属性
615,2107,40级_饰品_攻击向_攻击速度%,0,攻击速度,,71,130=180|240=240,,,90|0,100,1,2,装备副属性
616,2107,40级_饰品_攻击向_CD冷却加速%,0,技能冷却加速,,433,130=180|240=240,,,90|0,100,1,2,装备副属性
617,2107,40级_饰品_攻击向_物伤加成%,0,物理伤害,,65,130=180|240=240,,,90|0,400,1,1,装备副属性
